SN	Distance_X_LOGO_Battery_Left1	Distance_X_LOGO_Battery_Left2	Distance_X_LOGO_Battery_Left3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Left1	Distance_Y_LOGO_Battery_Left2	Distance_Y_LOGO_Battery_Left3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Left1	Angle_Battery_Left2	Angle_Battery_Left3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLNS31Y0GRX5____	-9.255	-9.107	-9.204	-9.154	-8.888	-9.067	-9.099	-9.079	-9.006	-9.136	-8.996	-9.204	-8.927	-9.143	-8.969	-8.789	-8.891	-9.078	-9.064	-8.763	-9.374	-9.259	-9.061	-8.868	-8.936	-9.018	-9.404	-8.911	-9.396	-9.455	-9.093	-9.055	117.460	117.994	117.418	117.601	117.753	117.407	118.219	117.511	117.782	117.807	118.126	117.639	117.671	117.960	117.637	117.509	117.081	118.062	117.581	117.423	117.416	117.552	117.135	117.303	118.152	117.495	117.415	118.030	117.571	117.614	117.503	117.488	94.628	94.536	94.605	94.574	94.440	94.539	94.524	94.541	94.496	94.558	94.478	94.597	94.461	94.555	94.483	94.401	94.466	94.520	94.531	94.391	94.688	94.627	94.546	94.446	94.448	94.512	94.702	94.441	94.693	94.719	94.548	94.531	2016_7_16_9_13_41
FLNS32DNGRX5____	-8.586	-8.558	-9.073	-8.651	-8.795	-8.718	-8.618	-8.516	-8.514	-8.584	-8.443	-8.795	-8.713	-8.734	-8.531	-8.412	-8.520	-8.598	-8.650	-8.712	-8.686	-8.781	-8.776	-8.605	-8.526	-8.443	-8.744	-8.478	-8.808	-8.911	-8.792	-8.544	118.361	118.579	118.728	118.633	118.261	117.881	118.133	118.236	118.905	118.386	118.728	118.051	117.997	118.398	117.518	118.437	118.237	118.060	118.367	119.466	118.520	118.257	118.144	118.065	117.489	117.993	118.077	119.323	118.396	118.717	118.799	118.121	94.053	94.032	94.274	94.075	94.157	94.134	94.076	94.024	93.999	94.051	93.972	94.165	94.127	94.123	94.056	93.967	94.025	94.069	94.083	94.075	94.095	94.151	94.152	94.073	94.054	93.997	94.139	93.968	94.158	94.196	94.137	94.041	2016_7_16_9_13_44
FLNS32G4GRX5____	-9.328	-9.252	-9.168	-9.224	-9.213	-9.215	-9.179	-9.161	-8.966	-9.092	-9.273	-9.210	-9.373	-9.226	-8.920	-9.109	-9.013	-9.416	-9.329	-8.895	-9.380	-9.337	-9.072	-8.827	-8.909	-9.211	-9.358	-9.249	-9.173	-9.410	-9.340	-9.138	117.895	118.309	117.986	118.378	118.183	117.668	118.478	117.836	117.971	118.066	117.843	118.423	117.724	118.339	117.967	117.759	118.045	117.389	117.902	117.985	118.049	117.997	117.575	117.632	117.945	117.933	117.993	117.864	118.084	118.252	117.811	117.810	94.278	94.225	94.197	94.210	94.212	94.232	94.184	94.200	94.100	94.158	94.253	94.201	94.306	94.212	94.078	94.177	94.120	94.340	94.278	94.065	94.297	94.278	94.166	94.045	94.074	94.220	94.288	94.241	94.196	94.304	94.287	94.189	2016_7_16_9_13_47
FLQS30BYGRX8____	-8.838	-8.804	-8.621	-8.838	-8.778	-8.904	-8.802	-8.561	-8.717	-8.826	-8.644	-8.723	-8.592	-8.712	-8.793	-8.681	-8.507	-8.866	-8.886	-8.973	-8.888	-8.896	-8.858	-8.738	-8.661	-8.660	-8.870	-8.699	-8.924	-9.105	-8.931	-8.848	117.225	117.652	117.130	117.636	117.677	116.988	117.731	116.200	117.228	117.936	117.106	117.916	117.291	117.460	117.756	117.295	117.247	117.107	117.650	115.583	117.180	117.327	116.706	116.821	118.083	117.057	116.942	117.013	117.670	117.512	117.130	116.219	94.365	94.333	94.263	94.350	94.320	94.406	94.329	94.267	94.306	94.333	94.275	94.284	94.243	94.295	94.324	94.286	94.203	94.383	94.373	94.493	94.391	94.390	94.394	94.331	94.248	94.284	94.391	94.305	94.390	94.484	94.414	94.407	2016_7_16_9_13_50
FLQS30DLGRXL____	-9.338	-9.436	-9.407	-9.471	-9.234	-9.345	-9.317	-9.407	-9.336	-9.153	-9.458	-9.286	-9.318	-9.296	-9.295	-9.099	-8.876	-9.594	-9.334	-9.149	-9.314	-9.518	-9.134	-8.885	-8.853	-9.154	-9.366	-9.189	-9.537	-9.597	-9.402	-9.121	117.891	118.002	118.761	118.088	117.982	117.713	118.177	117.815	117.947	118.175	117.956	118.263	118.151	118.122	117.875	118.407	118.356	117.756	118.010	118.286	118.307	118.037	117.686	117.924	117.999	118.111	117.913	118.318	118.065	118.048	118.058	118.106	94.534	94.577	94.534	94.590	94.480	94.544	94.513	94.570	94.530	94.434	94.589	94.494	94.514	94.505	94.513	94.399	94.294	94.662	94.527	94.428	94.507	94.615	94.443	94.314	94.296	94.437	94.546	94.446	94.623	94.653	94.558	94.421	2016_7_16_9_13_53
FLQS30GVGRX8____	-8.846	-8.708	-8.816	-9.189	-8.877	-8.988	-9.030	-8.741	-8.810	-8.860	-8.680	-8.874	-9.040	-9.010	-8.702	-8.878	-8.397	-8.742	-8.856	-8.538	-8.764	-8.990	-8.854	-8.612	-8.550	-8.610	-8.879	-8.576	-9.135	-9.190	-8.806	-8.898	117.608	117.682	117.497	117.998	117.443	117.174	117.961	117.280	117.415	117.772	117.548	117.608	117.436	117.464	117.400	117.709	117.493	117.757	117.421	117.631	117.691	117.506	117.457	117.574	118.317	117.508	117.508	117.790	118.028	117.567	118.112	117.685	94.225	94.155	94.214	94.376	94.246	94.310	94.301	94.186	94.214	94.226	94.147	94.238	94.325	94.309	94.162	94.237	94.011	94.169	94.236	94.075	94.182	94.298	94.234	94.113	94.056	94.114	94.245	94.088	94.349	94.393	94.187	94.247	2016_7_16_9_13_56
FLQS30KBGRX8____	-8.903	-9.157	-8.997	-9.128	-9.056	-9.043	-9.152	-8.802	-8.805	-8.860	-9.051	-8.999	-9.158	-9.191	-8.564	-8.877	-8.782	-9.308	-9.169	-8.735	-9.166	-9.110	-8.913	-8.672	-8.692	-8.594	-9.194	-8.945	-9.200	-9.191	-9.176	-9.083	118.200	117.824	118.144	118.146	118.031	117.952	118.041	117.749	117.946	118.237	117.948	118.070	117.904	117.932	117.818	118.129	118.269	117.491	117.823	118.351	117.966	118.097	117.672	117.673	118.045	118.168	118.097	118.569	117.804	118.108	117.918	118.150	94.446	94.583	94.494	94.557	94.526	94.523	94.572	94.414	94.408	94.424	94.527	94.497	94.580	94.595	94.296	94.436	94.385	94.668	94.588	94.360	94.582	94.550	94.470	94.354	94.350	94.298	94.590	94.453	94.604	94.589	94.588	94.535	2016_7_16_9_13_59
FLQS30LUGRXL	-9.048	-9.051	-9.130	-9.018	-8.946	-9.132	-9.053	-8.785	-8.935	-9.012	-8.715	-8.893	-8.973	-9.007	-8.827	-8.779	-8.531	-8.881	-9.243	-8.873	-9.184	-9.363	-8.945	-8.644	-8.648	-8.876	-9.084	-8.905	-9.152	-9.322	-9.147	-9.048	118.639	118.131	118.791	118.260	118.611	117.952	118.296	117.967	118.651	118.162	118.807	118.445	118.998	118.885	118.839	118.114	118.266	118.737	118.181	118.996	118.141	118.861	117.653	118.087	118.409	118.348	118.350	118.752	118.421	118.723	118.220	118.086	94.152	94.172	94.186	94.151	94.104	94.218	94.167	94.050	94.097	94.152	93.986	94.084	94.103	94.123	94.038	94.041	93.916	94.068	94.263	94.055	94.236	94.295	94.138	93.977	93.968	94.080	94.180	94.079	94.210	94.280	94.215	94.172	2016_7_16_9_14_02
FLQS31B0GRX2____	-8.892	-8.814	-8.898	-8.785	-8.777	-8.954	-8.746	-8.632	-8.651	-8.717	-8.717	-8.777	-8.753	-8.857	-8.472	-8.738	-8.438	-9.087	-8.881	-8.659	-8.940	-8.950	-8.576	-8.334	-8.391	-8.712	-8.721	-8.740	-8.852	-9.083	-8.720	-8.881	117.344	117.726	117.483	117.999	117.811	117.231	118.100	116.963	117.862	117.818	117.603	117.914	117.929	117.520	117.992	117.196	118.072	117.391	117.251	117.473	117.737	118.014	117.140	117.385	118.380	117.628	117.974	118.021	118.103	117.806	117.893	117.376	94.420	94.368	94.418	94.344	94.348	94.454	94.322	94.308	94.284	94.318	94.326	94.344	94.331	94.397	94.194	94.351	94.174	94.513	94.418	94.302	94.429	94.423	94.274	94.147	94.141	94.322	94.315	94.322	94.373	94.496	94.317	94.414	2016_7_16_9_14_05
FLQS31B2GRWM____	-8.796	-8.646	-8.747	-8.798	-8.742	-8.915	-8.651	-8.736	-8.617	-8.790	-8.606	-8.684	-8.837	-8.934	-8.621	-8.641	-8.587	-8.925	-8.913	-8.726	-8.780	-9.024	-8.593	-8.231	-8.476	-8.610	-8.817	-8.647	-8.805	-8.935	-8.617	-8.712	117.595	117.944	118.214	118.342	117.692	117.417	117.776	117.724	117.603	117.887	118.006	117.858	117.608	117.631	117.996	117.522	117.738	117.530	117.469	117.539	117.892	117.884	117.338	117.580	117.962	117.970	117.767	117.829	118.375	117.815	118.114	117.891	94.297	94.212	94.251	94.271	94.267	94.361	94.220	94.263	94.210	94.283	94.190	94.233	94.316	94.362	94.198	94.224	94.190	94.361	94.358	94.265	94.278	94.397	94.207	94.023	94.129	94.193	94.301	94.216	94.273	94.356	94.192	94.245	2016_7_16_9_14_07
FLQS31K2GRWM____	-9.043	-9.116	-8.820	-9.066	-8.933	-9.049	-9.108	-8.986	-8.941	-8.931	-8.877	-8.866	-8.892	-9.002	-9.031	-8.700	-8.592	-9.206	-9.045	-8.743	-9.093	-9.048	-8.983	-8.615	-8.866	-8.653	-9.129	-8.833	-9.076	-9.317	-9.070	-9.100	118.336	117.766	118.502	118.291	118.586	117.972	118.003	118.483	117.965	118.249	118.032	118.697	118.974	118.319	117.684	118.141	118.498	117.897	118.341	118.101	118.439	118.244	117.876	117.996	118.439	118.664	118.456	118.458	118.324	118.302	118.376	118.046	94.466	94.522	94.352	94.478	94.404	94.482	94.509	94.433	94.430	94.415	94.397	94.367	94.370	94.446	94.484	94.307	94.242	94.560	94.466	94.330	94.486	94.471	94.454	94.271	94.376	94.266	94.503	94.360	94.482	94.599	94.477	94.504	2016_7_16_9_14_10
FLQS31QAGRX2____	-8.624	-8.613	-8.836	-8.569	-8.526	-8.634	-8.736	-8.538	-8.436	-8.286	-8.518	-8.524	-8.596	-8.518	-8.491	-8.535	-8.387	-8.605	-8.627	-8.529	-8.505	-8.736	-8.703	-8.395	-8.359	-8.272	-8.717	-8.419	-8.854	-8.899	-8.636	-8.536	119.264	119.209	118.810	119.054	118.972	118.892	119.322	118.159	119.271	119.351	118.743	118.949	119.427	118.841	118.413	118.983	118.560	118.372	119.196	118.428	119.204	119.322	118.468	118.777	118.647	119.507	118.973	118.850	118.914	119.276	117.583	118.890	94.052	94.049	94.170	94.033	94.016	94.070	94.104	94.049	93.962	93.888	94.019	94.015	94.033	94.016	94.018	94.019	93.963	94.074	94.056	94.035	93.997	94.104	94.118	93.959	93.946	93.876	94.107	93.968	94.175	94.183	94.117	94.023	2016_7_16_9_14_13
FLQS32CMGRWM____	-8.810	-8.667	-8.778	-8.712	-8.656	-8.884	-8.734	-8.692	-8.583	-8.637	-8.576	-8.657	-8.751	-8.660	-8.533	-8.538	-8.437	-8.736	-8.889	-8.533	-8.737	-8.893	-8.517	-8.412	-8.532	-8.566	-8.786	-8.544	-8.856	-9.036	-8.802	-8.736	118.691	118.775	119.393	118.498	118.597	118.244	119.206	119.181	118.238	118.591	118.635	118.567	118.505	118.286	118.558	118.172	118.642	118.066	118.352	117.804	118.511	118.262	118.086	118.153	118.727	118.868	118.472	118.674	118.409	118.400	117.880	118.514	94.272	94.201	94.232	94.232	94.201	94.324	94.217	94.198	94.179	94.192	94.162	94.203	94.250	94.214	94.143	94.160	94.095	94.259	94.322	94.170	94.243	94.327	94.152	94.099	94.137	94.149	94.268	94.145	94.304	94.391	94.297	94.243	2016_7_16_9_14_15
FLQS300WGRX8____	-9.275	-9.146	-9.279	-9.236	-9.227	-9.597	-9.337	-9.098	-8.948	-9.236	-8.809	-9.165	-9.142	-9.038	-8.912	-8.924	-8.817	-9.323	-9.214	-9.098	-9.334	-9.471	-9.273	-8.987	-9.118	-8.879	-9.373	-9.049	-9.374	-9.419	-9.304	-9.197	118.349	118.175	118.847	118.111	118.584	117.781	118.197	118.161	118.761	118.003	118.630	118.624	118.374	118.459	118.684	118.489	118.570	117.727	118.230	118.303	118.123	118.320	118.006	117.684	118.059	118.863	118.186	119.003	118.335	118.567	118.195	118.183	94.645	94.590	94.629	94.636	94.614	94.823	94.681	94.567	94.473	94.640	94.411	94.582	94.581	94.528	94.459	94.472	94.417	94.692	94.621	94.562	94.682	94.741	94.657	94.531	94.581	94.437	94.699	94.513	94.694	94.707	94.665	94.614	2016_7_16_9_14_18
FLQS302CGRX8____	-9.238	-8.977	-8.894	-9.014	-9.076	-9.122	-8.977	-9.013	-8.812	-9.016	-8.952	-9.072	-9.111	-9.204	-8.982	-8.711	-8.554	-9.205	-9.185	-8.998	-9.120	-9.131	-8.983	-8.572	-8.762	-8.880	-9.030	-8.979	-9.091	-9.207	-9.078	-8.980	117.180	117.854	117.462	117.724	117.161	117.268	117.692	117.108	117.523	117.345	117.259	117.251	117.324	117.174	116.858	117.448	117.394	117.246	117.001	117.914	117.272	117.221	116.981	117.296	117.350	117.619	117.289	117.547	117.485	117.531	117.285	117.539	94.538	94.386	94.361	94.409	94.460	94.479	94.393	94.432	94.319	94.424	94.396	94.455	94.471	94.522	94.426	94.273	94.198	94.520	94.519	94.394	94.477	94.485	94.422	94.210	94.301	94.348	94.433	94.398	94.455	94.510	94.457	94.399	2016_7_16_9_14_21
FLQS304AGRX8____	-9.126	-9.052	-9.262	-9.283	-9.023	-9.065	-9.231	-9.088	-8.816	-9.211	-9.199	-9.262	-9.314	-9.288	-9.022	-8.611	-9.019	-9.341	-9.185	-8.876	-9.431	-9.261	-9.051	-8.750	-8.886	-9.067	-9.152	-9.244	-9.218	-9.407	-9.154	-9.181	117.435	117.379	117.584	117.117	117.271	117.328	117.600	116.974	117.517	117.009	117.110	117.223	116.927	117.031	117.762	117.314	116.660	117.035	117.437	117.785	116.931	117.196	117.088	116.956	117.478	117.540	117.355	116.948	117.759	117.257	117.203	117.066	94.519	94.485	94.579	94.607	94.475	94.493	94.563	94.518	94.365	94.577	94.567	94.593	94.630	94.613	94.457	94.273	94.496	94.639	94.548	94.385	94.687	94.594	94.495	94.354	94.401	94.486	94.534	94.595	94.551	94.662	94.541	94.559	2016_7_16_9_14_24
FLQS304UGRX2____	-9.240	-8.967	-9.072	-9.133	-9.193	-9.243	-9.297	-9.189	-8.996	-9.059	-8.931	-9.133	-9.045	-9.076	-8.960	-8.841	-8.859	-9.325	-9.062	-8.872	-9.096	-9.180	-9.052	-8.935	-8.947	-8.934	-9.330	-9.033	-9.208	-9.443	-9.142	-9.094	116.920	117.596	117.396	116.996	117.148	116.752	116.959	117.041	117.256	117.212	117.455	117.123	117.008	117.156	116.964	117.051	117.059	117.054	117.055	116.864	117.268	117.220	116.845	116.831	117.214	117.216	117.086	117.427	117.360	117.260	116.959	117.144	94.451	94.293	94.351	94.396	94.419	94.459	94.477	94.421	94.320	94.352	94.280	94.391	94.353	94.362	94.313	94.252	94.260	94.487	94.359	94.274	94.368	94.410	94.362	94.306	94.297	94.291	94.488	94.331	94.418	94.536	94.402	94.371	2016_7_16_9_14_27
FLQS3023GRX8____	-8.903	-8.817	-9.058	-9.189	-9.058	-9.105	-8.965	-8.849	-8.855	-8.968	-8.913	-8.993	-8.868	-9.002	-8.807	-8.944	-8.862	-9.145	-9.235	-8.853	-9.211	-9.229	-8.983	-8.811	-8.762	-8.789	-9.205	-8.894	-9.200	-9.315	-9.071	-8.955	117.647	117.660	117.527	117.338	117.617	117.159	117.438	117.445	117.581	118.074	117.854	117.785	117.805	117.436	117.706	117.307	117.145	117.018	117.206	117.866	117.727	117.609	117.296	117.237	117.230	117.618	117.169	117.560	117.498	117.542	117.611	117.407	94.390	94.348	94.470	94.540	94.466	94.506	94.428	94.371	94.369	94.406	94.388	94.428	94.367	94.446	94.341	94.423	94.388	94.531	94.568	94.358	94.536	94.550	94.442	94.360	94.337	94.336	94.554	94.389	94.540	94.594	94.473	94.424	2016_7_16_9_14_30
FLQS3075GRX8____	-9.845	-9.712	-9.792	-9.625	-9.798	-9.663	-9.594	-9.492	-9.543	-9.497	-9.284	-9.560	-9.714	-9.803	-9.192	-9.573	-9.577	-9.805	-9.785	-9.365	-9.776	-9.792	-9.521	-9.163	-9.358	-9.548	-9.875	-9.699	-9.691	-9.971	-9.678	-9.595	117.392	117.604	117.548	117.677	117.498	117.686	117.650	117.467	117.809	117.574	118.083	117.797	117.549	117.635	117.470	117.388	117.722	117.270	117.461	117.356	117.683	117.759	117.326	117.199	117.509	117.699	117.437	117.563	117.655	117.870	117.573	117.438	94.718	94.645	94.686	94.600	94.691	94.618	94.586	94.543	94.555	94.542	94.419	94.563	94.648	94.687	94.398	94.586	94.575	94.703	94.685	94.486	94.672	94.677	94.563	94.394	94.477	94.562	94.730	94.640	94.632	94.759	94.629	94.595	2016_7_16_9_14_33
FLQS3089GRXL____	-9.247	-9.114	-9.095	-9.095	-9.262	-9.137	-9.116	-9.080	-8.877	-8.958	-9.016	-8.944	-9.035	-9.036	-8.910	-8.714	-8.676	-9.208	-9.245	-8.950	-9.178	-9.182	-8.812	-8.680	-8.935	-9.008	-9.096	-8.994	-9.094	-9.275	-9.140	-9.113	117.913	117.933	117.766	117.947	117.704	117.630	117.912	117.731	118.278	117.903	117.881	118.536	118.818	117.919	117.791	117.999	118.208	117.866	117.920	117.813	117.949	118.294	117.601	117.724	117.898	117.962	117.842	117.845	118.104	117.970	117.846	117.767	94.560	94.495	94.492	94.485	94.575	94.518	94.497	94.486	94.368	94.421	94.450	94.391	94.424	94.458	94.402	94.299	94.274	94.543	94.559	94.420	94.525	94.515	94.361	94.293	94.410	94.443	94.490	94.440	94.479	94.571	94.511	94.501	2016_7_16_9_14_36
