SN	Distance_X_LOGO_Battery_Rigth1	Distance_X_LOGO_Battery_Rigth2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Rigth1	Distance_Y_LOGO_Battery_Rigth2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Rigth1	Angle_Battery_Rigth2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLQS31K2GRWM____	-42.765	-43.329	-42.789	-42.874	-42.668	-42.511	-42.385	-42.772	-42.824	-42.983	-42.787	-42.661	-42.660	-42.637	-42.926	-43.056	-42.695	-42.832	-42.734	-42.693	-43.112	-42.664	-42.881	-42.804	-43.469	-42.846	-42.715	-42.807	-42.685	-42.944	-42.941	-42.952	-125.033	-125.355	-125.097	-125.168	-125.160	-125.106	-125.164	-125.083	-125.130	-125.086	-124.969	-125.020	-124.926	-124.858	-125.153	-124.873	-124.870	-125.060	-125.097	-125.163	-125.152	-125.250	-125.267	-125.320	-125.425	-125.011	-125.334	-124.876	-125.173	-125.005	-125.032	-125.210	250.978	250.792	250.977	250.952	251.035	251.092	251.152	250.982	250.967	250.896	250.960	251.019	251.006	251.006	250.929	250.836	250.984	250.954	250.999	251.026	250.852	251.050	250.963	251.002	250.745	250.941	251.040	250.938	251.030	250.901	250.905	250.926	2016_7_16_10_26_25
FLQS31QAGRX2____	-41.971	-41.936	-41.957	-42.105	-42.017	-41.857	-41.497	-41.807	-41.809	-42.149	-42.018	-41.962	-41.761	-41.931	-41.983	-42.159	-41.868	-42.068	-41.831	-42.041	-42.221	-42.012	-41.983	-41.956	-42.132	-41.905	-41.831	-42.095	-41.909	-42.044	-42.047	-42.146	-124.699	-124.454	-124.188	-124.476	-124.416	-124.410	-124.470	-124.122	-124.228	-124.444	-124.143	-124.260	-124.244	-124.227	-124.264	-124.167	-124.231	-124.538	-124.419	-124.629	-124.511	-124.483	-124.312	-124.686	-124.584	-124.305	-124.594	-124.408	-124.602	-124.371	-124.217	-124.664	251.343	251.324	251.278	251.257	251.285	251.350	251.508	251.331	251.345	251.234	251.246	251.286	251.367	251.294	251.278	251.192	251.321	251.281	251.362	251.305	251.214	251.296	251.285	251.348	251.261	251.316	251.387	251.252	251.356	251.268	251.245	251.266	2016_7_16_10_26_28
FLQS32CMGRWM____	-42.490	-42.978	-42.453	-42.665	-42.254	-42.279	-42.092	-42.468	-42.352	-42.705	-42.635	-42.383	-42.379	-42.534	-42.589	-42.842	-42.539	-42.559	-42.394	-42.523	-42.769	-42.593	-42.669	-42.702	-42.688	-42.502	-42.183	-42.457	-42.509	-42.536	-42.477	-42.422	-124.890	-125.224	-124.629	-124.966	-124.840	-124.963	-124.838	-124.966	-124.661	-124.948	-124.830	-124.819	-124.791	-124.854	-124.826	-124.924	-124.985	-124.979	-124.828	-125.189	-124.945	-125.119	-124.937	-125.258	-125.213	-124.810	-124.813	-124.891	-125.040	-124.860	-124.818	-124.944	251.151	250.997	251.129	251.089	251.241	251.248	251.307	251.170	251.175	251.070	251.082	251.184	251.182	251.127	251.101	251.011	251.144	251.134	251.181	251.179	251.043	251.140	251.083	251.115	251.114	251.134	251.266	251.164	251.163	251.127	251.146	251.186	2016_7_16_10_26_31
FLQS300WGRX8____	-42.077	-42.834	-42.092	-42.179	-41.959	-42.117	-41.688	-41.959	-41.876	-42.159	-42.284	-42.097	-41.958	-41.982	-42.117	-42.309	-41.983	-42.083	-42.032	-42.095	-42.293	-42.080	-42.056	-42.218	-42.407	-42.019	-41.874	-42.091	-41.976	-42.168	-42.112	-42.120	-125.042	-125.576	-125.107	-125.247	-125.401	-125.305	-125.373	-124.841	-124.739	-125.153	-125.050	-124.963	-124.809	-124.874	-124.973	-124.876	-124.999	-125.123	-124.926	-125.296	-125.159	-125.326	-125.084	-125.537	-125.371	-125.018	-125.033	-125.056	-125.124	-125.081	-124.984	-125.047	251.363	251.127	251.366	251.350	251.461	251.383	251.569	251.384	251.404	251.344	251.279	251.344	251.380	251.379	251.337	251.244	251.396	251.372	251.366	251.391	251.291	251.401	251.377	251.374	251.273	251.384	251.445	251.359	251.416	251.331	251.340	251.346	2016_7_16_10_26_33
FLQS302CGRX8____	-42.945	-43.330	-42.800	-43.199	-42.671	-42.769	-42.463	-42.773	-42.521	-43.085	-43.237	-42.866	-42.856	-42.898	-43.018	-43.256	-42.961	-42.984	-42.756	-42.891	-43.128	-42.794	-43.050	-42.991	-43.232	-42.981	-42.669	-42.942	-42.991	-43.017	-43.015	-42.961	-126.156	-126.331	-125.736	-126.342	-125.953	-126.131	-126.068	-126.125	-125.688	-126.051	-126.336	-126.126	-125.834	-125.770	-125.999	-125.782	-125.838	-126.076	-125.993	-126.124	-126.177	-126.142	-126.261	-126.495	-126.451	-125.919	-126.443	-126.014	-126.147	-125.979	-125.939	-126.006	251.021	250.889	251.021	250.943	251.104	251.089	251.205	251.086	251.129	250.949	250.927	251.048	251.012	250.986	250.969	250.842	250.970	250.993	251.075	251.038	250.949	251.080	250.993	251.049	250.945	250.973	251.172	251.002	251.001	250.966	250.962	250.993	2016_7_16_10_26_36
FLQS304AGRX8____	-43.043	-43.325	-43.000	-43.238	-42.817	-42.961	-42.661	-42.967	-42.727	-43.191	-43.236	-42.883	-42.730	-42.780	-43.208	-43.383	-42.847	-42.987	-42.947	-42.908	-43.262	-43.202	-43.209	-43.238	-43.395	-43.005	-42.806	-43.264	-43.006	-43.157	-43.154	-43.185	-126.079	-126.069	-125.886	-126.155	-126.082	-126.097	-126.092	-126.005	-125.769	-126.124	-126.346	-125.869	-125.929	-125.778	-126.013	-125.913	-125.904	-126.041	-126.023	-126.089	-126.074	-126.372	-126.001	-126.501	-126.489	-125.991	-126.010	-126.363	-126.045	-126.311	-126.340	-126.489	251.141	251.025	251.132	251.073	251.234	251.177	251.299	251.162	251.227	251.088	251.100	251.177	251.248	251.207	251.065	250.980	251.197	251.159	251.173	251.198	251.051	251.117	251.063	251.121	251.056	251.144	251.228	251.091	251.152	251.127	251.133	251.141	2016_7_16_10_26_39
FLQS304UGRX2____	-42.205	-42.525	-42.232	-42.425	-42.097	-42.064	-41.887	-41.948	-41.950	-42.537	-42.461	-41.846	-41.905	-41.868	-42.365	-42.657	-42.010	-42.330	-42.169	-42.303	-42.482	-42.212	-42.197	-42.413	-42.581	-42.045	-42.024	-42.048	-42.216	-42.512	-41.993	-42.076	-126.089	-126.187	-125.747	-126.427	-126.104	-126.062	-126.484	-125.823	-125.784	-126.326	-126.490	-125.840	-125.799	-125.848	-126.031	-126.115	-125.868	-126.179	-126.153	-126.340	-126.398	-126.366	-126.342	-126.719	-126.541	-126.052	-126.256	-126.036	-126.235	-126.132	-126.083	-126.190	251.416	251.299	251.358	251.373	251.462	251.470	251.600	251.485	251.479	251.313	251.367	251.529	251.499	251.521	251.343	251.235	251.466	251.377	251.440	251.410	251.346	251.452	251.454	251.418	251.325	251.477	251.513	251.473	251.432	251.297	251.502	251.483	2016_7_16_10_26_41
FLQS3023GRX8____	-42.018	-42.535	-42.100	-42.207	-42.103	-42.012	-41.934	-41.962	-42.007	-42.418	-42.606	-41.997	-41.840	-42.070	-42.120	-42.367	-41.944	-42.172	-42.111	-42.362	-42.552	-42.102	-42.131	-42.312	-42.715	-42.167	-42.024	-42.112	-42.164	-42.254	-42.245	-42.137	-125.929	-126.122	-125.547	-125.756	-125.944	-125.930	-125.884	-125.546	-125.454	-126.049	-126.014	-125.686	-125.570	-125.571	-125.683	-125.633	-125.689	-125.756	-125.747	-125.995	-126.115	-125.896	-125.720	-126.316	-126.271	-125.781	-125.917	-125.810	-125.891	-125.783	-125.748	-125.921	251.556	251.371	251.470	251.455	251.524	251.559	251.585	251.527	251.496	251.409	251.328	251.532	251.580	251.486	251.481	251.373	251.554	251.469	251.493	251.425	251.364	251.517	251.482	251.489	251.319	251.475	251.552	251.501	251.491	251.440	251.439	251.507	2016_7_16_10_26_44
FLQS3075GRX8____	-42.683	-42.935	-42.696	-42.718	-42.823	-42.479	-42.186	-42.546	-42.612	-42.890	-42.753	-42.638	-42.509	-42.608	-42.782	-42.894	-42.728	-42.747	-42.713	-42.718	-42.963	-42.748	-42.723	-42.823	-43.071	-42.710	-42.571	-42.771	-42.710	-42.789	-42.781	-42.737	-125.734	-125.896	-125.601	-125.554	-125.935	-125.877	-125.865	-125.475	-125.621	-125.841	-125.549	-125.545	-125.504	-125.563	-125.725	-125.628	-125.637	-125.817	-125.797	-126.097	-125.848	-126.005	-125.655	-126.087	-125.853	-125.714	-125.843	-125.700	-125.883	-125.774	-125.686	-125.911	251.177	251.097	251.153	251.138	251.148	251.280	251.398	251.197	251.191	251.107	251.123	251.169	251.216	251.184	251.136	251.076	251.145	251.162	251.174	251.213	251.079	251.188	251.150	251.169	251.035	251.164	251.238	251.136	251.187	251.139	251.130	251.180	2016_7_16_10_26_46
FLQS3089GRXL____	-43.394	-43.566	-43.413	-43.552	-43.344	-43.066	-42.879	-43.081	-43.143	-43.477	-43.531	-43.400	-43.043	-43.258	-43.255	-43.615	-43.259	-43.458	-43.301	-43.365	-43.613	-43.520	-43.436	-43.472	-43.592	-43.354	-43.095	-43.487	-43.300	-43.575	-43.319	-43.441	-125.162	-125.539	-124.966	-125.435	-125.307	-125.345	-125.237	-124.897	-124.866	-125.402	-125.566	-125.035	-124.989	-124.935	-125.036	-125.125	-125.002	-125.253	-125.106	-125.525	-125.289	-125.315	-125.536	-125.591	-125.551	-125.137	-125.213	-125.181	-125.253	-125.140	-125.049	-125.348	250.688	250.672	250.653	250.662	250.729	250.848	250.910	250.779	250.749	250.689	250.690	250.668	250.808	250.712	250.727	250.593	250.721	250.675	250.718	250.751	250.617	250.659	250.724	250.717	250.663	250.701	250.818	250.653	250.740	250.611	250.703	250.696	2016_7_16_10_26_49
