SN	Distance_X_LOGO_Battery_Rigth1	Distance_X_LOGO_Battery_Rigth2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Rigth1	Distance_Y_LOGO_Battery_Rigth2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Rigth1	Angle_Battery_Rigth2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLNS31Y0GRX5____	-42.472	-42.967	-42.372	-42.701	-42.162	-42.127	-42.148	-42.345	-42.149	-42.582	-42.620	-42.300	-42.228	-42.403	-42.575	-42.639	-42.456	-42.550	-42.373	-42.506	-42.694	-42.658	-42.652	-42.364	-42.803	-42.563	-42.106	-42.566	-42.512	-42.637	-42.638	-42.582	-125.737	-125.782	-125.397	-125.811	-125.817	-126.027	-125.998	-125.719	-125.360	-125.922	-125.934	-125.720	-125.502	-125.756	-125.611	-125.383	-125.564	-125.689	-125.668	-125.992	-125.911	-126.029	-125.976	-125.898	-126.063	-126.040	-125.964	-126.074	-126.097	-125.974	-125.937	-126.044	251.263	251.068	251.257	251.180	251.401	251.444	251.432	251.313	251.344	251.244	251.230	251.331	251.331	251.294	251.204	251.146	251.246	251.225	251.294	251.285	251.197	251.228	251.223	251.330	251.174	251.268	251.444	251.271	251.297	251.229	251.223	251.261	2016_7_16_10_25_59
FLNS32DNGRX5____	-42.338	-42.401	-42.425	-42.544	-42.100	-42.191	-41.879	-42.139	-42.075	-42.487	-42.545	-42.363	-41.905	-42.257	-42.315	-42.623	-42.320	-42.337	-42.297	-42.366	-42.617	-42.415	-42.320	-42.286	-42.614	-42.289	-42.214	-42.300	-42.288	-42.649	-42.438	-42.450	-124.889	-125.267	-124.884	-125.030	-124.956	-125.139	-125.310	-124.925	-124.772	-125.181	-125.022	-124.761	-124.715	-124.717	-124.939	-124.846	-124.975	-125.034	-125.008	-125.016	-125.123	-125.160	-124.925	-125.436	-125.345	-124.925	-125.252	-124.960	-125.039	-124.995	-125.007	-124.954	251.039	251.065	251.002	250.974	251.146	251.134	251.286	251.125	251.130	251.018	250.972	251.011	251.193	251.048	251.055	250.916	251.058	251.059	251.072	251.045	250.956	251.045	251.051	251.136	250.989	251.064	251.140	251.064	251.080	250.926	251.014	251.002	2016_7_16_10_26_02
FLNS32G4GRX5____	-42.344	-42.594	-42.304	-42.515	-42.235	-42.333	-41.955	-42.216	-42.137	-42.717	-42.432	-42.301	-41.962	-42.396	-42.487	-42.565	-42.266	-42.484	-42.184	-42.314	-42.566	-42.535	-42.331	-42.292	-42.767	-42.114	-42.359	-42.128	-42.306	-42.325	-42.522	-42.399	-125.518	-125.837	-125.317	-125.523	-125.589	-125.785	-125.721	-125.568	-125.633	-125.838	-125.331	-125.505	-125.283	-125.488	-125.388	-125.619	-125.607	-125.591	-125.461	-125.640	-125.567	-125.675	-125.500	-126.008	-125.983	-125.424	-125.829	-125.401	-125.658	-125.479	-125.668	-125.698	251.196	251.138	251.184	251.127	251.250	251.237	251.383	251.255	251.297	251.088	251.134	251.212	251.320	251.170	251.119	251.119	251.240	251.149	251.254	251.225	251.112	251.139	251.199	251.285	251.087	251.277	251.232	251.268	251.231	251.198	251.144	251.198	2016_7_16_10_26_05
FLQS30BYGRX8____	-42.414	-42.600	-42.383	-42.577	-42.367	-42.273	-42.093	-42.383	-42.168	-42.623	-42.612	-42.348	-42.306	-42.345	-42.459	-42.751	-42.347	-42.422	-42.382	-42.389	-42.663	-42.357	-42.558	-42.556	-42.778	-42.367	-42.362	-42.454	-42.435	-42.523	-42.523	-42.527	-126.207	-126.387	-125.953	-126.279	-126.351	-126.478	-126.288	-125.953	-125.779	-126.131	-126.333	-125.883	-125.979	-125.914	-126.077	-126.304	-126.043	-126.164	-126.143	-126.161	-126.198	-126.230	-126.128	-126.569	-126.517	-126.058	-126.452	-126.042	-126.358	-126.128	-126.093	-126.264	251.314	251.263	251.292	251.257	251.353	251.408	251.456	251.292	251.356	251.219	251.251	251.297	251.327	251.302	251.278	251.190	251.319	251.305	251.318	251.318	251.211	251.340	251.245	251.306	251.208	251.313	251.369	251.275	251.326	251.259	251.254	251.276	2016_7_16_10_26_07
FLQS30DLGRXL____	-43.318	-43.742	-43.343	-43.294	-43.260	-43.040	-42.926	-43.249	-42.928	-43.427	-43.138	-43.182	-42.760	-42.992	-43.225	-43.497	-43.170	-43.257	-43.150	-43.225	-43.465	-43.331	-43.235	-43.334	-43.516	-43.087	-43.195	-43.266	-43.335	-43.180	-43.294	-43.365	-125.160	-125.219	-124.842	-125.099	-125.113	-125.058	-125.110	-125.087	-124.674	-124.939	-124.785	-124.904	-124.730	-124.735	-124.847	-124.939	-124.863	-125.001	-124.916	-125.215	-125.085	-125.244	-124.949	-125.266	-125.418	-124.936	-125.086	-124.874	-125.175	-124.893	-124.915	-125.090	250.808	250.643	250.752	250.809	250.824	250.907	250.961	250.825	250.898	250.731	250.828	250.827	250.975	250.881	250.801	250.703	250.826	250.810	250.841	250.853	250.737	250.814	250.812	250.816	250.763	250.870	250.847	250.788	250.803	250.826	250.783	250.779	2016_7_16_10_26_10
FLQS30GVGRX8____	-42.484	-42.774	-42.560	-42.691	-42.313	-42.162	-41.837	-42.506	-42.470	-42.744	-42.502	-42.381	-42.249	-42.409	-42.584	-42.701	-42.347	-42.548	-42.503	-42.518	-42.766	-42.430	-42.586	-42.728	-42.691	-42.557	-42.365	-42.459	-42.570	-42.535	-42.530	-42.657	-125.871	-125.975	-125.687	-126.043	-125.712	-125.887	-125.822	-125.948	-125.651	-126.054	-125.679	-125.617	-125.522	-125.578	-125.743	-125.709	-125.642	-125.892	-125.752	-125.943	-126.111	-125.892	-125.847	-126.313	-125.938	-125.794	-125.922	-125.708	-125.907	-125.843	-125.750	-125.992	251.428	251.324	251.371	251.367	251.476	251.562	251.686	251.429	251.403	251.347	251.394	251.435	251.475	251.418	251.369	251.316	251.452	251.404	251.404	251.424	251.346	251.452	251.383	251.389	251.352	251.387	251.483	251.415	251.398	251.403	251.392	251.374	2016_7_16_10_26_12
FLQS30KBGRX8____	-42.484	-43.270	-42.369	-42.652	-42.371	-42.214	-42.212	-42.017	-42.344	-42.697	-42.755	-42.318	-42.310	-42.663	-42.651	-42.830	-42.544	-42.675	-42.509	-42.509	-42.950	-42.626	-42.592	-42.630	-42.754	-42.557	-42.238	-42.513	-42.383	-42.651	-42.587	-42.534	-125.229	-125.433	-125.106	-125.453	-125.188	-125.313	-125.375	-124.953	-124.874	-125.228	-125.513	-125.101	-124.999	-125.410	-125.050	-125.345	-125.638	-125.264	-125.121	-125.533	-125.422	-125.327	-125.412	-125.597	-125.708	-125.157	-125.280	-125.135	-125.314	-125.269	-125.116	-125.407	251.137	250.844	251.167	251.100	251.178	251.260	251.269	251.291	251.146	251.050	251.066	251.188	251.177	251.089	251.044	251.012	251.169	251.064	251.112	251.169	250.973	251.093	251.119	251.129	251.093	251.097	251.245	251.112	251.191	251.075	251.079	251.142	2016_7_16_10_26_15
FLQS30LUGRXL	-42.050	-42.353	-41.968	-42.102	-41.708	-41.733	-41.612	-41.732	-41.923	-42.038	-42.108	-41.897	-41.758	-41.862	-41.850	-42.153	-41.860	-42.058	-41.716	-42.026	-42.268	-41.816	-42.101	-42.075	-42.374	-41.952	-41.758	-42.027	-41.897	-42.040	-42.104	-41.986	-125.227	-125.632	-124.897	-125.165	-125.358	-125.238	-125.306	-125.147	-124.995	-125.352	-125.107	-124.916	-124.878	-124.935	-125.096	-124.938	-125.062	-125.308	-125.168	-125.301	-125.337	-125.254	-125.465	-125.590	-125.543	-125.137	-125.213	-125.437	-125.248	-125.202	-125.363	-125.224	251.274	251.205	251.262	251.243	251.432	251.406	251.465	251.393	251.294	251.296	251.233	251.294	251.345	251.311	251.338	251.191	251.329	251.281	251.403	251.294	251.199	251.374	251.285	251.313	251.184	251.301	251.392	251.312	251.339	251.274	251.270	251.299	2016_7_16_10_26_18
FLQS31B0GRX2____	-43.642	-43.737	-43.584	-43.759	-43.194	-43.520	-43.289	-43.492	-43.232	-43.864	-43.713	-43.257	-43.305	-43.217	-43.464	-43.934	-43.595	-43.547	-43.680	-43.466	-43.872	-43.593	-43.582	-43.724	-43.829	-43.201	-43.237	-43.628	-43.562	-43.534	-43.776	-43.597	-125.591	-125.574	-125.544	-125.544	-125.525	-125.657	-125.609	-125.324	-125.154	-125.719	-125.458	-125.259	-125.229	-125.280	-125.266	-125.509	-125.553	-125.661	-125.464	-125.578	-125.641	-125.672	-125.628	-125.964	-125.579	-125.424	-125.561	-125.481	-125.604	-125.376	-125.528	-125.635	250.830	250.789	250.848	250.776	251.004	250.889	250.977	250.854	250.936	250.758	250.783	250.941	250.917	250.960	250.857	250.700	250.844	250.879	250.797	250.900	250.744	250.862	250.860	250.850	250.753	250.987	250.991	250.821	250.865	250.844	250.767	250.855	2016_7_16_10_26_20
FLQS31B2GRWM____	-43.465	-43.750	-43.486	-43.511	-43.301	-43.450	-42.945	-43.332	-43.270	-43.674	-43.481	-43.424	-43.293	-43.328	-43.499	-43.621	-43.394	-43.402	-43.435	-43.435	-43.806	-43.343	-43.450	-43.609	-43.890	-43.367	-43.474	-43.439	-43.421	-43.694	-43.449	-43.515	-125.589	-125.782	-125.334	-125.351	-125.596	-125.725	-125.817	-125.501	-125.353	-125.696	-125.453	-125.451	-125.352	-125.354	-125.400	-125.361	-125.428	-125.665	-125.649	-125.817	-125.755	-125.732	-125.504	-125.940	-125.922	-125.442	-125.773	-125.484	-125.677	-125.621	-125.465	-125.766	250.827	250.738	250.783	250.775	250.895	250.853	251.071	250.869	250.874	250.757	250.801	250.824	250.864	250.850	250.786	250.731	250.834	250.864	250.848	250.871	250.712	250.897	250.821	250.818	250.701	250.846	250.850	250.823	250.857	250.738	250.816	250.832	2016_7_16_10_26_23
