SN	Distance_X_LOGO_Battery_Left1	Distance_X_LOGO_Battery_Left2	Distance_X_LOGO_Battery_Left3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Left1	Distance_Y_LOGO_Battery_Left2	Distance_Y_LOGO_Battery_Left3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Left1	Angle_Battery_Left2	Angle_Battery_Left3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLNS31Y0GRX5____	-9.127	-9.104	-9.207	-9.137	-9.026	-9.376	-9.352	-9.078	-9.314	-9.146	-9.001	-9.022	-9.228	-9.393	-8.971	-9.161	-8.934	-9.389	-9.378	-9.131	-9.245	-9.495	-8.988	-8.806	-8.895	-9.252	-9.465	-9.032	-9.394	-9.453	-9.153	-9.168	117.243	117.729	117.864	117.724	117.287	117.063	117.159	117.243	117.053	117.156	117.928	117.320	117.794	117.217	117.242	116.983	117.255	117.239	117.120	117.519	117.206	117.146	117.378	116.972	117.166	117.143	117.021	117.755	117.298	117.462	117.285	117.742	94.424	94.394	94.439	94.411	94.373	94.552	94.537	94.400	94.522	94.437	94.337	94.370	94.452	94.554	94.348	94.451	94.330	94.551	94.551	94.416	94.483	94.606	94.351	94.278	94.314	94.489	94.597	94.359	94.551	94.574	94.435	94.425	2016_7_16_9_12_25
FLNS32DNGRX5____	-9.389	-9.113	-9.030	-9.467	-9.087	-9.147	-9.196	-9.071	-8.826	-9.218	-9.026	-9.269	-9.195	-9.102	-8.774	-8.852	-8.760	-9.089	-9.389	-9.273	-9.323	-9.459	-9.138	-8.836	-9.029	-9.091	-9.473	-9.126	-9.031	-9.403	-9.229	-9.183	117.325	118.136	118.009	117.528	117.888	117.220	117.496	117.925	117.402	117.546	117.590	117.983	117.539	117.441	117.723	117.455	117.353	118.000	117.331	117.721	117.410	117.606	116.994	117.120	117.361	117.360	117.748	117.494	117.971	117.801	117.498	117.678	94.623	94.458	94.423	94.652	94.455	94.509	94.523	94.446	94.347	94.531	94.437	94.539	94.520	94.479	94.310	94.357	94.316	94.452	94.622	94.551	94.587	94.645	94.513	94.362	94.447	94.477	94.647	94.489	94.425	94.611	94.538	94.509	2016_7_16_9_12_29
FLNS32G4GRX5____	-9.530	-9.400	-9.584	-9.491	-9.362	-9.351	-9.453	-9.356	-9.402	-9.363	-9.297	-9.364	-9.392	-9.439	-8.936	-9.124	-8.834	-9.605	-9.465	-8.971	-9.524	-9.476	-9.212	-8.965	-9.088	-9.293	-9.560	-9.334	-9.436	-9.539	-9.247	-9.071	117.337	117.345	117.421	117.366	117.558	117.349	117.448	117.588	117.528	117.437	117.410	117.532	117.611	117.393	117.342	117.389	117.365	117.208	117.522	117.484	117.367	117.562	117.142	117.199	117.973	117.371	117.369	117.441	117.583	117.946	117.518	117.435	94.574	94.510	94.597	94.554	94.484	94.486	94.532	94.480	94.504	94.489	94.458	94.486	94.496	94.527	94.285	94.375	94.235	94.615	94.535	94.297	94.569	94.539	94.427	94.305	94.335	94.457	94.587	94.475	94.519	94.554	94.430	94.347	2016_7_16_9_12_32
FLQS30BYGRX8____	-9.397	-9.319	-9.231	-9.021	-9.284	-9.336	-9.245	-9.215	-9.215	-9.163	-9.158	-9.337	-9.260	-9.295	-9.103	-9.053	-8.511	-8.911	-9.392	-9.269	-9.258	-9.524	-9.136	-8.830	-8.970	-9.157	-9.368	-9.247	-9.298	-9.472	-9.280	-9.377	117.118	117.442	117.394	117.799	117.278	117.400	117.828	117.517	117.319	117.412	117.258	117.313	117.266	117.416	117.779	117.241	117.323	117.216	117.182	117.061	117.615	116.889	116.916	116.979	117.223	117.281	117.214	117.539	117.373	117.651	117.822	117.145	94.546	94.496	94.455	94.338	94.485	94.506	94.445	94.443	94.450	94.422	94.425	94.510	94.474	94.485	94.379	94.374	94.108	94.306	94.541	94.487	94.460	94.617	94.427	94.276	94.335	94.424	94.529	94.457	94.488	94.562	94.463	94.535	2016_7_16_9_12_35
FLQS30DLGRXL____	-9.397	-9.136	-9.232	-9.233	-9.398	-9.269	-9.262	-9.156	-9.159	-9.282	-8.996	-9.397	-9.433	-9.300	-9.122	-9.303	-9.075	-9.367	-9.453	-9.023	-9.334	-9.404	-9.134	-8.831	-8.968	-9.030	-9.305	-9.193	-9.413	-9.472	-9.289	-9.376	117.337	117.410	117.672	117.482	117.364	117.483	117.636	117.590	117.538	117.552	117.749	117.399	117.595	117.393	117.328	117.072	117.666	117.100	117.276	117.952	117.301	117.432	117.134	117.258	117.702	117.707	117.375	117.694	118.045	117.808	117.446	117.354	94.465	94.336	94.372	94.380	94.465	94.398	94.388	94.339	94.342	94.401	94.256	94.463	94.473	94.416	94.332	94.430	94.297	94.460	94.495	94.261	94.436	94.465	94.345	94.193	94.243	94.274	94.419	94.353	94.446	94.483	94.409	94.454	2016_7_16_9_12_38
FLQS30GVGRX8____	-9.382	-9.183	-9.205	-9.206	-9.207	-9.000	-9.237	-9.323	-9.261	-9.329	-8.999	-9.275	-9.299	-9.348	-9.095	-8.911	-8.998	-9.276	-9.382	-9.246	-9.243	-9.453	-9.182	-8.766	-9.004	-9.200	-9.274	-9.301	-9.456	-9.398	-9.331	-9.240	117.627	117.825	118.224	118.080	117.907	117.593	117.985	117.799	117.752	117.849	118.355	117.624	118.016	117.677	117.869	117.681	117.954	118.015	117.571	118.211	117.907	117.528	117.342	117.496	118.042	117.840	118.050	117.592	118.046	118.103	117.796	117.904	94.451	94.347	94.343	94.349	94.356	94.267	94.367	94.416	94.388	94.417	94.239	94.399	94.396	94.433	94.303	94.221	94.253	94.385	94.453	94.363	94.373	94.489	94.365	94.158	94.253	94.355	94.383	94.413	94.471	94.441	94.420	94.372	2016_7_16_9_12_41
FLQS30KBGRX8____	-9.064	-8.917	-9.076	-9.139	-8.957	-9.062	-9.100	-9.005	-9.009	-9.123	-9.130	-9.020	-9.105	-9.083	-8.962	-8.902	-8.860	-9.319	-9.059	-9.057	-9.167	-9.424	-8.812	-8.676	-8.759	-9.123	-9.219	-8.923	-9.141	-9.197	-9.082	-9.042	117.457	117.595	117.601	117.724	117.554	117.610	118.022	117.788	117.461	117.674	117.278	117.590	117.794	117.829	117.645	117.576	117.657	117.330	117.517	117.794	117.879	117.364	117.260	117.249	117.558	117.362	117.422	117.625	118.096	117.941	117.384	117.813	94.423	94.346	94.424	94.449	94.367	94.416	94.419	94.382	94.396	94.444	94.462	94.397	94.430	94.419	94.367	94.340	94.317	94.551	94.419	94.407	94.457	94.601	94.308	94.242	94.271	94.455	94.500	94.349	94.437	94.469	94.435	94.399	2016_7_16_9_12_44
FLQS30LUGRXL	-9.171	-9.153	-9.240	-9.192	-9.176	-9.293	-9.098	-9.047	-8.937	-9.120	-8.999	-8.943	-9.169	-9.068	-8.844	-8.824	-9.022	-9.305	-9.050	-8.997	-9.225	-9.242	-8.918	-8.724	-8.849	-9.051	-9.204	-9.327	-9.191	-9.376	-8.951	-9.094	117.388	117.866	117.536	117.415	117.615	117.209	117.701	117.994	117.396	117.418	117.468	117.595	117.227	117.570	117.139	117.725	117.278	117.329	117.460	117.269	117.289	117.429	117.066	117.113	117.897	117.421	117.489	117.223	117.973	117.488	117.377	117.484	94.335	94.308	94.363	94.345	94.329	94.402	94.288	94.253	94.221	94.309	94.249	94.217	94.340	94.279	94.186	94.155	94.267	94.402	94.274	94.255	94.365	94.368	94.225	94.128	94.161	94.276	94.348	94.417	94.323	94.431	94.229	94.294	2016_7_16_9_12_47
FLQS31B0GRX2____	-9.294	-9.048	-9.185	-9.138	-8.939	-9.113	-9.042	-8.730	-8.936	-8.946	-8.928	-8.889	-9.165	-9.016	-8.965	-8.885	-8.535	-9.071	-9.243	-8.946	-9.054	-9.249	-8.985	-8.673	-8.814	-8.998	-9.140	-8.976	-9.136	-9.262	-9.185	-8.906	117.532	117.618	117.812	117.876	118.040	117.895	117.778	117.880	117.878	117.706	118.152	117.815	117.618	117.783	117.598	118.066	117.960	118.287	117.291	117.427	117.566	117.516	117.211	117.519	117.582	117.770	117.984	117.838	118.255	117.952	117.836	117.972	94.407	94.285	94.344	94.319	94.216	94.306	94.276	94.122	94.221	94.232	94.207	94.201	94.342	94.263	94.245	94.190	94.024	94.271	94.392	94.242	94.290	94.386	94.270	94.107	94.173	94.255	94.316	94.242	94.304	94.376	94.343	94.203	2016_7_16_9_12_49
FLQS31B2GRWM____	-9.282	-9.268	-9.182	-9.375	-9.235	-9.464	-9.136	-9.098	-9.026	-9.235	-8.971	-9.235	-9.209	-9.438	-8.934	-9.055	-9.032	-9.119	-9.404	-9.167	-9.398	-9.541	-9.153	-8.899	-8.988	-9.034	-9.374	-9.261	-9.305	-9.358	-9.486	-9.129	117.510	117.660	117.737	117.126	117.475	116.922	117.772	117.454	117.803	117.475	117.730	117.653	117.462	117.040	117.315	117.640	117.327	117.267	117.106	117.525	117.613	117.021	116.912	117.428	117.554	117.622	117.289	117.684	117.899	117.601	116.884	117.686	94.460	94.447	94.403	94.520	94.438	94.571	94.379	94.373	94.325	94.438	94.301	94.432	94.426	94.554	94.298	94.345	94.346	94.390	94.534	94.403	94.512	94.604	94.420	94.277	94.316	94.335	94.513	94.443	94.456	94.493	94.583	94.379	2016_7_16_9_12_52
