SN	Distance_X_LOGO_MainBoard_LU1	Distance_X_LOGO_MainBoard_LU2	Distance_X_LOGO_MainBoard_LU3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_LU1	Distance_Y_LOGO_MainBoard_LU2	Distance_Y_LOGO_MainBoard_LU3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_LU1	Angle_MainBoard_LU2	Angle_MainBoard_LU3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLNS31Y0GRX5____	-30.604	-30.573	-30.568	-30.341	-30.571	-30.575	-30.645	-30.538	-30.646	-30.606	-30.543	-30.544	-30.436	-30.645	-30.744	-30.715	-30.574	-30.608	-30.649	-30.679	-30.323	-30.579	-30.681	-30.578	-30.521	-30.546	-30.567	-30.287	-30.565	-30.573	-30.678	-30.711	131.225	131.439	131.300	131.251	131.303	131.198	131.477	131.511	131.234	131.304	131.373	131.512	131.406	131.336	131.444	131.302	131.372	131.409	131.512	131.440	131.428	131.443	131.407	131.338	131.355	131.443	131.503	131.428	131.535	131.441	131.337	131.475	103.251	103.217	103.229	103.139	103.230	103.241	103.244	103.196	103.268	103.244	103.211	103.198	103.164	103.257	103.288	103.289	103.224	103.235	103.242	103.261	103.115	103.220	103.265	103.229	103.204	103.206	103.209	103.100	103.205	103.217	103.271	103.271	2016_7_16_9_55_30
FLNS32DNGRX5____	-30.532	-30.467	-30.467	-30.263	-30.467	-30.500	-30.533	-30.436	-30.538	-30.503	-30.467	-30.467	-30.362	-30.530	-30.638	-30.607	-30.463	-30.499	-30.568	-30.571	-30.244	-30.501	-30.571	-30.500	-30.418	-30.466	-30.489	-30.215	-30.485	-30.536	-30.569	-30.603	131.295	131.516	131.373	131.320	131.374	131.273	131.521	131.553	131.341	131.377	131.448	131.555	131.478	131.378	131.551	131.375	131.444	131.479	131.552	131.516	131.504	131.485	131.448	131.412	131.426	131.515	131.576	131.503	131.609	131.480	131.375	131.517	102.995	102.947	102.961	102.881	102.960	102.984	102.974	102.931	102.993	102.975	102.954	102.943	102.907	102.986	103.014	103.018	102.952	102.964	102.985	102.990	102.856	102.964	102.996	102.970	102.935	102.947	102.950	102.844	102.945	102.979	103.003	103.003	2016_7_16_9_55_34
FLNS32G4GRX5____	-30.466	-30.403	-30.401	-30.190	-30.396	-30.430	-30.497	-30.398	-30.469	-30.434	-30.398	-30.428	-30.293	-30.493	-30.570	-30.569	-30.423	-30.461	-30.535	-30.506	-30.177	-30.463	-30.506	-30.432	-30.378	-30.400	-30.423	-30.149	-30.416	-30.463	-30.531	-30.566	131.385	131.613	131.471	131.420	131.473	131.363	131.649	131.681	131.438	131.474	131.545	131.684	131.577	131.507	131.646	131.476	131.544	131.579	131.681	131.613	131.599	131.614	131.578	131.510	131.523	131.613	131.707	131.636	131.743	131.611	131.506	131.646	102.809	102.761	102.774	102.692	102.772	102.797	102.797	102.753	102.806	102.787	102.766	102.765	102.719	102.809	102.827	102.843	102.776	102.789	102.810	102.804	102.669	102.786	102.807	102.783	102.760	102.760	102.761	102.654	102.754	102.786	102.824	102.826	2016_7_16_9_55_36
FLQS30BYGRX8____	-30.993	-30.930	-30.928	-30.699	-30.926	-30.927	-30.999	-30.898	-31.000	-30.960	-30.929	-30.932	-30.827	-30.997	-31.100	-31.069	-30.930	-30.962	-31.037	-31.032	-30.704	-30.965	-31.036	-30.962	-30.875	-30.932	-30.920	-30.643	-30.918	-30.964	-31.032	-31.068	131.147	131.328	131.188	131.171	131.186	131.117	131.363	131.399	131.152	131.188	131.257	131.397	131.292	131.221	131.363	131.187	131.256	131.292	131.395	131.326	131.353	131.326	131.293	131.222	131.241	131.327	131.418	131.352	131.451	131.329	131.222	131.360	103.350	103.306	103.319	103.226	103.318	103.325	103.331	103.286	103.352	103.332	103.313	103.300	103.267	103.344	103.373	103.377	103.313	103.323	103.344	103.349	103.210	103.321	103.353	103.330	103.292	103.307	103.293	103.185	103.289	103.320	103.358	103.360	2016_7_16_9_55_39
FLQS30DLGRXL____	-30.525	-30.462	-30.460	-30.264	-30.457	-30.459	-30.532	-30.460	-30.531	-30.522	-30.460	-30.493	-30.386	-30.524	-30.631	-30.600	-30.458	-30.494	-30.597	-30.563	-30.237	-30.495	-30.565	-30.494	-30.441	-30.463	-30.482	-30.205	-30.484	-30.530	-30.599	-30.634	131.235	131.454	131.313	131.262	131.315	131.209	131.492	131.527	131.243	131.316	131.385	131.489	131.419	131.313	131.493	131.317	131.385	131.422	131.527	131.454	131.439	131.455	131.420	131.350	131.367	131.456	131.548	131.439	131.586	131.421	131.315	131.453	103.099	103.052	103.065	102.988	103.063	103.074	103.077	103.044	103.101	103.090	103.057	103.061	103.024	103.091	103.118	103.122	103.057	103.068	103.101	103.094	102.960	103.065	103.098	103.075	103.051	103.052	103.051	102.947	103.048	103.083	103.122	103.123	2016_7_16_9_55_42
FLQS30GVGRX8____	-30.738	-30.709	-30.707	-30.475	-30.704	-30.707	-30.776	-30.673	-30.780	-30.743	-30.705	-30.711	-30.604	-30.776	-30.885	-30.853	-30.708	-30.742	-30.815	-30.813	-30.451	-30.741	-30.784	-30.743	-30.651	-30.707	-30.698	-30.422	-30.700	-30.710	-30.815	-30.817	131.162	131.343	131.204	131.187	131.203	131.134	131.380	131.416	131.168	131.204	131.275	131.413	131.308	131.238	131.380	131.204	131.275	131.310	131.413	131.342	131.365	131.343	131.309	131.240	131.292	131.345	131.440	131.366	131.473	131.346	131.239	131.377	103.113	103.083	103.095	103.001	103.095	103.102	103.107	103.061	103.129	103.111	103.088	103.077	103.043	103.121	103.152	103.156	103.089	103.100	103.120	103.126	102.974	103.096	103.117	103.107	103.064	103.082	103.069	102.962	103.067	103.083	103.137	103.124	2016_7_16_9_55_45
FLQS30KBGRX8____	-30.453	-30.394	-30.393	-30.193	-30.419	-30.421	-30.493	-30.356	-30.495	-30.454	-30.420	-30.423	-30.287	-30.491	-30.595	-30.564	-30.421	-30.455	-30.526	-30.528	-30.168	-30.456	-30.530	-30.454	-30.373	-30.392	-30.415	-30.137	-30.415	-30.421	-30.524	-30.525	131.227	131.438	131.298	131.250	131.298	131.229	131.473	131.508	131.234	131.299	131.368	131.480	131.402	131.334	131.474	131.299	131.366	131.376	131.508	131.438	131.429	131.438	131.404	131.333	131.355	131.439	131.499	131.430	131.532	131.439	131.335	131.473	103.204	103.159	103.172	103.094	103.183	103.190	103.197	103.137	103.220	103.197	103.177	103.167	103.118	103.209	103.239	103.243	103.177	103.190	103.207	103.214	103.067	103.185	103.219	103.194	103.158	103.158	103.162	103.053	103.159	103.170	103.223	103.210	2016_7_16_9_55_48
FLQS30LUGRXL	-30.467	-30.439	-30.437	-30.205	-30.434	-30.436	-30.506	-30.402	-30.508	-30.469	-30.434	-30.436	-30.332	-30.504	-30.611	-30.577	-30.434	-30.468	-30.542	-30.541	-30.211	-30.473	-30.543	-30.441	-30.383	-30.436	-30.428	-30.150	-30.460	-30.470	-30.542	-30.575	131.258	131.473	131.331	131.284	131.334	131.233	131.510	131.545	131.298	131.334	131.404	131.543	131.438	131.369	131.508	131.333	131.404	131.440	131.544	131.473	131.502	131.473	131.439	131.369	131.389	131.474	131.563	131.502	131.566	131.475	131.368	131.508	102.859	102.826	102.839	102.747	102.837	102.848	102.851	102.804	102.872	102.852	102.831	102.818	102.785	102.863	102.894	102.897	102.831	102.841	102.862	102.868	102.729	102.840	102.873	102.837	102.811	102.825	102.813	102.704	102.826	102.839	102.879	102.879	2016_7_16_9_55_51
FLQS31B0GRX2____	-30.235	-30.167	-30.165	-29.970	-30.164	-30.167	-30.236	-30.134	-30.270	-30.232	-30.195	-30.169	-30.061	-30.269	-30.375	-30.309	-30.168	-30.201	-30.304	-30.272	-29.941	-30.203	-30.273	-30.234	-30.144	-30.168	-30.191	-29.911	-30.191	-30.201	-30.304	-30.309	131.285	131.465	131.327	131.308	131.327	131.257	131.503	131.537	131.291	131.327	131.396	131.536	131.429	131.361	131.502	131.328	131.397	131.433	131.537	131.466	131.488	131.467	131.432	131.362	131.413	131.468	131.558	131.453	131.590	131.467	131.362	131.500	103.056	103.010	103.023	102.944	103.022	103.030	103.035	102.990	103.070	103.050	103.029	103.004	102.970	103.063	103.093	103.082	103.017	103.027	103.060	103.054	102.915	103.025	103.058	103.048	103.006	103.010	103.011	102.905	103.009	103.024	103.077	103.066	2016_7_16_9_55_54
FLQS31B2GRWM____	-29.956	-29.892	-29.889	-29.662	-29.891	-29.894	-29.960	-29.858	-29.964	-29.929	-29.889	-29.894	-29.755	-29.959	-30.065	-30.034	-29.888	-29.925	-29.998	-29.998	-29.638	-29.924	-29.997	-29.923	-29.840	-29.892	-29.881	-29.607	-29.880	-29.927	-30.035	-30.031	131.436	131.648	131.507	131.457	131.507	131.410	131.683	131.716	131.445	131.480	131.579	131.718	131.584	131.514	131.654	131.507	131.577	131.613	131.689	131.619	131.641	131.648	131.613	131.543	131.563	131.649	131.711	131.640	131.740	131.618	131.515	131.652	102.858	102.812	102.824	102.734	102.824	102.835	102.836	102.791	102.860	102.843	102.817	102.806	102.761	102.852	102.883	102.884	102.817	102.828	102.851	102.858	102.707	102.825	102.858	102.835	102.798	102.812	102.801	102.694	102.798	102.829	102.883	102.869	2016_7_16_9_55_57
