SN	Distance_X_LOGO_MainBoard_LU1	Distance_X_LOGO_MainBoard_LU2	Distance_X_LOGO_MainBoard_LU3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_LU1	Distance_Y_LOGO_MainBoard_LU2	Distance_Y_LOGO_MainBoard_LU3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_LU1	Angle_MainBoard_LU2	Angle_MainBoard_LU3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLQS31K2GRWM____	-30.690	-30.594	-30.621	-30.396	-30.624	-30.630	-30.695	-30.560	-30.695	-30.658	-30.592	-30.625	-30.520	-30.663	-30.762	-30.767	-30.594	-30.656	-30.728	-30.699	-30.370	-30.631	-30.732	-30.661	-30.570	-30.594	-30.615	-30.339	-30.611	-30.627	-30.728	-30.732	131.095	131.314	131.173	131.123	131.175	131.072	131.350	131.387	131.142	131.177	131.245	131.385	131.280	131.209	131.352	131.176	131.246	131.281	131.385	131.314	131.300	131.315	131.280	131.210	131.229	131.315	131.409	131.302	131.444	131.316	131.212	131.347	103.272	103.211	103.235	103.147	103.236	103.249	103.249	103.190	103.269	103.250	103.217	103.217	103.183	103.249	103.277	103.296	103.217	103.239	103.259	103.254	103.119	103.226	103.271	103.248	103.209	103.211	103.210	103.106	103.205	103.224	103.276	103.264	2016_7_16_9_56_00
FLQS31QAGRX2____	-30.530	-30.499	-30.496	-30.270	-30.495	-30.496	-30.566	-30.464	-30.570	-30.530	-30.497	-30.500	-30.392	-30.564	-30.666	-30.636	-30.497	-30.529	-30.602	-30.600	-30.242	-30.530	-30.603	-30.530	-30.446	-30.501	-30.520	-30.213	-30.491	-30.529	-30.599	-30.636	131.246	131.461	131.321	131.271	131.322	131.252	131.497	131.534	131.252	131.323	131.391	131.531	131.425	131.322	131.497	131.322	131.392	131.427	131.532	131.460	131.449	131.461	131.426	131.355	131.377	131.462	131.522	131.448	131.557	131.463	131.357	131.463	103.011	102.978	102.990	102.901	102.990	102.997	103.002	102.957	103.027	103.004	102.984	102.971	102.937	103.018	103.044	103.048	102.984	102.994	103.014	103.020	102.873	102.991	103.024	103.001	102.964	102.978	102.981	102.861	102.966	102.990	103.029	103.035	2016_7_16_9_56_03
FLQS32CMGRWM____	-30.507	-30.447	-30.471	-30.244	-30.445	-30.446	-30.516	-30.411	-30.516	-30.480	-30.445	-30.446	-30.340	-30.513	-30.618	-30.586	-30.448	-30.481	-30.577	-30.550	-30.219	-30.482	-30.553	-30.482	-30.419	-30.447	-30.465	-30.187	-30.466	-30.480	-30.551	-30.585	131.290	131.471	131.331	131.313	131.331	131.262	131.508	131.542	131.296	131.332	131.402	131.542	131.437	131.366	131.508	131.331	131.401	131.437	131.542	131.471	131.493	131.471	131.437	131.367	131.385	131.473	131.562	131.494	131.595	131.471	131.366	131.506	103.108	103.066	103.089	102.997	103.079	103.086	103.091	103.044	103.111	103.093	103.072	103.059	103.025	103.104	103.133	103.137	103.073	103.083	103.113	103.109	102.970	103.081	103.113	103.091	103.063	103.066	103.065	102.956	103.062	103.080	103.119	103.120	2016_7_16_9_56_06
FLQS300WGRX8____	-31.007	-30.944	-30.942	-30.746	-30.946	-30.945	-31.015	-30.914	-31.016	-30.979	-30.944	-30.945	-30.839	-31.011	-31.116	-31.084	-30.944	-30.979	-31.051	-31.051	-30.724	-30.981	-31.052	-30.980	-30.895	-30.946	-30.965	-30.691	-30.966	-30.981	-31.049	-31.084	131.221	131.435	131.294	131.245	131.265	131.196	131.471	131.505	131.260	131.295	131.365	131.506	131.398	131.299	131.471	131.294	131.364	131.400	131.504	131.434	131.427	131.434	131.371	131.330	131.350	131.436	131.496	131.427	131.528	131.434	131.330	131.439	103.459	103.413	103.425	103.349	103.430	103.436	103.438	103.393	103.459	103.440	103.419	103.406	103.373	103.454	103.480	103.484	103.419	103.430	103.450	103.457	103.322	103.428	103.463	103.437	103.400	103.413	103.415	103.309	103.412	103.428	103.466	103.470	2016_7_16_9_56_09
FLQS302CGRX8____	-30.447	-30.384	-30.382	-30.151	-30.379	-30.381	-30.449	-30.349	-30.451	-30.414	-30.381	-30.380	-30.276	-30.450	-30.552	-30.522	-30.377	-30.415	-30.485	-30.486	-30.129	-30.416	-30.486	-30.412	-30.332	-30.383	-30.405	-30.129	-30.378	-30.415	-30.486	-30.517	131.221	131.433	131.292	131.242	131.294	131.197	131.442	131.476	131.231	131.267	131.365	131.478	131.370	131.302	131.441	131.292	131.338	131.398	131.477	131.433	131.428	131.434	131.371	131.303	131.348	131.435	131.496	131.427	131.526	131.406	131.300	131.440	103.094	103.047	103.060	102.969	103.059	103.069	103.073	103.029	103.094	103.075	103.052	103.041	103.009	103.087	103.116	103.118	103.053	103.063	103.085	103.089	102.942	103.061	103.095	103.071	103.034	103.047	103.050	102.942	103.036	103.063	103.102	103.102	2016_7_16_9_56_11
FLQS304AGRX8____	-30.576	-30.519	-30.515	-30.285	-30.517	-30.517	-30.587	-30.486	-30.587	-30.551	-30.515	-30.519	-30.414	-30.587	-30.688	-30.658	-30.520	-30.551	-30.623	-30.621	-30.324	-30.553	-30.626	-30.552	-30.463	-30.518	-30.536	-30.261	-30.507	-30.551	-30.620	-30.659	131.227	131.409	131.270	131.254	131.271	131.200	131.481	131.481	131.234	131.271	131.373	131.514	131.374	131.339	131.445	131.270	131.341	131.412	131.515	131.443	131.432	131.444	131.374	131.305	131.359	131.444	131.502	131.434	131.537	131.446	131.340	131.478	103.191	103.150	103.162	103.068	103.163	103.169	103.171	103.130	103.195	103.177	103.152	103.140	103.110	103.185	103.216	103.221	103.157	103.163	103.183	103.189	103.067	103.161	103.198	103.174	103.132	103.147	103.148	103.041	103.133	103.160	103.198	103.201	2016_7_16_9_56_14
FLQS304UGRX2____	-31.057	-30.999	-30.996	-30.798	-30.997	-31.026	-31.067	-30.995	-31.100	-31.060	-30.998	-31.002	-30.892	-31.064	-31.166	-31.135	-30.998	-31.033	-31.102	-31.102	-30.773	-31.032	-31.105	-31.032	-30.972	-31.002	-31.020	-30.741	-31.021	-31.062	-31.132	-31.134	131.163	131.377	131.205	131.190	131.206	131.136	131.382	131.419	131.170	131.239	131.278	131.450	131.311	131.239	131.415	131.205	131.309	131.346	131.416	131.378	131.367	131.346	131.310	131.241	131.294	131.380	131.438	131.367	131.471	131.346	131.241	131.379	103.253	103.209	103.224	103.144	103.225	103.243	103.236	103.203	103.271	103.247	103.218	103.203	103.171	103.249	103.274	103.282	103.215	103.226	103.247	103.251	103.116	103.225	103.259	103.235	103.206	103.209	103.211	103.103	103.208	103.238	103.277	103.264	2016_7_16_9_56_16
FLQS3023GRX8____	-30.769	-30.707	-30.706	-30.482	-30.705	-30.706	-30.778	-30.677	-30.780	-30.741	-30.705	-30.707	-30.603	-30.777	-30.883	-30.851	-30.706	-30.741	-30.815	-30.814	-30.491	-30.745	-30.816	-30.743	-30.690	-30.706	-30.732	-30.459	-30.729	-30.744	-30.814	-30.852	131.147	131.328	131.187	131.169	131.187	131.117	131.365	131.400	131.152	131.188	131.259	131.399	131.292	131.224	131.364	131.187	131.259	131.295	131.399	131.327	131.351	131.359	131.293	131.223	131.275	131.330	131.418	131.353	131.451	131.329	131.223	131.363	103.266	103.223	103.236	103.145	103.236	103.243	103.249	103.203	103.270	103.251	103.229	103.216	103.183	103.262	103.292	103.296	103.229	103.240	103.261	103.267	103.131	103.235	103.272	103.248	103.221	103.222	103.225	103.118	103.220	103.238	103.278	103.280	2016_7_16_9_56_19
FLQS3075GRX8____	-30.968	-30.906	-30.879	-30.675	-30.904	-30.905	-30.974	-30.872	-30.977	-30.940	-30.875	-30.903	-30.802	-30.973	-31.078	-31.046	-30.902	-30.936	-31.008	-31.012	-30.655	-30.941	-31.011	-30.911	-30.856	-30.902	-30.897	-30.626	-30.889	-30.936	-31.008	-31.042	131.196	131.419	131.307	131.257	131.308	131.240	131.455	131.517	131.274	131.310	131.382	131.519	131.413	131.344	131.483	131.310	131.379	131.414	131.519	131.448	131.438	131.450	131.414	131.346	131.362	131.420	131.544	131.438	131.580	131.447	131.342	131.483	103.205	103.158	103.157	103.078	103.168	103.175	103.182	103.134	103.201	103.182	103.148	103.146	103.115	103.192	103.222	103.226	103.160	103.170	103.190	103.198	103.052	103.169	103.201	103.167	103.142	103.156	103.141	103.040	103.135	103.167	103.207	103.207	2016_7_16_9_56_22
FLQS3089GRXL____	-30.515	-30.456	-30.453	-30.227	-30.454	-30.455	-30.526	-30.421	-30.527	-30.489	-30.454	-30.458	-30.352	-30.525	-30.627	-30.596	-30.457	-30.490	-30.562	-30.560	-30.231	-30.491	-30.563	-30.492	-30.404	-30.456	-30.478	-30.200	-30.473	-30.491	-30.559	-30.596	131.306	131.525	131.386	131.334	131.388	131.319	131.561	131.599	131.352	131.389	131.457	131.597	131.492	131.420	131.562	131.387	131.457	131.492	131.595	131.525	131.511	131.526	131.491	131.421	131.442	131.528	131.623	131.513	131.658	131.529	131.422	131.561	103.159	103.114	103.126	103.037	103.126	103.133	103.139	103.092	103.160	103.140	103.119	103.107	103.074	103.152	103.181	103.185	103.121	103.131	103.151	103.157	103.022	103.128	103.161	103.138	103.100	103.113	103.113	103.009	103.108	103.128	103.166	103.168	2016_7_16_9_56_25
