SN	Distance_X_LOGO_MainBoard_Corner1	Distance_X_LOGO_MainBoard_Corner2	Distance_X_LOGO_MainBoard_Corner3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_Corner1	Distance_Y_LOGO_MainBoard_Corner2	Distance_Y_LOGO_MainBoard_Corner3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_Corner1	Angle_MainBoard_Corner2	Angle_MainBoard_Corner3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLNS31Y0GRX5____	-50.197	-50.228	-50.300	-50.265	-50.266	-50.331	-50.082	-50.158	-50.087	-50.329	-50.298	-50.265	-50.046	-50.299	-50.230	-50.083	-50.196	-50.127	-50.118	-50.268	-50.091	-50.196	-50.230	-50.196	-50.048	-50.231	-49.941	-50.297	-50.229	-50.233	-50.158	-50.161	129.909	129.838	129.837	129.804	129.836	129.945	129.945	129.980	129.909	129.874	129.909	129.870	129.913	129.839	129.841	129.907	129.947	130.016	129.979	129.943	129.944	130.047	129.872	129.977	129.884	130.051	130.082	130.015	130.046	129.768	129.979	130.085	111.099	111.122	111.150	111.141	111.137	111.145	111.050	111.074	111.057	111.155	111.138	111.131	111.041	111.149	111.122	111.056	111.093	111.057	111.059	111.121	111.053	111.079	111.117	111.089	111.046	111.091	110.975	111.122	111.091	111.134	111.074	111.059	2016_7_16_9_52_00
FLNS32DNGRX5____	-50.541	-50.542	-50.613	-50.577	-50.615	-50.647	-50.429	-50.472	-50.402	-50.717	-50.611	-50.577	-50.359	-50.612	-50.542	-50.392	-50.507	-50.507	-50.472	-50.577	-50.402	-50.502	-50.577	-50.507	-50.416	-50.612	-50.297	-50.682	-50.537	-50.612	-50.472	-50.506	129.749	129.671	129.702	129.636	129.736	129.776	129.766	129.811	129.741	129.776	129.749	129.774	129.767	129.693	129.741	129.762	129.776	129.916	129.811	129.807	129.776	129.955	129.733	129.811	129.722	129.951	129.916	129.846	129.908	129.671	129.811	129.954	111.330	111.341	111.364	111.360	111.360	111.366	111.284	111.294	111.277	111.393	111.356	111.340	111.257	111.365	111.331	111.270	111.312	111.291	111.294	111.335	111.272	111.284	111.346	111.307	111.286	111.326	111.211	111.369	111.304	111.368	111.294	111.285	2016_7_16_9_52_03
FLNS32G4GRX5____	-50.343	-50.341	-50.412	-50.381	-50.415	-50.478	-50.226	-50.267	-50.195	-50.477	-50.411	-50.376	-50.154	-50.414	-50.344	-50.186	-50.307	-50.233	-50.270	-50.381	-50.198	-50.340	-50.338	-50.337	-50.155	-50.341	-50.087	-50.412	-50.377	-50.345	-50.266	-50.268	129.911	129.838	129.842	129.839	129.837	129.949	129.916	129.982	129.912	129.878	129.913	129.870	129.914	129.841	129.841	129.910	129.949	130.018	129.983	129.945	129.948	130.050	129.873	129.981	129.885	130.053	130.085	130.017	130.048	129.809	129.983	130.094	111.113	111.123	111.150	111.138	111.151	111.159	111.067	111.073	111.056	111.169	111.138	111.131	111.040	111.150	111.124	111.053	111.093	111.055	111.074	111.122	111.052	111.091	111.117	111.100	111.044	111.091	110.989	111.123	111.105	111.129	111.073	111.057	2016_7_16_9_52_06
FLQS30BYGRX8____	-50.671	-50.669	-50.743	-50.705	-50.707	-50.772	-50.559	-50.596	-50.485	-50.771	-50.739	-50.707	-50.449	-50.740	-50.672	-50.479	-50.634	-50.564	-50.600	-50.709	-50.486	-50.596	-50.669	-50.634	-50.488	-50.632	-50.379	-50.700	-50.668	-50.635	-50.596	-50.561	129.896	129.825	129.824	129.787	129.823	129.930	129.904	129.965	129.892	129.859	129.897	129.859	129.901	129.823	129.825	129.900	129.932	130.000	129.964	129.931	129.929	130.033	129.861	129.964	129.872	130.035	130.067	130.001	130.033	129.749	129.964	130.074	111.269	111.279	111.307	111.298	111.294	111.303	111.225	111.230	111.199	111.313	111.295	111.288	111.183	111.306	111.280	111.195	111.250	111.213	111.232	111.279	111.193	111.220	111.274	111.245	111.203	111.233	111.132	111.265	111.248	111.277	111.230	111.200	2016_7_16_9_52_08
FLQS30DLGRXL____	-50.407	-50.409	-50.478	-50.442	-50.479	-50.511	-50.294	-50.334	-50.264	-50.510	-50.474	-50.442	-50.221	-50.478	-50.442	-50.254	-50.370	-50.337	-50.334	-50.442	-50.267	-50.406	-50.405	-50.372	-50.227	-50.407	-50.154	-50.475	-50.403	-50.410	-50.335	-50.339	129.912	129.841	129.843	129.810	129.840	129.981	129.948	129.985	129.913	129.875	129.914	129.874	129.913	129.842	129.845	129.907	129.951	130.021	129.985	129.948	129.946	130.051	129.876	129.981	129.883	130.055	130.083	130.019	130.049	129.772	129.984	130.088	111.093	111.105	111.131	111.122	111.131	111.123	111.044	111.054	111.038	111.138	111.119	111.112	111.022	111.131	111.117	111.035	111.073	111.050	111.054	111.101	111.034	111.072	111.098	111.069	111.028	111.072	110.971	111.103	111.071	111.115	111.055	111.041	2016_7_16_9_52_11
FLQS30GVGRX8____	-50.464	-50.462	-50.535	-50.498	-50.501	-50.568	-50.354	-50.389	-50.318	-50.563	-50.535	-50.497	-50.281	-50.535	-50.463	-50.313	-50.427	-50.357	-50.394	-50.548	-50.321	-50.429	-50.461	-50.429	-50.279	-50.467	-50.214	-50.536	-50.467	-50.504	-50.390	-50.390	129.899	129.827	129.828	129.792	129.827	129.933	129.911	129.970	129.900	129.859	129.897	129.860	129.910	129.826	129.830	129.906	129.934	130.004	129.969	129.932	129.934	130.038	129.862	129.968	129.879	130.039	130.075	130.004	130.039	129.719	129.971	130.084	111.121	111.131	111.159	111.150	111.146	111.156	111.077	111.082	111.065	111.165	111.149	111.140	111.049	111.159	111.131	111.063	111.102	111.065	111.084	111.149	111.061	111.087	111.126	111.098	111.053	111.102	110.999	111.133	111.101	111.163	111.082	111.065	2016_7_16_9_52_14
FLQS30KBGRX8____	-50.259	-50.256	-50.328	-50.293	-50.293	-50.360	-50.160	-50.189	-50.116	-50.370	-50.326	-50.292	-50.079	-50.326	-50.258	-50.112	-50.223	-50.157	-50.187	-50.295	-50.122	-50.226	-50.256	-50.259	-50.081	-50.255	-50.008	-50.324	-50.257	-50.267	-50.184	-50.194	129.920	129.849	129.882	129.849	129.880	129.990	129.954	130.024	129.920	129.919	129.953	129.883	129.915	129.850	129.884	129.949	129.956	130.025	129.980	129.988	129.988	130.094	129.883	129.990	129.888	130.060	130.124	130.027	130.089	129.811	129.989	130.094	111.159	111.169	111.191	111.183	111.178	111.188	111.116	111.117	111.104	111.202	111.180	111.177	111.091	111.195	111.164	111.098	111.140	111.105	111.123	111.163	111.096	111.121	111.164	111.149	111.096	111.137	111.033	111.168	111.133	111.178	111.120	111.108	2016_7_16_9_52_16
FLQS30LUGRXL	-50.327	-50.324	-50.391	-50.356	-50.396	-50.463	-50.249	-50.289	-50.182	-50.459	-50.390	-50.361	-50.146	-50.430	-50.322	-50.178	-50.325	-50.259	-50.250	-50.360	-50.223	-50.328	-50.327	-50.328	-50.148	-50.321	-50.073	-50.388	-50.363	-50.332	-50.250	-50.292	129.990	129.919	129.953	129.883	129.919	130.061	130.032	130.061	130.022	129.954	129.989	129.953	130.032	129.918	129.954	130.025	130.026	130.097	130.061	130.024	130.028	130.131	129.989	130.061	129.998	130.131	130.197	130.098	130.165	129.884	130.060	130.169	111.033	111.042	111.063	111.060	111.070	111.074	110.996	111.008	110.972	111.089	111.057	111.051	110.957	111.083	111.036	110.970	111.026	110.991	110.993	111.040	110.987	111.012	111.033	111.023	110.963	111.010	110.905	111.040	111.020	111.050	110.993	110.993	2016_7_16_9_52_20
FLQS31B0GRX2____	-50.235	-50.234	-50.303	-50.267	-50.271	-50.334	-50.123	-50.165	-50.053	-50.333	-50.264	-50.270	-50.053	-50.267	-50.232	-50.088	-50.196	-50.133	-50.161	-50.234	-50.097	-50.164	-50.237	-50.239	-50.056	-50.233	-49.944	-50.325	-50.234	-50.241	-50.163	-50.166	129.968	129.896	129.897	129.862	129.894	130.004	129.971	130.036	129.967	129.931	129.968	129.931	129.970	129.896	129.899	129.963	129.969	130.072	130.037	130.001	130.002	130.107	129.932	130.040	129.939	130.108	130.139	130.069	130.104	129.827	130.037	130.111	111.018	111.029	111.055	111.046	111.043	111.051	110.975	110.981	110.949	111.061	111.029	111.037	110.948	111.041	111.028	110.963	111.003	110.964	110.980	111.013	110.960	110.971	111.024	111.009	110.954	110.997	110.881	111.038	110.998	111.042	110.980	110.971	2016_7_16_9_52_22
FLQS31B2GRWM____	-50.353	-50.386	-50.419	-50.419	-50.387	-50.449	-50.271	-50.314	-50.210	-50.453	-50.415	-50.391	-50.200	-50.419	-50.351	-50.203	-50.315	-50.282	-50.281	-50.383	-50.249	-50.315	-50.354	-50.317	-50.205	-50.348	-50.104	-50.413	-50.344	-50.362	-50.278	-50.318	129.843	129.772	129.771	129.739	129.802	129.881	129.845	129.912	129.842	129.841	129.843	129.842	129.842	129.806	129.807	129.827	129.879	129.948	129.948	129.878	129.877	129.981	129.844	129.949	129.810	130.019	130.046	129.943	129.980	129.702	129.910	130.018	111.140	111.163	111.176	111.181	111.159	111.171	111.108	111.114	111.085	111.178	111.163	111.154	111.081	111.171	111.144	111.085	111.120	111.097	111.096	111.146	111.095	111.104	111.140	111.110	111.088	111.112	111.014	111.148	111.116	111.164	111.101	111.100	2016_7_16_9_52_25
FLQS31K2GRWM____	-50.451	-50.452	-50.519	-50.486	-50.487	-50.552	-50.339	-50.379	-50.309	-50.553	-50.518	-50.487	-50.234	-50.520	-50.453	-50.301	-50.417	-50.349	-50.379	-50.487	-50.311	-50.415	-50.450	-50.415	-50.270	-50.451	-50.203	-50.516	-50.449	-50.458	-50.378	-50.385	129.839	129.770	129.770	129.733	129.768	129.876	129.847	129.910	129.841	129.803	129.839	129.836	129.842	129.769	129.771	129.839	129.874	129.946	129.911	129.874	129.876	129.980	129.805	129.911	129.849	129.980	130.046	129.946	129.978	129.731	129.910	130.018	111.198	111.209	111.234	111.227	111.222	111.231	111.154	111.160	111.143	111.243	111.224	111.212	111.114	111.235	111.209	111.140	111.179	111.143	111.160	111.207	111.139	111.163	111.203	111.174	111.127	111.177	111.072	111.207	111.176	111.217	111.159	111.146	2016_7_16_9_52_28
