SN	Distance_X_LOGO_Button_LD1	Distance_X_LOGO_Button_LD2	Distance_X_LOGO_Button_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Button_LD1	Distance_Y_LOGO_Button_LD2	Distance_Y_LOGO_Button_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Button_LD1	Angle_Button_LD2	Angle_Button_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLNS31Y0GRX5____	-29.266	-29.266	-29.262	-29.259	-29.263	-29.264	-29.227	-29.263	-29.227	-29.228	-29.263	-29.259	-29.337	-29.264	-29.264	-29.370	-29.299	-29.263	-29.225	-29.265	-29.193	-29.302	-29.333	-29.302	-29.264	-29.264	-29.295	-29.264	-29.265	-29.299	-29.304	-29.300	-142.799	-142.799	-142.796	-142.829	-142.800	-142.764	-142.764	-142.800	-142.764	-142.765	-142.733	-142.829	-142.691	-142.764	-142.764	-142.824	-142.871	-142.799	-142.728	-142.761	-142.796	-142.725	-142.798	-142.725	-142.733	-142.733	-142.693	-142.733	-142.614	-142.763	-142.688	-142.833	258.347	258.347	258.348	258.352	258.348	258.345	258.359	258.348	258.359	258.358	258.342	258.352	258.311	258.345	258.345	258.309	258.340	258.348	258.357	258.344	258.374	258.327	258.321	258.327	258.342	258.342	258.327	258.342	258.332	258.331	258.323	258.336	2016_7_16_10_28_17
FLNS32DNGRX5____	-29.337	-29.337	-29.334	-29.331	-29.336	-29.372	-29.331	-29.336	-29.331	-29.336	-29.335	-29.331	-29.443	-29.372	-29.372	-29.438	-29.368	-29.335	-29.330	-29.371	-29.297	-29.407	-29.405	-29.407	-29.371	-29.371	-29.368	-29.371	-29.340	-29.372	-29.409	-29.371	-142.800	-142.800	-142.798	-142.833	-142.803	-142.768	-142.764	-142.803	-142.764	-142.766	-142.737	-142.833	-142.694	-142.768	-142.768	-142.829	-142.833	-142.803	-142.729	-142.767	-142.800	-142.733	-142.808	-142.733	-142.739	-142.739	-142.703	-142.739	-142.626	-142.770	-142.699	-142.839	258.346	258.346	258.347	258.351	258.347	258.330	258.346	258.347	258.346	258.344	258.342	258.351	258.297	258.330	258.330	258.309	258.337	258.347	258.343	258.331	258.361	258.314	258.321	258.314	258.328	258.328	258.327	258.328	258.331	258.330	258.310	258.336	2016_7_16_10_28_20
FLNS32G4GRX5____	-29.400	-29.400	-29.367	-29.400	-29.402	-29.405	-29.372	-29.402	-29.372	-29.369	-29.369	-29.400	-29.473	-29.405	-29.405	-29.471	-29.435	-29.405	-29.371	-29.407	-29.337	-29.436	-29.435	-29.436	-29.403	-29.403	-29.405	-29.403	-29.370	-29.437	-29.437	-29.437	-142.845	-142.845	-142.845	-142.840	-142.809	-142.774	-142.776	-142.809	-142.776	-142.776	-142.742	-142.840	-142.696	-142.774	-142.774	-142.833	-142.834	-142.807	-142.735	-142.770	-142.809	-142.733	-142.814	-142.733	-142.741	-142.741	-142.739	-142.741	-142.631	-142.774	-142.740	-142.841	258.295	258.295	258.308	258.295	258.291	258.288	258.301	258.291	258.301	258.302	258.299	258.295	258.255	258.288	258.288	258.267	258.281	258.290	258.298	258.287	258.317	258.272	258.279	258.272	258.286	258.286	258.285	258.286	258.290	258.275	258.273	258.281	2016_7_16_10_28_22
FLQS30BYGRX8____	-29.093	-29.093	-29.057	-29.084	-29.090	-29.092	-29.052	-29.090	-29.052	-29.059	-29.056	-29.084	-29.169	-29.092	-29.092	-29.163	-29.125	-29.089	-29.049	-29.092	-29.017	-29.130	-29.124	-29.130	-29.090	-29.090	-29.086	-29.090	-29.064	-29.126	-29.134	-29.126	-142.893	-142.893	-142.889	-142.882	-142.890	-142.854	-142.851	-142.890	-142.851	-142.854	-142.825	-142.882	-142.784	-142.854	-142.854	-142.919	-142.919	-142.886	-142.772	-142.848	-142.889	-142.819	-142.894	-142.819	-142.823	-142.823	-142.787	-142.823	-142.710	-142.855	-142.784	-142.927	258.720	258.720	258.733	258.722	258.721	258.717	258.732	258.721	258.732	258.730	258.729	258.722	258.682	258.717	258.717	258.695	258.709	258.720	258.727	258.716	258.749	258.700	258.708	258.700	258.715	258.715	258.714	258.715	258.716	258.704	258.695	258.710	2016_7_16_10_28_25
FLQS30DLGRXL____	-29.399	-29.399	-29.360	-29.390	-29.395	-29.398	-29.355	-29.395	-29.355	-29.363	-29.362	-29.390	-29.471	-29.398	-29.398	-29.502	-29.433	-29.393	-29.355	-29.400	-29.356	-29.473	-29.430	-29.473	-29.397	-29.397	-29.389	-29.397	-29.361	-29.431	-29.472	-29.434	-142.739	-142.739	-142.737	-142.813	-142.741	-142.708	-142.706	-142.741	-142.706	-142.706	-142.677	-142.813	-142.634	-142.708	-142.708	-142.812	-142.769	-142.779	-142.669	-142.704	-142.739	-142.669	-142.747	-142.669	-142.676	-142.676	-142.642	-142.676	-142.561	-142.706	-142.636	-142.777	258.390	258.390	258.405	258.400	258.392	258.388	258.405	258.392	258.405	258.402	258.400	258.400	258.354	258.388	258.388	258.356	258.380	258.396	258.402	258.387	258.407	258.356	258.379	258.356	258.386	258.386	258.386	258.386	258.391	258.375	258.354	258.380	2016_7_16_10_28_28
FLQS30GVGRX8____	-29.749	-29.749	-29.714	-29.746	-29.749	-29.750	-29.716	-29.749	-29.716	-29.715	-29.714	-29.746	-29.823	-29.750	-29.750	-29.819	-29.783	-29.750	-29.714	-29.752	-29.680	-29.786	-29.785	-29.786	-29.750	-29.750	-29.748	-29.750	-29.716	-29.787	-29.787	-29.787	-142.852	-142.852	-142.851	-142.844	-142.851	-142.821	-142.813	-142.851	-142.813	-142.818	-142.788	-142.844	-142.749	-142.821	-142.821	-142.883	-142.881	-142.851	-142.775	-142.817	-142.850	-142.783	-142.857	-142.783	-142.789	-142.789	-142.749	-142.789	-142.676	-142.820	-142.752	-142.886	258.134	258.134	258.147	258.135	258.134	258.131	258.144	258.134	258.144	258.145	258.142	258.135	258.097	258.131	258.131	258.110	258.123	258.134	258.141	258.130	258.160	258.115	258.121	258.115	258.129	258.129	258.126	258.129	258.133	258.117	258.112	258.122	2016_7_16_10_28_31
FLQS30KBGRX8____	-29.501	-29.501	-29.466	-29.495	-29.500	-29.503	-29.456	-29.500	-29.456	-29.468	-29.465	-29.495	-29.577	-29.503	-29.503	-29.572	-29.536	-29.499	-29.455	-29.503	-29.422	-29.541	-29.537	-29.541	-29.501	-29.501	-29.491	-29.501	-29.470	-29.536	-29.544	-29.539	-142.733	-142.733	-142.731	-142.761	-142.730	-142.698	-142.655	-142.730	-142.655	-142.695	-142.664	-142.761	-142.625	-142.698	-142.698	-142.763	-142.763	-142.731	-142.656	-142.699	-142.694	-142.661	-142.732	-142.661	-142.666	-142.666	-142.630	-142.666	-142.508	-142.697	-142.626	-142.769	258.467	258.467	258.480	258.471	258.467	258.463	258.478	258.467	258.478	258.477	258.475	258.471	258.429	258.463	258.463	258.442	258.456	258.467	258.478	258.463	258.494	258.446	258.453	258.446	258.461	258.461	258.462	258.461	258.461	258.451	258.442	258.455	2016_7_16_10_28_34
FLQS30LUGRXL	-29.252	-29.252	-29.213	-29.246	-29.249	-29.251	-29.214	-29.249	-29.214	-29.217	-29.217	-29.246	-29.325	-29.251	-29.251	-29.322	-29.285	-29.251	-29.214	-29.254	-29.180	-29.287	-29.285	-29.287	-29.251	-29.251	-29.249	-29.251	-29.219	-29.286	-29.289	-29.286	-142.749	-142.749	-142.750	-142.781	-142.753	-142.716	-142.717	-142.753	-142.717	-142.717	-142.686	-142.781	-142.643	-142.716	-142.716	-142.777	-142.779	-142.748	-142.676	-142.715	-142.750	-142.678	-142.756	-142.678	-142.724	-142.724	-142.653	-142.724	-142.573	-142.718	-142.687	-142.785	258.495	258.495	258.510	258.500	258.496	258.492	258.507	258.496	258.507	258.506	258.503	258.500	258.458	258.492	258.492	258.470	258.484	258.495	258.504	258.491	258.522	258.476	258.483	258.476	258.493	258.493	258.488	258.493	258.494	258.479	258.475	258.484	2016_7_16_10_28_37
FLQS31B0GRX2____	-29.830	-29.830	-29.796	-29.829	-29.832	-29.868	-29.798	-29.832	-29.798	-29.797	-29.796	-29.829	-29.904	-29.868	-29.868	-29.905	-29.866	-29.831	-29.798	-29.874	-29.762	-29.866	-29.865	-29.866	-29.831	-29.831	-29.834	-29.831	-29.802	-29.867	-29.870	-29.867	-142.806	-142.806	-142.810	-142.841	-142.810	-142.776	-142.767	-142.810	-142.767	-142.775	-142.744	-142.841	-142.701	-142.776	-142.776	-142.836	-142.835	-142.807	-142.733	-142.815	-142.808	-142.735	-142.815	-142.735	-142.745	-142.745	-142.705	-142.745	-142.627	-142.779	-142.706	-142.841	258.283	258.283	258.296	258.286	258.283	258.266	258.292	258.283	258.292	258.293	258.291	258.286	258.246	258.266	258.266	258.257	258.271	258.282	258.289	258.267	258.309	258.263	258.270	258.263	258.278	258.278	258.273	258.278	258.279	258.266	258.259	258.271	2016_7_16_10_28_40
FLQS31B2GRWM____	-30.071	-30.071	-30.032	-30.063	-30.068	-30.072	-29.995	-30.068	-29.995	-30.030	-30.034	-30.063	-30.143	-30.072	-30.072	-30.170	-30.102	-30.069	-30.024	-30.071	-30.036	-30.110	-30.103	-30.110	-30.070	-30.070	-30.100	-30.070	-30.031	-30.105	-30.106	-30.107	-142.666	-142.666	-142.662	-142.694	-142.665	-142.631	-142.633	-142.665	-142.633	-142.669	-142.601	-142.694	-142.558	-142.631	-142.631	-142.703	-142.695	-142.666	-142.556	-142.629	-142.664	-142.592	-142.669	-142.592	-142.601	-142.601	-142.560	-142.601	-142.481	-142.629	-142.559	-142.701	258.178	258.178	258.193	258.184	258.180	258.175	258.205	258.180	258.205	258.194	258.187	258.184	258.142	258.175	258.175	258.143	258.169	258.179	258.188	258.175	258.192	258.157	258.167	258.157	258.174	258.174	258.159	258.174	258.179	258.163	258.156	258.168	2016_7_16_10_28_43
