SN	Distance_X_LOGO_MainBoard_LD1	Distance_X_LOGO_MainBoard_LD2	Distance_X_LOGO_MainBoard_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_LD1	Distance_Y_LOGO_MainBoard_LD2	Distance_Y_LOGO_MainBoard_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_LD1	Angle_MainBoard_LD2	Angle_MainBoard_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLQS2AVTGRX5____	0.051	0.051	0.048	0.053	0.053	0.05	0.046	0.049	0.053	0.049	0.053	0.049	0.054	0.053	0.052	0.011	0.052	0.051	0.056	0.051	0.05	0.052	0.053	0.053	0.053	0.052	0.05	0.052	0.089	0.052	0.094	-0.028	-0.402	-0.404	-0.405	-0.404	-0.364	-0.401	-0.408	-0.405	-0.404	-0.447	-0.404	-0.406	-0.405	-0.404	-0.407	-0.41	-0.405	-0.407	-0.366	-0.406	-0.406	-0.365	-0.405	-0.405	-0.407	-0.408	-0.406	-0.407	-0.403	-0.405	-0.404	-0.414	0.016	0.016	0.015	0.017	0.006	0.013	0.014	0.015	0.017	0.026	0.017	0.016	0.017	0.016	0.017	-0.001	0.017	0.017	0.008	0.015	0.016	0.006	0.016	-0.184	0.017	0.017	0.015	0.017	0.033	0.017	0.035	-0.018	2016_7_11_14_41_16
FLQS2B6JGRX5____	-0.087	-0.139	-0.085	-0.088	-0.102	-0.103	-0.09	-0.175	-0.086	-0.089	-0.089	-0.103	0.013	-0.1	-0.102	-0.102	-0.142	-0.086	-0.101	-0.14	-0.09	-0.103	-0.103	-0.103	-0.141	-0.141	-0.102	-0.102	-0.084	-0.142	-0.09	-0.142	-0.292	-0.336	-0.33	-0.287	-0.337	-0.338	-0.342	-0.359	-0.286	-0.285	-0.285	-0.34	-0.2	-0.299	-0.338	-0.375	-0.341	-0.323	-0.299	-0.377	-0.342	-0.377	-0.341	-0.341	-0.34	-0.356	-0.336	-0.302	-0.324	-0.341	-0.342	-0.342	0.628	0.614	0.638	0.626	0.632	0.631	0.638	0.603	0.626	0.624	0.624	0.633	0.65	0.623	0.631	0.642	0.614	0.637	0.623	0.625	0.639	0.642	0.632	0.632	0.614	0.62	0.632	0.623	0.637	0.614	0.639	0.615	2016_7_11_14_41_21
FLQS2BC6GRX5____	-0.005	-0.006	-0.006	-0.008	-0.006	-0.007	-0.012	0.038	-0.007	-0.008	-0.008	-0.007	-0.006	-0.006	-0.006	0.032	-0.007	-0.006	-0.006	-0.006	0.06	0.032	-0.045	-0.012	-0.004	-0.006	-0.007	-0.004	-0.005	-0.007	-0.008	-0.008	0.006	0.003	0.003	0.002	0.004	-0.035	0.008	0.049	0.002	-0.039	0.004	0	0.003	0.003	0.003	-0.034	0.003	-0.037	0.002	0.003	0.006	0.005	-0.068	-0.062	0.002	0.001	0.001	0.002	0.003	0.003	0.003	0.003	0.625	0.625	0.626	0.624	0.625	0.635	0.621	0.634	0.625	0.636	0.624	0.626	0.625	0.626	0.626	0.653	0.626	0.636	0.626	0.625	0.655	0.642	0.626	0.64	0.627	0.626	0.625	0.626	0.626	0.626	0.624	0.624	2016_7_11_14_41_24
FLQS20V3GRWM____	-0.142	-0.145	-0.141	-0.143	-0.144	-0.103	-0.285	-0.143	-0.108	-0.143	-0.144	-0.143	-0.145	-0.143	-0.144	-0.143	-0.1	-0.143	-0.103	-0.143	-0.144	-0.142	-0.146	-0.105	-0.143	-0.185	-0.106	-0.144	-0.14	-0.1	-0.144	-0.142	0.096	0.064	0.063	0.065	0.061	0.104	0.065	0.061	0.065	0.101	0.064	0.064	0.063	0.064	0.064	0.066	0.106	0.065	0.065	0.065	0.063	0.065	0.062	0.065	0.063	0.021	0.067	0.065	0.065	0.106	0.029	0.063	-0.029	-0.022	-0.02	-0.021	-0.021	-0.013	-0.081	-0.021	-0.005	-0.03	-0.022	-0.021	-0.021	-0.02	-0.02	-0.022	-0.012	-0.022	-0.003	-0.021	-0.021	-0.02	-0.021	-0.004	-0.02	-0.029	-0.005	-0.022	-0.02	-0.012	-0.013	-0.02	2016_7_11_14_41_28
FLQS22RXGRX2____	-0.058	0.009	0.046	0.006	0.006	0.008	0.003	0.005	0.006	0.068	0.007	-0.024	0.007	0.007	0.004	0.075	0.007	0.009	0.007	-0.039	0.003	0.044	0.034	0.003	0.006	0.005	0.005	0.006	0.006	0.007	0.006	0.068	-0.021	-0.007	-0.007	-0.044	-0.044	-0.01	-0.001	-0.044	-0.009	0.016	-0.007	-0.064	-0.011	-0.045	-0.047	0.019	-0.01	-0.009	-0.011	-0.053	-0.001	-0.006	0.015	-0.001	-0.044	-0.043	-0.007	-0.007	-0.045	-0.01	-0.01	0.014	-0.01	0.017	0.035	0.027	0.026	0.018	0.014	0.025	0.017	0.039	0.017	0.018	0.018	0.027	0.026	0.041	0.018	0.018	0.017	0.008	0.013	0.034	0.023	0.014	0.026	0.025	0.025	0.016	0.026	0.018	0.017	0.039	2016_7_11_14_41_30
