SN	Distance_X_LOGO_Button_RU1	Distance_X_LOGO_Button_RU2	Distance_X_LOGO_Button_RU3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Button_RU1	Distance_Y_LOGO_Button_RU2	Distance_Y_LOGO_Button_RU3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Button_RU1	Angle_Button_RU2	Angle_Button_RU3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLQS2AVTGRX5____	-0.21	-0.21	-0.214	-0.214	-0.21	-0.21	-0.216	-0.21	-0.21	-0.171	-0.173	-0.214	-0.214	-0.212	-0.198	-0.218	-0.214	-0.177	-0.214	-0.162	-0.208	-0.252	-0.164	-0.211	-0.215	-0.214	-0.21	-0.21	-0.266	-0.212	-0.216	-0.252	-0.35	-0.35	-0.353	-0.354	-0.352	-0.354	-0.354	-0.35	-0.35	-0.352	-0.354	-0.353	-0.354	-0.353	-0.357	-0.352	-0.351	-0.355	-0.352	-0.367	-0.352	-0.353	-0.272	-0.351	-0.354	-0.35	-0.35	-0.35	-0.36	-0.352	-0.354	-0.35	-0.056	-0.056	-0.057	-0.058	-0.056	-0.056	-0.059	-0.057	-0.057	-0.041	-0.041	-0.058	-0.058	-0.057	-0.05	-0.059	-0.057	-0.043	-0.058	-0.036	-0.055	-0.073	-0.038	-0.057	-0.058	-0.058	-0.056	-0.056	-0.076	-0.057	-0.058	-0.073	2016_7_11_14_36_52
FLQS2B6JGRX5____	-0.268	-0.268	-0.338	-0.338	-0.338	-0.198	-0.198	-0.198	-0.268	-0.338	-0.268	-0.268	-0.338	-0.268	-0.338	-0.338	-0.338	-0.338	-0.338	-0.338	-0.338	-0.338	-0.198	-0.198	-0.268	-0.338	-0.338	-0.268	-0.338	-0.338	-0.338	-0.338	-0.272	-0.272	-0.272	-0.272	-0.272	-0.272	-0.272	-0.272	-0.272	-0.272	-0.272	-0.272	-0.272	-0.272	-0.272	-0.272	-0.272	-0.272	-0.272	-0.272	-0.272	-0.272	-0.272	-0.272	-0.272	-0.272	-0.272	-0.272	-0.272	-0.272	-0.272	-0.272	0.504	0.504	0.477	0.478	0.477	0.531	0.531	0.532	0.504	0.477	0.504	0.504	0.478	0.504	0.477	0.477	0.477	0.478	0.478	0.478	0.478	0.478	0.531	0.531	0.505	0.478	0.477	0.505	0.478	0.477	0.477	0.478	2016_7_11_14_36_55
FLQS2BC6GRX5____	0		0	0	0.07	0.07	0.007	0	0	0	0	0	0	0	0	0	0	0.07	0.001	0	0	0	0	0	-0.07	0	0	0.07	0	0	0.069	0.067	0.067	0.07	0.07	0.07	0.07	0.07	0.06	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.062	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.068	0.06	0.06	0.644	0.644	0.644	0.671	0.671	0.648	0.644	0.644	0.644	0.644	0.644	0.644	0.644	0.644	0.644	0.644	0.671	0.645	0.644	0.644	0.644	0.644	0.644	0.617	0.644	0.644	0.671	0.644	0.644	0.671	0.671	2016_7_11_14_36_58
FLQS20V3GRWM____	0	0	-0.001	-0.07	0	0	0	0	0	0.07	0.07	0	0	0	0	0	0	0.07	0	0	-0.07	0	0	-0.07	0	-0.07	0	0	0	0	0	-0.002	-0.002	0	-0.049	0	0	0	0	0	-0.07	0	0	0	0	0	0	0	0	0	0	0	-0.07	0	0	0	-0.07	0	0	0	0	0	0	-0.05	-0.05	-0.652	-0.647	-0.678	-0.651	-0.651	-0.651	-0.651	-0.644	-0.624	-0.625	-0.651	-0.651	-0.651	-0.651	-0.651	-0.651	-0.624	-0.651	-0.651	-0.671	-0.651	-0.651	-0.678	-0.644	-0.678	-0.651	-0.651	-0.652	-0.651	-0.651	-0.647	2016_7_11_14_37_02
FLQS22RXGRX2____	0	0	0	0	0.073	0.073	0.003	0.003	0.003	0.003	0.003	-0.067	0.003	0.003	0.073	0.073	0.003	0.003	0.073	0.073	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.073	0.073	0.073	0.073	0.073	0.073	0.073	0.073	0.073	0	-0.07	-0.07	-0.07	0	-0.07	0	-0.07	-0.07	0	0	-0.07	0	0	0	0	0	0	0	0	0	0	-0.07	-0.07	-0.07	0	0.021	0.021	0.021	0.021	0.021	0.021	0.021	0.028	0.001	0.002	-0.006	0.001	-0.017	-0.026	0.001	-0.006	0.021	-0.006	-0.017	-0.005	0.021	0.021	-0.006	-0.006	-0.006	0.001	0.001	0.001	0.001	0.029	0.029	0.021	0.021	0.021	2016_7_11_14_37_06
