SN	Distance_X_LOGO_Battery_Rigth1	Distance_X_LOGO_Battery_Rigth2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Rigth1	Distance_Y_LOGO_Battery_Rigth2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Rigth1	Angle_Battery_Rigth2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLQS11MXGRWQ____	0.143	0	-0.07	0	-0.041	-0.041	0.07	0	-0.058	0	-0.066	-0.009	-0.064	-0.006	-0.069	0.003	-0.071	-0.011	-0.016	-0.068	-0.012	-0.008	-0.006	-0.012	-0.061	-0.073	-0.063	-0.013	-0.061	-0.064	-0.012	-0.07	0.759	0	-0.42	-0.49	-0.49	-0.399	0.7	-0.14	-0.01	-0.07	-0.2	-0.192	-0.192	-0.192	-0.468	-0.468	-0.468	-0.468	-0.468	-0.468	-0.002	-0.552	0.052	-0.078	0.116	0.116	0.116	-0.14	-0.14	-0.142	0.008	0.07	-0.058	0	0.036	0.074	0.074	0.044	-0.079	0.022	-0.022	0.01	0.004	0.35	0.683	0.027	0.419	0.35	0.336	0.57	0.825	0.044	-0.005	0.083	-0.01	0.007	0.177	0.529	-0.043	0.34	-0.004	-0.004	-0.006	-0.04	2016_7_11_10_48_57
FLQS11WBGRWQ____	0.822	0	0.787	0	0.658	0	0.842	0.842	0.842	0.842	0.842	0.842	0.961	0.776	0.789	0.904	0.84	0.84	0.846	0.792	0.845	0	0.84	0.789	0.901	0.844	0.899	0.892	0.892	0.832	0.832	0	0	0	0.011	0	0.104	0	0	0	0.842	0.842	0.842	0.842	0.001	0.001	0.001	0.494	0.707	0.35	-0.273	0.691	0	0	-0.07	0.016	0.016	-0.28	0.073	0.495	0.495	-0.271	0.495	0.495	0.495	0	0.319	0	0.252	0	0.188	0.213	0.213	0.213	0.213	0.213	0.399	0.064	0.818	0.294	0.233	0.291	0.396	0.216	0.585	0	0.359	0.088	0.372	0.397	0.362	0.362	0.643	0.388	0.388	0.388	2016_7_11_10_49_00
FLQS11X1GRWQ____	0.01	0	-0.154	0	-0.21	-0.208	-0.208	-0.21	-0.21	-0.21	-0.156	-0.198	-0.13	-0.14	-0.199	-0.214	-0.2	-0.14	-0.142	-0.141	-0.143	-0.14	-0.14	-0.198	-0.14	-0.136	-0.14	-0.14	-0.141	-0.142	-0.006	0.314	0.314	0.14	-0.449	-0.74	-0.74	-0.74	-0.74	-0.74	-0.74	0.28	0.28	-0.218	-0.218	0.851	0.851	0.851	0.14	0.14	-0.55	-0.483	-0.35	-0.35	0.07	0.136	-0.63	-0.696	0.69	0.14	0.555	0.555	0.555	0.555	0.555	0.662	0.006	0.343	-0.254	-0.254	0.442	0.442	0.028	-0.129	0.171	0.204	-0.019	-0.194	0.127	-0.535	-0.43	-0.082	0.029	0.018	-0.248	-0.002	-0.07	-0.104	0.042	0.056	-0.169	-0.081	0.196	0.271	0.229	0.229	2016_7_11_10_49_04
FLQS13MEGRWQ____	-0.84	-0.63	-0.702	-0.708	-0.708	0	-0.694	0	-0.773	-0.773	-0.647	-0.834	-0.842	-0.772	-0.773	-0.834	-0.893	-0.7	-0.714	-0.715	-0.77	-0.751	-0.63	-0.741	-0.774	-0.71	-0.764	-0.63	-0.712	-0.704	-0.699	0	-0.287	-0.287	-0.287	-0.287	0.281	-0.07	-0.07	-0.07	-0.524	-0.359	0.511	0.971	0.971	-0.21	-0.21	0.343	0.343	0.14	-0.576	-0.14	-0.14	0.288	-0.14	0.273	-0.07	-0.07	-0.07	-0.07	-0.07	-0.07	-0.07	-0.07	0.375	0.225	0.555	0.555	0.341	0.341	-0.064	0.341	0.437	0.411	0.332	0.17	-0.371	0.389	0.822	0.028	0.254	0.357	0.468	0.802	0.378	0.317	0.435	0.324	-0.03	-0.03	-0.014	0.713	0.565	0.071	-0.028	0.341	2016_7_11_10_49_07
FLQS138GGRWQ____	0.083	0.067	0.067	0.067	0.067	0.067	-0.064	-0.075	-0.075	-0.119	0.077	0.071	0.065	-0.059	0.061	-0.061	-0.018	-0.073	-0.001	0.001	-0.116	-0.003	-0.073	0.055	-0.064	0.002	-0.056	-0.003	-0.054	-0.004	0.062	-0.07	0.523	-0.083	-0.083	-0.083	-0.083	-0.083	-0.083	-0.083	-0.768	0.329	0.611	0.611	0.611	0.959	0.959	0.959	-0.363	-0.363	-0.437	-0.437	-0.153	-0.153	-0.083	-0.433	-0.433	-0.433	-0.433	-0.433	0.172	0.064	0.172	0.172	-0.594	-0.349	-0.349	-0.349	-0.349	-0.349	-0.349	-0.349	-0.458	-0.645	-0.747	-0.614	-0.89	-0.758	-0.672	-0.931	-0.92	-0.517	-0.086	-0.476	-0.286	-0.522	-0.562	-0.833	-0.827	-0.778	-0.833	-0.477	-0.477	-0.558	-0.149	-0.602	2016_7_11_10_49_11
