SN;Distance_X_LOGO_Voice1;Distance_X_LOGO_voice2;Distance_X_LOGO_3;Distance_X_LOGO_4;Distance_X_LOGO_5;Distance_X_LOGO_6;Distance_X_LOGO_7;Distance_X_LOGO_8;Distance_X_LOGO_9;Distance_X_LOGO_10;Distance_X_LOGO_11;Distance_X_LOGO_12;Distance_X_LOGO_13;Distance_X_LOGO_14;Distance_X_LOGO_15;Distance_X_LOGO_16;Distance_X_LOGO_17;Distance_X_LOGO_18;Distance_X_LOGO_19;Distance_X_LOGO_20;Distance_X_LOGO_21;Distance_X_LOGO_22;Distance_X_LOGO_23;Distance_X_LOGO_24;Distance_X_LOGO_25;Distance_X_LOGO_26;Distance_X_LOGO_27;Distance_X_LOGO_28;Distance_X_LOGO_29;Distance_X_LOGO_30;Distance_X_LOGO_31;Distance_X_LOGO_32;Distance_Y_LOGO_Voice1;Distance_Y_LOGO_voice2;Distance_Y_LOGO_3;Distance_Y_LOGO_4;Distance_Y_LOGO_5;Distance_Y_LOGO_6;Distance_Y_LOGO_7;Distance_Y_LOGO_8;Distance_Y_LOGO_9;Distance_Y_LOGO_10;Distance_Y_LOGO_11;Distance_Y_LOGO_12;Distance_Y_LOGO_13;Distance_Y_LOGO_14;Distance_Y_LOGO_15;Distance_Y_LOGO_16;Distance_Y_LOGO_17;Distance_Y_LOGO_18;Distance_Y_LOGO_19;Distance_Y_LOGO_20;Distance_Y_LOGO_21;Distance_Y_LOGO_22;Distance_Y_LOGO_23;Distance_Y_LOGO_24;Distance_Y_LOGO_25;Distance_Y_LOGO_26;Distance_Y_LOGO_27;Distance_Y_LOGO_28;Distance_Y_LOGO_29;Distance_Y_LOGO_30;Distance_Y_LOGO_31;Distance_Y_LOGO_32;Angle_Voice1;Angle_voice2;Angle_3;Angle_4;Angle_5;Angle_6;Angle_7;Angle_8;Angle_9;Angle_10;Angle_11;Angle_12;Angle_13;Angle_14;Angle_15;Angle_16;Angle_17;Angle_18;Angle_19;Angle_20;Angle_21;Angle_22;Angle_23;Angle_24;Angle_25;Angle_26;Angle_27;Angle_28;Angle_29;Angle_30;Angle_31;Angle_32;Date_time
FLQS11MXGRWQ____;-63.568;-63.385;-63.56;-63.606;-63.532;-63.49;-63.57;-63.496;5.95;-63.421;-63.561;-63.387;-63.466;-63.464;-63.499;-63.592;-63.498;-63.637;-63.497;-64.12;-63.561;-63.572;-63.875;-63.875;-63.5;-63.533;-63.498;-63.537;-63.549;-63.805;-63.485;-63.49;-120.422;-120.085;-119.875;-119.946;-119.872;-119.972;-119.98;-119.769;5.985;-120.392;-120.391;-119.841;-119.841;-119.982;-119.945;-120.487;-119.91;-119.835;-119.876;-120.225;-120.391;-119.945;-120.33;-120.295;-120.017;-119.945;-119.907;-119.945;-119.924;-120.26;-120.351;-120.365;242.509;242.51;242.404;242.401;242.414;242.449;242.421;242.406;45.505;242.557;242.505;242.461;242.432;242.461;242.44;242.513;242.434;242.367;242.427;242.265;242.505;242.413;242.376;242.369;242.454;242.428;242.433;242.426;242.417;242.388;242.525;242.526;2016_7_9_13_10_51
FLQS11WBGRWQ____;-63.728;-63.539;-63.715;-63.76;-63.725;-63.643;-63.756;-63.691;-63.713;-63.575;-63.751;-63.578;-63.658;-63.619;-63.689;-63.721;-63.68;-63.793;-63.727;-64.271;-63.715;-63.761;-64.027;-64.059;-63.691;-63.686;-63.689;-63.718;-63.737;-63.986;-63.674;-63.644;-120.253;-119.943;-119.734;-119.803;-119.73;-119.829;-119.837;-119.629;-120.212;-120.249;-120.246;-119.7;-119.699;-119.841;-119.802;-120.284;-119.798;-119.696;-119.735;-120.084;-120.247;-119.8;-120.187;-120.148;-119.873;-119.804;-119.766;-119.834;-119.778;-120.111;-120.173;-120.219;241.742;241.751;241.644;241.641;241.639;241.689;241.649;241.632;241.739;241.798;241.732;241.688;241.658;241.701;241.667;241.75;241.67;241.607;241.64;241.507;241.745;241.64;241.618;241.598;241.68;241.669;241.66;241.663;241.645;241.618;241.746;241.766;2016_7_9_13_11_22
FLQS11X1GRWQ____;-63.595;-63.385;-63.63;-63.665;-63.595;-63.548;-63.63;-63.56;-63.583;-63.474;-63.614;-63.455;-63.525;-63.525;-63.56;-63.617;-63.56;-63.665;-63.56;-64.19;-63.58;-63.63;-63.945;-63.875;-63.56;-63.595;-63.56;-63.595;-63.595;-63.875;-63.544;-63.56;-120.26;-119.875;-119.735;-119.805;-119.735;-119.831;-119.84;-119.63;-120.216;-120.249;-120.249;-119.7;-119.7;-119.84;-119.805;-120.29;-119.77;-119.7;-119.735;-120.085;-120.248;-119.805;-120.19;-120.155;-119.875;-119.805;-119.77;-119.805;-119.77;-120.12;-120.179;-120.225;242.467;242.469;242.35;242.351;242.363;242.4;242.371;242.355;242.462;242.509;242.457;242.408;242.382;242.41;242.39;242.464;242.383;242.33;242.376;242.211;242.47;242.364;242.323;242.342;242.404;242.377;242.383;242.377;242.37;242.335;242.469;242.473;2016_7_9_13_11_41
FLQS13MEGRWQ____;-63.58;-63.385;-63.56;-63.647;-63.579;-63.499;-63.613;-63.548;-63.566;-63.429;-63.603;-63.434;-63.517;-63.506;-63.512;-63.601;-63.509;-63.65;-63.507;-64.12;-63.566;-63.618;-63.875;-63.875;-63.512;-63.58;-63.508;-63.581;-63.595;-63.805;-63.498;-63.56;-120.454;-120.085;-119.875;-120.036;-119.931;-120.031;-120.038;-119.829;-120.414;-120.449;-120.45;-119.898;-119.899;-120.038;-119.969;-120.518;-119.967;-119.897;-119.934;-120.295;-120.45;-120.003;-120.4;-120.365;-120.075;-120.001;-119.967;-120.002;-119.98;-120.33;-120.379;-120.435;242.51;242.51;242.404;242.403;242.407;242.457;242.416;242.399;242.507;242.565;242.501;242.455;242.425;242.456;242.44;242.515;242.441;242.374;242.435;242.278;242.515;242.407;242.39;242.383;242.461;242.421;242.441;242.421;242.411;242.402;242.526;242.514;2016_7_9_13_12_07
FLQS138GGRWQ____;-63.677;-63.458;-63.703;-63.747;-63.675;-63.586;-63.705;-63.643;-63.662;-63.561;-63.662;-63.493;-63.611;-63.6;-63.639;-63.699;-63.637;-63.711;-63.635;-64.255;-63.663;-63.713;-64.008;-64.018;-63.641;-63.677;-63.635;-63.677;-63.695;-63.948;-63.626;-63.563;-120.404;-120.028;-119.888;-119.952;-119.88;-119.979;-119.985;-119.777;-120.362;-120.37;-120.37;-119.848;-119.848;-119.984;-119.951;-120.467;-119.915;-119.848;-119.881;-120.236;-120.397;-119.951;-120.338;-120.308;-120.019;-119.95;-119.914;-119.951;-119.93;-120.273;-120.325;-120.378;241.919;241.926;241.807;241.804;241.816;241.869;241.825;241.807;241.916;241.955;241.918;241.878;241.833;241.865;241.844;241.923;241.837;241.796;241.831;241.671;241.922;241.816;241.783;241.773;241.856;241.829;241.838;241.829;241.819;241.792;241.922;241.956;2016_7_9_13_12_29
