SN;Distance_X_LOGO_Voice1;Distance_X_LOGO_voice2;Distance_X_LOGO_3;Distance_X_LOGO_4;Distance_X_LOGO_5;Distance_X_LOGO_6;Distance_X_LOGO_7;Distance_X_LOGO_8;Distance_X_LOGO_9;Distance_X_LOGO_10;Distance_X_LOGO_11;Distance_X_LOGO_12;Distance_X_LOGO_13;Distance_X_LOGO_14;Distance_X_LOGO_15;Distance_X_LOGO_16;Distance_X_LOGO_17;Distance_X_LOGO_18;Distance_X_LOGO_19;Distance_X_LOGO_20;Distance_X_LOGO_21;Distance_X_LOGO_22;Distance_X_LOGO_23;Distance_X_LOGO_24;Distance_X_LOGO_25;Distance_X_LOGO_26;Distance_X_LOGO_27;Distance_X_LOGO_28;Distance_X_LOGO_29;Distance_X_LOGO_30;Distance_X_LOGO_31;Distance_X_LOGO_32;Distance_Y_LOGO_Voice1;Distance_Y_LOGO_voice2;Distance_Y_LOGO_3;Distance_Y_LOGO_4;Distance_Y_LOGO_5;Distance_Y_LOGO_6;Distance_Y_LOGO_7;Distance_Y_LOGO_8;Distance_Y_LOGO_9;Distance_Y_LOGO_10;Distance_Y_LOGO_11;Distance_Y_LOGO_12;Distance_Y_LOGO_13;Distance_Y_LOGO_14;Distance_Y_LOGO_15;Distance_Y_LOGO_16;Distance_Y_LOGO_17;Distance_Y_LOGO_18;Distance_Y_LOGO_19;Distance_Y_LOGO_20;Distance_Y_LOGO_21;Distance_Y_LOGO_22;Distance_Y_LOGO_23;Distance_Y_LOGO_24;Distance_Y_LOGO_25;Distance_Y_LOGO_26;Distance_Y_LOGO_27;Distance_Y_LOGO_28;Distance_Y_LOGO_29;Distance_Y_LOGO_30;Distance_Y_LOGO_31;Distance_Y_LOGO_32;Angle_Voice1;Angle_voice2;Angle_3;Angle_4;Angle_5;Angle_6;Angle_7;Angle_8;Angle_9;Angle_10;Angle_11;Angle_12;Angle_13;Angle_14;Angle_15;Angle_16;Angle_17;Angle_18;Angle_19;Angle_20;Angle_21;Angle_22;Angle_23;Angle_24;Angle_25;Angle_26;Angle_27;Angle_28;Angle_29;Angle_30;Angle_31;Angle_32;Date_time
FLQS20U5GRX2____;-63.598;-63.393;-63.585;-63.628;-63.553;6.012;-63.627;-63.56;-63.585;-63.447;-63.619;-63.404;-63.525;-63.521;-63.557;-63.619;-63.556;-63.664;-63.555;-64.144;-63.556;-63.594;-63.891;-63.9;-63.558;-63.591;-63.557;-63.556;-63.61;-63.827;-63.547;-63.498;-120.449;-120.08;-119.928;-119.998;-119.928;5.99;-120.028;-119.822;-120.409;-120.44;-120.437;-119.893;-119.893;-120.033;-119.996;-120.508;-119.962;-119.89;-119.929;-120.279;-120.413;-119.998;-120.389;-120.348;-120.063;-119.995;-119.959;-119.997;-119.974;-120.31;-120.369;-120.43;242.451;242.454;242.353;242.351;242.365;45.183;242.357;242.341;242.448;242.505;242.44;242.413;242.368;242.398;242.377;242.454;242.37;242.316;242.364;242.214;242.459;242.364;242.33;242.318;242.39;242.364;242.369;242.377;242.353;242.338;242.454;242.484;2016_7_9_13_29_54
FLQS21TBGRWM____;-63.576;6.025;-63.555;-63.648;-63.575;-63.531;-63.575;-63.548;-63.53;-63.427;-63.571;-63.39;-63.55;-63.472;-63.506;-63.569;-63.543;-63.654;-63.538;-64.115;-63.566;-63.615;-63.87;-63.87;-63.506;-63.576;-63.54;-63.543;-63.594;6.025;-63.526;-63.485;-120.584;6.046;-120.024;-120.134;-120.062;-120.164;-120.134;-119.927;-120.517;-120.546;-120.55;-119.997;-120.03;-120.141;-120.102;-120.62;-120.064;-119.994;-120.067;-120.374;-120.579;-120.134;-120.479;-120.444;-120.172;-120.132;-120.098;-120.102;-120.112;6.046;-120.508;-120.514;241.957;44.855;241.855;241.842;241.855;241.891;241.869;241.838;241.961;242.005;241.952;241.911;241.858;241.909;241.888;241.966;241.867;241.812;241.87;241.715;241.96;241.854;241.827;241.82;241.902;241.868;241.875;241.874;241.858;44.855;241.961;241.977;2016_7_9_13_30_20
FLQS22W2GRWQ____;-63.594;-63.385;-63.56;-63.657;-63.588;-63.545;-63.622;-63.552;-63.583;-63.44;-63.615;-63.406;-63.518;-63.518;-63.55;-63.61;-63.551;-63.655;-63.516;-64.12;-63.581;-63.622;5.95;-63.875;-63.553;-63.582;-63.551;-63.585;-63.597;-63.805;-63.546;5.95;-120.411;-120.085;-119.875;-119.99;-119.885;-120.02;-119.992;-119.816;-120.373;-120.407;-120.404;-119.854;-119.886;-120.027;-119.989;-120.501;-119.956;-119.884;-119.89;-120.225;-120.404;-119.99;6.125;-120.295;-120.06;-119.989;-119.954;-119.989;-119.965;-120.26;-120.336;6.125;242.497;242.51;242.404;242.39;242.395;242.438;242.404;242.395;242.493;242.553;242.488;242.457;242.422;242.449;242.43;242.508;242.423;242.37;242.423;242.265;242.5;242.403;46.167;242.369;242.443;242.418;242.423;242.417;242.408;242.388;242.5;46.167;2016_7_9_13_30_45
FLQS23HTGRWQ____;-63.398;-63.21;-63.42;-63.458;-63.384;-63.342;-63.424;-63.319;-63.388;-63.286;-63.425;-63.246;-63.325;-63.319;-63.352;-63.419;-63.357;-63.465;-63.353;-63.978;-63.392;-63.429;-63.7;-63.697;-63.358;-63.388;-63.384;-63.354;-63.412;-63.626;-63.386;-63.349;-120.445;-120.107;-119.897;-119.993;-119.922;-120.02;-119.999;-119.788;-120.373;-120.414;-120.415;-119.857;-119.858;-120.03;-119.993;-120.512;-119.925;-119.857;-119.928;-120.248;-120.416;-119.962;-120.354;-120.312;-120.068;-119.992;-119.959;-119.962;-119.94;-120.275;-120.339;-120.388;242.007;242.011;241.891;241.896;241.909;241.945;241.91;241.907;241.997;242.043;241.991;241.948;241.919;241.955;241.935;242.012;241.92;241.866;241.922;241.752;242.003;241.9;241.877;241.87;241.948;241.922;241.916;241.928;241.902;241.889;241.991;242.014;2016_7_9_13_31_41
FLQS235WGRX5____;-63.537;-63.385;-63.56;-63.61;-63.57;-63.523;-63.565;-63.506;-63.525;-63.421;-63.56;-63.39;-63.507;-63.498;-63.498;-63.564;-63.499;-63.644;-63.498;-64.118;-63.558;-63.61;-63.871;-63.875;-63.505;-63.536;-63.499;-63.574;-63.56;-63.805;-63.492;-63.56;-120.322;-119.945;-119.805;-119.871;-119.797;-119.896;-119.902;-119.695;-120.28;-120.314;-120.313;-119.765;-119.765;-119.904;-119.868;-120.354;-119.834;-119.763;-119.802;-120.154;-120.313;-119.866;-120.258;-120.155;-119.938;-119.87;-119.833;-119.868;-119.849;-120.12;-120.213;-120.295;241.827;241.809;241.716;241.71;241.71;241.748;241.733;241.714;241.823;241.868;241.816;241.771;241.728;241.758;241.751;241.823;241.744;241.676;241.738;241.577;241.817;241.709;241.689;241.668;241.762;241.738;241.744;241.723;241.724;241.687;241.822;241.812;2016_7_9_13_32_06
