SN	Distance_X_LOGO_Front_Camera_LD1	Distance_X_LOGO_Front_Camera_LD2	Distance_X_LOGO_Front_Camera_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Front_Camera_LD1	Distance_Y_LOGO_Front_Camera_LD2	Distance_Y_LOGO_Front_Camera_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Front_Camera_LD1	Angle_Front_Camera_LD2	Angle_Front_Camera_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS3A7AHFM2____	-22.634	-22.523	-22.528	-22.454	-22.454	-22.383	-22.419	-22.343	-22.346	-22.345	-22.343	-22.343	-22.419	-22.379	-22.377	-22.379	-22.346	-22.376	-22.418	-22.308	-22.345	-22.384	-22.378	-22.448	-22.379	-22.343	-22.348	-22.496	-22.384	-22.452	-22.412	-22.419	139.079	139.084	139.082	139.117	139.117	139.126	139.154	139.050	139.056	139.158	139.116	139.116	139.115	139.157	139.113	139.157	139.056	139.078	139.150	139.115	139.158	139.115	139.017	139.045	139.019	139.116	139.016	139.112	138.982	139.051	139.018	139.115	99.268	99.224	99.226	99.194	99.194	99.165	99.177	99.154	99.154	99.147	99.149	99.149	99.180	99.161	99.163	99.161	99.154	99.165	99.177	99.135	99.147	99.166	99.170	99.196	99.170	99.149	99.158	99.211	99.174	99.197	99.183	99.180	2016_7_15_11_48_39
F2LS3A8AGRXL____	-23.004	-22.900	-22.934	-22.830	-22.830	-22.761	-22.796	-22.760	-22.727	-22.728	-22.762	-22.762	-22.796	-22.764	-22.798	-22.764	-22.727	-22.795	-22.796	-22.727	-22.728	-22.761	-22.763	-22.831	-22.797	-22.762	-22.725	-22.867	-22.759	-22.829	-22.830	-22.796	139.039	139.043	139.037	139.078	139.078	139.083	139.081	139.002	139.045	139.080	139.038	139.038	139.045	139.078	139.043	139.078	139.045	139.036	139.079	139.036	139.080	139.044	138.975	139.005	138.937	139.038	139.008	139.070	138.974	139.013	138.970	139.045	99.628	99.587	99.600	99.556	99.556	99.528	99.542	99.533	99.517	99.515	99.532	99.532	99.545	99.530	99.546	99.530	99.517	99.545	99.542	99.518	99.515	99.531	99.536	99.561	99.552	99.532	99.519	99.572	99.535	99.560	99.563	99.545	2016_7_15_11_48_44
F2LS3BDVGRXL____	-23.022	-22.950	-22.911	-22.846	-22.846	-22.778	-22.812	-22.745	-22.745	-22.745	-22.744	-22.744	-22.809	-22.780	-22.779	-22.780	-22.745	-22.779	-22.809	-22.709	-22.745	-22.775	-22.781	-22.846	-22.779	-22.744	-22.741	-22.846	-22.776	-22.845	-22.815	-22.809	138.851	138.852	138.921	138.957	138.957	138.963	138.990	138.890	138.926	138.960	138.958	138.958	138.956	138.960	138.954	138.960	138.926	138.919	138.994	138.958	138.960	138.957	138.820	138.882	138.859	138.958	138.886	138.954	138.853	138.894	138.855	138.956	99.425	99.396	99.376	99.348	99.348	99.320	99.332	99.311	99.309	99.307	99.306	99.306	99.333	99.321	99.321	99.321	99.309	99.323	99.330	99.292	99.307	99.319	99.331	99.352	99.327	99.306	99.310	99.348	99.326	99.351	99.342	99.333	2016_7_15_11_48_48
F2LS3EKPHFM2____	-23.261	-23.193	-23.190	-23.163	-23.163	-23.050	-23.127	-23.057	-23.016	-23.016	-23.017	-23.017	-23.128	-23.054	-23.053	-23.054	-23.016	-23.091	-23.086	-23.022	-23.016	-23.049	-23.053	-23.128	-23.049	-23.017	-23.057	-23.125	-23.052	-23.123	-23.087	-23.128	138.867	138.867	138.867	138.898	138.898	138.953	138.935	138.794	138.920	138.954	138.903	138.903	138.857	138.906	138.903	138.906	138.920	138.861	138.939	138.899	138.954	138.949	138.801	138.827	138.805	138.903	138.828	138.902	138.800	138.807	138.802	138.857	99.521	99.494	99.493	99.480	99.480	99.431	99.463	99.445	99.419	99.417	99.421	99.421	99.469	99.436	99.436	99.436	99.419	99.454	99.446	99.423	99.417	99.431	99.442	99.471	99.440	99.421	99.442	99.465	99.442	99.470	99.456	99.469	2016_7_15_11_48_52
F2LS3HFBHFM5____	-23.169	-23.098	-23.098	-23.028	-23.028	-22.957	-22.991	-22.920	-22.920	-22.921	-22.919	-22.919	-22.994	-22.955	-22.956	-22.955	-22.920	-22.954	-22.993	-22.885	-22.921	-22.959	-22.955	-22.990	-22.953	-22.919	-22.923	-23.030	-22.956	-23.025	-22.990	-22.994	138.950	138.953	138.952	138.955	138.955	138.979	139.021	138.913	138.946	138.985	138.983	138.983	138.954	138.986	138.946	138.986	138.946	138.949	138.987	138.982	138.985	138.951	138.878	138.917	138.849	138.983	138.877	138.953	138.879	138.909	138.878	138.954	99.597	99.568	99.568	99.540	99.540	99.509	99.521	99.499	99.497	99.495	99.494	99.494	99.526	99.509	99.512	99.509	99.497	99.511	99.524	99.480	99.495	99.512	99.516	99.527	99.517	99.494	99.503	99.541	99.516	99.542	99.530	99.526	2016_7_15_11_48_56
F2LS3KLTHFM5____	-23.045	-22.982	-22.970	-22.861	-22.861	-22.880	-22.915	-22.800	-22.801	-22.800	-22.796	-22.796	-22.911	-22.840	-22.833	-22.840	-22.801	-22.835	-22.910	-22.763	-22.800	-22.875	-22.836	-22.865	-22.831	-22.796	-22.756	-22.865	-22.792	-22.861	-22.870	-22.911	138.992	138.867	139.056	139.032	139.032	138.948	139.021	138.961	139.000	139.097	139.078	139.078	139.018	138.953	139.079	138.953	139.000	138.986	139.056	139.084	139.097	139.018	138.923	139.015	138.927	139.078	138.962	139.028	138.928	138.969	138.923	139.018	99.346	99.329	99.311	99.269	99.269	99.282	99.291	99.249	99.247	99.240	99.240	99.240	99.290	99.266	99.255	99.266	99.247	99.262	99.287	99.226	99.240	99.276	99.266	99.272	99.264	99.240	99.231	99.271	99.248	99.273	99.280	99.290	2016_7_15_11_49_00
F2LS3JESHFM5____	-22.817	-22.651	-22.689	-22.581	-22.581	-22.509	-22.546	-22.468	-22.469	-22.471	-22.512	-22.512	-22.550	-22.541	-22.537	-22.541	-22.469	-22.500	-22.712	-22.470	-22.471	-22.677	-22.504	-22.574	-22.545	-22.512	-22.473	-22.619	-22.509	-22.576	-22.536	-22.550	138.953	139.000	139.001	139.035	139.035	139.025	139.023	138.957	138.986	139.027	138.952	138.952	138.988	139.023	138.918	139.023	138.986	138.987	139.023	139.013	139.027	138.988	138.921	138.955	138.960	138.952	138.953	139.033	138.923	138.987	138.956	138.988	99.286	99.216	99.232	99.186	99.186	99.158	99.173	99.146	99.144	99.143	99.164	99.164	99.177	99.171	99.176	99.171	99.144	99.157	99.239	99.143	99.143	99.228	99.162	99.188	99.177	99.164	99.148	99.201	99.164	99.187	99.173	99.177	2016_7_15_11_50_48
F2LS3HZVHFM5____	-22.906	-22.873	-22.872	-22.765	-22.765	-22.696	-22.730	-22.659	-22.664	-22.697	-22.657	-22.657	-22.729	-22.695	-22.693	-22.695	-22.664	-22.694	-22.730	-22.659	-22.697	-22.697	-22.700	-22.728	-22.727	-22.657	-22.662	-22.807	-22.694	-22.768	-22.728	-22.729	138.979	138.857	138.928	139.011	139.011	139.020	139.044	138.947	138.902	138.940	139.015	139.015	139.013	139.018	139.013	139.018	138.902	138.933	139.001	139.010	138.940	138.962	138.826	138.944	138.867	139.015	138.895	138.966	138.906	138.873	138.913	139.013	99.419	99.413	99.408	99.360	99.360	99.332	99.344	99.322	99.327	99.337	99.316	99.316	99.345	99.331	99.331	99.331	99.327	99.336	99.347	99.317	99.337	99.336	99.346	99.349	99.354	99.316	99.326	99.380	99.338	99.370	99.351	99.345	2016_7_15_11_49_07
F2LS3HQHHFM5____	-22.949	-22.878	-22.879	-22.808	-22.808	-22.740	-22.811	-22.703	-22.703	-22.704	-22.701	-22.701	-22.773	-22.738	-22.740	-22.738	-22.703	-22.737	-22.741	-22.666	-22.704	-22.707	-22.738	-22.772	-22.738	-22.701	-22.704	-22.811	-22.708	-22.778	-22.772	-22.773	138.890	138.930	138.932	139.017	139.017	138.974	138.960	138.903	138.941	138.974	139.021	139.021	138.965	138.972	138.928	138.972	138.941	138.926	138.963	139.022	138.974	138.925	138.920	138.895	138.834	139.021	138.893	138.964	138.824	138.907	138.863	138.965	99.204	99.172	99.173	99.139	99.139	99.114	99.144	99.104	99.101	99.100	99.096	99.096	99.128	99.114	99.117	99.114	99.101	99.116	99.115	99.081	99.100	99.104	99.117	99.132	99.123	99.096	99.105	99.143	99.111	99.134	99.134	99.128	2016_7_15_11_49_12
F2LS3HFRHFM5____	-23.066	-23.029	-23.029	-22.959	-22.959	-22.889	-22.924	-22.852	-22.850	-22.852	-22.852	-22.852	-22.921	-22.887	-22.887	-22.887	-22.850	-22.852	-22.922	-22.815	-22.852	-22.889	-22.886	-22.887	-22.884	-22.852	-22.853	-22.960	-22.888	-22.958	-22.888	-22.921	138.951	138.949	138.948	138.981	138.981	138.982	139.020	138.918	138.977	139.012	138.986	138.986	139.014	139.013	138.983	139.013	138.977	138.982	139.016	139.011	139.012	138.981	138.880	138.948	138.878	138.986	138.912	139.012	138.880	138.910	138.913	139.014	99.695	99.680	99.680	99.650	99.650	99.622	99.633	99.611	99.607	99.605	99.606	99.606	99.633	99.619	99.621	99.619	99.607	99.607	99.633	99.590	99.605	99.622	99.627	99.623	99.627	99.606	99.612	99.648	99.628	99.654	99.626	99.633	2016_7_15_11_49_16
