SN	Distance_X_LOGO_Earphone_RU1	Distance_X_LOGO_Earphone_RU2	Distance_X_LOGO_Earphone_RU3	Distance_X_LOGO_Earphone_RU4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Earphone_RU1	Distance_Y_LOGO_Earphone_RU2	Distance_Y_LOGO_Earphone_RU3	Distance_Y_LOGO_Earphone_RU4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Earphone_RU1	Angle_Earphone_RU2	Angle_Earphone_RU3	Angle_Earphone_RU4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS3HQHHFM5____	-36.252	-36.160	-36.155	-36.155	-36.155	-36.158	-36.120	-36.164	-36.010	-36.155	-36.087	-36.155	-36.055	-36.202	-36.089	-36.049	-36.053	-36.090	-36.123	-36.123	-36.089	-36.049	-36.124	-36.088	-36.089	-36.122	-36.178	-36.086	-36.089	-36.090	-36.005	-36.165	140.086	140.124	140.155	140.155	140.155	140.193	140.088	140.118	140.092	140.155	140.099	140.155	140.171	140.193	140.163	140.125	140.065	140.160	140.192	140.192	140.128	140.125	140.159	140.045	140.128	140.003	140.164	140.122	140.128	140.126	140.123	140.200	104.330	104.291	104.286	104.286	104.286	104.284	104.279	104.294	104.237	104.286	104.266	104.286	104.246	104.301	104.260	104.249	104.256	104.261	104.270	104.270	104.264	104.249	104.274	104.272	104.264	104.289	104.294	104.263	104.264	104.264	104.232	104.286	2016_7_15_11_39_03
F2LS3EKPHFM2____	-36.426	-36.319	-36.284	-36.284	-36.284	-36.284	-36.239	-36.329	-36.202	-36.284	-36.275	-36.284	-36.202	-36.366	-36.240	-36.202	-36.232	-36.249	-36.239	-36.239	-36.284	-36.202	-36.267	-36.284	-36.284	-36.283	-36.330	-36.240	-36.284	-36.285	-36.197	-36.324	139.966	139.978	140.012	140.012	140.012	140.048	140.013	140.044	140.012	140.012	139.976	140.012	140.051	140.044	140.050	140.046	139.891	140.014	140.084	140.084	139.976	140.046	140.066	139.940	139.976	139.941	140.008	140.047	139.976	139.977	139.961	140.048	104.639	104.597	104.580	104.580	104.580	104.576	104.562	104.594	104.549	104.580	104.580	104.580	104.544	104.608	104.559	104.545	104.572	104.566	104.555	104.555	104.583	104.545	104.568	104.587	104.583	104.587	104.598	104.559	104.583	104.583	104.551	104.592	2016_7_15_11_39_07
F2LS3KLTHFM5____	-36.477	-36.420	-36.350	-36.350	-36.350	-36.349	-36.309	-36.386	-36.272	-36.350	-36.345	-36.350	-36.271	-36.422	-36.309	-36.272	-36.310	-36.316	-36.347	-36.347	-36.351	-36.272	-36.345	-36.351	-36.351	-36.386	-36.388	-36.309	-36.351	-36.351	-36.262	-36.423	139.987	139.996	140.065	140.065	140.065	140.100	139.994	140.027	140.027	140.065	139.993	140.065	140.064	140.096	140.064	140.061	139.927	140.063	140.100	140.100	139.996	140.061	140.063	139.957	139.996	139.962	139.991	140.029	139.996	139.994	139.996	140.069	104.561	104.538	104.504	104.504	104.504	104.501	104.496	104.522	104.478	104.504	104.510	104.504	104.474	104.529	104.489	104.475	104.503	104.492	104.500	104.500	104.512	104.475	104.503	104.515	104.512	104.529	104.526	104.492	104.512	104.512	104.478	104.532	2016_7_15_11_39_11
F2LS3SMLHFM5____	-36.380	-36.253	-36.248	-36.248	-36.248	-36.248	-36.177	-36.289	-36.141	-36.248	-36.214	-36.248	-36.174	-36.324	-36.212	-36.177	-36.179	-36.211	-36.212	-36.212	-36.213	-36.177	-36.211	-36.217	-36.213	-36.217	-36.291	-36.177	-36.213	-36.249	-36.154	-36.249	140.034	140.105	140.100	140.100	140.100	140.137	140.107	140.096	140.109	140.100	140.071	140.100	140.109	140.132	140.104	140.143	140.038	140.098	140.133	140.133	140.064	140.143	140.102	140.067	140.064	140.066	140.060	140.141	140.064	140.065	140.062	140.101	104.628	104.572	104.571	104.571	104.571	104.567	104.543	104.587	104.529	104.571	104.561	104.571	104.542	104.597	104.557	104.540	104.551	104.557	104.554	104.554	104.561	104.540	104.556	104.562	104.561	104.563	104.591	104.540	104.561	104.575	104.539	104.571	2016_7_15_11_39_16
F2LS38TUGRXL____	-36.089	-36.038	-36.002	-36.002	-36.002	-36.004	-35.955	-36.043	-35.884	-36.002	-35.993	-36.002	-35.919	-36.074	-35.954	-35.920	-35.958	-35.971	-35.956	-35.956	-36.003	-35.920	-35.955	-36.004	-36.003	-36.005	-36.042	-35.958	-36.003	-36.006	-35.912	-36.038	139.888	139.911	139.945	139.945	139.945	140.010	139.907	139.940	139.905	139.945	139.875	139.945	139.973	139.975	139.971	139.940	139.867	139.975	140.009	140.009	139.908	139.940	139.973	139.873	139.908	139.900	139.937	139.942	139.908	139.941	139.917	139.946	104.556	104.534	104.517	104.517	104.517	104.511	104.502	104.533	104.475	104.517	104.520	104.517	104.482	104.542	104.496	104.486	104.508	104.502	104.493	104.493	104.521	104.486	104.496	104.525	104.521	104.522	104.533	104.500	104.521	104.519	104.485	104.530	2016_7_15_11_39_20
F2LS3TKDHFM5____	-36.056	-35.969	-35.934	-35.934	-35.934	-35.934	-35.887	-35.971	-35.851	-35.934	-35.925	-35.934	-35.851	-36.007	-35.889	-35.853	-35.890	-35.900	-35.888	-35.888	-35.934	-35.853	-35.924	-35.934	-35.934	-35.934	-35.970	-35.889	-35.934	-35.934	-35.844	-35.969	140.049	140.062	140.096	140.096	140.096	140.133	140.090	140.124	140.090	140.096	140.055	140.096	140.098	140.128	140.097	140.096	140.020	140.128	140.160	140.160	140.062	140.096	140.095	140.056	140.062	140.056	140.088	140.125	140.062	140.062	140.065	140.129	104.437	104.402	104.385	104.385	104.385	104.382	104.368	104.397	104.354	104.385	104.386	104.385	104.353	104.411	104.368	104.355	104.376	104.369	104.362	104.362	104.389	104.355	104.382	104.389	104.389	104.389	104.400	104.365	104.389	104.389	104.354	104.396	2016_7_15_11_39_29
F2LS3MG9HFM5____	-36.076	-36.020	-35.984	-35.984	-35.984	-35.984	-35.912	-35.988	-35.877	-35.984	-35.981	-35.984	-35.876	-36.057	-35.912	-35.877	-35.912	-35.949	-35.911	-35.911	-35.986	-35.877	-35.982	-35.986	-35.986	-35.986	-36.021	-35.912	-35.986	-35.986	-35.898	-36.021	140.049	140.059	140.095	140.095	140.095	140.130	140.053	140.090	140.055	140.095	140.025	140.095	140.093	140.131	140.092	140.088	139.982	140.093	140.125	140.125	140.060	140.088	140.096	140.023	140.060	140.023	140.059	140.089	140.060	140.060	140.059	140.099	104.480	104.458	104.440	104.440	104.440	104.437	104.417	104.442	104.403	104.440	104.446	104.440	104.399	104.465	104.413	104.400	104.424	104.427	104.409	104.409	104.444	104.400	104.440	104.448	104.444	104.448	104.458	104.413	104.444	104.445	104.411	104.454	2016_7_15_11_39_33
F2LS3BDVGRXL____	-36.058	-35.962	-35.927	-35.927	-35.927	-35.928	-35.883	-35.965	-35.847	-35.927	-35.916	-35.927	-35.848	-36.004	-35.884	-35.848	-35.885	-35.893	-35.883	-35.883	-35.927	-35.848	-35.918	-35.964	-35.927	-35.928	-35.969	-35.884	-35.927	-35.928	-35.837	-35.963	139.976	140.018	140.023	140.023	140.023	140.059	140.017	140.018	139.993	140.023	139.958	140.023	140.028	140.086	140.055	140.024	139.920	140.052	140.087	140.087	139.988	140.024	140.025	139.953	139.988	139.983	140.016	140.021	139.988	139.988	139.991	140.059	104.489	104.448	104.434	104.434	104.434	104.431	104.418	104.449	104.406	104.434	104.436	104.434	104.403	104.457	104.414	104.404	104.428	104.418	104.411	104.411	104.438	104.404	104.430	104.455	104.438	104.438	104.451	104.418	104.438	104.438	104.403	104.444	2016_7_15_11_39_37
F2LS35BZHFM1____	-36.469	-36.328	-36.294	-36.294	-36.294	-36.292	-36.246	-36.377	-36.211	-36.294	-36.284	-36.294	-36.210	-36.372	-36.246	-36.210	-36.246	-36.259	-36.245	-36.245	-36.295	-36.210	-36.282	-36.294	-36.295	-36.294	-36.378	-36.291	-36.295	-36.295	-36.200	-36.329	139.937	139.976	140.015	140.015	140.015	140.049	139.978	140.011	139.980	140.015	139.945	140.015	140.016	140.048	140.014	140.014	139.909	140.013	140.049	140.049	139.977	140.014	140.014	139.941	139.977	139.942	139.976	140.019	139.977	139.981	139.985	140.049	104.428	104.370	104.353	104.353	104.353	104.349	104.338	104.385	104.325	104.353	104.356	104.353	104.321	104.379	104.334	104.321	104.345	104.340	104.331	104.331	104.357	104.321	104.348	104.360	104.357	104.360	104.389	104.351	104.357	104.357	104.320	104.363	2016_7_15_11_39_40
F2LS3HZVHFM5____	-37.233	-37.103	-37.065	-37.065	-37.065	-37.106	-37.059	-37.106	-37.024	-37.065	-37.055	-37.065	-37.024	-37.214	-37.061	-37.023	-37.016	-37.069	-37.061	-37.061	-37.104	-37.023	-37.055	-37.104	-37.104	-37.101	-37.148	-37.061	-37.104	-37.103	-36.971	-37.102	139.777	139.822	139.858	139.858	139.858	139.856	139.829	139.852	139.829	139.858	139.787	139.858	139.868	139.853	139.860	139.862	139.718	139.856	139.891	139.891	139.788	139.862	139.828	139.752	139.788	139.758	139.817	139.859	139.788	139.787	139.825	139.861	104.803	104.749	104.731	104.731	104.731	104.746	104.731	104.747	104.718	104.731	104.734	104.731	104.714	104.788	104.729	104.714	104.726	104.732	104.725	104.725	104.753	104.714	104.730	104.756	104.753	104.755	104.766	104.729	104.753	104.752	104.698	104.745	2016_7_15_11_39_44
