SN	Distance_X_LOGO_Earphone_RU1	Distance_X_LOGO_Earphone_RU2	Distance_X_LOGO_Earphone_RU3	Distance_X_LOGO_Earphone_RU4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Earphone_RU1	Distance_Y_LOGO_Earphone_RU2	Distance_Y_LOGO_Earphone_RU3	Distance_Y_LOGO_Earphone_RU4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Earphone_RU1	Angle_Earphone_RU2	Angle_Earphone_RU3	Angle_Earphone_RU4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS339XHFM1____	-36.688	-36.633	-36.563	-36.563	-36.563	-36.563	-36.522	-36.604	-36.486	-36.563	-36.559	-36.563	-36.485	-36.640	-36.520	-36.485	-36.525	-36.530	-36.521	-36.521	-36.564	-36.485	-36.557	-36.564	-36.564	-36.563	-36.637	-36.523	-36.564	-36.564	-36.482	-36.634	139.867	139.912	139.950	139.950	139.950	139.984	139.914	139.949	139.914	139.950	139.880	139.950	139.951	140.015	139.950	139.948	139.843	139.951	139.985	139.985	139.915	139.948	139.948	139.878	139.915	139.878	139.914	139.948	139.915	139.916	139.916	139.950	104.608	104.582	104.552	104.552	104.552	104.548	104.540	104.568	104.526	104.552	104.557	104.552	104.522	104.575	104.535	104.522	104.548	104.539	104.532	104.532	104.555	104.522	104.550	104.559	104.555	104.559	104.584	104.537	104.555	104.555	104.524	104.579	2016_7_15_11_39_48
F2LS3HFRHFM5____	-36.761	-36.665	-36.663	-36.663	-36.663	-36.626	-36.581	-36.669	-36.547	-36.663	-36.617	-36.663	-36.546	-36.702	-36.626	-36.547	-36.582	-36.626	-36.584	-36.584	-36.627	-36.547	-36.617	-36.627	-36.627	-36.628	-36.708	-36.624	-36.627	-36.627	-36.534	-36.701	140.042	140.085	140.084	140.084	140.084	140.122	140.052	140.081	140.086	140.084	140.018	140.084	140.091	140.111	140.127	140.120	139.981	140.083	140.156	140.156	140.052	140.120	140.090	140.014	140.052	140.015	140.053	140.093	140.052	140.051	140.054	140.082	104.773	104.733	104.732	104.732	104.732	104.714	104.704	104.734	104.687	104.732	104.721	104.732	104.686	104.744	104.713	104.684	104.711	104.718	104.694	104.694	104.721	104.684	104.714	104.725	104.721	104.725	104.752	104.716	104.721	104.721	104.686	104.747	2016_7_15_11_39_52
F2LS3JESHFM5____	-36.278	-36.180	-36.183	-36.183	-36.183	-36.142	-36.099	-36.227	-36.063	-36.183	-36.138	-36.183	-36.062	-36.226	-36.098	-36.062	-36.138	-36.111	-36.098	-36.098	-36.185	-36.062	-36.135	-36.183	-36.185	-36.181	-36.226	-36.100	-36.185	-36.183	-36.053	-36.180	139.902	139.948	139.981	139.981	139.981	140.017	139.949	139.983	139.947	139.981	139.914	139.981	139.986	140.017	139.986	139.982	139.851	139.985	140.022	140.022	139.945	139.982	139.985	139.880	139.945	139.880	139.946	139.984	139.945	139.917	139.922	139.985	104.519	104.476	104.474	104.474	104.474	104.455	104.445	104.491	104.431	104.474	104.464	104.474	104.427	104.487	104.441	104.428	104.470	104.446	104.438	104.438	104.479	104.428	104.456	104.484	104.479	104.484	104.494	104.442	104.479	104.481	104.430	104.473	2016_7_15_11_39_56
F2LS3HFBHFM5____	-36.405	-36.308	-36.272	-36.272	-36.272	-36.272	-36.225	-36.318	-36.189	-36.272	-36.265	-36.272	-36.188	-36.353	-36.225	-36.189	-36.227	-36.239	-36.227	-36.227	-36.273	-36.189	-36.262	-36.272	-36.273	-36.273	-36.318	-36.228	-36.273	-36.273	-36.181	-36.309	139.905	139.951	139.988	139.988	139.988	140.023	139.948	139.986	139.948	139.988	139.917	139.988	139.987	140.021	139.986	139.982	139.879	139.987	140.022	140.022	139.951	139.982	139.986	139.916	139.951	139.916	139.950	139.983	139.951	139.954	139.957	139.990	104.743	104.701	104.683	104.683	104.683	104.680	104.670	104.701	104.656	104.683	104.688	104.683	104.652	104.711	104.666	104.652	104.677	104.671	104.663	104.663	104.687	104.652	104.680	104.691	104.687	104.691	104.705	104.667	104.687	104.687	104.652	104.698	2016_7_15_11_40_00
F2LS3A7AHFM2____	-36.391	-36.361	-36.326	-36.326	-36.326	-36.326	-36.221	-36.301	-36.193	-36.326	-36.326	-36.326	-36.192	-36.329	-36.226	-36.191	-36.221	-36.232	-36.228	-36.228	-36.326	-36.191	-36.326	-36.326	-36.326	-36.326	-36.301	-36.229	-36.326	-36.326	-36.256	-36.361	140.002	140.035	140.070	140.070	140.070	140.105	140.035	140.118	140.082	140.070	140.000	140.070	140.084	140.110	140.120	140.117	139.965	140.119	140.122	140.122	140.035	140.117	140.070	140.000	140.035	140.000	140.083	140.117	140.035	140.035	140.035	140.140	104.567	104.552	104.535	104.535	104.535	104.532	104.498	104.521	104.483	104.535	104.542	104.535	104.483	104.532	104.492	104.479	104.505	104.494	104.493	104.493	104.539	104.479	104.535	104.542	104.539	104.542	104.524	104.493	104.539	104.539	104.512	104.542	2016_7_15_11_40_04
F2LS3A8AGRXL____	-36.198	-36.104	-36.070	-36.070	-36.070	-36.071	-36.029	-36.105	-35.994	-36.070	-36.063	-36.070	-35.994	-36.142	-36.030	-35.994	-36.028	-36.035	-36.029	-36.029	-36.102	-35.994	-36.064	-36.068	-36.102	-36.068	-36.105	-36.030	-36.102	-36.070	-35.983	-36.105	139.984	140.023	140.060	140.060	140.060	140.097	140.020	140.056	140.021	140.060	139.985	140.060	140.062	140.091	140.061	140.055	139.948	140.060	140.091	140.091	139.990	140.055	140.059	139.955	139.990	139.987	140.019	140.056	139.990	140.025	140.024	140.064	104.585	104.544	104.528	104.528	104.528	104.525	104.516	104.542	104.503	104.528	104.533	104.528	104.499	104.552	104.513	104.499	104.523	104.514	104.509	104.509	104.547	104.499	104.526	104.538	104.547	104.535	104.545	104.513	104.547	104.532	104.498	104.541	2016_7_15_11_40_08
F2LS39Q6GRXL____	-36.305	-36.250	-36.212	-36.212	-36.212	-36.213	-36.174	-36.250	-36.139	-36.212	-36.211	-36.212	-36.139	-36.286	-36.176	-36.100	-36.176	-36.175	-36.174	-36.174	-36.213	-36.100	-36.212	-36.214	-36.213	-36.213	-36.252	-36.174	-36.213	-36.213	-36.123	-36.250	139.939	139.985	140.019	140.019	140.019	140.056	139.983	140.015	139.983	140.019	139.945	140.019	140.023	140.049	140.022	140.016	139.910	140.017	140.052	140.052	139.983	140.016	140.022	139.947	139.983	139.918	139.981	140.018	139.983	139.984	139.985	140.022	104.342	104.316	104.298	104.298	104.298	104.295	104.287	104.313	104.274	104.298	104.305	104.298	104.270	104.323	104.284	104.255	104.295	104.284	104.280	104.280	104.302	104.255	104.298	104.306	104.302	104.309	104.317	104.284	104.302	104.302	104.267	104.312	2016_7_15_11_40_12
F2LS38VQGRXL____	-36.076	-36.023	-35.989	-35.989	-35.989	-35.988	-35.976	-36.063	-35.907	-35.989	-35.975	-35.989	-35.902	-36.064	-35.940	-35.905	-35.941	-35.955	-35.942	-35.942	-35.987	-35.905	-35.975	-35.987	-35.987	-35.987	-36.030	-35.941	-35.987	-35.987	-35.911	-36.023	139.920	139.972	140.003	140.003	140.003	140.038	139.973	140.005	140.005	140.003	139.940	140.003	140.010	140.040	140.040	140.038	139.904	140.002	140.076	140.076	139.971	140.038	140.013	139.934	139.971	139.934	139.971	140.009	139.971	139.971	139.950	140.006	104.647	104.621	104.605	104.605	104.605	104.601	104.603	104.633	104.573	104.605	104.606	104.605	104.571	104.630	104.582	104.569	104.596	104.592	104.580	104.580	104.607	104.569	104.598	104.611	104.607	104.611	104.624	104.586	104.607	104.607	104.580	104.617	2016_7_15_11_40_16
F2LS30UNGRX8____	-36.415	-36.358	-36.323	-36.323	-36.323	-36.323	-36.269	-36.365	-36.231	-36.323	-36.265	-36.323	-36.233	-36.355	-36.269	-36.196	-36.267	-36.286	-36.268	-36.268	-36.322	-36.196	-36.308	-36.321	-36.322	-36.276	-36.366	-36.274	-36.322	-36.322	-36.216	-36.360	139.917	139.921	139.956	139.956	139.956	139.992	139.959	139.953	139.933	139.956	139.893	139.956	139.993	140.028	139.993	139.965	139.860	139.991	140.025	140.025	139.920	139.965	139.958	139.883	139.920	139.919	139.919	139.958	139.920	139.921	139.933	139.958	104.482	104.460	104.442	104.442	104.442	104.439	104.422	104.459	104.409	104.442	104.426	104.442	104.405	104.448	104.418	104.393	104.431	104.425	104.415	104.415	104.446	104.393	104.437	104.449	104.446	104.428	104.463	104.423	104.446	104.446	104.404	104.456	2016_7_15_11_40_20
F2LS3957GRXL____	-36.692	-36.596	-36.596	-36.596	-36.596	-36.598	-36.551	-36.636	-36.477	-36.596	-36.550	-36.596	-36.475	-36.638	-36.552	-36.477	-36.554	-36.526	-36.514	-36.514	-36.596	-36.477	-36.549	-36.597	-36.596	-36.594	-36.636	-36.514	-36.596	-36.560	-36.471	-36.594	139.953	139.958	139.993	139.993	139.993	140.030	139.961	139.995	139.959	139.993	139.929	139.993	139.997	140.031	139.998	139.993	139.893	140.033	140.067	140.067	139.958	139.993	139.995	139.922	139.958	139.921	139.958	139.994	139.958	139.958	139.967	140.034	104.811	104.774	104.770	104.770	104.770	104.767	104.756	104.785	104.728	104.770	104.759	104.770	104.723	104.782	104.753	104.724	104.764	104.739	104.731	104.731	104.774	104.724	104.752	104.778	104.774	104.777	104.789	104.739	104.774	104.760	104.725	104.765	2016_7_15_11_40_24
