SN	Distance_X_LOGO_Motor1	Distance_X_LOGO_motor2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Motor1	Distance_Y_LOGO_motor2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Motor1	Angle_motor2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS3HQHHFM5____	-13.645	-13.681	-13.612	-13.575	-13.609	-13.611	-13.575	-13.611	-13.507	-13.576	-13.576	-13.612	-13.609	-13.576	-13.540	-13.541	-13.472	-13.611	-13.577	-13.611	-13.536	-13.541	-13.541	-13.576	-13.610	-13.541	-13.576	-13.536	-13.576	-13.401	-13.540	-13.576	-140.780	-140.781	-140.784	-140.747	-140.808	-140.783	-140.747	-140.747	-140.779	-140.710	-140.710	-140.783	-140.808	-140.746	-140.710	-140.744	-140.712	-140.747	-140.746	-140.710	-140.748	-140.680	-140.680	-140.746	-140.748	-140.744	-140.711	-140.748	-140.748	-140.746	-140.712	-140.711	264.801	264.787	264.814	264.828	264.817	264.815	264.828	264.813	264.857	264.826	264.826	264.814	264.817	264.827	264.841	264.842	264.868	264.813	264.827	264.812	264.844	264.839	264.839	264.827	264.814	264.842	264.826	264.844	264.827	264.898	264.841	264.826	2016_7_15_16_05_46
F2LS3EKPHFM2____	-13.381	-13.416	-13.346	-13.311	-13.346	-13.346	-13.311	-13.346	-13.242	-13.340	-13.340	-13.346	-13.346	-13.311	-13.275	-13.276	-13.236	-13.346	-13.311	-13.346	-13.241	-13.275	-13.275	-13.311	-13.345	-13.276	-13.311	-13.241	-13.312	-13.164	-13.277	-13.311	-140.567	-140.568	-140.568	-140.534	-140.568	-140.569	-140.534	-140.532	-140.565	-140.496	-140.496	-140.533	-140.568	-140.531	-140.501	-140.528	-140.496	-140.532	-140.530	-140.498	-140.533	-140.463	-140.463	-140.531	-140.534	-140.528	-140.496	-140.533	-140.536	-140.529	-140.502	-140.496	264.225	264.211	264.239	264.252	264.239	264.239	264.252	264.238	264.281	264.239	264.239	264.238	264.239	264.252	264.265	264.266	264.281	264.238	264.252	264.237	264.281	264.264	264.264	264.252	264.238	264.266	264.251	264.281	264.252	264.311	264.265	264.251	2016_7_15_16_05_49
F2LS3KLTHFM5____	-13.450	-13.487	-13.443	-13.379	-13.415	-13.445	-13.379	-13.442	-13.340	-13.380	-13.380	-13.442	-13.415	-13.406	-13.345	-13.344	-13.305	-13.442	-13.407	-13.415	-13.337	-13.344	-13.344	-13.406	-13.415	-13.344	-13.407	-13.337	-13.381	-13.234	-13.345	-13.407	-140.725	-140.750	-140.784	-140.693	-140.751	-140.730	-140.693	-140.718	-140.748	-140.657	-140.657	-140.784	-140.751	-140.719	-140.679	-140.692	-140.658	-140.718	-140.719	-140.659	-140.719	-140.651	-140.651	-140.719	-140.693	-140.692	-140.684	-140.719	-140.692	-140.692	-140.682	-140.684	264.203	264.190	264.209	264.231	264.219	264.206	264.231	264.207	264.249	264.229	264.229	264.209	264.219	264.221	264.244	264.245	264.259	264.207	264.221	264.215	264.249	264.243	264.243	264.221	264.216	264.245	264.219	264.249	264.230	264.289	264.244	264.219	2016_7_15_16_05_52
F2LS3SMLHFM5____	-13.578	-13.613	-13.544	-13.508	-13.543	-13.544	-13.508	-13.542	-13.439	-13.508	-13.508	-13.545	-13.543	-13.508	-13.472	-13.472	-13.404	-13.542	-13.508	-13.542	-13.438	-13.471	-13.471	-13.508	-13.543	-13.472	-13.507	-13.438	-13.508	-13.333	-13.473	-13.507	-140.708	-140.734	-140.770	-140.674	-140.709	-140.711	-140.674	-140.699	-140.706	-140.637	-140.637	-140.708	-140.709	-140.672	-140.664	-140.672	-140.638	-140.699	-140.699	-140.635	-140.674	-140.605	-140.605	-140.672	-140.674	-140.672	-140.636	-140.674	-140.676	-140.674	-140.665	-140.636	264.151	264.138	264.167	264.178	264.165	264.165	264.178	264.165	264.207	264.177	264.177	264.164	264.165	264.178	264.192	264.192	264.219	264.165	264.179	264.163	264.206	264.190	264.190	264.178	264.164	264.192	264.177	264.206	264.178	264.249	264.192	264.177	2016_7_15_16_05_55
F2LS38TUGRXL____	-13.489	-13.525	-13.454	-13.391	-13.427	-13.455	-13.391	-13.453	-13.349	-13.391	-13.391	-13.453	-13.427	-13.390	-13.356	-13.356	-13.314	-13.453	-13.419	-13.453	-13.321	-13.356	-13.356	-13.390	-13.453	-13.356	-13.419	-13.321	-13.391	-13.244	-13.356	-13.419	-140.899	-140.899	-140.909	-140.867	-140.902	-140.900	-140.867	-140.871	-140.900	-140.836	-140.836	-140.906	-140.902	-140.873	-140.830	-140.866	-140.837	-140.871	-140.871	-140.835	-140.872	-140.802	-140.802	-140.873	-140.867	-140.866	-140.836	-140.872	-140.866	-140.868	-140.831	-140.836	264.195	264.180	264.209	264.233	264.220	264.208	264.233	264.208	264.251	264.232	264.232	264.209	264.220	264.233	264.245	264.247	264.263	264.208	264.222	264.206	264.261	264.244	264.244	264.233	264.208	264.247	264.220	264.261	264.232	264.292	264.245	264.220	2016_7_15_16_05_58
F2LS3TKDHFM5____	-13.760	-13.768	-13.699	-13.662	-13.698	-13.698	-13.662	-13.698	-13.621	-13.663	-13.663	-13.728	-13.698	-13.690	-13.628	-13.627	-13.558	-13.698	-13.663	-13.698	-13.620	-13.628	-13.628	-13.690	-13.727	-13.627	-13.663	-13.620	-13.663	-13.517	-13.628	-13.663	-140.799	-140.777	-140.777	-140.741	-140.801	-140.800	-140.741	-140.742	-140.799	-140.706	-140.706	-140.777	-140.801	-140.768	-140.704	-140.740	-140.707	-140.742	-140.741	-140.706	-140.768	-140.674	-140.674	-140.768	-140.739	-140.740	-140.708	-140.768	-140.741	-140.740	-140.705	-140.708	264.755	264.751	264.779	264.792	264.781	264.780	264.792	264.778	264.812	264.791	264.791	264.768	264.781	264.782	264.805	264.806	264.833	264.778	264.792	264.777	264.811	264.804	264.804	264.782	264.766	264.806	264.791	264.811	264.792	264.851	264.805	264.791	2016_7_15_16_06_01
F2LS3MG9HFM5____	-13.909	-13.916	-13.847	-13.838	-13.874	-13.875	-13.838	-13.873	-13.770	-13.839	-13.839	-13.875	-13.874	-13.838	-13.803	-13.804	-13.735	-13.873	-13.839	-13.874	-13.769	-13.802	-13.802	-13.838	-13.874	-13.804	-13.838	-13.769	-13.840	-13.663	-13.776	-13.838	-140.641	-140.644	-140.648	-140.609	-140.671	-140.645	-140.609	-140.638	-140.643	-140.575	-140.575	-140.646	-140.671	-140.637	-140.576	-140.606	-140.576	-140.638	-140.637	-140.602	-140.612	-140.546	-140.546	-140.637	-140.609	-140.606	-140.603	-140.612	-140.610	-140.635	-140.602	-140.603	264.689	264.686	264.714	264.716	264.704	264.703	264.716	264.703	264.745	264.715	264.715	264.703	264.704	264.718	264.729	264.730	264.757	264.703	264.717	264.702	264.744	264.728	264.728	264.718	264.702	264.730	264.716	264.744	264.716	264.788	264.741	264.716	2016_7_15_16_06_04
F2LS3BDVGRXL____	-13.697	-13.705	-13.634	-13.628	-13.661	-13.663	-13.628	-13.661	-13.558	-13.629	-13.629	-13.635	-13.661	-13.626	-13.563	-13.592	-13.525	-13.661	-13.626	-13.634	-13.557	-13.591	-13.591	-13.626	-13.662	-13.592	-13.626	-13.557	-13.628	-13.453	-13.593	-13.626	-140.883	-140.861	-140.863	-140.826	-140.887	-140.886	-140.826	-140.852	-140.882	-140.791	-140.791	-140.863	-140.887	-140.854	-140.789	-140.826	-140.794	-140.852	-140.854	-140.794	-140.852	-140.790	-140.790	-140.854	-140.878	-140.826	-140.818	-140.852	-140.849	-140.848	-140.816	-140.818	264.110	264.106	264.135	264.136	264.124	264.124	264.136	264.123	264.166	264.134	264.134	264.134	264.124	264.137	264.160	264.150	264.176	264.123	264.137	264.132	264.165	264.149	264.149	264.137	264.124	264.150	264.136	264.165	264.137	264.207	264.149	264.136	2016_7_15_16_06_06
F2LS35BZHFM1____	-13.449	-13.513	-13.443	-13.378	-13.414	-13.416	-13.378	-13.442	-13.310	-13.379	-13.379	-13.444	-13.414	-13.379	-13.344	-13.344	-13.303	-13.442	-13.408	-13.414	-13.338	-13.344	-13.344	-13.379	-13.414	-13.344	-13.379	-13.338	-13.380	-13.233	-13.345	-13.379	-140.838	-140.837	-140.867	-140.803	-140.839	-140.811	-140.803	-140.803	-140.836	-140.767	-140.767	-140.839	-140.839	-140.805	-140.767	-140.800	-140.769	-140.803	-140.830	-140.767	-140.804	-140.734	-140.734	-140.805	-140.772	-140.800	-140.767	-140.804	-140.805	-140.800	-140.768	-140.767	264.882	264.856	264.886	264.909	264.896	264.895	264.909	264.884	264.938	264.908	264.908	264.884	264.896	264.909	264.922	264.923	264.939	264.884	264.898	264.894	264.926	264.921	264.921	264.909	264.894	264.923	264.908	264.926	264.909	264.968	264.922	264.908	2016_7_15_16_06_09
F2LS3HZVHFM5____	-13.102	-13.139	-13.068	-13.031	-13.067	-13.069	-13.031	-13.095	-12.992	-13.061	-13.061	-13.095	-13.067	-13.031	-12.997	-13.025	-12.958	-13.095	-13.060	-13.096	-12.991	-12.996	-12.996	-13.031	-13.096	-13.025	-13.060	-12.991	-13.062	-12.886	-12.997	-13.060	-140.700	-140.703	-140.674	-140.667	-140.703	-140.704	-140.667	-140.667	-140.702	-140.633	-140.633	-140.702	-140.703	-140.669	-140.633	-140.668	-140.633	-140.667	-140.670	-140.633	-140.668	-140.605	-140.605	-140.669	-140.667	-140.668	-140.661	-140.668	-140.666	-140.667	-140.636	-140.661	264.343	264.328	264.356	264.370	264.357	264.356	264.370	264.344	264.387	264.357	264.357	264.346	264.357	264.370	264.383	264.373	264.399	264.344	264.359	264.343	264.387	264.382	264.382	264.370	264.344	264.373	264.358	264.387	264.358	264.429	264.383	264.358	2016_7_15_16_06_12
