SN	Distance_X_LOGO_Front_Camera_RU1	Distance_X_LOGO_Front_Camera_RU2	Distance_X_LOGO_Front_Camera_RU3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Front_Camera_RU1	Distance_Y_LOGO_Front_Camera_RU2	Distance_Y_LOGO_Front_Camera_RU3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Front_Camera_RU1	Angle_Front_Camera_RU2	Angle_Front_Camera_RU3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS3MG9HFM5____	-26.078	-26.078	-26.045	-25.973	-26.114	-25.897	-26.044	-26.042	-25.936	-26.044	-26.088	-25.933	-26.053	-26.088	-26.044	-26.042	-26.183	-26.078	-25.979	-26.008	-26.045	-26.079	-26.149	-26.046	-26.123	-26.114	-26.185	-26.077	-26.006	-25.974	-26.228	-26.115	139.124	139.122	139.101	139.056	139.124	139.026	139.121	139.055	139.089	139.193	139.007	139.083	139.042	139.007	139.156	139.091	139.161	139.121	138.980	139.021	139.051	139.060	139.088	139.050	139.077	139.094	139.204	139.130	139.050	139.169	138.902	139.159	100.788	100.789	100.777	100.751	100.803	100.723	100.775	100.779	100.735	100.770	100.801	100.733	100.784	100.801	100.772	100.776	100.827	100.788	100.760	100.768	100.780	100.794	100.819	100.781	100.810	100.805	100.825	100.788	100.765	100.744	100.864	100.801	2016_7_15_14_50_50
F2LS3SMLHFM5____	-26.141	-26.106	-26.101	-26.031	-26.176	-25.955	-26.062	-26.064	-25.945	-26.104	-26.106	-25.956	-26.070	-26.106	-26.067	-26.064	-26.242	-26.137	-26.029	-26.064	-26.065	-26.106	-26.175	-26.064	-26.140	-26.178	-26.242	-26.104	-26.064	-25.992	-26.239	-26.140	139.116	139.127	139.113	139.037	139.166	139.001	139.122	139.049	139.177	139.198	139.123	139.073	139.077	139.123	139.207	138.971	139.164	139.109	138.936	138.901	139.048	139.056	139.080	138.936	139.112	139.086	139.280	139.167	138.936	139.199	138.901	139.207	100.832	100.817	100.816	100.794	100.842	100.767	100.800	100.806	100.750	100.811	100.817	100.762	100.807	100.817	100.796	100.812	100.869	100.831	100.801	100.817	100.807	100.823	100.848	100.815	100.832	100.849	100.860	100.814	100.815	100.766	100.887	100.825	2016_7_15_14_50_54
F2LS3TKDHFM5____	-25.936	-25.902	-25.898	-25.832	-25.970	-25.762	-25.895	-25.899	-25.791	-25.896	-25.900	-25.794	-25.867	-25.900	-25.866	-25.863	-26.036	-25.930	-25.832	-25.851	-25.898	-25.956	-25.971	-25.865	-25.934	-25.971	-26.035	-25.899	-25.865	-25.793	-26.096	-25.937	139.165	139.163	139.160	139.048	139.165	139.056	139.169	139.059	139.130	139.209	139.127	139.123	139.124	139.127	139.199	139.092	139.173	139.159	139.026	138.925	139.089	139.030	139.127	139.068	139.162	139.092	139.245	139.200	139.056	139.240	138.925	139.203	100.424	100.410	100.409	100.391	100.437	100.362	100.407	100.417	100.369	100.404	100.412	100.370	100.399	100.412	100.393	100.400	100.463	100.422	100.393	100.407	100.414	100.441	100.440	100.402	100.423	100.443	100.457	100.406	100.403	100.361	100.505	100.421	2016_7_15_14_50_57
F2LS30UNGRX8____	-26.015	-26.022	-25.978	-25.907	-26.051	-25.831	-26.012	-25.977	-25.867	-25.974	-26.022	-25.777	-25.976	-26.022	-25.987	-25.971	-26.116	-26.047	-25.912	-25.943	-25.979	-26.022	-26.085	-25.947	-26.051	-26.092	-26.116	-26.022	-25.943	-25.907	-26.162	-26.050	139.095	139.031	139.094	139.028	139.095	138.994	139.091	139.027	139.059	139.137	139.031	138.926	139.056	139.031	139.066	139.030	139.132	139.093	138.946	138.991	139.022	138.961	139.058	138.989	139.091	138.996	139.203	139.066	138.996	139.162	138.856	139.169	100.444	100.452	100.429	100.406	100.458	100.378	100.443	100.434	100.388	100.425	100.452	100.362	100.431	100.452	100.435	100.432	100.481	100.457	100.414	100.423	100.435	100.457	100.475	100.425	100.459	100.482	100.476	100.449	100.423	100.396	100.521	100.452	2016_7_15_14_51_04
F2LS35BZHFM1____	-25.710	-25.673	-25.675	-25.601	-25.744	-25.533	-25.669	-25.674	-25.565	-25.672	-25.676	-25.567	-25.641	-25.676	-25.638	-25.707	-25.811	-25.777	-25.639	-25.636	-25.676	-25.742	-25.744	-25.677	-25.707	-25.748	-25.813	-25.671	-25.637	-25.568	-25.820	-25.710	139.275	139.252	139.271	139.197	139.251	139.139	139.252	139.200	139.213	139.324	139.247	139.187	139.235	139.247	139.308	139.187	139.289	139.222	139.104	139.135	139.202	139.152	139.213	139.177	139.274	139.212	139.357	139.285	139.174	139.347	139.096	139.312	100.563	100.550	100.549	100.526	100.579	100.503	100.548	100.554	100.510	100.545	100.552	100.513	100.539	100.552	100.532	100.568	100.603	100.594	100.548	100.544	100.555	100.585	100.582	100.558	100.562	100.583	100.598	100.547	100.542	100.501	100.620	100.560	2016_7_15_14_51_08
F2LS38TUGRXL____	-25.664	-25.628	-25.624	-25.561	-25.737	-25.492	-25.623	-25.627	-25.519	-25.625	-25.629	-25.501	-25.641	-25.629	-25.627	-25.641	-25.799	-25.661	-25.593	-25.595	-25.626	-25.676	-25.699	-25.590	-25.697	-25.703	-25.770	-25.625	-25.595	-25.554	-25.807	-25.700	139.185	139.194	139.182	139.063	139.186	139.024	139.195	139.107	139.158	139.269	139.145	139.057	138.987	139.145	139.229	139.057	139.228	139.218	139.056	139.013	139.115	139.022	139.101	139.128	139.187	139.103	139.337	139.233	139.073	139.270	139.012	139.230	100.421	100.405	100.405	100.388	100.449	100.364	100.404	100.412	100.365	100.399	100.410	100.365	100.426	100.410	100.403	100.421	100.471	100.417	100.402	100.406	100.411	100.437	100.441	100.395	100.434	100.442	100.452	100.402	100.401	100.371	100.490	100.432	2016_7_15_14_51_11
F2LS38VQGRXL____	-25.826	-25.792	-25.871	-25.801	-25.863	-25.650	-25.792	-25.827	-25.626	-25.793	-25.791	-25.655	-25.759	-25.791	-25.758	-25.756	-25.934	-25.826	-25.727	-25.784	-25.830	-25.793	-25.863	-25.763	-25.826	-25.864	-25.935	-25.793	-25.724	-25.689	-25.936	-25.830	139.133	139.129	139.081	139.011	139.136	139.032	139.128	139.033	139.046	139.202	139.141	139.058	139.094	139.141	139.163	139.101	139.171	139.133	138.980	139.004	139.030	139.070	139.096	139.053	139.131	139.106	139.207	139.133	139.063	139.170	138.920	139.165	100.638	100.624	100.659	100.637	100.652	100.575	100.625	100.645	100.564	100.620	100.623	100.575	100.614	100.623	100.608	100.612	100.678	100.638	100.610	100.631	100.647	100.629	100.655	100.618	100.638	100.655	100.675	100.624	100.602	100.580	100.697	100.637	2016_7_15_14_51_15
F2LS39Q6GRXL____	-25.766	-25.731	-25.728	-25.657	-25.797	-25.585	-25.688	-25.725	-25.619	-25.727	-25.726	-25.623	-25.693	-25.726	-25.696	-25.655	-25.869	-25.762	-25.622	-25.693	-25.728	-25.692	-25.797	-25.661	-25.760	-25.798	-25.872	-25.735	-25.693	-25.587	-25.870	-25.766	139.087	139.083	139.083	139.008	139.088	139.016	139.087	139.017	139.049	139.152	139.084	138.986	138.986	139.084	139.118	139.048	139.115	139.084	138.942	138.916	138.951	139.016	139.054	139.012	139.087	139.049	139.183	139.115	138.951	139.153	138.914	139.119	100.486	100.473	100.471	100.449	100.499	100.419	100.455	100.475	100.430	100.466	100.471	100.437	100.465	100.471	100.456	100.445	100.525	100.485	100.440	100.470	100.481	100.462	100.501	100.450	100.484	100.502	100.521	100.472	100.467	100.410	100.541	100.484	2016_7_15_14_51_18
F2LS339XHFM1____	-25.682	-25.645	-25.645	-25.543	-25.716	-25.506	-25.609	-25.614	-25.507	-25.645	-25.646	-25.507	-25.615	-25.646	-25.611	-25.579	-25.785	-25.676	-25.582	-25.613	-25.647	-25.613	-25.715	-25.616	-25.678	-25.719	-25.785	-25.644	-25.613	-25.508	-25.791	-25.682	139.222	139.222	139.220	139.110	139.221	139.113	139.221	139.119	139.185	139.298	139.215	139.179	139.150	139.215	139.255	139.148	139.262	139.220	139.080	139.067	139.150	139.144	139.153	139.150	139.219	139.150	139.332	139.259	139.115	139.294	139.013	139.257	100.567	100.552	100.553	100.520	100.581	100.505	100.538	100.548	100.500	100.547	100.553	100.501	100.546	100.553	100.536	100.531	100.605	100.565	100.538	100.551	100.558	100.546	100.585	100.546	100.566	100.587	100.600	100.549	100.548	100.493	100.626	100.565	2016_7_15_14_51_25
F2LS3957GRXL____	-25.928	-25.896	-25.893	-25.824	-25.963	-25.749	-25.895	-25.892	-25.781	-25.893	-25.895	-25.783	-25.859	-25.895	-25.862	-25.893	-26.031	-25.928	-25.863	-25.859	-25.896	-25.895	-25.966	-25.862	-25.927	-25.966	-26.033	-25.895	-25.859	-25.828	-26.074	-25.933	139.175	139.174	139.171	139.090	139.173	139.095	139.175	139.094	139.136	139.244	139.166	139.131	139.133	139.166	139.204	139.096	139.209	139.169	139.026	139.015	139.096	139.097	139.139	139.096	139.172	139.133	139.277	139.204	139.094	139.243	138.955	139.208	100.509	100.496	100.496	100.474	100.523	100.444	100.496	100.501	100.454	100.490	100.497	100.455	100.485	100.497	100.481	100.501	100.548	100.510	100.494	100.494	100.502	100.502	100.527	100.489	100.509	100.527	100.543	100.494	100.488	100.464	100.583	100.509	2016_7_15_14_51_28
