SN	Distance_X_LOGO_Front_Camera_RU1	Distance_X_LOGO_Front_Camera_RU2	Distance_X_LOGO_Front_Camera_RU3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Front_Camera_RU1	Distance_Y_LOGO_Front_Camera_RU2	Distance_Y_LOGO_Front_Camera_RU3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Front_Camera_RU1	Angle_Front_Camera_RU2	Angle_Front_Camera_RU3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS3A7AHFM2____	-25.566	-25.534	-25.533	-25.464	-25.599	-25.394	-25.533	-25.532	-25.424	-25.534	-25.535	-25.425	-25.502	-25.535	-25.502	-25.497	-25.671	-25.564	-25.470	-25.500	-25.534	-25.535	-25.603	-25.503	-25.563	-25.602	-25.672	-25.537	-25.496	-25.460	-25.672	-25.568	139.229	139.233	139.229	139.154	139.230	139.159	139.234	139.160	139.172	139.301	139.229	139.192	139.195	139.229	139.265	139.195	139.264	139.231	139.090	139.119	139.158	139.161	139.197	139.160	139.232	139.192	139.334	139.266	139.157	139.301	139.053	139.237	100.430	100.417	100.417	100.395	100.443	100.367	100.417	100.422	100.378	100.412	100.418	100.377	100.407	100.418	100.402	100.405	100.469	100.429	100.402	100.412	100.423	100.423	100.447	100.410	100.429	100.447	100.465	100.416	100.408	100.383	100.485	100.430	2016_7_15_14_50_06
F2LS3A8AGRXL____	-25.924	-25.923	-25.889	-25.819	-25.959	-25.751	-25.919	-25.889	-25.783	-25.887	-25.923	-25.782	-25.893	-25.923	-25.887	-25.887	-26.065	-25.923	-25.853	-25.854	-25.891	-25.894	-25.994	-25.859	-25.958	-25.959	-26.065	-25.891	-25.853	-25.820	-26.033	-25.960	139.201	139.177	139.199	139.126	139.200	139.130	139.178	139.130	139.170	139.272	139.173	139.165	139.162	139.173	139.210	139.134	139.236	139.198	139.031	139.060	139.128	139.128	139.168	139.132	139.203	139.166	139.281	139.234	139.128	139.276	139.020	139.210	100.784	100.785	100.770	100.747	100.798	100.720	100.783	100.775	100.730	100.764	100.785	100.730	100.774	100.785	100.768	100.774	100.837	100.784	100.768	100.766	100.776	100.777	100.814	100.763	100.797	100.800	100.834	100.768	100.761	100.736	100.841	100.797	2016_7_15_14_50_10
F2LS3BDVGRXL____	-25.927	-25.891	-25.892	-25.820	-25.963	-25.752	-25.887	-25.888	-25.748	-25.889	-25.888	-25.745	-25.894	-25.888	-25.892	-25.856	-26.035	-25.925	-25.820	-25.847	-25.888	-25.891	-25.952	-25.858	-25.961	-25.960	-26.032	-25.895	-25.853	-25.787	-26.032	-25.893	139.064	139.090	139.064	139.020	139.064	139.017	139.116	139.021	139.055	139.158	139.091	139.079	139.023	139.091	139.124	139.051	139.154	139.060	138.946	138.914	139.046	139.019	138.984	139.017	139.060	139.055	139.169	139.118	139.014	139.158	138.915	139.124	100.572	100.556	100.558	100.532	100.586	100.506	100.552	100.560	100.501	100.550	100.554	100.498	100.562	100.554	100.554	100.545	100.608	100.571	100.538	100.551	100.558	100.561	100.588	100.548	100.586	100.586	100.606	100.555	100.546	100.509	100.625	100.554	2016_7_15_14_50_13
F2LS3EKPHFM2____	-26.187	-26.188	-26.153	-26.084	-26.220	-26.012	-26.149	-26.150	-26.041	-26.148	-26.150	-26.040	-26.118	-26.150	-26.116	-26.118	-26.292	-26.186	-26.121	-26.118	-26.151	-26.153	-26.219	-26.155	-26.185	-26.218	-26.293	-26.189	-26.117	-26.087	-26.296	-26.187	139.073	139.042	139.070	139.004	139.072	138.973	139.040	138.981	138.977	139.111	139.077	138.984	139.004	139.077	139.074	139.038	139.078	139.069	138.897	138.970	138.973	139.007	139.035	138.967	139.069	139.041	139.171	139.072	139.000	139.109	138.893	139.074	100.676	100.679	100.663	100.640	100.689	100.614	100.663	100.668	100.625	100.658	100.661	100.624	100.654	100.661	100.648	100.651	100.718	100.676	100.663	100.656	100.669	100.667	100.692	100.671	100.676	100.691	100.711	100.677	100.654	100.633	100.733	100.676	2016_7_15_14_50_16
F2LS3HFBHFM5____	-26.120	-26.080	-26.082	-26.011	-26.155	-25.943	-26.076	-26.081	-25.972	-26.080	-26.080	-25.977	-26.111	-26.080	-26.045	-26.044	-26.220	-26.114	-26.010	-26.045	-26.082	-26.083	-26.150	-26.047	-26.114	-26.153	-26.220	-26.080	-26.047	-25.976	-26.226	-26.118	139.097	139.103	139.092	138.973	139.096	138.981	139.010	138.983	139.065	139.176	139.051	139.053	138.905	139.051	139.138	139.013	139.138	139.090	138.961	138.923	139.022	138.982	139.060	138.990	139.092	139.015	139.205	139.136	138.983	139.176	138.886	139.138	100.765	100.749	100.751	100.731	100.779	100.704	100.754	100.758	100.709	100.743	100.753	100.712	100.776	100.753	100.733	100.741	100.802	100.764	100.732	100.748	100.756	100.759	100.780	100.744	100.763	100.785	100.797	100.747	100.745	100.702	100.823	100.761	2016_7_15_14_50_18
F2LS3HFRHFM5____	-26.002	-25.966	-25.967	-25.955	-26.033	-25.824	-25.961	-25.966	-25.858	-25.964	-25.967	-25.860	-25.934	-25.967	-25.933	-25.920	-26.106	-25.996	-25.899	-25.990	-25.968	-25.955	-26.037	-25.931	-25.999	-26.095	-26.141	-25.968	-25.990	-25.858	-26.107	-26.002	139.152	139.151	139.148	138.930	139.152	138.997	139.153	139.077	139.115	139.225	139.143	139.109	139.112	139.143	139.183	139.035	139.186	139.145	139.009	138.965	139.075	139.000	139.112	139.081	139.147	139.035	139.224	139.183	139.000	139.221	138.968	139.185	100.854	100.840	100.840	100.852	100.866	100.795	100.837	100.845	100.799	100.833	100.841	100.800	100.830	100.841	100.824	100.830	100.893	100.852	100.824	100.863	100.846	100.846	100.871	100.831	100.853	100.900	100.904	100.838	100.860	100.792	100.909	100.851	2016_7_15_14_50_35
F2LS3HQHHFM5____	-25.915	-25.877	-25.878	-25.843	-25.950	-25.744	-25.882	-25.909	-25.809	-25.912	-25.878	-25.807	-25.845	-25.878	-25.847	-25.842	-26.022	-25.915	-25.816	-25.846	-25.877	-25.880	-25.951	-25.846	-25.916	-25.984	-26.056	-25.879	-25.877	-25.786	-26.024	-25.916	139.091	139.089	139.091	138.993	139.090	139.019	139.086	138.992	139.052	139.129	139.099	139.052	139.052	139.099	139.122	139.029	139.124	139.089	138.945	138.988	139.021	139.027	139.055	138.991	139.089	139.031	139.192	139.094	138.990	139.129	138.917	139.123	100.375	100.360	100.361	100.354	100.389	100.313	100.363	100.381	100.336	100.371	100.360	100.335	100.351	100.360	100.346	100.351	100.415	100.376	100.347	100.356	100.366	100.366	100.392	100.355	100.376	100.407	100.424	100.361	100.368	100.321	100.432	100.374	2016_7_15_14_50_38
F2LS3HZVHFM5____	-25.840	-25.770	-25.803	-25.735	-25.876	-25.660	-25.839	-25.804	-25.697	-25.804	-25.808	-25.696	-25.771	-25.808	-25.774	-25.734	-25.950	-25.839	-25.704	-25.765	-25.806	-25.844	-25.874	-25.740	-25.837	-25.875	-25.952	-25.810	-25.769	-25.669	-25.948	-25.844	139.128	139.097	139.126	139.030	139.128	139.027	139.096	139.037	139.061	139.165	139.133	139.089	139.086	139.133	139.162	139.066	139.160	139.126	138.983	139.032	139.055	139.032	139.090	139.053	139.125	139.069	139.227	139.160	139.031	139.161	138.955	139.158	100.581	100.556	100.567	100.547	100.595	100.517	100.583	100.573	100.529	100.564	100.568	100.526	100.557	100.568	100.552	100.543	100.623	100.581	100.538	100.558	100.573	100.590	100.597	100.547	100.580	100.599	100.618	100.567	100.560	100.510	100.637	100.581	2016_7_15_14_50_40
F2LS3JESHFM5____	-25.706	-25.669	-25.792	-25.600	-25.739	-25.529	-25.701	-25.669	-25.563	-25.665	-25.669	-25.567	-25.638	-25.669	-25.633	-25.687	-25.881	-25.699	-25.601	-25.633	-25.671	-25.722	-25.735	-25.635	-25.740	-25.738	-25.806	-25.664	-25.634	-25.597	-25.812	-25.741	139.132	139.145	139.093	139.052	139.131	139.062	139.188	139.065	139.188	139.218	139.136	139.138	139.095	139.136	139.182	138.988	139.224	139.125	139.044	138.999	139.108	138.953	139.145	139.070	139.133	139.096	139.252	139.259	139.065	139.214	138.964	139.223	100.429	100.414	100.466	100.393	100.442	100.364	100.423	100.419	100.368	100.406	100.414	100.373	100.405	100.414	100.396	100.432	100.492	100.427	100.394	100.410	100.417	100.449	100.440	100.405	100.442	100.445	100.460	100.403	100.405	100.380	100.484	100.436	2016_7_15_14_50_42
F2LS3KLTHFM5____	-25.972	-25.907	-25.906	-25.837	-25.973	-25.765	-25.942	-25.905	-25.868	-25.905	-25.903	-25.798	-25.872	-25.903	-25.907	-25.900	-26.049	-25.973	-25.840	-25.870	-25.907	-25.940	-26.009	-25.908	-25.973	-25.973	-26.123	-25.945	-25.941	-25.843	-26.083	-25.944	139.151	139.151	139.156	139.091	139.154	139.082	139.144	139.088	139.084	139.187	139.164	139.112	139.113	139.164	139.182	139.089	139.187	139.152	138.997	139.057	139.083	139.057	139.122	139.037	139.152	139.125	139.252	139.182	139.045	139.186	138.972	139.184	100.504	100.478	100.477	100.454	100.504	100.426	100.492	100.482	100.468	100.474	100.475	100.438	100.467	100.475	100.476	100.480	100.532	100.504	100.463	100.470	100.483	100.498	100.521	100.487	100.504	100.506	100.556	100.491	100.499	100.450	100.561	100.490	2016_7_15_14_50_45
