SN	Distance_X_LOGO_Battery_Rigth1	Distance_X_LOGO_Battery_Rigth2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Rigth1	Distance_Y_LOGO_Battery_Rigth2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Rigth1	Angle_Battery_Rigth2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS3HQHHFM5____	-43.780	-44.493	-43.677	-43.890	-43.618	-43.704	-43.400	-43.478	-43.533	-43.933	-43.861	-43.685	-43.679	-43.703	-43.770	-43.968	-43.904	-43.914	-43.751	-43.831	-43.968	-43.928	-43.828	-43.803	-43.988	-43.683	-43.549	-43.760	-43.682	-43.832	-43.766	-43.780	-126.470	-126.530	-126.208	-126.539	-126.601	-126.426	-126.360	-126.355	-126.102	-126.453	-126.530	-126.212	-126.372	-126.178	-126.280	-126.250	-126.562	-126.550	-126.344	-126.476	-126.460	-126.619	-126.631	-126.703	-126.591	-126.321	-126.451	-126.358	-126.551	-126.376	-126.347	-126.463	250.600	250.321	250.606	250.566	250.684	250.625	250.739	250.707	250.649	250.536	250.576	250.603	250.627	250.590	250.578	250.493	250.563	250.557	250.594	250.581	250.523	250.562	250.603	250.624	250.533	250.619	250.691	250.593	250.652	250.566	250.589	250.599	2016_7_15_15_31_28
F2LS3EKPHFM2____	-43.373	-43.540	-43.434	-43.568	-43.276	-43.232	-43.118	-43.387	-43.414	-43.516	-43.565	-43.381	-43.264	-43.414	-43.472	-43.753	-43.368	-43.381	-43.344	-43.544	-43.764	-43.318	-43.413	-43.561	-43.711	-43.337	-43.326	-43.524	-43.398	-43.657	-43.543	-43.555	-125.975	-125.897	-125.662	-126.043	-126.045	-125.992	-126.057	-125.713	-125.747	-125.957	-125.669	-125.781	-125.813	-125.628	-125.854	-125.628	-125.752	-125.928	-125.741	-126.220	-126.033	-125.942	-125.889	-126.397	-126.221	-125.827	-126.026	-125.756	-125.937	-125.957	-125.914	-125.977	250.745	250.666	250.676	250.675	250.794	250.804	250.860	250.702	250.696	250.684	250.624	250.714	250.766	250.680	250.688	250.541	250.716	250.735	250.724	250.710	250.594	250.763	250.716	250.727	250.642	250.739	250.771	250.653	250.729	250.627	250.667	250.671	2016_7_15_15_31_39
F2LS3KLTHFM5____	-43.228	-43.342	-43.248	-43.342	-43.194	-43.269	-43.094	-43.167	-43.224	-43.448	-43.380	-43.239	-43.121	-43.368	-43.411	-43.519	-43.277	-43.337	-43.324	-43.387	-43.508	-43.308	-43.337	-43.339	-43.410	-43.265	-43.315	-43.336	-43.263	-43.445	-43.447	-43.439	-125.942	-126.295	-125.631	-125.992	-126.362	-126.259	-126.095	-125.981	-125.899	-126.227	-125.933	-125.821	-125.899	-125.782	-126.056	-126.017	-126.023	-126.036	-126.136	-126.257	-126.124	-126.337	-126.163	-126.485	-126.248	-125.982	-126.240	-125.967	-126.335	-125.986	-126.065	-126.397	250.819	250.822	250.767	250.780	250.891	250.847	250.895	250.850	250.815	250.770	250.756	250.798	250.857	250.740	250.761	250.712	250.810	250.788	250.807	250.799	250.731	250.842	250.806	250.850	250.788	250.810	250.825	250.779	250.860	250.737	250.747	250.797	2016_7_15_15_31_42
F2LS3SMLHFM5____	-43.666	-43.781	-43.525	-43.655	-43.399	-43.605	-43.192	-43.493	-43.433	-43.757	-43.816	-43.641	-43.506	-43.730	-43.669	-43.844	-43.560	-43.816	-43.659	-43.558	-43.908	-43.669	-43.668	-43.746	-43.921	-43.534	-43.334	-43.846	-43.533	-43.624	-43.623	-43.514	-126.113	-126.444	-125.929	-125.935	-126.186	-126.254	-126.312	-125.862	-125.883	-126.421	-126.339	-126.269	-126.003	-126.354	-126.169	-125.889	-125.956	-126.409	-126.176	-126.358	-126.357	-126.403	-126.036	-126.479	-126.654	-126.143	-126.173	-126.467	-126.259	-126.101	-126.055	-126.176	251.144	251.144	251.175	251.123	251.262	251.188	251.364	251.179	251.206	251.150	251.115	251.176	251.193	251.152	251.150	251.040	251.164	251.125	251.155	251.222	251.080	251.183	251.132	251.163	251.116	251.201	251.287	251.120	251.218	251.159	251.153	251.214	2016_7_15_15_31_47
F2LS38TUGRXL____	-43.789	-43.990	-43.745	-43.833	-43.488	-43.642	-43.402	-43.596	-43.592	-44.090	-43.862	-43.683	-43.549	-43.593	-43.873	-44.011	-43.592	-43.848	-43.811	-43.647	-43.940	-43.736	-43.897	-43.980	-44.042	-43.811	-43.546	-43.653	-43.806	-43.768	-43.885	-43.610	-126.472	-126.695	-126.221	-126.288	-126.645	-126.510	-126.553	-126.211	-126.251	-126.626	-126.348	-126.230	-126.194	-126.187	-126.435	-126.195	-126.206	-126.505	-126.429	-126.503	-126.526	-126.622	-126.391	-126.691	-126.536	-126.454	-126.419	-126.431	-126.570	-126.396	-126.366	-126.475	250.701	250.651	250.684	250.658	250.847	250.766	250.869	250.743	250.750	250.601	250.654	250.710	250.759	250.741	250.662	250.572	250.744	250.682	250.686	250.763	250.648	250.744	250.646	250.655	250.608	250.690	250.792	250.751	250.708	250.699	250.647	250.774	2016_7_15_15_32_01
F2LS3TKDHFM5____	-43.755	-43.811	-43.647	-43.777	-43.594	-43.255	-43.252	-43.621	-43.572	-43.837	-43.776	-43.659	-43.282	-43.514	-43.850	-43.921	-43.682	-43.803	-43.788	-43.849	-43.866	-43.653	-43.748	-43.725	-44.065	-43.722	-43.472	-43.681	-43.750	-43.865	-43.860	-43.698	-125.982	-125.900	-125.839	-125.852	-126.324	-126.094	-125.936	-125.902	-125.679	-125.963	-125.790	-125.723	-125.733	-125.680	-125.844	-125.755	-125.814	-125.991	-125.918	-126.171	-126.096	-126.128	-125.790	-126.273	-126.035	-125.838	-126.021	-125.919	-126.350	-125.951	-125.919	-126.026	250.497	250.463	250.521	250.470	250.611	250.716	250.695	250.540	250.529	250.461	250.462	250.500	250.654	250.553	250.439	250.398	250.503	250.479	250.475	250.486	250.468	250.559	250.473	250.550	250.379	250.490	250.618	250.518	250.551	250.448	250.446	250.527	2016_7_15_15_32_04
F2LS3MG9HFM5____	-43.739	-43.844	-43.739	-43.754	-43.528	-43.502	-43.452	-43.538	-43.634	-43.879	-43.739	-43.702	-43.599	-43.630	-43.776	-43.949	-43.844	-43.879	-43.669	-43.738	-43.949	-43.739	-43.756	-43.746	-43.844	-43.818	-43.595	-43.739	-43.615	-43.941	-43.941	-43.810	-125.866	-126.111	-125.796	-125.729	-125.927	-125.981	-125.929	-125.770	-125.901	-126.111	-125.721	-125.787	-125.971	-125.678	-125.843	-125.831	-125.761	-126.146	-125.791	-126.036	-126.041	-126.286	-125.779	-126.268	-126.251	-125.831	-125.906	-125.756	-126.107	-125.879	-125.906	-125.971	250.542	250.534	250.533	250.517	250.637	250.655	250.668	250.610	250.590	250.520	250.522	250.546	250.614	250.560	250.524	250.452	250.485	250.525	250.560	250.567	250.482	250.602	250.523	250.596	250.554	250.505	250.606	250.527	250.627	250.462	250.466	250.528	2016_7_15_15_32_07
F2LS3BDVGRXL____	-43.610	-43.599	-43.498	-43.613	-43.540	-43.543	-43.190	-43.400	-43.482	-43.672	-43.617	-43.511	-43.447	-43.541	-43.602	-43.794	-43.441	-43.567	-43.588	-43.711	-43.780	-43.680	-43.483	-43.680	-43.715	-43.474	-43.464	-43.762	-43.696	-43.722	-43.716	-43.565	-126.560	-126.445	-126.037	-126.267	-126.770	-126.541	-126.480	-126.194	-126.294	-126.505	-126.214	-126.212	-126.176	-126.172	-126.330	-126.224	-126.183	-126.599	-126.400	-126.481	-126.587	-126.630	-126.363	-126.770	-126.805	-126.375	-126.701	-126.376	-126.559	-126.380	-126.341	-126.578	251.354	251.343	251.327	251.312	251.412	251.379	251.513	251.388	251.369	251.322	251.303	251.346	251.367	251.328	251.325	251.233	251.370	251.377	251.341	251.303	251.289	251.336	251.378	251.355	251.346	251.384	251.433	251.267	251.319	251.284	251.281	251.375	2016_7_15_15_32_09
F2LS35BZHFM1____	-43.436	-43.676	-43.324	-43.483	-43.206	-43.109	-42.941	-43.404	-43.451	-43.586	-43.395	-43.339	-43.150	-43.487	-43.451	-43.593	-43.481	-43.379	-43.527	-43.480	-43.539	-43.381	-43.421	-43.453	-43.637	-43.523	-43.459	-43.592	-43.387	-43.548	-43.485	-43.373	-126.608	-126.784	-126.340	-126.366	-126.772	-126.618	-126.566	-126.343	-126.457	-126.594	-126.307	-126.301	-126.252	-126.379	-126.772	-126.438	-126.447	-126.571	-126.553	-126.624	-126.601	-126.683	-126.515	-126.838	-126.563	-126.587	-126.659	-126.508	-126.635	-126.528	-126.489	-126.715	250.729	250.657	250.737	250.677	250.845	250.863	250.924	250.706	250.702	250.667	250.704	250.726	250.796	250.677	250.746	250.642	250.689	250.747	250.685	250.714	250.687	250.762	250.723	250.754	250.642	250.691	250.727	250.652	250.753	250.673	250.693	250.770	2016_7_15_15_32_36
F2LS3HZVHFM5____	-42.439	-42.544	-42.509	-42.437	-42.299	-42.324	-42.033	-42.369	-42.322	-42.587	-42.525	-42.358	-42.232	-42.342	-42.548	-42.665	-42.546	-42.464	-42.319	-42.498	-42.563	-42.452	-42.481	-42.522	-42.635	-42.369	-42.344	-42.509	-42.483	-42.569	-42.467	-42.614	-126.484	-126.589	-125.994	-126.320	-126.554	-126.463	-126.590	-126.484	-126.229	-126.503	-126.073	-126.450	-126.089	-126.029	-126.019	-125.970	-126.362	-126.229	-126.253	-126.507	-126.447	-126.356	-126.117	-126.626	-126.514	-126.061	-126.369	-126.484	-126.536	-126.358	-126.195	-126.659	251.740	251.712	251.644	251.718	251.807	251.784	251.920	251.769	251.753	251.682	251.649	251.769	251.770	251.717	251.632	251.577	251.680	251.695	251.757	251.719	251.684	251.717	251.673	251.725	251.664	251.711	251.763	251.712	251.729	251.670	251.689	251.693	2016_7_15_15_32_41
