SN	Distance_X_LOGO_MainBoard_LD1	Distance_X_LOGO_MainBoard_LD2	Distance_X_LOGO_MainBoard_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_LD1	Distance_Y_LOGO_MainBoard_LD2	Distance_Y_LOGO_MainBoard_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_LD1	Angle_MainBoard_LD2	Angle_MainBoard_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
F2LS339XHFM1____	-0.259	-0.261	-0.260	-0.256	-0.261	-0.260	-0.211	-0.261	-0.258	-0.261	-0.216	-0.215	-0.258	-0.261	-0.220	-0.216	-0.216	-0.220	-0.216	-0.260	-0.303	-0.260	-0.216	-0.301	-0.261	-0.260	-0.256	-0.260	-0.216	-0.216	-0.262	-0.259	0.187	0.182	0.182	0.182	0.146	0.186	0.231	0.181	0.141	0.148	0.183	0.181	0.147	0.183	0.148	0.183	0.183	0.183	0.183	0.182	0.144	0.182	0.186	0.178	0.180	0.182	0.182	0.183	0.186	0.183	0.183	0.183	-0.762	-0.762	-0.761	-0.760	-0.752	-0.761	-0.751	-0.761	-0.749	-0.752	-0.741	-0.740	-0.751	-0.762	-0.733	-0.741	-0.741	-0.743	-0.742	-0.761	-0.771	-0.761	-0.741	-0.779	-0.760	-0.761	-0.759	-0.761	-0.741	-0.741	-0.762	-0.761	-0.247	0.177	-0.754	2016_7_15_15_57_47
F2LS3HFRHFM5____	-0.197	-0.197	-0.199	-0.200	-0.196	-0.197	-0.154	-0.196	-0.154	-0.155	-0.197	-0.199	-0.197	-0.195	-0.198	-0.197	-0.197	-0.243	-0.199	-0.198	-0.199	-0.198	-0.200	-0.243	-0.155	-0.198	-0.198	-0.154	-0.200	-0.197	-0.157	-0.156	0.077	0.075	0.074	0.107	0.069	0.072	0.073	0.071	0.071	0.070	0.070	0.072	0.069	0.075	0.072	0.070	0.070	0.074	0.074	0.072	0.073	0.072	0.073	0.032	0.072	0.072	0.074	0.074	0.073	0.070	0.073	0.072	-0.136	-0.135	-0.136	-0.145	-0.133	-0.135	-0.115	-0.134	-0.115	-0.114	-0.134	-0.136	-0.134	-0.134	-0.135	-0.134	-0.134	-0.157	-0.136	-0.134	-0.135	-0.134	-0.136	-0.145	-0.116	-0.134	-0.136	-0.115	-0.136	-0.134	-0.116	-0.116	-0.191	0.072	-0.132	2016_7_15_15_57_50
F2LS3JESHFM5____	-0.280	-0.280	-0.279	-0.279	-0.275	-0.277	-0.276	-0.275	-0.278	-0.234	-0.276	-0.276	-0.274	-0.274	-0.273	-0.276	-0.276	-0.274	-0.276	-0.275	-0.278	-0.275	-0.274	-0.278	-0.280	-0.275	-0.277	-0.274	-0.274	-0.276	-0.276	-0.278	-0.056	-0.055	-0.053	-0.047	-0.052	-0.050	-0.050	-0.011	-0.048	-0.050	-0.050	-0.049	-0.048	-0.051	-0.049	-0.050	-0.050	-0.051	-0.053	-0.052	-0.010	-0.052	-0.052	-0.050	0.024	-0.052	-0.052	-0.053	-0.052	-0.050	-0.051	-0.053	-0.126	-0.126	-0.126	-0.127	-0.125	-0.126	-0.126	-0.136	-0.127	-0.106	-0.126	-0.126	-0.125	-0.125	-0.126	-0.126	-0.126	-0.124	-0.125	-0.125	-0.137	-0.125	-0.124	-0.127	-0.147	-0.125	-0.126	-0.125	-0.124	-0.126	-0.125	-0.126	-0.275	-0.046	-0.126	2016_7_15_15_57_53
F2LS3HFBHFM5____	0.146	0.196	0.151	0.147	0.151	0.148	0.242	0.194	0.242	0.151	0.150	0.149	0.151	0.146	0.150	0.150	0.150	0.195	0.148	0.149	0.197	0.149	0.195	0.197	0.149	0.149	0.148	0.149	0.195	0.150	0.148	0.148	-0.091	-0.094	-0.093	-0.127	-0.130	-0.136	-0.119	-0.090	-0.079	-0.091	-0.129	-0.133	-0.091	-0.128	-0.130	-0.129	-0.129	-0.128	-0.128	-0.128	-0.090	-0.128	-0.085	-0.089	-0.123	-0.128	-0.128	-0.127	-0.085	-0.129	-0.128	-0.130	0.097	0.120	0.100	0.106	0.109	0.109	0.148	0.118	0.137	0.099	0.108	0.109	0.098	0.106	0.108	0.108	0.108	0.129	0.108	0.107	0.119	0.107	0.117	0.119	0.106	0.107	0.107	0.107	0.117	0.108	0.107	0.108	0.165	-0.115	0.111	2016_7_15_15_57_55
F2LS3A7AHFM2____	-0.216	-0.254	-0.208	-0.213	-0.212	-0.213	-0.215	-0.254	-0.212	-0.255	-0.214	-0.212	-0.173	-0.248	-0.256	-0.214	-0.214	-0.212	-0.213	-0.213	-0.254	-0.213	-0.214	-0.211	-0.211	-0.213	-0.255	-0.211	-0.214	-0.214	-0.209	-0.211	0.210	0.165	0.126	0.121	0.125	0.161	0.123	0.125	0.161	0.123	0.121	0.125	0.163	0.117	0.156	0.121	0.121	0.117	0.121	0.119	0.120	0.119	0.120	0.121	0.122	0.119	0.121	0.121	0.120	0.121	0.123	0.126	0.083	0.077	0.109	0.108	0.107	0.097	0.107	0.088	0.098	0.087	0.107	0.108	0.115	0.093	0.080	0.107	0.107	0.109	0.108	0.109	0.089	0.109	0.108	0.109	0.109	0.109	0.088	0.109	0.108	0.107	0.109	0.108	-0.220	0.131	0.102	2016_7_15_15_57_58
F2LS3A8AGRXL____	-0.081	-0.084	-0.082	-0.079	-0.078	-0.077	-0.123	-0.081	-0.077	-0.079	-0.079	-0.078	-0.079	-0.120	-0.079	-0.079	-0.079	-0.123	-0.075	-0.076	-0.079	-0.076	-0.074	-0.077	-0.079	-0.076	-0.076	-0.078	-0.074	-0.079	-0.079	-0.077	-0.102	-0.103	-0.058	-0.097	-0.101	-0.099	-0.100	-0.101	-0.100	-0.099	-0.138	-0.141	-0.100	-0.139	-0.100	-0.138	-0.138	-0.100	-0.101	-0.138	-0.101	-0.138	-0.141	-0.100	-0.099	-0.138	-0.138	-0.138	-0.141	-0.138	-0.138	-0.139	-0.474	-0.475	-0.486	-0.474	-0.473	-0.473	-0.494	-0.474	-0.472	-0.474	-0.463	-0.462	-0.474	-0.482	-0.474	-0.463	-0.463	-0.494	-0.471	-0.463	-0.473	-0.463	-0.461	-0.473	-0.474	-0.463	-0.462	-0.462	-0.461	-0.463	-0.463	-0.462	-0.082	-0.117	-0.470	2016_7_15_15_58_01
F2LS39Q6GRXL____	-0.183	-0.221	-0.222	-0.224	-0.221	-0.224	-0.226	-0.220	-0.223	-0.223	-0.222	-0.224	-0.221	-0.216	-0.219	-0.222	-0.222	-0.218	-0.185	-0.185	-0.219	-0.185	-0.221	-0.219	-0.220	-0.185	-0.217	-0.218	-0.221	-0.222	-0.220	-0.221	-0.076	-0.071	-0.069	-0.071	-0.074	-0.072	-0.073	-0.070	-0.072	-0.072	-0.071	-0.068	-0.072	-0.074	-0.071	-0.071	-0.071	-0.073	-0.072	-0.074	-0.071	-0.074	-0.074	-0.070	-0.071	-0.074	-0.072	-0.075	-0.074	-0.071	-0.071	-0.070	0.009	-0.009	-0.010	-0.011	-0.009	-0.011	-0.011	-0.009	-0.010	-0.010	-0.011	-0.012	-0.010	-0.007	-0.009	-0.011	-0.011	-0.008	0.007	0.008	-0.010	0.008	-0.010	-0.009	-0.009	0.008	-0.008	-0.008	-0.010	-0.011	-0.009	-0.010	-0.215	-0.072	-0.007	2016_7_15_15_58_03
F2LS38VQGRXL____	-0.140	-0.141	-0.140	-0.143	-0.177	-0.141	-0.145	-0.141	-0.173	-0.143	-0.140	-0.141	-0.171	-0.137	-0.175	-0.140	-0.140	-0.141	-0.140	-0.140	-0.141	-0.140	-0.175	-0.140	-0.143	-0.140	-0.138	-0.141	-0.175	-0.140	-0.141	-0.139	-0.078	-0.079	-0.118	-0.114	-0.118	-0.081	-0.116	-0.120	-0.081	-0.118	-0.120	-0.121	-0.084	-0.119	-0.118	-0.120	-0.120	-0.118	-0.118	-0.118	-0.082	-0.118	-0.119	-0.084	-0.119	-0.118	-0.114	-0.079	-0.119	-0.120	-0.119	-0.119	-0.084	-0.084	-0.074	-0.076	-0.091	-0.084	-0.076	-0.073	-0.099	-0.075	-0.073	-0.073	-0.097	-0.072	-0.090	-0.073	-0.073	-0.074	-0.074	-0.074	-0.084	-0.074	-0.089	-0.083	-0.075	-0.074	-0.074	-0.084	-0.089	-0.073	-0.074	-0.073	-0.147	-0.109	-0.079	2016_7_15_15_58_06
F2LS30UNGRX8____	-0.481	-0.444	-0.483	-0.486	-0.443	-0.438	-0.483	-0.443	-0.485	-0.490	-0.487	-0.442	-0.441	-0.487	-0.489	-0.487	-0.487	-0.483	-0.443	-0.485	-0.488	-0.485	-0.487	-0.444	-0.444	-0.485	-0.443	-0.488	-0.487	-0.487	-0.488	-0.401	-0.187	-0.145	-0.182	-0.143	-0.144	-0.140	-0.184	-0.143	-0.142	-0.177	-0.142	-0.175	-0.175	-0.141	-0.143	-0.142	-0.142	-0.140	-0.141	-0.140	-0.141	-0.140	-0.140	-0.142	-0.143	-0.140	-0.142	-0.143	-0.140	-0.142	-0.145	-0.138	-0.216	-0.210	-0.219	-0.230	-0.210	-0.208	-0.219	-0.210	-0.230	-0.222	-0.230	-0.202	-0.201	-0.232	-0.231	-0.230	-0.230	-0.230	-0.210	-0.230	-0.232	-0.230	-0.231	-0.211	-0.211	-0.230	-0.211	-0.231	-0.231	-0.230	-0.231	-0.192	-0.470	-0.149	-0.221	2016_7_15_15_58_09
F2LS3957GRXL____	-0.081	-0.078	-0.076	-0.119	-0.116	-0.081	-0.080	-0.078	-0.082	-0.081	-0.080	-0.121	-0.080	-0.077	-0.117	-0.080	-0.080	-0.079	-0.077	-0.078	-0.079	-0.078	-0.077	-0.077	-0.081	-0.078	-0.077	-0.079	-0.077	-0.080	-0.117	-0.078	0.185	0.178	0.214	0.214	0.213	0.180	0.214	0.141	0.180	0.213	0.182	0.178	0.217	0.147	0.178	0.182	0.182	0.181	0.180	0.181	0.181	0.181	0.178	0.215	0.180	0.181	0.180	0.214	0.178	0.182	0.144	0.178	-0.397	-0.393	-0.402	-0.422	-0.421	-0.396	-0.404	-0.384	-0.396	-0.404	-0.396	-0.413	-0.405	-0.385	-0.412	-0.396	-0.396	-0.395	-0.394	-0.394	-0.395	-0.394	-0.393	-0.402	-0.396	-0.394	-0.393	-0.404	-0.393	-0.396	-0.402	-0.394	-0.085	0.185	-0.399	2016_7_15_15_58_12
