SN	Distance_X_LOGO_MainBoard_LD1	Distance_X_LOGO_MainBoard_LD2	Distance_X_LOGO_MainBoard_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_LD1	Distance_Y_LOGO_MainBoard_LD2	Distance_Y_LOGO_MainBoard_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_LD1	Angle_MainBoard_LD2	Angle_MainBoard_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
F2LS3HQHHFM5____	0.094	0.133	0.135	0.095	0.135	0.133	0.137	0.138	0.093	0.136	0.138	0.138	0.097	0.096	0.097	0.138	0.138	0.138	0.099	0.139	0.095	0.139	0.135	0.137	0.137	0.139	0.137	0.138	0.135	0.138	0.138	0.100	0.105	0.110	0.115	0.063	0.114	0.071	0.111	0.116	0.063	0.113	0.115	0.116	0.113	0.113	0.110	0.115	0.115	0.114	0.111	0.114	0.110	0.114	0.071	0.114	0.113	0.114	0.113	0.112	0.071	0.115	0.115	0.114	-0.542	-0.525	-0.525	-0.530	-0.525	-0.514	-0.524	-0.525	-0.531	-0.525	-0.524	-0.525	-0.543	-0.543	-0.542	-0.524	-0.524	-0.523	-0.541	-0.523	-0.543	-0.523	-0.513	-0.524	-0.524	-0.523	-0.524	-0.524	-0.513	-0.524	-0.524	-0.541	0.125	0.106	-0.527	2016_7_15_15_57_18
F2LS3EKPHFM2____	-0.065	-0.067	-0.068	-0.062	-0.070	-0.070	-0.112	-0.067	-0.111	-0.064	-0.066	-0.065	-0.066	-0.062	-0.066	-0.066	-0.066	-0.065	-0.068	-0.066	-0.068	-0.066	-0.068	-0.067	-0.068	-0.066	-0.068	-0.069	-0.068	-0.066	-0.070	-0.068	-0.027	-0.032	-0.031	0.010	-0.074	-0.068	-0.083	-0.032	-0.041	-0.031	-0.030	-0.030	-0.031	0.014	-0.070	-0.030	-0.030	-0.031	-0.032	0.008	-0.031	0.008	0.009	-0.032	-0.036	0.008	-0.034	-0.036	0.009	-0.030	-0.034	-0.070	-0.448	-0.448	-0.448	-0.456	-0.437	-0.439	-0.455	-0.448	-0.465	-0.446	-0.447	-0.447	-0.447	-0.457	-0.436	-0.447	-0.447	-0.447	-0.447	-0.458	-0.448	-0.458	-0.459	-0.448	-0.447	-0.458	-0.447	-0.447	-0.459	-0.447	-0.448	-0.438	-0.069	-0.029	-0.449	2016_7_15_15_57_21
F2LS3KLTHFM5____	-0.427	-0.428	-0.428	-0.463	-0.466	-0.468	-0.467	-0.429	-0.385	-0.465	-0.430	-0.466	-0.428	-0.431	-0.428	-0.430	-0.430	-0.428	-0.428	-0.430	-0.391	-0.430	-0.430	-0.385	-0.469	-0.430	-0.428	-0.468	-0.430	-0.430	-0.469	-0.464	-0.067	-0.064	-0.063	-0.066	-0.068	-0.069	-0.026	-0.063	-0.018	-0.027	-0.064	-0.068	-0.065	-0.065	-0.060	-0.064	-0.064	-0.063	-0.066	-0.065	-0.067	-0.065	-0.064	-0.026	-0.066	-0.065	-0.065	-0.067	-0.064	-0.064	-0.067	-0.070	-0.851	-0.850	-0.851	-0.867	-0.867	-0.868	-0.879	-0.851	-0.843	-0.877	-0.852	-0.868	-0.851	-0.852	-0.851	-0.852	-0.852	-0.851	-0.850	-0.852	-0.833	-0.852	-0.852	-0.841	-0.870	-0.852	-0.851	-0.869	-0.852	-0.852	-0.869	-0.866	-0.437	-0.060	-0.856	2016_7_15_15_57_23
F2LS3SMLHFM5____	-0.054	-0.013	-0.016	-0.059	-0.061	-0.016	-0.012	-0.019	-0.016	-0.014	-0.019	-0.059	-0.058	-0.057	-0.056	-0.019	-0.019	-0.019	-0.017	-0.019	0.030	-0.019	-0.018	-0.014	-0.018	-0.019	-0.014	-0.054	-0.018	-0.019	-0.055	-0.060	-0.073	-0.028	-0.028	-0.113	-0.074	-0.073	-0.027	-0.070	-0.071	-0.028	-0.071	-0.074	-0.114	-0.071	-0.073	-0.071	-0.071	-0.070	-0.070	-0.070	-0.020	-0.070	-0.070	-0.073	-0.072	-0.070	-0.072	-0.072	-0.070	-0.071	-0.073	-0.073	0.008	0.016	0.014	0.017	0.006	0.025	0.016	0.023	0.026	0.015	0.024	0.007	0.018	0.006	0.008	0.024	0.024	0.024	0.024	0.023	0.033	0.023	0.024	0.026	0.025	0.023	0.026	0.009	0.024	0.024	0.007	0.006	-0.028	-0.067	0.019	2016_7_15_15_57_26
F2LS38TUGRXL____	0.094	0.059	0.131	0.128	0.096	0.127	0.128	0.133	0.128	0.129	0.094	0.095	0.096	0.129	0.129	0.094	0.094	0.130	0.127	0.095	0.094	0.095	0.127	0.130	0.128	0.095	0.126	0.131	0.127	0.094	0.129	0.129	-0.065	-0.114	-0.067	-0.068	-0.067	-0.068	-0.067	-0.109	-0.072	-0.068	-0.069	-0.067	-0.064	-0.070	-0.068	-0.069	-0.069	-0.070	-0.069	-0.070	-0.067	-0.070	-0.068	-0.068	-0.070	-0.070	-0.070	-0.068	-0.068	-0.069	-0.068	-0.067	0.760	0.756	0.777	0.776	0.761	0.776	0.776	0.789	0.777	0.776	0.761	0.761	0.760	0.777	0.777	0.761	0.761	0.778	0.776	0.761	0.760	0.761	0.775	0.777	0.777	0.761	0.776	0.776	0.775	0.761	0.776	0.776	0.114	-0.071	0.770	2016_7_15_15_57_29
F2LS3TKDHFM5____	-0.062	-0.063	-0.061	-0.061	-0.062	-0.018	-0.023	-0.056	-0.019	-0.059	-0.026	-0.060	-0.059	-0.099	-0.060	-0.026	-0.026	-0.022	-0.023	-0.024	-0.022	-0.024	-0.061	-0.063	-0.025	-0.024	-0.061	-0.060	-0.061	-0.026	-0.022	-0.061	-0.250	-0.251	-0.286	-0.318	-0.283	-0.244	-0.281	-0.249	-0.243	-0.248	-0.280	-0.244	-0.246	-0.246	-0.280	-0.280	-0.280	-0.283	-0.246	-0.245	-0.248	-0.245	-0.248	-0.247	-0.282	-0.245	-0.248	-0.248	-0.248	-0.280	-0.247	-0.246	0.176	0.175	0.185	0.194	0.184	0.194	0.201	0.178	0.193	0.176	0.200	0.174	0.176	0.157	0.183	0.200	0.200	0.202	0.192	0.191	0.193	0.191	0.176	0.174	0.201	0.191	0.176	0.176	0.176	0.200	0.193	0.175	-0.044	-0.260	0.186	2016_7_15_15_57_32
F2LS3MG9HFM5____	0.212	0.209	0.208	0.208	0.250	0.247	0.205	0.206	0.208	0.248	0.207	0.208	0.248	0.251	0.247	0.207	0.207	0.209	0.208	0.209	0.208	0.209	0.207	0.206	0.208	0.209	0.250	0.249	0.207	0.207	0.251	0.208	-0.094	-0.137	-0.138	-0.135	-0.094	-0.095	-0.137	-0.094	-0.134	-0.096	-0.134	-0.134	-0.092	-0.092	-0.092	-0.134	-0.134	-0.135	-0.136	-0.135	-0.090	-0.135	-0.134	-0.092	-0.137	-0.135	-0.134	-0.094	-0.134	-0.134	-0.136	-0.093	0.168	0.178	0.178	0.177	0.185	0.184	0.177	0.165	0.177	0.185	0.176	0.176	0.184	0.185	0.184	0.176	0.176	0.177	0.177	0.177	0.165	0.177	0.176	0.164	0.178	0.177	0.197	0.185	0.176	0.176	0.197	0.166	0.219	-0.119	0.178	2016_7_15_15_57_34
F2LS3BDVGRXL____	-0.002	-0.006	-0.004	-0.085	0.035	-0.010	-0.009	-0.004	-0.004	-0.007	-0.005	-0.005	0.038	0.035	0.036	-0.005	-0.005	-0.004	-0.004	-0.006	-0.005	-0.006	-0.006	-0.007	0.037	-0.006	-0.005	0.034	-0.006	-0.005	-0.008	-0.004	-0.166	-0.163	-0.160	-0.203	-0.160	-0.204	-0.204	-0.164	-0.164	-0.160	-0.163	-0.158	-0.159	-0.162	-0.159	-0.163	-0.163	-0.162	-0.161	-0.162	-0.163	-0.162	-0.164	-0.169	-0.161	-0.162	-0.199	-0.163	-0.164	-0.163	-0.163	-0.159	-0.531	-0.534	-0.534	-0.559	-0.516	-0.525	-0.524	-0.533	-0.532	-0.535	-0.533	-0.535	-0.514	-0.515	-0.516	-0.533	-0.533	-0.533	-0.534	-0.534	-0.533	-0.534	-0.534	-0.533	-0.514	-0.534	-0.524	-0.515	-0.534	-0.533	-0.535	-0.534	-0.000	-0.167	-0.530	2016_7_15_15_57_38
F2LS35BZHFM1____	-0.092	-0.093	-0.090	-0.092	-0.094	-0.130	-0.134	-0.094	-0.093	-0.134	-0.093	-0.092	-0.133	-0.093	-0.133	-0.093	-0.093	-0.132	-0.091	-0.093	-0.175	-0.093	-0.092	-0.092	-0.133	-0.093	-0.090	-0.091	-0.092	-0.093	-0.092	-0.092	-0.233	-0.200	-0.198	-0.200	-0.238	-0.200	-0.239	-0.240	-0.201	-0.237	-0.201	-0.201	-0.239	-0.237	-0.242	-0.201	-0.201	-0.241	-0.201	-0.203	-0.242	-0.203	-0.201	-0.204	-0.201	-0.203	-0.201	-0.199	-0.201	-0.201	-0.202	-0.200	0.578	0.569	0.570	0.569	0.579	0.552	0.561	0.580	0.570	0.560	0.569	0.570	0.561	0.578	0.562	0.569	0.569	0.562	0.570	0.570	0.543	0.570	0.570	0.570	0.552	0.570	0.571	0.570	0.570	0.569	0.570	0.569	-0.104	-0.213	0.568	2016_7_15_15_57_41
F2LS3HZVHFM5____	-0.493	-0.446	-0.492	-0.490	-0.490	-0.492	-0.493	-0.411	-0.450	-0.490	-0.491	-0.449	-0.494	-0.494	-0.456	-0.491	-0.491	-0.535	-0.454	-0.491	-0.494	-0.491	-0.452	-0.492	-0.491	-0.491	-0.530	-0.492	-0.452	-0.491	-0.491	-0.490	0.078	0.082	0.113	0.112	0.116	0.112	0.113	0.110	0.112	0.113	0.115	0.114	0.078	0.109	0.078	0.115	0.115	0.073	0.084	0.115	0.112	0.115	0.115	0.115	0.116	0.115	0.081	0.112	0.115	0.115	0.080	0.114	-0.218	-0.198	-0.228	-0.226	-0.227	-0.227	-0.228	-0.189	-0.208	-0.226	-0.227	-0.208	-0.219	-0.227	-0.201	-0.227	-0.227	-0.237	-0.201	-0.228	-0.228	-0.228	-0.210	-0.227	-0.227	-0.228	-0.236	-0.227	-0.210	-0.227	-0.218	-0.226	-0.483	0.105	-0.221	2016_7_15_15_57_44
