SN	Distance_X_LOGO_Motor1	Distance_X_LOGO_motor2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Motor1	Distance_Y_LOGO_motor2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Motor1	Angle_motor2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS3A7AHFM2____	-23.698	-23.592	-23.625	-23.655	-23.764	-23.729	-23.693	-23.661	-23.692	-23.658	-23.658	-23.695	-23.624	-23.623	-23.626	-23.626	-23.622	-23.660	-23.625	-23.626	-23.695	-23.660	-23.695	-23.656	-23.622	-23.659	-23.658	-23.654	-23.590	-23.591	-23.589	-23.624	-138.450	-138.547	-138.593	-138.450	-138.639	-138.591	-138.559	-138.559	-138.570	-138.531	-138.490	-138.455	-138.535	-138.531	-138.489	-138.489	-138.452	-138.490	-138.501	-138.452	-138.455	-138.417	-138.455	-138.382	-138.418	-138.455	-138.497	-138.380	-138.451	-138.487	-138.418	-138.498	259.929	259.978	259.968	259.946	259.915	259.926	259.938	259.951	259.940	259.951	259.948	259.931	259.964	259.964	259.961	259.961	259.960	259.947	259.962	259.958	259.931	259.942	259.931	259.941	259.957	259.945	259.948	259.942	259.973	259.975	259.971	259.962	2016_7_15_16_07_20
F2LS3A8AGRXL____	-23.797	-23.655	-23.699	-23.756	-23.830	-23.795	-23.757	-23.723	-23.760	-23.723	-23.761	-23.764	-23.689	-23.688	-23.688	-23.688	-23.692	-23.723	-23.689	-23.688	-23.764	-23.723	-23.764	-23.724	-23.690	-23.728	-23.727	-23.728	-23.653	-23.653	-23.652	-23.688	-138.445	-138.535	-138.587	-138.445	-138.617	-138.556	-138.543	-138.541	-138.548	-138.508	-138.476	-138.441	-138.513	-138.508	-138.475	-138.475	-138.444	-138.474	-138.478	-138.437	-138.441	-138.403	-138.441	-138.375	-138.411	-138.442	-138.478	-138.376	-138.438	-138.474	-138.405	-138.474	259.889	259.952	259.938	259.905	259.887	259.897	259.911	259.925	259.911	259.923	259.905	259.902	259.937	259.937	259.934	259.934	259.931	259.920	259.935	259.932	259.902	259.916	259.902	259.913	259.929	259.916	259.919	259.912	259.946	259.949	259.944	259.934	2016_7_15_16_07_27
F2LS3BDVGRXL____	-23.478	-23.366	-23.417	-23.440	-23.545	-23.509	-23.473	-23.440	-23.473	-23.438	-23.475	-23.475	-23.405	-23.438	-23.404	-23.404	-23.403	-23.437	-23.407	-23.405	-23.475	-23.439	-23.475	-23.433	-23.396	-23.440	-23.477	-23.441	-23.370	-23.337	-23.368	-23.403	-138.643	-138.729	-138.746	-138.604	-138.827	-138.776	-138.744	-138.744	-138.760	-138.717	-138.680	-138.644	-138.724	-138.720	-138.680	-138.680	-138.639	-138.677	-138.690	-138.641	-138.644	-138.603	-138.644	-138.572	-138.607	-138.649	-138.691	-138.533	-138.643	-138.676	-138.607	-138.686	260.035	260.086	260.066	260.048	260.021	260.032	260.044	260.057	260.045	260.056	260.039	260.036	260.070	260.056	260.067	260.067	260.065	260.054	260.067	260.064	260.036	260.048	260.036	260.048	260.065	260.051	260.038	260.042	260.078	260.094	260.077	260.068	2016_7_15_16_07_30
F2LS3EKPHFM2____	-23.402	-23.307	-23.336	-23.372	-23.474	-23.438	-23.401	-23.369	-23.403	-23.368	-23.371	-23.406	-23.335	-23.333	-23.333	-23.333	-23.338	-23.369	-23.336	-23.334	-23.406	-23.368	-23.406	-23.370	-23.336	-23.372	-23.371	-23.373	-23.299	-23.299	-23.297	-23.334	-138.448	-138.539	-138.589	-138.410	-138.631	-138.561	-138.550	-138.549	-138.561	-138.522	-138.482	-138.447	-138.526	-138.525	-138.480	-138.480	-138.447	-138.480	-138.490	-138.446	-138.447	-138.411	-138.447	-138.380	-138.414	-138.451	-138.493	-138.340	-138.444	-138.480	-138.411	-138.490	260.173	260.217	260.209	260.182	260.157	260.166	260.180	260.193	260.180	260.191	260.188	260.171	260.205	260.206	260.203	260.203	260.199	260.188	260.202	260.200	260.171	260.184	260.171	260.181	260.197	260.185	260.188	260.177	260.214	260.216	260.213	260.203	2016_7_15_16_07_33
F2LS3HFBHFM5____	-23.366	-23.236	-23.273	-23.301	-23.407	-23.369	-23.333	-23.299	-23.335	-23.300	-23.304	-23.339	-23.266	-23.265	-23.265	-23.265	-23.269	-23.301	-23.266	-23.267	-23.339	-23.298	-23.339	-23.301	-23.266	-23.304	-23.305	-23.301	-23.201	-23.231	-23.198	-23.265	-138.441	-138.532	-138.583	-138.441	-138.622	-138.575	-138.543	-138.540	-138.553	-138.511	-138.476	-138.441	-138.515	-138.512	-138.473	-138.473	-138.440	-138.473	-138.481	-138.437	-138.441	-138.401	-138.441	-138.374	-138.407	-138.445	-138.482	-138.373	-138.437	-138.473	-138.403	-138.478	260.066	260.125	260.113	260.092	260.062	260.074	260.087	260.100	260.086	260.098	260.094	260.077	260.112	260.112	260.109	260.109	260.105	260.095	260.109	260.106	260.077	260.091	260.077	260.088	260.104	260.091	260.094	260.088	260.133	260.123	260.131	260.109	2016_7_15_16_07_36
F2LS3HFRHFM5____	-23.541	-23.423	-23.470	-23.499	-23.602	-23.565	-23.502	-23.467	-23.502	-23.495	-23.502	-23.538	-23.432	-23.430	-23.432	-23.432	-23.459	-23.494	-23.431	-23.432	-23.538	-23.467	-23.538	-23.497	-23.462	-23.502	-23.500	-23.500	-23.398	-23.398	-23.397	-23.430	-138.312	-138.435	-138.455	-138.313	-138.496	-138.451	-138.420	-138.418	-138.428	-138.389	-138.352	-138.318	-138.393	-138.389	-138.351	-138.351	-138.314	-138.350	-138.359	-138.315	-138.318	-138.280	-138.318	-138.245	-138.280	-138.318	-138.359	-138.243	-138.316	-138.351	-138.282	-138.354	259.983	260.038	260.021	260.000	259.971	259.983	260.006	260.020	260.006	260.006	260.001	259.984	260.032	260.032	260.029	260.029	260.016	260.004	260.030	260.027	259.984	260.010	259.984	259.996	260.012	259.999	260.002	259.994	260.041	260.043	260.039	260.030	2016_7_15_16_07_39
F2LS3HQHHFM5____	-23.767	-23.661	-23.701	-23.734	-23.840	-23.804	-23.766	-23.734	-23.768	-23.732	-23.736	-23.800	-23.698	-23.697	-23.699	-23.699	-23.730	-23.734	-23.729	-23.699	-23.800	-23.763	-23.800	-23.738	-23.702	-23.734	-23.733	-23.736	-23.664	-23.665	-23.662	-23.699	-138.405	-138.529	-138.548	-138.406	-138.590	-138.549	-138.542	-138.517	-138.522	-138.480	-138.450	-138.437	-138.488	-138.482	-138.449	-138.449	-138.406	-138.448	-138.482	-138.412	-138.437	-138.400	-138.437	-138.373	-138.373	-138.441	-138.452	-138.336	-138.411	-138.448	-138.405	-138.448	260.046	260.097	260.082	260.059	260.030	260.041	260.056	260.067	260.054	260.065	260.061	260.035	260.079	260.080	260.076	260.076	260.061	260.062	260.067	260.074	260.035	260.047	260.035	260.055	260.070	260.062	260.063	260.054	260.088	260.090	260.088	260.076	2016_7_15_16_07_42
F2LS3HZVHFM5____	-23.596	-23.491	-23.497	-23.557	-23.664	-23.626	-23.560	-23.556	-23.625	-23.567	-23.561	-23.596	-23.524	-23.489	-23.492	-23.492	-23.523	-23.557	-23.525	-23.492	-23.596	-23.486	-23.596	-23.559	-23.493	-23.528	-23.561	-23.527	-23.489	-23.488	-23.487	-23.491	-138.517	-138.607	-138.660	-138.517	-138.692	-138.650	-138.618	-138.617	-138.635	-138.590	-138.554	-138.517	-138.566	-138.589	-138.553	-138.553	-138.517	-138.551	-138.559	-138.514	-138.517	-138.479	-138.517	-138.449	-138.484	-138.523	-138.592	-138.447	-138.514	-138.551	-138.481	-138.556	259.965	260.014	260.015	259.981	259.950	259.962	259.987	259.988	259.962	259.982	259.982	259.965	259.998	260.013	260.010	260.010	259.995	259.983	259.997	260.007	259.965	260.007	259.965	259.976	260.004	259.993	259.985	259.988	260.008	260.011	260.007	260.010	2016_7_15_16_07_45
F2LS3JESHFM5____	-23.757	-23.600	-23.685	-23.674	-23.811	-23.779	-23.742	-23.705	-23.739	-23.705	-23.710	-23.745	-23.642	-23.670	-23.638	-23.638	-23.642	-23.673	-23.641	-23.670	-23.745	-23.707	-23.745	-23.673	-23.668	-23.709	-23.706	-23.709	-23.638	-23.636	-23.637	-23.639	-138.467	-138.558	-138.608	-138.467	-138.644	-138.611	-138.606	-138.597	-138.575	-138.536	-138.509	-138.476	-138.539	-138.535	-138.509	-138.509	-138.467	-138.507	-138.505	-138.494	-138.476	-138.437	-138.476	-138.399	-138.433	-138.474	-138.504	-138.396	-138.472	-138.507	-138.439	-138.500	259.897	259.967	259.936	259.930	259.888	259.898	259.913	259.927	259.912	259.923	259.919	259.903	259.948	259.937	259.948	259.948	259.943	259.934	259.947	259.934	259.903	259.915	259.903	259.926	259.931	259.917	259.920	259.911	259.945	259.948	259.944	259.947	2016_7_15_16_07_47
F2LS3KLTHFM5____	-23.606	-23.456	-23.545	-23.567	-23.695	-23.660	-23.601	-23.532	-23.603	-23.590	-23.590	-23.625	-23.555	-23.555	-23.555	-23.555	-23.523	-23.590	-23.555	-23.555	-23.625	-23.590	-23.625	-23.558	-23.523	-23.590	-23.590	-23.562	-23.520	-23.520	-23.520	-23.497	-138.501	-138.589	-138.605	-138.463	-138.705	-138.670	-138.602	-138.605	-138.662	-138.600	-138.565	-138.530	-138.600	-138.600	-138.565	-138.565	-138.500	-138.565	-138.565	-138.530	-138.530	-138.495	-138.530	-138.431	-138.467	-138.530	-138.565	-138.432	-138.530	-138.565	-138.495	-138.548	259.965	260.031	259.997	259.978	259.943	259.955	259.974	260.002	259.977	259.978	259.976	259.959	259.992	259.992	259.990	259.990	259.998	259.976	259.990	259.987	259.959	259.971	259.959	259.980	259.996	259.973	259.976	259.978	260.001	260.004	259.999	260.012	2016_7_15_16_07_50
