SN	Distance_X_LOGO_MainBoard_RD1	Distance_X_LOGO_MainBoard_RD2	Distance_X_LOGO_MainBoard_RD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_RD1	Distance_Y_LOGO_MainBoard_RD2	Distance_Y_LOGO_MainBoard_RD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_RD1	Angle_MainBoard_RD2	Angle_MainBoard_RD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS3A7AHFM2____	-64.584	-64.555	-64.476	-64.517	-64.478	-64.477	-64.482	-64.519	-64.477	-64.519	-64.478	-64.475	-64.519	-64.480	-64.479	-64.480	-64.475	-64.446	-64.479	-64.481	-64.480	-64.445	-64.479	-64.519	-64.476	-64.476	-64.481	-64.476	-64.478	-64.481	-64.528	-64.446	-94.029	-94.024	-93.988	-94.061	-93.994	-94.027	-93.997	-94.022	-94.027	-94.022	-93.994	-94.023	-93.990	-94.022	-94.059	-94.022	-94.023	-94.028	-94.059	-94.028	-94.022	-94.062	-94.059	-94.025	-93.988	-93.988	-94.028	-93.988	-93.994	-94.028	-94.152	-94.028	235.309	235.320	235.342	235.346	235.343	235.352	235.342	235.334	235.352	235.334	235.343	235.352	235.325	235.350	235.361	235.350	235.352	235.366	235.361	235.351	235.350	235.376	235.361	235.335	235.342	235.342	235.351	235.342	235.343	235.351	235.367	235.366	2016_7_15_15_58_49
F2LS3A8AGRXL____	-64.576	-64.542	-64.472	-64.511	-64.511	-64.513	-64.440	-64.506	-64.513	-64.506	-64.511	-64.469	-64.504	-64.473	-64.472	-64.473	-64.469	-64.438	-64.472	-64.515	-64.473	-64.438	-64.472	-64.512	-64.472	-64.472	-64.515	-64.472	-64.511	-64.515	-64.516	-64.438	-94.113	-94.074	-94.079	-94.153	-94.089	-94.120	-94.048	-94.112	-94.120	-94.112	-94.089	-94.115	-94.078	-94.116	-94.118	-94.116	-94.115	-94.082	-94.118	-94.127	-94.116	-94.114	-94.118	-94.083	-94.079	-94.079	-94.127	-94.079	-94.089	-94.127	-94.159	-94.082	235.197	235.200	235.230	235.235	235.217	235.225	235.235	235.225	235.225	235.225	235.217	235.241	235.216	235.240	235.241	235.240	235.241	235.245	235.241	235.226	235.240	235.254	235.241	235.214	235.230	235.230	235.226	235.230	235.217	235.226	235.234	235.245	2016_7_15_15_59_01
F2LS3BDVGRXL____	-64.771	-64.699	-64.620	-64.662	-64.626	-64.625	-64.588	-64.662	-64.625	-64.662	-64.626	-64.620	-64.661	-64.618	-64.618	-64.618	-64.620	-64.626	-64.618	-64.626	-64.618	-64.583	-64.618	-64.663	-64.620	-64.620	-64.626	-64.620	-64.626	-64.626	-64.666	-64.626	-94.218	-94.217	-94.187	-94.247	-94.183	-94.215	-94.186	-94.212	-94.215	-94.212	-94.183	-94.219	-94.183	-94.213	-94.250	-94.213	-94.219	-94.219	-94.250	-94.217	-94.213	-94.250	-94.250	-94.215	-94.187	-94.187	-94.217	-94.187	-94.183	-94.217	-94.248	-94.219	235.190	235.219	235.244	235.243	235.240	235.249	235.256	235.233	235.249	235.233	235.240	235.253	235.225	235.252	235.262	235.252	235.253	235.250	235.262	235.249	235.252	235.277	235.262	235.234	235.244	235.244	235.249	235.244	235.240	235.249	235.242	235.250	2016_7_15_15_59_03
F2LS3EKPHFM2____	-64.688	-64.605	-64.526	-64.526	-64.528	-64.491	-64.457	-64.567	-64.491	-64.567	-64.528	-64.491	-64.564	-64.490	-64.489	-64.490	-64.491	-64.455	-64.489	-64.532	-64.490	-64.454	-64.489	-64.567	-64.526	-64.526	-64.532	-64.526	-64.528	-64.532	-64.534	-64.455	-94.145	-94.134	-94.104	-94.138	-94.110	-94.104	-94.071	-94.101	-94.104	-94.101	-94.110	-94.138	-94.107	-94.137	-94.176	-94.137	-94.138	-94.145	-94.176	-94.108	-94.137	-94.177	-94.176	-94.144	-94.104	-94.104	-94.108	-94.104	-94.110	-94.108	-94.141	-94.145	235.273	235.305	235.329	235.338	235.330	235.343	235.348	235.311	235.343	235.311	235.330	235.353	235.314	235.353	235.365	235.353	235.353	235.370	235.365	235.328	235.353	235.380	235.365	235.323	235.329	235.329	235.328	235.329	235.330	235.328	235.336	235.370	2016_7_15_15_59_06
F2LS3HFBHFM5____	-64.285	-64.253	-64.175	-64.217	-64.181	-64.179	-64.145	-64.175	-64.179	-64.175	-64.181	-64.177	-64.176	-64.134	-64.134	-64.134	-64.177	-64.144	-64.134	-64.181	-64.134	-64.143	-64.134	-64.218	-64.175	-64.175	-64.181	-64.175	-64.181	-64.181	-64.182	-64.144	-94.214	-94.180	-94.180	-94.249	-94.152	-94.183	-94.155	-94.183	-94.183	-94.183	-94.152	-94.185	-94.150	-94.182	-94.223	-94.182	-94.185	-94.188	-94.223	-94.219	-94.182	-94.254	-94.223	-94.216	-94.180	-94.180	-94.219	-94.180	-94.152	-94.219	-94.251	-94.188	235.551	235.555	235.587	235.589	235.577	235.586	235.593	235.588	235.586	235.588	235.577	235.588	235.578	235.605	235.616	235.605	235.588	235.602	235.616	235.596	235.605	235.622	235.616	235.579	235.587	235.587	235.596	235.587	235.577	235.596	235.604	235.602	2016_7_15_15_59_09
F2LS3HFRHFM5____	-64.508	-64.477	-64.402	-64.439	-64.402	-64.403	-64.370	-64.439	-64.403	-64.439	-64.402	-64.403	-64.438	-64.402	-64.403	-64.402	-64.403	-64.370	-64.403	-64.404	-64.402	-64.369	-64.403	-64.439	-64.402	-64.402	-64.404	-64.402	-64.402	-64.404	-64.405	-64.370	-94.189	-94.149	-94.114	-94.186	-94.119	-94.149	-94.121	-94.147	-94.149	-94.147	-94.119	-94.150	-94.116	-94.150	-94.189	-94.150	-94.150	-94.192	-94.189	-94.193	-94.150	-94.226	-94.189	-94.151	-94.114	-94.114	-94.193	-94.114	-94.119	-94.193	-94.227	-94.192	235.271	235.272	235.294	235.299	235.295	235.303	235.309	235.288	235.303	235.288	235.295	235.303	235.279	235.304	235.314	235.304	235.303	235.329	235.314	235.315	235.304	235.339	235.314	235.289	235.294	235.294	235.315	235.294	235.295	235.315	235.325	235.329	2016_7_15_15_59_11
F2LS3HQHHFM5____	-64.710	-64.678	-64.605	-64.643	-64.564	-64.606	-64.571	-64.644	-64.606	-64.644	-64.564	-64.606	-64.599	-64.607	-64.606	-64.607	-64.606	-64.572	-64.606	-64.651	-64.607	-64.570	-64.606	-64.644	-64.605	-64.605	-64.651	-64.605	-64.564	-64.651	-64.608	-64.572	-94.015	-94.010	-93.978	-94.054	-93.983	-94.019	-93.988	-94.011	-94.019	-94.011	-93.983	-94.014	-93.974	-93.970	-94.054	-93.970	-94.014	-94.059	-94.054	-94.067	-93.970	-94.053	-94.054	-94.053	-93.978	-93.978	-94.067	-93.978	-93.983	-94.067	-94.057	-94.059	235.250	235.262	235.283	235.289	235.302	235.294	235.300	235.276	235.294	235.276	235.302	235.293	235.285	235.280	235.305	235.280	235.293	235.320	235.305	235.289	235.280	235.319	235.305	235.288	235.283	235.283	235.289	235.283	235.302	235.289	235.305	235.320	2016_7_15_15_59_13
F2LS3HZVHFM5____	-64.773	-64.738	-64.665	-64.701	-64.664	-64.663	-64.631	-64.701	-64.663	-64.701	-64.664	-64.665	-64.701	-64.666	-64.664	-64.666	-64.665	-64.632	-64.664	-64.664	-64.666	-64.594	-64.664	-64.701	-64.665	-64.665	-64.664	-64.665	-64.664	-64.664	-64.666	-64.632	-94.075	-94.074	-94.036	-94.110	-94.041	-94.074	-94.045	-94.070	-94.074	-94.070	-94.041	-94.073	-94.040	-94.075	-94.110	-94.075	-94.073	-94.077	-94.110	-94.076	-94.075	-94.112	-94.110	-94.076	-94.036	-94.036	-94.076	-94.036	-94.041	-94.076	-94.112	-94.077	235.819	235.833	235.852	235.859	235.854	235.864	235.869	235.847	235.864	235.847	235.854	235.863	235.839	235.863	235.874	235.863	235.863	235.878	235.874	235.864	235.863	235.903	235.874	235.849	235.852	235.852	235.864	235.852	235.854	235.864	235.874	235.878	2016_7_15_15_59_16
F2LS3JESHFM5____	-64.839	-64.807	-64.687	-64.771	-64.731	-64.733	-64.655	-64.729	-64.733	-64.729	-64.731	-64.688	-64.726	-64.687	-64.686	-64.687	-64.688	-64.692	-64.686	-64.732	-64.687	-64.651	-64.686	-64.731	-64.687	-64.687	-64.732	-64.687	-64.731	-64.732	-64.696	-64.692	-93.978	-93.980	-93.907	-94.020	-93.948	-93.984	-93.914	-93.943	-93.984	-93.943	-93.948	-93.944	-93.909	-93.949	-93.986	-93.949	-93.944	-93.990	-93.986	-93.987	-93.949	-93.989	-93.986	-93.947	-93.907	-93.907	-93.987	-93.907	-93.948	-93.987	-93.983	-93.990	235.092	235.106	235.135	235.132	235.128	235.138	235.150	235.127	235.138	235.127	235.128	235.145	235.119	235.147	235.157	235.147	235.145	235.156	235.157	235.139	235.147	235.173	235.157	235.128	235.135	235.135	235.139	235.135	235.128	235.139	235.153	235.156	2016_7_15_15_59_20
F2LS3KLTHFM5____	-64.940	-64.907	-64.838	-64.915	-64.834	-64.834	-64.802	-64.871	-64.834	-64.871	-64.834	-64.836	-64.909	-64.836	-64.837	-64.836	-64.836	-64.838	-64.837	-64.833	-64.836	-64.801	-64.837	-64.870	-64.838	-64.838	-64.833	-64.838	-64.834	-64.833	-64.835	-64.838	-94.134	-94.137	-94.104	-94.225	-94.104	-94.139	-94.111	-94.137	-94.139	-94.137	-94.104	-94.141	-94.103	-94.141	-94.180	-94.141	-94.141	-94.145	-94.180	-94.142	-94.141	-94.181	-94.180	-94.141	-94.104	-94.104	-94.142	-94.104	-94.104	-94.142	-94.179	-94.145	235.166	235.181	235.200	235.203	235.202	235.211	235.217	235.196	235.211	235.196	235.202	235.211	235.170	235.211	235.222	235.211	235.211	235.211	235.222	235.213	235.211	235.237	235.222	235.197	235.200	235.200	235.213	235.200	235.202	235.213	235.222	235.211	2016_7_15_15_59_23
