SN	Distance_X_LOGO_Motor1	Distance_X_LOGO_motor2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Motor1	Distance_Y_LOGO_motor2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Motor1	Angle_motor2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
F2LS339XHFM1____	-0.454	-0.480	-0.455	-0.455	-0.454	-0.482	-0.455	-0.455	-0.454	-0.482	-0.482	-0.484	-0.454	-0.483	-0.455	-0.455	-0.454	-0.455	-0.455	-0.455	-0.455	-0.456	-0.456	-0.483	-0.482	-0.455	-0.455	-0.455	-0.454	-0.483	-0.455	-0.455	-0.268	-0.270	-0.243	-0.268	-0.270	-0.270	-0.268	-0.269	-0.246	-0.273	-0.273	-0.272	-0.270	-0.272	-0.268	-0.266	-0.272	-0.269	-0.215	-0.272	-0.270	-0.271	-0.271	-0.272	-0.269	-0.266	-0.270	-0.270	-0.248	-0.269	-0.268	-0.270	0.502	0.491	0.500	0.501	0.501	0.490	0.501	0.501	0.500	0.491	0.491	0.489	0.501	0.490	0.501	0.501	0.502	0.501	0.499	0.501	0.501	0.501	0.501	0.490	0.490	0.501	0.501	0.501	0.501	0.490	0.501	0.501	-0.463	-0.266	0.498	2016_7_15_16_06_14
F2LS3HFRHFM5____	-0.158	-0.157	-0.188	-0.187	-0.188	-0.130	-0.187	-0.159	-0.190	-0.188	-0.188	-0.159	-0.188	-0.159	-0.187	-0.188	-0.159	-0.159	-0.159	-0.159	-0.187	-0.186	-0.186	-0.159	-0.187	-0.188	-0.187	-0.187	-0.188	-0.188	-0.187	-0.187	-0.134	-0.161	-0.166	-0.101	-0.131	-0.070	-0.101	-0.131	-0.069	-0.133	-0.133	-0.132	-0.131	-0.101	-0.131	-0.100	-0.132	-0.131	-0.131	-0.133	-0.130	-0.137	-0.137	-0.101	-0.101	-0.100	-0.133	-0.130	-0.100	-0.132	-0.134	-0.133	0.615	0.617	0.604	0.602	0.604	0.625	0.602	0.615	0.600	0.603	0.603	0.615	0.604	0.613	0.603	0.602	0.615	0.615	0.615	0.615	0.604	0.604	0.604	0.613	0.602	0.602	0.604	0.604	0.602	0.603	0.604	0.604	-0.177	-0.123	0.607	2016_7_15_16_06_18
F2LS3JESHFM5____	-0.194	-0.137	-0.166	-0.195	-0.194	-0.193	-0.195	-0.164	-0.194	-0.194	-0.194	-0.194	-0.194	-0.164	-0.194	-0.195	-0.194	-0.164	-0.193	-0.193	-0.193	-0.192	-0.192	-0.164	-0.194	-0.195	-0.194	-0.193	-0.194	-0.193	-0.194	-0.194	-0.120	-0.096	-0.095	-0.121	-0.121	-0.121	-0.121	-0.120	-0.121	-0.121	-0.121	-0.096	-0.121	-0.121	-0.121	-0.121	-0.121	-0.120	-0.122	-0.118	-0.123	-0.099	-0.099	-0.121	-0.121	-0.121	-0.096	-0.123	-0.122	-0.122	-0.099	-0.096	-0.074	-0.052	-0.063	-0.074	-0.074	-0.073	-0.074	-0.061	-0.074	-0.074	-0.074	-0.074	-0.074	-0.061	-0.074	-0.074	-0.073	-0.061	-0.073	-0.073	-0.073	-0.074	-0.074	-0.061	-0.074	-0.074	-0.074	-0.073	-0.073	-0.073	-0.074	-0.074	-0.187	-0.115	-0.071	2016_7_15_16_06_21
F2LS3HFBHFM5____	0.100	0.072	0.071	0.070	0.100	0.101	0.070	0.071	0.071	0.070	0.070	0.073	0.100	0.100	0.072	0.070	0.070	0.071	0.071	0.071	0.070	0.100	0.100	0.100	0.100	0.070	0.071	0.070	0.070	0.071	0.041	0.071	-0.074	-0.074	-0.078	-0.074	-0.075	-0.001	-0.074	-0.075	-0.074	-0.107	-0.107	-0.074	-0.075	-0.075	-0.074	-0.073	-0.076	-0.075	-0.108	-0.077	-0.076	-0.076	-0.076	-0.075	-0.075	-0.073	-0.076	-0.076	-0.104	-0.074	-0.077	-0.076	0.718	0.706	0.706	0.706	0.717	0.714	0.706	0.706	0.706	0.707	0.707	0.706	0.717	0.717	0.706	0.706	0.705	0.706	0.707	0.705	0.706	0.717	0.717	0.717	0.718	0.706	0.705	0.706	0.707	0.705	0.694	0.705	0.078	-0.077	0.709	2016_7_15_16_06_24
F2LS3A7AHFM2____	-0.260	-0.233	-0.261	-0.259	-0.260	-0.233	-0.259	-0.235	-0.234	-0.233	-0.233	-0.259	-0.260	-0.260	-0.232	-0.259	-0.260	-0.235	-0.236	-0.235	-0.260	-0.233	-0.233	-0.260	-0.259	-0.259	-0.234	-0.260	-0.232	-0.260	-0.232	-0.234	-0.181	-0.181	-0.183	-0.182	-0.183	-0.183	-0.182	-0.159	-0.159	-0.183	-0.183	-0.183	-0.183	-0.181	-0.182	-0.182	-0.159	-0.159	-0.181	-0.159	-0.158	-0.183	-0.183	-0.181	-0.181	-0.182	-0.160	-0.158	-0.160	-0.157	-0.160	-0.160	-0.097	-0.087	-0.098	-0.097	-0.097	-0.087	-0.097	-0.088	-0.088	-0.087	-0.087	-0.097	-0.097	-0.098	-0.086	-0.097	-0.099	-0.088	-0.088	-0.089	-0.099	-0.087	-0.087	-0.098	-0.098	-0.097	-0.088	-0.099	-0.088	-0.099	-0.087	-0.088	-0.247	-0.174	-0.093	2016_7_15_16_06_27
F2LS3A8AGRXL____	-0.086	-0.054	-0.027	-0.056	-0.056	-0.087	-0.056	-0.029	-0.057	-0.057	-0.057	-0.056	-0.056	-0.087	-0.055	-0.056	-0.057	-0.029	-0.057	-0.056	-0.056	-0.055	-0.055	-0.087	-0.056	-0.056	-0.056	-0.056	-0.056	-0.058	-0.055	-0.056	-0.192	-0.192	-0.169	-0.191	-0.168	-0.169	-0.191	-0.167	-0.166	-0.168	-0.168	-0.195	-0.168	-0.223	-0.189	-0.165	-0.190	-0.167	-0.168	-0.194	-0.164	-0.192	-0.192	-0.223	-0.166	-0.165	-0.193	-0.164	-0.192	-0.191	-0.188	-0.193	-0.027	-0.014	-0.004	-0.016	-0.015	-0.028	-0.016	-0.005	-0.017	-0.016	-0.016	-0.015	-0.015	-0.026	-0.015	-0.017	-0.016	-0.005	-0.016	-0.015	-0.016	-0.015	-0.015	-0.026	-0.016	-0.017	-0.015	-0.016	-0.015	-0.015	-0.015	-0.015	-0.057	-0.182	-0.016	2016_7_15_16_06_30
F2LS39Q6GRXL____	-0.091	-0.090	-0.091	-0.089	-0.091	-0.090	-0.089	-0.091	-0.121	-0.091	-0.091	-0.091	-0.091	-0.120	-0.089	-0.091	-0.119	-0.091	-0.092	-0.091	-0.091	-0.090	-0.090	-0.120	-0.088	-0.091	-0.091	-0.091	-0.091	-0.120	-0.090	-0.091	-0.219	-0.218	-0.244	-0.219	-0.219	-0.219	-0.219	-0.217	-0.221	-0.218	-0.218	-0.219	-0.219	-0.219	-0.218	-0.194	-0.219	-0.217	-0.217	-0.242	-0.217	-0.218	-0.218	-0.219	-0.219	-0.194	-0.217	-0.217	-0.221	-0.247	-0.219	-0.217	-0.702	-0.702	-0.701	-0.701	-0.702	-0.702	-0.701	-0.702	-0.714	-0.702	-0.702	-0.702	-0.702	-0.713	-0.702	-0.704	-0.714	-0.702	-0.702	-0.702	-0.703	-0.702	-0.702	-0.713	-0.701	-0.704	-0.702	-0.703	-0.702	-0.713	-0.701	-0.702	-0.095	-0.219	-0.704	2016_7_15_16_06_33
F2LS38VQGRXL____	0.004	0.005	0.032	0.033	0.005	0.005	0.033	0.006	0.005	0.005	0.005	0.006	0.005	0.006	0.006	0.033	0.006	0.006	0.005	0.006	0.006	0.006	0.006	0.006	0.033	0.033	0.006	0.006	0.005	0.006	0.007	0.006	-0.252	-0.225	-0.226	-0.226	-0.249	-0.226	-0.226	-0.224	-0.225	-0.223	-0.223	-0.224	-0.249	-0.222	-0.226	-0.226	-0.222	-0.224	-0.223	-0.225	-0.224	-0.224	-0.224	-0.222	-0.225	-0.226	-0.225	-0.224	-0.224	-0.224	-0.225	-0.225	0.011	0.010	0.021	0.022	0.011	0.010	0.022	0.011	0.011	0.011	0.011	0.011	0.011	0.011	0.011	0.022	0.011	0.011	0.011	0.011	0.011	0.011	0.011	0.011	0.022	0.022	0.011	0.011	0.011	0.011	0.012	0.011	0.011	-0.227	0.013	2016_7_15_16_06_35
F2LS30UNGRX8____	-0.106	-0.106	-0.106	-0.106	-0.106	-0.106	-0.106	-0.106	-0.107	-0.079	-0.079	-0.078	-0.106	-0.107	-0.078	-0.106	-0.080	-0.106	-0.106	-0.078	-0.078	-0.079	-0.079	-0.107	-0.078	-0.106	-0.107	-0.078	-0.106	-0.107	-0.105	-0.107	-0.262	-0.263	-0.264	-0.238	-0.263	-0.265	-0.238	-0.263	-0.237	-0.236	-0.236	-0.237	-0.263	-0.262	-0.242	-0.237	-0.237	-0.263	-0.263	-0.239	-0.262	-0.263	-0.263	-0.262	-0.239	-0.237	-0.264	-0.262	-0.238	-0.237	-0.241	-0.264	-0.033	-0.032	-0.033	-0.034	-0.033	-0.032	-0.034	-0.033	-0.034	-0.023	-0.023	-0.023	-0.033	-0.032	-0.022	-0.033	-0.022	-0.033	-0.033	-0.022	-0.021	-0.022	-0.022	-0.032	-0.023	-0.033	-0.033	-0.021	-0.034	-0.034	-0.034	-0.033	-0.097	-0.251	-0.029	2016_7_15_16_06_39
F2LS3957GRXL____	-0.335	-0.332	-0.333	-0.304	-0.303	-0.363	-0.304	-0.332	-0.332	-0.331	-0.331	-0.333	-0.303	-0.300	-0.334	-0.331	-0.331	-0.332	-0.333	-0.331	-0.272	-0.302	-0.302	-0.300	-0.272	-0.331	-0.332	-0.272	-0.331	-0.334	-0.302	-0.332	-0.255	-0.279	-0.235	-0.231	-0.253	-0.283	-0.231	-0.285	-0.283	-0.258	-0.258	-0.235	-0.253	-0.282	-0.252	-0.254	-0.258	-0.285	-0.286	-0.256	-0.255	-0.255	-0.255	-0.282	-0.232	-0.254	-0.234	-0.255	-0.254	-0.255	-0.251	-0.234	-0.799	-0.797	-0.799	-0.787	-0.786	-0.809	-0.787	-0.797	-0.797	-0.798	-0.798	-0.799	-0.786	-0.784	-0.799	-0.797	-0.798	-0.797	-0.797	-0.798	-0.774	-0.786	-0.786	-0.784	-0.774	-0.797	-0.799	-0.774	-0.798	-0.799	-0.786	-0.799	-0.319	-0.257	-0.793	2016_7_15_16_06_43
