SN	Distance_X_LOGO_Motor1	Distance_X_LOGO_motor2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Motor1	Distance_Y_LOGO_motor2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Motor1	Angle_motor2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
F2LS3HQHHFM5____	-0.060	-0.061	-0.063	-0.062	-0.062	-0.061	-0.062	-0.062	-0.059	-0.061	-0.061	-0.065	-0.062	-0.061	-0.061	-0.060	-0.059	-0.062	-0.063	-0.062	-0.031	-0.061	-0.061	-0.061	-0.061	-0.060	-0.063	-0.031	-0.061	-0.061	-0.061	-0.063	-0.236	-0.205	-0.205	-0.205	-0.211	-0.236	-0.205	-0.236	-0.235	-0.206	-0.206	-0.207	-0.211	-0.205	-0.207	-0.205	-0.205	-0.236	-0.205	-0.204	-0.205	-0.203	-0.203	-0.205	-0.204	-0.205	-0.205	-0.205	-0.206	-0.205	-0.206	-0.205	-0.689	-0.691	-0.691	-0.691	-0.691	-0.690	-0.691	-0.689	-0.689	-0.691	-0.691	-0.692	-0.691	-0.690	-0.691	-0.691	-0.690	-0.689	-0.691	-0.691	-0.679	-0.691	-0.691	-0.690	-0.691	-0.691	-0.691	-0.679	-0.690	-0.691	-0.691	-0.691	-0.060	-0.210	-0.690	2016_7_15_16_05_46
F2LS3EKPHFM2____	0.021	0.051	0.021	0.020	0.021	0.020	0.020	0.021	0.022	0.051	0.051	0.020	0.021	0.021	0.051	0.022	0.049	0.021	0.021	0.021	0.022	0.021	0.021	0.021	0.019	0.022	0.021	0.022	0.022	0.049	0.022	0.021	-0.239	-0.209	-0.209	-0.272	-0.239	-0.240	-0.272	-0.239	-0.237	-0.209	-0.209	-0.245	-0.239	-0.239	-0.209	-0.212	-0.169	-0.239	-0.210	-0.208	-0.209	-0.211	-0.211	-0.239	-0.273	-0.212	-0.209	-0.209	-0.208	-0.210	-0.208	-0.209	0.692	0.703	0.691	0.693	0.692	0.692	0.693	0.692	0.692	0.702	0.702	0.692	0.692	0.692	0.703	0.691	0.700	0.692	0.691	0.690	0.690	0.691	0.691	0.692	0.693	0.691	0.690	0.690	0.691	0.702	0.691	0.690	0.026	-0.223	0.693	2016_7_15_16_05_49
F2LS3KLTHFM5____	-0.108	-0.078	-0.052	-0.079	-0.079	-0.051	-0.079	-0.080	-0.113	-0.108	-0.108	-0.080	-0.079	-0.081	-0.078	-0.109	-0.080	-0.080	-0.080	-0.079	-0.080	-0.108	-0.108	-0.081	-0.109	-0.109	-0.080	-0.080	-0.109	-0.079	-0.078	-0.080	-0.227	-0.203	-0.148	-0.203	-0.204	-0.225	-0.203	-0.203	-0.207	-0.205	-0.205	-0.149	-0.204	-0.204	-0.181	-0.203	-0.205	-0.203	-0.204	-0.203	-0.203	-0.208	-0.208	-0.204	-0.202	-0.203	-0.204	-0.203	-0.203	-0.203	-0.183	-0.204	0.640	0.650	0.658	0.650	0.650	0.662	0.650	0.649	0.636	0.638	0.638	0.647	0.650	0.649	0.649	0.638	0.650	0.649	0.649	0.650	0.649	0.639	0.639	0.649	0.638	0.638	0.650	0.649	0.638	0.650	0.650	0.650	-0.087	-0.201	0.647	2016_7_15_16_05_52
F2LS3SMLHFM5____	0.076	0.075	0.075	0.076	0.075	0.076	0.076	0.076	0.076	0.076	0.076	0.077	0.075	0.077	0.075	0.075	0.078	0.076	0.075	0.076	0.047	0.075	0.075	0.077	0.076	0.075	0.076	0.047	0.075	0.076	0.077	0.076	-0.214	-0.190	-0.155	-0.215	-0.216	-0.216	-0.215	-0.218	-0.244	-0.215	-0.215	-0.217	-0.216	-0.215	-0.192	-0.214	-0.243	-0.218	-0.189	-0.247	-0.241	-0.216	-0.216	-0.215	-0.216	-0.214	-0.246	-0.241	-0.215	-0.242	-0.218	-0.246	0.713	0.712	0.711	0.713	0.713	0.713	0.713	0.713	0.714	0.713	0.713	0.714	0.713	0.713	0.712	0.713	0.715	0.713	0.712	0.714	0.703	0.713	0.713	0.713	0.713	0.713	0.714	0.703	0.713	0.713	0.713	0.714	0.074	-0.219	0.712	2016_7_15_16_05_55
F2LS38TUGRXL____	-0.074	-0.073	-0.074	-0.101	-0.101	-0.074	-0.101	-0.075	-0.073	-0.101	-0.101	-0.075	-0.101	-0.102	-0.100	-0.101	-0.073	-0.075	-0.074	-0.075	-0.101	-0.100	-0.100	-0.102	-0.074	-0.101	-0.074	-0.101	-0.101	-0.074	-0.101	-0.074	-0.219	-0.220	-0.217	-0.219	-0.219	-0.220	-0.219	-0.217	-0.217	-0.220	-0.220	-0.219	-0.219	-0.215	-0.217	-0.217	-0.218	-0.217	-0.218	-0.218	-0.217	-0.218	-0.218	-0.215	-0.218	-0.217	-0.217	-0.217	-0.218	-0.217	-0.217	-0.217	0.652	0.653	0.652	0.641	0.641	0.653	0.641	0.652	0.653	0.641	0.641	0.652	0.641	0.641	0.642	0.642	0.652	0.652	0.652	0.653	0.642	0.642	0.642	0.641	0.652	0.642	0.653	0.642	0.642	0.653	0.642	0.653	-0.088	-0.218	0.647	2016_7_15_16_05_58
F2LS3TKDHFM5____	0.258	0.229	0.229	0.229	0.231	0.196	0.229	0.197	0.258	0.230	0.230	0.256	0.231	0.257	0.231	0.230	0.230	0.197	0.228	0.228	0.257	0.230	0.230	0.257	0.260	0.230	0.230	0.257	0.230	0.259	0.231	0.230	-0.362	-0.358	-0.391	-0.357	-0.365	-0.366	-0.357	-0.391	-0.332	-0.359	-0.359	-0.392	-0.365	-0.329	-0.360	-0.386	-0.388	-0.391	-0.357	-0.359	-0.362	-0.359	-0.359	-0.329	-0.390	-0.386	-0.390	-0.362	-0.359	-0.386	-0.361	-0.390	0.118	0.107	0.107	0.107	0.107	0.094	0.107	0.095	0.116	0.106	0.106	0.118	0.107	0.117	0.107	0.108	0.108	0.095	0.106	0.106	0.117	0.106	0.106	0.117	0.120	0.108	0.108	0.117	0.107	0.119	0.107	0.108	0.235	-0.367	0.109	2016_7_15_16_06_01
F2LS3MG9HFM5____	0.224	0.163	0.165	0.191	0.192	0.191	0.191	0.191	0.192	0.193	0.193	0.162	0.192	0.192	0.191	0.193	0.191	0.191	0.191	0.192	0.193	0.192	0.192	0.192	0.192	0.193	0.191	0.193	0.192	0.190	0.164	0.191	-0.200	-0.199	-0.232	-0.199	-0.173	-0.201	-0.199	-0.169	-0.196	-0.197	-0.197	-0.233	-0.173	-0.169	-0.200	-0.197	-0.155	-0.169	-0.169	-0.169	-0.196	-0.194	-0.194	-0.169	-0.199	-0.197	-0.169	-0.196	-0.201	-0.172	-0.175	-0.169	0.098	0.074	0.076	0.085	0.084	0.085	0.085	0.084	0.085	0.085	0.085	0.074	0.084	0.083	0.085	0.086	0.083	0.084	0.084	0.084	0.086	0.086	0.086	0.083	0.085	0.086	0.084	0.086	0.085	0.084	0.073	0.084	0.189	-0.188	0.084	2016_7_15_16_06_04
F2LS3BDVGRXL____	0.095	0.065	0.065	0.065	0.062	0.093	0.065	0.063	0.062	0.064	0.064	0.036	0.062	0.062	0.034	0.063	0.064	0.063	0.062	0.065	0.030	0.063	0.063	0.062	0.063	0.063	0.093	0.030	0.062	0.064	0.063	0.093	-0.090	-0.115	-0.118	-0.115	-0.092	-0.090	-0.115	-0.160	-0.092	-0.118	-0.118	-0.118	-0.092	-0.091	-0.111	-0.114	-0.116	-0.160	-0.091	-0.117	-0.093	-0.091	-0.091	-0.091	-0.063	-0.114	-0.094	-0.093	-0.090	-0.092	-0.088	-0.094	0.042	0.031	0.030	0.030	0.029	0.041	0.030	0.032	0.029	0.030	0.030	0.019	0.029	0.029	0.018	0.030	0.030	0.032	0.029	0.031	0.016	0.029	0.029	0.029	0.028	0.030	0.041	0.016	0.028	0.029	0.029	0.041	0.063	-0.104	0.030	2016_7_15_16_06_06
F2LS35BZHFM1____	-0.181	-0.122	-0.186	-0.182	-0.182	-0.180	-0.182	-0.153	-0.181	-0.181	-0.181	-0.152	-0.182	-0.181	-0.152	-0.181	-0.153	-0.153	-0.153	-0.152	-0.153	-0.180	-0.180	-0.181	-0.181	-0.181	-0.181	-0.153	-0.181	-0.153	-0.180	-0.181	-0.231	-0.232	-0.210	-0.205	-0.234	-0.263	-0.205	-0.235	-0.204	-0.207	-0.207	-0.206	-0.234	-0.230	-0.206	-0.207	-0.205	-0.235	-0.208	-0.206	-0.204	-0.210	-0.210	-0.230	-0.235	-0.207	-0.237	-0.204	-0.202	-0.208	-0.208	-0.237	-0.064	-0.040	-0.067	-0.065	-0.064	-0.063	-0.065	-0.053	-0.065	-0.065	-0.065	-0.053	-0.064	-0.064	-0.053	-0.065	-0.054	-0.053	-0.053	-0.054	-0.054	-0.065	-0.065	-0.064	-0.064	-0.065	-0.064	-0.054	-0.065	-0.054	-0.065	-0.064	-0.171	-0.218	-0.060	2016_7_15_16_06_09
F2LS3HZVHFM5____	-0.427	-0.366	-0.396	-0.396	-0.397	-0.428	-0.396	-0.367	-0.368	-0.365	-0.365	-0.367	-0.397	-0.395	-0.396	-0.399	-0.367	-0.367	-0.367	-0.367	-0.367	-0.396	-0.396	-0.395	-0.398	-0.399	-0.367	-0.367	-0.367	-0.366	-0.397	-0.367	-0.473	-0.472	-0.474	-0.500	-0.472	-0.474	-0.500	-0.474	-0.471	-0.502	-0.502	-0.475	-0.472	-0.472	-0.473	-0.472	-0.443	-0.474	-0.473	-0.504	-0.470	-0.472	-0.472	-0.472	-0.472	-0.472	-0.447	-0.470	-0.472	-0.501	-0.473	-0.447	-0.154	-0.129	-0.142	-0.140	-0.142	-0.154	-0.140	-0.129	-0.130	-0.128	-0.128	-0.130	-0.142	-0.141	-0.142	-0.143	-0.132	-0.129	-0.130	-0.129	-0.131	-0.142	-0.142	-0.141	-0.142	-0.143	-0.130	-0.131	-0.130	-0.129	-0.142	-0.130	-0.384	-0.475	-0.137	2016_7_15_16_06_12
