SN	Distance_X_LOGO_MainBoard_LD1	Distance_X_LOGO_MainBoard_LD2	Distance_X_LOGO_MainBoard_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_LD1	Distance_Y_LOGO_MainBoard_LD2	Distance_Y_LOGO_MainBoard_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_LD1	Angle_MainBoard_LD2	Angle_MainBoard_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS3A7AHFM2____	-53.809	-53.770	-53.769	-53.845	-53.806	-53.845	-53.810	-53.842	-53.808	-53.843	-53.773	-53.808	-53.738	-53.700	-53.704	-53.773	-53.773	-53.738	-53.737	-53.737	-53.741	-53.737	-53.737	-53.735	-53.771	-53.737	-53.702	-53.733	-53.737	-53.773	-53.731	-53.773	-93.527	-93.561	-93.635	-93.709	-93.673	-93.598	-93.671	-93.708	-93.706	-93.670	-93.777	-93.776	-93.742	-93.814	-93.811	-93.777	-93.777	-93.812	-93.742	-93.775	-93.811	-93.775	-93.746	-93.774	-93.777	-93.775	-93.743	-93.746	-93.746	-93.777	-93.742	-93.739	239.986	240.013	240.033	240.018	240.026	239.988	240.024	240.019	240.034	240.008	240.068	240.053	240.075	240.112	240.110	240.068	240.068	240.094	240.076	240.085	240.092	240.085	240.077	240.085	240.070	240.085	240.092	240.079	240.077	240.068	240.079	240.059	2016_7_15_15_55_55
F2LS3A8AGRXL____	-53.746	-53.713	-53.711	-53.783	-53.744	-53.783	-53.747	-53.782	-53.746	-53.781	-53.709	-53.746	-53.678	-53.648	-53.643	-53.709	-53.709	-53.724	-53.675	-53.674	-53.641	-53.674	-53.673	-53.675	-53.710	-53.674	-53.639	-53.673	-53.673	-53.709	-53.672	-53.711	-93.564	-93.601	-93.592	-93.707	-93.675	-93.635	-93.672	-93.711	-93.747	-93.671	-93.814	-93.820	-93.746	-93.850	-93.848	-93.814	-93.814	-93.810	-93.742	-93.812	-93.805	-93.812	-93.787	-93.771	-93.776	-93.812	-93.780	-93.783	-93.787	-93.814	-93.779	-93.782	239.881	239.906	239.904	239.902	239.911	239.883	239.909	239.903	239.929	239.893	239.964	239.948	239.960	240.001	240.003	239.964	239.964	239.956	239.961	239.979	239.993	239.979	239.973	239.968	239.953	239.979	239.987	239.973	239.973	239.964	239.972	239.955	2016_7_15_15_55_59
F2LS3BDVGRXL____	-53.872	-53.835	-53.834	-53.947	-53.831	-53.912	-53.876	-53.905	-53.874	-53.868	-53.838	-53.873	-53.762	-53.694	-53.728	-53.838	-53.838	-53.803	-53.805	-53.804	-53.769	-53.804	-53.804	-53.804	-53.797	-53.804	-53.772	-53.761	-53.804	-53.838	-53.763	-53.840	-93.723	-93.755	-93.788	-93.903	-93.825	-93.834	-93.870	-93.862	-93.901	-93.824	-93.932	-93.929	-93.896	-93.968	-94.002	-93.932	-93.932	-93.966	-93.897	-93.931	-93.965	-93.931	-93.902	-93.929	-93.930	-93.931	-93.937	-93.899	-93.902	-93.932	-93.896	-93.895	239.892	239.917	239.926	239.905	239.937	239.902	239.929	239.913	239.938	239.920	239.963	239.945	239.988	240.038	240.031	239.963	239.963	239.987	239.968	239.978	240.003	239.978	239.970	239.977	239.981	239.978	239.994	239.989	239.970	239.963	239.987	239.952	2016_7_15_15_56_02
F2LS3EKPHFM2____	-53.730	-53.695	-53.694	-53.767	-53.730	-53.768	-53.778	-53.763	-53.778	-53.766	-53.695	-53.731	-53.661	-53.588	-53.626	-53.695	-53.695	-53.661	-53.663	-53.661	-53.627	-53.661	-53.662	-53.661	-53.696	-53.661	-53.630	-53.662	-53.662	-53.695	-53.662	-53.699	-93.595	-93.634	-93.668	-93.743	-93.749	-93.703	-93.756	-93.741	-93.828	-93.703	-93.810	-93.850	-93.777	-93.839	-93.923	-93.810	-93.810	-93.844	-93.818	-93.809	-93.844	-93.809	-93.781	-93.848	-93.849	-93.809	-93.822	-93.821	-93.781	-93.810	-93.815	-93.815	239.997	240.023	240.033	240.019	240.038	240.008	240.017	240.020	240.036	240.009	240.070	240.064	240.077	240.127	240.132	240.070	240.070	240.094	240.087	240.085	240.110	240.085	240.077	240.095	240.079	240.085	240.103	240.088	240.077	240.070	240.086	240.069	2016_7_15_15_56_05
F2LS3HFBHFM5____	-53.459	-53.371	-53.370	-53.496	-53.452	-53.496	-53.410	-53.440	-53.412	-53.491	-53.418	-53.455	-53.382	-53.316	-53.348	-53.418	-53.418	-53.339	-53.384	-53.383	-53.301	-53.383	-53.384	-53.333	-53.418	-53.383	-53.349	-53.382	-53.384	-53.418	-53.381	-53.419	-93.709	-93.746	-93.781	-93.893	-93.860	-93.829	-93.855	-93.852	-93.927	-93.819	-93.963	-93.968	-93.888	-93.995	-94.034	-93.963	-93.963	-93.993	-93.927	-93.960	-93.955	-93.960	-93.933	-93.920	-93.958	-93.960	-93.928	-93.927	-93.933	-93.963	-93.925	-93.929	239.972	240.022	240.032	240.003	240.015	239.986	240.033	240.018	240.050	239.986	240.057	240.042	240.054	240.113	240.108	240.057	240.057	240.102	240.064	240.072	240.109	240.072	240.065	240.085	240.056	240.072	240.080	240.064	240.065	240.057	240.064	240.048	2016_7_15_15_56_09
F2LS3HFRHFM5____	-53.713	-53.676	-53.676	-53.749	-53.709	-53.752	-53.669	-53.747	-53.670	-53.749	-53.677	-53.715	-53.645	-53.573	-53.610	-53.677	-53.677	-53.691	-53.644	-53.643	-53.610	-53.643	-53.645	-53.688	-53.635	-53.643	-53.609	-53.641	-53.645	-53.677	-53.641	-53.680	-93.678	-93.717	-93.752	-93.827	-93.791	-93.754	-93.788	-93.828	-93.864	-93.788	-93.895	-93.897	-93.862	-93.928	-93.964	-93.895	-93.895	-93.925	-93.857	-93.891	-93.924	-93.891	-93.863	-93.928	-93.894	-93.891	-93.859	-93.861	-93.863	-93.895	-93.858	-93.859	240.387	240.415	240.424	240.410	240.419	240.389	240.437	240.411	240.456	240.400	240.461	240.444	240.467	240.518	240.510	240.461	240.461	240.462	240.466	240.476	240.500	240.476	240.468	240.465	240.480	240.476	240.483	240.469	240.468	240.461	240.468	240.450	2016_7_15_15_56_16
F2LS3HQHHFM5____	-53.858	-53.783	-53.780	-53.894	-53.816	-53.852	-53.817	-53.848	-53.860	-53.852	-53.780	-53.816	-53.784	-53.718	-53.752	-53.780	-53.780	-53.746	-53.785	-53.746	-53.753	-53.746	-53.747	-53.747	-53.782	-53.746	-53.712	-53.744	-53.747	-53.780	-53.743	-53.821	-93.502	-93.530	-93.563	-93.690	-93.603	-93.570	-93.606	-93.637	-93.726	-93.602	-93.707	-93.707	-93.677	-93.744	-93.783	-93.707	-93.707	-93.741	-93.676	-93.707	-93.746	-93.707	-93.720	-93.705	-93.708	-93.707	-93.676	-93.675	-93.720	-93.707	-93.671	-93.673	239.702	239.744	239.754	239.735	239.748	239.723	239.748	239.742	239.760	239.731	239.792	239.775	239.782	239.830	239.825	239.792	239.792	239.817	239.781	239.808	239.814	239.808	239.811	239.807	239.791	239.808	239.815	239.800	239.811	239.792	239.799	239.764	2016_7_15_15_56_20
F2LS3HZVHFM5____	-53.795	-53.758	-53.761	-53.833	-53.795	-53.835	-53.799	-53.792	-53.797	-53.832	-53.762	-53.797	-53.729	-53.660	-53.657	-53.762	-53.762	-53.730	-53.730	-53.728	-53.696	-53.728	-53.729	-53.728	-53.762	-53.728	-53.730	-53.728	-53.729	-53.762	-53.727	-53.764	-93.630	-93.701	-93.704	-93.774	-93.737	-93.702	-93.738	-93.772	-93.811	-93.737	-93.842	-93.842	-93.808	-93.879	-93.911	-93.842	-93.842	-93.875	-93.839	-93.839	-93.875	-93.839	-93.809	-93.837	-93.843	-93.839	-93.841	-93.810	-93.809	-93.842	-93.839	-93.807	240.477	240.512	240.511	240.497	240.505	240.477	240.503	240.515	240.523	240.488	240.548	240.531	240.554	240.604	240.614	240.548	240.548	240.571	240.562	240.562	240.587	240.562	240.554	240.562	240.548	240.562	240.562	240.555	240.554	240.548	240.563	240.538	2016_7_15_15_56_22
F2LS3JESHFM5____	-53.868	-53.833	-53.832	-53.902	-53.863	-53.904	-53.865	-53.899	-53.867	-53.858	-53.829	-53.865	-53.794	-53.727	-53.759	-53.829	-53.829	-53.797	-53.797	-53.796	-53.762	-53.796	-53.795	-53.797	-53.832	-53.796	-53.762	-53.794	-53.795	-53.829	-53.794	-53.834	-93.607	-93.643	-93.677	-93.744	-93.713	-93.673	-93.710	-93.707	-93.779	-93.710	-93.815	-93.817	-93.780	-93.847	-93.882	-93.815	-93.815	-93.847	-93.783	-93.812	-93.804	-93.812	-93.783	-93.810	-93.777	-93.812	-93.783	-93.783	-93.783	-93.815	-93.780	-93.782	239.725	239.751	239.760	239.746	239.755	239.726	239.754	239.737	239.771	239.757	239.798	239.782	239.805	239.853	239.847	239.798	239.798	239.821	239.804	239.812	239.826	239.812	239.805	239.811	239.787	239.812	239.820	239.805	239.805	239.798	239.805	239.787	2016_7_15_15_56_25
F2LS3KLTHFM5____	-54.026	-53.989	-53.989	-54.097	-54.062	-54.061	-54.025	-54.060	-54.027	-54.098	-53.990	-54.062	-53.957	-53.890	-53.923	-53.990	-53.990	-53.957	-53.956	-53.957	-53.924	-53.957	-53.957	-53.954	-53.990	-53.957	-53.922	-53.993	-53.957	-53.990	-53.993	-54.027	-93.683	-93.720	-93.757	-93.832	-93.799	-93.762	-93.754	-93.829	-93.867	-93.754	-93.899	-93.904	-93.869	-93.933	-93.966	-93.899	-93.899	-93.929	-93.866	-93.896	-93.929	-93.896	-93.869	-93.855	-93.900	-93.896	-93.867	-93.870	-93.869	-93.899	-93.867	-93.869	239.672	239.700	239.709	239.679	239.687	239.677	239.692	239.696	239.721	239.659	239.746	239.714	239.753	239.801	239.795	239.746	239.746	239.769	239.753	239.760	239.784	239.760	239.753	239.751	239.746	239.760	239.769	239.737	239.753	239.746	239.736	239.721	2016_7_15_15_56_27
