SN	Distance_X_LOGO_MainBoard_LD1	Distance_X_LOGO_MainBoard_LD2	Distance_X_LOGO_MainBoard_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_LD1	Distance_Y_LOGO_MainBoard_LD2	Distance_Y_LOGO_MainBoard_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_LD1	Angle_MainBoard_LD2	Angle_MainBoard_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS3MG9HFM5____	-53.791	-53.761	-53.761	-53.833	-53.755	-53.796	-53.801	-53.834	-53.799	-53.793	-53.763	-53.798	-53.689	-53.618	-53.656	-53.763	-53.763	-53.730	-53.729	-53.727	-53.694	-53.727	-53.729	-53.731	-53.762	-53.727	-53.653	-53.687	-53.729	-53.763	-53.683	-53.766	-93.704	-93.737	-93.774	-93.886	-93.807	-93.772	-93.851	-93.845	-93.919	-93.808	-93.954	-93.953	-93.877	-93.944	-93.981	-93.954	-93.954	-93.945	-93.921	-93.952	-93.938	-93.952	-93.921	-93.906	-93.954	-93.952	-93.919	-93.878	-93.921	-93.954	-93.917	-93.875	240.444	240.467	240.477	240.473	240.488	240.460	240.479	240.462	240.498	240.471	240.523	240.507	240.537	240.587	240.580	240.523	240.523	240.536	240.530	240.539	240.551	240.539	240.530	240.525	240.524	240.539	240.565	240.538	240.530	240.523	240.550	240.501	2016_7_15_15_56_30
F2LS3SMLHFM5____	-53.792	-53.715	-53.716	-53.831	-53.792	-53.788	-53.751	-53.784	-53.751	-53.786	-53.717	-53.793	-53.723	-53.653	-53.686	-53.717	-53.717	-53.683	-53.684	-53.683	-53.647	-53.683	-53.683	-53.681	-53.716	-53.683	-53.688	-53.719	-53.683	-53.717	-53.718	-53.760	-93.767	-93.758	-93.837	-93.952	-93.876	-93.841	-93.877	-93.906	-93.944	-93.875	-93.977	-93.979	-93.944	-94.011	-94.048	-93.977	-93.977	-94.008	-93.944	-93.976	-93.962	-93.976	-93.946	-93.974	-93.976	-93.976	-93.946	-93.945	-93.946	-93.977	-93.943	-93.944	240.488	240.521	240.542	240.519	240.517	240.509	240.536	240.528	240.554	240.519	240.578	240.544	240.567	240.616	240.611	240.578	240.578	240.602	240.584	240.593	240.606	240.593	240.585	240.593	240.578	240.593	240.583	240.569	240.585	240.578	240.568	240.550	2016_7_15_15_56_33
F2LS3TKDHFM5____	-53.935	-53.899	-53.896	-53.970	-53.934	-53.931	-53.899	-53.964	-53.894	-53.929	-53.861	-53.931	-53.862	-53.794	-53.830	-53.861	-53.861	-53.828	-53.828	-53.827	-53.792	-53.827	-53.865	-53.825	-53.861	-53.827	-53.831	-53.861	-53.865	-53.861	-53.862	-53.900	-93.781	-93.818	-93.852	-93.962	-93.926	-93.853	-93.925	-93.927	-93.961	-93.889	-94.030	-93.995	-93.962	-94.030	-94.102	-94.030	-94.030	-94.065	-93.960	-93.992	-94.027	-93.992	-93.965	-93.991	-94.031	-93.992	-93.964	-93.962	-93.965	-94.030	-93.959	-93.959	240.452	240.478	240.488	240.484	240.491	240.473	240.506	240.477	240.518	240.483	240.552	240.510	240.533	240.582	240.584	240.552	240.552	240.576	240.548	240.557	240.582	240.557	240.533	240.558	240.552	240.557	240.548	240.534	240.533	240.552	240.532	240.515	2016_7_15_15_56_37
F2LS30UNGRX8____	-53.856	-53.779	-53.822	-53.849	-53.814	-53.850	-53.857	-53.849	-53.859	-53.852	-53.824	-53.815	-53.746	-53.720	-53.713	-53.824	-53.824	-53.789	-53.745	-53.788	-53.757	-53.788	-53.788	-53.746	-53.780	-53.788	-53.711	-53.743	-53.788	-53.824	-53.743	-53.782	-93.753	-93.746	-93.820	-93.856	-93.822	-93.783	-93.860	-93.854	-93.889	-93.852	-93.924	-93.961	-93.922	-93.959	-93.993	-93.924	-93.924	-93.954	-93.889	-93.920	-93.954	-93.920	-93.891	-93.920	-93.924	-93.920	-93.893	-93.892	-93.891	-93.924	-93.887	-93.888	239.842	239.876	239.875	239.872	239.879	239.853	239.869	239.872	239.876	239.870	239.902	239.915	239.937	239.958	239.971	239.902	239.902	239.925	239.929	239.917	239.940	239.917	239.910	239.936	239.922	239.917	239.945	239.930	239.910	239.902	239.929	239.911	2016_7_15_15_56_40
F2LS35BZHFM1____	-53.806	-53.768	-53.768	-53.840	-53.804	-53.839	-53.804	-53.839	-53.804	-53.840	-53.768	-53.804	-53.735	-53.666	-53.702	-53.768	-53.768	-53.735	-53.735	-53.735	-53.742	-53.735	-53.734	-53.734	-53.770	-53.735	-53.701	-53.733	-53.734	-53.768	-53.733	-53.772	-93.826	-93.828	-93.903	-93.974	-93.937	-93.864	-93.938	-93.974	-94.011	-93.936	-94.044	-94.046	-94.009	-94.078	-94.116	-94.044	-94.044	-94.078	-94.011	-94.044	-94.079	-94.044	-94.014	-94.043	-94.043	-94.044	-94.011	-94.011	-94.014	-94.044	-94.009	-94.011	240.523	240.541	240.561	240.546	240.553	240.518	240.553	240.547	240.573	240.536	240.598	240.582	240.604	240.653	240.647	240.598	240.598	240.622	240.604	240.613	240.619	240.613	240.606	240.613	240.597	240.613	240.620	240.605	240.606	240.598	240.605	240.587	2016_7_15_15_56_42
F2LS38TUGRXL____	-53.911	-53.911	-53.840	-53.913	-53.911	-53.916	-53.877	-53.911	-53.877	-53.912	-53.875	-53.911	-53.843	-53.741	-53.775	-53.875	-53.875	-53.808	-53.809	-53.841	-53.807	-53.841	-53.808	-53.807	-53.842	-53.841	-53.776	-53.805	-53.808	-53.875	-53.805	-53.844	-93.754	-93.839	-93.829	-93.902	-93.864	-93.827	-93.862	-93.902	-93.940	-93.863	-93.969	-93.970	-93.933	-94.006	-94.039	-93.969	-93.969	-94.003	-93.934	-93.968	-93.999	-93.968	-93.939	-93.964	-93.970	-93.968	-93.937	-93.936	-93.939	-93.969	-93.935	-93.935	240.456	240.478	240.508	240.494	240.485	240.473	240.500	240.495	240.520	240.484	240.529	240.513	240.534	240.601	240.594	240.529	240.529	240.569	240.550	240.544	240.568	240.544	240.552	240.559	240.545	240.544	240.566	240.552	240.552	240.529	240.552	240.534	2016_7_15_15_56_46
F2LS38VQGRXL____	-53.815	-53.780	-53.779	-53.854	-53.851	-53.853	-53.819	-53.851	-53.851	-53.854	-53.781	-53.818	-53.781	-53.715	-53.749	-53.781	-53.781	-53.749	-53.748	-53.748	-53.714	-53.748	-53.782	-53.747	-53.782	-53.748	-53.712	-53.745	-53.782	-53.781	-53.745	-53.782	-93.568	-93.605	-93.679	-93.750	-93.715	-93.645	-93.714	-93.754	-93.754	-93.715	-93.822	-93.825	-93.753	-93.858	-93.893	-93.822	-93.822	-93.855	-93.786	-93.820	-93.816	-93.820	-93.793	-93.782	-93.820	-93.820	-93.785	-93.752	-93.793	-93.822	-93.786	-93.788	239.739	239.765	239.785	239.769	239.761	239.742	239.776	239.772	239.772	239.760	239.822	239.806	239.803	239.862	239.855	239.822	239.822	239.845	239.827	239.836	239.851	239.836	239.814	239.827	239.821	239.836	239.844	239.820	239.814	239.822	239.829	239.812	2016_7_15_15_56_48
F2LS39Q6GRXL____	-53.884	-53.849	-53.849	-53.922	-53.884	-53.924	-53.889	-53.919	-53.886	-53.922	-53.850	-53.887	-53.816	-53.745	-53.780	-53.850	-53.850	-53.815	-53.816	-53.816	-53.780	-53.816	-53.817	-53.814	-53.848	-53.816	-53.780	-53.813	-53.817	-53.850	-53.813	-53.851	-93.758	-93.793	-93.827	-93.902	-93.868	-93.831	-93.866	-93.901	-93.938	-93.865	-93.973	-93.971	-93.939	-94.008	-94.041	-93.973	-93.973	-94.006	-93.937	-93.972	-94.003	-93.972	-93.942	-93.968	-93.971	-93.972	-93.939	-93.940	-93.942	-93.973	-93.936	-93.936	240.469	240.495	240.504	240.490	240.498	240.470	240.496	240.491	240.516	240.480	240.541	240.524	240.548	240.599	240.592	240.541	240.541	240.566	240.548	240.557	240.581	240.557	240.548	240.557	240.542	240.557	240.565	240.550	240.548	240.541	240.549	240.531	2016_7_15_15_56_51
F2LS339XHFM1____	-53.729	-53.696	-53.694	-53.762	-53.725	-53.767	-53.729	-53.763	-53.771	-53.764	-53.691	-53.727	-53.654	-53.587	-53.620	-53.691	-53.691	-53.659	-53.657	-53.698	-53.664	-53.698	-53.655	-53.698	-53.694	-53.698	-53.619	-53.657	-53.655	-53.691	-53.657	-53.694	-93.475	-93.513	-93.549	-93.617	-93.584	-93.546	-93.583	-93.618	-93.697	-93.581	-93.688	-93.691	-93.652	-93.720	-93.758	-93.688	-93.688	-93.720	-93.654	-93.688	-93.720	-93.688	-93.655	-93.687	-93.688	-93.688	-93.655	-93.656	-93.655	-93.688	-93.653	-93.654	239.754	239.779	239.790	239.776	239.785	239.756	239.783	239.776	239.794	239.766	239.828	239.812	239.835	239.884	239.879	239.828	239.828	239.851	239.834	239.825	239.849	239.825	239.836	239.824	239.827	239.825	239.852	239.835	239.836	239.828	239.834	239.817	2016_7_15_15_56_54
F2LS3957GRXL____	-53.958	-53.921	-53.920	-54.032	-53.994	-53.994	-53.960	-53.989	-53.959	-53.994	-53.923	-54.000	-53.891	-53.820	-53.892	-53.923	-53.923	-53.889	-53.887	-53.887	-53.854	-53.887	-53.886	-53.887	-53.923	-53.887	-53.854	-53.887	-53.886	-53.923	-53.925	-53.923	-93.593	-93.634	-93.669	-93.742	-93.707	-93.671	-93.707	-93.777	-93.777	-93.705	-93.845	-93.848	-93.776	-93.880	-93.881	-93.845	-93.845	-93.878	-93.811	-93.844	-93.842	-93.844	-93.816	-93.805	-93.844	-93.844	-93.812	-93.778	-93.816	-93.845	-93.811	-93.811	239.954	239.982	239.992	239.959	239.967	239.958	239.983	239.988	240.002	239.967	240.036	240.002	240.033	240.093	240.060	240.036	240.036	240.061	240.044	240.053	240.067	240.053	240.046	240.043	240.036	240.053	240.060	240.035	240.046	240.036	240.027	240.027	2016_7_15_15_56_57
