SN	Distance_X_LOGO_MainBoard_RD1	Distance_X_LOGO_MainBoard_RD2	Distance_X_LOGO_MainBoard_RD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_RD1	Distance_Y_LOGO_MainBoard_RD2	Distance_Y_LOGO_MainBoard_RD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_RD1	Angle_MainBoard_RD2	Angle_MainBoard_RD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
F2LS3HQHHFM5____	0.079	0.081	0.077	0.121	0.122	0.119	0.033	0.081	0.119	0.081	0.122	0.079	0.124	0.074	0.077	0.074	0.079	0.117	0.077	0.077	0.074	0.118	0.077	0.080	0.077	0.077	0.077	0.077	0.122	0.077	0.124	0.117	0.056	0.019	0.017	0.059	0.058	0.057	0.056	0.057	0.057	0.057	0.058	0.057	0.062	0.059	0.055	0.059	0.057	0.018	0.055	0.014	0.059	0.054	0.055	-0.019	0.017	0.017	0.014	0.017	0.058	0.014	0.098	0.018	0.112	0.123	0.122	0.128	0.129	0.128	0.093	0.112	0.128	0.112	0.129	0.111	0.129	0.109	0.112	0.109	0.111	0.139	0.112	0.122	0.109	0.129	0.112	0.133	0.122	0.122	0.122	0.122	0.129	0.122	0.119	0.139	0.091	0.043	0.120	2016_7_15_15_59_59
F2LS3EKPHFM2____	-0.123	-0.072	-0.112	-0.031	-0.108	-0.072	-0.072	-0.114	-0.072	-0.114	-0.108	-0.075	-0.072	-0.073	-0.073	-0.073	-0.075	-0.073	-0.073	-0.072	-0.073	-0.072	-0.073	-0.070	-0.112	-0.112	-0.072	-0.112	-0.108	-0.072	-0.069	-0.073	-0.112	-0.106	-0.115	-0.032	-0.112	-0.072	-0.070	-0.038	-0.072	-0.038	-0.112	-0.107	-0.076	-0.070	-0.104	-0.070	-0.107	-0.108	-0.104	-0.034	-0.070	-0.070	-0.104	-0.074	-0.115	-0.115	-0.034	-0.115	-0.112	-0.034	-0.035	-0.108	0.004	0.024	0.010	0.019	0.011	0.014	0.013	-0.013	0.014	-0.013	0.011	0.023	0.015	0.013	0.023	0.013	0.023	0.024	0.023	0.004	0.013	0.014	0.023	0.015	0.010	0.010	0.004	0.010	0.011	0.004	0.005	0.024	-0.084	-0.083	0.012	2016_7_15_16_00_02
F2LS3KLTHFM5____	-0.509	-0.508	-0.521	-0.556	-0.512	-0.510	-0.514	-0.514	-0.510	-0.514	-0.512	-0.518	-0.551	-0.518	-0.518	-0.518	-0.518	-0.553	-0.518	-0.509	-0.518	-0.516	-0.518	-0.511	-0.521	-0.521	-0.509	-0.521	-0.512	-0.509	-0.510	-0.553	-0.031	-0.039	-0.039	-0.047	0.001	-0.036	-0.003	-0.003	-0.036	-0.003	0.001	-0.039	-0.040	-0.004	-0.004	-0.004	-0.039	-0.002	-0.004	-0.001	-0.004	-0.003	-0.004	-0.002	-0.039	-0.039	-0.001	-0.039	0.001	-0.001	-0.001	-0.002	-0.198	-0.195	-0.201	-0.213	-0.208	-0.198	-0.208	-0.208	-0.198	-0.208	-0.208	-0.200	-0.213	-0.210	-0.210	-0.210	-0.200	-0.225	-0.210	-0.207	-0.210	-0.209	-0.210	-0.208	-0.201	-0.201	-0.207	-0.201	-0.208	-0.207	-0.208	-0.225	-0.519	-0.016	-0.207	2016_7_15_16_00_05
F2LS3SMLHFM5____	-0.055	-0.057	-0.055	-0.016	-0.053	-0.055	-0.057	-0.056	-0.055	-0.056	-0.053	-0.096	-0.095	-0.094	-0.056	-0.094	-0.096	-0.056	-0.056	-0.015	-0.094	-0.054	-0.056	-0.055	-0.055	-0.055	-0.015	-0.055	-0.053	-0.015	-0.015	-0.056	-0.020	-0.065	-0.017	-0.021	-0.018	0.016	0.019	-0.024	0.016	-0.024	-0.018	-0.059	-0.026	-0.021	0.020	-0.021	-0.059	0.026	0.020	-0.018	-0.021	0.024	0.020	-0.067	-0.017	-0.017	-0.018	-0.017	-0.018	-0.018	-0.020	0.026	-0.511	-0.499	-0.512	-0.495	-0.511	-0.521	-0.523	-0.510	-0.521	-0.510	-0.511	-0.517	-0.526	-0.528	-0.523	-0.528	-0.517	-0.525	-0.523	-0.496	-0.528	-0.524	-0.523	-0.497	-0.512	-0.512	-0.496	-0.512	-0.511	-0.496	-0.495	-0.525	-0.056	-0.014	-0.514	2016_7_15_16_00_08
F2LS38TUGRXL____	0.029	0.073	0.031	0.032	0.033	0.032	0.037	0.073	0.032	0.073	0.033	0.071	0.072	0.030	0.071	0.030	0.071	0.032	0.071	0.032	0.030	0.031	0.071	0.031	0.031	0.031	0.032	0.031	0.033	0.032	0.031	0.032	0.017	0.054	0.017	0.022	0.022	0.020	0.026	0.018	0.020	0.018	0.022	0.020	0.019	0.018	0.018	0.018	0.020	0.018	0.018	0.019	0.018	0.021	0.018	0.019	0.017	0.017	0.019	0.017	0.022	0.019	0.022	0.018	-0.159	-0.152	-0.158	-0.159	-0.159	-0.159	-0.158	-0.141	-0.159	-0.141	-0.159	-0.143	-0.142	-0.159	-0.142	-0.159	-0.143	-0.158	-0.142	-0.159	-0.159	-0.159	-0.142	-0.158	-0.158	-0.158	-0.159	-0.158	-0.159	-0.159	-0.159	-0.158	0.043	0.020	-0.154	2016_7_15_16_00_11
F2LS3TKDHFM5____	-0.125	-0.083	-0.124	-0.124	-0.085	-0.086	-0.126	-0.084	-0.086	-0.084	-0.085	-0.122	-0.125	-0.126	-0.126	-0.126	-0.122	-0.085	-0.126	-0.089	-0.126	-0.084	-0.126	-0.084	-0.124	-0.124	-0.089	-0.124	-0.085	-0.089	-0.084	-0.085	-0.231	-0.224	-0.224	-0.230	-0.227	-0.228	-0.258	-0.227	-0.228	-0.227	-0.227	-0.224	-0.227	-0.219	-0.251	-0.219	-0.224	-0.221	-0.251	-0.232	-0.219	-0.255	-0.251	-0.227	-0.224	-0.224	-0.232	-0.224	-0.227	-0.232	-0.226	-0.221	0.731	0.747	0.730	0.732	0.747	0.747	0.739	0.747	0.747	0.747	0.747	0.730	0.730	0.727	0.736	0.727	0.730	0.745	0.736	0.747	0.727	0.754	0.736	0.747	0.730	0.730	0.747	0.730	0.747	0.747	0.747	0.745	-0.105	-0.230	0.739	2016_7_15_16_00_15
F2LS3MG9HFM5____	0.213	0.215	0.217	0.214	0.215	0.214	0.215	0.217	0.214	0.217	0.215	0.217	0.216	0.215	0.214	0.215	0.217	0.216	0.214	0.214	0.215	0.215	0.214	0.213	0.217	0.217	0.214	0.217	0.215	0.214	0.215	0.216	-0.117	-0.149	-0.188	-0.150	-0.204	-0.188	-0.147	-0.150	-0.188	-0.150	-0.204	-0.151	-0.185	-0.152	-0.188	-0.152	-0.151	-0.148	-0.188	-0.152	-0.152	-0.187	-0.188	-0.148	-0.188	-0.188	-0.152	-0.188	-0.204	-0.152	-0.151	-0.148	0.221	0.230	0.242	0.229	0.246	0.241	0.231	0.231	0.241	0.231	0.246	0.232	0.241	0.231	0.241	0.231	0.232	0.230	0.241	0.231	0.231	0.241	0.241	0.230	0.242	0.242	0.231	0.242	0.246	0.231	0.230	0.230	0.215	-0.167	0.235	2016_7_15_16_00_17
F2LS3BDVGRXL____	0.039	0.118	0.073	0.116	0.114	0.116	0.073	0.117	0.116	0.117	0.114	0.075	0.076	0.078	0.078	0.078	0.075	0.036	0.078	0.114	0.078	0.077	0.078	0.075	0.073	0.073	0.114	0.073	0.114	0.114	0.075	0.036	-0.218	-0.220	-0.215	-0.212	-0.212	-0.213	-0.212	-0.214	-0.213	-0.214	-0.212	-0.215	-0.218	-0.181	-0.213	-0.181	-0.215	-0.216	-0.213	-0.212	-0.181	-0.213	-0.213	-0.215	-0.215	-0.215	-0.212	-0.215	-0.212	-0.212	-0.212	-0.216	-0.592	-0.560	-0.578	-0.563	-0.563	-0.562	-0.581	-0.561	-0.562	-0.561	-0.563	-0.578	-0.578	-0.587	-0.578	-0.587	-0.578	-0.594	-0.578	-0.564	-0.587	-0.578	-0.578	-0.578	-0.578	-0.578	-0.564	-0.578	-0.563	-0.564	-0.579	-0.594	0.087	-0.211	-0.575	2016_7_15_16_00_20
F2LS35BZHFM1____	-0.253	-0.257	-0.259	-0.255	-0.257	-0.254	-0.257	-0.257	-0.254	-0.257	-0.257	-0.258	-0.260	-0.259	-0.256	-0.259	-0.258	-0.257	-0.256	-0.254	-0.259	-0.257	-0.256	-0.254	-0.259	-0.259	-0.254	-0.259	-0.257	-0.254	-0.256	-0.257	-0.132	-0.097	-0.165	-0.096	-0.095	-0.132	-0.097	-0.096	-0.132	-0.096	-0.095	-0.129	-0.098	-0.131	-0.098	-0.131	-0.129	-0.098	-0.098	-0.134	-0.131	-0.100	-0.098	-0.130	-0.165	-0.165	-0.134	-0.165	-0.095	-0.134	-0.101	-0.098	0.634	0.624	0.642	0.624	0.622	0.635	0.623	0.622	0.635	0.622	0.622	0.632	0.622	0.632	0.624	0.632	0.632	0.624	0.624	0.635	0.632	0.624	0.624	0.634	0.642	0.642	0.635	0.642	0.622	0.635	0.625	0.624	-0.257	-0.118	0.629	2016_7_15_16_00_22
F2LS3HZVHFM5____	-0.552	-0.590	-0.593	-0.592	-0.590	-0.551	-0.593	-0.591	-0.551	-0.591	-0.590	-0.592	-0.591	-0.594	-0.592	-0.594	-0.592	-0.595	-0.592	-0.590	-0.594	-0.559	-0.592	-0.589	-0.593	-0.593	-0.590	-0.593	-0.590	-0.590	-0.593	-0.595	0.275	0.271	0.273	0.273	0.238	0.277	0.269	0.274	0.277	0.274	0.238	0.272	0.272	0.267	0.269	0.267	0.272	0.269	0.269	0.271	0.267	0.270	0.269	0.273	0.273	0.273	0.271	0.273	0.238	0.271	0.271	0.269	-0.227	-0.242	-0.244	-0.243	-0.233	-0.228	-0.243	-0.244	-0.228	-0.244	-0.233	-0.243	-0.242	-0.243	-0.242	-0.243	-0.243	-0.243	-0.242	-0.243	-0.243	-0.230	-0.242	-0.242	-0.244	-0.244	-0.243	-0.244	-0.233	-0.243	-0.243	-0.243	-0.587	0.268	-0.240	2016_7_15_16_00_25
