SN	Distance_X_LOGO_MainBoard_RD1	Distance_X_LOGO_MainBoard_RD2	Distance_X_LOGO_MainBoard_RD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_RD1	Distance_Y_LOGO_MainBoard_RD2	Distance_Y_LOGO_MainBoard_RD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_RD1	Angle_MainBoard_RD2	Angle_MainBoard_RD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
F2LS339XHFM1____	-0.279	-0.325	-0.287	-0.326	-0.326	-0.323	-0.283	-0.287	-0.323	-0.287	-0.326	-0.288	-0.287	-0.286	-0.288	-0.286	-0.288	-0.327	-0.288	-0.326	-0.286	-0.326	-0.288	-0.326	-0.287	-0.287	-0.326	-0.287	-0.326	-0.326	-0.330	-0.327	0.266	0.196	0.227	0.229	0.224	0.228	0.264	0.230	0.228	0.230	0.224	0.224	0.230	0.224	0.259	0.224	0.224	0.220	0.259	0.228	0.224	0.223	0.259	0.229	0.227	0.227	0.228	0.227	0.224	0.228	0.188	0.220	-0.290	-0.289	-0.282	-0.299	-0.298	-0.298	-0.291	-0.283	-0.298	-0.283	-0.298	-0.282	-0.284	-0.281	-0.292	-0.281	-0.282	-0.297	-0.292	-0.299	-0.281	-0.298	-0.292	-0.299	-0.282	-0.282	-0.299	-0.282	-0.298	-0.299	-0.288	-0.297	-0.305	0.229	-0.290	2016_7_15_16_00_28
F2LS3HFRHFM5____	-0.074	-0.074	-0.078	-0.032	-0.074	-0.075	-0.078	-0.074	-0.075	-0.074	-0.074	-0.077	-0.073	-0.078	-0.075	-0.078	-0.077	-0.076	-0.075	-0.075	-0.078	-0.077	-0.075	-0.031	-0.078	-0.078	-0.075	-0.078	-0.074	-0.075	-0.075	-0.076	0.083	0.121	0.125	0.128	0.121	0.122	0.126	0.122	0.122	0.122	0.121	0.124	0.122	0.121	0.124	0.121	0.124	0.082	0.124	0.084	0.121	0.083	0.124	0.127	0.125	0.125	0.084	0.125	0.121	0.084	0.047	0.082	-0.026	-0.038	-0.039	-0.021	-0.037	-0.038	-0.040	-0.037	-0.038	-0.037	-0.037	-0.039	-0.037	-0.038	-0.039	-0.038	-0.039	-0.027	-0.039	-0.027	-0.038	-0.027	-0.039	-0.021	-0.039	-0.039	-0.027	-0.039	-0.037	-0.027	-0.016	-0.027	-0.073	0.112	-0.034	2016_7_15_16_00_30
F2LS3JESHFM5____	-0.354	-0.355	-0.310	-0.353	-0.391	-0.392	-0.350	-0.353	-0.392	-0.353	-0.391	-0.310	-0.351	-0.351	-0.349	-0.351	-0.310	-0.350	-0.349	-0.352	-0.351	-0.349	-0.349	-0.310	-0.310	-0.310	-0.352	-0.310	-0.391	-0.352	-0.352	-0.350	0.037	0.032	0.070	0.034	0.035	0.033	0.071	0.068	0.033	0.068	0.035	0.070	0.069	0.070	0.073	0.070	0.070	0.068	0.073	0.069	0.070	0.070	0.073	0.113	0.070	0.070	0.069	0.070	0.035	0.069	0.070	0.068	-0.239	-0.238	-0.230	-0.238	-0.254	-0.253	-0.247	-0.248	-0.253	-0.248	-0.254	-0.230	-0.247	-0.247	-0.248	-0.247	-0.230	-0.246	-0.248	-0.247	-0.247	-0.246	-0.248	-0.242	-0.230	-0.230	-0.247	-0.230	-0.254	-0.247	-0.247	-0.246	-0.348	0.062	-0.244	2016_7_15_16_00_33
F2LS3HFBHFM5____	0.167	0.166	0.162	0.163	0.205	0.166	0.160	0.205	0.166	0.205	0.205	0.162	0.204	0.204	0.202	0.204	0.162	0.160	0.202	0.164	0.204	0.202	0.202	0.164	0.162	0.162	0.164	0.162	0.205	0.164	0.164	0.160	-0.145	-0.116	-0.141	-0.147	-0.111	-0.112	-0.142	-0.117	-0.112	-0.117	-0.111	-0.109	-0.118	-0.111	-0.147	-0.111	-0.109	-0.146	-0.147	-0.144	-0.111	-0.177	-0.147	-0.144	-0.141	-0.141	-0.144	-0.141	-0.111	-0.144	-0.146	-0.146	0.210	0.202	0.207	0.209	0.217	0.200	0.207	0.218	0.200	0.218	0.217	0.198	0.217	0.216	0.225	0.216	0.198	0.207	0.225	0.209	0.216	0.234	0.225	0.208	0.207	0.207	0.209	0.207	0.217	0.209	0.209	0.207	0.180	-0.131	0.212	2016_7_15_16_00_36
F2LS3A7AHFM2____	-0.154	-0.155	-0.187	-0.156	-0.153	-0.152	-0.193	-0.159	-0.152	-0.159	-0.153	-0.153	-0.159	-0.192	-0.159	-0.192	-0.153	-0.155	-0.159	-0.155	-0.192	-0.156	-0.159	-0.157	-0.187	-0.187	-0.155	-0.187	-0.153	-0.155	-0.201	-0.155	0.181	0.184	0.186	0.186	0.184	0.182	0.185	0.184	0.182	0.184	0.184	0.188	0.183	0.184	0.187	0.184	0.188	0.186	0.187	0.186	0.184	0.187	0.187	0.186	0.186	0.186	0.186	0.186	0.184	0.186	0.097	0.186	-0.585	-0.585	-0.600	-0.586	-0.585	-0.585	-0.602	-0.587	-0.585	-0.587	-0.585	-0.587	-0.587	-0.601	-0.589	-0.601	-0.587	-0.586	-0.589	-0.587	-0.601	-0.587	-0.589	-0.587	-0.600	-0.600	-0.587	-0.600	-0.585	-0.587	-0.580	-0.586	-0.165	0.182	-0.590	2016_7_15_16_00_39
F2LS3A8AGRXL____	-0.023	-0.066	-0.072	-0.072	-0.067	-0.110	-0.035	-0.025	-0.110	-0.025	-0.067	-0.070	-0.025	-0.072	-0.069	-0.072	-0.070	-0.032	-0.069	-0.071	-0.072	-0.032	-0.069	-0.071	-0.072	-0.072	-0.071	-0.072	-0.067	-0.071	-0.070	-0.032	-0.150	-0.146	-0.180	-0.186	-0.150	-0.186	-0.145	-0.146	-0.186	-0.146	-0.150	-0.184	-0.148	-0.181	-0.143	-0.181	-0.184	-0.142	-0.143	-0.189	-0.181	-0.140	-0.143	-0.147	-0.180	-0.180	-0.189	-0.180	-0.150	-0.189	-0.188	-0.142	0.023	0.004	0.011	0.013	0.004	-0.003	0.017	0.020	-0.003	0.020	0.004	0.012	0.021	0.011	0.001	0.011	0.012	0.017	0.001	0.014	0.011	0.016	0.001	0.001	0.011	0.011	0.014	0.011	0.004	0.014	0.013	0.017	-0.062	-0.165	0.010	2016_7_15_16_00_42
F2LS39Q6GRXL____	-0.224	-0.224	-0.222	-0.184	-0.261	-0.223	-0.226	-0.222	-0.223	-0.222	-0.261	-0.225	-0.262	-0.223	-0.227	-0.223	-0.225	-0.225	-0.227	-0.262	-0.223	-0.227	-0.227	-0.261	-0.222	-0.222	-0.262	-0.222	-0.261	-0.262	-0.225	-0.225	0.033	0.035	0.040	0.001	-0.001	0.039	0.006	0.000	0.039	0.000	-0.001	0.002	0.039	-0.001	0.037	-0.001	0.002	0.002	0.037	0.003	-0.001	0.002	0.037	0.001	0.040	0.040	0.003	0.040	-0.001	0.003	0.003	0.002	0.028	0.028	0.027	0.054	0.022	0.027	0.035	0.038	0.027	0.038	0.022	0.037	0.010	0.038	0.026	0.038	0.037	0.036	0.026	0.020	0.038	0.036	0.026	0.022	0.027	0.027	0.020	0.027	0.022	0.020	0.036	0.036	-0.232	0.015	0.030	2016_7_15_16_00_45
F2LS38VQGRXL____	-0.139	-0.096	-0.142	-0.139	-0.102	-0.142	-0.137	-0.099	-0.142	-0.099	-0.102	-0.103	-0.136	-0.141	-0.139	-0.141	-0.103	-0.104	-0.139	-0.140	-0.141	-0.137	-0.139	-0.137	-0.142	-0.142	-0.140	-0.142	-0.102	-0.140	-0.141	-0.104	-0.095	-0.088	-0.131	-0.135	-0.131	-0.133	-0.091	-0.127	-0.133	-0.127	-0.131	-0.089	-0.129	-0.131	-0.131	-0.131	-0.089	-0.092	-0.131	-0.133	-0.131	-0.129	-0.131	-0.088	-0.131	-0.131	-0.133	-0.131	-0.131	-0.133	-0.135	-0.092	-0.642	-0.627	-0.633	-0.630	-0.617	-0.633	-0.642	-0.616	-0.633	-0.616	-0.617	-0.629	-0.631	-0.633	-0.632	-0.633	-0.629	-0.628	-0.632	-0.632	-0.633	-0.631	-0.632	-0.643	-0.633	-0.633	-0.632	-0.633	-0.617	-0.632	-0.632	-0.628	-0.128	-0.121	-0.630	2016_7_15_16_00_47
F2LS30UNGRX8____	-0.384	-0.387	-0.428	-0.388	-0.426	-0.426	-0.389	-0.389	-0.426	-0.389	-0.426	-0.388	-0.388	-0.427	-0.388	-0.427	-0.388	-0.388	-0.388	-0.387	-0.427	-0.426	-0.388	-0.425	-0.428	-0.428	-0.387	-0.428	-0.426	-0.387	-0.385	-0.388	-0.090	-0.157	-0.119	-0.118	-0.125	-0.124	-0.117	-0.118	-0.124	-0.118	-0.125	-0.118	-0.122	-0.119	-0.083	-0.119	-0.118	-0.085	-0.083	-0.088	-0.119	-0.117	-0.083	-0.126	-0.119	-0.119	-0.088	-0.119	-0.125	-0.088	-0.120	-0.085	0.498	0.516	0.487	0.503	0.490	0.489	0.503	0.503	0.489	0.503	0.490	0.504	0.504	0.488	0.493	0.488	0.504	0.494	0.493	0.495	0.488	0.488	0.493	0.490	0.487	0.487	0.495	0.487	0.490	0.495	0.505	0.494	-0.405	-0.112	0.495	2016_7_15_16_00_50
F2LS3957GRXL____	0.023	-0.063	-0.061	-0.063	-0.062	-0.060	-0.064	-0.060	-0.060	-0.060	-0.062	-0.023	-0.064	-0.024	-0.023	-0.024	-0.023	-0.103	-0.023	-0.024	-0.024	-0.056	-0.023	-0.062	-0.061	-0.061	-0.024	-0.061	-0.062	-0.024	-0.061	-0.103	0.071	0.061	0.071	0.065	0.068	0.029	0.034	0.036	0.029	0.036	0.068	0.072	0.068	0.064	0.066	0.064	0.072	0.064	0.066	0.068	0.064	0.065	0.066	0.065	0.071	0.071	0.068	0.071	0.068	0.068	0.067	0.064	0.388	0.354	0.352	0.354	0.353	0.365	0.362	0.363	0.365	0.363	0.353	0.367	0.352	0.370	0.370	0.370	0.367	0.337	0.370	0.368	0.370	0.356	0.370	0.353	0.352	0.352	0.368	0.352	0.353	0.368	0.353	0.337	-0.048	0.062	0.360	2016_7_15_16_00_53
