SN	Distance_X_LOGO_Nfc_Up1	Distance_X_LOGO_Nfc_Up2	Distance_X_LOGO_Nfc_Up3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Nfc_Up1	Distance_Y_LOGO_Nfc_Up2	Distance_Y_LOGO_Nfc_Up3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Nfc_Up1	Angle_Nfc_Up2	Angle_Nfc_Up3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS3A7AHFM2____	-66.970	-66.866	-66.789	-66.901	-66.936	-66.974	-66.869	-66.899	-66.833	-66.935	-66.971	-66.864	-66.756	-66.971	-66.896	-66.972	-66.864	-66.900	-66.860	-66.831	-66.865	-66.903	-66.903	-66.793	-66.869	-66.789	-66.761	-66.760	-66.730	-66.695	-66.795	-66.765	144.277	144.284	144.274	144.351	144.316	144.309	144.283	144.340	144.284	144.314	144.243	144.212	144.350	144.283	144.276	144.245	144.317	144.281	144.304	144.305	144.375	144.311	144.351	144.481	144.599	144.509	144.557	144.476	144.489	144.465	144.474	144.589	114.925	114.890	114.866	114.891	114.908	114.921	114.891	114.892	114.879	114.908	114.930	114.900	114.844	114.924	114.901	114.930	114.884	114.901	114.885	114.875	114.876	114.898	114.892	114.836	114.843	114.830	114.814	114.826	114.814	114.807	114.838	114.811	2016_7_15_15_14_45
F2LS3A8AGRXL____	-67.238	-67.133	-67.063	-67.125	-67.202	-67.238	-67.131	-67.165	-67.098	-67.203	-67.192	-67.133	-67.028	-67.192	-67.166	-67.238	-67.133	-67.121	-67.134	-67.098	-67.129	-67.167	-67.124	-67.096	-67.129	-67.063	-67.028	-67.028	-66.993	-66.951	-67.063	-67.028	144.077	144.147	144.147	144.193	144.189	144.112	144.151	144.239	144.077	144.112	144.129	144.007	144.217	144.169	144.163	144.077	144.182	144.131	144.199	144.217	144.239	144.123	144.231	144.306	144.414	144.392	144.357	144.392	144.322	144.342	144.287	144.427	115.252	115.207	115.184	115.197	115.223	115.246	115.205	115.203	115.206	115.235	115.229	115.228	115.162	115.222	115.215	115.252	115.201	115.205	115.199	115.185	115.191	115.221	115.191	115.171	115.165	115.147	115.141	115.135	115.134	115.118	115.163	115.130	2016_7_15_15_14_48
F2LS3BDVGRXL____	-67.464	-67.361	-67.286	-67.396	-67.432	-67.467	-67.363	-67.391	-67.327	-67.429	-67.465	-67.362	-67.249	-67.465	-67.389	-67.465	-67.361	-67.394	-67.354	-67.326	-67.359	-67.398	-67.396	-67.286	-67.364	-67.282	-67.256	-67.252	-67.223	-67.186	-67.288	-67.257	144.076	144.076	144.070	144.148	144.147	144.109	144.111	144.170	144.075	144.111	144.075	144.008	144.148	144.112	144.100	144.074	144.111	144.078	144.137	144.136	144.205	144.110	144.180	144.273	144.398	144.307	144.357	144.312	144.326	144.300	144.268	144.436	115.103	115.069	115.045	115.069	115.081	115.099	115.064	115.064	115.058	115.086	115.103	115.079	115.021	115.097	115.074	115.103	115.064	115.079	115.057	115.048	115.049	115.076	115.065	115.014	115.021	115.008	114.992	114.997	114.986	114.978	115.016	114.980	2016_7_15_15_14_51
F2LS3EKPHFM2____	-67.662	-67.555	-67.481	-67.590	-67.626	-67.661	-67.556	-67.590	-67.522	-67.624	-67.662	-67.558	-67.447	-67.660	-67.585	-67.660	-67.557	-67.592	-67.554	-67.521	-67.556	-67.593	-67.592	-67.486	-67.559	-67.482	-67.454	-67.451	-67.419	-67.384	-67.486	-67.451	144.040	144.079	144.077	144.143	144.145	144.108	144.110	144.140	144.041	144.111	144.040	143.972	144.150	144.111	144.110	144.074	144.077	144.041	144.105	144.140	144.173	144.072	144.145	144.255	144.374	144.281	144.337	144.295	144.302	144.272	144.249	144.430	115.174	115.133	115.109	115.135	115.146	115.163	115.129	115.135	115.128	115.151	115.174	115.150	115.087	115.162	115.138	115.168	115.134	115.151	115.129	115.113	115.119	115.147	115.135	115.084	115.089	115.079	115.061	115.066	115.055	115.048	115.085	115.046	2016_7_15_15_14_54
F2LS3HFBHFM5____	-67.446	-67.343	-67.268	-67.379	-67.415	-67.451	-67.344	-67.374	-67.305	-67.413	-67.445	-67.344	-67.231	-67.445	-67.372	-67.447	-67.343	-67.377	-67.336	-67.307	-67.340	-67.381	-67.379	-67.269	-67.345	-67.265	-67.239	-67.234	-67.206	-67.170	-67.271	-67.242	144.012	144.014	144.013	144.081	144.080	144.045	144.047	144.109	144.010	144.047	144.014	143.946	144.090	144.051	144.044	144.014	144.049	144.015	144.078	144.079	144.151	144.044	144.114	144.226	144.361	144.258	144.322	144.266	144.283	144.261	144.213	144.375	115.226	115.192	115.167	115.193	115.205	115.222	115.187	115.187	115.180	115.209	115.225	115.202	115.143	115.219	115.196	115.226	115.186	115.202	115.180	115.170	115.170	115.199	115.188	115.135	115.139	115.129	115.111	115.118	115.106	115.097	115.138	115.104	2016_7_15_15_14_57
F2LS3HFRHFM5____	-67.535	-67.430	-67.336	-67.465	-67.500	-67.535	-67.413	-67.465	-67.395	-67.500	-67.475	-67.430	-67.263	-67.535	-67.465	-67.475	-67.430	-67.465	-67.430	-67.379	-67.430	-67.465	-67.465	-67.338	-67.430	-67.360	-67.325	-67.325	-67.290	-67.237	-67.339	-67.325	144.075	144.075	144.104	144.145	144.145	144.110	144.122	144.180	144.075	144.110	144.100	144.005	144.182	144.110	144.110	144.101	144.110	144.075	144.145	144.165	144.215	144.110	144.180	144.299	144.390	144.320	144.355	144.320	144.320	144.293	144.257	144.425	115.384	115.350	115.315	115.351	115.362	115.379	115.337	115.346	115.339	115.368	115.361	115.361	115.279	115.379	115.356	115.361	115.345	115.362	115.339	115.320	115.329	115.356	115.346	115.286	115.302	115.290	115.273	115.279	115.267	115.254	115.293	115.263	2016_7_15_15_15_00
F2LS3HQHHFM5____	-67.312	-67.210	-67.132	-67.244	-67.281	-67.315	-67.213	-67.240	-67.175	-67.279	-67.312	-67.208	-67.096	-67.311	-67.238	-67.312	-67.209	-67.243	-67.199	-67.175	-67.208	-67.248	-67.245	-67.135	-67.210	-67.126	-67.102	-67.099	-67.070	-67.037	-67.136	-67.104	144.166	144.160	144.158	144.239	144.235	144.198	144.194	144.250	144.161	144.200	144.163	144.089	144.231	144.202	144.182	144.165	144.198	144.164	144.213	144.220	144.283	144.197	144.270	144.339	144.468	144.387	144.433	144.381	144.404	144.372	144.338	144.511	114.850	114.817	114.792	114.816	114.829	114.846	114.813	114.813	114.806	114.833	114.850	114.827	114.769	114.844	114.823	114.850	114.811	114.827	114.805	114.797	114.798	114.824	114.812	114.766	114.770	114.755	114.741	114.747	114.734	114.728	114.766	114.729	2016_7_15_15_15_03
F2LS3HZVHFM5____	-67.383	-67.259	-67.148	-67.295	-67.333	-67.327	-67.261	-67.255	-67.225	-67.326	-67.383	-67.260	-67.110	-67.361	-67.313	-67.325	-67.259	-67.313	-67.257	-67.228	-67.260	-67.296	-67.295	-67.208	-67.225	-67.182	-67.173	-67.173	-67.126	-67.050	-67.191	-67.173	144.091	144.150	144.158	144.214	144.214	144.178	144.180	144.253	144.147	144.185	144.091	144.086	144.234	144.187	144.126	144.151	144.186	144.091	144.219	144.217	144.283	144.176	144.251	144.301	144.503	144.403	144.371	144.336	144.410	144.399	144.344	144.511	115.122	115.073	115.035	115.075	115.087	115.091	115.069	115.056	115.062	115.089	115.122	115.083	115.011	115.100	115.094	115.094	115.067	115.100	115.061	115.052	115.053	115.081	115.069	115.033	115.008	115.009	115.011	115.017	114.990	114.967	115.021	114.990	2016_7_15_15_15_07
F2LS3JESHFM5____	-66.891	-66.787	-66.751	-66.823	-66.860	-66.893	-66.789	-66.826	-66.750	-66.855	-66.889	-66.789	-66.684	-66.889	-66.823	-66.890	-66.789	-66.819	-66.792	-66.756	-66.787	-66.825	-66.823	-66.719	-66.791	-66.714	-66.682	-66.683	-66.649	-66.612	-66.718	-66.681	144.288	144.290	144.291	144.355	144.356	144.320	144.317	144.409	144.286	144.325	144.290	144.222	144.373	144.328	144.338	144.292	144.327	144.290	144.365	144.408	144.446	144.321	144.390	144.543	144.640	144.555	144.613	144.580	144.580	144.543	144.536	144.647	114.833	114.799	114.787	114.801	114.813	114.829	114.796	114.794	114.787	114.816	114.832	114.810	114.753	114.826	114.803	114.832	114.794	114.810	114.789	114.771	114.776	114.807	114.796	114.739	114.747	114.735	114.716	114.721	114.710	114.703	114.739	114.710	2016_7_15_15_15_09
F2LS3KLTHFM5____	-67.575	-67.474	-67.362	-67.472	-67.545	-67.543	-67.476	-67.467	-67.439	-67.505	-67.540	-67.474	-67.323	-67.538	-67.464	-67.541	-67.473	-67.468	-67.430	-67.440	-67.471	-67.511	-67.506	-67.399	-67.475	-67.388	-67.368	-67.361	-67.332	-67.298	-67.401	-67.371	144.099	144.101	144.144	144.201	144.170	144.162	144.129	144.200	144.096	144.171	144.103	144.038	144.223	144.173	144.164	144.106	144.138	144.176	144.206	144.198	144.235	144.133	144.208	144.280	144.414	144.353	144.382	144.334	144.352	144.359	144.288	144.496	115.055	115.022	114.979	115.006	115.035	115.036	115.019	115.005	115.012	115.022	115.043	115.032	114.955	115.032	115.010	115.043	115.016	115.009	114.992	114.996	115.001	115.030	115.017	114.971	114.975	114.956	114.945	114.950	114.938	114.926	114.970	114.929	2016_7_15_15_15_12
