SN	Distance_X_LOGO_Nfc_Up1	Distance_X_LOGO_Nfc_Up2	Distance_X_LOGO_Nfc_Up3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Nfc_Up1	Distance_Y_LOGO_Nfc_Up2	Distance_Y_LOGO_Nfc_Up3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Nfc_Up1	Angle_Nfc_Up2	Angle_Nfc_Up3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS3MG9HFM5____	-67.398	-67.328	-67.254	-67.331	-67.368	-67.400	-67.331	-67.323	-67.259	-67.365	-67.397	-67.296	-67.179	-67.396	-67.323	-67.397	-67.296	-67.326	-67.287	-67.295	-67.290	-67.366	-67.330	-67.217	-67.292	-67.209	-67.185	-67.179	-67.150	-67.114	-67.253	-67.188	144.139	144.134	144.139	144.206	144.206	144.169	144.163	144.233	144.136	144.176	144.139	144.074	144.212	144.179	144.163	144.141	144.179	144.173	144.198	144.195	144.270	144.167	144.243	144.313	144.445	144.378	144.407	144.359	144.382	144.350	144.276	144.491	115.232	115.210	115.185	115.200	115.212	115.228	115.206	115.193	115.187	115.216	115.232	115.209	115.149	115.225	115.204	115.231	115.193	115.203	115.187	115.190	115.177	115.218	115.194	115.146	115.151	115.134	115.122	115.127	115.114	115.107	115.164	115.110	2016_7_15_15_15_17
F2LS3SMLHFM5____	-67.527	-67.423	-67.359	-67.461	-67.498	-67.530	-67.424	-67.426	-67.387	-67.495	-67.526	-67.426	-67.325	-67.527	-67.462	-67.527	-67.425	-67.458	-67.428	-67.392	-67.425	-67.460	-67.460	-67.357	-67.434	-67.359	-67.325	-67.325	-67.291	-67.254	-67.360	-67.325	143.996	144.000	144.006	144.060	144.062	144.024	144.027	144.124	143.993	144.003	143.997	143.934	144.072	144.036	144.038	143.994	144.033	143.998	144.075	144.071	144.148	144.022	144.097	144.245	144.341	144.256	144.314	144.281	144.279	144.240	144.232	144.327	115.314	115.280	115.258	115.283	115.294	115.311	115.276	115.262	115.269	115.303	115.314	115.291	115.236	115.308	115.286	115.314	115.275	115.291	115.270	115.259	115.258	115.288	115.277	115.221	115.231	115.220	115.200	115.205	115.194	115.188	115.224	115.198	2016_7_15_15_15_21
F2LS3TKDHFM5____	-67.606	-67.540	-67.434	-67.577	-67.613	-67.645	-67.541	-67.538	-67.503	-67.608	-67.604	-67.540	-67.395	-67.605	-67.536	-67.643	-67.541	-67.573	-67.503	-67.474	-67.541	-67.577	-67.576	-67.470	-67.506	-67.428	-67.402	-67.399	-67.368	-67.331	-67.436	-67.439	144.048	144.043	144.080	144.111	144.110	144.076	144.073	144.183	144.040	144.078	144.076	143.979	144.153	144.086	144.113	144.041	144.080	144.046	144.147	144.148	144.176	144.073	144.147	144.248	144.403	144.332	144.412	144.326	144.334	144.300	144.265	144.414	115.009	114.988	114.948	114.990	115.001	115.017	114.984	114.966	114.976	115.005	115.004	114.998	114.924	115.002	114.976	115.022	114.983	114.998	114.960	114.950	114.968	114.996	114.984	114.934	114.922	114.907	114.887	114.899	114.887	114.880	114.920	114.898	2016_7_15_15_15_24
F2LS30UNGRX8____	-67.518	-67.413	-67.347	-67.448	-67.484	-67.521	-67.416	-67.422	-67.379	-67.450	-67.518	-67.415	-67.313	-67.518	-67.414	-67.520	-67.415	-67.450	-67.383	-67.382	-67.380	-67.450	-67.449	-67.344	-67.413	-67.313	-67.272	-67.274	-67.243	-67.206	-67.344	-67.309	144.112	144.111	144.114	144.184	144.185	144.138	144.141	144.222	144.112	144.195	144.111	144.044	144.188	144.149	144.190	144.107	144.149	144.113	144.222	144.181	144.290	144.143	144.218	144.316	144.420	144.352	144.432	144.385	144.357	144.324	144.323	144.460	114.954	114.920	114.898	114.920	114.932	114.951	114.916	114.906	114.909	114.919	114.954	114.931	114.876	114.948	114.908	114.955	114.915	114.932	114.893	114.899	114.882	114.927	114.916	114.866	114.873	114.851	114.825	114.833	114.827	114.820	114.865	114.833	2016_7_15_15_15_27
F2LS35BZHFM1____	-67.528	-67.426	-67.352	-67.462	-67.497	-67.532	-67.427	-67.462	-67.393	-67.495	-67.528	-67.424	-67.319	-67.529	-67.458	-67.530	-67.425	-67.459	-67.421	-67.392	-67.425	-67.464	-67.462	-67.356	-67.433	-67.351	-67.326	-67.323	-67.293	-67.259	-67.358	-67.326	144.209	144.174	144.169	144.227	144.227	144.241	144.238	144.262	144.170	144.241	144.206	144.103	144.243	144.242	144.199	144.204	144.207	144.209	144.272	144.267	144.301	144.204	144.262	144.397	144.484	144.397	144.433	144.381	144.408	144.386	144.391	144.562	115.196	115.168	115.145	115.172	115.183	115.193	115.159	115.167	115.158	115.181	115.197	115.179	115.123	115.192	115.175	115.198	115.163	115.174	115.152	115.143	115.149	115.176	115.167	115.112	115.123	115.110	115.097	115.103	115.089	115.082	115.113	115.077	2016_7_15_15_15_31
F2LS38TUGRXL____	-67.092	-66.950	-66.882	-67.026	-67.062	-67.054	-66.989	-67.023	-66.912	-67.057	-67.051	-66.990	-66.881	-67.052	-66.982	-67.051	-66.951	-66.981	-66.988	-66.954	-66.987	-67.026	-67.026	-66.916	-66.994	-66.872	-66.882	-66.879	-66.811	-66.815	-66.879	-66.882	144.112	144.150	144.147	144.179	144.176	144.176	144.171	144.211	144.146	144.146	144.148	144.049	144.180	144.153	144.187	144.145	144.182	144.149	144.176	144.176	144.249	144.142	144.216	144.329	144.456	144.367	144.415	144.369	144.402	144.356	144.384	144.476	114.938	114.885	114.864	114.906	114.918	114.916	114.895	114.900	114.874	114.921	114.919	114.914	114.858	114.918	114.890	114.920	114.881	114.896	114.894	114.883	114.883	114.912	114.900	114.847	114.854	114.827	114.823	114.829	114.802	114.810	114.827	114.814	2016_7_15_15_15_35
F2LS38VQGRXL____	-67.248	-67.149	-67.105	-67.184	-67.220	-67.254	-67.181	-67.178	-67.115	-67.215	-67.248	-67.146	-67.034	-67.248	-67.178	-67.252	-67.147	-67.181	-67.139	-67.114	-67.146	-67.217	-67.184	-67.075	-67.149	-67.101	-67.079	-67.076	-67.012	-66.974	-67.110	-67.043	144.156	144.155	144.153	144.224	144.226	144.188	144.179	144.247	144.154	144.191	144.155	144.082	144.223	144.192	144.177	144.156	144.190	144.155	144.212	144.212	144.282	144.180	144.258	144.349	144.496	144.386	144.426	144.379	144.408	144.396	144.338	144.514	115.131	115.099	115.085	115.099	115.111	115.128	115.105	115.094	115.088	115.115	115.131	115.109	115.051	115.125	115.105	115.132	115.093	115.109	115.087	115.078	115.078	115.117	115.095	115.045	115.047	115.048	115.035	115.041	115.015	115.005	115.058	115.010	2016_7_15_15_15_38
F2LS39Q6GRXL____	-67.308	-67.204	-67.169	-67.240	-67.278	-67.309	-67.208	-67.237	-67.167	-67.272	-67.307	-67.205	-67.096	-67.306	-67.237	-67.306	-67.206	-67.236	-67.205	-67.170	-67.204	-67.243	-67.239	-67.131	-67.204	-67.130	-67.095	-67.093	-67.066	-67.025	-67.132	-67.098	144.152	144.151	144.155	144.220	144.221	144.185	144.177	144.254	144.149	144.188	144.150	144.085	144.234	144.190	144.185	144.154	144.187	144.155	144.219	144.252	144.291	144.181	144.258	144.367	144.468	144.408	144.441	144.409	144.404	144.375	144.369	144.510	115.020	114.986	114.974	114.987	115.000	115.015	114.984	114.982	114.974	115.003	115.020	114.997	114.939	115.014	114.992	115.019	114.981	114.996	114.976	114.960	114.965	114.994	114.981	114.930	114.938	114.923	114.907	114.911	114.903	114.894	114.930	114.897	2016_7_15_15_15_41
F2LS339XHFM1____	-67.133	-66.993	-66.956	-67.030	-67.105	-67.100	-67.033	-67.026	-66.956	-67.062	-67.096	-66.993	-66.886	-67.096	-67.026	-67.098	-66.995	-67.027	-66.992	-66.963	-66.994	-67.031	-67.028	-66.923	-66.997	-66.916	-66.888	-66.885	-66.855	-66.818	-66.924	-66.926	144.239	144.273	144.236	144.338	144.307	144.270	144.267	144.377	144.269	144.308	144.243	144.206	144.343	144.312	144.309	144.241	144.307	144.244	144.343	144.342	144.415	144.299	144.374	144.510	144.622	144.490	144.555	144.509	144.517	144.519	144.454	144.598	115.074	115.023	115.017	115.025	115.055	115.059	115.037	115.018	115.012	115.040	115.061	115.033	114.978	115.051	115.028	115.062	115.019	115.039	115.012	115.003	115.002	115.032	115.019	114.964	114.971	114.965	114.946	114.952	114.941	114.929	114.973	114.952	2016_7_15_15_15_44
F2LS3957GRXL____	-67.583	-67.480	-67.407	-67.518	-67.552	-67.587	-67.482	-67.513	-67.445	-67.551	-67.583	-67.480	-67.373	-67.583	-67.513	-67.585	-67.479	-67.515	-67.475	-67.445	-67.478	-67.518	-67.517	-67.410	-67.486	-67.402	-67.379	-67.376	-67.346	-67.309	-67.410	-67.380	144.096	144.105	144.103	144.165	144.164	144.125	144.134	144.202	144.101	144.133	144.096	144.031	144.173	144.135	144.132	144.095	144.134	144.101	144.163	144.164	144.238	144.127	144.202	144.280	144.411	144.332	144.369	144.323	144.337	144.310	144.283	144.444	115.083	115.048	115.025	115.051	115.063	115.080	115.045	115.044	115.037	115.067	115.083	115.060	115.003	115.077	115.055	115.084	115.044	115.060	115.038	115.028	115.027	115.057	115.046	114.999	115.004	114.988	114.975	114.981	114.969	114.961	114.998	114.964	2016_7_15_15_15_48
