SN	Distance_X_LOGO_Motor1	Distance_X_LOGO_motor2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Motor1	Distance_Y_LOGO_motor2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Motor1	Angle_motor2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS3A7AHFM2____	-13.767	-13.776	-13.732	-13.696	-13.732	-13.707	-13.696	-13.706	-13.600	-13.669	-13.669	-13.730	-13.732	-13.695	-13.635	-13.661	-13.592	-13.706	-13.672	-13.707	-13.626	-13.634	-13.634	-13.695	-13.732	-13.661	-13.671	-13.626	-13.670	-13.521	-13.635	-13.671	-140.951	-140.952	-140.958	-140.918	-140.955	-140.954	-140.918	-140.898	-140.930	-140.886	-140.886	-140.956	-140.955	-140.921	-140.880	-140.918	-140.862	-140.898	-140.922	-140.864	-140.896	-140.854	-140.854	-140.921	-140.917	-140.918	-140.864	-140.896	-140.893	-140.893	-140.859	-140.864	264.085	264.081	264.099	264.112	264.099	264.109	264.112	264.107	264.151	264.121	264.121	264.100	264.099	264.112	264.135	264.126	264.151	264.107	264.122	264.105	264.139	264.134	264.134	264.112	264.097	264.126	264.120	264.139	264.121	264.181	264.134	264.120	2016_7_15_16_04_39
F2LS3A8AGRXL____	-13.880	-13.884	-13.814	-13.779	-13.815	-13.816	-13.779	-13.815	-13.711	-13.780	-13.780	-13.815	-13.815	-13.810	-13.744	-13.744	-13.675	-13.815	-13.781	-13.814	-13.709	-13.742	-13.742	-13.810	-13.813	-13.744	-13.779	-13.709	-13.780	-13.605	-13.744	-13.779	-140.958	-140.960	-140.965	-140.924	-140.935	-140.937	-140.924	-140.899	-140.932	-140.864	-140.864	-140.964	-140.935	-140.925	-140.890	-140.896	-140.890	-140.899	-140.900	-140.891	-140.896	-140.860	-140.860	-140.925	-140.924	-140.896	-140.891	-140.896	-140.925	-140.924	-140.893	-140.891	264.039	264.038	264.066	264.078	264.065	264.064	264.078	264.063	264.106	264.076	264.076	264.066	264.065	264.066	264.091	264.091	264.119	264.063	264.077	264.063	264.106	264.091	264.091	264.066	264.065	264.091	264.077	264.106	264.078	264.149	264.091	264.077	2016_7_15_16_04_46
F2LS3BDVGRXL____	-13.602	-13.640	-13.569	-13.563	-13.599	-13.570	-13.563	-13.598	-13.496	-13.565	-13.565	-13.599	-13.599	-13.564	-13.529	-13.529	-13.461	-13.598	-13.564	-13.569	-13.527	-13.528	-13.528	-13.564	-13.599	-13.529	-13.533	-13.527	-13.566	-13.389	-13.530	-13.533	-140.973	-140.976	-140.981	-140.941	-140.979	-140.976	-140.941	-141.012	-140.974	-140.909	-140.909	-140.981	-140.979	-140.945	-140.900	-140.940	-140.910	-141.012	-140.945	-140.911	-140.945	-140.881	-140.881	-140.945	-140.941	-140.940	-140.912	-140.945	-140.939	-140.940	-140.904	-140.912	264.152	264.137	264.165	264.166	264.153	264.165	264.166	264.155	264.195	264.164	264.164	264.153	264.153	264.166	264.178	264.180	264.206	264.155	264.166	264.163	264.181	264.178	264.178	264.166	264.152	264.180	264.177	264.181	264.165	264.236	264.178	264.177	2016_7_15_16_04_48
F2LS3EKPHFM2____	-13.360	-13.365	-13.325	-13.291	-13.325	-13.326	-13.291	-13.325	-13.220	-13.289	-13.289	-13.326	-13.325	-13.290	-13.224	-13.254	-13.187	-13.325	-13.290	-13.325	-13.219	-13.254	-13.254	-13.290	-13.326	-13.254	-13.290	-13.219	-13.290	-13.115	-13.255	-13.290	-140.806	-140.777	-140.777	-140.806	-140.807	-140.809	-140.806	-140.771	-140.802	-140.705	-140.705	-140.778	-140.807	-140.770	-140.710	-140.740	-140.665	-140.771	-140.740	-140.706	-140.742	-140.674	-140.674	-140.770	-140.807	-140.740	-140.705	-140.742	-140.744	-140.739	-140.710	-140.705	264.917	264.914	264.930	264.945	264.931	264.931	264.945	264.930	264.973	264.941	264.941	264.930	264.931	264.944	264.968	264.957	264.981	264.930	264.943	264.927	264.971	264.955	264.955	264.944	264.931	264.957	264.941	264.971	264.943	265.013	264.956	264.941	2016_7_15_16_04_51
F2LS3HFBHFM5____	-13.464	-13.528	-13.459	-13.424	-13.429	-13.430	-13.424	-13.459	-13.354	-13.424	-13.424	-13.459	-13.429	-13.395	-13.358	-13.389	-13.320	-13.459	-13.424	-13.458	-13.355	-13.359	-13.359	-13.395	-13.429	-13.389	-13.424	-13.355	-13.424	-13.248	-13.389	-13.424	-140.851	-140.852	-140.890	-140.817	-140.853	-140.854	-140.817	-140.818	-140.848	-140.816	-140.816	-140.887	-140.853	-140.818	-140.785	-140.812	-140.785	-140.818	-140.850	-140.783	-140.820	-140.750	-140.750	-140.818	-140.819	-140.812	-140.783	-140.820	-140.850	-140.814	-140.787	-140.783	264.877	264.851	264.880	264.892	264.891	264.890	264.892	264.878	264.921	264.892	264.892	264.880	264.891	264.903	264.917	264.906	264.932	264.878	264.893	264.876	264.920	264.915	264.915	264.903	264.890	264.906	264.890	264.920	264.893	264.962	264.905	264.890	2016_7_15_16_04_54
F2LS3HFRHFM5____	-13.599	-13.636	-13.595	-13.558	-13.594	-13.567	-13.558	-13.594	-13.490	-13.558	-13.558	-13.595	-13.594	-13.558	-13.523	-13.524	-13.454	-13.594	-13.559	-13.594	-13.488	-13.522	-13.522	-13.558	-13.593	-13.524	-13.559	-13.488	-13.560	-13.383	-13.524	-13.559	-140.929	-140.959	-140.997	-140.894	-140.960	-140.933	-140.894	-140.926	-140.926	-140.892	-140.892	-140.962	-140.960	-140.894	-140.889	-140.891	-140.891	-140.926	-140.926	-140.891	-140.924	-140.858	-140.858	-140.894	-140.894	-140.891	-140.891	-140.924	-140.895	-140.924	-140.892	-140.891	264.825	264.812	264.829	264.840	264.829	264.839	264.840	264.827	264.869	264.840	264.840	264.828	264.829	264.840	264.854	264.854	264.882	264.827	264.841	264.826	264.870	264.853	264.853	264.840	264.826	264.854	264.840	264.870	264.840	264.912	264.854	264.840	2016_7_15_16_04_57
F2LS3HQHHFM5____	-13.705	-13.742	-13.675	-13.637	-13.671	-13.672	-13.637	-13.673	-13.566	-13.637	-13.637	-13.677	-13.671	-13.637	-13.601	-13.601	-13.531	-13.673	-13.640	-13.673	-13.567	-13.602	-13.602	-13.637	-13.671	-13.601	-13.639	-13.567	-13.637	-13.462	-13.601	-13.639	-141.016	-140.986	-140.989	-140.952	-141.019	-141.019	-140.952	-140.983	-141.014	-140.916	-140.916	-140.990	-141.019	-140.951	-140.917	-140.949	-140.917	-140.983	-140.951	-140.914	-140.953	-140.883	-140.883	-140.951	-140.952	-140.949	-140.916	-140.953	-140.954	-140.951	-140.918	-140.916	264.112	264.096	264.123	264.137	264.126	264.125	264.137	264.124	264.168	264.135	264.135	264.122	264.126	264.137	264.150	264.151	264.178	264.124	264.136	264.121	264.165	264.148	264.148	264.137	264.123	264.151	264.135	264.165	264.137	264.207	264.150	264.135	2016_7_15_16_05_00
F2LS3HZVHFM5____	-13.529	-13.505	-13.464	-13.427	-13.464	-13.497	-13.427	-13.462	-13.360	-13.426	-13.426	-13.462	-13.464	-13.426	-13.393	-13.424	-13.325	-13.462	-13.427	-13.463	-13.358	-13.392	-13.392	-13.426	-13.494	-13.424	-13.427	-13.358	-13.429	-13.252	-13.394	-13.427	-141.173	-141.175	-141.148	-141.167	-141.175	-141.178	-141.167	-141.141	-141.173	-141.135	-141.135	-141.177	-141.175	-141.141	-141.106	-141.140	-141.076	-141.141	-141.143	-141.137	-141.138	-141.077	-141.077	-141.141	-141.139	-141.140	-141.108	-141.138	-141.138	-141.168	-141.109	-141.108	264.189	264.199	264.214	264.230	264.215	264.202	264.230	264.215	264.257	264.229	264.229	264.216	264.215	264.229	264.241	264.230	264.267	264.215	264.229	264.214	264.256	264.240	264.240	264.229	264.202	264.230	264.228	264.256	264.228	264.300	264.241	264.228	2016_7_15_16_05_02
F2LS3JESHFM5____	-13.636	-13.644	-13.601	-13.566	-13.601	-13.602	-13.566	-13.599	-13.497	-13.565	-13.565	-13.600	-13.601	-13.564	-13.530	-13.531	-13.462	-13.599	-13.565	-13.600	-13.494	-13.528	-13.528	-13.564	-13.601	-13.531	-13.565	-13.494	-13.567	-13.390	-13.531	-13.565	-141.079	-141.057	-141.057	-141.021	-141.081	-141.083	-141.021	-141.046	-141.079	-140.985	-140.985	-141.057	-141.081	-141.047	-140.990	-141.020	-140.986	-141.046	-141.048	-140.985	-141.047	-140.957	-140.957	-141.047	-141.021	-141.020	-140.986	-141.047	-141.022	-141.021	-140.992	-140.986	264.816	264.812	264.830	264.842	264.830	264.830	264.842	264.830	264.872	264.841	264.841	264.830	264.830	264.844	264.855	264.856	264.883	264.830	264.844	264.827	264.872	264.855	264.855	264.844	264.828	264.856	264.841	264.872	264.842	264.913	264.855	264.841	2016_7_15_16_05_05
F2LS3KLTHFM5____	-13.558	-13.565	-13.495	-13.458	-13.494	-13.496	-13.458	-13.522	-13.453	-13.488	-13.488	-13.522	-13.494	-13.487	-13.423	-13.453	-13.385	-13.522	-13.487	-13.494	-13.417	-13.452	-13.452	-13.487	-13.524	-13.453	-13.487	-13.417	-13.490	-13.313	-13.423	-13.487	-140.952	-140.953	-140.932	-140.896	-140.955	-140.955	-140.896	-140.921	-140.955	-140.862	-140.862	-140.933	-140.955	-140.923	-140.860	-140.895	-140.863	-140.921	-140.923	-140.862	-140.922	-140.859	-140.859	-140.923	-140.895	-140.895	-140.888	-140.922	-140.895	-140.895	-140.865	-140.888	264.843	264.840	264.867	264.881	264.869	264.868	264.881	264.856	264.885	264.867	264.867	264.856	264.869	264.870	264.893	264.883	264.909	264.856	264.870	264.865	264.898	264.882	264.882	264.870	264.854	264.883	264.869	264.898	264.868	264.939	264.894	264.869	2016_7_15_16_05_08
