SN	Distance_X_LOGO_Camera_LD1	Distance_X_LOGO_Camera_LD2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Camera_LD1	Distance_Y_LOGO_Camera_LD2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Camera_LD1	Angle_Camera_LD2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS339XHFM1____	-56.368	-56.472	-56.335	-56.522	-56.434	-56.475	-56.371	-56.400	-56.369	-56.371	-56.333	-56.436	-56.369	-56.440	-56.369	-56.307	-56.369	-56.369	-56.335	-56.306	-56.377	-56.334	-56.333	-56.336	-56.367	-56.273	-56.244	-56.333	-56.280	-56.371	-56.330	-56.371	141.057	141.096	140.952	141.021	140.986	141.026	141.059	140.994	141.096	141.056	141.089	141.127	141.066	141.064	141.096	141.094	141.096	141.096	141.092	141.024	141.156	141.124	141.089	141.193	141.094	141.103	140.985	141.089	141.055	141.092	141.103	141.092	111.692	111.723	111.695	111.751	111.725	111.734	111.693	111.712	111.687	111.693	111.675	111.706	111.691	111.716	111.687	111.666	111.687	111.687	111.676	111.675	111.682	111.671	111.675	111.662	111.687	111.653	111.659	111.675	111.662	111.688	111.672	111.688	2016_7_15_11_28_16
F2LS3HFRHFM5____	-56.459	-56.559	-56.432	-56.532	-56.577	-56.577	-56.464	-56.509	-56.501	-56.501	-56.462	-56.567	-56.461	-56.534	-56.501	-56.389	-56.501	-56.501	-56.425	-56.388	-56.463	-56.464	-56.462	-56.503	-56.535	-56.351	-56.318	-56.462	-56.356	-56.474	-56.457	-56.474	141.043	141.049	140.974	141.003	141.006	141.040	141.037	140.999	141.078	141.043	141.078	141.085	141.076	141.039	141.078	141.078	141.078	141.078	141.073	141.011	141.107	141.112	141.078	141.154	141.078	141.083	140.977	141.078	141.079	141.100	141.051	141.100	111.881	111.916	111.881	111.912	111.928	111.923	111.884	111.905	111.891	111.896	111.877	111.913	111.877	111.908	111.891	111.852	111.891	111.891	111.865	111.861	111.874	111.873	111.877	111.881	111.903	111.838	111.841	111.877	111.840	111.878	111.879	111.878	2016_7_15_11_28_20
F2LS3JESHFM5____	-55.969	-56.075	-55.941	-56.042	-56.075	-56.075	-55.972	-56.008	-55.971	-55.979	-55.933	-56.042	-55.975	-56.042	-55.971	-55.899	-55.971	-55.971	-55.936	-55.898	-55.970	-55.935	-55.933	-55.939	-56.013	-55.864	-55.831	-55.933	-55.858	-55.967	-55.933	-55.967	141.140	141.175	141.064	141.104	141.069	141.104	141.138	141.069	141.176	141.166	141.174	141.209	141.202	141.142	141.176	141.177	141.176	141.176	141.175	141.106	141.208	141.210	141.174	141.280	141.201	141.212	141.101	141.174	141.145	141.172	141.173	141.172	111.612	111.644	111.613	111.643	111.659	111.654	111.613	111.636	111.608	111.612	111.595	111.628	111.606	111.637	111.608	111.583	111.608	111.608	111.596	111.592	111.603	111.590	111.595	111.582	111.619	111.565	111.569	111.595	111.573	111.607	111.595	111.607	2016_7_15_11_28_23
F2LS3HFBHFM5____	-55.963	-56.068	-55.929	-56.037	-56.060	-56.079	-55.971	-56.003	-55.971	-56.010	-55.935	-56.037	-55.965	-56.040	-55.971	-55.900	-55.971	-55.971	-55.933	-55.902	-55.971	-55.931	-55.935	-55.934	-56.006	-55.870	-55.835	-55.935	-55.872	-55.977	-55.966	-55.977	141.139	141.170	141.032	141.139	141.061	141.129	141.165	141.064	141.205	141.168	141.197	141.239	141.175	141.174	141.205	141.205	141.205	141.205	141.207	141.170	141.231	141.201	141.197	141.304	141.206	141.246	141.145	141.197	141.169	141.228	141.179	141.228	111.786	111.819	111.789	111.812	111.831	111.828	111.785	111.811	111.780	111.798	111.768	111.798	111.782	111.808	111.780	111.755	111.780	111.780	111.766	111.760	111.776	111.766	111.768	111.753	111.792	111.738	111.740	111.768	111.750	111.779	111.782	111.779	2016_7_15_11_28_27
F2LS3A7AHFM2____	-56.030	-56.134	-55.992	-56.100	-56.139	-56.137	-56.030	-56.068	-56.032	-56.034	-55.996	-56.099	-56.032	-56.100	-56.032	-55.961	-56.032	-56.032	-55.996	-55.962	-56.033	-55.995	-55.996	-55.993	-56.067	-55.929	-55.896	-55.996	-55.928	-56.017	-55.992	-56.017	141.171	141.211	141.037	141.139	141.102	141.136	141.168	141.102	141.207	141.169	141.202	141.241	141.206	141.173	141.207	141.205	141.207	141.207	141.205	141.134	141.237	141.238	141.202	141.304	141.207	141.243	141.104	141.202	141.174	141.172	141.178	141.172	111.644	111.675	111.649	111.673	111.692	111.687	111.645	111.667	111.640	111.646	111.628	111.659	111.640	111.669	111.640	111.615	111.640	111.640	111.628	111.625	111.636	111.623	111.628	111.613	111.652	111.599	111.606	111.628	111.608	111.639	111.630	111.639	2016_7_15_11_28_31
F2LS3A8AGRXL____	-55.805	-55.864	-55.725	-55.828	-55.882	-55.918	-55.764	-55.793	-55.760	-55.761	-55.771	-55.825	-55.763	-55.835	-55.760	-55.735	-55.760	-55.760	-55.727	-55.698	-55.763	-55.727	-55.771	-55.731	-55.794	-55.662	-55.626	-55.771	-55.662	-55.765	-55.772	-55.765	141.174	141.173	141.035	141.107	141.132	141.171	141.131	141.068	141.175	141.137	141.207	141.169	141.174	141.142	141.175	141.186	141.175	141.175	141.174	141.167	141.236	141.206	141.207	141.307	141.176	141.240	141.100	141.207	141.209	141.201	141.206	141.201	111.655	111.676	111.646	111.672	111.688	111.695	111.646	111.665	111.639	111.644	111.638	111.662	111.640	111.670	111.639	111.629	111.639	111.639	111.628	111.618	111.632	111.623	111.638	111.610	111.651	111.595	111.602	111.638	111.600	111.637	111.639	111.637	2016_7_15_11_28_35
F2LS39Q6GRXL____	-55.913	-55.970	-55.877	-55.974	-55.998	-55.981	-55.864	-55.905	-55.901	-55.901	-55.828	-55.976	-55.909	-55.934	-55.901	-55.838	-55.901	-55.901	-55.875	-55.836	-55.864	-55.874	-55.828	-55.875	-55.941	-55.804	-55.766	-55.828	-55.736	-55.863	-55.861	-55.863	141.123	141.122	141.017	141.069	141.026	141.122	141.088	141.052	141.135	141.097	141.126	141.198	141.135	141.098	141.135	141.132	141.135	141.135	141.134	141.061	141.195	141.197	141.126	141.261	141.166	141.168	141.024	141.126	141.101	141.159	141.096	141.159	111.411	111.432	111.414	111.440	111.455	111.435	111.399	111.419	111.406	111.411	111.381	111.423	111.408	111.422	111.406	111.384	111.406	111.406	111.396	111.393	111.384	111.388	111.381	111.379	111.415	111.367	111.374	111.381	111.352	111.389	111.397	111.389	2016_7_15_11_28_38
F2LS38VQGRXL____	-55.832	-55.936	-55.787	-55.852	-55.923	-55.900	-55.829	-55.829	-55.823	-55.832	-55.796	-55.854	-55.828	-55.901	-55.823	-55.758	-55.823	-55.823	-55.796	-55.760	-55.828	-55.796	-55.796	-55.796	-55.856	-55.728	-55.690	-55.796	-55.725	-55.833	-55.793	-55.833	141.165	141.202	140.988	141.098	141.061	141.127	141.130	141.091	141.171	141.129	141.195	141.282	141.169	141.168	141.171	141.174	141.171	141.171	141.202	141.133	141.197	141.194	141.195	141.273	141.170	141.242	141.102	141.195	141.213	141.192	141.205	141.192	111.768	111.799	111.777	111.784	111.814	111.797	111.772	111.777	111.764	111.773	111.751	111.759	111.766	111.792	111.764	111.741	111.764	111.764	111.750	111.747	111.762	111.751	111.751	111.740	111.776	111.720	111.727	111.751	111.724	111.764	111.749	111.764	2016_7_15_11_28_44
F2LS30UNGRX8____	-56.246	-56.354	-56.251	-56.357	-56.392	-56.365	-56.255	-56.325	-56.288	-56.288	-56.250	-56.321	-56.288	-56.322	-56.288	-56.218	-56.288	-56.288	-56.252	-56.214	-56.255	-56.252	-56.250	-56.250	-56.323	-56.180	-56.107	-56.250	-56.180	-56.253	-56.250	-56.253	141.055	141.092	140.957	141.021	140.989	141.057	141.053	140.986	141.091	141.056	141.120	141.123	141.065	141.023	141.091	141.067	141.091	141.091	141.066	140.998	141.120	141.122	141.120	141.189	141.091	141.099	140.987	141.120	141.059	141.085	141.094	141.085	111.633	111.666	111.649	111.677	111.694	111.675	111.637	111.671	111.643	111.648	111.626	111.650	111.647	111.664	111.643	111.622	111.643	111.643	111.634	111.630	111.627	111.626	111.626	111.616	111.655	111.604	111.594	111.626	111.610	111.632	111.629	111.632	2016_7_15_11_28_48
F2LS3957GRXL____	-56.308	-56.419	-56.279	-56.386	-56.422	-56.423	-56.318	-56.357	-56.317	-56.320	-56.279	-56.385	-56.308	-56.387	-56.317	-56.242	-56.317	-56.317	-56.278	-56.242	-56.320	-56.279	-56.279	-56.277	-56.346	-56.207	-56.176	-56.279	-56.210	-56.321	-56.272	-56.321	141.072	141.136	140.994	141.064	141.027	141.062	141.097	141.028	141.134	141.096	141.132	141.168	141.071	141.100	141.134	141.135	141.134	141.134	141.134	141.065	141.165	141.168	141.132	141.232	141.107	141.146	141.031	141.132	141.102	141.128	141.108	141.128	111.879	111.909	111.880	111.908	111.925	111.921	111.879	111.902	111.874	111.880	111.861	111.893	111.879	111.903	111.874	111.847	111.874	111.874	111.860	111.857	111.870	111.856	111.861	111.846	111.887	111.833	111.839	111.861	111.841	111.876	111.861	111.876	2016_7_15_11_28_52
