SN	Distance_X_LOGO_Earphone_RU1	Distance_X_LOGO_Earphone_RU2	Distance_X_LOGO_Earphone_RU3	Distance_X_LOGO_Earphone_RU4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Earphone_RU1	Distance_Y_LOGO_Earphone_RU2	Distance_Y_LOGO_Earphone_RU3	Distance_Y_LOGO_Earphone_RU4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Earphone_RU1	Angle_Earphone_RU2	Angle_Earphone_RU3	Angle_Earphone_RU4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS3MG9HFM5____	-36.260	-36.177	-36.139	-36.139	-36.139	-36.170	-36.101	-36.175	-36.099	-36.139	-36.137	-36.139	-36.098	-36.210	-36.133	-36.099	-36.103	-36.136	-36.099	-36.099	-36.141	-36.099	-36.138	-36.141	-36.141	-36.142	-36.175	-36.135	-36.141	-36.140	-36.061	-36.175	140.061	140.105	140.143	140.143	140.143	140.180	140.107	140.140	140.110	140.143	140.077	140.143	140.147	140.176	140.144	140.144	140.037	140.142	140.175	140.175	140.108	140.144	140.143	140.073	140.108	140.071	140.105	140.144	140.108	140.108	140.110	140.179	104.686	104.650	104.632	104.632	104.632	104.640	104.621	104.646	104.620	104.632	104.638	104.632	104.616	104.656	104.629	104.616	104.628	104.631	104.613	104.613	104.636	104.616	104.631	104.640	104.636	104.640	104.649	104.630	104.636	104.636	104.605	104.642	2016_7_15_11_38_13
F2LS3SMLHFM5____	-36.410	-36.318	-36.283	-36.283	-36.283	-36.282	-36.249	-36.323	-36.210	-36.283	-36.283	-36.283	-36.211	-36.358	-36.250	-36.211	-36.246	-36.245	-36.249	-36.249	-36.277	-36.211	-36.280	-36.282	-36.277	-36.286	-36.360	-36.245	-36.277	-36.282	-36.193	-36.312	140.090	140.123	140.155	140.155	140.155	140.192	140.159	140.155	140.127	140.155	140.091	140.155	140.166	140.188	140.195	140.160	140.051	140.152	140.226	140.226	140.083	140.160	140.155	140.086	140.083	140.091	140.126	140.157	140.083	140.120	140.119	140.121	104.759	104.720	104.704	104.704	104.704	104.700	104.690	104.719	104.679	104.704	104.710	104.704	104.675	104.729	104.687	104.676	104.700	104.690	104.684	104.684	104.709	104.676	104.702	104.710	104.709	104.711	104.736	104.689	104.709	104.707	104.673	104.718	2016_7_15_11_38_17
F2LS3TKDHFM5____	-36.268	-36.172	-36.093	-36.093	-36.093	-36.093	-36.044	-36.135	-36.007	-36.093	-36.081	-36.093	-36.008	-36.171	-36.044	-36.008	-36.044	-36.058	-36.045	-36.045	-36.093	-36.008	-36.080	-36.091	-36.093	-36.089	-36.134	-36.044	-36.093	-36.094	-35.994	-36.171	140.093	140.127	140.164	140.164	140.164	140.201	140.132	140.159	140.132	140.164	140.097	140.164	140.170	140.195	140.169	140.166	140.059	140.163	140.201	140.201	140.129	140.166	140.166	140.100	140.129	140.102	140.123	140.167	140.129	140.129	140.133	140.164	104.381	104.341	104.307	104.307	104.307	104.303	104.291	104.324	104.277	104.307	104.309	104.307	104.274	104.333	104.288	104.274	104.298	104.293	104.285	104.285	104.310	104.274	104.302	104.312	104.310	104.311	104.327	104.288	104.310	104.311	104.272	104.337	2016_7_15_11_38_21
F2LS30UNGRX8____	-36.202	-36.103	-36.069	-36.069	-36.069	-36.069	-35.977	-36.110	-35.941	-36.069	-36.055	-36.069	-35.941	-36.145	-36.020	-35.941	-36.014	-36.034	-36.020	-36.020	-36.024	-35.941	-36.014	-36.025	-36.024	-36.068	-36.110	-36.016	-36.024	-36.070	-35.926	-36.105	140.069	140.112	140.107	140.107	140.107	140.143	140.116	140.106	140.114	140.107	140.076	140.107	140.147	140.143	140.111	140.147	140.016	140.108	140.144	140.144	140.109	140.147	140.150	140.072	140.109	140.036	140.071	140.153	140.109	140.072	140.113	140.109	104.342	104.299	104.287	104.287	104.287	104.283	104.251	104.303	104.237	104.287	104.285	104.287	104.234	104.313	104.268	104.234	104.275	104.274	104.265	104.265	104.270	104.234	104.262	104.274	104.270	104.294	104.307	104.262	104.270	104.291	104.232	104.301	2016_7_15_11_38_25
F2LS35BZHFM1____	-35.998	-35.895	-35.859	-35.859	-35.859	-35.859	-35.816	-35.903	-35.738	-35.859	-35.854	-35.859	-35.737	-35.894	-35.774	-35.738	-35.816	-35.782	-35.773	-35.773	-35.861	-35.738	-35.850	-35.862	-35.861	-35.861	-35.902	-35.817	-35.861	-35.860	-35.726	-35.897	140.196	140.194	140.230	140.230	140.230	140.266	140.236	140.265	140.237	140.230	140.200	140.230	140.272	140.302	140.271	140.270	140.164	140.269	140.304	140.304	140.193	140.270	140.236	140.195	140.193	140.195	140.229	140.272	140.193	140.195	140.239	140.269	104.505	104.466	104.448	104.448	104.448	104.445	104.431	104.462	104.401	104.448	104.449	104.448	104.398	104.455	104.412	104.398	104.438	104.415	104.408	104.408	104.453	104.398	104.444	104.453	104.453	104.453	104.465	104.428	104.453	104.452	104.396	104.459	2016_7_15_11_38_30
F2LS3957GRXL____	-36.278	-36.180	-36.100	-36.100	-36.100	-36.184	-36.098	-36.188	-36.023	-36.100	-36.138	-36.100	-36.063	-36.223	-36.098	-36.064	-36.100	-36.110	-36.098	-36.098	-36.145	-36.064	-36.137	-36.145	-36.145	-36.145	-36.188	-36.100	-36.145	-36.145	-36.091	-36.178	140.104	140.110	140.145	140.145	140.145	140.181	140.109	140.143	140.110	140.145	140.077	140.145	140.146	140.181	140.145	140.143	140.040	140.143	140.179	140.179	140.110	140.143	140.145	140.074	140.110	140.075	140.107	140.144	140.110	140.108	140.116	140.150	104.473	104.435	104.401	104.401	104.401	104.429	104.404	104.435	104.375	104.401	104.422	104.401	104.387	104.444	104.400	104.387	104.411	104.405	104.397	104.397	104.421	104.387	104.415	104.425	104.421	104.425	104.438	104.401	104.421	104.422	104.400	104.430	2016_7_15_11_38_33
F2LS339XHFM1____	-35.849	-35.795	-35.724	-35.724	-35.724	-35.725	-35.683	-35.765	-35.648	-35.724	-35.717	-35.724	-35.647	-35.802	-35.718	-35.648	-35.682	-35.724	-35.681	-35.681	-35.760	-35.648	-35.719	-35.760	-35.760	-35.760	-35.766	-35.719	-35.760	-35.759	-35.641	-35.796	140.194	140.240	140.275	140.275	140.275	140.311	140.242	140.275	140.241	140.275	140.208	140.275	140.277	140.312	140.276	140.275	140.173	140.273	140.310	140.310	140.241	140.275	140.278	140.205	140.241	140.204	140.239	140.275	140.241	140.239	140.243	140.278	104.459	104.434	104.403	104.403	104.403	104.400	104.391	104.419	104.377	104.403	104.407	104.403	104.374	104.429	104.401	104.374	104.397	104.403	104.383	104.383	104.420	104.374	104.401	104.424	104.420	104.424	104.423	104.401	104.420	104.420	104.375	104.430	2016_7_15_11_38_37
F2LS39Q6GRXL____	-36.155	-36.158	-36.064	-36.064	-36.064	-36.065	-36.018	-36.104	-35.986	-36.064	-36.053	-36.064	-35.986	-36.139	-36.023	-35.984	-36.018	-36.026	-36.022	-36.022	-36.123	-35.984	-36.123	-36.053	-36.123	-36.123	-36.158	-36.022	-36.123	-36.102	-35.967	-36.158	140.141	140.176	140.219	140.219	140.219	140.254	140.176	140.213	140.186	140.219	140.141	140.219	140.226	140.250	140.224	140.219	140.106	140.216	140.254	140.254	140.176	140.219	140.211	140.141	140.176	140.141	140.176	140.223	140.176	140.143	140.186	140.211	104.457	104.455	104.415	104.415	104.415	104.412	104.401	104.431	104.388	104.415	104.418	104.415	104.384	104.440	104.399	104.384	104.408	104.400	104.395	104.395	104.442	104.384	104.438	104.418	104.442	104.445	104.455	104.398	104.442	104.437	104.381	104.452	2016_7_15_11_38_41
F2LS38VQGRXL____	-35.986	-35.900	-35.864	-35.864	-35.864	-35.864	-35.814	-35.904	-35.780	-35.864	-35.852	-35.864	-35.779	-35.938	-35.815	-35.780	-35.815	-35.829	-35.817	-35.817	-35.864	-35.780	-35.853	-35.865	-35.864	-35.859	-35.906	-35.817	-35.864	-35.865	-35.776	-35.900	140.064	140.113	140.145	140.145	140.145	140.181	140.119	140.144	140.116	140.145	140.080	140.145	140.150	140.182	140.149	140.149	140.043	140.146	140.184	140.184	140.112	140.149	140.153	140.075	140.112	140.079	140.110	140.150	140.112	140.111	140.096	140.146	104.531	104.493	104.476	104.476	104.476	104.473	104.460	104.492	104.447	104.476	104.478	104.476	104.443	104.501	104.457	104.444	104.468	104.463	104.454	104.454	104.480	104.444	104.471	104.484	104.480	104.481	104.496	104.458	104.480	104.480	104.447	104.490	2016_7_15_11_38_45
F2LS38TUGRXL____	-35.807	-35.720	-35.720	-35.720	-35.720	-35.721	-35.676	-35.762	-35.603	-35.720	-35.676	-35.720	-35.602	-35.759	-35.676	-35.603	-35.679	-35.651	-35.675	-35.675	-35.723	-35.603	-35.712	-35.724	-35.723	-35.723	-35.761	-35.678	-35.723	-35.722	-35.632	-35.758	140.008	140.094	140.127	140.127	140.127	140.162	140.091	140.126	140.088	140.127	140.056	140.127	140.125	140.161	140.126	140.123	140.022	140.128	140.161	140.161	140.091	140.123	140.126	140.056	140.091	140.054	140.091	140.126	140.091	140.092	140.098	140.127	104.319	104.277	104.274	104.274	104.274	104.271	104.261	104.290	104.233	104.274	104.264	104.274	104.229	104.286	104.257	104.230	104.268	104.247	104.253	104.253	104.279	104.230	104.271	104.282	104.279	104.282	104.293	104.258	104.279	104.278	104.243	104.289	2016_7_15_11_38_49
