SN	Distance_X_LOGO_Earphone_RU1	Distance_X_LOGO_Earphone_RU2	Distance_X_LOGO_Earphone_RU3	Distance_X_LOGO_Earphone_RU4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Earphone_RU1	Distance_Y_LOGO_Earphone_RU2	Distance_Y_LOGO_Earphone_RU3	Distance_Y_LOGO_Earphone_RU4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Earphone_RU1	Angle_Earphone_RU2	Angle_Earphone_RU3	Angle_Earphone_RU4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS3A7AHFM2____	-35.801	-35.745	-35.708	-35.708	-35.708	-35.711	-35.665	-35.750	-35.589	-35.708	-35.701	-35.708	-35.592	-35.785	-35.626	-35.591	-35.668	-35.677	-35.665	-35.665	-35.708	-35.591	-35.736	-35.709	-35.708	-35.711	-35.714	-35.664	-35.708	-35.709	-35.638	-35.745	140.115	140.167	140.203	140.203	140.203	140.237	140.211	140.199	140.208	140.203	140.136	140.203	140.204	140.236	140.205	140.201	140.139	140.201	140.242	140.242	140.131	140.201	140.205	140.095	140.131	140.129	140.163	140.205	140.131	140.167	140.173	140.202	104.358	104.332	104.314	104.314	104.314	104.312	104.296	104.330	104.268	104.314	104.318	104.314	104.269	104.340	104.282	104.269	104.305	104.302	104.294	104.294	104.321	104.269	104.325	104.325	104.321	104.322	104.320	104.297	104.321	104.318	104.290	104.328	2016_7_15_11_37_35
F2LS3A8AGRXL____	-36.255	-36.164	-36.132	-36.132	-36.132	-36.136	-36.091	-36.170	-36.057	-36.132	-36.123	-36.132	-36.058	-36.205	-36.094	-36.057	-36.052	-36.098	-36.092	-36.092	-36.130	-36.057	-36.125	-36.133	-36.130	-36.130	-36.171	-36.093	-36.130	-36.131	-36.040	-36.170	140.079	140.116	140.155	140.155	140.155	140.226	140.151	140.183	140.150	140.155	140.086	140.155	140.192	140.219	140.191	140.184	140.046	140.190	140.221	140.221	140.117	140.184	140.156	140.116	140.117	140.084	140.149	140.187	140.117	140.118	140.119	140.193	104.745	104.706	104.690	104.690	104.690	104.684	104.675	104.702	104.662	104.690	104.693	104.690	104.658	104.712	104.672	104.658	104.670	104.673	104.668	104.668	104.693	104.658	104.687	104.694	104.693	104.696	104.706	104.672	104.693	104.693	104.659	104.701	2016_7_15_11_37_39
F2LS3BDVGRXL____	-36.223	-36.115	-36.125	-36.125	-36.125	-36.083	-36.033	-36.124	-35.998	-36.125	-36.069	-36.125	-35.997	-36.159	-36.034	-35.996	-36.035	-36.043	-36.032	-36.032	-36.083	-35.996	-36.069	-36.079	-36.083	-36.080	-36.124	-36.033	-36.083	-36.078	-35.983	-36.117	140.071	140.114	140.106	140.106	140.106	140.179	140.111	140.139	140.111	140.106	140.077	140.106	140.151	140.175	140.149	140.145	140.040	140.148	140.180	140.180	140.107	140.145	140.147	140.078	140.107	140.077	140.103	140.146	140.107	140.079	140.117	140.156	104.510	104.465	104.469	104.469	104.469	104.446	104.433	104.465	104.420	104.469	104.451	104.469	104.416	104.476	104.430	104.416	104.441	104.434	104.426	104.426	104.453	104.416	104.444	104.455	104.453	104.455	104.469	104.430	104.453	104.454	104.414	104.461	2016_7_15_11_37_42
F2LS3EKPHFM2____	-36.483	-36.379	-36.342	-36.342	-36.342	-36.341	-36.293	-36.385	-36.330	-36.342	-36.330	-36.342	-36.330	-36.422	-36.293	-36.330	-36.295	-36.307	-36.292	-36.292	-36.342	-36.330	-36.328	-36.342	-36.342	-36.338	-36.384	-36.292	-36.342	-36.342	-36.260	-36.375	140.110	140.111	140.145	140.145	140.145	140.182	140.117	140.143	140.104	140.145	140.080	140.145	140.139	140.180	140.151	140.139	140.034	140.148	140.184	140.184	140.109	140.139	140.150	140.074	140.109	140.081	140.105	140.152	140.109	140.110	140.104	140.156	104.607	104.568	104.550	104.550	104.550	104.546	104.534	104.567	104.549	104.550	104.552	104.550	104.546	104.577	104.531	104.546	104.543	104.536	104.527	104.527	104.553	104.546	104.544	104.557	104.553	104.555	104.570	104.530	104.553	104.553	104.523	104.561	2016_7_15_11_37_46
F2LS3HFBHFM5____	-36.393	-36.299	-36.260	-36.260	-36.260	-36.261	-36.214	-36.302	-36.141	-36.260	-36.217	-36.260	-36.177	-36.300	-36.216	-36.179	-36.215	-36.228	-36.216	-36.216	-36.264	-36.179	-36.215	-36.262	-36.264	-36.222	-36.303	-36.218	-36.264	-36.261	-36.166	-36.298	139.965	140.009	140.009	140.009	140.009	140.045	139.973	140.006	139.975	140.009	139.943	140.009	140.047	140.078	140.047	140.004	139.904	140.046	140.079	140.079	140.008	140.004	140.012	139.946	140.008	139.974	140.007	140.005	140.008	139.974	139.982	140.047	104.705	104.665	104.650	104.650	104.650	104.646	104.636	104.666	104.607	104.650	104.640	104.650	104.614	104.658	104.629	104.619	104.643	104.634	104.626	104.626	104.651	104.619	104.632	104.657	104.651	104.639	104.666	104.634	104.651	104.654	104.617	104.661	2016_7_15_11_37_50
F2LS3KLTHFM5____	-36.292	-36.194	-36.196	-36.196	-36.196	-36.198	-36.154	-36.236	-36.077	-36.196	-36.148	-36.196	-36.075	-36.237	-36.114	-36.077	-36.156	-36.126	-36.154	-36.154	-36.197	-36.077	-36.150	-36.199	-36.197	-36.197	-36.236	-36.155	-36.197	-36.198	-36.104	-36.233	140.048	140.094	140.097	140.097	140.097	140.132	140.100	140.132	140.094	140.097	140.064	140.097	140.132	140.167	140.132	140.129	140.030	140.131	140.168	140.168	140.061	140.129	140.130	140.059	140.061	140.059	140.096	140.132	140.061	140.061	140.069	140.135	104.459	104.417	104.418	104.418	104.418	104.415	104.401	104.430	104.373	104.418	104.403	104.418	104.368	104.427	104.383	104.369	104.409	104.388	104.395	104.395	104.422	104.369	104.397	104.423	104.422	104.422	104.433	104.399	104.422	104.422	104.385	104.428	2016_7_15_11_37_53
F2LS3JESHFM5____	-35.859	-35.752	-35.717	-35.717	-35.717	-35.717	-35.669	-35.763	-35.635	-35.717	-35.707	-35.717	-35.634	-35.796	-35.667	-35.634	-35.671	-35.683	-35.670	-35.670	-35.714	-35.634	-35.704	-35.719	-35.714	-35.718	-35.763	-35.671	-35.714	-35.718	-35.623	-35.748	140.060	140.107	140.144	140.144	140.144	140.177	140.107	140.141	140.106	140.144	140.078	140.144	140.145	140.182	140.143	140.140	140.038	140.144	140.180	140.180	140.111	140.140	140.149	140.071	140.111	140.069	140.106	140.143	140.111	140.109	140.115	140.150	104.322	104.276	104.259	104.259	104.259	104.256	104.244	104.277	104.231	104.259	104.262	104.259	104.227	104.286	104.240	104.228	104.252	104.246	104.238	104.238	104.261	104.228	104.254	104.267	104.261	104.267	104.280	104.241	104.261	104.263	104.226	104.270	2016_7_15_11_37_57
F2LS3HZVHFM5____	-36.140	-36.085	-36.005	-36.005	-36.005	-36.009	-35.959	-36.050	-35.884	-36.005	-35.995	-36.005	-35.883	-36.086	-35.958	-35.884	-35.959	-35.973	-35.960	-35.960	-36.005	-35.884	-35.997	-36.006	-36.005	-36.006	-36.049	-35.961	-36.005	-36.006	-35.913	-36.085	140.058	140.111	140.145	140.145	140.145	140.175	140.105	140.140	140.103	140.145	140.076	140.145	140.142	140.176	140.142	140.137	140.035	140.146	140.215	140.215	140.108	140.137	140.142	140.073	140.108	140.072	140.142	140.141	140.108	140.110	140.113	140.149	104.528	104.502	104.468	104.468	104.468	104.466	104.454	104.486	104.426	104.468	104.471	104.468	104.421	104.496	104.450	104.422	104.461	104.455	104.444	104.444	104.472	104.422	104.465	104.475	104.472	104.475	104.485	104.451	104.472	104.472	104.436	104.498	2016_7_15_11_38_01
F2LS3HQHHFM5____	-36.203	-36.109	-36.074	-36.074	-36.074	-36.074	-36.034	-36.115	-35.998	-36.074	-36.071	-36.074	-35.998	-36.149	-36.033	-35.998	-36.036	-36.041	-36.034	-36.034	-36.076	-35.998	-36.068	-36.113	-36.076	-36.112	-36.115	-36.074	-36.076	-36.075	-35.990	-36.108	139.994	140.038	140.076	140.076	140.076	140.111	140.039	140.074	140.039	140.076	140.009	140.076	140.076	140.111	140.075	140.074	139.970	140.073	140.111	140.111	140.035	140.074	140.076	140.002	140.035	140.003	140.038	140.078	140.035	140.042	140.044	140.072	104.320	104.280	104.263	104.263	104.263	104.259	104.251	104.279	104.238	104.263	104.268	104.263	104.234	104.288	104.248	104.234	104.259	104.251	104.244	104.244	104.268	104.234	104.261	104.285	104.268	104.285	104.283	104.263	104.268	104.267	104.234	104.276	2016_7_15_11_38_05
F2LS3HFRHFM5____	-36.279	-36.184	-36.147	-36.147	-36.147	-36.147	-36.056	-36.186	-36.059	-36.147	-36.134	-36.147	-36.060	-36.224	-36.056	-36.059	-36.098	-36.112	-36.055	-36.055	-36.149	-36.059	-36.133	-36.148	-36.149	-36.147	-36.186	-36.096	-36.149	-36.148	-36.007	-36.183	140.112	140.154	140.189	140.189	140.189	140.224	140.155	140.150	140.152	140.189	140.127	140.189	140.192	140.219	140.193	140.187	140.092	140.189	140.226	140.226	140.154	140.187	140.192	140.124	140.154	140.126	140.113	140.198	140.154	140.153	140.158	140.191	104.786	104.746	104.728	104.728	104.728	104.725	104.697	104.747	104.698	104.728	104.729	104.728	104.694	104.754	104.693	104.694	104.719	104.715	104.689	104.689	104.732	104.694	104.723	104.735	104.732	104.734	104.750	104.708	104.732	104.732	104.677	104.742	2016_7_15_11_38_09
