SN	Distance_X_LOGO_Earphone_LD1	Distance_X_LOGO_Earphone_LD2	Distance_X_LOGO_Earphone_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Earphone_LD1	Distance_Y_LOGO_Earphone_LD2	Distance_Y_LOGO_Earphone_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Earphone_LD1	Angle_Earphone_LD2	Angle_Earphone_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS3A7AHFM2____	-29.157	-29.082	-29.133	-29.277	-29.167	-29.167	-29.203	-29.168	-29.134	-29.171	-29.273	-29.308	-29.131	-29.064	-28.960	-29.063	-29.098	-29.166	-29.097	-29.028	-29.043	-29.062	-29.062	-29.131	-29.098	-29.028	-29.063	-29.064	-29.098	-29.027	-29.203	-29.097	138.958	138.978	139.274	139.206	139.165	139.128	139.234	139.197	139.202	139.234	139.228	139.342	139.131	139.273	138.909	139.095	139.196	139.197	139.128	139.089	138.906	139.270	139.236	139.263	139.196	139.228	139.055	139.199	139.196	139.096	139.234	139.282	101.875	101.844	101.840	101.902	101.862	101.865	101.871	101.860	101.846	101.858	101.899	101.903	101.851	101.813	101.801	101.827	101.832	101.859	101.838	101.813	101.834	101.812	101.815	101.840	101.832	101.802	101.830	101.819	101.832	101.813	101.870	101.825	2016_7_15_11_33_39
F2LS3A8AGRXL____	-29.515	-29.444	-29.490	-29.599	-29.525	-29.529	-29.562	-29.525	-29.492	-29.526	-29.633	-29.667	-29.491	-29.422	-29.319	-29.422	-29.494	-29.528	-29.455	-29.387	-29.439	-29.421	-29.422	-29.491	-29.494	-29.385	-29.422	-29.424	-29.494	-29.388	-29.563	-29.456	139.022	138.885	139.268	139.227	139.194	139.161	139.266	139.199	139.200	139.266	139.262	139.341	139.124	139.313	138.976	139.122	139.156	139.231	139.122	139.152	138.893	139.226	139.263	139.261	139.156	139.215	139.122	139.228	139.156	139.164	139.197	139.225	102.220	102.204	102.190	102.236	102.210	102.214	102.218	102.209	102.196	102.204	102.247	102.253	102.202	102.159	102.147	102.175	102.201	102.208	102.188	102.159	102.201	102.166	102.164	102.191	102.201	102.153	102.175	102.167	102.201	102.158	102.224	102.180	2016_7_15_11_33_44
F2LS3BDVGRXL____	-29.473	-29.400	-29.448	-29.553	-29.484	-29.486	-29.517	-29.483	-29.450	-29.520	-29.588	-29.623	-29.450	-29.377	-29.276	-29.417	-29.415	-29.522	-29.449	-29.343	-29.397	-29.379	-29.379	-29.450	-29.415	-29.343	-29.417	-29.381	-29.415	-29.345	-29.519	-29.449	138.907	138.857	139.184	139.145	139.113	139.040	139.142	139.109	139.111	139.111	139.146	139.255	139.042	139.104	138.862	138.984	139.077	139.019	139.007	139.039	138.817	139.220	139.114	139.144	139.077	139.105	138.914	139.077	139.077	139.009	139.115	139.078	101.990	101.966	101.957	102.002	101.977	101.984	101.988	101.977	101.964	101.992	102.016	102.020	101.970	101.936	101.916	101.962	101.953	102.000	101.972	101.928	101.968	101.927	101.936	101.961	101.953	101.922	101.968	101.940	101.953	101.931	101.991	101.966	2016_7_15_11_33_47
F2LS3EKPHFM2____	-29.720	-29.647	-29.750	-29.805	-29.732	-29.735	-29.767	-29.732	-29.680	-29.733	-29.838	-29.874	-29.737	-29.680	-29.525	-29.632	-29.663	-29.732	-29.715	-29.595	-29.650	-29.628	-29.610	-29.697	-29.663	-29.575	-29.632	-29.610	-29.663	-29.595	-29.768	-29.665	138.953	138.894	139.124	139.151	139.119	139.012	139.149	139.113	138.984	139.187	139.146	139.252	139.084	138.984	138.905	139.011	139.112	139.046	138.984	139.040	138.771	139.216	139.054	139.181	139.112	139.054	139.039	139.019	139.112	139.008	139.081	139.193	102.085	102.061	102.083	102.102	102.076	102.086	102.087	102.076	102.067	102.071	102.115	102.121	102.081	102.067	102.012	102.046	102.049	102.082	102.081	102.029	102.073	102.027	102.033	102.057	102.049	102.019	102.043	102.036	102.049	102.031	102.093	102.043	2016_7_15_11_33_52
F2LS3HFBHFM5____	-29.649	-29.577	-29.629	-29.735	-29.663	-29.665	-29.699	-29.663	-29.667	-29.664	-29.769	-29.804	-29.630	-29.558	-29.455	-29.595	-29.594	-29.700	-29.594	-29.560	-29.575	-29.559	-29.559	-29.629	-29.594	-29.522	-29.595	-29.596	-29.594	-29.525	-29.701	-29.594	138.950	138.851	139.144	139.105	139.042	139.001	139.138	139.103	139.084	139.110	139.140	139.245	139.079	139.105	138.823	138.973	139.073	139.001	139.038	138.998	138.778	139.148	139.112	139.137	139.073	139.073	138.970	139.004	139.073	139.047	139.145	139.105	102.175	102.155	102.151	102.196	102.173	102.177	102.179	102.168	102.171	102.168	102.206	102.212	102.157	102.126	102.109	102.152	102.143	102.191	102.146	102.136	102.160	102.123	102.126	102.151	102.143	102.115	102.152	102.150	102.143	102.118	102.179	102.141	2016_7_15_11_33_57
F2LS3KLTHFM5____	-29.582	-29.511	-29.560	-29.667	-29.598	-29.596	-29.629	-29.596	-29.561	-29.597	-29.700	-29.736	-29.561	-29.529	-29.387	-29.492	-29.526	-29.597	-29.525	-29.457	-29.512	-29.490	-29.491	-29.560	-29.526	-29.421	-29.492	-29.492	-29.526	-29.456	-29.632	-29.526	138.920	138.866	139.236	139.160	139.030	139.020	139.194	139.099	139.098	139.194	139.161	139.303	139.025	139.057	138.879	139.030	139.096	139.059	139.024	139.054	138.751	139.195	139.125	139.130	139.096	139.122	139.023	139.090	139.096	138.995	139.127	139.095	101.953	101.929	101.918	101.966	101.950	101.950	101.948	101.943	101.930	101.935	101.979	101.981	101.936	101.920	101.879	101.908	101.916	101.947	101.922	101.892	101.939	101.893	101.900	101.926	101.916	101.872	101.908	101.903	101.916	101.897	101.955	101.916	2016_7_15_11_34_01
F2LS3JESHFM5____	-29.136	-29.025	-29.113	-29.219	-29.152	-29.149	-29.182	-29.146	-29.114	-29.150	-29.218	-29.287	-29.114	-29.045	-28.939	-29.048	-29.043	-29.147	-29.079	-29.009	-29.026	-29.043	-29.044	-29.114	-29.043	-29.009	-29.044	-29.044	-29.043	-29.010	-29.185	-29.080	139.071	138.899	139.238	139.197	139.373	139.089	139.229	139.196	139.167	139.159	139.194	139.336	139.123	139.225	138.982	139.161	139.162	139.125	139.123	139.087	138.821	139.192	139.195	139.264	139.162	139.154	139.094	139.084	139.162	139.089	139.158	139.233	101.794	101.764	101.771	101.816	101.775	101.797	101.799	101.787	101.777	101.792	101.816	101.831	101.781	101.745	101.723	101.751	101.749	101.794	101.767	101.742	101.771	101.747	101.747	101.769	101.749	101.737	101.756	101.756	101.749	101.742	101.806	101.758	2016_7_15_11_34_05
F2LS3HZVHFM5____	-29.363	-29.295	-29.346	-29.451	-29.379	-29.380	-29.414	-29.381	-29.347	-29.380	-29.487	-29.520	-29.345	-29.275	-29.175	-29.278	-29.314	-29.379	-29.314	-29.242	-29.294	-29.278	-29.277	-29.344	-29.314	-29.233	-29.278	-29.278	-29.314	-29.282	-29.414	-29.312	139.050	138.951	139.213	139.170	139.137	139.069	139.244	139.111	139.212	139.213	139.244	139.313	139.143	139.201	138.858	139.105	139.106	139.174	139.037	139.075	138.877	139.178	139.145	139.244	139.106	138.981	139.137	139.109	139.106	138.962	139.175	139.259	101.983	101.965	101.963	102.008	101.982	101.989	101.987	101.986	101.964	101.977	102.016	102.023	101.969	101.936	101.925	101.945	101.959	101.979	101.965	101.934	101.970	101.939	101.942	101.960	101.959	101.938	101.942	101.945	101.959	101.959	101.993	101.946	2016_7_15_11_34_09
F2LS3HQHHFM5____	-29.507	-29.434	-29.526	-29.597	-29.522	-29.562	-29.558	-29.524	-29.488	-29.526	-29.630	-29.664	-29.490	-29.420	-29.312	-29.423	-29.457	-29.524	-29.496	-29.383	-29.437	-29.421	-29.417	-29.488	-29.457	-29.381	-29.421	-29.422	-29.457	-29.382	-29.560	-29.455	138.965	138.867	139.132	139.060	139.098	138.987	139.163	139.130	139.224	139.165	139.127	139.313	139.030	139.132	138.894	139.031	139.062	139.090	138.945	139.100	138.794	139.128	139.172	139.204	139.062	139.158	139.060	139.096	139.062	139.030	139.131	139.129	101.809	101.789	101.802	101.836	101.804	101.829	101.813	101.802	101.780	101.800	101.844	101.842	101.797	101.761	101.738	101.770	101.781	101.805	101.807	101.749	101.796	101.761	101.757	101.782	101.781	101.743	101.767	101.765	101.781	101.754	101.816	101.775	2016_7_15_11_34_14
F2LS3HFRHFM5____	-29.531	-29.503	-29.510	-29.655	-29.546	-29.547	-29.580	-29.545	-29.511	-29.547	-29.652	-29.687	-29.512	-29.442	-29.338	-29.442	-29.476	-29.545	-29.475	-29.405	-29.510	-29.441	-29.441	-29.511	-29.476	-29.385	-29.443	-29.441	-29.476	-29.406	-29.581	-29.477	139.060	138.916	139.254	139.184	139.223	139.071	139.213	139.209	139.212	139.216	139.213	139.357	139.140	139.139	138.960	139.138	139.171	139.143	139.106	139.106	138.750	139.244	139.209	139.209	139.171	139.105	139.137	139.105	139.171	139.071	139.176	139.202	102.259	102.260	102.234	102.297	102.251	102.264	102.265	102.252	102.238	102.252	102.294	102.296	102.245	102.217	102.191	102.217	102.228	102.257	102.233	102.205	102.277	102.208	102.211	102.238	102.228	102.198	102.218	102.220	102.228	102.209	102.269	102.226	2016_7_15_11_34_18
