,Distance_X_LOGO_MainBoard_RD1,Distance_X_LOGO_MainBoard_RD2,Distance_X_LOGO_MainBoard_RD3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_MainBoard_RD1,Distance_Y_LOGO_MainBoard_RD2,Distance_Y_LOGO_MainBoard_RD3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_MainBoard_RD1,Angle_MainBoard_RD2,Angle_MainBoard_RD3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS3126GRWV,-64.3386186595,-64.3086374768,-64.2276882836,-64.2716606849,-64.2326851474,-64.2326851474,-64.1947089826,-64.2726600576,-64.2326851474,-64.2726600576,-64.2326851474,-64.2296870291,-64.2726600576,-64.2306864019,-64.2306864019,-64.2306864019,-64.2296870291,-64.1927102371,-64.2306864019,-64.2746588031,-64.2306864019,-64.1927102371,-64.2306864019,-64.2736594304,-64.2276882836,-64.2276882836,-64.2746588031,-64.2276882836,-64.2326851474,-64.2746588031,-64.2346838929,-64.1927102371,-94.353589313,-94.3175841273,-94.3275855678,-94.3925949308,-94.3275855678,-94.3575898892,-94.2915803821,-94.3185842714,-94.3575898892,-94.3185842714,-94.3275855678,-94.3215847035,-94.3255852797,-94.3175841273,-94.353589313,-94.3175841273,-94.3215847035,-94.3605903213,-94.353589313,-94.3675913297,-94.3175841273,-94.3925949308,-94.353589313,-94.3215847035,-94.3275855678,-94.3275855678,-94.3675913297,-94.3275855678,-94.3275855678,-94.3675913297,-94.3925949308,-94.3605903213,235.374,235.376,235.413,235.413,235.41,235.419,235.416,235.391,235.419,235.391,235.41,235.41,235.393,235.409,235.419,235.409,235.41,235.436,235.419,235.404,235.409,235.446,235.419,235.392,235.413,235.413,235.404,235.413,235.41,235.404,235.428,235.436
FLQS3115GRWV,-64.5235777676,-64.4895706114,-64.4145548258,-64.4545632448,-64.4185556677,-64.4195558782,-64.3805476696,-64.4525628239,-64.4195558782,-64.4525628239,-64.4185556677,-64.4155550363,-64.4545632448,-64.3745464068,-64.4125544048,-64.3745464068,-64.4155550363,-64.3835483011,-64.4125544048,-64.4185556677,-64.3745464068,-64.3805476696,-64.4125544048,-64.4545632448,-64.4145548258,-64.4145548258,-64.4185556677,-64.4145548258,-64.4185556677,-64.4185556677,-64.4195558782,-64.3835483011,-94.2139220281,-94.1818941789,-94.178891568,-94.2509542288,-94.1488654593,-94.2159237687,-94.1798924383,-94.2139220281,-94.2159237687,-94.2139220281,-94.1488654593,-94.2139220281,-94.1488654593,-94.1758889571,-94.2129211578,-94.1758889571,-94.2139220281,-94.1808933086,-94.2129211578,-94.1838959195,-94.1758889571,-94.2139220281,-94.2129211578,-94.1828950492,-94.178891568,-94.178891568,-94.1838959195,-94.178891568,-94.1488654593,-94.1838959195,-94.2209281201,-94.1808933086,235.311,235.316,235.346,235.35,235.336,235.355,235.361,235.34,235.355,235.34,235.336,235.355,235.321,235.362,235.356,235.362,235.355,235.36,235.356,235.346,235.362,235.37,235.356,235.331,235.346,235.346,235.346,235.346,235.336,235.346,235.356,235.36
FLQS310RGRWV,-64.079879318,-64.0478448843,-63.969760952,-64.0108050702,-63.9747663323,-63.9747663323,-63.9417308225,-64.0098039942,-63.9747663323,-64.0098039942,-63.9747663323,-63.9677587999,-64.0088029181,-63.932721138,-63.9707620281,-63.932721138,-63.9677587999,-63.8966824,-63.9707620281,-63.9747663323,-63.932721138,-63.9377265183,-63.9707620281,-64.0108050702,-63.969760952,-63.969760952,-63.9747663323,-63.969760952,-63.9747663323,-63.9747663323,-63.9757674083,-63.8966824,-94.3609206432,-94.3319139048,-94.3239120459,-94.4029304024,-94.3319139048,-94.365921805,-94.3369150666,-94.3299134401,-94.365921805,-94.3299134401,-94.3319139048,-94.3279129753,-94.2949053075,-94.3259125106,-94.365921805,-94.3259125106,-94.3279129753,-94.3319139048,-94.365921805,-94.3319139048,-94.3259125106,-94.3969290082,-94.365921805,-94.3329141371,-94.3239120459,-94.3239120459,-94.3319139048,-94.3239120459,-94.3319139048,-94.3319139048,-94.3669220374,-94.3319139048,235.589,235.594,235.624,235.629,235.624,235.634,235.639,235.609,235.634,235.609,235.624,235.626,235.6,235.64,235.635,235.64,235.626,235.657,235.635,235.624,235.64,235.658,235.635,235.609,235.624,235.624,235.624,235.624,235.624,235.624,235.633,235.657
FLQS3106GRWV,-64.4752057932,-64.4421194761,-64.3599049913,-64.4060253121,-64.366923301,-64.3689285323,-64.3278212899,-64.4040200807,-64.3689285323,-64.4040200807,-64.366923301,-64.360907607,-64.4030174651,-64.3619102227,-64.360907607,-64.3619102227,-64.360907607,-64.3258160586,-64.360907607,-64.3689285323,-64.3619102227,-64.3258160586,-64.360907607,-64.4060253121,-64.3599049913,-64.3599049913,-64.3689285323,-64.3599049913,-64.366923301,-64.3689285323,-64.3709337637,-64.3258160586,-94.3506902771,-94.3526917554,-94.3226695801,-94.3907198441,-94.3226695801,-94.3576954513,-94.3286740152,-94.3546932338,-94.3576954513,-94.3546932338,-94.3226695801,-94.3596969297,-94.321668841,-94.3566947121,-94.3947228008,-94.3566947121,-94.3596969297,-94.3626991472,-94.3947228008,-94.3596969297,-94.3566947121,-94.3967242792,-94.3947228008,-94.3566947121,-94.3226695801,-94.3226695801,-94.3596969297,-94.3226695801,-94.3226695801,-94.3596969297,-94.3927213225,-94.3626991472,235.363,235.377,235.403,235.403,235.4,235.409,235.418,235.394,235.409,235.394,235.4,235.413,235.385,235.412,235.423,235.412,235.413,235.428,235.423,235.41,235.412,235.438,235.423,235.393,235.403,235.403,235.41,235.403,235.4,235.41,235.418,235.428
FLQS30ZQGRWV,-64.1664567845,-64.1324523029,-64.0604428125,-64.0974476895,-64.0634432079,-64.0624430761,-64.0284385945,-64.0974476895,-64.0624430761,-64.0974476895,-64.0634432079,-64.0584425489,-64.0974476895,-64.0604428125,-64.0604428125,-64.0604428125,-64.0584425489,-64.0264383309,-64.0604428125,-64.0624430761,-64.0604428125,-64.0254381991,-64.0604428125,-64.100448085,-64.0604428125,-64.0604428125,-64.0624430761,-64.0604428125,-64.0634432079,-64.0624430761,-64.0624430761,-64.0264383309,-94.3023038208,-94.2663090486,-94.2303142764,-94.3482971409,-94.2393129694,-94.2723081773,-94.2403128242,-94.2683087582,-94.2723081773,-94.2683087582,-94.2393129694,-94.2673089034,-94.2343136955,-94.30630324,-94.264309339,-94.30630324,-94.2673089034,-94.2743078869,-94.264309339,-94.3143020783,-94.30630324,-94.3452975766,-94.264309339,-94.3113025139,-94.2303142764,-94.2303142764,-94.3143020783,-94.2303142764,-94.2393129694,-94.3143020783,-94.3103026591,-94.2743078869,236.081,236.085,236.105,236.123,236.106,236.116,236.121,236.1,236.116,236.1,236.106,236.116,236.091,236.126,236.115,236.126,236.116,236.132,236.115,236.128,236.126,236.152,236.115,236.111,236.105,236.105,236.128,236.105,236.106,236.128,236.127,236.132
FLQS30YUGRWV,-64.2404922465,-64.2114924757,-64.1344930843,-64.2164924361,-64.1374930606,-64.1374930606,-64.100493353,-64.173492776,-64.1374930606,-64.173492776,-64.1374930606,-64.1354930764,-64.1724927839,-64.1344930843,-64.1344930843,-64.1344930843,-64.1354930764,-64.0994933609,-64.1344930843,-64.1384930526,-64.1344930843,-64.0984933688,-64.1344930843,-64.2164924361,-64.1344930843,-64.1344930843,-64.1384930526,-64.1344930843,-64.1374930606,-64.1384930526,-64.1374930606,-64.0994933609,-94.1306600211,-94.1316592744,-94.0697055699,-94.1786241795,-94.0727033298,-94.1396533008,-94.0747018364,-94.1016816755,-94.1396533008,-94.1016816755,-94.0727033298,-94.1056786887,-94.1026809288,-94.1036801821,-94.143650314,-94.1036801821,-94.1056786887,-94.1076771953,-94.143650314,-94.1056786887,-94.1036801821,-94.1446495673,-94.143650314,-94.1056786887,-94.0697055699,-94.0697055699,-94.1056786887,-94.0697055699,-94.0727033298,-94.1056786887,-94.1426510607,-94.1076771953,235.512,235.525,235.539,235.536,235.539,235.558,235.555,235.532,235.558,235.532,235.539,235.549,235.533,235.549,235.56,235.549,235.549,235.565,235.56,235.548,235.549,235.575,235.56,235.515,235.539,235.539,235.548,235.539,235.539,235.548,235.559,235.565
FLQS30X6GRWY,-64.5061852115,-64.474182639,-64.4031769313,-64.4411799861,-64.4011767706,-64.4021768509,-64.3681741177,-64.4391798254,-64.4021768509,-64.4391798254,-64.4011767706,-64.4031769313,-64.438179745,-64.4041770117,-64.4031769313,-64.4041770117,-64.4031769313,-64.3701742785,-64.4031769313,-64.4011767706,-64.4041770117,-64.3651738765,-64.4031769313,-64.4391798254,-64.4031769313,-64.4031769313,-64.4011767706,-64.4031769313,-64.4011767706,-64.4011767706,-64.4021768509,-64.3701742785,-94.2043375919,-94.2013373264,-94.171334671,-94.2423409554,-94.171334671,-94.2033375034,-94.1703345825,-94.2003372379,-94.2033375034,-94.2003372379,-94.171334671,-94.2053376805,-94.1683344055,-94.2053376805,-94.2393406899,-94.2053376805,-94.2053376805,-94.206337769,-94.2393406899,-94.2093380345,-94.2053376805,-94.2403407784,-94.2393406899,-94.2073378575,-94.171334671,-94.171334671,-94.2093380345,-94.171334671,-94.171334671,-94.2093380345,-94.2413408669,-94.206337769,235.276,235.289,235.309,235.314,235.31,235.319,235.324,235.303,235.319,235.303,235.31,235.319,235.294,235.319,235.329,235.319,235.319,235.333,235.329,235.321,235.319,235.345,235.329,235.305,235.309,235.309,235.321,235.309,235.31,235.321,235.329,235.333
FLQS30X6GRWV,-63.9071068641,-63.833063872,-63.8010452808,-63.8370661959,-63.8010452808,-63.7620226228,-63.7240005457,-63.8380667769,-63.7620226228,-63.8380667769,-63.8010452808,-63.7600214608,-63.7970429569,-63.8000446998,-63.7600214608,-63.8000446998,-63.7600214608,-63.7229999648,-63.7600214608,-63.7990441189,-63.8000446998,-63.7250011267,-63.7600214608,-63.8370661959,-63.8010452808,-63.8010452808,-63.7990441189,-63.8010452808,-63.8010452808,-63.7990441189,-63.8010452808,-63.7229999648,-94.4681946533,-94.3991265162,-94.435162066,-94.4361630535,-94.3991265162,-94.4011284912,-94.3690968914,-94.3971245412,-94.4011284912,-94.3971245412,-94.3991265162,-94.4011284912,-94.3981255287,-94.4281551535,-94.437164041,-94.4281551535,-94.4011284912,-94.3991265162,-94.437164041,-94.4361630535,-94.4281551535,-94.4691956407,-94.437164041,-94.433160091,-94.435162066,-94.435162066,-94.4361630535,-94.435162066,-94.3991265162,-94.4361630535,-94.4701966282,-94.3991265162,236.19,236.201,236.225,236.21,236.214,236.231,236.238,236.198,236.231,236.198,236.214,236.232,236.216,236.223,236.242,236.223,236.232,236.247,236.242,236.226,236.223,236.266,236.242,236.209,236.225,236.225,236.226,236.225,236.214,236.226,236.234,236.247
FLQS30WFGRWV,-64.1668383269,-64.1358432354,-64.0558559024,-64.0958495689,-64.0988490939,-64.0988490939,-64.0258606526,-64.0948497272,-64.0988490939,-64.0948497272,-64.0988490939,-64.0578555857,-64.0968494105,-64.0588554274,-64.0588554274,-64.0588554274,-64.0578555857,-64.0618549524,-64.0588554274,-64.0988490939,-64.0588554274,-64.0248608109,-64.0588554274,-64.0978492522,-64.0558559024,-64.0558559024,-64.0988490939,-64.0558559024,-64.0988490939,-64.0988490939,-64.1008487772,-64.0618549524,-94.1410244369,-94.1420243203,-94.1090281672,-94.1750204734,-94.1120278175,-94.1410244369,-94.1120278175,-94.1370249032,-94.1410244369,-94.1370249032,-94.1120278175,-94.1430242037,-94.1060285169,-94.13902467,-94.1760203568,-94.13902467,-94.1430242037,-94.1440240871,-94.1760203568,-94.1470237374,-94.13902467,-94.1770202402,-94.1760203568,-94.1440240871,-94.1090281672,-94.1090281672,-94.1470237374,-94.1090281672,-94.1120278175,-94.1470237374,-94.1800198905,-94.1440240871,235.513,235.526,235.55,235.552,235.533,235.541,235.563,235.542,235.541,235.542,235.533,235.559,235.532,235.557,235.568,235.557,235.559,235.557,235.568,235.543,235.557,235.582,235.568,235.542,235.55,235.55,235.543,235.55,235.533,235.543,235.551,235.557
FLQS30VBGRWV,-64.2331351329,-64.2011360619,-64.1221383554,-64.1651371071,-64.167137049,-64.1271382103,-64.0891393135,-64.1621371942,-64.1271382103,-64.1621371942,-64.167137049,-64.1241382974,-64.1631371651,-64.1231383264,-64.1211383845,-64.1231383264,-64.1241382974,-64.0891393135,-64.1211383845,-64.166137078,-64.1231383264,-64.1271382103,-64.1211383845,-64.2051359458,-64.1221383554,-64.1221383554,-64.166137078,-64.1221383554,-64.167137049,-64.166137078,-64.16813702,-64.0891393135,-94.3366259728,-94.3096223586,-94.2776180752,-94.3456271775,-94.3126227602,-94.3106224925,-94.2826187445,-94.3086222248,-94.3106224925,-94.3086222248,-94.3126227602,-94.3126227602,-94.2746176736,-94.3076220909,-94.3446270437,-94.3076220909,-94.3126227602,-94.3106224925,-94.3446270437,-94.3126227602,-94.3076220909,-94.3506278468,-94.3446270437,-94.3136228941,-94.2776180752,-94.2776180752,-94.3126227602,-94.2776180752,-94.3126227602,-94.3126227602,-94.3476274452,-94.3106224925,235.541,235.546,235.57,235.572,235.562,235.578,235.585,235.562,235.578,235.562,235.562,235.58,235.553,235.578,235.589,235.578,235.58,235.593,235.589,235.562,235.578,235.589,235.589,235.546,235.57,235.57,235.562,235.57,235.562,235.562,235.571,235.593
FLQS30UFGRWV,-64.1917922536,-64.1618138332,-64.0868677823,-64.1248404481,-64.087867063,-64.1248404481,-64.0918641857,-64.1238411674,-64.1248404481,-64.1238411674,-64.087867063,-64.087867063,-64.1238411674,-64.0858685016,-64.0868677823,-64.0858685016,-64.087867063,-64.0518929585,-64.0868677823,-64.1278382901,-64.0858685016,-64.0538915199,-64.0868677823,-64.1268390094,-64.0868677823,-64.0868677823,-64.1278382901,-64.0868677823,-64.087867063,-64.1278382901,-64.0888663436,-64.0518929585,-94.2878167258,-94.2858159658,-94.2548041855,-94.3248307862,-94.2548041855,-94.3258311662,-94.2608064655,-94.2858159658,-94.3258311662,-94.2858159658,-94.2548041855,-94.2888171058,-94.2518030454,-94.2838152058,-94.3218296462,-94.2838152058,-94.2888171058,-94.2888171058,-94.3218296462,-94.2918182459,-94.2838152058,-94.3268315462,-94.3218296462,-94.2888171058,-94.2548041855,-94.2548041855,-94.2918182459,-94.2548041855,-94.2548041855,-94.2918182459,-94.3268315462,-94.2888171058,235.519,235.531,235.553,235.557,235.553,235.557,235.553,235.547,235.557,235.547,235.553,235.562,235.537,235.561,235.572,235.561,235.562,235.577,235.572,235.547,235.561,235.587,235.572,235.546,235.553,235.553,235.547,235.553,235.553,235.547,235.573,235.577
FLQS30TYGRWV,-64.221678003,-64.1866836275,-64.1106958406,-64.1536889305,-64.1126955192,-64.1116956799,-64.0747016257,-64.1496895733,-64.1116956799,-64.1496895733,-64.1126955192,-64.1096960013,-64.1506894126,-64.1096960013,-64.108696162,-64.1096960013,-64.1096960013,-64.075701465,-64.108696162,-64.1136953585,-64.1096960013,-64.0727019471,-64.108696162,-64.1516892519,-64.1106958406,-64.1106958406,-64.1136953585,-64.1106958406,-64.1126955192,-64.1136953585,-64.1146951978,-64.075701465,-94.2955382756,-94.2925382585,-94.2615380815,-94.3315384811,-94.3005383042,-94.2955382756,-94.3025383156,-94.2885382357,-94.2955382756,-94.2885382357,-94.3005383042,-94.2955382756,-94.256538053,-94.2905382471,-94.328538464,-94.2905382471,-94.2955382756,-94.3345384983,-94.328538464,-94.2995382985,-94.2905382471,-94.3305384754,-94.328538464,-94.2975382871,-94.2615380815,-94.2615380815,-94.2995382985,-94.2615380815,-94.3005383042,-94.2995382985,-94.3315384811,-94.3345384983,236.071,236.085,236.108,236.11,236.118,236.117,236.134,236.099,236.117,236.099,236.118,236.118,236.089,236.116,236.128,236.116,236.118,236.143,236.128,236.117,236.116,236.143,236.128,236.101,236.108,236.108,236.117,236.108,236.118,236.117,236.126,236.143
FLQS30T7GRWV,-64.4180538213,-64.3830717126,-64.2701294762,-64.3440916487,-64.2741274315,-64.3101090289,-64.2321489011,-64.3440916487,-64.3101090289,-64.3440916487,-64.2741274315,-64.3091095401,-64.3440916487,-64.2691299874,-64.3071105625,-64.2691299874,-64.3091095401,-64.2341478787,-64.3071105625,-64.3091095401,-64.2691299874,-64.2341478787,-64.3071105625,-64.3430921599,-64.2701294762,-64.2701294762,-64.3091095401,-64.2701294762,-64.2741274315,-64.3091095401,-64.3091095401,-64.2341478787,-94.359438391,-94.356437741,-94.3234305916,-94.3954461903,-94.3264312416,-94.3604386076,-94.2964247421,-94.356437741,-94.3604386076,-94.356437741,-94.3264312416,-94.3604386076,-94.3244308083,-94.3574379577,-94.3634392576,-94.3574379577,-94.3604386076,-94.3604386076,-94.3634392576,-94.3604386076,-94.3574379577,-94.3954461903,-94.3634392576,-94.359438391,-94.3234305916,-94.3234305916,-94.3604386076,-94.3234305916,-94.3264312416,-94.3604386076,-94.396446407,-94.3604386076,236.005,236.019,236.057,236.046,236.056,236.051,236.065,236.035,236.051,236.035,236.056,236.051,236.026,236.066,236.052,236.066,236.051,236.082,236.052,236.051,236.066,236.092,236.052,236.036,236.057,236.057,236.051,236.057,236.056,236.051,236.061,236.082
FLQS30S7GRWV,-64.2463833815,-64.1753575306,-64.1003302233,-64.1773582588,-64.1393444231,-64.1403447872,-64.1023309515,-64.1393444231,-64.1403447872,-64.1393444231,-64.1393444231,-64.1003302233,-64.138344059,-64.0993298593,-64.1373436949,-64.0993298593,-64.1003302233,-64.1013305874,-64.1373436949,-64.1403447872,-64.0993298593,-64.1013305874,-64.1373436949,-64.1743571665,-64.1003302233,-64.1003302233,-64.1403447872,-64.1003302233,-64.1393444231,-64.1403447872,-64.1413451513,-64.1013305874,-94.4210798637,-94.4180792891,-94.3860731605,-94.4560865668,-94.385072969,-94.4190794806,-94.3890737351,-94.414078523,-94.4190794806,-94.414078523,-94.385072969,-94.4200796721,-94.3810722029,-94.4170790976,-94.4540861837,-94.4170790976,-94.4200796721,-94.4190794806,-94.4540861837,-94.4210798637,-94.4170790976,-94.4540861837,-94.4540861837,-94.4210798637,-94.3860731605,-94.3860731605,-94.4210798637,-94.3860731605,-94.385072969,-94.4210798637,-94.4570867583,-94.4190794806,236.007,236.035,236.057,236.045,236.041,236.05,236.057,236.049,236.05,236.049,236.041,236.067,236.04,236.066,236.061,236.066,236.067,236.066,236.061,236.051,236.066,236.076,236.061,236.036,236.057,236.057,236.051,236.057,236.041,236.051,236.061,236.066
FLQS30RRGRWV,-64.1929596767,-64.1609746447,-64.0850101938,-64.1249914837,-64.0920069195,-64.090007855,-64.0520256295,-64.125991016,-64.090007855,-64.125991016,-64.0920069195,-64.086009726,-64.125991016,-64.0850101938,-64.086009726,-64.0850101938,-64.086009726,-64.050026565,-64.086009726,-64.0890083228,-64.0850101938,-64.050026565,-64.086009726,-64.1249914837,-64.0850101938,-64.0850101938,-64.0890083228,-64.0850101938,-64.0920069195,-64.0890083228,-64.090007855,-64.050026565,-94.3817350805,-94.3777337775,-94.3487243307,-94.4187471334,-94.3117122778,-94.3807347548,-94.3157135809,-94.3777337775,-94.3807347548,-94.3777337775,-94.3117122778,-94.383735732,-94.3457233534,-94.379734429,-94.4197474591,-94.379734429,-94.383735732,-94.3457233534,-94.4197474591,-94.3847360578,-94.379734429,-94.4207477849,-94.4197474591,-94.3847360578,-94.3487243307,-94.3487243307,-94.3847360578,-94.3487243307,-94.3117122778,-94.3847360578,-94.4167464819,-94.3457233534,236.09,236.102,236.126,236.128,236.112,236.132,236.13,236.117,236.132,236.117,236.112,236.135,236.108,236.134,236.145,236.134,236.135,236.139,236.145,236.134,236.134,236.16,236.145,236.119,236.126,236.126,236.134,236.126,236.112,236.134,236.143,236.139
FLQS30R2GRWV,-64.689988093,-64.6979927936,-64.618946375,-64.6599704657,-64.5839258097,-64.5859269849,-64.5479046569,-64.6199469625,-64.5859269849,-64.6199469625,-64.5839258097,-64.580924047,-64.6599704657,-64.5819246346,-64.580924047,-64.5819246346,-64.580924047,-64.5469040693,-64.580924047,-64.5859269849,-64.5819246346,-64.5459034818,-64.580924047,-64.6209475501,-64.618946375,-64.618946375,-64.5859269849,-64.618946375,-64.5839258097,-64.5859269849,-64.5859269849,-64.5469040693,-94.0149717275,-94.0169716631,-93.9879725971,-94.0529705035,-93.9849726938,-94.0199715664,-93.9889725649,-94.0159716953,-94.0199715664,-94.0159716953,-93.9849726938,-94.0209715342,-93.983972726,-94.0139717597,-94.0539704713,-94.0139717597,-94.0209715342,-94.0199715664,-94.0539704713,-94.0209715342,-94.0139717597,-94.0539704713,-94.0539704713,-94.0159716953,-93.9879725971,-93.9879725971,-94.0209715342,-93.9879725971,-93.9849726938,-94.0209715342,-94.0529705035,-94.0199715664,235.26,235.258,235.282,235.284,235.296,235.305,235.312,235.29,235.305,235.29,235.296,235.307,235.264,235.305,235.317,235.305,235.307,235.321,235.317,235.305,235.305,235.332,235.317,235.289,235.282,235.282,235.305,235.282,235.296,235.305,235.314,235.321
FLQS30QXGRWV,-64.0261633081,-63.9951554802,-63.9201365418,-63.9591463898,-63.9241375519,-63.9251378044,-63.8881284614,-63.9591463898,-63.9251378044,-63.9591463898,-63.9241375519,-63.9211367943,-63.9591463898,-63.9211367943,-63.9201365418,-63.9211367943,-63.9211367943,-63.8881284614,-63.9201365418,-63.9251378044,-63.9211367943,-63.8861279564,-63.9201365418,-63.9591463898,-63.9201365418,-63.9201365418,-63.9251378044,-63.9201365418,-63.9241375519,-63.9251378044,-63.9251378044,-63.8881284614,-94.4940046332,-94.4629790216,-94.4639798478,-94.5350385066,-94.4299517576,-94.4970071117,-94.4299517576,-94.4609773692,-94.4970071117,-94.4609773692,-94.4299517576,-94.4639798478,-94.4589757169,-94.4589757169,-94.4980079379,-94.4589757169,-94.4639798478,-94.4639798478,-94.4980079379,-94.4659815001,-94.4589757169,-94.5300343757,-94.4980079379,-94.4639798478,-94.4639798478,-94.4639798478,-94.4659815001,-94.4639798478,-94.4299517576,-94.4659815001,-94.5330368542,-94.4639798478,235.583,235.587,235.618,235.622,235.607,235.625,235.622,235.601,235.625,235.601,235.607,235.618,235.601,235.617,235.628,235.617,235.618,235.632,235.628,235.617,235.617,235.651,235.628,235.602,235.618,235.618,235.617,235.618,235.607,235.617,235.636,235.632
FLQS30QPGRWV,-64.3976847701,-64.3646757053,-64.2886548285,-64.329666091,-64.293656202,-64.2956567514,-64.254645489,-64.3286658163,-64.2956567514,-64.3286658163,-64.293656202,-64.2886548285,-64.3286658163,-64.2896551032,-64.2866542792,-64.2896551032,-64.2886548285,-64.2536452143,-64.2866542792,-64.2946564767,-64.2896551032,-64.254645489,-64.2866542792,-64.329666091,-64.2886548285,-64.2886548285,-64.2946564767,-64.2886548285,-64.293656202,-64.2946564767,-64.2966570261,-64.2536452143,-94.2130742805,-94.2120742903,-94.1820745851,-94.2520738973,-94.1820745851,-94.2130742805,-94.1860745458,-94.2130742805,-94.2130742805,-94.2130742805,-94.1820745851,-94.2190742216,-94.1800746048,-94.2170742412,-94.2540738777,-94.2170742412,-94.2190742216,-94.2200742117,-94.2540738777,-94.2170742412,-94.2170742412,-94.2550738678,-94.2540738777,-94.2170742412,-94.1820745851,-94.1820745851,-94.2170742412,-94.1820745851,-94.1820745851,-94.2170742412,-94.2490739268,-94.2200742117,235.502,235.515,235.538,235.541,235.536,235.544,235.553,235.53,235.544,235.53,235.536,235.549,235.521,235.548,235.559,235.548,235.549,235.564,235.559,235.545,235.548,235.573,235.559,235.531,235.538,235.538,235.545,235.538,235.536,235.545,235.554,235.564
FLQS30QMGRWV,-64.1972405861,-64.2032432267,-64.1292106595,-64.1692282634,-64.1322119798,-64.1322119798,-64.0581794126,-64.1682278233,-64.1322119798,-64.1682278233,-64.1322119798,-64.1312115397,-64.1702287035,-64.1302110996,-64.1302110996,-64.1302110996,-64.1312115397,-64.13421286,-64.1302110996,-64.1332124199,-64.1302110996,-64.0571789725,-64.1302110996,-64.1692282634,-64.1292106595,-64.1292106595,-64.1332124199,-64.1292106595,-64.1322119798,-64.1332124199,-64.13421286,-64.13421286,-94.2528259818,-94.290838414,-94.2228161669,-94.2948397227,-94.2248168213,-94.2578276177,-94.1918060249,-94.2548266362,-94.2578276177,-94.2548266362,-94.2248168213,-94.2228161669,-94.2248168213,-94.2558269633,-94.2918387412,-94.2558269633,-94.2228161669,-94.2648299078,-94.2918387412,-94.2618289263,-94.2558269633,-94.2948397227,-94.2918387412,-94.2618289263,-94.2228161669,-94.2228161669,-94.2618289263,-94.2228161669,-94.2248168213,-94.2618289263,-94.2948397227,-94.2648299078,235.609,235.618,235.629,235.633,235.628,235.638,235.65,235.622,235.638,235.622,235.628,235.628,235.613,235.638,235.648,235.638,235.628,235.639,235.648,235.639,235.638,235.68,235.648,235.624,235.629,235.629,235.639,235.629,235.628,235.639,235.647,235.639
