SN	Distance_X_LOGO_MainBoard_LU1	Distance_X_LOGO_MainBoard_LU2	Distance_X_LOGO_MainBoard_LU3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_LU1	Distance_Y_LOGO_MainBoard_LU2	Distance_Y_LOGO_MainBoard_LU3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_LU1	Angle_MainBoard_LU2	Angle_MainBoard_LU3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLQS30KVGRWV____	-30.725	-30.668	-30.696	-30.467	-30.696	-30.697	-30.765	-30.636	-30.767	-30.730	-30.694	-30.695	-30.594	-30.766	-30.871	-30.837	-30.693	-30.729	-30.803	-30.800	-30.445	-30.728	-30.802	-30.729	-30.644	-30.695	-30.685	-30.414	-30.689	-30.733	-30.803	-30.837	131.283	131.467	131.326	131.305	131.326	131.258	131.503	131.536	131.292	131.328	131.398	131.538	131.430	131.362	131.503	131.327	131.397	131.433	131.537	131.468	131.491	131.468	131.433	131.364	131.409	131.469	131.558	131.490	131.587	131.467	131.363	131.502	103.240	103.198	103.223	103.131	103.223	103.230	103.235	103.178	103.256	103.237	103.216	103.202	103.171	103.249	103.278	103.282	103.215	103.227	103.247	103.253	103.104	103.223	103.257	103.233	103.194	103.209	103.197	103.091	103.195	103.225	103.264	103.264	2016_7_19_17_04_34
FLQS30KBGRWV____	-30.821	-30.762	-30.758	-30.558	-30.793	-30.793	-30.830	-30.725	-30.864	-30.792	-30.759	-30.762	-30.687	-30.862	-30.968	-30.932	-30.760	-30.794	-30.897	-30.865	-30.537	-30.795	-30.868	-30.796	-30.735	-30.762	-30.781	-30.503	-30.781	-30.793	-30.897	-30.899	131.168	131.386	131.247	131.195	131.216	131.143	131.425	131.460	131.178	131.248	131.317	131.457	131.351	131.280	131.388	131.248	131.317	131.354	131.458	131.387	131.373	131.388	131.352	131.282	131.302	131.388	131.449	131.374	131.481	131.389	131.250	131.419	103.194	103.148	103.160	103.082	103.178	103.185	103.173	103.126	103.211	103.175	103.154	103.142	103.121	103.200	103.234	103.232	103.154	103.165	103.198	103.191	103.057	103.162	103.196	103.173	103.146	103.149	103.151	103.043	103.147	103.161	103.218	103.202	2016_7_19_17_04_35
FLQS30CWGRWV____	-30.607	-30.547	-30.548	-30.347	-30.576	-30.545	-30.646	-30.513	-30.648	-30.579	-30.546	-30.546	-30.441	-30.612	-30.749	-30.685	-30.543	-30.579	-30.684	-30.651	-30.323	-30.582	-30.653	-30.580	-30.524	-30.547	-30.568	-30.292	-30.567	-30.580	-30.682	-30.716	131.275	131.458	131.316	131.267	131.318	131.248	131.493	131.525	131.282	131.318	131.390	131.529	131.420	131.354	131.493	131.317	131.388	131.423	131.526	131.458	131.481	131.458	131.424	131.354	131.373	131.459	131.548	131.480	131.578	131.454	131.353	131.491	103.129	103.087	103.101	103.022	103.112	103.106	103.124	103.066	103.146	103.113	103.093	103.080	103.046	103.124	103.167	103.158	103.092	103.104	103.137	103.130	102.992	103.101	103.134	103.110	103.086	103.087	103.087	102.979	103.083	103.101	103.153	103.154	2016_7_19_17_04_35
FLQS30C7GRWV____	-30.868	-30.808	-30.805	-30.574	-30.805	-30.806	-30.876	-30.804	-30.878	-30.842	-30.806	-30.809	-30.703	-30.874	-30.978	-30.980	-30.839	-30.843	-30.913	-30.910	-30.582	-30.844	-30.912	-30.843	-30.784	-30.809	-30.831	-30.548	-30.827	-30.840	-30.912	-30.944	131.163	131.382	131.208	131.191	131.209	131.139	131.383	131.421	131.172	131.209	131.312	131.418	131.312	131.241	131.384	131.208	131.277	131.314	131.419	131.381	131.366	131.347	131.312	131.277	131.296	131.349	131.443	131.367	131.476	131.349	131.244	131.381	103.170	103.124	103.140	103.046	103.140	103.147	103.152	103.119	103.173	103.155	103.130	103.121	103.087	103.165	103.194	103.212	103.147	103.145	103.164	103.167	103.032	103.142	103.174	103.149	103.123	103.128	103.128	103.018	103.123	103.141	103.181	103.181	2016_7_19_17_04_35
FLQS29JFGRX5____	-30.596	-30.539	-30.537	-30.309	-30.534	-30.537	-30.606	-30.504	-30.609	-30.571	-30.537	-30.538	-30.431	-30.603	-30.708	-30.677	-30.536	-30.571	-30.642	-30.642	-30.315	-30.570	-30.644	-30.570	-30.516	-30.540	-30.560	-30.284	-30.527	-30.569	-30.642	-30.675	131.293	131.505	131.363	131.315	131.363	131.265	131.539	131.573	131.300	131.365	131.435	131.575	131.468	131.399	131.538	131.363	131.434	131.469	131.573	131.503	131.497	131.505	131.469	131.400	131.421	131.504	131.565	131.498	131.595	131.503	131.398	131.537	103.244	103.201	103.213	103.124	103.212	103.223	103.225	103.179	103.249	103.227	103.207	103.194	103.159	103.237	103.267	103.271	103.206	103.217	103.236	103.243	103.109	103.213	103.248	103.223	103.199	103.201	103.203	103.096	103.187	103.213	103.253	103.254	2016_7_19_17_04_35
FLQS22XEGRX2____	-30.682	-30.652	-30.652	-30.423	-30.648	-30.650	-30.722	-30.620	-30.725	-30.656	-30.622	-30.620	-30.514	-30.720	-30.825	-30.791	-30.647	-30.655	-30.724	-30.760	-30.404	-30.658	-30.760	-30.656	-30.605	-30.622	-30.648	-30.369	-30.642	-30.685	-30.758	-30.791	131.309	131.496	131.382	131.333	131.383	131.315	131.532	131.591	131.319	131.385	131.455	131.594	131.487	131.419	131.559	131.355	131.454	131.488	131.592	131.523	131.517	131.525	131.488	131.420	131.437	131.524	131.616	131.518	131.616	131.494	131.417	131.557	102.998	102.968	102.979	102.889	102.977	102.984	102.993	102.945	103.015	102.980	102.959	102.945	102.912	103.003	103.033	103.039	102.970	102.970	102.988	103.010	102.863	102.967	103.013	102.977	102.954	102.952	102.955	102.849	102.952	102.982	103.019	103.019	2016_7_19_17_04_35
FLQS22TQGRX2____	-30.851	-30.788	-30.786	-30.561	-30.787	-30.788	-30.856	-30.754	-30.859	-30.821	-30.786	-30.789	-30.682	-30.858	-30.963	-30.931	-30.787	-30.822	-30.896	-30.893	-30.539	-30.821	-30.895	-30.821	-30.739	-30.788	-30.781	-30.504	-30.780	-30.825	-30.895	-30.930	131.291	131.504	131.334	131.314	131.336	131.265	131.512	131.546	131.299	131.364	131.434	131.574	131.467	131.368	131.539	131.364	131.433	131.469	131.546	131.503	131.496	131.475	131.440	131.399	131.420	131.504	131.567	131.496	131.598	131.474	131.398	131.510	103.344	103.297	103.313	103.222	103.313	103.320	103.325	103.279	103.346	103.324	103.303	103.291	103.257	103.339	103.366	103.370	103.304	103.314	103.338	103.340	103.195	103.313	103.348	103.321	103.285	103.297	103.288	103.181	103.285	103.315	103.352	103.355	2016_7_19_17_04_35
FLQS21YXGRX2____	-30.496	-30.431	-30.429	-30.204	-30.431	-30.432	-30.501	-30.400	-30.506	-30.467	-30.430	-30.433	-30.328	-30.502	-30.604	-30.577	-30.431	-30.465	-30.540	-30.538	-30.209	-30.466	-30.539	-30.467	-30.379	-30.433	-30.453	-30.146	-30.456	-30.466	-30.540	-30.572	131.241	131.454	131.315	131.264	131.285	131.214	131.492	131.527	131.249	131.285	131.386	131.527	131.421	131.350	131.492	131.284	131.386	131.423	131.526	131.424	131.446	131.456	131.422	131.351	131.371	131.456	131.516	131.445	131.548	131.457	131.351	131.489	102.996	102.948	102.961	102.873	102.965	102.972	102.974	102.929	102.999	102.980	102.955	102.942	102.909	102.988	103.017	103.025	102.955	102.966	102.987	102.996	102.857	102.963	102.996	102.973	102.935	102.949	102.952	102.831	102.950	102.963	103.004	103.003	2016_7_19_17_04_36
FLQS2AVTGRX5____	-30.664	-30.604	-30.602	-30.400	-30.599	-30.600	-30.703	-30.571	-30.673	-30.633	-30.600	-30.600	-30.497	-30.670	-30.776	-30.742	-30.596	-30.634	-30.738	-30.706	-30.380	-30.668	-30.709	-30.634	-30.581	-30.601	-30.624	-30.351	-30.621	-30.637	-30.735	-30.772	131.219	131.407	131.266	131.215	131.265	131.198	131.440	131.473	131.231	131.267	131.338	131.478	131.369	131.302	131.441	131.265	131.337	131.371	131.475	131.406	131.427	131.405	131.371	131.303	131.347	131.406	131.498	131.425	131.525	131.405	131.301	131.439	102.996	102.953	102.966	102.887	102.965	102.972	102.991	102.933	102.999	102.979	102.958	102.945	102.912	102.990	103.021	103.024	102.957	102.969	103.002	102.995	102.858	102.980	103.000	102.976	102.949	102.952	102.953	102.847	102.949	102.967	103.018	103.020	2016_7_19_17_04_36
FLQS3087GRWV____	-30.640	-30.581	-30.579	-30.346	-30.577	-30.576	-30.683	-30.546	-30.651	-30.611	-30.576	-30.576	-30.471	-30.647	-30.751	-30.716	-30.575	-30.611	-30.683	-30.685	-30.359	-30.613	-30.686	-30.613	-30.524	-30.577	-30.600	-30.325	-30.569	-30.612	-30.682	-30.718	131.422	131.640	131.498	131.451	131.499	131.401	131.617	131.681	131.434	131.501	131.544	131.681	131.574	131.535	131.644	131.468	131.570	131.604	131.679	131.638	131.633	131.641	131.575	131.507	131.553	131.584	131.701	131.635	131.734	131.608	131.503	131.643	103.122	103.077	103.090	102.998	103.088	103.098	103.121	103.058	103.125	103.103	103.084	103.071	103.038	103.114	103.147	103.149	103.081	103.092	103.115	103.120	102.985	103.090	103.126	103.103	103.062	103.080	103.079	102.971	103.063	103.092	103.132	103.133	2016_7_19_17_04_36
