SN	Distance_X_LOGO_Earphone_LD1	Distance_X_LOGO_Earphone_LD2	Distance_X_LOGO_Earphone_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Earphone_LD1	Distance_Y_LOGO_Earphone_LD2	Distance_Y_LOGO_Earphone_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Earphone_LD1	Angle_Earphone_LD2	Angle_Earphone_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLQS31FWGRWY____	-29.612	-29.496	-29.545	-29.648	-29.577	-29.580	-29.614	-29.575	-29.546	-29.579	-29.680	-29.718	-29.543	-29.474	-29.371	-29.476	-29.509	-29.579	-29.510	-29.439	-29.497	-29.473	-29.473	-29.544	-29.509	-29.439	-29.476	-29.477	-29.509	-29.439	-29.615	-29.509	138.914	138.828	139.275	139.164	139.064	139.024	139.133	138.986	139.210	139.169	139.021	139.241	139.092	139.086	138.871	139.056	139.092	139.167	139.130	139.052	138.748	139.159	139.091	139.129	139.092	139.081	139.025	139.162	139.092	139.057	139.157	139.091	102.023	101.985	101.967	102.017	101.997	102.001	102.006	102.003	101.973	101.989	102.041	102.038	101.981	101.955	101.932	101.957	101.968	101.989	101.965	101.944	101.992	101.948	101.954	101.978	101.968	101.941	101.960	101.949	101.968	101.943	102.004	101.968	2016_7_19_17_07_05
FLQS31CRGRWY____	-29.832	-29.761	-29.768	-29.874	-29.839	-29.804	-29.839	-29.803	-29.769	-29.804	-29.909	-29.946	-29.804	-29.736	-29.597	-29.700	-29.735	-29.804	-29.770	-29.662	-29.759	-29.699	-29.699	-29.770	-29.735	-29.663	-29.737	-29.699	-29.735	-29.700	-29.841	-29.734	138.826	138.862	139.134	139.027	138.964	138.923	139.062	138.996	138.997	139.032	139.062	139.137	138.957	138.985	138.747	138.956	138.993	138.992	138.953	138.993	138.651	139.134	139.063	139.029	138.993	138.948	138.954	138.959	138.993	138.921	139.025	139.021	102.346	102.315	102.295	102.346	102.338	102.327	102.329	102.321	102.307	102.318	102.357	102.365	102.324	102.295	102.260	102.284	102.294	102.321	102.311	102.265	102.332	102.268	102.274	102.305	102.294	102.270	102.298	102.283	102.294	102.286	102.333	102.291	2016_7_19_17_07_05
FLQS319LGRWY____	-29.303	-29.227	-29.277	-29.349	-29.312	-29.314	-29.347	-29.278	-29.279	-29.278	-29.383	-29.450	-29.278	-29.209	-29.102	-29.208	-29.243	-29.313	-29.242	-29.172	-29.190	-29.207	-29.207	-29.277	-29.243	-29.174	-29.209	-29.208	-29.243	-29.171	-29.348	-29.208	138.875	138.863	139.192	139.120	139.057	138.984	139.127	139.123	139.121	139.155	139.160	139.229	139.051	139.066	138.866	139.049	139.118	139.051	139.013	139.045	138.752	139.152	139.082	139.121	139.118	138.996	139.013	139.050	139.118	138.984	139.086	139.152	101.780	101.751	101.743	101.778	101.769	101.775	101.777	101.749	101.750	101.747	101.788	101.809	101.756	101.727	101.701	101.728	101.736	101.770	101.744	101.714	101.745	101.719	101.725	101.749	101.736	101.719	101.731	101.728	101.736	101.719	101.780	101.720	2016_7_19_17_07_05
FLQS319HGRWY____	-29.501	-29.435	-29.481	-29.586	-29.519	-29.517	-29.550	-29.515	-29.484	-29.517	-29.620	-29.656	-29.482	-29.414	-29.307	-29.413	-29.446	-29.516	-29.447	-29.378	-29.435	-29.411	-29.412	-29.480	-29.446	-29.375	-29.414	-29.406	-29.446	-29.378	-29.551	-29.446	138.961	138.829	139.272	139.203	139.030	139.026	139.197	139.196	139.201	139.234	139.198	139.304	139.026	139.096	138.910	139.090	139.131	139.163	139.027	139.026	138.758	139.267	139.097	139.196	139.131	139.150	139.061	138.947	139.131	138.958	139.163	139.160	102.027	102.013	101.994	102.041	102.029	102.028	102.027	102.013	102.000	102.011	102.055	102.060	102.015	101.982	101.955	101.982	101.992	102.016	102.001	101.974	102.018	101.966	101.981	102.000	101.992	101.962	101.985	101.991	101.992	101.979	102.030	101.989	2016_7_19_17_07_06
FLQS317CGRWY____	-29.650	-29.577	-29.619	-29.734	-29.663	-29.654	-29.696	-29.661	-29.627	-29.663	-29.759	-29.801	-29.627	-29.557	-29.455	-29.559	-29.592	-29.661	-29.591	-29.523	-29.578	-29.563	-29.556	-29.625	-29.592	-29.514	-29.559	-29.558	-29.592	-29.560	-29.697	-29.592	138.769	138.635	138.848	139.008	138.935	138.673	138.964	138.965	138.897	138.965	138.883	139.070	138.823	138.933	138.725	138.866	138.931	138.923	138.826	138.898	138.674	139.128	138.897	138.926	138.931	138.778	138.865	138.860	138.931	138.790	138.962	138.891	102.016	101.998	101.997	102.029	102.007	102.026	102.018	102.004	101.996	102.005	102.049	102.050	102.002	101.965	101.942	101.972	101.980	102.007	101.988	101.955	101.996	101.951	101.968	101.993	101.980	101.962	101.972	101.972	101.980	101.979	102.018	101.983	2016_7_19_17_07_06
FLQS3160GRWY____	-29.527	-29.451	-29.507	-29.612	-29.541	-29.541	-29.609	-29.541	-29.509	-29.543	-29.679	-29.683	-29.507	-29.436	-29.367	-29.436	-29.472	-29.541	-29.472	-29.436	-29.454	-29.472	-29.471	-29.506	-29.472	-29.433	-29.436	-29.437	-29.472	-29.434	-29.611	-29.472	138.943	138.885	139.145	139.105	139.042	139.002	139.144	139.074	139.075	139.107	139.140	139.216	139.036	139.097	138.819	138.931	139.070	139.069	138.964	139.068	138.696	139.175	139.141	139.137	139.070	139.056	138.923	138.962	139.070	139.003	139.103	139.101	102.064	102.039	102.040	102.084	102.062	102.065	102.080	102.059	102.046	102.057	102.108	102.103	102.049	102.016	102.012	102.029	102.032	102.059	102.041	102.018	102.056	102.023	102.026	102.040	102.032	102.018	102.030	102.027	102.032	102.023	102.084	102.030	2016_7_19_17_07_06
FLQS3126GRWV____	-29.193	-29.077	-29.109	-29.236	-29.144	-29.168	-29.201	-29.144	-29.109	-29.166	-29.269	-29.305	-29.109	-29.060	-28.956	-29.063	-29.098	-29.144	-29.097	-29.004	-29.081	-29.039	-29.039	-29.132	-29.098	-29.004	-29.062	-29.063	-29.098	-29.027	-29.201	-29.097	138.915	138.868	139.048	139.120	139.013	139.047	139.189	139.048	139.048	139.154	139.156	139.291	138.978	139.147	138.869	139.047	139.116	139.013	139.046	138.978	138.747	139.048	138.978	139.228	139.116	138.978	139.014	139.082	139.116	139.015	139.150	139.081	101.960	101.918	101.916	101.960	101.933	101.939	101.940	101.930	101.916	101.930	101.970	101.973	101.922	101.888	101.870	101.898	101.906	101.933	101.911	101.880	101.930	101.888	101.894	101.910	101.906	101.880	101.900	101.895	101.906	101.886	101.944	101.909	2016_7_19_17_07_06
FLQS3115GRWV____	-29.087	-29.061	-29.067	-29.208	-29.102	-29.101	-29.136	-29.101	-29.068	-29.101	-29.206	-29.278	-29.067	-28.998	-28.891	-28.999	-29.031	-29.101	-29.032	-28.963	-29.016	-28.997	-28.997	-29.065	-29.031	-28.953	-28.998	-29.000	-29.031	-28.962	-29.138	-29.031	138.962	138.896	139.166	139.091	139.063	139.022	139.197	139.160	139.161	139.195	139.162	139.271	139.093	139.122	138.911	139.026	139.124	139.057	139.086	139.025	138.790	139.228	139.158	139.192	139.124	138.849	139.051	139.060	139.124	139.060	139.094	139.126	101.770	101.766	101.746	101.808	101.768	101.771	101.771	101.760	101.747	101.757	101.801	101.820	101.752	101.722	101.698	101.730	101.735	101.768	101.739	101.716	101.757	101.713	101.719	101.743	101.735	101.727	101.728	101.728	101.735	101.713	101.780	101.735	2016_7_19_17_07_06
FLQS310RGRWV____	-29.551	-29.483	-29.529	-29.634	-29.564	-29.565	-29.599	-29.562	-29.529	-29.563	-29.670	-29.704	-29.532	-29.459	-29.356	-29.461	-29.462	-29.563	-29.495	-29.425	-29.484	-29.459	-29.460	-29.532	-29.462	-29.423	-29.462	-29.461	-29.462	-29.426	-29.601	-29.495	138.942	138.810	139.173	139.104	139.039	138.970	139.178	139.104	139.103	139.138	139.175	139.245	138.970	139.093	138.734	139.032	139.074	139.071	139.001	139.025	138.728	139.137	139.099	139.075	139.074	139.056	139.029	139.098	139.074	138.874	138.979	139.101	102.091	102.075	102.063	102.110	102.088	102.094	102.090	102.082	102.069	102.080	102.118	102.126	102.081	102.042	102.032	102.048	102.045	102.085	102.064	102.034	102.083	102.038	102.042	102.072	102.045	102.031	102.049	102.043	102.045	102.048	102.108	102.056	2016_7_19_17_07_06
FLQS3106GRWV____	-29.645	-29.515	-29.605	-29.714	-29.606	-29.641	-29.641	-29.641	-29.608	-29.642	-29.744	-29.778	-29.605	-29.538	-29.430	-29.502	-29.571	-29.680	-29.570	-29.500	-29.575	-29.503	-29.537	-29.572	-29.571	-29.502	-29.536	-29.501	-29.571	-29.499	-29.676	-29.537	138.899	138.854	139.042	138.967	139.038	138.968	139.146	139.109	139.008	139.108	139.107	139.212	138.975	139.109	138.828	139.005	139.070	138.961	138.973	139.009	138.794	139.112	138.963	139.072	139.070	138.994	138.973	139.038	139.070	138.940	139.071	139.071	101.795	101.748	101.767	101.816	101.768	101.788	101.773	101.776	101.771	101.776	101.817	101.821	101.773	101.735	101.716	101.730	101.752	101.804	101.759	101.729	101.776	101.721	101.747	101.752	101.752	101.731	101.746	101.727	101.752	101.734	101.793	101.738	2016_7_19_17_07_06
FLQS30ZQGRWV____	-29.707	-29.638	-29.683	-29.789	-29.718	-29.722	-29.757	-29.718	-29.686	-29.717	-29.822	-29.855	-29.684	-29.613	-29.509	-29.615	-29.652	-29.718	-29.649	-29.578	-29.637	-29.613	-29.617	-29.687	-29.652	-29.582	-29.615	-29.614	-29.652	-29.578	-29.757	-29.649	138.896	138.805	139.111	139.071	139.039	138.881	139.021	139.069	139.040	139.139	139.135	139.212	138.999	139.092	138.848	139.025	138.986	139.036	138.994	139.024	138.725	139.134	139.056	139.021	138.986	138.916	138.993	139.026	138.986	138.967	138.986	139.063	102.054	102.034	102.026	102.071	102.046	102.061	102.063	102.043	102.033	102.037	102.079	102.086	102.036	102.000	101.980	102.007	102.025	102.046	102.022	101.992	102.041	101.997	102.005	102.035	102.025	102.003	102.009	102.006	102.025	101.997	102.066	102.017	2016_7_19_17_07_07
FLQS30YUGRWV____	-29.377	-29.304	-29.352	-29.455	-29.385	-29.389	-29.422	-29.385	-29.420	-29.387	-29.492	-29.525	-29.352	-29.280	-29.181	-29.280	-29.315	-29.425	-29.319	-29.249	-29.302	-29.283	-29.280	-29.350	-29.315	-29.245	-29.280	-29.350	-29.315	-29.245	-29.422	-29.315	138.969	138.914	139.243	139.114	139.079	139.103	139.246	139.114	139.044	139.210	139.210	139.254	139.106	139.114	138.920	138.974	139.114	139.178	139.101	139.099	138.876	139.240	139.114	139.211	139.114	139.114	139.044	139.149	139.114	139.009	139.175	139.114	102.071	102.046	102.038	102.089	102.065	102.064	102.065	102.062	102.081	102.054	102.096	102.105	102.049	102.020	101.997	102.032	102.034	102.072	102.037	102.009	102.049	102.011	102.020	102.040	102.034	102.006	102.026	102.045	102.034	102.015	102.071	102.034	2016_7_19_17_07_07
FLQS30X6GRWY____	-29.297	-29.226	-29.271	-29.377	-29.306	-29.306	-29.340	-29.305	-29.273	-29.305	-29.411	-29.445	-29.273	-29.192	-29.098	-29.203	-29.236	-29.305	-29.237	-29.166	-29.227	-29.202	-29.202	-29.270	-29.236	-29.157	-29.203	-29.202	-29.236	-29.168	-29.343	-29.237	138.811	138.864	139.269	139.231	139.195	139.092	139.233	139.168	139.272	139.232	139.235	139.341	139.157	139.126	138.940	139.127	139.225	139.165	139.092	139.122	138.817	139.298	139.161	139.233	139.225	139.126	139.126	139.161	139.225	139.123	139.228	139.159	101.903	101.870	101.855	101.899	101.874	101.883	101.885	101.876	101.855	101.871	101.912	101.917	101.865	101.835	101.814	101.839	101.845	101.876	101.856	101.825	101.875	101.825	101.836	101.857	101.845	101.822	101.839	101.836	101.845	101.826	101.886	101.850	2016_7_19_17_07_07
