SN	Distance_X_LOGO_Earphone_LD1	Distance_X_LOGO_Earphone_LD2	Distance_X_LOGO_Earphone_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Earphone_LD1	Distance_Y_LOGO_Earphone_LD2	Distance_Y_LOGO_Earphone_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Earphone_LD1	Angle_Earphone_LD2	Angle_Earphone_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLQS30KVGRWV____	-29.565	-29.496	-29.550	-29.655	-29.583	-29.584	-29.618	-29.583	-29.586	-29.585	-29.689	-29.724	-29.549	-29.479	-29.376	-29.516	-29.514	-29.617	-29.516	-29.490	-29.498	-29.480	-29.480	-29.548	-29.514	-29.444	-29.514	-29.516	-29.514	-29.445	-29.619	-29.515	138.984	138.887	139.171	139.100	139.041	138.968	139.135	139.101	139.107	139.137	139.137	139.242	139.006	139.097	138.856	138.968	139.071	139.063	139.033	138.910	138.735	139.109	139.105	139.136	139.071	139.099	139.000	139.000	139.071	138.971	139.100	139.101	102.076	102.057	102.055	102.102	102.079	102.085	102.084	102.074	102.074	102.071	102.112	102.117	102.068	102.033	102.012	102.058	102.049	102.090	102.053	102.053	102.071	102.032	102.033	102.057	102.049	102.019	102.055	102.056	102.049	102.030	102.088	102.047	2016_7_19_17_07_19
FLQS30KBGRWV____	-29.645	-29.535	-29.622	-29.693	-29.657	-29.661	-29.657	-29.655	-29.625	-29.656	-29.761	-29.762	-29.626	-29.556	-29.450	-29.554	-29.552	-29.656	-29.589	-29.518	-29.577	-29.553	-29.556	-29.619	-29.552	-29.521	-29.556	-29.558	-29.552	-29.521	-29.691	-29.553	138.885	138.825	139.116	139.050	138.982	138.812	139.118	139.018	139.128	139.086	139.087	139.190	138.847	138.987	138.794	138.976	139.017	139.015	139.005	138.973	138.670	139.113	138.987	139.083	139.017	138.917	138.917	139.085	139.017	138.882	139.051	139.077	102.020	101.982	101.991	102.025	102.017	102.032	102.005	102.013	101.992	102.007	102.049	102.041	102.016	101.976	101.951	101.976	101.972	102.013	101.988	101.963	102.011	101.965	101.976	101.993	101.972	101.968	101.982	101.969	101.972	101.971	102.024	101.968	2016_7_19_17_07_19
FLQS30CWGRWV____	-29.452	-29.382	-29.434	-29.540	-29.469	-29.471	-29.504	-29.469	-29.434	-29.470	-29.574	-29.609	-29.434	-29.363	-29.260	-29.366	-29.400	-29.504	-29.400	-29.366	-29.384	-29.364	-29.364	-29.434	-29.400	-29.328	-29.367	-29.402	-29.400	-29.330	-29.504	-29.449	138.879	138.819	139.116	139.080	138.978	138.935	139.111	139.011	139.014	139.074	139.113	139.221	138.942	139.039	138.796	138.972	139.009	138.968	138.970	138.966	138.669	139.113	139.045	139.073	139.009	139.032	138.936	138.970	139.009	138.905	139.039	138.915	101.978	101.956	101.951	101.996	101.977	101.981	101.980	101.974	101.960	101.969	102.007	102.012	101.966	101.930	101.909	101.937	101.947	101.991	101.950	101.937	101.969	101.924	101.930	101.955	101.947	101.917	101.940	101.951	101.947	101.928	101.985	101.974	2016_7_19_17_07_19
FLQS30C7GRWV____	-29.749	-29.629	-29.680	-29.780	-29.714	-29.715	-29.749	-29.712	-29.679	-29.714	-29.819	-29.852	-29.682	-29.609	-29.507	-29.611	-29.644	-29.712	-29.645	-29.576	-29.591	-29.611	-29.610	-29.679	-29.644	-29.573	-29.614	-29.611	-29.644	-29.576	-29.750	-29.646	138.799	138.788	139.158	138.851	138.951	138.914	139.017	139.085	139.020	139.054	139.117	139.187	139.063	139.041	138.760	138.947	139.016	139.014	139.012	138.935	138.714	139.153	139.082	139.117	139.016	139.033	138.909	138.981	139.016	138.982	139.043	139.084	102.024	101.978	101.967	102.032	101.998	102.001	102.006	101.986	101.978	101.989	102.025	102.032	101.976	101.949	101.932	101.958	101.965	101.992	101.965	101.945	101.969	101.940	101.946	101.970	101.965	101.936	101.962	101.955	101.965	101.941	102.004	101.960	2016_7_19_17_07_19
FLQS29JFGRX5____	-29.522	-29.496	-29.505	-29.609	-29.539	-29.540	-29.574	-29.540	-29.505	-29.540	-29.644	-29.680	-29.504	-29.434	-29.328	-29.470	-29.470	-29.539	-29.470	-29.401	-29.493	-29.436	-29.470	-29.505	-29.470	-29.397	-29.436	-29.436	-29.470	-29.399	-29.575	-29.470	138.954	138.850	139.225	139.153	139.090	139.047	139.186	139.091	139.154	139.188	139.152	139.261	139.050	139.113	138.911	139.018	139.120	139.115	139.048	138.983	138.813	139.157	139.086	139.155	139.120	139.112	139.080	139.054	139.120	139.158	139.120	139.117	102.121	102.120	102.092	102.139	102.117	102.121	102.122	102.117	102.098	102.109	102.153	102.158	102.106	102.073	102.048	102.095	102.087	102.115	102.093	102.071	102.122	102.070	102.090	102.098	102.087	102.059	102.077	102.079	102.087	102.056	102.128	102.087	2016_7_19_17_07_19
FLQS22XEGRX2____	-29.446	-29.372	-29.426	-29.532	-29.461	-29.462	-29.495	-29.461	-29.428	-29.462	-29.565	-29.601	-29.426	-29.356	-29.252	-29.355	-29.393	-29.461	-29.392	-29.322	-29.372	-29.357	-29.359	-29.428	-29.393	-29.320	-29.359	-29.358	-29.393	-29.323	-29.497	-29.392	138.966	138.864	139.166	139.120	139.090	138.989	139.156	139.093	139.096	139.125	139.121	139.263	139.024	139.086	138.878	138.952	139.123	139.020	139.023	139.016	138.790	139.195	139.093	139.125	139.123	139.115	139.023	139.058	139.123	138.990	139.091	139.122	101.810	101.789	101.786	101.831	101.806	101.814	101.814	101.805	101.792	101.803	101.844	101.846	101.797	101.764	101.741	101.775	101.776	101.811	101.784	101.757	101.795	101.756	101.765	101.789	101.776	101.748	101.771	101.767	101.776	101.759	101.820	101.776	2016_7_19_17_07_19
FLQS22TQGRX2____	-29.658	-29.584	-29.634	-29.742	-29.669	-29.671	-29.704	-29.669	-29.635	-29.670	-29.776	-29.812	-29.633	-29.565	-29.465	-29.564	-29.599	-29.670	-29.600	-29.530	-29.581	-29.563	-29.566	-29.634	-29.599	-29.530	-29.564	-29.566	-29.599	-29.528	-29.706	-29.598	138.949	138.820	139.190	139.147	139.052	139.009	139.181	139.116	139.117	139.148	139.183	139.228	139.016	139.144	138.866	138.983	139.116	139.157	139.123	138.979	138.816	139.159	139.151	139.181	139.116	139.140	138.982	139.157	139.116	138.984	139.086	139.119	102.169	102.151	102.139	102.185	102.165	102.169	102.168	102.159	102.146	102.157	102.196	102.206	102.154	102.116	102.100	102.129	102.132	102.156	102.132	102.116	102.150	102.114	102.116	102.140	102.132	102.103	102.129	102.115	102.132	102.115	102.176	102.131	2016_7_19_17_07_19
FLQS21YXGRX2____	-29.341	-29.271	-29.317	-29.423	-29.352	-29.353	-29.387	-29.353	-29.319	-29.353	-29.457	-29.492	-29.318	-29.248	-29.141	-29.251	-29.283	-29.352	-29.284	-29.212	-29.268	-29.249	-29.249	-29.317	-29.283	-29.212	-29.252	-29.252	-29.283	-29.212	-29.387	-29.284	138.911	138.812	139.183	139.112	139.047	139.003	139.186	139.046	139.109	139.148	139.145	139.253	139.040	139.070	138.861	138.973	139.077	139.044	138.969	139.035	138.811	139.147	139.076	139.113	139.077	139.068	138.970	139.162	139.077	139.049	139.107	139.074	101.841	101.822	101.809	101.857	101.834	101.838	101.837	101.835	101.816	101.826	101.867	101.872	101.821	101.791	101.767	101.800	101.804	101.835	101.814	101.780	101.821	101.785	101.791	101.815	101.804	101.777	101.801	101.785	101.804	101.779	101.843	101.805	2016_7_19_17_07_19
FLQS2AVTGRX5____	-29.457	-29.382	-29.470	-29.575	-29.470	-29.470	-29.539	-29.502	-29.470	-29.504	-29.608	-29.644	-29.435	-29.397	-29.295	-29.400	-29.400	-29.502	-29.399	-29.365	-29.382	-29.400	-29.400	-29.467	-29.400	-29.364	-29.399	-29.401	-29.400	-29.364	-29.538	-29.435	138.920	138.829	139.194	139.089	139.122	138.985	139.158	139.115	139.116	139.089	139.123	139.067	139.047	139.110	138.861	139.018	139.086	139.084	139.043	139.007	138.753	139.156	139.047	139.125	139.086	139.108	138.857	139.079	139.086	138.980	139.121	139.115	101.815	101.793	101.797	101.847	101.803	101.814	101.827	101.816	101.804	101.819	101.857	101.876	101.796	101.775	101.756	101.784	101.778	101.819	101.782	101.771	101.799	101.773	101.782	101.802	101.778	101.762	101.797	101.779	101.778	101.773	101.830	101.790	2016_7_19_17_07_20
FLQS3087GRWV____	-29.495	-29.420	-29.472	-29.577	-29.506	-29.507	-29.544	-29.507	-29.473	-29.507	-29.613	-29.647	-29.474	-29.402	-29.300	-29.405	-29.424	-29.507	-29.438	-29.369	-29.421	-29.403	-29.403	-29.472	-29.424	-29.366	-29.405	-29.403	-29.424	-29.367	-29.543	-29.437	138.840	138.785	139.143	139.079	138.939	138.902	139.160	139.009	139.011	139.042	139.113	139.180	138.852	139.039	138.754	138.936	138.915	139.040	138.896	138.932	138.705	139.111	139.040	139.111	138.915	139.032	138.896	139.041	138.915	138.902	139.037	139.037	101.992	101.967	101.958	102.004	101.988	101.992	101.984	101.982	101.969	101.980	102.016	102.023	101.982	101.938	101.922	101.948	101.957	101.980	101.965	101.934	101.974	101.933	101.939	101.960	101.957	101.925	101.952	101.939	101.957	101.936	101.994	101.953	2016_7_19_17_07_20
FLQS2044GRWY____	-29.571	-29.501	-29.553	-29.659	-29.621	-29.623	-29.656	-29.621	-29.589	-29.623	-29.692	-29.727	-29.587	-29.480	-29.379	-29.518	-29.519	-29.622	-29.552	-29.482	-29.498	-29.517	-29.517	-29.554	-29.519	-29.492	-29.518	-29.519	-29.519	-29.482	-29.623	-29.553	138.944	138.822	139.186	139.145	139.043	139.006	139.149	139.114	139.147	139.153	139.145	139.254	139.008	139.105	138.865	139.040	139.078	139.109	139.039	139.036	138.812	139.148	139.079	139.174	139.078	139.048	139.006	139.073	139.078	138.971	139.109	139.078	102.103	102.086	102.076	102.121	102.115	102.119	102.120	102.109	102.094	102.106	102.134	102.139	102.104	102.054	102.034	102.075	102.072	102.110	102.088	102.061	102.086	102.065	102.071	102.077	102.072	102.064	102.078	102.072	102.072	102.066	102.110	102.085	2016_7_19_17_07_20
FLQS312SGRWV____	-29.368	-29.296	-29.345	-29.453	-29.380	-29.385	-29.415	-29.417	-29.383	-29.382	-29.486	-29.521	-29.346	-29.275	-29.170	-29.277	-29.312	-29.418	-29.311	-29.278	-29.294	-29.275	-29.276	-29.309	-29.312	-29.239	-29.314	-29.277	-29.312	-29.240	-29.415	-29.311	138.906	138.851	139.187	139.006	139.115	138.893	139.185	139.044	139.114	139.148	139.146	139.253	139.130	139.141	138.857	139.009	139.139	139.003	139.004	139.000	138.769	139.214	139.107	139.144	139.139	139.097	138.968	139.072	139.139	138.974	139.107	139.075	102.022	101.998	101.990	102.047	102.009	102.030	102.018	102.030	102.011	102.008	102.049	102.054	101.995	101.966	101.948	101.978	101.981	102.034	101.992	101.979	102.005	101.960	101.969	101.979	101.981	101.955	101.996	101.972	101.981	101.966	102.024	101.986	2016_7_19_17_07_20
FLQS31J6GRWY____	-29.368	-29.300	-29.336	-29.452	-29.381	-29.382	-29.415	-29.379	-29.348	-29.382	-29.485	-29.520	-29.347	-29.266	-29.161	-29.278	-29.312	-29.380	-29.312	-29.243	-29.300	-29.276	-29.278	-29.345	-29.312	-29.231	-29.278	-29.278	-29.312	-29.242	-29.416	-29.312	138.947	138.808	139.056	139.106	139.072	139.000	139.144	139.106	139.077	139.112	139.144	139.249	139.007	138.986	138.811	139.007	139.074	139.073	139.036	139.001	138.731	139.211	139.074	139.110	139.074	139.056	139.035	139.039	139.074	139.002	139.105	139.104	101.923	101.908	101.902	101.943	101.918	101.924	101.925	101.914	101.905	101.915	101.953	101.958	101.910	101.880	101.853	101.883	101.891	101.918	101.894	101.870	101.915	101.865	101.877	101.901	101.891	101.860	101.881	101.880	101.891	101.869	101.929	101.888	2016_7_19_17_07_05
