,Distance_X_LOGO_Battery_Up1,Distance_X_LOGO_Battery_Up2,Distance_X_LOGO_Battery_Up3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Battery_Up1,Distance_Y_LOGO_Battery_Up2,Distance_Y_LOGO_Battery_Up3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Battery_Up1,Angle_Battery_Up2,Angle_Battery_Up3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS300LGRWQ,-25.6792564867,-25.7893218785,-25.8323474407,-25.501150671,-25.5191613715,-25.8193397126,-25.6052124959,-25.3520620949,-25.990441367,-25.7322879936,-25.7042713485,-25.7422939384,-25.7482975052,-25.854360519,-25.7002689706,-25.3530626894,-25.9424128324,-25.5531815835,-25.7432945328,-25.5561833669,-25.9284045098,-25.7042713485,-25.3890840903,-25.4721334314,-25.5091554268,-25.5982083346,-25.8013290121,-25.5982083346,-25.7102749153,-25.9444140214,-25.7442951273,-26.0274633624,125.894590375,125.828584823,125.700574055,125.688573045,125.752578429,125.553561688,125.557562024,125.61456682,125.415550078,125.488556219,125.931593488,125.626567829,125.625567745,125.548561267,125.415550078,125.545561015,125.569563034,125.551561519,125.928593236,125.557562024,125.622567493,125.662570858,125.816583813,125.618567156,125.39654848,125.678572204,125.543560846,125.678572204,125.41855033,125.829584907,125.474555042,125.494556724,101.496,101.551,101.581,101.437,101.439,101.588,101.494,101.378,101.676,101.556,101.504,101.548,101.551,101.604,101.548,101.385,101.641,101.472,101.521,101.473,101.63,101.528,101.377,101.431,101.466,101.48,101.581,101.48,101.553,101.618,101.563,101.685
FLQS300LGRWM,-25.6739752164,-25.7780115859,-26.0100927178,-25.6799773146,-25.5639367487,-26.0561088043,-25.7239927017,-25.5769412949,-25.8720444583,-25.5959479393,-26.2691832918,-25.7990189297,-26.0871196452,-25.982082926,-25.9560738336,-25.5229224107,-25.7590049415,-25.7900157824,-25.8610406115,-25.739998297,-26.0381025096,-26.0531077552,-25.637962627,-25.6689734679,-25.739998297,-25.6559689217,-26.1221318849,-25.6559689217,-25.8780465565,-26.2501766473,-25.429889888,-26.4852588283,125.84385395,125.804852445,125.646846351,125.702848511,125.693848164,125.499840681,125.685847855,125.698848356,125.421837672,125.557842918,125.811852715,125.731849629,125.567843303,125.488840256,125.556842879,125.551842686,125.736849822,125.622845425,125.804852445,125.750850362,125.742850054,125.665847084,125.825853255,125.573843535,125.409837209,125.685847855,125.494840488,125.685847855,125.423837749,125.879855338,125.423837749,125.627845618,101.333,101.382,101.498,101.348,101.298,101.531,101.369,101.303,101.457,101.324,101.596,101.398,101.538,101.499,101.482,101.293,101.379,101.403,101.418,101.37,101.501,101.515,101.318,101.355,101.401,101.339,101.56,101.339,101.46,101.581,101.263,101.707
FLQS3009GRWQ,-26.054100417,-26.4061558238,-26.0290964819,-25.8190634267,-26.0601013614,-26.1441145835,-25.9910905005,-25.7770568156,-26.1301123798,-25.7580538249,-26.0781041947,-25.9970914449,-26.3931537775,-25.9560849913,-26.012093806,-25.9980916023,-26.0921063984,-25.9950911301,-26.0631018337,-25.8710716118,-26.3421457498,-25.9520843616,-25.7340500472,-25.7820576027,-25.9410826302,-25.9310810561,-26.1911219816,-25.9310810561,-26.1431144261,-26.2621331574,-26.0611015188,-25.9470835746,125.74899266,125.710992965,125.550994246,125.603993822,125.642993509,125.498994663,125.497994671,125.469994895,125.266996521,125.393995504,125.777992428,125.569994094,125.644993493,125.448995063,125.330996009,125.498994663,125.57299407,125.500994647,125.482994791,125.659993373,125.712992949,125.568994102,125.631993597,125.475994847,125.247996673,125.499994655,125.393995504,125.499994655,125.268996505,125.708992981,125.449995055,125.526994438,101.802,101.959,101.809,101.712,101.814,101.864,101.797,101.706,101.879,101.704,101.81,101.793,101.96,101.786,101.822,101.8,101.835,101.799,101.83,101.73,101.931,101.774,101.673,101.708,101.798,101.771,101.894,101.771,101.885,101.897,101.832,101.775
FLQS2F0LGRX5,-25.806116215,-25.9121084778,-25.8131157041,-25.5661337332,-25.8751111786,-25.6221296456,-25.7811180398,-25.4701407404,-26.1170935144,-25.6571270909,-26.2790816897,-25.9121084778,-26.1600903758,-26.0820960692,-25.8501130034,-25.5801327113,-25.9921026385,-25.7851177479,-26.1280927115,-25.7501203026,-26.1530908867,-25.9781036604,-25.1891612513,-25.538135777,-25.7411209595,-25.7781182588,-25.934106872,-25.7781182588,-25.9421062881,-25.9021092078,-25.8591123464,-25.7671190617,126.255681708,126.36667967,126.173683214,126.053685417,126.228682204,126.025685931,126.094684664,125.976686831,125.894688336,126.030685839,126.304680808,126.19568281,126.257681671,126.035685747,125.95768718,126.025685931,126.163683397,126.029685858,126.25668169,126.169683287,126.157683507,126.028685876,126.28768112,125.981686739,125.822689658,126.037685711,125.966687014,126.037685711,125.8966883,126.307680753,125.952687271,126.023685968,101.685,101.721,101.695,101.598,101.717,101.625,101.688,101.563,101.853,101.64,101.886,101.736,101.839,101.825,101.73,101.607,101.774,101.695,101.825,101.668,101.845,101.78,101.413,101.592,101.695,101.692,101.766,101.692,101.776,101.722,101.735,101.688
FLQS2EQUGRX5,-25.6692742086,-25.8984105536,-25.5732170509,-25.3600902322,-25.9144200799,-25.7403164815,-25.7173027875,-25.6832825441,-25.866391501,-25.5421985937,-25.9294290108,-25.7893456558,-25.9114182937,-25.7453194585,-25.7883450604,-25.7062962382,-25.8603879287,-25.479161084,-25.8533837609,-25.4361354821,-26.1355516617,-25.7863438696,-25.4981723964,-25.6962902842,-25.4501438176,-25.4701557254,-25.563211097,-25.4701557254,-25.3841045217,-25.820364113,-25.6222462252,-25.8093575636,125.554579929,125.544585376,125.356687769,125.403662171,125.475622956,125.267736242,125.334699751,125.340696483,125.19077818,125.207768921,125.542586465,125.406660537,125.400663805,125.264737876,125.208768377,125.269735153,125.352689948,125.260740055,125.468626769,125.397665438,125.350691037,125.281728617,125.421652367,125.285726439,125.06184844,125.328703019,125.204770555,125.328703019,125.130810859,125.542586465,125.083836457,125.271734064,101.415,101.517,101.391,101.294,101.53,101.472,101.456,101.441,101.535,101.391,101.531,101.481,101.535,101.475,101.499,101.457,101.517,101.358,101.504,101.327,101.638,101.491,101.352,101.452,101.363,101.348,101.4,101.348,101.328,101.483,101.437,101.502
FLQS2DERGRX5,-25.6699473534,-25.6509414692,-25.7519727483,-25.6139300106,-25.7419696513,-25.4268720979,-25.7119603605,-25.3908609489,-25.8620068145,-25.5319046157,-25.6989563345,-25.7309662447,-26.092078044,-25.952034687,-25.8990182732,-25.3898606392,-25.6269340366,-25.5909228876,-25.8470021691,-25.4988943958,-26.0020501716,-25.6629451855,-25.3208392704,-25.4588820081,-25.6689470437,-25.7069588121,-25.5519108096,-25.7069588121,-25.6849519988,-25.77898111,-25.61593063,-25.5839207198,126.361900925,126.291912057,126.164932255,126.099942592,126.148934799,125.948966606,126.144935435,126.085944818,126.003957859,126.021954997,126.218923667,126.109941002,126.104941797,126.026954201,125.950966288,125.944967242,126.080945614,126.079945773,125.864979965,126.015955951,125.851982032,125.84998235,126.153934004,126.029953724,125.871978852,126.0879445,126.018955474,126.0879445,125.948966606,126.290912216,125.884976784,125.949966447,101.592,101.589,101.645,101.59,101.642,101.522,101.629,101.494,101.707,101.561,101.617,101.64,101.798,101.744,101.728,101.506,101.598,101.582,101.713,101.548,101.782,101.634,101.458,101.529,101.635,101.632,101.57,101.632,101.635,101.646,101.61,101.591
FLQS2CKUGRX5,-25.7396690659,-25.7406682379,-25.8365887468,-25.5168537171,-25.6567377926,-25.7616508492,-25.5558214238,-25.4119406604,-25.7156889387,-25.7336740341,-26.0094454972,-25.8026168999,-25.8805523134,-25.7226831425,-25.7756392568,-25.4928735898,-25.8325920589,-25.5678114874,-25.98546537,-25.4778860103,-26.048413204,-25.6997021872,-25.3499919984,-25.5428321882,-25.7546566454,-25.4938727618,-25.7606516772,-25.4938727618,-25.6617336524,-25.8435829506,-25.644747729,-25.6037816783,125.669716035,125.65571629,125.530718562,125.462719797,125.58471758,125.324722305,125.38772116,125.449720034,125.306722633,125.320722378,125.661716181,125.522718707,125.516718816,125.327722251,125.316722451,125.37672136,125.462719797,125.377721342,125.587717526,125.462719797,125.515718834,125.44772007,125.532718525,125.397720979,125.179724941,125.388721142,125.377721342,125.388721142,125.25072365,125.658716235,125.25072365,125.322722342,101.747,101.749,101.802,101.668,101.718,101.788,101.691,101.623,101.769,101.776,101.866,101.788,101.822,101.77,101.794,101.665,101.806,101.698,101.862,101.651,101.896,101.749,101.588,101.685,101.797,101.664,101.782,101.664,101.75,101.793,101.743,101.718
FLQS2C9EGRX5,-25.7788553809,-25.8258405363,-26.2317123045,-25.658893282,-25.6858847542,-25.861829166,-25.8408357987,-25.9298076888,-25.9118133739,-25.8348376938,-26.0457710511,-26.0207789471,-26.2367107253,-25.8308389571,-25.7788553809,-25.5689217077,-26.2517059876,-25.652895177,-26.3026898797,-25.7308705413,-26.0817596808,-26.3436769302,-25.7368686463,-25.5699213919,-25.7208736998,-25.7078778057,-25.8468339037,-25.7078778057,-25.8588301136,-26.0657647342,-25.848833272,-25.8068465373,126.076218223,126.068219859,125.94224562,125.814271789,125.98923601,125.792276287,125.859262589,125.746285692,125.712292644,125.673300617,125.963241326,125.763282217,125.764282012,125.790276696,125.711292848,125.662302866,125.766281603,125.790276696,125.76928099,125.775279763,125.820270563,125.703294484,125.940246029,125.745285897,125.57832004,125.859262589,125.669301435,125.859262589,125.654304502,126.006232535,125.599315747,125.638307773,101.571,101.592,101.78,101.542,101.538,101.632,101.617,101.666,101.661,101.631,101.697,101.704,101.798,101.619,101.603,101.516,101.805,101.541,101.827,101.577,101.726,101.851,101.564,101.509,101.59,101.559,101.637,101.559,101.643,101.702,101.644,101.622
FLQS2C6NGRX5,-25.6676064054,-26.2711379578,-25.9708735039,-25.8117333433,-26.4603045638,-25.9548593996,-25.9888893711,-25.7286601777,-26.1190039678,-26.0949828115,-26.1450268871,-25.8337527365,-26.4052560806,-25.9488541106,-25.904815324,-25.9228311912,-25.8357544996,-25.9918920156,-26.2301018158,-25.9538585181,-26.2571256166,-26.9837655952,-25.5364909271,-25.7336645852,-25.9468523475,-25.9898902526,-26.0599519585,-25.9898902526,-25.9798814375,-25.6195640927,-25.9488541106,-25.8647800635,125.549719345,125.429703363,125.096659012,125.162667802,125.553719878,124.954640099,125.348692575,125.153666603,124.942638501,124.950639567,125.617728402,125.047652486,125.482710422,124.97064223,125.190671531,125.282683785,125.023649289,125.281683651,125.493711887,125.307687114,125.478709889,125.416701632,125.227676459,125.157667136,125.120662208,125.352693108,124.9486393,125.352693108,125.070655549,125.613727869,124.945638901,125.219675394,101.553,101.828,101.727,101.652,101.9,101.733,101.712,101.616,101.806,101.795,101.756,101.671,101.882,101.729,101.69,101.689,101.675,101.72,101.804,101.7,101.817,102.141,101.524,101.618,101.715,101.712,101.78,101.712,101.733,101.526,101.731,101.67
FLQS2BJ4GRX5,-25.8228519421,-26.1080270033,-26.143048502,-25.9319188953,-25.9559336373,-26.3281621382,-25.7628150871,-25.6617530479,-25.9008998536,-25.9789477651,-26.135043588,-25.9429256521,-26.2210964135,-26.0289784776,-25.9289170526,-25.9849514506,-25.9679410083,-25.8198500994,-26.1120294603,-25.8918943254,-25.9409244236,-25.9299176668,-25.6407401487,-25.7247917457,-25.9349207381,-25.7488064876,-25.7838279864,-25.7488064876,-25.8078427284,-26.0770079616,-25.8858906399,-26.0179717208,125.555754681,125.548754304,125.477750485,125.41074688,125.419747364,125.221736712,125.335742845,125.335742845,125.022726005,125.148732784,125.490751184,125.41074688,125.408746772,125.332742683,125.132731923,125.245738003,125.404746557,125.270739348,125.421747472,125.41874731,125.349743598,125.282739993,125.482750754,125.229737142,125.003724983,125.338743006,125.146732676,125.338743006,125.131731869,125.496751507,125.079729072,125.222736765,101.532,101.657,101.679,101.592,101.602,101.783,101.525,101.481,101.614,101.637,101.674,101.597,101.719,101.642,101.616,101.631,101.609,101.556,101.671,101.574,101.602,101.603,101.459,101.518,101.631,101.519,101.552,101.519,101.564,101.648,101.602,101.647
FLQS224TGRWM,-30.5749464267,-30.7138485472,-30.7456312358,-30.1688342946,-30.7715282413,-30.521975279,-30.4925468636,-30.3277477376,-31.0846465808,-30.2347539451,-31.2753427123,-30.7668196948,-30.8598134874,-30.5196210058,-30.4748898144,-30.4690041314,-30.5302152353,-30.8998361323,-30.8598134874,-30.3983759345,-30.9928299248,-30.5843635196,-30.1076231907,-30.024046491,-30.3242163278,-30.1111546005,-30.3277477376,-30.1111546005,-30.7562254653,-30.4278043498,-30.6538145798,-30.3924902514,125.474418889,125.408415512,125.390414591,125.318410908,125.399415052,125.184404053,125.201404922,125.250407429,125.106400062,125.122400881,125.473418838,125.392414694,125.384414284,125.196404666,124.948391979,125.246407224,125.264408145,125.235406662,125.585424568,125.282409066,125.39741495,125.263408094,125.339411982,125.135401546,124.972393207,125.284409168,125.118400676,125.284409168,125.048397095,125.588424721,124.999394588,125.19940482,101.802,101.86,101.874,101.665,101.882,101.809,101.796,101.731,102.026,101.707,102.063,101.881,101.916,101.807,101.813,101.783,101.804,101.945,101.898,101.754,101.965,101.825,101.64,101.627,101.754,101.647,101.742,101.647,101.909,101.737,101.875,101.759
FLQS224LGRWM,-25.7185669906,-25.9578929601,-25.9229912562,-25.6607298814,-26.0875278602,-25.8531878485,-25.5350837474,-25.6218394113,-25.9698592586,-25.7225557568,-25.8063198461,-25.8860951693,-25.9648733009,-25.8083142292,-25.7494799284,-25.8990586593,-25.9219940647,-25.8252664854,-26.0486373902,-25.7754069084,-26.3487920435,-25.8352384007,-26.3089043819,-25.6876540529,-25.8402243584,-26.0725699871,-25.8491990823,-26.0725699871,-25.7614462268,-26.0266991763,-25.739508013,-25.9898030893,125.609885073,125.598886396,125.529894698,125.457903361,125.590887359,125.323919484,125.385912024,125.387911783,125.188935727,125.259927184,125.595886757,125.464902519,125.45990312,125.317920206,125.24092947,125.425907211,125.519895901,125.326919123,125.471901677,125.468902038,125.464902519,125.390911422,125.540893375,125.393911061,125.166938374,125.503897826,125.314920567,125.503897826,125.185936088,125.603885795,125.243929109,125.385912024,101.613,101.719,101.71,101.601,101.776,101.698,101.552,101.591,101.762,101.646,101.653,101.7,101.735,101.679,101.66,101.709,101.71,101.686,101.77,101.65,101.903,101.684,101.878,101.619,101.706,101.778,101.697,101.778,101.67,101.749,101.655,101.752
FLQS200ZGRX8,-25.3459208637,-25.4389572799,-25.726069661,-25.0958229707,-25.5930175819,-25.5229901719,-25.3899380928,-25.3069055924,-25.6540414678,-25.3719310446,-25.7770896311,-25.7990982457,-25.6470387268,-25.5149870393,-25.4809737259,-25.3689298698,-25.5800124915,-25.2678903211,-25.7990982457,-25.3349165564,-25.7020602633,-25.6360344195,-25.029797127,-25.2068664352,-25.2118683931,-25.4429588462,-25.412947099,-25.4429588462,-25.3579255626,-25.5700085758,-25.5299929129,-25.4309541473,125.634472208,125.594461548,125.501436764,125.4854325,125.560452487,125.350396523,125.414413579,125.418414645,125.217361079,125.243368008,125.632471675,125.557451688,125.548449289,125.342394391,125.170348553,125.347395723,125.429417576,125.400409848,125.558451954,125.434418908,125.493434632,125.420415178,125.526443426,125.306384797,125.155344556,125.479430901,125.229364277,125.479430901,125.16834802,125.628470609,125.221362145,125.349396256,101.508,101.552,101.687,101.412,101.623,101.611,101.547,101.51,101.681,101.554,101.697,101.713,101.648,101.608,101.608,101.543,101.629,101.495,101.713,101.521,101.677,101.654,101.379,101.476,101.492,101.564,101.573,101.564,101.554,101.606,101.625,101.57
FLNS2037GRWV,-25.3758141536,-25.5308069105,-25.8927899946,-25.3238165835,-25.9537871441,-25.3068173779,-25.3578149947,-25.347815462,-25.3748142003,-25.3008176583,-26.0397831254,-25.2958178919,-25.5788046675,-25.5358066769,-25.4288116769,-25.2718190134,-25.6378019105,-25.4928086863,-26.0187841067,-25.6478014432,-26.0147842936,-25.9407877516,-25.0688284994,-25.0988270975,-25.2478201349,-25.288818219,-25.310817191,-25.288818219,-25.192822705,-25.9467874712,-25.43281149,-25.5318068638,125.982156213,125.967163929,125.846226177,125.718292025,125.865216402,125.659322377,125.755272991,125.642331123,125.622341411,125.63833318,125.93318142,125.720290996,125.795252413,125.692305401,125.623340897,125.685309002,125.826236465,125.694304372,125.794252928,125.748276592,125.730285852,125.660321863,125.868214859,125.708297169,125.486411375,125.755272991,125.632336267,125.755272991,125.561372792,125.934180906,125.624340383,125.671316204,101.265,101.334,101.503,101.265,101.527,101.263,101.277,101.282,101.296,101.262,101.559,101.253,101.37,101.361,101.32,101.246,101.393,101.341,101.562,101.404,101.567,101.541,101.14,101.168,101.253,101.247,101.267,101.247,101.222,101.519,101.322,101.361
