,Distance_X_LOGO_MainBoard_LD1,Distance_X_LOGO_MainBoard_LD2,Distance_X_LOGO_MainBoard_LD3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_MainBoard_LD1,Distance_Y_LOGO_MainBoard_LD2,Distance_Y_LOGO_MainBoard_LD3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_MainBoard_LD1,Angle_MainBoard_LD2,Angle_MainBoard_LD3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS3072GRWV,-52.9741843429,-52.9821831627,-52.9841828677,-53.0131785898,-52.9731844904,-53.0561722466,-53.0181778522,-53.0071794748,-53.0161781472,-53.0121787373,-52.9401893584,-53.0161781472,-52.9481881782,-52.8771986518,-52.9161928987,-52.9401893584,-52.9401893584,-52.9071942264,-52.9461884733,-52.9461884733,-52.9131933413,-52.9461884733,-52.9461884733,-52.9461884733,-52.9811833102,-52.9461884733,-52.9111936363,-52.9051945214,-52.9461884733,-52.9401893584,-52.9041946689,-52.9411892109,-93.7700282785,-93.806033665,-93.7990326176,-93.9140498245,-93.8800447373,-93.8410389019,-93.8790445876,-93.9140498245,-93.9490550614,-93.8800447373,-93.9810598494,-93.9840602983,-93.9480549118,-94.0120644878,-94.0100641886,-93.9810598494,-93.9810598494,-94.0130646375,-93.9460546125,-93.9770592509,-93.9720585028,-93.9770592509,-93.9490550614,-93.9760591013,-93.9800596998,-93.9770592509,-93.9470547622,-93.9490550614,-93.9490550614,-93.9810598494,-93.9450544629,-93.9480549118,240.278,240.284,240.281,240.298,240.307,240.259,240.286,240.3,240.305,240.289,240.349,240.315,240.337,240.386,240.368,240.349,240.349,240.373,240.337,240.345,240.359,240.345,240.338,240.345,240.33,240.345,240.354,240.357,240.338,240.349,240.356,240.34
FLQS305NGRWM,-53.5565536855,-53.4734985491,-53.4714972205,-53.5405430568,-53.5475477069,-53.5395423925,-53.5035184779,-53.5415437211,-53.551550364,-53.5395423925,-53.4694958919,-53.5065204708,-53.4825045277,-53.3704301268,-53.4024513842,-53.4694958919,-53.4694958919,-53.4364739702,-53.4374746345,-53.4364739702,-53.4484819417,-53.4364739702,-53.4354733059,-53.4354733059,-53.4694958919,-53.4364739702,-53.449482606,-53.4354733059,-53.4354733059,-53.4694958919,-53.4334719773,-53.5195291066,-93.8570394532,-93.8920461815,-93.9250525254,-94.0000669433,-93.9640600227,-93.9270529099,-93.9630598305,-93.9980665588,-94.0350736716,-93.9620596382,-94.0670798233,-94.0700804,-94.0350736716,-94.1040869361,-94.1400938567,-94.0670798233,-94.0670798233,-94.1000861671,-94.0330732872,-94.0670798233,-94.1010863594,-94.0670798233,-94.0370740561,-94.0650794388,-94.0680800155,-94.0670798233,-94.0340734794,-94.0340734794,-94.0370740561,-94.0670798233,-94.0320730949,-94.0330732872,239.989,240.037,240.046,240.034,240.021,240.015,240.041,240.033,240.038,240.024,240.084,240.068,240.07,240.139,240.134,240.084,240.084,240.108,240.09,240.099,240.103,240.099,240.092,240.1,240.084,240.099,240.085,240.091,240.092,240.084,240.092,240.052
FLQS305DGRWM,-53.5114523471,-53.4724491019,-53.4744492684,-53.5024515982,-53.5064519311,-53.5464552595,-53.5064519311,-53.5444550931,-53.5074520143,-53.5004514318,-53.4734491851,-53.5094521807,-53.4354460231,-53.3664402816,-53.4034433604,-53.4734491851,-53.4734491851,-53.439446356,-53.439446356,-53.439446356,-53.4034433604,-53.439446356,-53.439446356,-53.439446356,-53.4334458567,-53.439446356,-53.4044434436,-53.3954426947,-53.439446356,-53.4734491851,-53.3944426115,-53.4764494348,-93.7092023942,-93.7462024742,-93.8182026297,-93.8922027895,-93.8182026297,-93.7812025498,-93.8182026297,-93.8902027852,-93.9262028629,-93.8562027117,-93.9592029342,-93.9612029385,-93.8882027809,-93.9922030055,-94.0302030875,-93.9592029342,-93.9592029342,-93.9912030033,-93.9242028586,-93.9572029299,-93.9902030012,-93.9572029299,-93.9292028694,-93.9552029256,-93.9602029364,-93.9572029299,-93.9252028608,-93.9292028694,-93.9292028694,-93.9592029342,-93.9252028608,-93.9262028629,240.045,240.073,240.091,240.098,240.076,240.048,240.076,240.078,240.104,240.089,240.129,240.112,240.127,240.187,240.179,240.129,240.129,240.153,240.135,240.144,240.169,240.144,240.136,240.143,240.147,240.144,240.151,240.156,240.136,240.129,240.156,240.118
FLQS3057GRWM,-53.4001121293,-53.3641005894,-53.3610996277,-53.4341230282,-53.3951105266,-53.477136812,-53.4411252721,-53.4251201432,-53.3991118088,-53.4341230282,-53.3631002689,-53.4001121293,-53.3270887289,-53.2600672518,-53.2920775095,-53.3631002689,-53.3631002689,-53.3731034744,-53.32908937,-53.3270887289,-53.2930778301,-53.3270887289,-53.3731034744,-53.3711028333,-53.4061140527,-53.3270887289,-53.2930778301,-53.3260884084,-53.3731034744,-53.3631002689,-53.3270887289,-53.3661012305,-93.8270599874,-93.8250586636,-93.8570798434,-93.9341308072,-93.9321294834,-93.8640844765,-93.9371327928,-93.9751579437,-94.0021758142,-93.9301281597,-94.0361983176,-94.0381996414,-93.9671526488,-94.0722221449,-94.109246634,-94.0361983176,-94.0361983176,-94.0752241305,-94.0011751523,-94.0351976558,-94.033196332,-94.0351976558,-94.0051777998,-94.0361983176,-94.0402009651,-94.0351976558,-94.003176476,-93.9701546344,-94.0051777998,-94.0361983176,-94.0001744904,-94.0011751523,240.135,240.151,240.161,240.148,240.165,240.109,240.145,240.162,240.182,240.146,240.207,240.19,240.205,240.263,240.258,240.207,240.207,240.212,240.213,240.223,240.238,240.223,240.194,240.203,240.188,240.223,240.23,240.207,240.194,240.207,240.214,240.196
FLQS3052GRWY,-53.7389190733,-53.7009191305,-53.7009191305,-53.7689190281,-53.7349190793,-53.7699190266,-53.7319190838,-53.7679190296,-53.7329190823,-53.7699190266,-53.6989191335,-53.7339190808,-53.6669191817,-53.5979192856,-53.6329192329,-53.6989191335,-53.6989191335,-53.6649191847,-53.6659191832,-53.6659191832,-53.6289192389,-53.6659191832,-53.6629191877,-53.6659191832,-53.6989191335,-53.6659191832,-53.6339192314,-53.6629191877,-53.6629191877,-53.6989191335,-53.6629191877,-53.703919126,-93.6881750468,-93.7261702512,-93.7611658342,-93.8361563691,-93.7971612909,-93.7591660866,-93.7981611647,-93.8321568739,-93.8691522045,-93.7981611647,-93.9021480399,-93.9041477875,-93.8671524569,-93.9351438753,-93.9711393321,-93.9021480399,-93.9021480399,-93.9331441277,-93.8671524569,-93.9001482923,-93.9351438753,-93.9001482923,-93.8711519521,-93.8981485447,-93.9011481661,-93.9001482923,-93.8691522045,-93.8691522045,-93.8711519521,-93.9021480399,-93.8671524569,-93.8681523307,239.82,239.848,239.857,239.845,239.851,239.825,239.852,239.845,239.871,239.835,239.895,239.879,239.9,239.95,239.944,239.895,239.895,239.919,239.901,239.91,239.936,239.91,239.903,239.909,239.894,239.91,239.916,239.903,239.903,239.895,239.902,239.884
FLQS304WGRWM,-54.4711419716,-54.4711419716,-54.4337817919,-54.5468720655,-54.4721517062,-54.5085021513,-54.5105216204,-54.5499012693,-54.5125410896,-54.5054729475,-54.4751809099,-54.4731614407,-54.4055092235,-54.3348278025,-54.4085384272,-54.4751809099,-54.4751809099,-54.4034897543,-54.4438791378,-54.4418596686,-54.4065189581,-54.4418596686,-54.4014702851,-54.4024800197,-54.4378207302,-54.4418596686,-54.4095481618,-54.4024800197,-54.4014702851,-54.4751809099,-54.3964216122,-54.4792198483,-93.7006625021,-93.7356709693,-93.7706794365,-93.8426968546,-93.8086886294,-93.7306697597,-93.8076883875,-93.8026871779,-93.8777053218,-93.8066881456,-93.9057120956,-93.9117135471,-93.8406963708,-93.9477222562,-93.9797299976,-93.9057120956,-93.9057120956,-93.9457217723,-93.8707036284,-93.9057120956,-93.9407205627,-93.9057120956,-93.8797058057,-93.9037116117,-93.9087128213,-93.9057120956,-93.8727041122,-93.8787055637,-93.8797058057,-93.9057120956,-93.9187152405,-93.8737043541,239.708,239.717,239.743,239.711,239.736,239.699,239.718,239.699,239.736,239.72,239.76,239.763,239.775,239.835,239.81,239.76,239.76,239.803,239.765,239.775,239.801,239.775,239.787,239.793,239.778,239.775,239.781,239.786,239.787,239.76,239.799,239.75
FLQS3047GRWM,-53.2369716857,-53.2439740495,-53.1569446702,-53.2299693218,-53.2329703349,-53.2309696595,-53.1919564895,-53.2259679711,-53.1949575026,-53.2659814788,-53.1979585157,-53.2339706726,-53.160946021,-53.0499085371,-53.0869210317,-53.1979585157,-53.1979585157,-53.1229331887,-53.1629466964,-53.1619463587,-53.1269345395,-53.1619463587,-53.160946021,-53.1619463587,-53.1989588533,-53.1619463587,-53.1279348771,-53.1629466964,-53.160946021,-53.1979585157,-53.1199321756,-53.1589453456,-93.6460616863,-93.7290519926,-93.755048956,-93.8250407806,-93.7960441676,-93.7560488392,-93.7530491896,-93.8250407806,-93.8600366929,-93.755048956,-93.8920329556,-93.8950326052,-93.8230410142,-93.9270288679,-93.9650244299,-93.8920329556,-93.8920329556,-93.9270288679,-93.8590368097,-93.8920329556,-93.9260289847,-93.8920329556,-93.865036109,-93.8910330724,-93.8950326052,-93.8920329556,-93.8610365761,-93.8640362258,-93.865036109,-93.8920329556,-93.8580369265,-93.8610365761,240.329,240.347,240.395,240.379,240.37,240.36,240.378,240.381,240.404,240.344,240.412,240.396,240.41,240.489,240.482,240.412,240.412,240.455,240.419,240.428,240.453,240.428,240.421,240.427,240.412,240.428,240.435,240.42,240.421,240.412,240.438,240.422
FLQS303BGRWM,-53.8197412593,-53.7807269487,-53.7807269487,-53.8507526343,-53.8167401584,-53.8517530013,-53.8147394246,-53.8527533682,-53.8157397915,-53.8517530013,-53.7807269487,-53.8187408923,-53.7477148397,-53.6806902549,-53.7137023638,-53.7807269487,-53.7807269487,-53.7457141059,-53.7487152067,-53.7467144728,-53.7147027308,-53.7467144728,-53.7467144728,-53.7477148397,-53.7817273156,-53.7467144728,-53.7157030977,-53.7477148397,-53.7467144728,-53.7807269487,-53.7477148397,-53.7847284164,-93.6071681287,-93.6441551559,-93.681142183,-93.7561158866,-93.7201285089,-93.6821418324,-93.7181292101,-93.7531169385,-93.7931029138,-93.7201285089,-93.8230923952,-93.8260913434,-93.791103615,-93.8600794224,-93.8950671507,-93.8230923952,-93.8230923952,-93.8560808248,-93.825091694,-93.8220927459,-93.8580801236,-93.8220927459,-93.8310895903,-93.8210930965,-93.8240920446,-93.8220927459,-93.8270909928,-93.791103615,-93.8310895903,-93.8230923952,-93.825091694,-93.7901039656,239.938,239.966,239.975,239.963,239.969,239.943,239.97,239.962,239.989,239.953,240.013,239.996,240.019,240.068,240.063,240.013,240.013,240.037,240.028,240.028,240.052,240.028,240.031,240.027,240.013,240.028,240.044,240.019,240.031,240.013,240.029,240.002
FLQS3024GRWM,-53.8000913686,-53.7150817436,-53.7130815171,-53.7850896701,-53.7950908024,-53.7850896701,-53.7470853671,-53.7860897833,-53.7990912554,-53.7840895568,-53.7140816304,-53.7520859333,-53.7290833289,-53.6610756289,-53.6480741569,-53.7140816304,-53.7140816304,-53.6830781201,-53.6810778936,-53.6820780068,-53.6470740436,-53.6820780068,-53.6800777804,-53.6800777804,-53.7160818568,-53.6820780068,-53.6940793657,-53.6800777804,-53.6800777804,-53.7140816304,-53.6790776671,-53.7670876318,-93.7040032987,-93.7390051676,-93.7760071433,-93.8510111481,-93.8150092258,-93.7770071967,-93.8120090656,-93.8480109879,-93.9400159005,-93.8110090122,-93.9170146724,-93.921014886,-93.886013017,-93.9510164879,-93.989018517,-93.9170146724,-93.9170146724,-93.9490163811,-93.8830128569,-93.9150145656,-93.9480163277,-93.9150145656,-93.8880131238,-93.9130144588,-93.9190147792,-93.9150145656,-93.8850129637,-93.8870130704,-93.8880131238,-93.9170146724,-93.8830128569,-93.8880131238,239.9,239.948,239.959,239.945,239.931,239.926,239.952,239.944,239.962,239.935,239.995,239.979,239.98,240.029,240.045,239.995,239.995,240.018,240.002,240.01,240.034,240.01,240.003,240.01,239.995,240.01,239.996,240.003,240.003,239.995,240.003,239.964
FLQS301GGRWM,-53.6251411048,-53.588169275,-53.5861707977,-53.661113696,-53.6251411048,-53.6581159801,-53.6251411048,-53.6591152188,-53.6241418662,-53.6631121733,-53.588169275,-53.6251411048,-53.5551943997,-53.4852476946,-53.5222195244,-53.588169275,-53.588169275,-53.5551943997,-53.5551943997,-53.5541951611,-53.5182225699,-53.5541951611,-53.5541951611,-53.5541951611,-53.588169275,-53.5541951611,-53.5222195244,-53.5521966838,-53.5541951611,-53.588169275,-53.5511974451,-53.5911669909,-93.8150915689,-93.8500897378,-93.887087802,-93.9600839829,-93.925085814,-93.8470898947,-93.9230859186,-93.9580840875,-93.9980819948,-93.9220859709,-94.0270804776,-94.0280804253,-93.9960820994,-94.0630785942,-94.0970768154,-94.0270804776,-94.0270804776,-94.0610786988,-93.9940822041,-94.0260805299,-94.0580788557,-94.0260805299,-93.9990819425,-94.0220807392,-94.0280804253,-94.0260805299,-93.9970820471,-93.9980819948,-93.9990819425,-94.0270804776,-93.9930822564,-93.9960820994,240.514,240.54,240.551,240.535,240.543,240.507,240.542,240.536,240.562,240.525,240.587,240.57,240.593,240.643,240.635,240.587,240.587,240.61,240.593,240.602,240.627,240.602,240.595,240.601,240.587,240.602,240.609,240.595,240.595,240.587,240.595,240.577
FLQS301EGRWQ,-53.6434419436,-53.5634308437,-53.562430705,-53.6334405561,-53.5974355612,-53.6334405561,-53.5984356999,-53.6294400011,-53.5964354224,-53.6334405561,-53.5604304275,-53.5954352837,-53.5284259875,-53.4584162751,-53.4924209925,-53.5604304275,-53.5604304275,-53.5274258487,-53.5284259875,-53.5274258487,-53.490420715,-53.5274258487,-53.52642571,-53.5284259875,-53.5614305662,-53.5274258487,-53.4954214088,-53.52642571,-53.52642571,-53.5604304275,-53.5234252937,-53.5634308437,-93.852342487,-93.8843470369,-93.9203521556,-93.944355568,-93.9523567055,-93.8713451885,-93.9513565633,-93.9413551415,-93.9793605445,-93.9523567055,-94.0533710662,-94.0563714927,-93.9773602601,-94.0433696443,-94.1223808769,-94.0533710662,-94.0533710662,-94.04136936,-94.0203663741,-94.0083646679,-94.0423695021,-94.0083646679,-94.025367085,-94.0023638147,-94.0473702131,-94.0083646679,-93.9783604023,-94.0233668006,-94.025367085,-94.0533710662,-94.0213665163,-93.9783604023,240.001,240.046,240.056,240.03,240.048,240.01,240.048,240.031,240.056,240.032,240.092,240.076,240.087,240.136,240.141,240.092,240.092,240.104,240.098,240.095,240.121,240.095,240.1,240.093,240.09,240.095,240.102,240.1,240.1,240.092,240.1,240.071
FLQS300VGRWQ,-53.6175703305,-53.579555037,-53.5785546345,-53.6535848191,-53.6155695256,-53.6525844167,-53.6145691231,-53.6495832093,-53.6145691231,-53.6505836117,-53.5805554394,-53.6175703305,-53.5485425607,-53.4795147908,-53.512528072,-53.5805554394,-53.5805554394,-53.5475421582,-53.5485425607,-53.5475421582,-53.512528072,-53.5475421582,-53.5455413533,-53.5465417557,-53.5805554394,-53.5475421582,-53.514528877,-53.5465417557,-53.5455413533,-53.5805554394,-53.5055252548,-53.5835566468,-93.616798637,-93.6537981622,-93.6887977131,-93.8087961732,-93.7257972383,-93.6907976874,-93.7267972255,-93.7607967892,-93.7997962887,-93.7267972255,-93.8267959422,-93.8297959037,-93.79579634,-93.8647954546,-93.9007949926,-93.8267959422,-93.8267959422,-93.8637954674,-93.7937963657,-93.8277959294,-93.8587955316,-93.8277959294,-93.7997962887,-93.8237959807,-93.8287959165,-93.8277959294,-93.7947963528,-93.7987963015,-93.7997962887,-93.8267959422,-93.7937963657,-93.7967963272,240.504,240.531,240.541,240.538,240.534,240.508,240.534,240.527,240.554,240.518,240.577,240.56,240.583,240.633,240.627,240.577,240.577,240.601,240.583,240.592,240.616,240.592,240.585,240.591,240.577,240.592,240.599,240.585,240.585,240.577,240.602,240.567
FLQS300RGRWY,-53.4574361176,-53.4204032561,-53.4204032561,-53.4944689792,-53.4564352295,-53.493468091,-53.4574361176,-53.4914663147,-53.4624405584,-53.4924672029,-53.4234059205,-53.4584370058,-53.4314130257,-53.360349967,-53.35334375,-53.4234059205,-53.4234059205,-53.3873739471,-53.3883748352,-53.3873739471,-53.3563464144,-53.3873739471,-53.3873739471,-53.3883748352,-53.4234059205,-53.3873739471,-53.3973828286,-53.3873739471,-53.3873739471,-53.4234059205,-53.3843712826,-53.4234059205,-93.8385636946,-93.8735653969,-93.9095671478,-93.9865708927,-93.9485690446,-93.9135673423,-93.9485690446,-93.9825706982,-94.0595744432,-93.9485690446,-94.0515740541,-94.0555742486,-94.0205725464,-94.0855757077,-94.1225775072,-94.0515740541,-94.0515740541,-94.0825755618,-94.0155723032,-94.0475738595,-94.0815755131,-94.0475738595,-94.0205725464,-94.0455737623,-94.0495739568,-94.0475738595,-94.0175724004,-94.021572595,-94.0205725464,-94.0515740541,-94.0175724004,-94.0165723518,240.023,240.05,240.059,240.045,240.052,240.026,240.052,240.045,240.079,240.036,240.095,240.079,240.083,240.133,240.145,240.095,240.095,240.119,240.101,240.11,240.133,240.11,240.103,240.109,240.094,240.11,240.098,240.104,240.103,240.095,240.104,240.085
FLQS300LGRWQ,-53.365088317,-53.329042326,-53.3280410485,-53.3570780968,-53.3180282732,-53.3981304754,-53.3220333834,-53.3931240877,-53.3620844844,-53.4421866865,-53.3240359384,-53.3190295508,-53.2499414015,-53.1808532522,-53.2569503441,-53.3240359384,-53.3240359384,-53.29099378,-53.29099378,-53.29099378,-53.2569503441,-53.29099378,-53.288991225,-53.29099378,-53.3260384935,-53.29099378,-53.2579516217,-53.2499414015,-53.288991225,-53.3240359384,-53.250942679,-53.2879899475,-93.8287374418,-93.8697399491,-93.9037420282,-93.9737463088,-93.9367440462,-93.8657397044,-93.9367440462,-93.9357439851,-94.0107485714,-93.9447445354,-94.0447506506,-94.0437505895,-94.0057482657,-94.0747524852,-94.1147549312,-94.0447506506,-94.0447506506,-94.0777526686,-94.0097485103,-94.0427505283,-94.0387502837,-94.0427505283,-94.0127486938,-94.040750406,-94.0417504672,-94.0427505283,-94.0127486938,-94.007748388,-94.0127486938,-94.0447506506,-94.0067483268,-94.0067483268,240.697,240.725,240.734,240.739,240.747,240.691,240.745,240.712,240.746,240.692,240.772,240.774,240.796,240.847,240.821,240.772,240.772,240.796,240.778,240.787,240.802,240.787,240.78,240.787,240.771,240.787,240.794,240.797,240.78,240.772,240.796,240.779
FLQS300LGRWM,-53.249793607,-53.2137781906,-53.2137781906,-53.2878098799,-53.249793607,-53.2868094517,-53.249793607,-53.2808068823,-53.2507940353,-53.2868094517,-53.2117773341,-53.249793607,-53.1777627742,-53.1107340825,-53.1437482142,-53.2117773341,-53.2117773341,-53.1807640589,-53.1787632024,-53.1797636307,-53.1447486425,-53.1797636307,-53.1777627742,-53.1777627742,-53.2137781906,-53.1797636307,-53.1447486425,-53.1787632024,-53.1777627742,-53.2117773341,-53.1787632024,-53.2147786189,-93.8895840936,-93.8925842721,-93.9265862943,-94.0355927775,-93.9995906363,-93.965588614,-94.0005906958,-93.9975905173,-94.0725949782,-93.9995906363,-94.0685947403,-94.105596941,-94.0325925991,-94.1005966436,-94.174601045,-94.0685947403,-94.0685947403,-94.0995965841,-94.0335926585,-94.0655945619,-94.0995965841,-94.0655945619,-94.034592718,-94.0635944429,-94.1035968221,-94.0655945619,-94.034592718,-94.0335926585,-94.034592718,-94.0685947403,-94.0325925991,-94.0325925991,240.714,240.732,240.741,240.735,240.743,240.717,240.743,240.728,240.761,240.726,240.778,240.771,240.785,240.833,240.838,240.778,240.778,240.801,240.785,240.793,240.817,240.793,240.785,240.793,240.787,240.793,240.801,240.785,240.785,240.778,240.784,240.768
FLQS3009GRWQ,-53.3987152774,-53.399715347,-53.399715347,-53.4707202873,-53.4337177128,-53.4717203568,-53.4337177128,-53.4267172257,-53.4337177128,-53.4697202177,-53.399715347,-53.3967151383,-53.3267102676,-53.3007084585,-53.2927079018,-53.399715347,-53.399715347,-53.3647129117,-53.3657129813,-53.3637128421,-53.3317106155,-53.3637128421,-53.3627127725,-53.3637128421,-53.3987152774,-53.3637128421,-53.2937079714,-53.3637128421,-53.3627127725,-53.399715347,-53.3627127725,-53.399715347,-93.906724294,-93.94671864,-93.9797139754,-94.0527036567,-94.0167087454,-93.9827135513,-94.0517037981,-94.0866988508,-94.0896984267,-94.0167087454,-94.1206940449,-94.1206940449,-94.0846991335,-94.1986830195,-94.188684433,-94.1206940449,-94.1206940449,-94.1536893803,-94.1226937622,-94.1196941862,-94.1546892389,-94.1196941862,-94.1256933381,-94.1166946103,-94.1226937622,-94.1196941862,-94.1246934794,-94.0896984267,-94.1256933381,-94.1206940449,-94.0866988508,-94.0876987094,240.077,240.087,240.095,240.082,240.09,240.063,240.099,240.111,240.108,240.073,240.132,240.134,240.157,240.198,240.199,240.132,240.132,240.157,240.149,240.148,240.173,240.148,240.151,240.148,240.133,240.148,240.182,240.141,240.151,240.132,240.14,240.123
FLQS2F0LGRX5,-53.5741031814,-53.5011030408,-53.5021030428,-53.5771031872,-53.5741031814,-53.5741031814,-53.5381031121,-53.5721031776,-53.5761031853,-53.5751031834,-53.5381031121,-53.5381031121,-53.5051030485,-53.4401029233,-53.4341029118,-53.5381031121,-53.5381031121,-53.4681029773,-53.5051030485,-53.4681029773,-53.4731029869,-53.4681029773,-53.4691029792,-53.4661029734,-53.5041030466,-53.4681029773,-53.4351029137,-53.4671029754,-53.4691029792,-53.5381031121,-53.4661029734,-53.5411031179,-93.7153117449,-93.7523051573,-93.7882987478,-93.8992789851,-93.8252921602,-93.7922980356,-93.8272918041,-93.8572864629,-93.9382720414,-93.8242923383,-93.9352725756,-93.9332729316,-93.900278807,-94.0072597565,-94.0012608248,-93.9352725756,-93.9352725756,-93.9652672343,-93.901278629,-93.9692665221,-93.9972615369,-93.9692665221,-93.9382720414,-93.9262741779,-93.9672668782,-93.9692665221,-93.9362723975,-93.9342727536,-93.9382720414,-93.9352725756,-93.8972793412,-93.8982791631,240.107,240.151,240.16,240.154,240.136,240.128,240.153,240.145,240.165,240.136,240.182,240.181,240.187,240.245,240.247,240.182,240.182,240.222,240.188,240.223,240.228,240.223,240.214,240.212,240.206,240.223,240.229,240.214,240.214,240.182,240.205,240.17
FLQS2EQUGRX5,-53.1869967924,-53.1070644257,-53.1060652711,-53.1800027103,-53.1810018649,-53.1780044011,-53.1440331453,-53.1740077828,-53.1450322999,-53.1790035557,-53.1060652711,-53.1839993286,-53.1130593532,-53.003152349,-53.0381227594,-53.1060652711,-53.1060652711,-53.0740923244,-53.0720940153,-53.1120601986,-53.039121914,-53.1120601986,-53.0720940153,-53.0720940153,-53.1080635803,-53.1120601986,-53.0371236048,-53.0730931698,-53.0720940153,-53.1060652711,-53.1140585078,-53.1500280728,-93.6402416659,-93.6752227042,-93.7112032008,-93.7861625685,-93.7521809885,-93.7162004919,-93.7511815302,-93.784163652,-93.864120311,-93.750182072,-93.8551251869,-93.8591230198,-93.8241419815,-93.8871078504,-93.9240878052,-93.8551251869,-93.8551251869,-93.8871078504,-93.822143065,-93.8551251869,-93.885108934,-93.8551251869,-93.8241419815,-93.8881073087,-93.8961029746,-93.8551251869,-93.826140898,-93.8201441486,-93.8241419815,-93.8551251869,-93.8181452321,-93.822143065,240.644,240.691,240.7,240.686,240.676,240.668,240.694,240.688,240.722,240.677,240.738,240.703,240.727,240.794,240.787,240.738,240.738,240.761,240.745,240.735,240.777,240.735,240.746,240.762,240.748,240.735,240.762,240.744,240.746,240.738,240.725,240.709
FLQS2DERGRX5,-53.6972522388,-53.6581945933,-53.6571931152,-53.7783719641,-53.6902418922,-53.7272965815,-53.6912433703,-53.7252936253,-53.7443217091,-53.7282980596,-53.7072670197,-53.743320231,-53.6231428602,-53.5560438281,-53.588091127,-53.7072670197,-53.7072670197,-53.6241443382,-53.6251458163,-53.6241443382,-53.5870896489,-53.6241443382,-53.6231428602,-53.6231428602,-53.6601975495,-53.6241443382,-53.5930985174,-53.6221413821,-53.6231428602,-53.7072670197,-53.6201384259,-53.7062655416,-93.6577499678,-93.6927446433,-93.7277393189,-93.8487209115,-93.7657335381,-93.7297390146,-93.7677332338,-93.79772867,-93.884715435,-93.7657335381,-93.9147108712,-93.915710719,-93.8357228892,-93.9037125446,-93.9727020478,-93.9147108712,-93.9147108712,-93.8997131531,-93.8737171084,-93.8677180211,-93.9017128488,-93.8677180211,-93.8777164999,-93.8647184775,-93.9067120882,-93.8677180211,-93.8377225849,-93.8757168041,-93.8777164999,-93.9147108712,-93.8357228892,-93.8367227371,240.109,240.136,240.145,240.122,240.14,240.114,240.141,240.133,240.147,240.123,240.172,240.155,240.189,240.238,240.242,240.172,240.172,240.206,240.199,240.198,240.223,240.198,240.201,240.197,240.191,240.198,240.204,240.2,240.201,240.172,240.191,240.152
