SN	Distance_X_LOGO_Camera_RU1	Distance_X_LOGO_Camera_RU2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Camera_RU1	Distance_Y_LOGO_Camera_RU2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Camera_RU1	Angle_Camera_RU2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS319HGRWY____	-0.072	-0.065	-0.103	-0.071	-0.070	-0.065	-0.070	-0.070	-0.071	-0.072	-0.070	-0.066	-0.073	-0.072	-0.072	-0.072	-0.058	-0.072	-0.041	-0.070	-0.069	-0.071	-0.070	-0.073	-0.071	-0.071	-0.069	-0.069	-0.072	-0.074	-0.070	-0.070	0.039	0.001	0.005	0.038	0.039	0.000	0.036	0.037	0.038	0.039	0.036	0.001	0.040	0.039	0.037	0.040	0.001	0.039	0.037	0.037	0.039	0.036	0.038	0.039	0.037	0.038	0.038	0.038	0.040	0.037	0.037	0.038	0.151	0.154	0.166	0.151	0.150	0.154	0.151	0.150	0.151	0.151	0.151	0.154	0.151	0.151	0.151	0.151	0.152	0.151	0.141	0.151	0.150	0.151	0.151	0.151	0.151	0.150	0.151	0.150	0.151	0.152	0.151	0.150	-0.070	0.032	0.151	2016_7_19_17_07_49
FLQS317CGRWY____	-0.150	-0.153	-0.153	-0.151	-0.183	-0.182	-0.181	-0.150	-0.150	-0.149	-0.149	-0.182	-0.149	-0.152	-0.151	-0.150	-0.160	-0.151	-0.222	-0.152	-0.182	-0.182	-0.152	-0.149	-0.151	-0.151	-0.182	-0.151	-0.183	-0.150	-0.150	-0.150	-0.059	-0.058	-0.057	-0.058	-0.053	-0.054	-0.054	-0.058	-0.055	-0.056	-0.056	-0.053	-0.058	-0.058	-0.056	-0.058	-0.022	-0.058	-0.071	-0.058	-0.055	-0.055	-0.057	-0.057	-0.055	-0.057	-0.054	-0.056	-0.053	-0.057	-0.055	-0.056	0.016	0.016	0.016	0.016	0.026	0.026	0.025	0.016	0.015	0.015	0.015	0.026	0.016	0.016	0.016	0.016	0.013	0.016	0.041	0.016	0.026	0.025	0.016	0.015	0.015	0.016	0.026	0.016	0.026	0.016	0.016	0.015	-0.161	-0.055	0.019	2016_7_19_17_07_49
FLQS3160GRWY____	0.146	0.145	0.148	0.180	0.182	0.181	0.148	0.148	0.177	0.179	0.179	0.182	0.150	0.146	0.181	0.146	0.145	0.147	0.145	0.147	0.180	0.182	0.182	0.146	0.182	0.148	0.181	0.147	0.181	0.145	0.147	0.146	0.121	0.119	0.079	0.116	0.118	0.118	0.119	0.118	0.118	0.119	0.117	0.118	0.081	0.120	0.118	0.120	0.119	0.120	0.119	0.120	0.154	0.118	0.117	0.118	0.118	0.119	0.118	0.119	0.118	0.119	0.119	0.119	0.143	0.144	0.148	0.132	0.131	0.132	0.143	0.142	0.133	0.132	0.133	0.132	0.147	0.142	0.132	0.143	0.144	0.143	0.143	0.143	0.127	0.131	0.131	0.144	0.132	0.143	0.132	0.143	0.132	0.144	0.143	0.143	0.162	0.117	0.138	2016_7_19_17_07_49
FLQS3126GRWV____	0.455	0.482	0.450	0.458	0.457	0.478	0.479	0.472	0.488	0.447	0.485	0.487	0.455	0.455	0.459	0.490	0.456	0.455	0.444	0.480	0.486	0.479	0.453	0.457	0.479	0.479	0.486	0.486	0.488	0.479	0.456	0.479	0.164	0.197	0.198	0.165	0.165	0.195	0.194	0.225	0.162	0.196	0.162	0.161	0.162	0.165	0.167	0.161	0.163	0.165	0.158	0.197	0.160	0.196	0.162	0.163	0.196	0.195	0.161	0.160	0.161	0.196	0.164	0.194	-0.280	-0.294	-0.282	-0.281	-0.281	-0.292	-0.292	-0.294	-0.290	-0.281	-0.289	-0.290	-0.280	-0.280	-0.282	-0.290	-0.280	-0.280	-0.275	-0.293	-0.290	-0.292	-0.279	-0.280	-0.292	-0.292	-0.290	-0.289	-0.290	-0.293	-0.280	-0.292	0.470	0.176	-0.286	2016_7_19_17_07_50
FLQS3115GRWV____	0.051	0.019	0.048	0.047	0.048	0.050	0.046	0.046	0.047	0.049	0.049	0.047	0.019	0.048	0.048	0.017	0.019	0.051	0.052	0.048	0.018	0.017	0.046	0.049	0.046	0.046	0.046	0.049	0.018	0.048	0.047	0.047	0.005	0.009	0.007	0.006	0.006	0.008	0.007	0.008	0.008	0.008	0.008	0.007	0.011	0.005	0.007	0.009	0.011	0.006	0.007	0.007	0.009	0.008	0.007	0.008	0.006	0.006	0.007	0.008	0.010	0.007	0.007	0.006	-0.043	-0.033	-0.042	-0.042	-0.042	-0.043	-0.041	-0.042	-0.042	-0.043	-0.043	-0.042	-0.033	-0.042	-0.042	-0.033	-0.034	-0.043	-0.043	-0.042	-0.033	-0.032	-0.042	-0.043	-0.042	-0.041	-0.041	-0.043	-0.033	-0.043	-0.042	-0.041	0.041	0.007	-0.040	2016_7_19_17_07_50
FLQS310RGRWV____	0.022	0.019	0.059	0.022	0.053	0.019	0.022	0.054	0.019	0.020	0.022	0.021	0.029	0.063	0.021	0.021	0.030	0.029	0.021	0.023	0.024	0.021	0.022	0.052	0.022	0.022	0.024	0.025	0.020	0.022	0.022	0.055	0.114	0.151	0.071	0.114	0.109	0.113	0.111	0.108	0.111	0.112	0.111	0.113	0.075	0.072	0.110	0.115	0.075	0.077	0.112	0.113	0.112	0.112	0.113	0.109	0.111	0.110	0.111	0.113	0.114	0.112	0.111	0.109	0.133	0.129	0.127	0.133	0.124	0.134	0.134	0.123	0.135	0.134	0.133	0.133	0.136	0.126	0.134	0.133	0.136	0.136	0.134	0.133	0.133	0.133	0.133	0.124	0.133	0.134	0.133	0.132	0.134	0.133	0.133	0.123	0.029	0.107	0.132	2016_7_19_17_07_50
FLQS3106GRWV____	-0.098	-0.138	-0.134	-0.141	-0.132	-0.135	-0.126	-0.126	-0.132	-0.132	-0.141	-0.133	-0.135	-0.098	-0.134	-0.134	-0.099	-0.097	-0.099	-0.133	-0.132	-0.134	-0.133	-0.133	-0.133	-0.134	-0.133	-0.131	-0.132	-0.133	-0.103	-0.134	0.000	0.042	0.004	0.040	0.006	0.004	-0.029	-0.030	0.004	0.004	0.036	0.005	0.005	0.001	0.003	0.004	0.002	0.001	0.001	0.005	0.005	0.001	0.005	0.005	0.004	0.004	0.005	0.006	0.002	0.005	-0.000	0.005	-0.010	-0.002	0.002	-0.001	0.001	0.003	0.004	0.005	0.001	0.001	0.000	0.002	0.003	-0.009	0.003	0.003	-0.009	-0.010	-0.009	0.002	0.002	0.003	0.002	0.002	0.002	0.002	0.002	0.001	0.001	0.002	-0.007	0.002	-0.127	0.005	-0.000	2016_7_19_17_07_50
FLQS30ZQGRWV____	-0.073	-0.070	-0.070	-0.071	-0.072	-0.071	-0.071	-0.069	-0.073	-0.072	-0.071	-0.073	-0.074	-0.072	-0.071	-0.073	-0.044	-0.073	-0.063	-0.071	-0.072	-0.072	-0.072	-0.071	-0.071	-0.071	-0.073	-0.070	-0.072	-0.072	-0.072	-0.070	-0.006	-0.006	-0.006	-0.005	-0.004	-0.005	-0.006	-0.005	-0.006	-0.005	-0.005	-0.006	-0.006	-0.006	-0.006	-0.006	-0.007	-0.006	-0.042	-0.008	-0.008	-0.006	-0.006	-0.007	-0.007	-0.006	-0.008	-0.006	-0.005	-0.007	-0.006	-0.007	0.074	0.072	0.073	0.073	0.073	0.073	0.072	0.072	0.073	0.073	0.073	0.074	0.074	0.073	0.073	0.074	0.064	0.074	0.076	0.074	0.074	0.073	0.073	0.073	0.073	0.073	0.074	0.073	0.074	0.074	0.073	0.073	-0.070	-0.007	0.073	2016_7_19_17_07_50
FLQS30YUGRWV____	0.046	0.044	0.046	0.047	0.046	0.048	0.047	0.056	0.047	0.048	0.046	0.046	0.044	0.047	0.049	0.046	0.044	0.046	0.010	0.046	0.045	0.047	0.048	0.046	0.047	0.048	0.046	0.045	0.047	0.047	0.046	0.047	0.049	0.090	0.050	0.050	0.050	0.050	0.050	0.014	0.050	0.049	0.048	0.050	0.049	0.049	0.051	0.050	0.049	0.049	0.053	0.049	0.049	0.050	0.050	0.049	0.049	0.050	0.050	0.048	0.050	0.050	0.050	0.051	0.217	0.213	0.217	0.217	0.217	0.217	0.217	0.220	0.217	0.217	0.218	0.218	0.218	0.218	0.217	0.218	0.218	0.217	0.229	0.217	0.218	0.217	0.217	0.217	0.217	0.217	0.218	0.218	0.217	0.217	0.218	0.217	0.046	0.050	0.218	2016_7_19_17_07_50
FLQS30X6GRWY____	0.059	0.056	0.026	0.017	0.048	0.024	0.056	0.025	0.057	0.057	0.053	0.016	0.060	0.057	0.026	0.059	0.059	0.058	0.059	0.057	0.056	0.025	0.054	0.056	0.025	0.024	0.057	0.049	0.016	0.024	0.062	0.057	0.008	0.007	0.012	0.046	0.043	0.010	0.008	0.011	0.010	0.009	0.009	0.047	0.009	0.007	0.011	0.008	0.009	0.008	0.009	0.008	0.009	0.011	0.008	0.009	0.011	0.012	0.009	0.045	0.048	0.011	-0.025	0.007	-0.134	-0.134	-0.124	-0.126	-0.136	-0.123	-0.133	-0.124	-0.134	-0.134	-0.132	-0.126	-0.135	-0.134	-0.124	-0.135	-0.135	-0.134	-0.135	-0.134	-0.134	-0.123	-0.133	-0.133	-0.124	-0.124	-0.134	-0.136	-0.126	-0.123	-0.131	-0.134	0.045	0.014	-0.131	2016_7_19_17_07_50
FLQS30X6GRWV____	0.213	0.180	0.147	0.214	0.181	0.213	0.181	0.219	0.212	0.212	0.214	0.214	0.211	0.213	0.214	0.214	0.211	0.215	0.182	0.179	0.183	0.213	0.181	0.212	0.180	0.180	0.184	0.181	0.180	0.180	0.212	0.214	0.081	0.083	0.084	0.080	0.084	0.080	0.083	0.045	0.082	0.081	0.079	0.081	0.080	0.081	0.080	0.081	0.081	0.080	0.083	0.081	0.083	0.080	0.084	0.081	0.081	0.083	0.084	0.082	0.085	0.082	0.081	0.080	-0.346	-0.335	-0.323	-0.345	-0.335	-0.345	-0.335	-0.342	-0.345	-0.345	-0.345	-0.346	-0.345	-0.346	-0.345	-0.346	-0.344	-0.345	-0.335	-0.334	-0.336	-0.345	-0.335	-0.345	-0.334	-0.335	-0.336	-0.335	-0.334	-0.334	-0.346	-0.345	0.198	0.080	-0.340	2016_7_19_17_07_50
FLQS30WFGRWV____	0.025	0.031	-0.000	-0.003	-0.003	-0.004	-0.008	0.023	-0.000	-0.001	0.001	-0.003	0.034	0.027	-0.002	-0.014	0.022	0.030	0.002	-0.002	-0.002	-0.001	-0.008	0.022	-0.001	-0.001	-0.002	-0.002	-0.002	-0.001	-0.008	-0.003	0.033	-0.004	0.002	0.001	0.001	0.001	0.035	0.032	0.001	0.001	0.000	0.002	-0.003	0.036	0.001	0.039	0.034	0.035	0.058	0.001	0.002	0.002	0.038	0.033	0.001	0.002	0.002	0.002	0.002	0.002	0.038	0.002	0.065	0.068	0.078	0.079	0.079	0.079	0.075	0.065	0.079	0.079	0.078	0.079	0.067	0.064	0.079	0.077	0.066	0.063	0.069	0.079	0.079	0.078	0.076	0.066	0.078	0.078	0.079	0.079	0.079	0.079	0.076	0.079	0.005	0.014	0.075	2016_7_19_17_07_51
FLQS30VBGRWV____	0.061	0.057	0.027	0.057	0.027	0.057	0.058	0.058	0.060	0.061	0.057	0.058	0.015	0.061	0.057	0.061	0.013	0.026	0.048	0.059	0.056	0.056	0.057	0.027	0.059	0.058	0.056	0.057	0.058	0.058	0.056	0.059	0.010	0.011	0.014	0.010	0.014	0.010	0.012	0.012	0.012	0.010	0.013	0.010	0.052	0.011	0.011	0.011	0.053	0.014	0.048	0.012	0.012	0.011	0.011	0.013	0.013	0.011	0.012	0.013	0.010	0.013	0.011	0.013	-0.086	-0.085	-0.075	-0.084	-0.075	-0.085	-0.085	-0.085	-0.086	-0.086	-0.086	-0.085	-0.077	-0.087	-0.085	-0.086	-0.076	-0.075	-0.088	-0.085	-0.085	-0.085	-0.084	-0.075	-0.086	-0.086	-0.085	-0.086	-0.086	-0.086	-0.085	-0.086	0.051	0.015	-0.084	2016_7_19_17_07_51
FLQS30UFGRWV____	0.108	0.082	0.084	0.081	0.081	0.114	0.116	0.083	0.084	0.116	0.077	0.081	0.077	0.110	0.114	0.070	0.070	0.072	0.083	0.114	0.108	0.114	0.075	0.073	0.114	0.116	0.107	0.082	0.104	0.082	0.076	0.081	0.042	0.009	0.009	0.008	0.009	0.004	0.005	0.010	0.010	0.006	0.039	0.009	0.008	0.041	0.006	0.046	0.047	0.045	0.010	0.006	0.040	0.007	0.045	0.045	0.007	0.006	0.040	0.009	0.042	0.010	0.044	0.010	-0.009	0.005	0.005	0.006	0.005	-0.005	-0.006	0.004	0.005	-0.006	0.003	0.006	0.006	-0.009	-0.005	0.004	0.004	0.003	0.004	-0.006	-0.008	-0.006	0.002	0.002	-0.005	-0.005	-0.008	0.004	-0.007	0.005	0.002	0.005	0.092	0.021	-0.000	2016_7_19_17_07_51
FLQS30TYGRWV____	0.011	0.051	0.018	0.052	0.053	0.051	0.043	0.042	0.013	0.012	0.050	0.054	0.010	0.012	0.054	0.047	0.010	0.011	0.010	0.042	0.046	0.051	0.045	0.012	0.021	0.052	0.045	0.043	0.043	0.019	0.014	0.054	0.054	0.010	0.017	0.012	0.014	0.013	0.050	0.051	0.052	0.054	0.016	0.013	0.054	0.054	0.015	0.051	0.054	0.053	0.053	0.049	0.049	0.013	0.051	0.053	0.018	0.014	0.048	0.050	0.053	0.016	0.051	0.014	-0.016	-0.023	-0.014	-0.024	-0.024	-0.024	-0.026	-0.026	-0.017	-0.017	-0.023	-0.025	-0.016	-0.017	-0.025	-0.028	-0.016	-0.016	-0.016	-0.026	-0.027	-0.023	-0.027	-0.017	-0.014	-0.024	-0.027	-0.026	-0.027	-0.013	-0.017	-0.024	0.034	0.037	-0.021	2016_7_19_17_07_51
FLQS30T7GRWV____	0.164	0.192	0.193	0.157	0.156	0.191	0.193	0.156	0.192	0.159	0.197	0.162	0.191	0.160	0.159	0.199	0.191	0.198	0.155	0.158	0.160	0.158	0.156	0.162	0.194	0.194	0.163	0.156	0.193	0.158	0.157	0.158	0.020	0.057	0.058	0.061	0.059	0.056	0.057	0.061	0.059	0.060	0.025	0.020	0.058	0.022	0.060	0.020	0.058	0.021	0.060	0.060	0.060	0.059	0.060	0.022	0.059	0.059	0.024	0.059	0.058	0.060	0.060	0.060	0.019	0.004	0.004	0.016	0.016	0.004	0.004	0.016	0.004	0.015	0.007	0.020	0.004	0.020	0.015	0.008	0.005	0.008	0.016	0.016	0.015	0.016	0.016	0.020	0.003	0.004	0.019	0.016	0.004	0.015	0.016	0.015	0.173	0.050	0.012	2016_7_19_17_07_51
FLQS30S7GRWV____	0.055	0.057	0.061	0.031	0.062	0.030	0.030	0.031	0.033	0.063	0.024	0.032	0.054	0.022	0.030	0.056	0.053	0.056	0.075	0.031	0.034	0.030	0.061	0.052	0.062	0.030	0.033	0.062	0.062	0.029	0.062	0.062	0.098	0.098	0.063	0.066	0.062	0.067	0.066	0.066	0.067	0.064	0.098	0.067	0.100	0.104	0.066	0.101	0.100	0.098	0.128	0.065	0.067	0.065	0.063	0.098	0.063	0.065	0.067	0.063	0.062	0.065	0.063	0.064	0.130	0.129	0.134	0.144	0.133	0.143	0.144	0.143	0.142	0.133	0.141	0.143	0.130	0.141	0.143	0.130	0.131	0.130	0.120	0.143	0.142	0.144	0.133	0.131	0.134	0.143	0.142	0.134	0.134	0.144	0.133	0.133	0.046	0.077	0.137	2016_7_19_17_07_51
FLQS30RRGRWV____	0.076	0.073	0.071	0.075	0.075	0.075	0.075	0.074	0.074	0.074	0.073	0.075	0.077	0.040	0.076	0.078	0.076	0.079	0.010	0.073	0.077	0.073	0.075	0.073	0.073	0.075	0.076	0.074	0.076	0.074	0.075	0.074	0.061	0.061	0.061	0.061	0.062	0.062	0.061	0.061	0.062	0.063	0.062	0.063	0.062	0.065	0.061	0.062	0.062	0.063	0.061	0.061	0.062	0.061	0.063	0.062	0.061	0.061	0.062	0.062	0.061	0.063	0.062	0.061	0.085	0.086	0.086	0.086	0.084	0.086	0.085	0.086	0.085	0.085	0.086	0.085	0.084	0.097	0.085	0.083	0.085	0.083	0.106	0.086	0.085	0.085	0.085	0.085	0.085	0.085	0.085	0.085	0.084	0.086	0.085	0.086	0.072	0.062	0.086	2016_7_19_17_07_51
FLQS30R2GRWV____	-0.113	-0.089	-0.121	-0.121	-0.124	-0.091	-0.121	-0.122	-0.121	-0.108	-0.121	-0.123	-0.079	-0.080	-0.090	-0.079	-0.082	-0.081	-0.080	-0.091	-0.092	-0.120	-0.091	-0.123	-0.092	-0.122	-0.092	-0.122	-0.081	-0.091	-0.122	-0.091	-0.050	-0.018	-0.015	-0.014	-0.013	-0.018	-0.013	-0.013	-0.015	-0.051	-0.016	-0.014	-0.053	-0.053	-0.017	-0.053	-0.052	-0.052	-0.052	-0.017	-0.017	-0.013	-0.018	-0.013	-0.018	-0.014	-0.017	-0.014	-0.052	-0.018	-0.014	-0.018	0.079	0.067	0.076	0.077	0.077	0.067	0.077	0.076	0.076	0.078	0.077	0.077	0.068	0.068	0.067	0.069	0.069	0.069	0.069	0.067	0.068	0.076	0.067	0.077	0.067	0.077	0.067	0.077	0.069	0.066	0.077	0.067	-0.102	-0.026	0.072	2016_7_19_17_07_51
FLQS30QXGRWV____	0.050	0.057	0.058	0.026	0.058	0.057	0.058	0.026	0.060	0.059	0.057	0.058	0.016	0.017	0.058	0.052	0.015	0.018	0.050	0.057	0.056	0.057	0.057	0.028	0.028	0.058	0.057	0.058	0.059	0.058	0.058	0.058	0.045	0.009	0.011	0.013	0.010	0.010	0.011	0.014	0.011	0.012	0.012	0.011	0.051	0.049	0.012	0.046	0.050	0.048	0.044	0.011	0.011	0.011	0.010	0.013	0.013	0.012	0.011	0.010	0.010	0.010	0.011	0.011	-0.030	-0.028	-0.029	-0.018	-0.029	-0.029	-0.028	-0.019	-0.029	-0.029	-0.029	-0.029	-0.020	-0.021	-0.029	-0.032	-0.020	-0.021	-0.031	-0.029	-0.028	-0.028	-0.029	-0.019	-0.019	-0.029	-0.028	-0.028	-0.029	-0.029	-0.029	-0.029	0.048	0.019	-0.027	2016_7_19_17_07_51
FLQS30QPGRWV____	0.121	0.082	0.081	0.119	0.080	0.110	0.111	0.112	0.110	0.111	0.121	0.118	0.077	0.088	0.078	0.120	0.078	0.087	0.088	0.111	0.112	0.112	0.117	0.090	0.112	0.112	0.082	0.116	0.091	0.111	0.113	0.081	0.025	0.066	0.064	0.026	0.065	0.062	0.061	0.061	0.060	0.060	0.029	0.025	0.063	0.029	0.065	0.024	0.064	0.029	0.027	0.063	0.061	0.064	0.026	0.028	0.063	0.062	0.028	0.024	0.026	0.062	0.062	0.065	-0.088	-0.080	-0.079	-0.087	-0.080	-0.089	-0.089	-0.089	-0.088	-0.089	-0.088	-0.087	-0.078	-0.077	-0.079	-0.087	-0.079	-0.077	-0.077	-0.090	-0.089	-0.091	-0.086	-0.078	-0.090	-0.090	-0.075	-0.086	-0.078	-0.089	-0.090	-0.080	0.102	0.048	-0.084	2016_7_19_17_07_52
FLQS30QMGRWV____	-0.028	-0.063	-0.062	-0.064	-0.061	-0.061	-0.061	-0.055	-0.028	-0.029	-0.031	-0.061	-0.036	-0.030	-0.065	-0.063	-0.037	-0.028	-0.025	-0.061	-0.062	-0.064	-0.063	-0.058	-0.061	-0.062	-0.062	-0.063	-0.063	-0.063	-0.033	-0.063	-0.005	0.000	0.002	-0.001	0.000	0.003	0.002	-0.029	0.000	-0.001	-0.001	0.002	0.033	-0.005	0.000	-0.000	0.035	-0.004	-0.002	0.000	0.002	0.001	0.000	-0.001	0.001	-0.000	0.002	0.001	0.000	0.000	-0.001	0.001	0.201	0.212	0.211	0.213	0.212	0.211	0.211	0.214	0.201	0.200	0.201	0.211	0.198	0.202	0.212	0.212	0.198	0.201	0.200	0.211	0.211	0.212	0.212	0.211	0.211	0.212	0.211	0.212	0.212	0.212	0.202	0.211	-0.052	0.001	0.208	2016_7_19_17_07_52
FLQS30Q9GRWY____	-0.059	-0.058	-0.026	-0.060	-0.049	-0.027	-0.020	-0.051	-0.018	-0.019	-0.049	-0.070	-0.058	-0.058	-0.059	-0.060	-0.058	-0.059	-0.056	-0.060	-0.051	-0.053	-0.021	-0.018	-0.051	-0.060	-0.050	-0.018	-0.049	-0.020	-0.059	-0.019	0.001	0.003	-0.002	0.001	-0.033	-0.001	-0.035	-0.033	-0.033	-0.034	-0.031	0.036	0.003	0.002	0.002	0.001	0.002	0.002	0.002	0.002	-0.032	-0.034	-0.036	-0.035	-0.032	0.001	-0.031	-0.034	-0.034	-0.036	-0.000	-0.035	-0.055	-0.056	-0.065	-0.054	-0.053	-0.065	-0.063	-0.053	-0.064	-0.063	-0.054	-0.056	-0.055	-0.055	-0.055	-0.055	-0.055	-0.055	-0.056	-0.055	-0.053	-0.052	-0.062	-0.064	-0.053	-0.055	-0.053	-0.064	-0.053	-0.062	-0.055	-0.063	-0.045	-0.015	-0.057	2016_7_19_17_07_52
FLQS30Q9GRWV____	-0.001	0.001	0.031	0.001	-0.000	0.001	0.000	-0.001	0.000	0.000	-0.000	0.001	-0.002	0.038	0.030	0.034	-0.000	-0.003	0.001	0.028	0.001	0.002	0.002	-0.002	0.001	0.002	0.001	-0.001	0.001	0.000	0.001	-0.002	0.014	0.014	0.011	0.013	0.013	0.016	0.013	0.014	0.014	0.013	0.013	0.014	0.013	0.010	0.010	0.009	0.013	0.013	0.014	0.011	0.013	0.014	0.015	0.014	0.014	0.014	0.014	0.013	0.013	0.013	0.015	0.013	-0.170	-0.170	-0.180	-0.170	-0.169	-0.170	-0.170	-0.170	-0.170	-0.170	-0.170	-0.170	-0.170	-0.182	-0.180	-0.180	-0.169	-0.169	-0.170	-0.179	-0.171	-0.171	-0.171	-0.169	-0.170	-0.170	-0.170	-0.170	-0.170	-0.170	-0.170	-0.169	0.005	0.013	-0.172	2016_7_19_17_07_52
FLQS30Q3GRWV____	0.172	0.173	0.141	0.169	0.170	0.168	0.140	0.173	0.170	0.170	0.138	0.170	0.138	0.171	0.169	0.171	0.138	0.140	0.172	0.140	0.171	0.170	0.172	0.138	0.169	0.140	0.170	0.139	0.168	0.138	0.169	0.171	-0.001	-0.042	0.002	-0.002	0.000	0.000	0.002	-0.035	-0.000	0.000	0.002	-0.001	0.003	-0.000	-0.001	-0.001	0.002	0.002	-0.002	0.002	-0.001	-0.001	-0.000	0.002	0.000	0.001	-0.001	0.002	-0.001	0.001	0.002	0.000	-0.173	-0.167	-0.162	-0.172	-0.172	-0.172	-0.161	-0.168	-0.171	-0.172	-0.161	-0.172	-0.162	-0.173	-0.172	-0.172	-0.162	-0.163	-0.173	-0.163	-0.172	-0.172	-0.173	-0.162	-0.172	-0.161	-0.172	-0.162	-0.171	-0.162	-0.172	-0.172	0.160	-0.002	-0.168	2016_7_19_17_07_52
FLQS30Q2GRWV____	0.115	0.076	0.070	0.078	0.078	0.069	0.047	0.079	0.078	0.078	0.080	0.046	0.078	0.078	0.109	0.113	0.078	0.078	0.077	0.079	0.076	0.109	0.077	0.078	0.077	0.078	0.076	0.076	0.081	0.109	0.078	0.078	0.063	0.064	0.100	0.067	0.067	0.102	0.071	0.067	0.067	0.066	0.067	0.071	0.066	0.067	0.064	0.063	0.067	0.067	0.066	0.068	0.068	0.065	0.067	0.067	0.067	0.066	0.067	0.066	0.065	0.065	0.067	0.068	0.064	0.077	0.074	0.076	0.076	0.074	0.086	0.075	0.076	0.076	0.075	0.086	0.076	0.076	0.066	0.064	0.075	0.076	0.076	0.076	0.076	0.066	0.076	0.075	0.076	0.076	0.076	0.077	0.075	0.066	0.076	0.076	0.081	0.069	0.075	2016_7_19_17_07_52
FLQS30PHGRWY____	-0.010	-0.010	-0.011	-0.010	-0.008	-0.009	-0.010	-0.010	-0.002	-0.012	-0.011	-0.043	-0.043	-0.009	-0.000	-0.009	-0.042	-0.010	-0.009	-0.010	-0.007	-0.010	-0.011	-0.043	-0.010	-0.010	-0.006	-0.003	-0.010	-0.011	-0.015	-0.011	0.002	0.002	0.002	0.003	0.004	0.003	0.003	0.003	-0.030	0.002	0.003	0.006	0.006	0.002	-0.030	0.003	0.006	0.002	0.002	0.002	-0.032	0.003	0.004	0.005	0.003	0.003	-0.032	-0.032	0.002	0.003	0.037	0.003	-0.056	-0.055	-0.055	-0.056	-0.057	-0.056	-0.056	-0.056	-0.054	-0.056	-0.056	-0.045	-0.045	-0.056	-0.055	-0.056	-0.046	-0.056	-0.057	-0.056	-0.052	-0.056	-0.055	-0.045	-0.056	-0.056	-0.052	-0.053	-0.056	-0.056	-0.060	-0.055	-0.013	-0.001	-0.054	2016_7_19_17_07_52
FLQS30NWGRWV____	-0.076	-0.079	-0.071	-0.078	-0.077	-0.109	-0.077	-0.077	-0.108	-0.075	-0.076	-0.110	-0.076	-0.078	-0.112	-0.077	-0.077	-0.077	-0.077	-0.110	-0.107	-0.112	-0.077	-0.078	-0.077	-0.112	-0.107	-0.077	-0.111	-0.077	-0.078	-0.077	-0.056	-0.018	-0.092	-0.055	-0.055	-0.053	-0.057	-0.056	-0.055	-0.056	-0.056	-0.053	-0.056	-0.055	-0.054	-0.055	-0.055	-0.056	-0.056	-0.055	-0.054	-0.055	-0.056	-0.056	-0.056	-0.055	-0.054	-0.055	-0.052	-0.056	-0.056	-0.055	-0.258	-0.262	-0.254	-0.257	-0.258	-0.247	-0.257	-0.257	-0.247	-0.258	-0.258	-0.246	-0.258	-0.257	-0.246	-0.257	-0.257	-0.258	-0.257	-0.246	-0.247	-0.246	-0.257	-0.257	-0.258	-0.246	-0.248	-0.258	-0.247	-0.257	-0.257	-0.257	-0.087	-0.055	-0.254	2016_7_19_17_07_52
