SN	Distance_X_LOGO_MainBoard_RD1	Distance_X_LOGO_MainBoard_RD2	Distance_X_LOGO_MainBoard_RD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_RD1	Distance_Y_LOGO_MainBoard_RD2	Distance_Y_LOGO_MainBoard_RD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_RD1	Angle_MainBoard_RD2	Angle_MainBoard_RD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS30MKGRWV____	-0.077	-0.074	-0.079	-0.124	-0.079	-0.080	-0.080	-0.079	-0.080	-0.079	-0.079	-0.080	-0.079	-0.080	-0.079	-0.080	-0.080	-0.032	-0.079	-0.078	-0.080	-0.078	-0.079	-0.125	-0.079	-0.079	-0.078	-0.079	-0.079	-0.078	-0.079	-0.032	0.072	0.069	0.069	0.070	0.070	0.071	0.072	0.070	0.071	0.070	0.070	0.071	0.068	0.070	0.071	0.070	0.071	0.111	0.071	0.072	0.070	0.073	0.071	0.069	0.069	0.069	0.072	0.069	0.070	0.072	0.073	0.111	0.019	0.020	0.018	-0.001	0.018	0.017	0.017	0.017	0.017	0.017	0.018	0.017	0.019	0.018	0.018	0.018	0.017	0.026	0.018	0.018	0.018	0.017	0.018	-0.001	0.018	0.018	0.018	0.018	0.018	0.018	0.017	0.026	-0.079	0.073	0.017	2016_7_19_17_00_06
FLQS30MJGRWV____	-0.157	-0.157	-0.158	-0.157	-0.158	-0.157	-0.157	-0.157	-0.157	-0.157	-0.158	-0.157	-0.158	-0.157	-0.158	-0.157	-0.157	-0.159	-0.158	-0.157	-0.157	-0.159	-0.158	-0.159	-0.158	-0.158	-0.157	-0.158	-0.158	-0.157	-0.158	-0.159	0.066	0.036	0.068	0.029	0.063	0.063	0.068	0.063	0.063	0.063	0.063	0.032	0.064	0.068	0.031	0.068	0.032	0.033	0.031	0.032	0.068	0.033	0.031	0.030	0.068	0.068	0.032	0.068	0.063	0.032	0.063	0.033	-0.164	-0.156	-0.166	-0.155	-0.165	-0.165	-0.166	-0.164	-0.165	-0.164	-0.165	-0.155	-0.165	-0.166	-0.156	-0.166	-0.155	-0.156	-0.156	-0.155	-0.166	-0.156	-0.156	-0.156	-0.166	-0.166	-0.155	-0.166	-0.165	-0.155	-0.164	-0.156	-0.158	0.051	-0.161	2016_7_19_17_00_07
FLQS30MEGRWV____	0.393	0.389	0.385	0.348	0.349	0.350	0.384	0.348	0.350	0.348	0.349	0.388	0.348	0.389	0.351	0.389	0.388	0.349	0.351	0.348	0.389	0.349	0.351	0.389	0.385	0.385	0.348	0.385	0.349	0.348	0.347	0.349	-0.099	-0.104	-0.067	-0.104	-0.101	-0.069	-0.069	-0.103	-0.069	-0.103	-0.101	-0.102	-0.106	-0.069	-0.104	-0.069	-0.102	-0.101	-0.104	-0.102	-0.069	-0.101	-0.104	-0.105	-0.067	-0.067	-0.102	-0.067	-0.101	-0.102	-0.102	-0.101	-0.028	-0.027	-0.040	-0.045	-0.044	-0.053	-0.040	-0.044	-0.053	-0.044	-0.044	-0.028	-0.044	-0.037	-0.043	-0.037	-0.028	-0.044	-0.043	-0.045	-0.037	-0.044	-0.043	-0.027	-0.040	-0.040	-0.045	-0.040	-0.044	-0.045	-0.045	-0.044	0.365	-0.092	-0.041	2016_7_19_17_00_07
FLQS30LFGRWY____	0.232	0.273	0.234	0.273	0.274	0.275	0.234	0.275	0.275	0.275	0.274	0.234	0.236	0.271	0.273	0.271	0.234	0.271	0.273	0.274	0.271	0.273	0.273	0.275	0.234	0.234	0.274	0.234	0.274	0.274	0.274	0.271	-0.050	0.013	-0.054	-0.018	-0.016	-0.015	-0.053	-0.015	-0.015	-0.015	-0.016	-0.055	-0.054	-0.020	-0.019	-0.020	-0.055	-0.021	-0.019	-0.017	-0.020	-0.020	-0.019	-0.017	-0.054	-0.054	-0.017	-0.054	-0.016	-0.017	-0.016	-0.021	-0.386	-0.387	-0.384	-0.377	-0.378	-0.378	-0.383	-0.377	-0.378	-0.377	-0.378	-0.383	-0.382	-0.378	-0.378	-0.378	-0.383	-0.378	-0.378	-0.378	-0.378	-0.377	-0.378	-0.377	-0.384	-0.384	-0.378	-0.384	-0.378	-0.378	-0.378	-0.378	0.262	-0.027	-0.379	2016_7_19_17_00_07
FLQS30KNGRWV____	-0.141	-0.142	-0.137	-0.138	-0.139	-0.138	-0.138	-0.141	-0.138	-0.141	-0.139	-0.137	-0.140	-0.140	-0.141	-0.140	-0.137	-0.142	-0.141	-0.138	-0.140	-0.142	-0.141	-0.140	-0.137	-0.137	-0.138	-0.137	-0.139	-0.138	-0.101	-0.142	0.042	0.045	0.045	0.046	0.045	0.045	0.041	0.047	0.045	0.047	0.045	0.047	0.046	0.011	0.046	0.011	0.047	0.010	0.046	0.012	0.011	0.012	0.046	0.014	0.045	0.045	0.012	0.045	0.045	0.012	0.016	0.010	-0.645	-0.646	-0.644	-0.645	-0.645	-0.644	-0.643	-0.646	-0.644	-0.646	-0.645	-0.645	-0.646	-0.635	-0.645	-0.635	-0.645	-0.636	-0.645	-0.635	-0.635	-0.636	-0.645	-0.636	-0.644	-0.644	-0.635	-0.644	-0.645	-0.635	-0.621	-0.636	-0.138	0.034	-0.641	2016_7_19_17_00_07
FLQS30K5GRWY____	0.024	0.066	0.067	0.067	0.069	0.067	0.067	0.067	0.067	0.067	0.069	0.068	0.066	0.065	0.066	0.065	0.068	0.068	0.066	0.067	0.065	0.065	0.066	0.066	0.067	0.067	0.067	0.067	0.069	0.067	0.068	0.068	-0.057	-0.025	-0.022	-0.024	-0.022	-0.026	-0.025	-0.024	-0.026	-0.024	-0.022	-0.022	-0.024	-0.054	-0.027	-0.054	-0.022	-0.025	-0.027	-0.025	-0.054	-0.026	-0.027	-0.024	-0.022	-0.022	-0.025	-0.022	-0.022	-0.025	-0.056	-0.025	0.057	0.065	0.065	0.065	0.066	0.066	0.066	0.066	0.066	0.066	0.066	0.065	0.064	0.073	0.066	0.073	0.065	0.066	0.066	0.066	0.073	0.066	0.066	0.065	0.065	0.065	0.066	0.065	0.066	0.066	0.075	0.066	0.066	-0.029	0.066	2016_7_19_17_00_07
FLQS30K3GRWY____	-0.061	-0.014	-0.017	-0.015	-0.017	-0.013	-0.015	-0.015	-0.013	-0.015	-0.017	-0.015	-0.017	-0.019	-0.018	-0.019	-0.015	-0.057	-0.018	-0.014	-0.019	-0.058	-0.018	-0.016	-0.017	-0.017	-0.014	-0.017	-0.017	-0.014	-0.014	-0.057	-0.086	-0.004	-0.004	-0.043	-0.007	-0.003	-0.042	-0.004	-0.003	-0.004	-0.007	-0.001	-0.004	-0.042	-0.006	-0.042	-0.001	-0.003	-0.006	-0.006	-0.042	-0.078	-0.006	-0.007	-0.004	-0.004	-0.006	-0.004	-0.007	-0.006	-0.000	-0.003	0.532	0.528	0.527	0.539	0.528	0.528	0.539	0.527	0.528	0.527	0.528	0.527	0.527	0.536	0.527	0.536	0.527	0.510	0.527	0.528	0.536	0.531	0.527	0.528	0.527	0.527	0.528	0.527	0.528	0.528	0.527	0.510	-0.021	-0.015	0.528	2016_7_19_17_00_07
FLQS30K1GRWY____	0.074	0.075	0.116	0.077	0.078	0.079	0.115	0.078	0.079	0.078	0.078	0.116	0.077	0.118	0.119	0.118	0.116	0.116	0.119	0.079	0.118	0.117	0.119	0.079	0.116	0.116	0.079	0.116	0.078	0.079	0.079	0.116	-0.057	-0.060	-0.062	-0.063	-0.063	-0.061	-0.064	-0.061	-0.061	-0.061	-0.063	-0.064	-0.059	-0.062	-0.063	-0.062	-0.064	-0.063	-0.063	-0.065	-0.062	-0.063	-0.063	-0.063	-0.062	-0.062	-0.065	-0.062	-0.063	-0.065	-0.064	-0.063	0.045	0.048	0.065	0.049	0.050	0.049	0.065	0.048	0.049	0.048	0.050	0.065	0.048	0.065	0.067	0.065	0.065	0.066	0.067	0.051	0.065	0.066	0.067	0.050	0.065	0.065	0.051	0.065	0.050	0.051	0.050	0.066	0.098	-0.063	0.057	2016_7_19_17_00_07
FLQS30JCGRWV____	-0.055	-0.053	-0.013	-0.012	-0.011	-0.011	-0.013	-0.012	-0.011	-0.012	-0.011	-0.012	-0.049	-0.012	-0.011	-0.012	-0.012	-0.011	-0.011	-0.050	-0.012	-0.012	-0.011	-0.053	-0.013	-0.013	-0.050	-0.013	-0.011	-0.050	-0.052	-0.011	0.002	0.003	0.003	0.005	0.007	0.006	0.006	0.005	0.006	0.005	0.007	0.004	0.003	0.004	0.003	0.004	0.004	0.005	0.003	0.004	0.004	0.004	0.003	0.002	0.003	0.003	0.004	0.003	0.007	0.004	0.000	0.005	-0.056	-0.056	-0.038	-0.039	-0.039	-0.039	-0.039	-0.039	-0.039	-0.039	-0.039	-0.039	-0.053	-0.038	-0.038	-0.038	-0.039	-0.038	-0.038	-0.054	-0.038	-0.038	-0.038	-0.055	-0.038	-0.038	-0.054	-0.038	-0.039	-0.054	-0.054	-0.038	-0.022	0.004	-0.042	2016_7_19_17_00_08
FLQS30J0GRWV____	-0.069	-0.068	-0.110	-0.066	-0.066	-0.067	-0.066	-0.066	-0.067	-0.066	-0.066	-0.111	-0.109	-0.109	-0.112	-0.109	-0.111	-0.066	-0.112	-0.066	-0.109	-0.064	-0.112	-0.064	-0.110	-0.110	-0.066	-0.110	-0.066	-0.066	-0.065	-0.066	0.046	0.020	0.022	0.017	0.013	0.048	0.050	0.017	0.048	0.017	0.013	0.021	0.085	0.017	0.052	0.017	0.021	0.017	0.052	0.051	0.017	0.052	0.052	0.019	0.022	0.022	0.051	0.022	0.013	0.051	0.015	0.017	-0.042	-0.033	-0.052	-0.032	-0.030	-0.041	-0.041	-0.032	-0.041	-0.032	-0.030	-0.051	-0.069	-0.050	-0.061	-0.050	-0.051	-0.031	-0.061	-0.041	-0.050	-0.041	-0.061	-0.031	-0.052	-0.052	-0.041	-0.052	-0.030	-0.041	-0.031	-0.031	-0.084	0.031	-0.043	2016_7_19_17_00_08
FLQS30HZGRWY____	0.009	0.055	0.053	0.051	0.055	0.055	0.054	0.050	0.055	0.050	0.055	0.055	0.053	0.053	0.050	0.053	0.055	0.054	0.050	0.055	0.053	0.047	0.050	0.051	0.053	0.053	0.055	0.053	0.055	0.055	0.013	0.054	-0.056	-0.013	-0.013	-0.015	-0.018	-0.053	-0.054	-0.014	-0.053	-0.014	-0.018	-0.014	-0.050	-0.012	-0.015	-0.012	-0.014	-0.019	-0.015	-0.018	-0.012	-0.018	-0.015	-0.012	-0.013	-0.013	-0.018	-0.013	-0.018	-0.018	-0.020	-0.019	0.032	0.040	0.039	0.038	0.041	0.051	0.051	0.037	0.051	0.037	0.041	0.040	0.049	0.038	0.038	0.038	0.040	0.040	0.038	0.041	0.038	0.037	0.038	0.038	0.039	0.039	0.041	0.039	0.041	0.041	0.023	0.040	0.050	-0.021	0.040	2016_7_19_17_00_08
FLQS30H6GRWV____	0.101	0.100	0.098	0.098	0.061	0.060	0.059	0.097	0.060	0.097	0.061	0.099	0.059	0.099	0.058	0.099	0.099	0.098	0.058	0.061	0.099	0.098	0.058	0.098	0.098	0.098	0.061	0.098	0.061	0.061	0.063	0.098	0.050	0.018	0.022	0.020	0.015	0.014	0.048	0.017	0.014	0.017	0.015	0.054	0.015	0.021	0.018	0.021	0.054	0.021	0.018	0.015	0.021	0.021	0.018	0.018	0.022	0.022	0.015	0.022	0.015	0.015	0.017	0.021	0.000	0.008	0.006	0.007	-0.006	-0.006	-0.017	0.008	-0.006	0.008	-0.006	-0.002	-0.008	0.007	-0.009	0.007	-0.002	0.007	-0.009	-0.007	0.007	0.007	-0.009	0.008	0.006	0.006	-0.007	0.006	-0.006	-0.007	-0.006	0.007	0.082	0.022	-0.000	2016_7_19_17_00_08
FLQS30GQGRWV____	0.347	0.349	0.347	0.348	0.388	0.347	0.345	0.348	0.347	0.348	0.388	0.346	0.348	0.344	0.344	0.344	0.346	0.344	0.344	0.389	0.344	0.344	0.344	0.348	0.347	0.347	0.389	0.347	0.388	0.389	0.305	0.344	0.058	0.059	0.062	0.059	0.062	0.058	0.024	0.057	0.058	0.057	0.062	0.060	0.021	0.022	0.023	0.022	0.060	0.024	0.023	0.099	0.022	0.022	0.023	0.020	0.062	0.062	0.099	0.062	0.062	0.099	-0.015	0.024	0.836	0.836	0.835	0.836	0.851	0.837	0.845	0.836	0.837	0.836	0.851	0.835	0.847	0.845	0.845	0.845	0.835	0.845	0.845	0.841	0.845	0.844	0.845	0.847	0.835	0.835	0.841	0.835	0.851	0.841	0.840	0.845	0.353	0.047	0.841	2016_7_19_17_00_08
FLQS30GCGRWY____	-0.004	-0.006	-0.004	-0.005	-0.007	-0.006	-0.008	-0.006	-0.006	-0.006	-0.007	-0.005	-0.006	-0.006	-0.005	-0.006	-0.005	-0.005	-0.005	-0.007	-0.006	-0.004	-0.005	-0.007	-0.004	-0.004	-0.007	-0.004	-0.007	-0.007	-0.006	-0.005	-0.003	-0.004	-0.003	-0.003	-0.005	-0.002	-0.002	0.030	-0.002	0.030	-0.005	-0.003	0.031	-0.003	-0.003	-0.003	-0.003	-0.001	-0.003	-0.001	-0.003	-0.001	-0.003	-0.005	-0.003	-0.003	-0.001	-0.003	-0.005	-0.001	0.000	-0.001	0.003	0.003	0.003	0.003	0.003	0.002	0.001	-0.007	0.002	-0.007	0.003	0.003	-0.007	0.002	0.003	0.002	0.003	0.002	0.003	0.001	0.002	0.002	0.003	0.002	0.003	0.003	0.001	0.003	0.003	0.001	0.002	0.002	-0.006	0.000	0.002	2016_7_19_17_00_08
FLQS30G5GRWY____	0.110	0.109	0.074	0.107	0.110	0.110	0.063	0.107	0.110	0.107	0.110	0.071	0.108	0.069	0.073	0.069	0.071	0.109	0.073	0.061	0.069	0.109	0.073	0.108	0.074	0.074	0.061	0.074	0.110	0.061	0.064	0.109	-0.022	-0.061	-0.058	-0.058	-0.056	-0.015	-0.024	-0.019	-0.015	-0.019	-0.056	-0.058	-0.056	-0.023	-0.054	-0.023	-0.058	-0.055	-0.054	-0.108	-0.023	-0.019	-0.054	-0.055	-0.058	-0.058	-0.108	-0.058	-0.056	-0.108	-0.064	-0.055	0.049	0.059	0.043	0.057	0.057	0.046	0.029	0.046	0.046	0.046	0.057	0.042	0.057	0.031	0.041	0.031	0.042	0.057	0.041	0.052	0.031	0.047	0.041	0.057	0.043	0.043	0.052	0.043	0.057	0.052	0.041	0.057	0.088	-0.050	0.047	2016_7_19_17_00_08
FLQS30E9GRWY____	-0.058	-0.055	-0.055	-0.060	-0.058	-0.058	-0.055	-0.056	-0.058	-0.056	-0.058	-0.051	-0.057	-0.052	-0.057	-0.052	-0.051	-0.053	-0.057	-0.055	-0.052	-0.053	-0.057	-0.054	-0.055	-0.055	-0.055	-0.055	-0.058	-0.055	-0.054	-0.053	-0.026	0.009	-0.031	-0.077	-0.047	-0.030	0.003	-0.030	-0.030	-0.030	-0.047	0.009	-0.030	-0.031	0.005	-0.031	0.009	0.005	0.005	-0.031	-0.031	0.007	0.005	0.008	-0.031	-0.031	-0.031	-0.031	-0.047	-0.031	0.007	0.005	0.531	0.521	0.533	0.544	0.536	0.532	0.523	0.532	0.532	0.532	0.536	0.523	0.532	0.534	0.522	0.534	0.523	0.524	0.522	0.533	0.534	0.523	0.522	0.522	0.533	0.533	0.533	0.533	0.536	0.533	0.522	0.524	-0.055	-0.020	0.530	2016_7_19_17_00_08
FLQS30DZGRWV	-0.074	-0.075	-0.118	-0.073	-0.073	-0.071	-0.078	-0.074	-0.071	-0.074	-0.073	-0.079	-0.072	-0.118	-0.117	-0.118	-0.079	-0.074	-0.117	-0.072	-0.118	-0.076	-0.117	-0.073	-0.118	-0.118	-0.072	-0.118	-0.073	-0.072	-0.072	-0.074	0.068	0.102	0.102	0.104	0.066	0.103	0.100	0.099	0.103	0.099	0.066	0.106	0.065	0.065	0.104	0.065	0.106	0.135	0.104	0.104	0.065	0.065	0.104	0.102	0.102	0.102	0.104	0.102	0.066	0.104	0.102	0.135	-0.541	-0.551	-0.569	-0.550	-0.540	-0.549	-0.552	-0.550	-0.549	-0.550	-0.540	-0.553	-0.540	-0.558	-0.569	-0.558	-0.553	-0.560	-0.569	-0.550	-0.558	-0.541	-0.569	-0.551	-0.569	-0.569	-0.550	-0.569	-0.540	-0.550	-0.549	-0.560	-0.088	0.094	-0.554	2016_7_19_17_00_09
FLQS30D5GRWQ____	-0.062	-0.061	-0.101	-0.024	-0.062	-0.062	-0.064	-0.063	-0.062	-0.063	-0.062	-0.099	-0.063	-0.065	-0.064	-0.065	-0.099	-0.062	-0.064	-0.063	-0.065	-0.062	-0.064	-0.063	-0.101	-0.101	-0.063	-0.101	-0.062	-0.063	-0.060	-0.062	0.055	0.054	0.051	0.019	0.053	0.053	0.051	0.053	0.053	0.053	0.053	0.089	0.052	0.016	0.017	0.016	0.089	0.053	0.017	0.053	0.016	0.054	0.017	0.023	0.051	0.051	0.053	0.051	0.053	0.053	0.092	0.053	0.055	0.056	0.040	0.081	0.055	0.055	0.055	0.056	0.055	0.056	0.055	0.030	0.055	0.065	0.065	0.065	0.030	0.055	0.065	0.055	0.065	0.055	0.065	0.064	0.040	0.040	0.055	0.040	0.055	0.055	0.045	0.055	-0.069	0.047	0.054	2016_7_19_17_00_09
FLQS30CMGRWQ____	0.058	0.018	0.061	0.020	0.019	0.020	0.060	0.019	0.020	0.019	0.019	0.061	0.020	0.062	0.058	0.062	0.061	0.017	0.058	0.020	0.062	0.019	0.058	0.019	0.061	0.061	0.020	0.061	0.019	0.020	0.019	0.017	-0.004	-0.042	-0.008	-0.008	-0.005	-0.010	-0.038	-0.043	-0.010	-0.043	-0.005	-0.008	-0.009	-0.007	-0.043	-0.007	-0.008	-0.000	-0.043	-0.007	-0.007	-0.039	-0.043	-0.044	-0.008	-0.008	-0.007	-0.008	-0.005	-0.007	-0.039	-0.000	0.535	0.529	0.537	0.520	0.519	0.520	0.545	0.529	0.520	0.529	0.519	0.537	0.520	0.537	0.545	0.537	0.537	0.517	0.545	0.519	0.537	0.528	0.545	0.529	0.537	0.537	0.519	0.537	0.519	0.519	0.528	0.517	0.037	-0.018	0.530	2016_7_19_17_00_09
FLQS30BWGRWY____	0.054	0.010	0.013	0.010	0.045	0.047	0.012	0.009	0.047	0.009	0.045	0.014	0.050	0.012	0.011	0.012	0.014	0.012	0.011	0.010	0.012	0.016	0.011	0.010	0.013	0.013	0.010	0.013	0.045	0.010	0.050	0.012	-0.014	-0.011	-0.047	-0.051	-0.012	-0.013	-0.010	-0.015	-0.013	-0.015	-0.012	-0.015	-0.046	-0.051	-0.012	-0.051	-0.015	-0.043	-0.012	-0.046	-0.051	-0.081	-0.012	-0.047	-0.047	-0.047	-0.046	-0.047	-0.012	-0.046	-0.045	-0.043	0.029	0.009	0.021	0.020	0.025	0.025	0.010	0.010	0.025	0.010	0.025	0.012	0.036	0.022	0.010	0.022	0.012	0.019	0.010	0.019	0.022	0.031	0.010	0.019	0.021	0.021	0.019	0.021	0.025	0.019	0.035	0.019	0.021	-0.032	0.020	2016_7_19_17_00_09
FLQS30BJGRWV____	-0.023	-0.022	-0.021	-0.021	-0.021	-0.021	-0.021	-0.023	-0.021	-0.023	-0.021	-0.022	-0.021	-0.021	-0.021	-0.021	-0.022	-0.021	-0.021	-0.018	-0.021	-0.020	-0.021	-0.019	-0.021	-0.021	-0.018	-0.021	-0.021	-0.018	-0.019	-0.021	0.041	0.010	0.007	0.010	0.010	0.046	0.007	0.009	0.046	0.009	0.010	0.041	0.011	0.007	0.007	0.007	0.041	0.007	0.007	0.011	0.007	0.009	0.007	0.008	0.007	0.007	0.011	0.007	0.010	0.011	0.011	0.007	0.581	0.589	0.591	0.591	0.591	0.580	0.591	0.589	0.580	0.589	0.591	0.581	0.590	0.591	0.591	0.591	0.581	0.591	0.591	0.591	0.591	0.591	0.591	0.591	0.591	0.591	0.591	0.591	0.591	0.591	0.591	0.591	-0.021	0.014	0.589	2016_7_19_17_00_09
FLQS30AEGRWV____	0.058	0.013	0.014	0.052	0.054	0.055	0.016	0.052	0.055	0.052	0.054	0.051	0.015	0.017	0.015	0.017	0.051	0.016	0.015	0.054	0.017	0.015	0.015	0.054	0.014	0.014	0.054	0.014	0.054	0.054	0.053	0.016	0.041	-0.045	-0.043	-0.006	-0.003	0.034	-0.003	-0.004	0.034	-0.004	-0.003	-0.002	-0.003	-0.006	-0.005	-0.006	-0.002	-0.007	-0.005	-0.005	-0.006	-0.003	-0.005	-0.006	-0.043	-0.043	-0.005	-0.043	-0.003	-0.005	-0.006	-0.007	0.646	0.652	0.652	0.657	0.657	0.647	0.641	0.656	0.647	0.656	0.657	0.655	0.641	0.643	0.642	0.643	0.655	0.642	0.642	0.658	0.643	0.641	0.642	0.658	0.652	0.652	0.658	0.652	0.657	0.658	0.657	0.642	0.034	-0.007	0.650	2016_7_19_17_00_09
FLQS309TGRWY____	0.015	0.053	0.053	0.016	0.016	0.016	0.015	0.053	0.016	0.053	0.016	0.053	0.054	0.014	0.054	0.014	0.053	0.012	0.054	0.015	0.014	0.014	0.054	0.015	0.053	0.053	0.015	0.053	0.016	0.015	0.015	0.012	-0.056	-0.055	-0.054	-0.092	-0.051	-0.056	-0.055	-0.056	-0.056	-0.056	-0.051	-0.054	-0.056	-0.091	-0.059	-0.091	-0.054	-0.058	-0.059	-0.058	-0.091	-0.051	-0.059	-0.089	-0.054	-0.054	-0.058	-0.054	-0.051	-0.058	-0.056	-0.058	0.557	0.572	0.572	0.567	0.555	0.557	0.555	0.572	0.557	0.572	0.555	0.571	0.572	0.565	0.573	0.565	0.571	0.556	0.573	0.557	0.565	0.555	0.573	0.566	0.572	0.572	0.557	0.572	0.555	0.557	0.557	0.556	0.030	-0.061	0.564	2016_7_19_17_00_09
FLQS309QGRWV____	-0.003	0.000	-0.037	-0.000	-0.002	-0.001	-0.002	-0.001	-0.001	-0.001	-0.002	-0.037	0.001	-0.004	-0.005	-0.004	-0.037	-0.001	-0.005	-0.001	-0.004	-0.002	-0.005	-0.000	-0.037	-0.037	-0.001	-0.037	-0.002	-0.001	-0.004	-0.001	-0.005	-0.004	-0.003	-0.003	-0.004	-0.039	-0.001	-0.003	-0.039	-0.003	-0.004	-0.003	-0.001	0.000	-0.001	0.000	-0.003	-0.003	-0.001	-0.003	0.000	-0.002	-0.001	-0.005	-0.003	-0.003	-0.003	-0.003	-0.004	-0.003	-0.003	-0.003	0.613	0.614	0.599	0.614	0.614	0.624	0.613	0.614	0.624	0.614	0.614	0.599	0.614	0.611	0.611	0.611	0.599	0.614	0.611	0.615	0.611	0.614	0.611	0.615	0.599	0.599	0.615	0.599	0.614	0.615	0.613	0.614	-0.009	-0.005	0.611	2016_7_19_17_00_09
FLQS309NGRWM____	-0.039	0.003	-0.032	-0.038	0.002	0.002	0.001	-0.036	0.002	-0.036	0.002	0.039	-0.035	0.001	-0.038	0.001	0.039	0.001	-0.038	0.001	0.001	0.000	-0.038	-0.036	-0.032	-0.032	0.001	-0.032	0.002	0.001	0.003	0.001	-0.049	-0.010	-0.012	-0.055	-0.012	-0.014	-0.007	-0.007	-0.014	-0.007	-0.012	-0.008	-0.006	-0.009	0.034	-0.009	-0.008	-0.009	0.034	-0.013	-0.009	-0.048	0.034	-0.007	-0.012	-0.012	-0.013	-0.012	-0.012	-0.013	-0.049	-0.009	-0.024	-0.017	-0.032	-0.023	-0.018	-0.017	-0.020	-0.035	-0.017	-0.035	-0.018	-0.003	-0.035	-0.019	-0.047	-0.019	-0.003	-0.019	-0.047	-0.018	-0.019	-0.008	-0.047	-0.034	-0.032	-0.032	-0.018	-0.032	-0.018	-0.018	-0.007	-0.019	-0.011	-0.011	-0.023	2016_7_19_17_00_10
FLQS308YGRWQ____	0.005	0.006	-0.030	0.007	0.008	0.007	0.007	0.007	0.007	0.007	0.008	-0.033	0.008	0.007	-0.035	0.007	-0.033	-0.033	-0.035	0.009	0.007	0.008	-0.035	0.006	-0.030	-0.030	0.009	-0.030	0.008	0.009	0.007	-0.033	-0.009	-0.007	-0.006	-0.004	-0.004	-0.004	-0.005	-0.007	-0.004	-0.007	-0.004	-0.005	-0.006	-0.007	-0.003	-0.007	-0.005	-0.004	-0.003	-0.004	-0.007	-0.002	-0.003	-0.005	-0.006	-0.006	-0.004	-0.006	-0.004	-0.004	-0.002	-0.004	-0.027	-0.027	-0.042	-0.028	-0.027	-0.028	-0.028	-0.027	-0.028	-0.027	-0.027	-0.045	-0.026	-0.027	-0.046	-0.027	-0.045	-0.045	-0.046	-0.027	-0.027	-0.028	-0.046	-0.028	-0.042	-0.042	-0.027	-0.042	-0.027	-0.027	-0.029	-0.045	-0.006	-0.005	-0.033	2016_7_19_17_00_10
FLQS3084GRWM____	-0.011	-0.015	-0.053	-0.050	-0.013	-0.012	-0.053	-0.008	-0.012	-0.008	-0.013	-0.052	-0.052	-0.052	-0.052	-0.052	-0.052	-0.009	-0.052	-0.013	-0.052	-0.007	-0.052	-0.011	-0.053	-0.053	-0.013	-0.053	-0.013	-0.013	-0.012	-0.009	0.033	-0.003	-0.003	0.002	0.002	0.004	-0.039	0.003	0.004	0.003	0.002	-0.000	0.000	0.003	0.002	0.003	-0.000	0.003	0.002	0.005	0.003	0.002	0.002	0.005	-0.003	-0.003	0.005	-0.003	0.002	0.005	0.004	0.003	-0.072	-0.064	-0.080	-0.079	-0.065	-0.064	-0.069	-0.062	-0.064	-0.062	-0.065	-0.080	-0.080	-0.080	-0.080	-0.080	-0.080	-0.063	-0.080	-0.065	-0.080	-0.062	-0.080	-0.063	-0.080	-0.080	-0.065	-0.080	-0.065	-0.065	-0.064	-0.063	-0.030	0.002	-0.071	2016_7_19_17_00_10
