SN	Distance_X_LOGO_Battery_Left1	Distance_X_LOGO_Battery_Left2	Distance_X_LOGO_Battery_Left3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Left1	Distance_Y_LOGO_Battery_Left2	Distance_Y_LOGO_Battery_Left3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Left1	Angle_Battery_Left2	Angle_Battery_Left3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLQS30KVGRWV____	-9.311	-9.131	-9.033	-9.271	-9.202	-9.316	-9.058	-9.077	-8.962	-9.143	-9.078	-8.962	-9.182	-9.217	-8.845	-8.964	-8.983	-9.341	-9.366	-9.018	-9.194	-9.263	-8.871	-8.632	-8.879	-9.184	-9.226	-9.231	-9.330	-9.339	-8.969	-9.184	117.460	117.285	117.930	117.664	117.612	117.346	117.821	117.850	117.525	117.441	117.595	117.850	117.546	117.689	117.708	117.840	117.983	117.068	117.462	117.404	117.426	117.434	117.649	117.499	117.750	117.675	117.484	117.362	117.630	117.741	117.627	117.433	94.637	94.557	94.485	94.610	94.579	94.644	94.501	94.509	94.466	94.557	94.519	94.454	94.571	94.583	94.402	94.455	94.459	94.667	94.664	94.497	94.582	94.615	94.417	94.307	94.417	94.568	94.595	94.602	94.640	94.640	94.465	94.577	2016_7_19_17_09_30
FLQS30KBGRWV____	-9.207	-9.119	-9.039	-9.227	-9.202	-9.264	-9.253	-9.145	-9.150	-9.154	-9.146	-9.269	-9.192	-9.286	-8.844	-9.096	-8.894	-9.459	-9.325	-8.962	-9.261	-9.336	-8.932	-8.877	-9.017	-9.145	-8.995	-9.067	-9.298	-9.412	-9.157	-9.194	117.613	118.080	117.763	117.755	118.364	117.618	117.908	118.003	117.801	117.767	117.875	118.059	117.754	117.972	117.861	117.988	117.629	117.786	117.676	117.694	117.580	117.707	118.061	117.644	117.835	117.837	118.194	117.719	117.858	118.014	117.905	117.638	94.492	94.432	94.405	94.496	94.462	94.520	94.504	94.448	94.458	94.461	94.453	94.505	94.480	94.517	94.307	94.424	94.340	94.608	94.547	94.371	94.520	94.551	94.343	94.331	94.392	94.454	94.368	94.421	94.527	94.576	94.457	94.485	2016_7_19_17_09_30
FLQS30CWGRWV____	-9.209	-9.134	-9.286	-9.139	-9.286	-9.388	-9.110	-8.876	-9.012	-9.152	-8.972	-9.282	-9.173	-9.234	-8.904	-8.844	-9.126	-9.297	-9.440	-9.093	-9.307	-9.256	-9.124	-8.762	-8.941	-9.006	-9.304	-9.200	-9.292	-9.424	-9.267	-9.177	117.676	117.554	117.433	118.507	117.384	117.495	118.332	118.028	118.303	117.908	117.629	117.612	118.432	117.726	118.229	118.082	117.677	117.685	117.603	117.558	118.183	118.184	117.280	117.348	118.470	118.332	117.456	117.653	117.932	117.641	118.248	118.110	94.333	94.301	94.379	94.268	94.381	94.426	94.260	94.159	94.214	94.296	94.220	94.371	94.287	94.343	94.165	94.141	94.293	94.375	94.447	94.281	94.361	94.336	94.307	94.128	94.174	94.210	94.387	94.329	94.363	94.438	94.339	94.301	2016_7_19_17_09_30
FLQS30C7GRWV____	-9.329	-9.249	-9.278	-9.223	-9.394	-9.265	-9.276	-9.159	-9.150	-9.015	-9.149	-9.029	-9.130	-9.219	-9.160	-8.770	-8.578	-9.284	-9.267	-9.024	-9.316	-9.262	-8.948	-8.772	-8.845	-9.091	-9.034	-9.247	-9.232	-9.407	-9.226	-9.190	117.966	118.229	118.054	118.365	117.993	118.111	117.695	117.969	117.970	118.333	118.233	118.169	118.368	118.461	118.143	118.507	118.026	118.229	117.915	118.169	118.116	118.323	117.830	117.764	118.201	118.196	118.141	118.061	118.217	118.438	118.080	118.122	94.441	94.392	94.413	94.375	94.471	94.405	94.426	94.359	94.354	94.276	94.344	94.289	94.330	94.369	94.353	94.152	94.076	94.409	94.413	94.286	94.429	94.395	94.262	94.180	94.199	94.317	94.292	94.398	94.385	94.460	94.387	94.368	2016_7_19_17_09_30
FLQS29JFGRX5____	-9.210	-9.188	-9.402	-9.222	-8.967	-9.150	-9.253	-9.093	-8.967	-9.027	-9.105	-9.236	-8.727	-9.343	-9.055	-8.788	-9.013	-9.398	-9.324	-9.042	-9.189	-9.270	-8.881	-8.773	-8.894	-9.216	-9.486	-9.071	-9.472	-9.532	-9.290	-9.248	118.094	118.364	118.294	118.365	118.397	117.859	118.261	118.024	118.096	118.068	118.043	117.771	118.380	118.382	117.832	118.233	118.163	118.284	118.214	117.786	118.316	118.190	118.086	117.703	118.452	117.868	117.672	118.081	117.882	118.118	117.943	118.242	94.333	94.312	94.418	94.329	94.205	94.313	94.348	94.279	94.216	94.246	94.284	94.358	94.090	94.386	94.268	94.125	94.235	94.416	94.383	94.264	94.315	94.358	94.175	94.136	94.168	94.345	94.482	94.267	94.468	94.487	94.377	94.346	2016_7_19_17_09_30
FLQS22XEGRX2____	-9.060	-9.121	-8.971	-9.145	-9.148	-9.142	-9.111	-8.999	-9.007	-9.154	-8.939	-9.014	-9.111	-9.410	-8.966	-9.035	-8.996	-9.276	-9.061	-8.689	-9.247	-9.260	-9.120	-8.816	-9.006	-9.026	-9.228	-8.911	-9.288	-9.335	-9.213	-8.977	117.662	117.604	117.417	118.016	117.556	116.894	117.983	117.943	117.945	117.234	118.153	117.877	118.090	117.050	117.868	117.385	117.939	118.011	117.664	117.559	117.689	117.562	116.741	117.103	117.557	117.231	117.573	118.051	117.775	117.952	117.624	117.699	94.253	94.284	94.219	94.281	94.299	94.322	94.265	94.213	94.216	94.314	94.176	94.222	94.261	94.446	94.200	94.251	94.212	94.344	94.253	94.077	94.342	94.354	94.317	94.155	94.230	94.252	94.337	94.166	94.359	94.375	94.328	94.211	2016_7_19_17_09_31
FLQS22TQGRX2____	-9.337	-9.332	-9.056	-9.417	-9.296	-9.355	-9.268	-9.308	-9.228	-9.232	-9.245	-9.296	-9.396	-9.431	-9.135	-8.933	-9.154	-9.433	-9.336	-9.235	-9.346	-9.474	-9.149	-8.901	-8.984	-9.222	-9.444	-9.320	-9.485	-9.495	-9.421	-9.334	117.930	117.808	118.030	118.073	117.824	117.275	117.977	117.260	117.945	117.759	117.277	117.931	117.467	117.566	117.323	117.460	117.214	117.334	117.939	117.277	117.488	117.827	117.071	117.245	117.772	118.039	117.493	117.899	118.039	117.679	117.300	117.487	94.388	94.390	94.248	94.421	94.372	94.422	94.353	94.399	94.335	94.343	94.368	94.368	94.434	94.447	94.313	94.210	94.326	94.457	94.387	94.363	94.409	94.458	94.329	94.203	94.223	94.328	94.457	94.381	94.455	94.474	94.453	94.404	2016_7_19_17_09_31
FLQS21YXGRX2____	-9.175	-8.909	-8.874	-9.117	-9.231	-9.174	-9.106	-8.866	-8.939	-9.058	-8.989	-9.243	-9.022	-9.013	-8.764	-8.895	-8.719	-9.135	-9.177	-8.804	-8.967	-9.241	-8.857	-8.613	-8.858	-8.937	-9.126	-8.838	-9.197	-9.178	-9.130	-9.021	117.460	117.481	118.005	118.135	117.670	117.410	117.523	117.466	117.411	117.622	117.788	117.337	118.066	117.639	117.464	117.387	118.070	117.725	117.466	117.540	117.680	117.621	117.323	117.446	117.497	117.374	118.033	117.769	117.766	118.147	117.571	117.951	94.601	94.471	94.435	94.547	94.620	94.602	94.565	94.451	94.488	94.538	94.499	94.638	94.504	94.516	94.401	94.468	94.358	94.571	94.601	94.418	94.492	94.626	94.452	94.328	94.446	94.489	94.555	94.426	94.600	94.576	94.575	94.508	2016_7_19_17_09_31
FLQS2AVTGRX5____	-9.403	-9.332	-9.463	-9.361	-9.036	-9.213	-9.262	-9.226	-9.201	-9.228	-9.100	-9.103	-9.197	-9.298	-9.069	-9.114	-8.938	-9.478	-9.332	-9.030	-9.329	-9.633	-9.026	-8.887	-9.141	-9.217	-9.435	-9.257	-9.414	-9.414	-9.406	-9.329	117.641	117.775	117.910	117.917	117.997	117.779	117.941	117.692	118.488	117.805	118.030	118.026	118.096	117.935	117.633	117.937	118.706	117.575	117.946	117.961	117.970	117.731	117.631	117.795	117.741	117.919	117.722	118.042	118.184	118.369	117.739	117.735	94.484	94.444	94.502	94.453	94.293	94.386	94.404	94.396	94.354	94.393	94.322	94.324	94.367	94.422	94.322	94.333	94.220	94.523	94.437	94.291	94.435	94.591	94.301	94.228	94.353	94.383	94.496	94.397	94.468	94.461	94.481	94.444	2016_7_19_17_09_31
FLQS3087GRWV____	-8.926	-9.046	-8.895	-9.140	-8.892	-9.183	-8.906	-8.875	-8.997	-8.949	-8.803	-8.891	-9.112	-8.750	-8.782	-8.702	-8.870	-9.077	-9.116	-8.870	-9.166	-9.248	-8.924	-8.676	-8.754	-9.010	-9.272	-8.987	-9.090	-9.384	-9.004	-8.902	117.679	117.806	117.573	117.940	117.649	117.488	118.119	117.803	117.939	117.580	118.146	117.684	117.746	117.848	117.415	117.867	117.676	118.016	117.862	118.015	117.889	117.572	117.276	117.586	117.841	117.575	117.443	117.584	117.787	117.760	118.107	117.970	94.220	94.274	94.209	94.314	94.205	94.352	94.194	94.191	94.245	94.235	94.144	94.203	94.308	94.129	94.160	94.105	94.193	94.281	94.305	94.181	94.328	94.380	94.234	94.102	94.131	94.265	94.397	94.253	94.296	94.439	94.242	94.198	2016_7_19_17_09_31
