SN	Distance_X_LOGO_Front_Camera_LD1	Distance_X_LOGO_Front_Camera_LD2	Distance_X_LOGO_Front_Camera_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Front_Camera_LD1	Distance_Y_LOGO_Front_Camera_LD2	Distance_Y_LOGO_Front_Camera_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Front_Camera_LD1	Angle_Front_Camera_LD2	Angle_Front_Camera_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLQS2044GRWY____	-23.136	-23.061	-23.025	-22.953	-22.953	-22.886	-22.920	-22.849	-22.848	-22.851	-22.847	-22.847	-22.960	-22.886	-22.882	-22.886	-22.848	-22.883	-22.920	-22.815	-22.851	-22.886	-22.920	-22.996	-22.886	-22.847	-22.853	-22.999	-22.883	-22.955	-22.955	-22.960	139.038	138.978	139.052	139.081	139.081	139.099	139.117	138.953	139.061	139.100	139.079	139.079	139.014	139.095	139.077	139.095	139.061	139.040	139.050	139.015	139.100	139.014	138.777	139.045	138.822	139.079	138.851	139.079	138.976	138.814	138.982	139.014	99.583	99.557	99.537	99.507	99.507	99.478	99.491	99.473	99.466	99.464	99.464	99.464	99.514	99.479	99.478	99.479	99.466	99.481	99.495	99.455	99.464	99.484	99.513	99.526	99.497	99.464	99.482	99.525	99.485	99.525	99.514	99.514	2016_7_19_17_06_39
FLQS312SGRWV____	-22.901	-22.833	-22.832	-22.757	-22.757	-22.689	-22.726	-22.696	-22.696	-22.697	-22.695	-22.695	-22.721	-22.732	-22.689	-22.732	-22.696	-22.689	-22.719	-22.657	-22.697	-22.686	-22.693	-22.768	-22.729	-22.695	-22.649	-22.765	-22.683	-22.758	-22.727	-22.721	138.824	138.836	138.834	138.906	138.906	138.917	138.908	138.842	138.881	138.917	138.904	138.904	138.901	138.917	138.947	138.917	138.881	138.910	138.939	138.943	138.917	138.901	138.810	138.801	138.811	138.904	138.880	138.870	138.846	138.848	138.810	138.901	99.475	99.448	99.447	99.413	99.413	99.384	99.400	99.392	99.390	99.388	99.388	99.388	99.398	99.402	99.382	99.402	99.390	99.385	99.395	99.370	99.388	99.384	99.393	99.424	99.407	99.388	99.371	99.418	99.387	99.417	99.406	99.398	2016_7_19_17_06_39
FLQS31J6GRWY____	-23.314	-23.031	-23.248	-23.101	-23.101	-22.893	-22.930	-22.858	-22.858	-22.858	-22.817	-22.817	-22.928	-22.894	-22.892	-22.894	-22.858	-22.929	-22.927	-22.822	-22.858	-22.851	-22.931	-22.933	-22.929	-22.817	-22.856	-22.919	-22.846	-22.963	-22.887	-22.928	138.822	138.900	138.858	138.908	138.908	138.944	138.924	138.872	138.912	139.018	138.945	138.945	138.888	139.009	138.935	139.009	138.912	138.895	138.924	138.938	139.018	138.895	138.828	138.820	138.836	138.945	138.866	138.940	138.839	138.829	138.842	138.888	99.617	99.498	99.588	99.525	99.525	99.439	99.456	99.430	99.428	99.421	99.409	99.409	99.457	99.435	99.440	99.435	99.428	99.457	99.454	99.411	99.421	99.426	99.462	99.464	99.461	99.409	99.430	99.450	99.428	99.475	99.444	99.457	2016_7_19_17_06_26
FLQS31FWGRWY____	-23.110	-23.043	-23.079	-23.049	-23.049	-22.899	-22.937	-22.864	-22.861	-22.863	-22.863	-22.863	-22.937	-22.899	-22.894	-22.899	-22.861	-22.894	-22.937	-22.828	-22.863	-22.901	-22.940	-22.930	-22.894	-22.863	-22.867	-22.975	-22.903	-22.971	-22.934	-22.937	138.923	138.921	138.976	138.923	138.923	139.018	138.993	138.891	138.983	139.019	138.960	138.960	138.960	139.015	139.009	139.015	138.983	138.972	138.956	138.961	139.019	138.960	138.817	138.941	138.859	138.960	138.889	138.954	138.817	138.896	138.854	138.960	99.424	99.397	99.408	99.400	99.400	99.333	99.350	99.327	99.320	99.318	99.322	99.322	99.352	99.333	99.332	99.333	99.320	99.334	99.352	99.308	99.318	99.338	99.363	99.351	99.342	99.322	99.328	99.368	99.348	99.370	99.358	99.352	2016_7_19_17_06_26
FLQS31CRGRWY____	-23.403	-23.365	-23.329	-23.295	-23.295	-23.227	-23.261	-23.189	-23.156	-23.158	-23.156	-23.156	-23.260	-23.226	-23.191	-23.226	-23.156	-23.223	-23.261	-23.121	-23.158	-23.224	-23.192	-23.227	-23.224	-23.156	-23.193	-23.266	-23.226	-23.261	-23.227	-23.260	138.825	138.853	138.858	138.886	138.886	138.890	138.893	138.817	138.859	138.893	138.890	138.890	138.886	138.860	138.891	138.860	138.859	138.850	138.889	138.891	138.893	138.886	138.789	138.822	138.753	138.890	138.788	138.855	138.782	138.793	138.755	138.886	99.577	99.560	99.545	99.530	99.530	99.502	99.516	99.492	99.476	99.474	99.474	99.474	99.516	99.504	99.488	99.504	99.476	99.503	99.516	99.460	99.474	99.501	99.495	99.507	99.510	99.474	99.495	99.520	99.509	99.522	99.511	99.516	2016_7_19_17_06_26
FLQS319LGRWY____	-23.126	-23.093	-23.052	-23.024	-23.024	-22.918	-22.989	-22.923	-22.922	-22.925	-22.922	-22.922	-22.987	-22.971	-22.958	-22.971	-22.922	-22.958	-22.987	-22.887	-22.925	-22.918	-22.956	-22.959	-22.959	-22.922	-22.918	-23.073	-22.953	-22.988	-22.960	-22.987	138.864	138.920	138.928	138.954	138.954	138.975	138.988	138.897	139.007	138.974	138.956	138.956	138.949	138.980	138.950	138.980	139.007	138.911	138.989	138.955	138.974	138.895	138.926	138.891	138.866	138.956	138.883	138.962	138.850	138.897	138.856	138.949	99.525	99.509	99.492	99.479	99.479	99.435	99.463	99.442	99.434	99.438	99.438	99.438	99.464	99.456	99.452	99.456	99.434	99.455	99.462	99.424	99.438	99.440	99.453	99.457	99.458	99.438	99.441	99.498	99.457	99.468	99.459	99.464	2016_7_19_17_06_26
FLQS319HGRWY____	-23.111	-22.907	-23.042	-22.844	-22.844	-22.772	-22.808	-22.778	-22.742	-22.779	-22.777	-22.777	-22.807	-22.815	-22.776	-22.815	-22.742	-22.776	-22.806	-22.742	-22.779	-22.769	-22.778	-22.812	-22.815	-22.777	-22.737	-22.844	-22.770	-22.841	-22.812	-22.807	138.875	138.990	138.879	138.922	138.922	138.976	138.955	138.899	138.945	138.972	138.959	138.959	138.917	138.969	138.964	138.969	138.945	138.927	138.955	138.961	138.972	138.964	138.868	138.899	138.826	138.959	138.849	138.919	138.862	138.904	138.864	138.917	99.357	99.268	99.330	99.247	99.247	99.215	99.230	99.222	99.204	99.218	99.217	99.217	99.233	99.232	99.217	99.232	99.204	99.219	99.229	99.204	99.218	99.214	99.224	99.236	99.242	99.217	99.209	99.247	99.221	99.247	99.238	99.233	2016_7_19_17_06_26
FLQS317CGRWY____	-23.036	-22.968	-23.013	-22.904	-22.904	-22.923	-22.866	-22.838	-22.796	-22.796	-22.798	-22.798	-22.867	-22.834	-22.830	-22.834	-22.796	-22.830	-22.866	-22.760	-22.796	-22.832	-22.832	-22.864	-22.831	-22.798	-22.793	-22.950	-22.832	-22.855	-22.866	-22.867	138.916	138.918	138.925	138.889	138.889	138.853	138.927	138.895	138.938	139.044	138.953	138.953	138.888	138.964	138.949	138.964	138.938	138.913	138.926	138.954	139.044	138.885	138.853	138.887	138.799	138.953	138.886	138.886	138.850	138.834	138.850	138.888	99.414	99.387	99.405	99.363	99.363	99.373	99.345	99.336	99.317	99.310	99.316	99.316	99.348	99.330	99.329	99.330	99.317	99.332	99.345	99.301	99.310	99.334	99.336	99.347	99.340	99.316	99.319	99.382	99.336	99.347	99.350	99.348	2016_7_19_17_06_26
FLQS3160GRWY____	-23.248	-23.176	-23.175	-23.107	-23.107	-23.037	-23.073	-23.010	-23.008	-23.008	-23.008	-23.008	-23.070	-23.044	-23.043	-23.044	-23.008	-23.044	-23.102	-22.973	-23.008	-23.035	-23.041	-23.079	-23.042	-23.008	-23.002	-23.108	-23.035	-23.137	-23.080	-23.070	138.824	138.864	138.866	138.901	138.901	138.910	138.934	138.803	138.880	138.910	138.901	138.901	138.899	138.963	138.899	138.963	138.880	138.862	138.891	138.902	138.910	138.897	138.850	138.831	138.804	138.901	138.827	138.897	138.793	138.831	138.763	138.899	99.364	99.332	99.332	99.302	99.302	99.274	99.286	99.270	99.264	99.262	99.263	99.263	99.287	99.273	99.277	99.273	99.264	99.280	99.301	99.248	99.262	99.273	99.279	99.296	99.283	99.263	99.265	99.303	99.281	99.319	99.300	99.287	2016_7_19_17_06_26
FLQS3126GRWV____	-23.045	-23.011	-23.164	-22.943	-22.943	-22.876	-22.907	-22.836	-22.837	-22.837	-22.834	-22.834	-22.908	-22.871	-22.869	-22.871	-22.837	-22.867	-22.907	-22.799	-22.837	-22.871	-22.871	-22.904	-22.873	-22.834	-22.837	-22.942	-22.835	-22.942	-22.904	-22.908	138.781	138.778	138.785	138.812	138.812	138.790	138.847	138.748	138.751	138.817	138.809	138.809	138.806	138.818	138.806	138.818	138.751	138.770	138.846	138.810	138.817	138.806	138.677	138.742	138.716	138.809	138.740	138.812	138.712	138.751	138.687	138.806	99.623	99.610	99.671	99.580	99.580	99.555	99.563	99.541	99.542	99.537	99.537	99.537	99.566	99.551	99.551	99.551	99.542	99.553	99.563	99.523	99.537	99.552	99.560	99.569	99.558	99.537	99.542	99.580	99.544	99.584	99.573	99.566	2016_7_19_17_06_27
FLQS3115GRWV____	-22.730	-22.658	-22.624	-22.591	-22.591	-22.485	-22.553	-22.446	-22.481	-22.446	-22.481	-22.481	-22.556	-22.516	-22.477	-22.516	-22.481	-22.515	-22.514	-22.446	-22.446	-22.521	-22.481	-22.517	-22.512	-22.481	-22.483	-22.591	-22.521	-22.556	-22.513	-22.556	138.930	138.978	138.933	139.019	139.019	138.981	138.999	138.907	138.944	138.977	138.966	138.966	138.962	138.974	139.019	138.974	138.944	138.928	139.059	138.929	138.977	138.964	138.869	138.861	138.833	138.966	138.895	138.965	138.860	138.911	138.914	138.962	99.265	99.233	99.223	99.204	99.204	99.163	99.190	99.153	99.164	99.148	99.163	99.163	99.193	99.177	99.158	99.177	99.164	99.179	99.170	99.152	99.148	99.179	99.169	99.184	99.184	99.163	99.168	99.207	99.186	99.197	99.179	99.193	2016_7_19_17_06_27
FLQS310RGRWV____	-23.234	-23.203	-23.164	-23.095	-23.095	-23.066	-23.062	-22.990	-22.990	-22.991	-22.990	-22.990	-23.058	-23.027	-23.026	-23.027	-22.990	-23.025	-23.096	-22.953	-22.991	-23.023	-23.027	-23.058	-23.026	-22.990	-22.990	-23.098	-23.024	-23.095	-23.059	-23.058	138.852	138.855	138.858	138.890	138.890	138.975	138.873	138.894	138.938	138.974	138.894	138.894	138.888	138.967	138.888	138.967	138.938	138.913	138.866	138.955	138.974	138.885	138.789	138.890	138.798	138.894	138.821	138.889	138.788	138.827	138.850	138.888	99.426	99.413	99.398	99.368	99.368	99.350	99.355	99.325	99.322	99.320	99.325	99.325	99.353	99.335	99.340	99.335	99.322	99.338	99.370	99.306	99.320	99.339	99.347	99.353	99.346	99.325	99.330	99.369	99.346	99.372	99.356	99.353	2016_7_19_17_06_27
FLQS3106GRWV____	-23.137	-22.980	-23.065	-22.909	-22.909	-22.834	-22.874	-22.802	-22.854	-22.804	-22.802	-22.802	-22.917	-22.883	-22.837	-22.883	-22.854	-22.838	-22.920	-22.767	-22.804	-22.838	-22.842	-22.876	-22.879	-22.802	-22.804	-22.910	-22.844	-22.913	-22.876	-22.917	138.845	138.931	138.927	138.970	138.970	139.035	139.001	138.969	138.816	139.044	139.029	139.029	138.963	139.029	139.027	139.029	138.816	138.988	138.954	139.032	139.044	138.967	138.867	138.899	138.865	139.029	138.898	138.967	138.822	138.861	138.864	138.963	99.250	99.181	99.216	99.150	99.150	99.116	99.134	99.108	99.139	99.103	99.103	99.103	99.154	99.136	99.118	99.136	99.139	99.121	99.156	99.089	99.103	99.122	99.130	99.142	99.145	99.103	99.113	99.151	99.134	99.159	99.144	99.154	2016_7_19_17_06_27
FLQS30ZQGRWV____	-23.195	-23.095	-23.126	-23.028	-23.028	-22.956	-22.992	-22.921	-22.922	-22.922	-22.918	-22.918	-22.989	-22.956	-22.953	-22.956	-22.922	-22.954	-22.991	-22.883	-22.922	-22.953	-22.959	-23.023	-22.953	-22.918	-22.919	-23.059	-22.990	-23.028	-23.022	-22.989	138.859	138.920	138.923	138.898	138.898	138.971	138.933	138.837	138.879	138.909	138.957	138.957	138.955	138.967	138.954	138.967	138.879	138.916	138.936	138.958	138.909	138.953	138.755	138.890	138.864	138.957	138.887	138.953	138.856	138.839	138.845	138.955	99.416	99.372	99.384	99.347	99.347	99.313	99.330	99.308	99.305	99.303	99.298	99.298	99.327	99.313	99.313	99.313	99.305	99.316	99.329	99.284	99.303	99.313	99.328	99.345	99.319	99.298	99.304	99.355	99.334	99.350	99.347	99.327	2016_7_19_17_06_27
FLQS30YUGRWV____	-22.992	-22.921	-22.921	-22.852	-22.852	-22.748	-22.816	-22.745	-22.715	-22.715	-22.713	-22.713	-22.785	-22.780	-22.748	-22.780	-22.715	-22.748	-22.815	-22.678	-22.715	-22.748	-22.781	-22.813	-22.750	-22.713	-22.750	-22.853	-22.784	-22.821	-22.814	-22.785	138.894	138.898	138.928	138.930	138.930	138.975	138.968	138.864	138.906	138.970	138.970	138.970	138.928	138.967	138.967	138.967	138.906	138.930	138.962	138.969	138.970	138.968	138.865	138.893	138.870	138.970	138.863	138.963	138.832	138.871	138.865	138.928	99.293	99.265	99.263	99.235	99.235	99.190	99.218	99.196	99.182	99.177	99.177	99.177	99.208	99.204	99.191	99.204	99.182	99.193	99.218	99.163	99.177	99.191	99.211	99.222	99.198	99.177	99.198	99.233	99.214	99.226	99.224	99.208	2016_7_19_17_06_27
FLQS30X6GRWY____	-22.917	-22.883	-22.847	-22.816	-22.816	-22.712	-22.781	-22.713	-22.709	-22.713	-22.712	-22.712	-22.780	-22.749	-22.747	-22.749	-22.709	-22.746	-22.778	-22.679	-22.713	-22.710	-22.748	-22.779	-22.749	-22.712	-22.675	-22.783	-22.744	-22.781	-22.749	-22.780	138.983	139.041	138.988	139.012	139.012	139.034	139.046	138.899	139.140	139.095	139.014	139.014	139.009	139.021	139.009	139.021	139.140	138.972	139.049	138.964	139.095	139.018	138.911	139.010	138.917	139.014	138.950	139.018	138.971	138.958	138.917	139.009	99.462	99.444	99.433	99.419	99.419	99.376	99.403	99.386	99.368	99.373	99.378	99.378	99.405	99.392	99.392	99.392	99.368	99.394	99.402	99.367	99.373	99.376	99.399	99.405	99.399	99.378	99.367	99.406	99.393	99.409	99.399	99.405	2016_7_19_17_06_27
FLQS30X6GRWV____	-23.189	-23.118	-23.118	-23.017	-23.017	-22.946	-23.014	-22.941	-22.911	-22.912	-22.908	-22.908	-22.981	-22.947	-22.976	-22.947	-22.911	-22.976	-23.017	-22.906	-22.912	-22.945	-22.976	-23.009	-22.948	-22.908	-22.944	-23.050	-22.979	-23.018	-23.010	-22.981	138.899	138.900	138.904	138.938	138.938	138.952	138.969	138.872	138.877	138.906	138.997	138.997	138.937	138.944	138.934	138.944	138.877	138.898	138.931	138.938	138.906	138.936	138.837	138.869	138.845	138.997	138.867	138.897	138.833	138.841	138.834	138.937	99.624	99.596	99.596	99.553	99.553	99.523	99.549	99.526	99.514	99.513	99.505	99.505	99.538	99.524	99.536	99.524	99.514	99.539	99.553	99.508	99.513	99.524	99.543	99.554	99.531	99.505	99.528	99.568	99.544	99.560	99.557	99.538	2016_7_19_17_06_27
FLQS30WFGRWV____	-22.818	-22.750	-22.748	-22.670	-22.670	-22.608	-22.636	-22.609	-22.610	-22.611	-22.567	-22.567	-22.634	-22.609	-22.602	-22.609	-22.610	-22.602	-22.637	-22.570	-22.611	-22.598	-22.607	-22.637	-22.605	-22.567	-22.563	-22.674	-22.596	-22.678	-22.638	-22.634	138.783	138.786	138.785	138.963	138.963	138.875	138.998	138.796	138.837	138.873	138.964	138.964	138.962	138.918	138.960	138.918	138.837	138.924	138.942	138.904	138.873	138.960	138.807	138.892	138.815	138.964	138.893	138.962	138.861	138.803	138.857	138.962	99.200	99.172	99.172	99.129	99.129	99.110	99.113	99.115	99.113	99.111	99.087	99.087	99.114	99.107	99.102	99.107	99.113	99.104	99.117	99.093	99.111	99.100	99.114	99.120	99.112	99.087	99.090	99.130	99.106	99.142	99.123	99.114	2016_7_19_17_06_27
FLQS30VBGRWV____	-23.176	-23.064	-23.102	-22.986	-22.986	-22.915	-22.951	-22.935	-22.931	-22.933	-22.930	-22.930	-22.957	-22.970	-22.970	-22.970	-22.931	-22.966	-22.954	-22.900	-22.933	-22.922	-22.966	-23.005	-22.967	-22.930	-22.935	-23.042	-22.915	-22.992	-23.004	-22.957	138.916	138.923	138.991	139.029	139.029	139.041	139.063	138.894	139.005	139.042	139.019	139.019	138.959	139.035	138.950	139.035	139.005	138.977	138.996	138.953	139.042	138.957	138.919	138.883	138.863	139.019	138.885	138.950	138.923	138.899	138.848	138.959	99.553	99.507	99.518	99.469	99.469	99.440	99.453	99.458	99.448	99.447	99.447	99.447	99.462	99.462	99.468	99.462	99.448	99.464	99.458	99.439	99.447	99.448	99.468	99.486	99.472	99.447	99.458	99.497	99.448	99.480	99.488	99.462	2016_7_19_17_06_27
FLQS30UFGRWV____	-22.963	-22.892	-22.851	-22.822	-22.822	-22.713	-22.787	-22.716	-22.716	-22.717	-22.715	-22.715	-22.786	-22.752	-22.749	-22.752	-22.716	-22.749	-22.785	-22.680	-22.717	-22.714	-22.750	-22.785	-22.747	-22.715	-22.678	-22.786	-22.752	-22.783	-22.784	-22.786	138.831	138.861	138.868	138.895	138.895	138.908	138.933	138.832	138.869	138.903	138.897	138.897	138.896	138.900	138.896	138.900	138.869	138.861	138.932	138.898	138.903	138.905	138.794	138.828	138.799	138.897	138.833	138.901	138.794	138.840	138.795	138.896	99.235	99.204	99.187	99.174	99.174	99.129	99.157	99.135	99.133	99.131	99.130	99.130	99.159	99.145	99.145	99.145	99.133	99.146	99.156	99.116	99.131	99.130	99.152	99.163	99.150	99.130	99.120	99.159	99.152	99.162	99.165	99.159	2016_7_19_17_06_28
FLQS30TYGRWV____	-23.181	-23.070	-23.161	-22.999	-22.999	-22.936	-22.966	-22.896	-22.900	-22.898	-22.895	-22.895	-22.964	-22.934	-22.930	-22.934	-22.900	-22.930	-22.930	-22.861	-22.898	-22.893	-22.934	-22.966	-22.932	-22.895	-22.894	-23.005	-22.930	-23.087	-22.968	-22.964	138.859	138.911	138.740	138.943	138.943	138.875	138.935	138.877	138.834	138.903	138.943	138.943	138.944	138.904	138.940	138.904	138.834	138.905	138.938	138.897	138.903	138.949	138.765	138.875	138.801	138.943	138.875	138.897	138.795	138.794	138.764	138.944	99.484	99.436	99.484	99.405	99.405	99.384	99.393	99.368	99.373	99.367	99.364	99.364	99.391	99.382	99.378	99.382	99.373	99.380	99.378	99.353	99.367	99.362	99.391	99.396	99.388	99.364	99.368	99.411	99.387	99.451	99.405	99.391	2016_7_19_17_06_28
FLQS30T7GRWV____	-23.171	-23.064	-23.064	-22.995	-22.995	-22.925	-22.959	-22.889	-22.888	-22.889	-22.887	-22.887	-22.959	-22.926	-22.921	-22.926	-22.888	-22.890	-22.958	-22.852	-22.889	-22.923	-22.924	-22.957	-22.926	-22.887	-22.888	-22.995	-22.923	-22.994	-22.957	-22.959	138.826	138.928	138.931	138.962	138.962	138.975	138.944	138.844	138.940	138.970	138.959	138.959	138.959	138.965	138.955	138.965	138.940	138.923	138.944	138.959	138.970	138.956	138.810	138.894	138.813	138.959	138.891	138.907	138.923	138.853	138.853	138.959	99.364	99.315	99.315	99.285	99.285	99.256	99.272	99.250	99.243	99.242	99.242	99.242	99.271	99.257	99.256	99.257	99.243	99.245	99.271	99.228	99.242	99.256	99.266	99.274	99.267	99.242	99.247	99.289	99.259	99.292	99.277	99.271	2016_7_19_17_06_28
FLQS30S7GRWV____	-23.294	-23.258	-23.221	-23.152	-23.152	-23.081	-23.155	-23.049	-23.049	-23.048	-23.048	-23.048	-23.155	-23.085	-23.083	-23.085	-23.049	-23.083	-23.116	-23.013	-23.048	-23.079	-23.084	-23.118	-23.084	-23.048	-23.048	-23.154	-23.045	-23.118	-23.118	-23.155	138.806	138.802	138.843	138.839	138.839	138.886	138.850	138.774	138.811	138.884	138.876	138.876	138.836	138.846	138.875	138.846	138.811	138.839	138.873	138.880	138.884	138.876	138.774	138.774	138.741	138.876	138.774	138.875	138.777	138.782	138.775	138.836	99.508	99.494	99.476	99.449	99.449	99.417	99.449	99.411	99.409	99.404	99.404	99.404	99.450	99.421	99.418	99.421	99.409	99.421	99.432	99.390	99.404	99.417	99.425	99.439	99.428	99.404	99.411	99.447	99.409	99.438	99.439	99.450	2016_7_19_17_06_28
FLQS30RRGRWV____	-23.045	-22.972	-22.967	-22.903	-22.903	-22.836	-22.868	-22.797	-22.797	-22.798	-22.793	-22.793	-22.863	-22.869	-22.832	-22.869	-22.797	-22.828	-22.863	-22.758	-22.798	-22.828	-22.868	-22.899	-22.829	-22.793	-22.793	-22.901	-22.828	-22.904	-22.867	-22.863	138.708	138.798	138.864	138.837	138.837	138.803	138.869	138.776	138.816	138.850	138.894	138.894	138.894	138.800	138.833	138.800	138.816	138.850	138.932	138.896	138.850	138.890	138.688	138.822	138.746	138.894	138.822	138.894	138.787	138.732	138.736	138.894	99.353	99.318	99.311	99.287	99.287	99.263	99.271	99.249	99.246	99.244	99.239	99.239	99.268	99.276	99.259	99.276	99.246	99.256	99.265	99.225	99.244	99.254	99.283	99.287	99.264	99.239	99.244	99.283	99.261	99.295	99.279	99.268	2016_7_19_17_06_28
FLQS30R2GRWV____	-22.671	-22.598	-22.825	-22.531	-22.531	-22.422	-22.493	-22.424	-22.424	-22.430	-22.424	-22.424	-22.494	-22.465	-22.465	-22.465	-22.424	-22.459	-22.493	-22.391	-22.430	-22.421	-22.459	-22.492	-22.462	-22.424	-22.425	-22.532	-22.427	-22.497	-22.498	-22.494	138.986	139.045	139.011	139.023	139.023	139.102	139.120	139.018	139.062	139.033	139.083	139.083	139.019	139.031	138.978	139.031	139.062	139.042	139.058	139.022	139.033	139.085	138.981	139.017	138.929	139.083	138.953	139.081	138.924	138.972	138.833	139.019	99.373	99.339	99.433	99.314	99.314	99.265	99.292	99.271	99.268	99.273	99.267	99.267	99.299	99.287	99.290	99.287	99.268	99.284	99.296	99.258	99.273	99.266	99.288	99.298	99.292	99.267	99.276	99.310	99.278	99.303	99.313	99.299	2016_7_19_17_06_28
FLQS30QXGRWV____	-23.230	-23.161	-23.158	-23.091	-23.091	-23.017	-23.056	-22.989	-22.996	-22.990	-22.989	-22.989	-23.058	-23.028	-23.024	-23.028	-22.996	-23.025	-23.057	-22.954	-22.990	-23.023	-23.030	-23.057	-23.027	-22.989	-22.985	-23.092	-23.020	-23.094	-23.058	-23.058	138.878	138.942	138.948	138.979	138.979	139.054	139.016	138.922	138.841	139.066	138.979	138.979	138.909	138.995	138.975	138.995	138.841	138.938	138.949	138.980	139.066	138.906	138.757	138.910	138.889	138.979	138.909	138.982	138.876	138.853	138.873	138.909	99.343	99.311	99.309	99.280	99.280	99.245	99.264	99.243	99.251	99.234	99.239	99.239	99.272	99.254	99.254	99.254	99.251	99.256	99.268	99.225	99.234	99.257	99.270	99.271	99.260	99.239	99.242	99.280	99.259	99.290	99.274	99.272	2016_7_19_17_06_28
FLQS30QPGRWV____	-23.043	-22.860	-22.973	-22.789	-22.789	-22.720	-22.750	-22.724	-22.726	-22.724	-22.722	-22.722	-22.753	-22.758	-22.754	-22.758	-22.726	-22.756	-22.751	-22.689	-22.724	-22.717	-22.760	-22.795	-22.757	-22.722	-22.683	-22.827	-22.719	-22.792	-22.794	-22.753	138.805	138.862	138.857	138.905	138.905	138.914	138.991	138.831	138.781	138.903	138.894	138.894	138.898	138.960	138.943	138.960	138.781	138.850	138.939	138.847	138.903	138.896	138.795	138.825	138.801	138.894	138.828	138.894	138.795	138.793	138.794	138.898	99.413	99.336	99.382	99.305	99.305	99.276	99.284	99.283	99.288	99.279	99.279	99.279	99.291	99.289	99.288	99.289	99.288	99.295	99.287	99.268	99.279	99.276	99.300	99.313	99.299	99.279	99.267	99.321	99.284	99.313	99.314	99.291	2016_7_19_17_06_28
FLQS30QMGRWV____	-23.133	-23.031	-23.062	-22.964	-22.964	-22.892	-22.926	-22.857	-22.857	-22.858	-22.856	-22.856	-22.925	-22.893	-22.891	-22.893	-22.857	-22.890	-22.927	-22.821	-22.858	-22.890	-22.892	-22.926	-22.924	-22.856	-22.855	-22.964	-22.891	-22.962	-22.926	-22.925	138.931	138.936	138.930	138.938	138.938	138.977	139.005	138.904	138.941	138.972	138.970	138.970	138.970	138.973	138.968	138.973	138.941	138.934	138.973	138.971	138.972	138.970	138.870	138.902	138.868	138.970	138.900	138.967	138.866	138.876	138.869	138.970	99.318	99.277	99.290	99.250	99.250	99.218	99.230	99.209	99.207	99.205	99.204	99.204	99.232	99.219	99.219	99.219	99.207	99.221	99.233	99.190	99.205	99.218	99.226	99.237	99.239	99.204	99.209	99.248	99.225	99.253	99.239	99.232	2016_7_19_17_06_28
FLQS30Q9GRWY____	-23.016	-22.943	-22.944	-22.874	-22.874	-22.802	-22.837	-22.764	-22.764	-22.765	-22.764	-22.764	-22.840	-22.798	-22.798	-22.798	-22.764	-22.798	-22.838	-22.729	-22.765	-22.804	-22.798	-22.835	-22.800	-22.764	-22.768	-22.876	-22.804	-22.872	-22.833	-22.840	138.890	138.891	138.924	138.926	138.926	138.930	138.960	138.857	138.896	138.928	138.959	138.959	138.922	138.928	138.957	138.928	138.896	138.889	138.959	138.926	138.928	138.922	138.824	138.859	138.861	138.959	138.855	138.926	138.820	138.860	138.825	138.922	99.274	99.245	99.243	99.215	99.215	99.185	99.198	99.175	99.172	99.171	99.168	99.168	99.201	99.184	99.182	99.184	99.172	99.187	99.198	99.156	99.171	99.187	99.191	99.203	99.189	99.168	99.177	99.216	99.193	99.218	99.205	99.201	2016_7_19_17_06_28
