,Distance_X_LOGO_Earphone_RU1,Distance_X_LOGO_Earphone_RU2,Distance_X_LOGO_Earphone_RU3,Distance_X_LOGO_Earphone_RU4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Earphone_RU1,Distance_Y_LOGO_Earphone_RU2,Distance_Y_LOGO_Earphone_RU3,Distance_Y_LOGO_Earphone_RU4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Earphone_RU1,Angle_Earphone_RU2,Angle_Earphone_RU3,Angle_Earphone_RU4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS300RGRWY,-36.4363810576,-36.3433494455,-36.3063368687,-36.3063368687,-36.3063368687,-36.3433494455,-36.2613215725,-36.3473508052,-36.2263096755,-36.3063368687,-36.2973338094,-36.3063368687,-36.2263096755,-36.4173745992,-36.2623219124,-36.2263096755,-36.2613215725,-36.3103382283,-36.2613215725,-36.2613215725,-36.3063368687,-36.2263096755,-36.2973338094,-36.3063368687,-36.3063368687,-36.3053365287,-36.3483511451,-36.2633222523,-36.3063368687,-36.3083375485,-36.2133052566,-36.3423491056,139.934654665,139.9436549,139.975655736,139.975655736,139.975655736,140.01065665,139.972655657,140.004656493,139.972655657,139.975655736,139.90765396,139.975655736,140.009656624,140.009656624,140.007656572,140.006656545,139.873653072,140.008656598,140.039657407,140.039657407,139.973655684,140.006656545,139.97965584,139.936654717,139.973655684,139.905653908,139.969655579,140.007656572,139.973655684,139.941654848,139.946654978,140.011656676,104.412,104.376,104.359,104.359,104.359,104.369,104.342,104.372,104.328,104.359,104.362,104.359,104.325,104.398,104.339,104.325,104.352,104.357,104.335,104.335,104.359,104.325,104.355,104.363,104.359,104.365,104.375,104.339,104.359,104.363,104.326,104.369
FLQS300LGRWQ,-36.2968934288,-36.2808859786,-36.2108533837,-36.2108533837,-36.2108533837,-36.1758370863,-36.1698342925,-36.2118538494,-36.098801232,-36.2108533837,-36.1708347581,-36.2108533837,-36.1328170638,-36.2458696812,-36.1688338269,-36.098801232,-36.1348179951,-36.1408207889,-36.1688338269,-36.1688338269,-36.2108533837,-36.098801232,-36.2058510555,-36.1758370863,-36.2108533837,-36.1738361551,-36.2108533837,-36.1708347581,-36.2108533837,-36.2108533837,-36.0897970413,-36.2088524525,139.932657482,139.98266129,140.020664184,140.020664184,140.020664184,140.092669668,139.981661214,140.010663423,139.975660757,140.020664184,139.944658396,140.020664184,140.018664032,140.047666241,140.019664108,140.011663499,139.90965573,140.054666774,140.050666469,140.050666469,139.980661138,140.011663499,140.018664032,139.941658167,139.980661138,139.939658015,140.014663727,140.017663956,139.980661138,139.98266129,139.981661214,140.056666926,104.51,104.499,104.468,104.468,104.468,104.447,104.456,104.469,104.429,104.468,104.46,104.468,104.438,104.479,104.452,104.426,104.45,104.438,104.448,104.448,104.472,104.426,104.466,104.462,104.472,104.462,104.468,104.453,104.472,104.472,104.425,104.464
FLQS300LGRWM,-36.3561714811,-36.2501359821,-36.2161245956,-36.2161245956,-36.2161245956,-36.1691088554,-36.1290954596,-36.2591389961,-36.135097469,-36.2161245956,-36.2051209117,-36.2161245956,-36.1340971341,-36.2961513873,-36.1290954596,-36.1340971341,-36.1310961294,-36.183113544,-36.1721098601,-36.1721098601,-36.2171249305,-36.1340971341,-36.2061212466,-36.2171249305,-36.2171249305,-36.2131235909,-36.2591389961,-36.1310961294,-36.2171249305,-36.2161245956,-36.1220931153,-36.2501359821,139.927410518,139.969412442,140.003413999,140.003413999,140.003413999,140.042415786,139.971412533,139.965412258,139.970412488,140.003413999,139.934410838,140.003413999,140.009414274,140.000413862,140.007414183,140.004414045,139.90040928,140.006414137,140.040415695,140.040415695,139.929410609,140.004414045,140.005414091,139.89340896,139.929410609,139.931410701,139.929410609,140.006414137,139.929410609,139.968412396,139.941411159,140.007414183,104.366,104.321,104.305,104.305,104.305,104.283,104.274,104.325,104.277,104.305,104.307,104.305,104.273,104.336,104.271,104.273,104.282,104.292,104.284,104.284,104.312,104.273,104.301,104.316,104.312,104.311,104.329,104.272,104.312,104.308,104.275,104.317
FLQS3009GRWQ,-36.4783442966,-36.3833277713,-36.3023136814,-36.3023136814,-36.3023136814,-36.3083147251,-36.3003133335,-36.3493218571,-36.2253002873,-36.3023136814,-36.2963126377,-36.3023136814,-36.2243001133,-36.4263352512,-36.2613065495,-36.2253002873,-36.2603063755,-36.3163161167,-36.3013135075,-36.3013135075,-36.3483216831,-36.2253002873,-36.2973128117,-36.3493218571,-36.3483216831,-36.3473215092,-36.3913291629,-36.3023136814,-36.3483216831,-36.3483216831,-36.2523049839,-36.3863282932,139.917415161,139.965412559,140.001410608,140.001410608,140.001410608,140.032408927,139.968412397,139.992411096,139.962412722,140.001410608,139.932414348,140.001410608,140.000410662,140.028409144,140.035408765,139.996410879,139.896416299,140.002410554,140.037408656,140.037408656,139.964412613,139.996410879,139.999410716,139.928414565,139.964412613,139.929414511,139.961412776,140.004410445,139.964412613,139.964412613,139.969412342,140.032408927,104.708,104.667,104.632,104.632,104.632,104.631,104.634,104.651,104.606,104.632,104.636,104.632,104.602,104.677,104.613,104.603,104.626,104.637,104.628,104.628,104.653,104.603,104.63,104.657,104.653,104.656,104.67,104.632,104.653,104.653,104.616,104.661
FLQS2F0LGRX5,-36.2578414583,-36.1728488623,-36.1688492107,-36.1688492107,-36.1688492107,-36.1358520852,-36.0988553081,-36.1738487752,-36.0628584439,-36.1688492107,-36.1348521723,-36.1688492107,-36.061858531,-36.2088457265,-36.0978553952,-36.0628584439,-36.1008551339,-36.1008551339,-36.099855221,-36.099855221,-36.1388518239,-36.0628584439,-36.1348521723,-36.137851911,-36.1388518239,-36.1708490365,-36.1748486881,-36.099855221,-36.1388518239,-36.1688492107,-36.0958555694,-36.1718489494,139.984685224,140.029681908,140.067679108,140.067679108,140.067679108,140.100676677,140.027682055,140.065679255,140.026682129,140.067679108,139.99368456,140.067679108,140.062679477,140.09967675,140.06167955,140.060679624,139.957687213,140.064679329,140.096676971,140.096676971,140.029681908,140.060679624,140.06167955,139.99368456,140.029681908,139.995684413,140.029681908,140.062679477,140.029681908,140.030681834,140.031681761,140.098676824,104.654,104.617,104.611,104.611,104.611,104.595,104.588,104.614,104.574,104.611,104.606,104.611,104.571,104.623,104.585,104.571,104.596,104.585,104.582,104.582,104.603,104.571,104.599,104.607,104.603,104.619,104.617,104.585,104.603,104.615,104.587,104.609
FLQS2EQUGRX5,-36.2273967814,-36.1353169796,-36.1002866203,-36.1002866203,-36.1002866203,-36.0992857529,-36.0542467194,-36.1373187145,-36.0182154926,-36.1002866203,-36.0892770788,-36.1002866203,-36.0612527913,-36.1733499412,-36.0942814158,-36.0172146252,-36.0502432498,-36.0992857529,-36.0932805484,-36.0932805484,-36.1002866203,-36.0172146252,-36.0912788136,-36.1002866203,-36.1002866203,-36.097284018,-36.1373187145,-36.1193031011,-36.1002866203,-36.1002866203,-36.014212023,-36.136317847,139.947876331,139.982857304,140.017838276,140.017838276,140.017838276,140.053818705,139.984856216,140.015839363,139.984856216,140.017838276,139.954872526,140.017838276,140.02483447,140.053818705,140.02483447,140.018837732,139.903900252,140.020836645,140.055817617,140.055817617,139.982857304,140.018837732,140.019837189,139.945877419,139.982857304,139.9508747,139.979858935,140.003845887,139.982857304,139.981857847,139.968864915,140.021836101,104.367,104.328,104.311,104.311,104.311,104.308,104.297,104.326,104.283,104.311,104.314,104.311,104.296,104.336,104.309,104.28,104.304,104.311,104.305,104.305,104.315,104.28,104.308,104.319,104.315,104.317,104.33,104.32,104.315,104.315,104.284,104.325
FLQS2DERGRX5,-36.1412377381,-36.0412287787,-36.0052255534,-36.0052255534,-36.0052255534,-36.0052255534,-35.9562211633,-36.0462292267,-35.9212180275,-36.0052255534,-35.9952246574,-36.0052255534,-35.9212180275,-36.0812323625,-35.9572212529,-35.9212180275,-35.959221432,-35.9712225072,-35.9572212529,-35.9572212529,-36.006225643,-35.9212180275,-35.9942245678,-36.006225643,-36.006225643,-36.0052255534,-36.0462292267,-35.9572212529,-36.006225643,-36.0052255534,-35.9062166836,-36.0422288683,140.034061456,140.070055817,140.104050491,140.104050491,140.104050491,140.141044695,140.06805613,140.101050961,140.069055973,140.104050491,140.034061456,140.104050491,140.105050334,140.138045165,140.104050491,140.103050647,139.998067095,140.103050647,140.137045322,140.137045322,140.069055973,140.103050647,140.105050334,140.033061612,140.069055973,140.032061769,140.066056443,140.103050647,140.069055973,140.069055973,140.073055347,140.106050178,104.582,104.54,104.523,104.523,104.523,104.519,104.508,104.539,104.494,104.523,104.526,104.523,104.49,104.549,104.504,104.491,104.515,104.51,104.501,104.501,104.526,104.491,104.518,104.53,104.526,104.53,104.542,104.504,104.526,104.526,104.488,104.537
FLQS2CKUGRX5,-36.2344907183,-36.1795460797,-36.145580303,-36.145580303,-36.145580303,-36.1475782899,-36.0696568023,-36.1465792964,-36.0326940454,-36.145580303,-36.1415843293,-36.145580303,-36.0686578089,-36.2165088366,-36.0696568023,-36.0326940454,-36.0716547892,-36.1096165395,-36.1066195592,-36.1066195592,-36.145580303,-36.0326940454,-36.1415843293,-36.145580303,-36.145580303,-36.145580303,-36.1815440665,-36.1066195592,-36.145580303,-36.145580303,-36.0606658614,-36.1825430599,139.994335821,140.035333284,140.076330747,140.076330747,140.076330747,140.111328581,140.067331304,140.104329014,140.066331365,140.076330747,140.036333222,140.076330747,140.076330747,140.140326786,140.10632889,140.101329199,139.966337554,140.075330808,140.139326848,140.139326848,140.03733316,140.101329199,140.108328766,140.001335388,140.03733316,140.002335326,140.06933118,140.104329014,140.03733316,140.038333098,140.042332851,140.109328704,104.687,104.662,104.645,104.645,104.645,104.642,104.617,104.642,104.602,104.645,104.647,104.645,104.615,104.666,104.613,104.599,104.627,104.631,104.623,104.623,104.649,104.599,104.64,104.652,104.649,104.652,104.659,104.627,104.649,104.649,104.615,104.655
FLQS2C9EGRX5,-36.3173983798,-36.2154309534,-36.1804421306,-36.1804421306,-36.1804421306,-36.1854405339,-36.1294584174,-36.2254277599,-36.0944695946,-36.1804421306,-36.1274590561,-36.1804421306,-36.0944695946,-36.2634156247,-36.1324574593,-36.0954692752,-36.1314577787,-36.1444536272,-36.1324574593,-36.1324574593,-36.1784427693,-36.0954692752,-36.1654469208,-36.1784427693,-36.1784427693,-36.1774430886,-36.2264274406,-36.1324574593,-36.1784427693,-36.17944245,-36.0834731074,-36.2154309534,139.937381317,139.9523775,139.987368594,139.987368594,139.987368594,140.015361469,139.9523775,139.985369103,139.951377755,139.987368594,139.913387424,139.987368594,139.992367321,140.01736096,140.019360451,140.015361469,139.882395313,139.987368594,140.051352308,140.051352308,139.951377755,140.015361469,139.99036783,139.915386916,139.951377755,139.915386916,139.950378009,139.988368339,139.951377755,139.950378009,139.958375973,139.99036783,104.563,104.522,104.505,104.505,104.505,104.504,104.489,104.523,104.476,104.505,104.492,104.505,104.472,104.534,104.484,104.47,104.497,104.492,104.481,104.481,104.508,104.47,104.5,104.512,104.508,104.512,104.527,104.487,104.508,104.509,104.471,104.519
FLQS2C6NGRX5,-36.6491765533,-36.5580841501,-36.5180435333,-36.5180435333,-36.5180435333,-36.5190445487,-36.4389633151,-36.5630892272,-36.4009247292,-36.5180435333,-36.515040487,-36.5180435333,-36.3999237137,-36.6011278131,-36.4379622997,-36.3999237137,-36.4780029165,-36.4910161169,-36.4389633151,-36.4389633151,-36.522047595,-36.3999237137,-36.515040487,-36.5200455641,-36.522047595,-36.5200455641,-36.5630892272,-36.440965346,-36.522047595,-36.5230486104,-36.433958238,-36.5570831347,139.930458955,139.976467326,139.981468236,139.981468236,139.981468236,140.016474605,140.024476061,140.013474059,140.024476061,139.981468236,139.948462231,139.981468236,140.062482976,140.04948061,140.05948243,140.060482612,139.832441122,140.060482612,140.097489345,140.097489345,139.97346678,140.060482612,140.060482612,139.944461503,139.97346678,139.943461321,139.9834686,140.060482612,139.97346678,140.025476243,139.949462413,140.058482248,104.672,104.633,104.617,104.617,104.617,104.614,104.582,104.631,104.568,104.617,104.619,104.617,104.564,104.642,104.579,104.564,104.617,104.599,104.575,104.575,104.619,104.564,104.608,104.622,104.619,104.621,104.634,104.58,104.619,104.615,104.588,104.624
FLQS2BJ4GRX5,-36.4362336075,-36.335166388,-36.3001430942,-36.3001430942,-36.3001430942,-36.2991424286,-36.2551131449,-36.3371677191,-36.2210905166,-36.3001430942,-36.2931384354,-36.3001430942,-36.21808852,-36.3801963373,-36.2561138104,-36.2190891855,-36.2561138104,-36.2641191348,-36.257114476,-36.257114476,-36.3001430942,-36.2190891855,-36.2931384354,-36.3031450908,-36.3001430942,-36.3031450908,-36.3431717123,-36.2561138104,-36.3001430942,-36.3021444252,-36.2020778713,-36.3361670536,139.999462036,140.001462114,140.033463363,140.033463363,140.033463363,140.070464806,140.040463636,140.030463246,140.043463753,140.033463363,139.966460749,140.033463363,140.041463675,140.106466211,140.037463519,140.039463597,139.935459539,140.031463285,140.106466211,140.106466211,140.000462075,140.039463597,140.037463519,139.999462036,140.000462075,140.000462075,140.034463402,140.037463519,140.000462075,140.000462075,140.003462192,140.038463558,104.496,104.457,104.44,104.44,104.44,104.436,104.422,104.455,104.409,104.44,104.444,104.44,104.408,104.463,104.423,104.408,104.433,104.426,104.416,104.416,104.443,104.408,104.437,104.444,104.443,104.444,104.456,104.423,104.443,104.444,104.406,104.453
FLQS224TGRWM,-38.7648615516,-38.6661530084,-38.6268818675,-38.6268818675,-38.6268818675,-38.6279432497,-38.5823038158,-38.6300660141,-38.5451554393,-38.6268818675,-38.6194521922,-38.6268818675,-38.5451554393,-38.7086082958,-38.5823038158,-38.5451554393,-38.5823038158,-38.5907948732,-38.5823038158,-38.5823038158,-38.6279432497,-38.5451554393,-38.6194521922,-38.6290046319,-38.6279432497,-38.6290046319,-38.6725213015,-38.5823038158,-38.6279432497,-38.6290046319,-38.5451554393,-38.664030244,140.057929786,140.098929766,140.132929749,140.132929749,140.132929749,140.16992973,140.096929767,140.132929749,140.096929767,140.132929749,140.061929784,140.132929749,140.131929749,140.170929729,140.131929749,140.131929749,140.026929802,140.134929748,140.166929731,140.166929731,140.097929766,140.131929749,140.131929749,140.061929784,140.097929766,140.061929784,140.098929766,140.131929749,140.097929766,140.098929766,140.096929767,140.139929745,104.722,104.682,104.665,104.665,104.665,104.661,104.652,104.666,104.639,104.665,104.669,104.665,104.635,104.69,104.649,104.635,104.659,104.651,104.645,104.645,104.669,104.635,104.662,104.672,104.669,104.672,104.684,104.649,104.669,104.669,104.639,104.677
FLQS224LGRWM,-36.1992036576,-36.063599975,-36.0685854045,-36.0685854045,-36.0685854045,-36.0277048825,-35.982836017,-36.1074717547,-35.9479380104,-36.0685854045,-36.0207252812,-36.0685854045,-35.9489350963,-36.104480497,-35.9848301888,-35.9479380104,-35.9838331029,-35.9918097901,-35.9838331029,-35.9838331029,-36.0685854045,-35.9479380104,-36.0207252812,-36.0287019684,-36.0685854045,-36.0287019684,-36.1114600983,-35.9848301888,-36.0685854045,-36.0287019684,-35.931984636,-36.0626028891,140.006354663,140.079343378,140.074344151,140.074344151,140.074344151,140.148332712,140.084342605,140.073344306,140.084342605,140.074344151,140.009354199,140.074344151,140.121336886,140.147332867,140.121336886,140.117337504,140.012353735,140.113338123,140.150332403,140.150332403,140.040349407,140.117337504,140.078343533,140.041349252,140.040349407,140.042349098,140.077343687,140.11833735,140.040349407,140.036350025,140.081343069,140.116337659,104.546,104.487,104.489,104.489,104.489,104.466,104.455,104.504,104.442,104.489,104.477,104.489,104.439,104.496,104.453,104.438,104.463,104.456,104.449,104.449,104.493,104.438,104.47,104.477,104.493,104.477,104.506,104.452,104.493,104.478,104.436,104.483
FLQS200ZGRX8,-36.0945979771,-36.0355724697,-35.9965556089,-35.9965556089,-35.9965556089,-35.9955551766,-35.9585391804,-36.0375733344,-35.9205227519,-35.9965556089,-35.9595396127,-35.9965556089,-35.9205227519,-36.0735888982,-35.9575387481,-35.9205227519,-35.9615404774,-35.9635413421,-35.9565383158,-35.9565383158,-35.9995569059,-35.9205227519,-35.9565383158,-35.9995569059,-35.9995569059,-36.0005573382,-36.0015577705,-35.9615404774,-35.9995569059,-35.9995569059,-35.9135197256,-35.9955551766,140.069206536,140.084210414,140.117218947,140.117218947,140.117218947,140.183236011,140.084210414,140.151227737,140.113217912,140.117218947,140.047200848,140.117218947,140.153228255,140.157229289,140.152227996,140.148226962,140.015192574,140.151227737,140.186236787,140.186236787,140.083210156,140.148226962,140.119219464,140.077208604,140.083210156,140.048201106,140.114218171,140.120219722,140.083210156,140.086210931,140.089211707,140.150227479,104.551,104.527,104.509,104.509,104.509,104.502,104.498,104.521,104.48,104.509,104.502,104.509,104.476,104.534,104.49,104.477,104.505,104.493,104.487,104.487,104.513,104.477,104.493,104.514,104.513,104.517,104.511,104.495,104.513,104.513,104.48,104.505
FLNS2037GRWV,-35.7018056492,-35.6048143274,-35.5698174586,-35.5698174586,-35.5698174586,-35.5698174586,-35.521821753,-35.6118137011,-35.4868248842,-35.5698174586,-35.5578185322,-35.5698174586,-35.4868248842,-35.6478104804,-35.521821753,-35.4868248842,-35.521821753,-35.536820411,-35.5228216635,-35.5228216635,-35.5698174586,-35.4868248842,-35.5598183533,-35.5658178165,-35.5698174586,-35.564817906,-35.6118137011,-35.523821574,-35.5698174586,-35.5708173692,-35.4738260473,-35.6038144168,140.00637994,140.052361344,140.0863476,140.0863476,140.0863476,140.121333451,140.056359727,140.0863476,140.055360131,140.0863476,140.024372663,140.0863476,140.092345174,140.124332238,140.090345983,140.090345983,139.988387216,140.088346791,140.12633143,140.12633143,140.051361748,140.090345983,140.091345579,140.018375089,140.051361748,140.019374684,140.050362153,140.091345579,140.051361748,140.050362153,140.059358514,140.0863476,104.183,104.141,104.124,104.124,104.124,104.121,104.109,104.141,104.096,104.124,104.126,104.124,104.092,104.151,104.106,104.092,104.115,104.112,104.103,104.103,104.128,104.092,104.12,104.13,104.128,104.129,104.144,104.106,104.128,104.128,104.09,104.138
