,Distance_X_LOGO_Nfc_Up1,Distance_X_LOGO_Nfc_Up2,Distance_X_LOGO_Nfc_Up3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Nfc_Up1,Distance_Y_LOGO_Nfc_Up2,Distance_Y_LOGO_Nfc_Up3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Nfc_Up1,Angle_Nfc_Up2,Angle_Nfc_Up3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS300RGRWY,-67.7414172591,-67.6363840516,-67.5643612807,-67.672395437,-67.7074065062,-67.7534210543,-67.6483878467,-67.6833989159,-67.6013729824,-67.7064061899,-67.7534210543,-67.6483878467,-67.5433546392,-67.7534210543,-67.6833989159,-67.7534210543,-67.6373843679,-67.6833989159,-67.6483878467,-67.6133767776,-67.6483878467,-67.6733957533,-67.672395437,-67.5663619133,-67.6373843679,-67.5783657084,-67.5333514766,-67.5433546392,-67.50034104,-67.4633293383,-67.5783657084,-67.5343517929,143.902247646,143.908248031,143.905247838,143.97825253,143.977252466,143.942250216,143.872245718,144.012254715,143.905247838,143.938249959,143.837243468,143.837243468,143.977252466,143.942250216,143.872245718,143.907247967,143.941250152,143.837243468,143.977252466,143.977252466,144.047256964,143.940250088,144.010254587,144.085259407,144.211267504,144.152263713,144.172264998,144.082259214,144.140262941,144.111261078,144.117261463,144.257270461,115.025,114.99,114.967,114.991,115.003,115.023,115.0,114.99,114.979,115.008,115.039,115.005,114.949,115.023,115.011,115.028,114.985,115.016,114.984,114.972,114.973,114.997,114.986,114.94,114.944,114.934,114.916,114.933,114.91,114.902,114.939,114.904
FLQS300LGRWQ,-67.1949236244,-67.0928797002,-67.0208486949,-67.1298956335,-67.1669115667,-67.2019266388,-67.0948805615,-67.1268943416,-67.0578646282,-67.1639102749,-67.1979249162,-67.0918792696,-66.9878344842,-67.1989253469,-67.125893911,-67.1999257775,-67.0928797002,-67.1278947722,-67.0908788389,-67.0588650588,-67.0908788389,-67.1298956335,-67.1298956335,-67.0228495562,-67.0948805615,-67.0218491255,-66.982832331,-66.9808314698,-66.9528194121,-66.9168039095,-67.0228495562,-66.9878344842,144.075308768,144.039306942,144.039306942,144.106310341,144.109310493,144.067308362,144.069308464,144.130311558,144.039306942,144.070308514,144.034306688,143.967303289,144.108310442,144.072308616,144.063308159,144.032306587,144.074308717,144.03630679,144.104310239,144.103310189,144.167313435,144.072308616,144.138311964,144.211315668,144.330321705,144.26931861,144.349322668,144.295319929,144.266318458,144.233316784,144.220316124,144.394324951,114.969,114.941,114.918,114.943,114.955,114.972,114.937,114.938,114.93,114.96,114.976,114.952,114.896,114.971,114.948,114.977,114.936,114.953,114.93,114.92,114.921,114.948,114.938,114.892,114.897,114.883,114.858,114.866,114.861,114.854,114.891,114.853
FLQS300LGRWM,-67.3992931523,-67.2972594033,-67.2192335953,-67.3322709838,-67.3682828952,-67.4032944757,-67.3002603959,-67.3282696604,-67.2632481537,-67.3672825644,-67.3992931523,-67.2942584107,-67.1842220148,-67.3982928214,-67.3252686677,-67.4022941449,-67.2962590725,-67.3302703221,-67.2902570872,-67.2642484846,-67.2962590725,-67.3952918288,-67.3342716456,-67.2902570872,-67.3002603959,-67.2172329336,-67.1942253235,-67.190224,-67.1602140739,-67.1252024934,-67.2272362423,-67.1952256544,143.961927301,143.966927645,143.957927025,144.038932611,144.035932404,143.994929576,143.998929852,144.055933783,143.964927507,143.996929714,143.959927163,143.896922818,144.038932611,144.00092999,143.992929438,143.960927232,144.001930059,143.964927507,144.026931783,144.024931645,144.092936335,143.944926128,144.067934611,144.119938197,144.267948403,144.181942472,144.226945576,144.171941783,144.194943369,144.167941507,144.137939438,144.314951644,114.887,114.853,114.829,114.854,114.866,114.884,114.849,114.85,114.842,114.872,114.888,114.863,114.806,114.881,114.859,114.888,114.848,114.864,114.842,114.833,114.834,114.889,114.85,114.828,114.808,114.795,114.78,114.787,114.774,114.766,114.804,114.767
FLQS3009GRWQ,-67.6780746436,-67.5730559069,-67.5030434157,-67.6080621524,-67.643068398,-67.6780746436,-67.5730559069,-67.6080621524,-67.5380496613,-67.643068398,-67.6780746436,-67.5730559069,-67.4680371702,-67.6780746436,-67.6080621524,-67.6780746436,-67.5730559069,-67.5480514457,-67.5730559069,-67.5380496613,-67.5730559069,-67.6080621524,-67.6080621524,-67.5030434157,-67.5730559069,-67.4400321737,-67.4680371702,-67.4680371702,-67.4330309246,-67.344015043,-67.5030434157,-67.4680371702,143.918946216,143.918946216,143.918946216,143.918946216,143.918946216,143.953939152,143.953939152,144.023925023,143.918946216,143.953939152,143.918946216,143.848960344,143.988932087,143.953939152,143.953939152,143.918946216,143.953939152,143.930943794,143.988932087,143.988932087,144.058917959,143.953939152,144.023925023,144.12890383,144.233882638,144.148899794,144.198889702,144.163896766,144.163896766,144.118905849,144.12890383,144.268875573,115.275,115.241,115.218,115.253,115.264,115.27,115.236,115.236,115.23,115.259,115.275,115.252,115.196,115.27,115.247,115.275,115.236,115.231,115.23,115.219,115.22,115.247,115.236,115.186,115.193,115.162,115.164,115.169,115.158,115.136,115.186,115.153
FLQS2F0LGRX5,-67.2908799866,-67.1848896262,-67.1118962649,-67.2208863524,-67.2578829876,-67.2888801684,-67.1858895353,-67.2188865343,-67.1488929001,-67.2558831695,-67.2888801684,-67.1858895353,-67.0768994478,-67.2898800775,-67.2168867161,-67.2888801684,-67.1858895353,-67.1848896262,-67.1838897172,-67.1498928092,-67.1838897172,-67.2198864433,-67.2208863524,-67.1128961739,-67.1888892625,-67.1118962649,-67.096897629,-67.0788992659,-67.0449023579,-67.0119053589,-67.113896083,-67.096897629,143.913942844,143.916942093,143.916942093,143.978926563,143.980926062,143.941935831,143.946934578,144.015917295,143.911943345,143.948934077,143.912943095,143.850958625,143.988924058,143.952933075,143.949933827,143.912943095,143.951933326,143.920941091,143.990923557,143.975927314,144.054907526,143.941935831,144.016917044,144.139886235,144.262855425,144.159881225,144.188873961,144.176876967,144.188873961,144.162880474,144.124889992,144.258856427,115.188,115.153,115.129,115.156,115.167,115.184,115.149,115.149,115.142,115.171,115.188,115.164,115.107,115.182,115.159,115.188,115.148,115.153,115.142,115.133,115.132,115.161,115.15,115.096,115.102,115.092,115.083,115.079,115.066,115.059,115.098,115.072
FLQS2EQUGRX5,-67.2392360868,-67.1361391279,-67.0610685266,-67.1691701924,-67.2062050223,-67.2412379695,-67.1391419519,-67.168169251,-67.102107122,-67.2042031396,-67.2392360868,-67.1351381865,-67.0230327554,-67.2392360868,-67.1641654856,-67.2392360868,-67.1351381865,-67.168169251,-67.1301334798,-67.1031080633,-67.1961956088,-67.1731739578,-67.1701711337,-67.0640713507,-67.1361391279,-67.0560638199,-67.0300393448,-67.0270365208,-66.9970082803,-66.9609743917,-67.0640713507,-67.0290384035,144.001131718,144.000132259,143.99713388,144.075091725,144.076091184,144.035113343,144.030116045,144.055102534,144.000132259,144.035113343,143.99713388,143.898187385,144.073092806,144.035113343,144.024119288,144.001131718,144.032114964,144.000132259,144.061099291,144.059100372,144.097079835,144.035113343,144.071093887,144.144054433,144.272984715,144.224011197,144.273984174,144.224011197,144.241002009,144.215016061,144.186031734,144.359937695,114.87,114.837,114.813,114.836,114.848,114.866,114.833,114.839,114.826,114.854,114.871,114.852,114.789,114.865,114.843,114.871,114.832,114.848,114.826,114.817,114.842,114.844,114.837,114.792,114.796,114.777,114.761,114.767,114.755,114.747,114.785,114.748
FLQS2DERGRX5,-67.3210056638,-67.2160025355,-67.1390002414,-67.252003608,-67.2890047104,-67.3210056638,-67.2170025652,-67.2480034888,-67.1820015225,-67.2850045912,-67.320005634,-67.2140024759,-67.1049992284,-67.3190056042,-67.2460034293,-67.3210056638,-67.2140024759,-67.2500035484,-67.2090023269,-67.1810014927,-67.2150025057,-67.2530036378,-67.2530036378,-67.1440003903,-67.2210026844,-67.1380002116,-67.1119994369,-67.1099993774,-67.0809985133,-67.0449974408,-67.1440003903,-67.1149995263,144.007540583,144.04453507,144.046534772,144.11352479,144.115524492,144.075530451,144.0745306,144.138521065,144.042535368,144.079529855,144.005540881,143.977545053,144.120523747,144.079529855,144.070531196,144.006540732,144.079529855,144.011539987,144.112524939,144.103526279,144.136521363,144.0745306,144.147519724,144.229507506,144.354488882,144.236506463,144.317494395,144.219508996,144.245505122,144.255503632,144.230507357,144.395482773,115.165,115.125,115.099,115.126,115.138,115.155,115.121,115.121,115.114,115.142,115.165,115.135,115.077,115.153,115.131,115.165,115.119,115.141,115.113,115.105,115.111,115.132,115.121,115.073,115.079,115.07,115.05,115.064,115.05,115.037,115.073,115.039
FLQS2CKUGRX5,-67.3448713544,-67.2419800266,-67.1630633772,-67.2769430992,-67.3139040616,-67.3169008963,-67.2429789716,-67.2399821368,-67.1760496613,-67.279939934,-67.3129051166,-67.2080158991,-67.1570697077,-67.3139040616,-67.236985302,-67.3149030065,-67.2429789716,-67.2429789716,-67.2619589252,-67.2070169541,-67.2409810817,-67.279939934,-67.2469747513,-67.1680581019,-67.2439779165,-67.1590675975,-67.1021277365,-67.1310971395,-67.1021277365,-67.0661657191,-67.167059157,-67.1390886989,144.03096491,144.033964306,144.028965313,144.1019506,144.102950399,144.068957251,144.062958461,144.131944554,144.039963096,144.074956042,144.037963499,143.967977608,144.052960476,144.075955841,144.062958461,144.036963701,144.033964306,144.039963096,144.052960476,144.091952616,144.1669375,144.064958058,144.141942538,144.1669375,144.302910089,144.261918353,144.305909484,144.251920368,144.228925004,144.242922182,144.177935283,144.35389981,115.241,115.207,115.182,115.208,115.22,115.226,115.203,115.191,115.184,115.213,115.229,115.206,115.176,115.224,115.201,115.23,115.207,115.206,115.21,115.187,115.186,115.214,115.192,115.162,115.167,115.145,115.12,115.137,115.132,115.118,115.16,115.124
FLQS2C9EGRX5,-67.4973735904,-67.4263963318,-67.3184309243,-67.4863771138,-67.4663835198,-67.5333620596,-67.3964059409,-67.4263963318,-67.3914075424,-67.5213659032,-67.5563546927,-67.4513883243,-67.2844418146,-67.5563546927,-67.4233972927,-67.5003726295,-67.4513883243,-67.4283956912,-67.3874088236,-67.4163995348,-67.3934069018,-67.43239441,-67.4303950506,-67.3224296431,-67.3964059409,-67.3154318852,-67.2884405334,-67.2874408537,-67.2874408537,-67.2214619935,-67.3814107454,-67.3264283619,143.892357338,143.886359823,143.888358995,143.894356509,143.964327506,143.920345736,143.926343251,143.985318805,143.886359823,143.85937101,143.894356509,143.824385512,143.956330821,143.85937101,143.918346565,143.891357752,143.85937101,143.895356095,143.952332478,143.964327506,144.022303476,143.924344079,143.997313834,144.070283588,144.200229726,144.119263286,144.159246713,144.110267015,144.121262458,144.101270744,144.104269501,144.202228897,115.142,115.119,115.084,115.138,115.121,115.149,115.104,115.104,115.108,115.155,115.161,115.137,115.062,115.166,115.114,115.143,115.132,115.119,115.097,115.104,115.088,115.116,115.104,115.057,115.062,115.048,115.033,115.04,115.038,115.02,115.072,115.039
FLQS2C6NGRX5,-67.7291628163,-67.6260544807,-67.5529776992,-67.660090242,-67.6961281068,-67.7311649199,-67.6270555325,-67.6590891902,-67.5910176676,-67.6941260032,-67.7291628163,-67.6260544807,-67.5179408861,-67.7291628163,-67.6570870866,-67.7301638681,-67.6250534289,-67.6590891902,-67.6220502735,-67.5910176676,-67.6250534289,-67.6620923456,-67.6610912938,-67.5529776992,-67.6270555325,-67.5499745438,-67.5219450933,-67.5199429897,-67.4889103838,-67.452872519,-67.5559808546,-67.5219450933,143.988641852,143.9846405,143.985640838,144.058665507,144.060666183,144.021653003,144.023653679,144.084674293,143.987641514,144.025654355,143.986641176,143.915617183,144.057665169,144.025654355,144.015650976,143.985640838,144.023653679,143.98964219,144.054664155,144.050662803,144.120686459,144.021653003,144.090676321,144.213717886,144.329757086,144.226722279,144.286742555,144.247729376,144.25073039,144.224721603,144.198712817,144.347763169,115.183,115.15,115.126,115.15,115.161,115.178,115.144,115.145,115.138,115.166,115.183,115.16,115.104,115.177,115.155,115.184,115.144,115.16,115.138,115.128,115.129,115.156,115.145,115.091,115.098,115.088,115.07,115.075,115.065,115.057,115.094,115.06
FLQS2BJ4GRX5,-67.5108405616,-67.4087712555,-67.337723013,-67.443795037,-67.5108405616,-67.5128419205,-67.409771935,-67.4407929986,-67.3727467945,-67.4758167801,-67.5108405616,-67.409771935,-67.3006978725,-67.5118412411,-67.4387916396,-67.5118412411,-67.407770576,-67.441793678,-67.4057692171,-67.3747481534,-67.4067698965,-67.4447957165,-67.443795037,-67.3347209746,-67.407770576,-67.3317189362,-67.2996971931,-67.2996971931,-67.2666747705,-67.2306503095,-67.3677433971,-67.301698552,143.876814614,143.873814638,143.873814638,143.945814045,143.945814045,143.910814333,143.90881435,143.972813823,143.873814638,143.910814333,143.875814622,143.803815215,143.949814012,143.911814325,143.905814375,143.876814614,143.909814342,143.875814622,143.934814136,143.937814111,144.009813518,143.911814325,143.979813765,144.079812941,144.195811985,144.115812644,144.15881229,144.11881262,144.125812562,144.096812801,144.072812999,144.231811689,115.038,115.005,114.982,115.006,115.028,115.034,115.0,115.001,114.994,115.021,115.038,115.016,114.959,115.033,115.01,115.038,114.999,115.016,114.995,114.984,114.984,115.011,115.0,114.95,114.956,114.943,114.926,114.932,114.921,114.913,114.962,114.916
FLQS224TGRWM,-69.9213226077,-69.8148455353,-69.7393812023,-69.8499933068,-69.8892761102,-69.9244238817,-69.8158792932,-69.8468920328,-69.7765964898,-69.8861748362,-69.8820398043,-69.8158792932,-69.7011321569,-69.9192550918,-69.8468920328,-69.9213226077,-69.8148455353,-69.8076092294,-69.8107105033,-69.7817652797,-69.8148455353,-69.8541283387,-69.8510270647,-69.7424824763,-69.8210480832,-69.7321448964,-69.7083684628,-69.7031996728,-69.6732206913,-69.6349716458,-69.7414487183,-69.7114697367,144.031147607,144.029147938,144.039146282,144.096136844,144.101136016,144.033147276,144.056143467,144.137130055,144.027148269,144.066141811,144.033147276,143.967158204,144.11113436,144.070141149,144.063142308,144.007151581,144.06814148,144.038146448,144.105135354,144.099136347,144.169124757,144.03414711,144.133130718,144.254110683,144.38008982,144.28510555,144.339096609,144.29410406,144.269108199,144.283105881,144.237113498,144.393087667,115.258,115.224,115.199,115.225,115.237,115.258,115.22,115.218,115.213,115.241,115.245,115.234,115.176,115.251,115.229,115.261,115.218,115.221,115.212,115.203,115.203,115.236,115.22,115.167,115.173,115.159,115.144,115.149,115.143,115.129,115.17,115.136
FLQS224LGRWM,-67.1837087761,-67.0790177693,-67.0072296504,-67.1139147716,-67.1827117189,-67.1847058333,-67.0800148265,-67.1119206572,-67.0451178243,-67.1817146617,-67.1827117189,-67.0820089409,-66.9713355909,-67.1837087761,-67.1099265428,-67.1837087761,-67.115908886,-67.1129177144,-67.0760265977,-67.0461148815,-67.0780207121,-67.1149118288,-67.1129177144,-67.0062325932,-67.1139147716,-67.0022443643,-66.9743267625,-66.9723326481,-66.9404268174,-66.9055298152,-67.0072296504,-66.9723326481,143.907986862,143.911985806,143.907986862,143.978968113,143.971969961,143.939978412,143.94297762,144.01395887,143.909986334,143.935979468,143.906987126,143.837005612,143.978968113,143.943977356,143.945976827,143.906987126,143.905987391,143.91098607,143.977968377,143.974969169,144.050949099,143.938978676,144.012959134,144.130927973,144.196910544,144.148923219,144.194911072,144.16591873,144.161919786,144.131927709,144.122930085,144.260893642,115.096,115.061,115.038,115.062,115.086,115.091,115.056,115.056,115.05,115.091,115.096,115.073,115.015,115.09,115.066,115.096,115.074,115.072,115.05,115.041,115.04,115.069,115.056,115.004,115.029,115.0,114.983,114.987,114.977,114.97,115.005,114.973
FLQS200ZGRX8,-67.0477160111,-66.9436698971,-66.8666357551,-66.9776849728,-67.0117000486,-67.0507173413,-66.9436698971,-66.9746836426,-66.9096548214,-67.012700492,-67.0467155677,-66.9426694537,-66.8326206793,-67.0477160111,-66.9746836426,-67.0487164545,-66.9416690103,-66.9776849728,-66.9376672367,-66.9066534912,-66.9416690103,-66.9796858596,-66.9766845294,-66.8706375287,-66.9436698971,-66.8656353117,-66.8376228964,-66.8356220096,-66.804608264,-66.7675918581,-66.8706375287,-66.8396237832,144.11959817,144.125599569,144.125599569,144.196616125,144.193615425,144.152605865,144.159607497,144.219621488,144.123599103,144.159607497,144.11959817,144.05358278,144.196616125,144.156606798,144.153606098,144.120598403,144.161607963,144.124599336,144.184613327,144.187614026,144.252629183,144.156606798,144.230624053,144.31464364,144.430670689,144.356653434,144.391661595,144.352652501,144.3616546,144.329647138,144.315643873,144.460677685,115.048,115.013,114.988,115.013,115.025,115.044,115.008,115.008,115.002,115.03,115.047,115.023,114.966,115.042,115.019,115.048,115.007,115.024,115.002,114.991,114.993,115.02,115.008,114.96,114.966,114.952,114.938,114.943,114.931,114.924,114.96,114.928
FLNS2037GRWV,-66.8032470266,-66.7002574375,-66.6222653216,-66.7342540009,-66.7692504632,-66.8052468244,-66.7012573365,-66.7312543041,-66.6652609752,-66.7692504632,-66.8032470266,-66.6992575386,-66.5892686571,-66.8032470266,-66.7302544052,-66.8042469255,-66.6982576397,-66.7342540009,-66.6932581451,-66.6642610763,-66.6982576397,-66.7362537988,-66.7352538998,-66.6282647151,-66.7012573365,-66.6242651194,-66.5962679496,-66.5942681517,-66.5622713862,-66.5282748228,-66.629264614,-66.5962679496,144.101493618,144.10549341,144.101493618,144.174489816,144.17248992,144.134491899,144.135491847,144.194488774,144.104493462,144.137491743,144.10049367,144.03349716,144.17248992,144.138491691,144.128492212,144.101493618,144.139491639,144.102493566,144.163490389,144.162490441,144.229486951,144.137491743,144.206488149,144.300483253,144.423476846,144.335481429,144.383478929,144.339481221,144.352480544,144.321482159,144.295483513,144.451475387,114.754,114.72,114.695,114.721,114.733,114.75,114.716,114.717,114.709,114.738,114.755,114.731,114.674,114.749,114.726,114.755,114.714,114.732,114.709,114.7,114.701,114.727,114.716,114.667,114.672,114.661,114.644,114.65,114.638,114.631,114.668,114.634
