SN	Distance_X_LOGO_MainBoard_LU1	Distance_X_LOGO_MainBoard_LU2	Distance_X_LOGO_MainBoard_LU3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_LU1	Distance_Y_LOGO_MainBoard_LU2	Distance_Y_LOGO_MainBoard_LU3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_LU1	Angle_MainBoard_LU2	Angle_MainBoard_LU3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLQS30KVGRWV____	-30.513	-30.453	-30.452	-30.223	-30.449	-30.450	-30.520	-30.419	-30.523	-30.487	-30.452	-30.453	-30.349	-30.516	-30.623	-30.592	-30.450	-30.487	-30.558	-30.557	-30.229	-30.487	-30.559	-30.486	-30.401	-30.453	-30.439	-30.200	-30.473	-30.485	-30.557	-30.590	131.335	131.518	131.378	131.330	131.377	131.308	131.554	131.588	131.343	131.378	131.450	131.589	131.482	131.414	131.552	131.377	131.448	131.483	131.588	131.518	131.543	131.518	131.483	131.414	131.434	131.519	131.609	131.513	131.611	131.517	131.413	131.552	103.184	103.142	103.155	103.065	103.154	103.161	103.166	103.121	103.188	103.169	103.148	103.135	103.102	103.178	103.209	103.213	103.148	103.159	103.179	103.185	103.047	103.156	103.189	103.166	103.128	103.142	103.128	103.038	103.141	103.155	103.195	103.196	2016_7_19_17_04_48
FLQS30KBGRWV____	-30.807	-30.748	-30.775	-30.548	-30.748	-30.780	-30.850	-30.716	-30.818	-30.780	-30.746	-30.749	-30.641	-30.850	-30.951	-30.919	-30.778	-30.812	-30.884	-30.882	-30.554	-30.783	-30.887	-30.781	-30.723	-30.750	-30.771	-30.492	-30.764	-30.814	-30.881	-30.918	131.169	131.384	131.245	131.196	131.245	131.141	131.422	131.457	131.212	131.247	131.315	131.456	131.351	131.278	131.421	131.246	131.315	131.353	131.455	131.384	131.374	131.386	131.351	131.281	131.303	131.386	131.477	131.373	131.512	131.387	131.281	131.418	103.233	103.188	103.213	103.124	103.201	103.225	103.227	103.168	103.234	103.215	103.194	103.182	103.147	103.241	103.269	103.272	103.207	103.218	103.238	103.244	103.109	103.203	103.249	103.212	103.186	103.189	103.189	103.083	103.183	103.215	103.253	103.255	2016_7_19_17_04_48
FLQS30CWGRWV____	-30.637	-30.580	-30.578	-30.346	-30.576	-30.578	-30.648	-30.546	-30.649	-30.612	-30.576	-30.577	-30.473	-30.645	-30.753	-30.718	-30.577	-30.611	-30.685	-30.684	-30.323	-30.612	-30.685	-30.611	-30.525	-30.578	-30.599	-30.293	-30.568	-30.612	-30.682	-30.720	131.233	131.417	131.303	131.252	131.305	131.208	131.480	131.487	131.242	131.279	131.349	131.488	131.379	131.313	131.452	131.277	131.375	131.411	131.486	131.417	131.439	131.417	131.382	131.313	131.357	131.418	131.506	131.439	131.535	131.416	131.340	131.451	102.999	102.957	102.967	102.876	102.967	102.977	102.979	102.937	103.003	102.984	102.962	102.949	102.917	102.994	103.026	103.028	102.960	102.971	102.994	103.000	102.849	102.971	103.004	102.980	102.940	102.956	102.957	102.837	102.941	102.971	103.007	103.012	2016_7_19_17_04_49
FLQS30C7GRWV____	-30.722	-30.665	-30.664	-30.433	-30.661	-30.661	-30.732	-30.627	-30.734	-30.695	-30.662	-30.664	-30.558	-30.729	-30.835	-30.802	-30.664	-30.696	-30.767	-30.766	-30.434	-30.698	-30.768	-30.696	-30.608	-30.666	-30.686	-30.406	-30.682	-30.696	-30.765	-30.803	131.171	131.390	131.216	131.198	131.218	131.146	131.426	131.462	131.180	131.251	131.320	131.462	131.355	131.250	131.427	131.252	131.286	131.322	131.460	131.389	131.376	131.390	131.356	131.286	131.306	131.391	131.487	131.377	131.485	131.393	131.286	131.390	103.101	103.056	103.073	102.979	103.072	103.078	103.080	103.034	103.105	103.082	103.062	103.049	103.015	103.096	103.123	103.127	103.066	103.076	103.092	103.098	102.962	103.070	103.102	103.079	103.041	103.057	103.056	102.950	103.054	103.069	103.108	103.113	2016_7_19_17_04_49
FLQS29JFGRX5____	-30.656	-30.598	-30.594	-30.367	-30.595	-30.596	-30.667	-30.565	-30.668	-30.631	-30.594	-30.597	-30.491	-30.664	-30.770	-30.739	-30.592	-30.631	-30.704	-30.702	-30.373	-30.631	-30.705	-30.630	-30.574	-30.598	-30.620	-30.343	-30.586	-30.631	-30.703	-30.737	131.252	131.463	131.322	131.275	131.323	131.255	131.499	131.533	131.290	131.325	131.395	131.534	131.428	131.360	131.499	131.323	131.395	131.430	131.533	131.463	131.457	131.465	131.429	131.360	131.380	131.464	131.554	131.457	131.556	131.463	131.359	131.497	103.021	102.976	102.988	102.898	102.988	102.995	103.001	102.956	103.022	103.003	102.981	102.969	102.935	103.013	103.044	103.048	102.980	102.993	103.013	103.019	102.883	102.990	103.023	102.999	102.974	102.976	102.976	102.871	102.962	102.990	103.030	103.030	2016_7_19_17_04_49
FLQS22XEGRX2____	-30.717	-30.657	-30.658	-30.426	-30.659	-30.659	-30.727	-30.626	-30.731	-30.692	-30.657	-30.658	-30.551	-30.724	-30.830	-30.801	-30.656	-30.692	-30.762	-30.763	-30.439	-30.693	-30.762	-30.693	-30.640	-30.657	-30.679	-30.402	-30.676	-30.692	-30.763	-30.796	131.309	131.524	131.383	131.333	131.356	131.314	131.533	131.566	131.348	131.384	131.454	131.593	131.486	131.390	131.558	131.382	131.453	131.489	131.566	131.523	131.517	131.498	131.462	131.420	131.438	131.523	131.587	131.518	131.615	131.494	131.417	131.529	103.016	102.971	102.984	102.893	102.987	102.992	102.998	102.954	103.018	102.999	102.977	102.964	102.930	103.011	103.039	103.044	102.977	102.988	103.010	103.015	102.881	102.988	103.020	102.995	102.972	102.971	102.974	102.866	102.969	102.988	103.024	103.027	2016_7_19_17_04_49
FLQS22TQGRX2____	-30.865	-30.800	-30.798	-30.576	-30.799	-30.801	-30.870	-30.768	-30.873	-30.835	-30.800	-30.802	-30.695	-30.870	-30.975	-30.944	-30.798	-30.836	-30.907	-30.905	-30.583	-30.836	-30.908	-30.835	-30.750	-30.801	-30.794	-30.550	-30.823	-30.836	-30.907	-30.941	131.251	131.465	131.325	131.275	131.324	131.255	131.500	131.535	131.290	131.325	131.395	131.535	131.428	131.359	131.499	131.325	131.395	131.431	131.534	131.463	131.455	131.465	131.430	131.360	131.380	131.465	131.555	131.455	131.588	131.464	131.359	131.498	103.094	103.047	103.059	102.972	103.060	103.067	103.072	103.027	103.094	103.075	103.053	103.040	103.007	103.086	103.115	103.120	103.052	103.065	103.084	103.090	102.958	103.062	103.095	103.071	103.034	103.047	103.035	102.944	103.044	103.062	103.101	103.101	2016_7_19_17_04_49
FLQS21YXGRX2____	-30.514	-30.482	-30.479	-30.254	-30.479	-30.480	-30.553	-30.450	-30.554	-30.515	-30.480	-30.482	-30.374	-30.551	-30.625	-30.625	-30.484	-30.516	-30.588	-30.589	-30.226	-30.517	-30.558	-30.517	-30.428	-30.482	-30.474	-30.196	-30.475	-30.517	-30.589	-30.622	131.286	131.464	131.324	131.307	131.326	131.256	131.501	131.538	131.290	131.327	131.396	131.536	131.430	131.359	131.501	131.326	131.396	131.431	131.535	131.464	131.488	131.465	131.431	131.361	131.412	131.467	131.557	131.488	131.590	131.467	131.361	131.499	103.219	103.188	103.201	103.109	103.201	103.208	103.215	103.168	103.235	103.215	103.194	103.182	103.147	103.227	103.244	103.261	103.196	103.206	103.226	103.233	103.080	103.203	103.223	103.213	103.171	103.188	103.176	103.068	103.174	103.203	103.243	103.243	2016_7_19_17_04_49
FLQS2AVTGRX5____	-30.712	-30.649	-30.651	-30.416	-30.646	-30.645	-30.716	-30.620	-30.720	-30.683	-30.646	-30.645	-30.542	-30.715	-30.819	-30.788	-30.642	-30.680	-30.752	-30.754	-30.428	-30.682	-30.755	-30.681	-30.600	-30.647	-30.637	-30.366	-30.634	-30.683	-30.753	-30.787	131.215	131.400	131.259	131.237	131.259	131.191	131.435	131.468	131.224	131.261	131.332	131.470	131.363	131.295	131.433	131.259	131.330	131.365	131.469	131.399	131.421	131.401	131.364	131.296	131.340	131.401	131.491	131.420	131.520	131.398	131.294	131.434	103.087	103.043	103.057	102.962	103.056	103.062	103.067	103.025	103.089	103.070	103.049	103.034	103.003	103.080	103.110	103.114	103.047	103.059	103.079	103.086	102.950	103.057	103.090	103.066	103.028	103.042	103.029	102.924	103.025	103.057	103.096	103.097	2016_7_19_17_04_49
FLQS3087GRWV____	-30.466	-30.404	-30.436	-30.199	-30.432	-30.401	-30.505	-30.402	-30.504	-30.468	-30.431	-30.432	-30.327	-30.469	-30.606	-30.576	-30.398	-30.466	-30.537	-30.542	-30.184	-30.470	-30.541	-30.468	-30.384	-30.403	-30.428	-30.150	-30.422	-30.434	-30.537	-30.573	131.448	131.665	131.522	131.474	131.523	131.455	131.698	131.732	131.488	131.524	131.596	131.734	131.627	131.558	131.696	131.521	131.594	131.628	131.731	131.662	131.658	131.664	131.628	131.532	131.577	131.666	131.755	131.689	131.790	131.660	131.557	131.697	102.932	102.886	102.912	102.819	102.910	102.904	102.924	102.878	102.944	102.925	102.903	102.890	102.857	102.923	102.966	102.970	102.890	102.914	102.934	102.943	102.795	102.913	102.946	102.925	102.886	102.885	102.887	102.778	102.881	102.898	102.951	102.952	2016_7_19_17_04_50
