SN	Distance_X_LOGO_Earphone_LD1	Distance_X_LOGO_Earphone_LD2	Distance_X_LOGO_Earphone_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Earphone_LD1	Distance_Y_LOGO_Earphone_LD2	Distance_Y_LOGO_Earphone_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Earphone_LD1	Angle_Earphone_LD2	Angle_Earphone_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLQS2044GRWY____	-29.575	-29.497	-29.548	-29.653	-29.581	-29.582	-29.615	-29.581	-29.547	-29.582	-29.686	-29.722	-29.547	-29.475	-29.374	-29.478	-29.506	-29.576	-29.511	-29.442	-29.497	-29.477	-29.477	-29.547	-29.506	-29.436	-29.471	-29.478	-29.506	-29.444	-29.618	-29.512	138.871	138.881	139.220	139.109	139.078	138.970	139.145	139.076	139.112	139.149	139.143	139.288	139.007	139.104	138.898	139.040	138.975	138.940	139.036	139.004	138.809	139.212	139.111	139.174	138.975	139.045	138.905	139.071	138.975	139.007	139.143	139.109	102.158	102.126	102.118	102.168	102.143	102.152	102.151	102.143	102.126	102.137	102.179	102.181	102.135	102.099	102.076	102.105	102.122	102.152	102.119	102.094	102.132	102.091	102.099	102.121	102.122	102.088	102.114	102.103	102.122	102.095	102.152	102.113	2016_7_19_17_07_31
FLQS312SGRWV____	-29.310	-29.237	-29.328	-29.431	-29.360	-29.362	-29.397	-29.325	-29.329	-29.362	-29.467	-29.503	-29.326	-29.256	-29.151	-29.257	-29.293	-29.433	-29.292	-29.222	-29.279	-29.256	-29.257	-29.290	-29.293	-29.220	-29.258	-29.256	-29.293	-29.220	-29.400	-29.292	138.947	138.860	139.225	139.154	139.050	138.977	139.190	139.117	139.195	139.154	139.186	139.295	139.011	139.072	138.862	139.043	139.078	138.941	139.008	139.004	138.812	139.147	139.045	139.150	139.078	139.100	139.008	139.075	139.078	138.981	139.043	139.077	102.020	101.998	102.004	102.050	102.031	102.038	102.034	102.011	102.007	102.023	102.062	102.067	102.021	101.988	101.964	101.991	102.002	102.069	102.007	101.980	102.019	101.982	101.991	101.995	102.002	101.971	101.994	101.988	102.002	101.982	102.047	102.002	2016_7_19_17_07_31
FLQS31J6GRWY____	-29.524	-29.453	-29.502	-29.609	-29.537	-29.538	-29.571	-29.536	-29.504	-29.538	-29.676	-29.678	-29.503	-29.433	-29.366	-29.468	-29.506	-29.572	-29.501	-29.434	-29.450	-29.467	-29.467	-29.501	-29.506	-29.366	-29.471	-29.469	-29.506	-29.399	-29.608	-29.468	138.931	138.758	139.130	139.091	139.055	138.955	139.126	139.062	139.061	139.126	139.127	139.204	139.018	139.049	138.733	138.991	138.978	139.022	138.983	138.984	138.757	139.158	139.022	139.121	138.978	138.978	138.908	139.023	138.978	138.982	139.058	139.084	102.081	102.067	102.055	102.101	102.075	102.084	102.083	102.074	102.062	102.070	102.124	102.118	102.065	102.035	102.035	102.054	102.070	102.092	102.067	102.041	102.066	102.039	102.051	102.056	102.070	102.014	102.062	102.051	102.070	102.027	102.103	102.046	2016_7_19_17_07_20
FLQS31FWGRWY____	-29.578	-29.507	-29.559	-29.664	-29.593	-29.595	-29.630	-29.592	-29.560	-29.594	-29.700	-29.735	-29.559	-29.488	-29.385	-29.473	-29.525	-29.594	-29.524	-29.456	-29.514	-29.489	-29.489	-29.559	-29.525	-29.454	-29.492	-29.492	-29.525	-29.491	-29.631	-29.525	139.007	138.961	139.239	139.167	139.129	139.025	139.200	139.131	139.164	139.203	139.201	139.274	139.093	139.154	138.952	138.917	139.097	139.129	139.023	139.022	138.752	139.199	139.126	139.195	139.097	139.118	139.026	139.162	139.097	138.991	139.101	139.156	101.991	101.967	101.965	102.012	101.987	101.997	101.996	101.987	101.971	101.981	102.023	102.031	101.977	101.944	101.920	101.958	101.963	101.987	101.969	101.942	101.988	101.940	101.947	101.968	101.963	101.933	101.956	101.944	101.963	101.959	102.004	101.958	2016_7_19_17_07_20
FLQS31CRGRWY____	-29.856	-29.827	-29.829	-29.934	-29.863	-29.864	-29.900	-29.862	-29.829	-29.866	-30.007	-30.005	-29.829	-29.760	-29.656	-29.760	-29.795	-29.863	-29.881	-29.725	-29.782	-29.759	-29.759	-29.830	-29.795	-29.722	-29.760	-29.759	-29.795	-29.724	-29.899	-29.796	138.734	138.714	138.939	138.982	138.946	138.911	138.944	138.979	138.979	138.984	138.978	139.161	138.839	138.902	138.692	138.839	138.974	138.944	138.871	138.835	138.604	139.048	139.012	138.979	138.974	138.972	138.838	138.909	138.974	138.873	139.013	138.903	102.153	102.143	102.125	102.163	102.138	102.141	102.153	102.135	102.122	102.136	102.192	102.176	102.134	102.101	102.078	102.107	102.109	102.138	102.151	102.093	102.135	102.088	102.091	102.122	102.109	102.080	102.107	102.100	102.109	102.089	102.146	102.115	2016_7_19_17_07_20
FLQS319LGRWY____	-29.593	-29.521	-29.575	-29.680	-29.609	-29.610	-29.645	-29.609	-29.577	-29.610	-29.715	-29.750	-29.574	-29.505	-29.436	-29.542	-29.540	-29.609	-29.539	-29.469	-29.521	-29.503	-29.503	-29.575	-29.540	-29.466	-29.505	-29.505	-29.540	-29.469	-29.645	-29.540	138.943	138.844	139.176	139.104	139.005	138.969	139.142	139.106	139.144	139.109	139.109	139.215	138.968	139.093	138.813	138.961	139.101	139.070	139.030	138.997	138.771	139.139	139.070	139.174	139.101	139.092	138.999	139.066	139.101	139.001	139.103	139.031	102.094	102.074	102.067	102.115	102.095	102.099	102.098	102.087	102.071	102.087	102.128	102.133	102.085	102.047	102.043	102.072	102.060	102.090	102.066	102.041	102.080	102.042	102.048	102.068	102.060	102.032	102.055	102.049	102.060	102.040	102.101	102.066	2016_7_19_17_07_20
FLQS319HGRWY____	-29.426	-29.357	-29.408	-29.513	-29.442	-29.444	-29.478	-29.443	-29.447	-29.444	-29.546	-29.581	-29.410	-29.339	-29.233	-29.338	-29.374	-29.443	-29.373	-29.306	-29.355	-29.375	-29.337	-29.407	-29.374	-29.300	-29.377	-29.376	-29.374	-29.300	-29.477	-29.374	138.968	138.870	139.241	139.135	139.070	138.997	139.205	139.106	139.172	139.203	139.201	139.277	139.139	139.066	138.886	139.034	139.103	139.133	139.063	138.995	138.875	139.170	139.102	139.201	139.103	139.125	138.993	139.063	139.103	139.034	139.137	139.206	101.865	101.846	101.835	101.885	101.863	101.869	101.865	101.860	101.856	101.852	101.893	101.900	101.844	101.822	101.795	101.825	101.833	101.858	101.836	101.815	101.844	101.828	101.819	101.838	101.833	101.802	101.843	101.837	101.833	101.810	101.871	101.824	2016_7_19_17_07_21
FLQS317CGRWY____	-29.439	-29.371	-29.418	-29.528	-29.456	-29.458	-29.474	-29.454	-29.423	-29.458	-29.563	-29.596	-29.421	-29.351	-29.248	-29.355	-29.439	-29.459	-29.388	-29.317	-29.379	-29.354	-29.353	-29.422	-29.439	-29.317	-29.355	-29.355	-29.439	-29.317	-29.528	-29.387	138.854	138.719	139.006	138.974	138.945	138.910	138.880	138.941	139.018	139.048	139.045	139.116	138.908	138.970	138.774	138.944	138.845	139.021	138.944	138.867	138.554	139.085	138.980	139.049	138.845	138.970	138.944	138.982	138.845	138.836	138.936	138.976	101.969	101.954	101.948	101.994	101.968	101.972	101.980	101.968	101.949	101.960	102.002	102.009	101.957	101.924	101.900	101.928	101.970	101.963	101.941	101.920	101.970	101.916	101.924	101.946	101.970	101.911	101.928	101.925	101.970	101.922	101.997	101.938	2016_7_19_17_07_21
FLQS3160GRWY____	-29.729	-29.693	-29.708	-29.847	-29.742	-29.779	-29.776	-29.776	-29.744	-29.778	-29.881	-29.916	-29.707	-29.675	-29.566	-29.672	-29.673	-29.780	-29.671	-29.637	-29.695	-29.672	-29.672	-29.707	-29.673	-29.637	-29.672	-29.638	-29.673	-29.601	-29.811	-29.673	138.835	138.738	139.117	139.040	138.979	138.836	139.046	139.042	139.043	139.078	139.073	139.181	138.940	138.933	138.787	138.906	139.007	138.897	138.967	138.901	138.623	139.108	138.972	139.043	139.007	138.995	138.936	138.943	139.007	138.907	139.040	139.008	101.943	101.937	101.912	101.973	101.937	101.963	101.944	101.945	101.932	101.942	101.983	101.988	101.926	101.914	101.883	101.915	101.907	101.958	101.909	101.902	101.948	101.898	101.909	101.917	101.907	101.894	101.913	101.899	101.907	101.887	101.959	101.907	2016_7_19_17_07_21
FLQS3126GRWV____	-29.517	-29.441	-29.539	-29.602	-29.564	-29.532	-29.600	-29.564	-29.496	-29.566	-29.637	-29.671	-29.530	-29.469	-29.364	-29.428	-29.461	-29.530	-29.463	-29.391	-29.446	-29.427	-29.425	-29.496	-29.461	-29.426	-29.462	-29.399	-29.461	-29.390	-29.609	-29.463	138.881	138.796	138.900	139.049	139.011	138.972	139.081	139.015	139.078	139.049	139.114	139.190	138.975	138.900	138.725	139.007	139.043	139.011	139.005	139.000	138.674	139.147	139.008	139.151	139.043	139.066	138.970	138.935	139.043	138.945	138.970	139.113	102.194	102.171	102.201	102.213	102.201	102.192	102.210	102.201	102.169	102.199	102.222	102.229	102.191	102.174	102.147	102.148	102.158	102.188	102.162	102.134	102.183	102.136	102.147	102.163	102.158	102.142	102.165	102.143	102.158	102.138	102.223	102.153	2016_7_19_17_07_21
FLQS3115GRWV____	-29.105	-29.031	-29.120	-29.189	-29.117	-29.153	-29.188	-29.154	-29.084	-29.155	-29.224	-29.258	-29.118	-29.050	-28.909	-29.013	-29.047	-29.153	-29.082	-29.015	-29.034	-29.051	-29.050	-29.083	-29.047	-29.016	-29.052	-29.014	-29.047	-29.013	-29.190	-29.049	138.960	138.863	139.198	139.157	139.061	138.983	139.160	139.158	139.127	139.127	139.156	139.262	139.021	139.121	138.875	139.020	139.120	139.017	139.047	139.054	138.715	139.196	139.125	139.157	139.120	139.120	139.085	139.055	139.120	138.989	139.156	139.120	101.803	101.782	101.789	101.820	101.800	101.820	101.819	101.806	101.781	101.809	101.834	101.839	101.803	101.768	101.733	101.762	101.767	101.817	101.787	101.760	101.796	101.762	101.768	101.778	101.767	101.755	101.772	101.760	101.767	101.764	101.820	101.768	2016_7_19_17_07_21
FLQS310RGRWV____	-29.666	-29.588	-29.641	-29.749	-29.677	-29.677	-29.713	-29.676	-29.642	-29.677	-29.783	-29.818	-29.642	-29.571	-29.470	-29.573	-29.609	-29.677	-29.608	-29.537	-29.588	-29.572	-29.573	-29.643	-29.609	-29.534	-29.574	-29.573	-29.609	-29.537	-29.713	-29.608	138.846	138.796	139.119	139.020	138.991	138.948	139.123	138.989	138.992	139.085	139.056	139.192	138.953	139.040	138.733	138.917	139.082	138.985	138.948	138.976	138.754	139.116	139.047	139.056	139.082	139.074	138.949	139.090	139.082	138.919	139.050	139.083	101.987	101.961	101.954	102.005	101.979	101.983	101.982	101.979	101.966	101.971	102.016	102.018	101.969	101.933	101.919	101.945	101.945	101.980	101.956	101.925	101.964	101.928	101.934	101.960	101.945	101.916	101.942	101.930	101.945	101.930	101.989	101.944	2016_7_19_17_07_21
FLQS3106GRWV____	-29.496	-29.433	-29.476	-29.580	-29.509	-29.509	-29.538	-29.510	-29.476	-29.512	-29.614	-29.649	-29.468	-29.407	-29.301	-29.405	-29.440	-29.509	-29.438	-29.369	-29.433	-29.405	-29.404	-29.475	-29.440	-29.370	-29.404	-29.406	-29.440	-29.369	-29.546	-29.442	138.913	138.791	139.157	139.079	139.050	139.010	139.246	139.052	139.085	139.087	139.081	139.221	139.141	139.051	138.807	138.984	139.078	139.043	139.011	139.013	138.721	139.154	139.051	139.150	139.078	139.081	139.011	139.016	139.078	138.979	139.079	139.010	101.777	101.762	101.749	101.797	101.771	101.774	101.766	101.771	101.755	101.769	101.810	101.812	101.747	101.731	101.709	101.735	101.741	101.771	101.746	101.719	101.768	101.721	101.730	101.749	101.741	101.714	101.733	101.733	101.741	101.722	101.783	101.748	2016_7_19_17_07_21
FLQS30ZQGRWV____	-29.635	-29.560	-29.608	-29.715	-29.643	-29.640	-29.679	-29.643	-29.610	-29.644	-29.750	-29.784	-29.610	-29.541	-29.436	-29.535	-29.576	-29.644	-29.576	-29.500	-29.564	-29.539	-29.540	-29.605	-29.576	-29.504	-29.542	-29.542	-29.576	-29.505	-29.680	-29.576	138.861	138.893	139.110	139.107	139.005	138.885	139.139	139.070	139.072	139.107	139.137	139.215	139.033	139.063	138.818	138.920	139.066	139.108	139.025	138.920	138.691	139.169	139.066	139.025	139.066	139.091	139.023	139.099	139.066	138.997	139.098	139.064	101.980	101.948	101.948	101.991	101.971	101.980	101.974	101.966	101.952	101.963	102.002	102.009	101.956	101.926	101.905	101.936	101.939	101.963	101.943	101.922	101.966	101.916	101.925	101.954	101.939	101.909	101.930	101.923	101.939	101.917	101.978	101.940	2016_7_19_17_07_21
FLQS30YUGRWV____	-29.424	-29.351	-29.399	-29.505	-29.432	-29.432	-29.470	-29.432	-29.401	-29.435	-29.540	-29.575	-29.397	-29.330	-29.229	-29.332	-29.362	-29.436	-29.362	-29.292	-29.353	-29.327	-29.331	-29.400	-29.362	-29.297	-29.327	-29.333	-29.362	-29.292	-29.467	-29.362	138.959	138.867	139.195	139.126	139.028	138.958	139.167	139.063	139.131	139.162	139.163	139.299	138.993	139.119	138.872	139.058	139.063	139.095	138.993	138.993	138.787	139.063	139.125	139.167	139.063	139.114	138.993	139.093	139.063	138.958	139.063	138.993	101.850	101.829	101.820	101.868	101.847	101.853	101.850	101.844	101.826	101.837	101.878	101.881	101.836	101.799	101.780	101.805	101.817	101.843	101.822	101.795	101.836	101.803	101.799	101.823	101.817	101.787	101.809	101.803	101.817	101.798	101.858	101.822	2016_7_19_17_07_21
FLQS30X6GRWY____	-29.303	-29.280	-29.285	-29.390	-29.321	-29.304	-29.354	-29.319	-29.286	-29.320	-29.426	-29.496	-29.286	-29.215	-29.113	-29.217	-29.251	-29.319	-29.252	-29.180	-29.282	-29.216	-29.217	-29.285	-29.251	-29.180	-29.218	-29.217	-29.251	-29.164	-29.356	-29.252	139.117	138.973	139.270	139.200	139.137	139.012	139.268	139.229	139.202	139.268	139.239	139.338	139.161	139.188	138.940	139.129	139.228	139.168	139.093	139.122	138.813	139.228	139.195	139.236	139.228	139.187	139.155	139.161	139.228	139.012	139.200	139.193	101.993	101.996	101.974	102.021	101.999	102.002	102.001	101.990	101.980	101.988	102.031	102.051	101.983	101.953	101.933	101.958	101.964	101.995	101.975	101.944	102.010	101.950	101.953	101.976	101.964	101.939	101.957	101.955	101.964	101.947	102.007	101.967	2016_7_19_17_07_22
