,Distance_X_LOGO_Button_LD1,Distance_X_LOGO_Button_LD2,Distance_X_LOGO_Button_LD3,Distance_X_LOGO_4,Distance_X_LOGO_5,Distance_X_LOGO_6,Distance_X_LOGO_7,Distance_X_LOGO_8,Distance_X_LOGO_9,Distance_X_LOGO_10,Distance_X_LOGO_11,Distance_X_LOGO_12,Distance_X_LOGO_13,Distance_X_LOGO_14,Distance_X_LOGO_15,Distance_X_LOGO_16,Distance_X_LOGO_17,Distance_X_LOGO_18,Distance_X_LOGO_19,Distance_X_LOGO_20,Distance_X_LOGO_21,Distance_X_LOGO_22,Distance_X_LOGO_23,Distance_X_LOGO_24,Distance_X_LOGO_25,Distance_X_LOGO_26,Distance_X_LOGO_27,Distance_X_LOGO_28,Distance_X_LOGO_29,Distance_X_LOGO_30,Distance_X_LOGO_31,Distance_X_LOGO_32,Distance_Y_LOGO_Button_LD1,Distance_Y_LOGO_Button_LD2,Distance_Y_LOGO_Button_LD3,Distance_Y_LOGO_4,Distance_Y_LOGO_5,Distance_Y_LOGO_6,Distance_Y_LOGO_7,Distance_Y_LOGO_8,Distance_Y_LOGO_9,Distance_Y_LOGO_10,Distance_Y_LOGO_11,Distance_Y_LOGO_12,Distance_Y_LOGO_13,Distance_Y_LOGO_14,Distance_Y_LOGO_15,Distance_Y_LOGO_16,Distance_Y_LOGO_17,Distance_Y_LOGO_18,Distance_Y_LOGO_19,Distance_Y_LOGO_20,Distance_Y_LOGO_21,Distance_Y_LOGO_22,Distance_Y_LOGO_23,Distance_Y_LOGO_24,Distance_Y_LOGO_25,Distance_Y_LOGO_26,Distance_Y_LOGO_27,Distance_Y_LOGO_28,Distance_Y_LOGO_29,Distance_Y_LOGO_30,Distance_Y_LOGO_31,Distance_Y_LOGO_32,Angle_Button_LD1,Angle_Button_LD2,Angle_Button_LD3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Angle_15,Angle_16,Angle_17,Angle_18,Angle_19,Angle_20,Angle_21,Angle_22,Angle_23,Angle_24,Angle_25,Angle_26,Angle_27,Angle_28,Angle_29,Angle_30,Angle_31,Angle_32
FLQS30Q3GRWV,-29.2191623234,-29.2191623234,-29.1882826305,-29.2191623234,-29.2211545617,-29.2221506808,-29.1912709879,-29.2211545617,-29.1912709879,-29.1882826305,-29.1872865114,-29.2191623234,-29.2938712579,-29.2221506808,-29.2221506808,-29.2898867814,-29.2520342546,-29.2201584425,-29.1892787496,-29.2241429191,-29.1544145802,-29.2540264928,-29.255022612,-29.2540264928,-29.2211545617,-29.2211545617,-29.2261351573,-29.2211545617,-29.2261351573,-29.2560187311,-29.2600032076,-29.2560187311,-142.799854365,-142.799854365,-142.835850043,-142.867846201,-142.837849803,-142.763858687,-142.756859527,-142.837849803,-142.756859527,-142.761858927,-142.729862768,-142.867846201,-142.688867691,-142.763858687,-142.763858687,-142.828850883,-142.863846681,-142.831850523,-142.719863969,-142.793855085,-142.798854485,-142.760859047,-142.835850043,-142.760859047,-142.767858206,-142.767858206,-142.729862768,-142.767858206,-142.655871652,-142.798854485,-142.729862768,-142.833850283,258.315,258.315,258.33,258.321,258.318,258.311,258.323,258.318,258.323,258.324,258.322,258.321,258.278,258.311,258.311,258.291,258.308,258.317,258.321,258.313,258.34,258.299,258.304,258.299,258.312,258.312,258.307,258.312,258.301,258.301,258.294,258.304
FLQS30Q2GRWV,-29.416078636,-29.416078636,-29.3860785558,-29.4540787376,-29.4240786574,-29.456078743,-29.3920785719,-29.4240786574,-29.3920785719,-29.3880785612,-29.3860785558,-29.4540787376,-29.4910788365,-29.456078743,-29.456078743,-29.4870788258,-29.4480787216,-29.4210786494,-29.4250786601,-29.4570787456,-29.3910785692,-29.4530787349,-29.4550787403,-29.4530787349,-29.456078743,-29.456078743,-29.4600787536,-29.456078743,-29.4230786547,-29.4550787403,-29.4550787403,-29.4530787349,-142.831856223,-142.831856223,-142.835857003,-142.86686305,-142.874864611,-142.797849591,-142.796849395,-142.874864611,-142.796849395,-142.797849591,-142.765843348,-142.86686305,-142.726835741,-142.797849591,-142.797849591,-142.86486266,-142.861862075,-142.828855638,-142.755841398,-142.832856418,-142.834856808,-142.762842763,-142.841858173,-142.762842763,-142.766843543,-142.766843543,-142.731836716,-142.766843543,-142.693829304,-142.840857978,-142.771844519,-142.869863635,258.352,258.352,258.364,258.34,258.352,258.334,258.358,258.352,258.358,258.36,258.358,258.34,258.315,258.334,258.334,258.327,258.342,258.35,258.343,258.336,258.362,258.333,258.338,258.333,258.331,258.331,258.327,258.331,258.339,258.338,258.332,258.341
FLQS30PHGRWY,-29.3224659744,-29.3224659744,-29.2864703127,-29.3204662154,-29.3224659744,-29.3234658539,-29.2864703127,-29.3224659744,-29.2864703127,-29.2874701922,-29.2874701922,-29.3204662154,-29.3984568158,-29.3234658539,-29.3234658539,-29.3944572978,-29.3554619977,-29.3214660949,-29.2864703127,-29.3264654924,-29.2514745305,-29.3584616361,-29.3584616361,-29.3584616361,-29.3234658539,-29.3234658539,-29.3204662154,-29.3234658539,-29.2894699512,-29.3584616361,-29.3594615156,-29.3594615156,-142.900739564,-142.900739564,-142.901739828,-142.930747489,-142.904740621,-142.867730847,-142.861729262,-142.904740621,-142.861729262,-142.864730054,-142.832721601,-142.930747489,-142.792711034,-142.867730847,-142.867730847,-142.931747753,-142.97175832,-142.900739564,-142.824719487,-142.862729526,-142.898739036,-142.828720544,-142.907741413,-142.828720544,-142.836722657,-142.836722657,-142.802713676,-142.836722657,-142.722692542,-142.868731111,-142.798712619,-142.936749074,258.317,258.317,258.331,258.32,258.317,258.314,258.328,258.317,258.328,258.327,258.325,258.32,258.279,258.314,258.314,258.292,258.31,258.317,258.325,258.312,258.344,258.297,258.304,258.297,258.312,258.312,258.31,258.312,258.316,258.3,258.294,258.305
FLQS30NWGRWV,-29.3332180485,-29.3332180485,-29.2882085074,-29.3262165643,-29.3282169884,-29.3292172004,-29.2471998144,-29.3282169884,-29.2471998144,-29.2932095675,-29.2872082954,-29.3262165643,-29.4032328902,-29.3292172004,-29.3292172004,-29.4012324662,-29.3642246213,-29.3272167764,-29.2832074473,-29.3282169884,-29.3012112637,-29.3672252574,-29.3642246213,-29.3672252574,-29.3292172004,-29.3292172004,-29.3202152922,-29.3292172004,-29.2962102036,-29.3672252574,-29.3702258934,-29.3672252574,-142.875446523,-142.875446523,-142.875446523,-142.907446847,-142.877446544,-142.84744624,-142.838446149,-142.877446544,-142.838446149,-142.841446179,-142.855446321,-142.907446847,-142.777445531,-142.84744624,-142.84744624,-142.907446847,-142.907446847,-142.876446533,-142.807445835,-142.84944626,-142.876446533,-142.809445855,-142.885446625,-142.809445855,-142.821445977,-142.821445977,-142.781445572,-142.821445977,-142.699444741,-142.84644623,-142.740445157,-142.911446888,258.502,258.502,258.519,258.507,258.504,258.501,258.532,258.504,258.532,258.514,258.518,258.507,258.467,258.501,258.501,258.478,258.492,258.504,258.515,258.502,258.514,258.483,258.49,258.483,258.499,258.499,258.499,258.499,258.502,258.486,258.477,258.491
FLQS30MRGRWY,-29.3969002195,-29.3969002195,-29.3598877545,-29.3908981981,-29.3948995457,-29.3958998826,-29.3538857332,-29.3948995457,-29.3538857332,-29.3598877545,-29.3588874176,-29.3908981981,-29.4689244757,-29.3958998826,-29.3958998826,-29.4649231281,-29.428911,-29.3928988719,-29.3538857332,-29.3938992088,-29.3568867438,-29.4339126845,-29.4309116738,-29.4339126845,-29.3938992088,-29.3938992088,-29.3868968506,-29.3938992088,-29.3608880914,-29.4309116738,-29.4319120107,-29.4339126845,-142.803668401,-142.803668401,-142.803668401,-142.873662847,-142.805668242,-142.77167094,-142.769671099,-142.805668242,-142.769671099,-142.767671258,-142.776670543,-142.873662847,-142.739673479,-142.77167094,-142.77167094,-142.872662926,-142.873662847,-142.839665545,-142.730674193,-142.807668084,-142.805668242,-142.77067102,-142.848664831,-142.77067102,-142.778670385,-142.778670385,-142.742673241,-142.778670385,-142.665679351,-142.809667925,-142.742673241,-142.880662292,258.354,258.354,258.368,258.361,258.355,258.351,258.367,258.355,258.367,258.365,258.366,258.361,258.321,258.351,258.351,258.333,258.347,258.358,258.364,258.355,258.369,258.337,258.344,258.337,258.353,258.353,258.352,258.353,258.356,258.341,258.335,258.345
FLQS30MKGRWV,-29.3250486854,-29.3250486854,-29.2900426587,-29.3230483411,-29.3240485133,-29.3710566063,-29.2880423143,-29.3240485133,-29.2880423143,-29.2910428309,-29.2910428309,-29.3230483411,-29.4000615999,-29.3710566063,-29.3710566063,-29.3950607389,-29.3570541956,-29.3230483411,-29.2880423143,-29.3710566063,-29.2540364598,-29.3620550566,-29.3610548844,-29.3620550566,-29.3250486854,-29.3250486854,-29.3660557453,-29.3250486854,-29.2960436919,-29.364055401,-29.3660557453,-29.3610548844,-142.798969408,-142.798969408,-142.759968324,-142.794969297,-142.802969519,-142.768968574,-142.722967295,-142.802969519,-142.722967295,-142.728967462,-142.698966628,-142.794969297,-142.692966461,-142.768968574,-142.768968574,-142.795969325,-142.794969297,-142.765968491,-142.687966322,-142.764968463,-142.760968352,-142.72996749,-142.809969714,-142.72996749,-142.739967768,-142.739967768,-142.701966712,-142.739967768,-142.587963543,-142.768968574,-142.703966767,-142.79796938,258.49,258.49,258.501,258.49,258.491,258.47,258.498,258.491,258.498,258.497,258.495,258.49,258.453,258.47,258.47,258.463,258.477,258.488,258.496,258.47,258.514,258.47,258.477,258.47,258.485,258.485,258.466,258.485,258.485,258.473,258.467,258.476
FLQS30MJGRWV,-29.2468431344,-29.2468431344,-29.2108470197,-29.2428435661,-29.2448433502,-29.2468431344,-29.2028478832,-29.2448433502,-29.2028478832,-29.2108470197,-29.2118469118,-29.2428435661,-29.3228349319,-29.2468431344,-29.2468431344,-29.3178354715,-29.2798395728,-29.2438434581,-29.200848099,-29.2468431344,-29.1708513368,-29.2838391411,-29.2808394648,-29.2838391411,-29.296837738,-29.296837738,-29.2378441057,-29.296837738,-29.213846696,-29.282839249,-29.2888386014,-29.2818393569,-142.836715141,-142.836715141,-142.835714982,-142.831714345,-142.838715459,-142.802709733,-142.76370353,-142.838715459,-142.76370353,-142.799709256,-142.733698758,-142.831714345,-142.701693668,-142.802709733,-142.802709733,-142.833714663,-142.866719912,-142.835714982,-142.764703689,-142.801709574,-142.836715141,-142.767704166,-142.845716572,-142.767704166,-142.770704643,-142.770704643,-142.74270019,-142.770704643,-142.658686829,-142.80571021,-142.737699394,-142.874721185,258.609,258.609,258.623,258.61,258.61,258.606,258.62,258.61,258.62,258.62,258.614,258.61,258.569,258.606,258.606,258.581,258.598,258.61,258.621,258.606,258.638,258.589,258.596,258.589,258.584,258.584,258.605,258.584,258.607,258.592,258.585,258.598
FLQS30MEGRWV,-29.7772958765,-29.7772958765,-29.7414232181,-29.7733100256,-29.7762994138,-29.7762994138,-29.7364409044,-29.7762994138,-29.7364409044,-29.7424196809,-29.7424196809,-29.7733100256,-29.8550199698,-29.7762994138,-29.7762994138,-29.8480447306,-29.809182684,-29.7723135629,-29.7374373672,-29.7772958765,-29.7035576342,-29.8171543859,-29.8111756095,-29.8171543859,-29.7772958765,-29.7772958765,-29.7743064883,-29.7772958765,-29.7414232181,-29.813168535,-29.8141649977,-29.813168535,-142.748390163,-142.748390163,-142.748390163,-142.746389934,-142.751390508,-142.718386718,-142.712386029,-142.751390508,-142.712386029,-142.717386604,-142.685382929,-142.746389934,-142.64637845,-142.718386718,-142.718386718,-142.783394182,-142.780393838,-142.751390508,-142.676381895,-142.715386374,-142.751390508,-142.680382355,-142.760391541,-142.680382355,-142.687383159,-142.687383159,-142.655379484,-142.687383159,-142.575370297,-142.720386948,-142.655379484,-142.785394412,258.191,258.191,258.205,258.192,258.192,258.189,258.204,258.192,258.204,258.202,258.199,258.192,258.153,258.189,258.189,258.167,258.181,258.193,258.201,258.188,258.22,258.17,258.179,258.17,258.186,258.186,258.185,258.186,258.191,258.175,258.169,258.18
FLQS30LFGRWY,-29.3063652695,-29.3063652695,-29.2724042464,-29.3063652695,-29.3083629768,-29.3083629768,-29.2714053927,-29.3083629768,-29.2714053927,-29.2744019536,-29.2724042464,-29.3063652695,-29.384275852,-29.3083629768,-29.3083629768,-29.3772838767,-29.3403262927,-29.3073641231,-29.2724042464,-29.3083629768,-29.2354466623,-29.3453205608,-29.3423239999,-29.3453205608,-29.3083629768,-29.3083629768,-29.3043675623,-29.3083629768,-29.2694076855,-29.3423239999,-29.3403262927,-29.3433228535,-142.911321491,-142.911321491,-142.911321491,-142.941328487,-142.914322191,-142.877313562,-142.868311463,-142.914322191,-142.868311463,-142.875313095,-142.843305632,-142.941328487,-142.80229607,-142.877313562,-142.877313562,-142.943328954,-142.978337116,-142.909321025,-142.827301901,-142.909321025,-142.908320791,-142.836304,-142.91732289,-142.836304,-142.846306332,-142.846306332,-142.846306332,-142.846306332,-142.732279745,-142.880314261,-142.851307498,-142.946329654,258.394,258.394,258.407,258.396,258.393,258.39,258.404,258.393,258.404,258.403,258.402,258.396,258.355,258.39,258.39,258.369,258.386,258.393,258.4,258.393,258.421,258.373,258.38,258.373,258.388,258.388,258.389,258.388,258.394,258.377,258.376,258.383
FLQS30KNGRWV,-29.462763869,-29.462763869,-29.4287537525,-29.4607632739,-29.462763869,-29.4647644641,-29.3847406606,-29.462763869,-29.3847406606,-29.3907424458,-29.427753455,-29.4607632739,-29.5367858873,-29.4647644641,-29.4647644641,-29.5337849947,-29.4937730929,-29.4607632739,-29.4177504795,-29.4637641666,-29.3867412557,-29.5007751757,-29.4997748782,-29.5007751757,-29.4647644641,-29.4647644641,-29.4537611911,-29.4647644641,-29.427753455,-29.4997748782,-29.5047763659,-29.4977742831,-142.794676691,-142.794676691,-142.794676691,-142.826672585,-142.795676562,-142.760681053,-142.754681823,-142.795676562,-142.754681823,-142.760681053,-142.728685159,-142.826672585,-142.690690034,-142.760681053,-142.760681053,-142.861668094,-142.824672841,-142.792676947,-142.718686442,-142.757681438,-142.794676691,-142.721686057,-142.799676049,-142.721686057,-142.72968503,-142.72968503,-142.734684389,-142.72968503,-142.616699528,-142.762680796,-142.692689777,-142.8296722,258.38,258.38,258.394,258.384,258.381,258.377,258.407,258.381,258.407,258.406,258.389,258.384,258.344,258.377,258.377,258.359,258.371,258.381,258.392,258.377,258.41,258.36,258.367,258.36,258.375,258.375,258.379,258.375,258.38,258.364,258.356,258.37
FLQS30K5GRWY,-29.5833678091,-29.5833678091,-29.5493754298,-29.5793687057,-29.5823680333,-29.5863671367,-29.5443765505,-29.5823680333,-29.5443765505,-29.5523747574,-29.5503752056,-29.5793687057,-29.6643496541,-29.5863671367,-29.5863671367,-29.6583509989,-29.6193597402,-29.5863671367,-29.5423769987,-29.5913660161,-29.5063850676,-29.6263581713,-29.6203595161,-29.6263581713,-29.5863671367,-29.5863671367,-29.5813682574,-29.5863671367,-29.5533745332,-29.621359292,-29.6733476369,-29.621359292,-142.844513146,-142.844513146,-142.843512898,-142.872520109,-142.8415124,-142.801502453,-142.798501707,-142.8415124,-142.798501707,-142.804503199,-142.774495739,-142.872520109,-142.733485543,-142.801502453,-142.801502453,-142.874520606,-142.873520358,-142.837511405,-142.759492009,-142.801502453,-142.883522845,-142.765493501,-142.845513395,-142.765493501,-142.77349549,-142.77349549,-142.738486787,-142.77349549,-142.618456945,-142.809504443,-142.736486289,-142.877521353,258.379,258.379,258.392,258.383,258.379,258.375,258.391,258.379,258.391,258.388,258.386,258.383,258.339,258.375,258.375,258.353,258.367,258.377,258.388,258.373,258.412,258.356,258.365,258.356,258.372,258.372,258.371,258.372,258.372,258.362,258.336,258.367
FLQS30K3GRWY,-29.5448580427,-29.5448580427,-29.5438578783,-29.573862812,-29.5778634698,-29.5818641276,-29.5448580427,-29.5778634698,-29.5448580427,-29.5468583716,-29.5448580427,-29.573862812,-29.6558762974,-29.5818641276,-29.5818641276,-29.6498753106,-29.5788636342,-29.5808639631,-29.5438578783,-29.5838644565,-29.5088521223,-29.617870048,-29.6128692258,-29.617870048,-29.5808639631,-29.5808639631,-29.5808639631,-29.5808639631,-29.549858865,-29.6148695547,-29.6218707059,-29.6128692258,-142.825212744,-142.825212744,-142.827212705,-142.893211417,-142.864211983,-142.826212724,-142.825212744,-142.864211983,-142.825212744,-142.791213407,-142.788213466,-142.893211417,-142.751214188,-142.826212724,-142.826212724,-142.895211378,-142.895211378,-142.85921208,-142.788213466,-142.825212744,-142.831212627,-142.784213544,-142.862212022,-142.784213544,-142.789213446,-142.789213446,-142.75421413,-142.789213446,-142.643216296,-142.825212744,-142.75421413,-142.948210344,258.407,258.407,258.407,258.401,258.397,258.393,258.407,258.397,258.407,258.403,258.404,258.401,258.358,258.393,258.393,258.372,258.399,258.396,258.404,258.392,258.421,258.375,258.383,258.375,258.39,258.39,258.387,258.39,258.39,258.38,258.371,258.39
FLQS30K1GRWY,-29.7494084472,-29.7494084472,-29.71339948,-29.7464076999,-29.747407949,-29.7514089454,-29.71339948,-29.747407949,-29.71339948,-29.7164002272,-29.7153999781,-29.7464076999,-29.8224266308,-29.7514089454,-29.7514089454,-29.8174253854,-29.7834169163,-29.7504086963,-29.71339948,-29.7524091945,-29.6783907618,-29.7854174145,-29.7824166672,-29.7854174145,-29.7504086963,-29.7504086963,-29.7464076999,-29.7504086963,-29.71339948,-29.7834169163,-29.7834169163,-29.7844171654,-142.793323284,-142.793323284,-142.793323284,-142.823321041,-142.793323284,-142.758325901,-142.75632605,-142.793323284,-142.75632605,-142.755326125,-142.721328667,-142.823321041,-142.688331134,-142.758325901,-142.758325901,-142.826320817,-142.864317976,-142.792323359,-142.718328891,-142.757325976,-142.793323284,-142.721328667,-142.795323135,-142.721328667,-142.725328368,-142.725328368,-142.690330985,-142.725328368,-142.615336592,-142.759325826,-142.692330835,-142.829320593,258.238,258.238,258.252,258.242,258.239,258.235,258.249,258.239,258.249,258.248,258.245,258.242,258.201,258.235,258.235,258.214,258.231,258.237,258.246,258.234,258.265,258.219,258.225,258.219,258.232,258.232,258.231,258.232,258.238,258.222,258.217,258.227
FLQS30JCGRWV,-29.6764680647,-29.6764680647,-29.6404565754,-29.6714664689,-29.6754677455,-29.6764680647,-29.6384559372,-29.6754677455,-29.6384559372,-29.6424572137,-29.6404565754,-29.6714664689,-29.7514920005,-29.6764680647,-29.6764680647,-29.7434894473,-29.7074779581,-29.6744674264,-29.637455618,-29.6764680647,-29.6044450862,-29.7124795539,-29.7084782773,-29.7124795539,-29.6744674264,-29.6744674264,-29.6714664689,-29.6744674264,-29.644457852,-29.7114792347,-29.713479873,-29.7114792347,-142.695941117,-142.695941117,-142.693941693,-142.7269322,-142.69694083,-142.66295061,-142.656952336,-142.69694083,-142.656952336,-142.660951185,-142.63295924,-142.7269322,-142.590971321,-142.66295061,-142.66295061,-142.727931912,-142.724932775,-142.693941693,-142.621962404,-142.660951185,-142.69694083,-142.625961253,-142.704938529,-142.625961253,-142.63295924,-142.63295924,-142.59497017,-142.63295924,-142.481002963,-142.666949459,-142.597969307,-142.733930187,258.356,258.356,258.369,258.36,258.356,258.353,258.367,258.356,258.367,258.366,258.365,258.36,258.318,258.353,258.353,258.332,258.346,258.356,258.365,258.353,258.384,258.336,258.344,258.336,258.351,258.351,258.349,258.351,258.351,258.34,258.334,258.345
FLQS30J0GRWV,-29.7736586206,-29.7736586206,-29.738655495,-29.771658442,-29.7736586206,-29.7766588885,-29.771658442,-29.7736586206,-29.771658442,-29.7396555843,-29.7396555843,-29.771658442,-29.8786679973,-29.7766588885,-29.7766588885,-29.8786679973,-29.8406646038,-29.7726585313,-29.771658442,-29.8106619248,-29.7036523694,-29.844664961,-29.8406646038,-29.844664961,-29.7746587099,-29.7746587099,-29.804661389,-29.7746587099,-29.7786590671,-29.8096618355,-29.847665229,-29.8426647824,-142.801268614,-142.801268614,-142.800268556,-142.797268382,-142.804268788,-142.735264792,-142.730264503,-142.804268788,-142.730264503,-142.733264676,-142.703262939,-142.797268382,-142.659260391,-142.735264792,-142.735264792,-142.796268324,-142.79826844,-142.804268788,-142.695262476,-142.733264676,-142.764266471,-142.69326236,-142.770266819,-142.69326236,-142.703262939,-142.703262939,-142.666260797,-142.703262939,-142.620258133,-142.768266703,-142.697262592,-142.799268498,258.299,258.299,258.312,258.3,258.3,258.293,258.294,258.3,258.294,258.307,258.304,258.3,258.247,258.293,258.293,258.258,258.273,258.3,258.292,258.279,258.323,258.263,258.271,258.263,258.291,258.291,258.276,258.291,258.283,258.283,258.262,258.272
FLQS30HZGRWY,-29.2626170714,-29.2626170714,-29.226612621,-29.2576164533,-29.2616169478,-29.263617195,-29.2236122501,-29.2616169478,-29.2236122501,-29.2286128682,-29.2276127446,-29.2576164533,-29.3376263431,-29.263617195,-29.263617195,-29.332625725,-29.2966212745,-29.2626170714,-29.2246123737,-29.2656174422,-29.1906081706,-29.2976213982,-29.2976213982,-29.2976213982,-29.263617195,-29.263617195,-29.2576164533,-29.263617195,-29.2296129918,-29.2966212745,-29.3036221399,-29.2956211509,-142.789821592,-142.789821592,-142.789821592,-142.854810133,-142.786822121,-142.749828644,-142.750828468,-142.786822121,-142.750828468,-142.74882882,-142.709835696,-142.854810133,-142.679840985,-142.749828644,-142.749828644,-142.820816127,-142.860809075,-142.821815951,-142.709835696,-142.786822121,-142.82981454,-142.711835344,-142.816816832,-142.711835344,-142.746829173,-142.746829173,-142.712835167,-142.746829173,-142.60285456,-142.746829173,-142.676841514,-142.823815598,258.52,258.52,258.534,258.527,258.52,258.516,258.532,258.52,258.532,258.53,258.527,258.527,258.482,258.516,258.516,258.495,258.512,258.522,258.528,258.518,258.551,258.5,258.508,258.5,258.516,258.516,258.515,258.516,258.518,258.503,258.495,258.51
FLQS30H6GRWV,-29.2849285894,-29.2849285894,-29.248985136,-29.2829317308,-29.2859270186,-29.2859270186,-29.2479867068,-29.2859270186,-29.2479867068,-29.2529788531,-29.2509819946,-29.2829317308,-29.3598107838,-29.2859270186,-29.2859270186,-29.3558170667,-29.3178767549,-29.2849285894,-29.2479867068,-29.2879238771,-29.2150385412,-29.3218704719,-29.3188751842,-29.3218704719,-29.2869254479,-29.2869254479,-29.2829317308,-29.2869254479,-29.2509819946,-29.3208720427,-29.3208720427,-29.3208720427,-142.750195051,-142.750195051,-142.751195067,-142.784195574,-142.753195097,-142.715194513,-142.714194498,-142.753195097,-142.714194498,-142.713194482,-142.685194052,-142.784195574,-142.648193483,-142.715194513,-142.715194513,-142.786195605,-142.784195574,-142.748195021,-142.67919396,-142.713194482,-142.754195113,-142.68119399,-142.760195205,-142.68119399,-142.686194067,-142.686194067,-142.656193606,-142.686194067,-142.580192437,-142.722194621,-142.692194159,-142.788195636,258.419,258.419,258.433,258.423,258.419,258.416,258.431,258.419,258.431,258.429,258.427,258.423,258.382,258.416,258.416,258.395,258.409,258.419,258.428,258.415,258.446,258.399,258.407,258.399,258.413,258.413,258.412,258.413,258.419,258.403,258.401,258.408
FLQS30GQGRWV,-31.8680270495,-31.8680270495,-31.7811259523,-31.817602956,-31.8208215152,-31.8218943682,-31.7811259523,-31.8208215152,-31.7811259523,-31.7864902175,-31.7832716584,-31.817602956,-31.9034312002,-31.8218943682,-31.8218943682,-31.8969940819,-31.8594442251,-31.8197486621,-31.7811259523,-31.8218943682,-31.7457218016,-31.8637356373,-31.8594442251,-31.8637356373,-31.8218943682,-31.8218943682,-31.8218943682,-31.8218943682,-31.7832716584,-31.8605170781,-31.8637356373,-31.8626627842,-142.909423162,-142.909423162,-142.911423714,-142.94443282,-142.915424817,-142.882415711,-142.876414056,-142.915424817,-142.876414056,-142.84340495,-142.851407157,-142.94443282,-142.810395844,-142.882415711,-142.882415711,-142.943432544,-142.942432268,-142.91242399,-142.842404674,-142.882415711,-142.91242399,-142.842404674,-142.920426197,-142.842404674,-142.853407709,-142.853407709,-142.820398603,-142.853407709,-142.740376528,-142.883415987,-142.856408537,-142.947433647,258.255,258.255,258.286,258.276,258.273,258.269,258.284,258.273,258.284,258.279,258.281,258.276,258.234,258.269,258.269,258.247,258.261,258.273,258.281,258.269,258.299,258.251,258.259,258.251,258.267,258.267,258.264,258.267,258.272,258.256,258.252,258.26
FLQS30GCGRWY,-29.3709882498,-29.3709882498,-29.375988418,-29.4059894275,-29.4109895957,-29.3729883171,-29.3319869375,-29.4109895957,-29.3319869375,-29.3809885863,-29.2999858608,-29.4059894275,-29.4489908744,-29.3729883171,-29.3729883171,-29.4439907061,-29.4059894275,-29.3699882161,-29.3329869712,-29.3749883844,-29.2979857935,-29.4109895957,-29.4049893938,-29.4109895957,-29.4149897303,-29.4149897303,-29.3699882161,-29.4149897303,-29.3369871058,-29.4069894611,-29.4079894948,-29.4079894948,-142.911503141,-142.911503141,-142.910502857,-142.940511362,-142.911503141,-142.872492084,-142.831480461,-142.911503141,-142.831480461,-142.870491517,-142.842483579,-142.940511362,-142.799471389,-142.872492084,-142.872492084,-142.942511929,-142.941511645,-142.90550144,-142.829479894,-142.869491234,-142.910502857,-142.837482162,-142.918505125,-142.837482162,-142.841483296,-142.841483296,-142.809474224,-142.841483296,-142.693441339,-142.881494636,-142.812475075,-142.946513063,258.418,258.418,258.416,258.407,258.403,258.414,258.427,258.403,258.427,258.411,258.44,258.407,258.379,258.414,258.414,258.393,258.407,258.418,258.426,258.413,258.446,258.397,258.405,258.397,258.396,258.396,258.411,258.396,258.414,258.402,258.396,258.407
FLQS30G5GRWY,-29.6521676067,-29.6521676067,-29.6181662678,-29.6531676461,-29.650167528,-29.6521676067,-29.613166071,-29.650167528,-29.613166071,-29.6201663466,-29.6181662678,-29.6531676461,-29.7291706388,-29.6521676067,-29.6521676067,-29.7251704813,-29.6871689849,-29.6521676067,-29.613166071,-29.6541676855,-29.5801647715,-29.6901691031,-29.6891690637,-29.6901691031,-29.6521676067,-29.6521676067,-29.6481674492,-29.6521676067,-29.6161661891,-29.6861689456,-29.6891690637,-29.6851689062,-142.836669357,-142.836669357,-142.838669647,-142.905679343,-142.834669068,-142.796663568,-142.799664002,-142.834669068,-142.799664002,-142.797663713,-142.765659082,-142.905679343,-142.727653582,-142.796663568,-142.796663568,-142.870674278,-142.867673844,-142.868673988,-142.755657634,-142.798663858,-142.839669791,-142.763658792,-142.836669357,-142.763658792,-142.766659226,-142.766659226,-142.732654306,-142.766659226,-142.656643306,-142.803664581,-142.734654595,-142.871674423,258.386,258.386,258.399,258.391,258.387,258.383,258.398,258.387,258.398,258.395,258.393,258.391,258.348,258.383,258.383,258.361,258.375,258.389,258.395,258.383,258.414,258.366,258.372,258.366,258.381,258.381,258.379,258.381,258.386,258.37,258.364,258.376
