SN	Distance_X_LOGO_Button_RU1	Distance_X_LOGO_Button_RU2	Distance_X_LOGO_Button_RU3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Button_RU1	Distance_Y_LOGO_Button_RU2	Distance_Y_LOGO_Button_RU3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Button_RU1	Angle_Button_RU2	Angle_Button_RU3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLQS30KVGRWV____	-37.154	-37.043	-37.082	-37.082	-37.035	-37.165	-37.160	-37.160	-37.123	-37.193	-37.110	-37.082	-37.119	-37.117	-37.125	-37.082	-37.130	-37.159	-37.082	-37.164	-37.124	-37.194	-37.160	-37.123	-37.080	-37.165	-37.123	-37.162	-37.037	-37.035	-37.040	-37.123	-139.291	-139.291	-139.255	-139.255	-139.220	-139.255	-139.221	-139.221	-139.222	-139.231	-139.227	-139.255	-139.258	-139.223	-139.291	-139.255	-139.256	-139.301	-139.255	-139.223	-139.221	-139.184	-139.257	-139.255	-139.190	-139.255	-139.292	-139.291	-139.219	-139.220	-139.222	-139.292	254.953	254.996	254.977	254.977	254.992	254.945	254.943	254.943	254.958	254.932	254.963	254.977	254.963	254.960	254.964	254.977	254.959	254.952	254.977	254.942	254.957	254.926	254.947	254.961	254.971	254.945	254.965	254.950	254.990	254.992	254.990	254.965	2016_7_19_17_01_10
FLQS30KBGRWV____	-37.207	-37.149	-37.132	-37.132	-37.096	-37.171	-37.215	-37.215	-37.175	-37.252	-37.171	-37.132	-37.133	-37.137	-37.177	-37.132	-37.142	-37.215	-37.132	-37.172	-37.133	-37.251	-37.214	-37.176	-37.136	-37.171	-37.131	-37.217	-37.097	-37.096	-37.102	-37.131	-139.293	-139.336	-139.255	-139.255	-139.221	-139.254	-139.267	-139.267	-139.265	-139.236	-139.228	-139.255	-139.258	-139.267	-139.292	-139.255	-139.258	-139.303	-139.255	-139.224	-139.221	-139.234	-139.257	-139.256	-139.189	-139.254	-139.292	-139.338	-139.219	-139.221	-139.222	-139.292	254.873	254.899	254.898	254.898	254.908	254.883	254.867	254.867	254.882	254.850	254.880	254.898	254.898	254.897	254.884	254.898	254.894	254.871	254.898	254.879	254.894	254.850	254.866	254.881	254.889	254.883	254.902	254.873	254.907	254.908	254.906	254.902	2016_7_19_17_01_10
FLQS30CWGRWV____	-36.991	-36.938	-37.068	-37.068	-37.026	-37.101	-37.057	-37.057	-36.972	-37.097	-37.059	-37.068	-37.064	-37.018	-37.061	-37.068	-37.115	-37.057	-37.068	-37.055	-37.066	-37.097	-37.102	-37.018	-37.018	-37.101	-37.022	-37.110	-37.030	-37.026	-36.880	-37.022	-139.293	-139.289	-139.254	-139.254	-139.219	-139.302	-139.219	-139.219	-139.219	-139.189	-139.228	-139.254	-139.256	-139.222	-139.292	-139.254	-139.297	-139.257	-139.254	-139.221	-139.263	-139.234	-139.254	-139.256	-139.188	-139.302	-139.292	-139.291	-139.218	-139.219	-139.218	-139.292	254.946	254.966	254.912	254.912	254.925	254.904	254.913	254.913	254.946	254.894	254.913	254.912	254.914	254.928	254.919	254.912	254.899	254.917	254.912	254.914	254.914	254.899	254.899	254.932	254.925	254.904	254.934	254.900	254.923	254.925	254.981	254.934	2016_7_19_17_01_10
FLQS30C7GRWV____	-36.979	-36.842	-36.876	-36.876	-36.830	-36.949	-36.948	-36.948	-36.913	-36.983	-36.907	-36.876	-36.877	-36.907	-36.949	-36.876	-36.919	-36.949	-36.876	-36.949	-36.911	-36.977	-36.946	-36.910	-36.910	-36.949	-36.874	-36.948	-36.835	-36.830	-36.876	-36.874	-139.407	-139.409	-139.372	-139.372	-139.336	-139.370	-139.338	-139.338	-139.338	-139.304	-139.302	-139.372	-139.374	-139.339	-139.406	-139.372	-139.372	-139.373	-139.372	-139.336	-139.338	-139.299	-139.373	-139.372	-139.303	-139.370	-139.409	-139.407	-139.336	-139.336	-139.338	-139.409	254.949	255.002	254.985	254.985	254.999	254.957	254.954	254.954	254.967	254.937	254.966	254.985	254.985	254.970	254.960	254.985	254.968	254.957	254.985	254.953	254.968	254.939	254.958	254.972	254.965	254.957	254.989	254.961	254.997	254.999	254.981	254.989	2016_7_19_17_01_10
FLQS29JFGRX5____	-37.180	-37.086	-37.116	-37.116	-37.074	-37.151	-37.153	-37.153	-37.118	-37.182	-37.113	-37.116	-37.111	-37.119	-37.190	-37.116	-37.118	-37.149	-37.116	-37.150	-37.114	-37.183	-37.151	-37.121	-37.120	-37.151	-37.109	-37.151	-37.082	-37.074	-37.075	-37.109	-139.257	-139.258	-139.221	-139.221	-139.184	-139.220	-139.187	-139.187	-139.186	-139.154	-139.149	-139.221	-139.220	-139.188	-139.297	-139.221	-139.223	-139.221	-139.221	-139.187	-139.186	-139.153	-139.224	-139.220	-139.152	-139.220	-139.256	-139.258	-139.186	-139.184	-139.187	-139.256	254.768	254.804	254.789	254.789	254.801	254.775	254.771	254.771	254.784	254.757	254.782	254.789	254.791	254.784	254.768	254.789	254.788	254.776	254.789	254.772	254.786	254.756	254.776	254.787	254.780	254.775	254.795	254.779	254.798	254.801	254.801	254.795	2016_7_19_17_01_10
FLQS22XEGRX2____	-37.043	-36.905	-36.979	-36.979	-36.935	-37.020	-37.012	-37.012	-36.980	-37.042	-36.975	-36.979	-36.977	-36.978	-37.015	-36.979	-36.979	-37.014	-36.979	-37.020	-36.973	-37.043	-37.010	-36.978	-36.976	-37.020	-36.978	-37.012	-36.942	-36.935	-36.946	-36.978	-139.402	-139.402	-139.368	-139.368	-139.332	-139.324	-139.334	-139.334	-139.333	-139.299	-139.297	-139.368	-139.367	-139.334	-139.403	-139.368	-139.367	-139.369	-139.368	-139.290	-139.330	-139.298	-139.366	-139.369	-139.300	-139.324	-139.402	-139.403	-139.334	-139.332	-139.333	-139.402	254.838	254.891	254.859	254.859	254.873	254.839	254.843	254.843	254.855	254.828	254.854	254.859	254.860	254.856	254.849	254.859	254.859	254.846	254.859	254.836	254.858	254.827	254.847	254.860	254.854	254.839	254.863	254.850	254.870	254.873	254.869	254.863	2016_7_19_17_01_10
FLQS22TQGRX2____	-37.156	-37.015	-37.049	-37.049	-37.005	-37.082	-37.123	-37.123	-37.050	-37.116	-37.045	-37.049	-37.048	-37.011	-37.127	-37.049	-37.051	-37.087	-37.049	-37.085	-37.046	-37.073	-37.119	-37.089	-37.046	-37.082	-37.048	-37.086	-37.009	-37.005	-37.008	-37.048	-139.337	-139.338	-139.301	-139.301	-139.264	-139.300	-139.267	-139.267	-139.268	-139.232	-139.229	-139.301	-139.302	-139.269	-139.336	-139.301	-139.303	-139.302	-139.301	-139.267	-139.267	-139.232	-139.301	-139.301	-139.232	-139.300	-139.337	-139.338	-139.266	-139.264	-139.267	-139.337	254.802	254.856	254.839	254.839	254.852	254.826	254.807	254.807	254.835	254.806	254.833	254.839	254.840	254.850	254.813	254.839	254.839	254.825	254.839	254.822	254.837	254.823	254.812	254.824	254.833	254.826	254.843	254.829	254.851	254.852	254.851	254.843	2016_7_19_17_01_10
FLQS21YXGRX2____	-37.142	-37.031	-37.110	-37.110	-37.020	-37.099	-37.100	-37.100	-37.108	-37.137	-37.061	-37.110	-37.066	-37.062	-37.110	-37.110	-37.117	-37.106	-37.110	-37.104	-37.110	-37.134	-37.105	-37.065	-37.063	-37.099	-37.064	-37.099	-37.026	-37.020	-37.029	-37.064	-139.275	-139.273	-139.238	-139.238	-139.198	-139.236	-139.204	-139.204	-139.204	-139.167	-139.167	-139.238	-139.239	-139.204	-139.273	-139.238	-139.237	-139.239	-139.238	-139.202	-139.202	-139.168	-139.239	-139.236	-139.166	-139.236	-139.273	-139.272	-139.202	-139.198	-139.205	-139.273	254.895	254.937	254.904	254.904	254.934	254.908	254.904	254.904	254.901	254.886	254.915	254.904	254.921	254.919	254.907	254.904	254.901	254.905	254.904	254.902	254.900	254.887	254.906	254.921	254.914	254.908	254.925	254.911	254.932	254.934	254.931	254.925	2016_7_19_17_01_11
FLQS2AVTGRX5____	-37.059	-37.001	-37.037	-37.037	-37.027	-37.072	-37.029	-37.029	-36.997	-37.103	-36.991	-37.037	-37.032	-36.992	-37.072	-37.037	-37.038	-37.070	-37.037	-37.031	-37.033	-37.060	-37.070	-37.032	-36.993	-37.072	-37.034	-37.030	-36.958	-37.027	-36.960	-37.034	-139.275	-139.275	-139.239	-139.239	-139.206	-139.238	-139.205	-139.205	-139.206	-139.170	-139.169	-139.239	-139.240	-139.207	-139.274	-139.239	-139.239	-139.241	-139.239	-139.206	-139.201	-139.169	-139.240	-139.242	-139.171	-139.238	-139.275	-139.275	-139.204	-139.206	-139.206	-139.275	254.876	254.898	254.881	254.881	254.881	254.867	254.880	254.880	254.893	254.848	254.891	254.881	254.883	254.895	254.871	254.881	254.880	254.868	254.881	254.880	254.878	254.865	254.868	254.883	254.891	254.867	254.886	254.887	254.908	254.881	254.907	254.886	2016_7_19_17_01_11
FLQS3087GRWV____	-37.008	-36.975	-37.101	-37.101	-36.903	-37.183	-37.152	-37.152	-37.111	-37.189	-37.106	-37.101	-37.114	-37.148	-36.973	-37.101	-37.180	-37.156	-37.101	-37.190	-37.154	-37.188	-37.154	-37.095	-37.221	-37.183	-36.938	-37.141	-37.075	-36.903	-36.969	-36.938	-139.418	-139.400	-139.360	-139.360	-139.348	-139.383	-139.277	-139.277	-139.280	-139.243	-139.237	-139.360	-139.314	-139.348	-139.418	-139.360	-139.314	-139.316	-139.360	-139.324	-139.322	-139.240	-139.316	-139.360	-139.242	-139.383	-139.418	-139.395	-139.274	-139.348	-139.280	-139.418	254.917	254.928	254.876	254.876	254.950	254.846	254.848	254.848	254.863	254.830	254.861	254.876	254.866	254.856	254.931	254.876	254.840	254.850	254.876	254.838	254.851	254.830	254.851	254.878	254.817	254.846	254.944	254.864	254.877	254.950	254.918	254.944	2016_7_19_17_01_11
