SN	Distance_X_LOGO_Button_RU1	Distance_X_LOGO_Button_RU2	Distance_X_LOGO_Button_RU3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Button_RU1	Distance_Y_LOGO_Button_RU2	Distance_Y_LOGO_Button_RU3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Button_RU1	Angle_Button_RU2	Angle_Button_RU3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLQS2044GRWY____	-37.063	-36.958	-36.998	-36.998	-36.949	-37.034	-37.037	-37.037	-36.997	-37.064	-36.993	-36.998	-36.996	-36.995	-37.034	-36.998	-36.999	-37.034	-36.998	-37.033	-36.994	-37.065	-37.033	-36.995	-36.993	-37.034	-36.997	-37.032	-36.956	-36.949	-36.921	-36.997	-139.276	-139.279	-139.241	-139.241	-139.206	-139.239	-139.209	-139.209	-139.207	-139.174	-139.169	-139.241	-139.243	-139.208	-139.277	-139.241	-139.246	-139.243	-139.241	-139.207	-139.206	-139.173	-139.245	-139.240	-139.173	-139.239	-139.278	-139.279	-139.205	-139.206	-139.209	-139.278	254.928	254.968	254.950	254.950	254.965	254.936	254.931	254.931	254.946	254.917	254.944	254.950	254.950	254.947	254.939	254.950	254.949	254.936	254.950	254.932	254.947	254.917	254.936	254.951	254.945	254.936	254.954	254.940	254.962	254.965	254.976	254.954	2016_7_19_17_01_11
FLQS312SGRWV____	-37.250	-37.106	-37.174	-37.174	-37.095	-37.209	-37.212	-37.212	-37.172	-37.245	-37.168	-37.174	-37.135	-37.172	-37.211	-37.174	-37.183	-37.217	-37.174	-37.210	-37.173	-37.241	-37.174	-37.173	-37.174	-37.209	-37.171	-37.209	-37.100	-37.095	-37.101	-37.171	-139.331	-139.331	-139.295	-139.295	-139.258	-139.293	-139.262	-139.262	-139.260	-139.226	-139.222	-139.295	-139.251	-139.261	-139.329	-139.295	-139.295	-139.252	-139.295	-139.259	-139.258	-139.223	-139.252	-139.295	-139.225	-139.293	-139.329	-139.330	-139.258	-139.258	-139.259	-139.329	254.711	254.766	254.736	254.736	254.763	254.722	254.718	254.718	254.733	254.702	254.731	254.736	254.747	254.733	254.725	254.736	254.733	254.715	254.736	254.719	254.733	254.703	254.732	254.736	254.729	254.722	254.741	254.726	254.760	254.763	254.761	254.741	2016_7_19_17_01_11
FLQS31J6GRWY____	-37.349	-37.164	-37.247	-37.247	-37.174	-37.244	-37.278	-37.278	-37.197	-37.209	-37.279	-37.247	-37.140	-37.145	-37.244	-37.247	-37.185	-37.282	-37.247	-37.314	-37.139	-37.279	-37.280	-37.240	-37.196	-37.244	-37.142	-37.237	-37.154	-37.174	-37.155	-37.142	-139.344	-139.284	-139.245	-139.245	-139.274	-139.309	-139.213	-139.213	-139.214	-139.239	-139.239	-139.245	-139.250	-139.216	-139.344	-139.245	-139.338	-139.247	-139.245	-139.274	-139.274	-139.239	-139.249	-139.247	-139.182	-139.309	-139.286	-139.285	-139.211	-139.274	-139.214	-139.286	254.754	254.819	254.783	254.783	254.814	254.791	254.768	254.768	254.799	254.797	254.770	254.783	254.825	254.819	254.794	254.783	254.816	254.770	254.783	254.760	254.828	254.770	254.771	254.786	254.796	254.791	254.828	254.791	254.815	254.814	254.815	254.828	2016_7_19_17_00_58
FLQS31FWGRWY____	-37.106	-36.968	-37.008	-37.008	-36.957	-37.088	-37.076	-37.076	-37.038	-37.105	-37.034	-37.008	-37.037	-37.036	-37.092	-37.008	-37.041	-37.075	-37.008	-37.064	-37.002	-37.105	-37.073	-37.046	-37.032	-37.088	-37.035	-37.070	-36.963	-36.957	-36.964	-37.035	-139.388	-139.391	-139.311	-139.311	-139.278	-139.313	-139.321	-139.321	-139.320	-139.287	-139.283	-139.311	-139.352	-139.321	-139.346	-139.311	-139.355	-139.353	-139.311	-139.359	-139.280	-139.284	-139.355	-139.312	-139.286	-139.313	-139.386	-139.389	-139.320	-139.278	-139.321	-139.386	254.786	254.839	254.816	254.816	254.832	254.785	254.790	254.790	254.805	254.776	254.803	254.816	254.809	254.806	254.787	254.816	254.807	254.794	254.816	254.799	254.815	254.776	254.795	254.801	254.804	254.785	254.813	254.800	254.834	254.832	254.834	254.813	2016_7_19_17_00_58
FLQS31CRGRWY____	-36.769	-36.673	-36.741	-36.741	-36.666	-36.739	-36.746	-36.746	-36.709	-36.774	-36.737	-36.741	-36.701	-36.707	-36.739	-36.741	-36.713	-36.740	-36.741	-36.772	-36.701	-36.774	-36.742	-36.739	-36.707	-36.739	-36.703	-36.739	-36.670	-36.666	-36.671	-36.703	-139.457	-139.415	-139.423	-139.423	-139.388	-139.424	-139.348	-139.348	-139.345	-139.315	-139.352	-139.423	-139.380	-139.349	-139.456	-139.423	-139.383	-139.382	-139.423	-139.391	-139.389	-139.354	-139.382	-139.422	-139.316	-139.424	-139.416	-139.416	-139.345	-139.388	-139.346	-139.416	255.519	255.551	255.526	255.526	255.551	255.527	255.517	255.517	255.531	255.502	255.520	255.526	255.537	255.532	255.530	255.526	255.533	255.522	255.526	255.511	255.538	255.507	255.522	255.527	255.528	255.527	255.540	255.526	255.546	255.551	255.545	255.540	2016_7_19_17_00_58
FLQS319LGRWY____	-37.276	-37.183	-37.210	-37.210	-37.169	-37.242	-37.249	-37.249	-37.243	-37.275	-37.207	-37.210	-37.209	-37.210	-37.247	-37.210	-37.214	-37.244	-37.210	-37.242	-37.209	-37.273	-37.278	-37.211	-37.211	-37.242	-37.210	-37.247	-37.175	-37.169	-37.175	-37.210	-139.394	-139.391	-139.353	-139.353	-139.317	-139.353	-139.278	-139.278	-139.317	-139.287	-139.281	-139.353	-139.312	-139.320	-139.389	-139.353	-139.357	-139.313	-139.353	-139.320	-139.319	-139.286	-139.357	-139.355	-139.285	-139.353	-139.390	-139.391	-139.318	-139.317	-139.277	-139.390	254.747	254.782	254.768	254.768	254.780	254.756	254.746	254.746	254.752	254.736	254.762	254.768	254.764	254.765	254.758	254.768	254.767	254.751	254.768	254.753	254.765	254.737	254.743	254.768	254.761	254.756	254.772	254.758	254.778	254.780	254.774	254.772	2016_7_19_17_00_58
FLQS319HGRWY____	-37.176	-37.042	-37.076	-37.076	-37.029	-37.111	-37.155	-37.155	-37.075	-37.182	-37.115	-37.076	-37.120	-37.070	-37.114	-37.076	-37.125	-37.153	-37.076	-37.114	-37.108	-37.188	-37.154	-37.073	-37.116	-37.111	-37.074	-37.147	-37.035	-37.029	-37.039	-37.074	-139.458	-139.417	-139.380	-139.380	-139.345	-139.381	-139.346	-139.346	-139.346	-139.356	-139.308	-139.380	-139.380	-139.347	-139.418	-139.380	-139.380	-139.380	-139.380	-139.347	-139.387	-139.312	-139.382	-139.380	-139.311	-139.381	-139.417	-139.457	-139.345	-139.345	-139.348	-139.417	254.801	254.848	254.831	254.831	254.846	254.818	254.797	254.797	254.828	254.788	254.809	254.831	254.815	254.830	254.821	254.831	254.813	254.802	254.831	254.813	254.820	254.781	254.802	254.833	254.809	254.818	254.836	254.812	254.844	254.846	254.842	254.836	2016_7_19_17_00_59
FLQS317CGRWY____	-36.992	-36.851	-36.924	-36.924	-36.837	-36.965	-36.964	-36.964	-36.883	-36.956	-36.877	-36.924	-36.880	-36.926	-36.963	-36.924	-36.923	-36.959	-36.924	-36.966	-36.883	-36.996	-36.956	-36.926	-36.926	-36.965	-36.880	-36.922	-36.843	-36.837	-36.843	-36.880	-139.419	-139.421	-139.383	-139.383	-139.350	-139.388	-139.352	-139.352	-139.350	-139.318	-139.312	-139.383	-139.385	-139.352	-139.417	-139.383	-139.429	-139.383	-139.383	-139.353	-139.354	-139.315	-139.385	-139.384	-139.318	-139.388	-139.420	-139.422	-139.348	-139.350	-139.349	-139.420	254.892	254.946	254.914	254.914	254.944	254.899	254.895	254.895	254.927	254.895	254.925	254.914	254.931	254.910	254.903	254.914	254.919	254.901	254.914	254.895	254.927	254.879	254.902	254.914	254.907	254.899	254.935	254.919	254.942	254.944	254.942	254.935	2016_7_19_17_00_59
FLQS3160GRWY____	-37.101	-37.005	-37.036	-37.036	-36.990	-37.078	-37.073	-37.073	-37.036	-37.103	-37.038	-37.036	-37.041	-37.035	-37.081	-37.036	-37.040	-37.071	-37.036	-37.039	-37.034	-37.105	-37.069	-37.043	-37.042	-37.078	-37.041	-37.073	-36.996	-36.990	-37.002	-37.041	-139.331	-139.332	-139.296	-139.296	-139.258	-139.253	-139.262	-139.262	-139.262	-139.228	-139.182	-139.296	-139.254	-139.262	-139.290	-139.296	-139.294	-139.299	-139.296	-139.219	-139.259	-139.185	-139.299	-139.255	-139.186	-139.253	-139.290	-139.331	-139.260	-139.258	-139.263	-139.290	254.969	255.006	254.990	254.990	255.004	254.969	254.972	254.972	254.987	254.957	254.977	254.990	254.984	254.987	254.972	254.990	254.988	254.977	254.990	254.981	254.987	254.952	254.978	254.983	254.977	254.969	254.988	254.979	255.002	255.004	255.000	254.988	2016_7_19_17_00_59
FLQS3126GRWV____	-37.428	-37.280	-37.311	-37.311	-37.316	-37.392	-37.349	-37.349	-37.354	-37.433	-37.350	-37.311	-37.357	-37.312	-37.357	-37.311	-37.365	-37.356	-37.311	-37.492	-37.357	-37.386	-37.396	-37.397	-37.354	-37.392	-37.315	-37.399	-37.320	-37.316	-37.321	-37.315	-139.207	-139.207	-139.122	-139.122	-139.134	-139.171	-139.137	-139.137	-139.138	-139.105	-139.100	-139.122	-139.172	-139.140	-139.208	-139.122	-139.169	-139.174	-139.122	-139.137	-139.133	-139.104	-139.172	-139.172	-139.102	-139.171	-139.208	-139.207	-139.136	-139.134	-139.138	-139.208	254.693	254.750	254.729	254.729	254.728	254.703	254.716	254.716	254.714	254.680	254.712	254.729	254.717	254.731	254.720	254.729	254.713	254.717	254.729	254.661	254.712	254.699	254.701	254.701	254.710	254.703	254.736	254.704	254.727	254.728	254.727	254.736	2016_7_19_17_00_59
FLQS3115GRWV____	-37.348	-37.280	-37.317	-37.317	-37.279	-37.311	-37.348	-37.348	-37.277	-37.343	-37.310	-37.317	-37.310	-37.273	-37.316	-37.317	-37.318	-37.349	-37.317	-37.312	-37.315	-37.381	-37.354	-37.275	-37.275	-37.311	-37.273	-37.266	-37.242	-37.279	-37.240	-37.273	-139.265	-139.303	-139.229	-139.229	-139.232	-139.226	-139.237	-139.237	-139.236	-139.161	-139.156	-139.229	-139.229	-139.196	-139.264	-139.229	-139.267	-139.272	-139.229	-139.194	-139.190	-139.200	-139.270	-139.228	-139.159	-139.226	-139.263	-139.264	-139.232	-139.232	-139.194	-139.263	255.265	255.295	255.273	255.273	255.288	255.275	255.263	255.263	255.290	255.256	255.269	255.273	255.276	255.287	255.277	255.273	255.277	255.266	255.273	255.272	255.270	255.246	255.263	255.289	255.282	255.275	255.294	255.297	255.302	255.288	255.299	255.294	2016_7_19_17_00_59
FLQS310RGRWV____	-37.048	-36.942	-36.977	-36.977	-36.938	-37.012	-37.015	-37.015	-36.974	-37.056	-36.969	-36.977	-36.974	-36.975	-37.011	-36.977	-37.028	-37.012	-36.977	-37.017	-36.980	-37.052	-37.013	-36.977	-36.940	-37.012	-36.887	-37.019	-36.940	-36.938	-36.899	-36.887	-139.356	-139.354	-139.319	-139.319	-139.325	-139.364	-139.288	-139.288	-139.286	-139.255	-139.293	-139.319	-139.322	-139.288	-139.398	-139.319	-139.362	-139.322	-139.319	-139.289	-139.282	-139.252	-139.321	-139.321	-139.254	-139.364	-139.354	-139.357	-139.283	-139.325	-139.286	-139.354	254.904	254.945	254.927	254.927	254.943	254.918	254.910	254.910	254.925	254.890	254.928	254.927	254.929	254.925	254.923	254.927	254.912	254.914	254.927	254.909	254.922	254.892	254.914	254.928	254.935	254.918	254.966	254.915	254.938	254.943	254.954	254.966	2016_7_19_17_00_59
FLQS3106GRWV____	-37.157	-37.098	-37.124	-37.124	-37.085	-37.159	-37.161	-37.161	-37.125	-37.157	-37.121	-37.124	-37.125	-37.123	-37.127	-37.124	-37.132	-37.124	-37.124	-37.163	-37.127	-37.153	-37.124	-37.126	-37.087	-37.159	-37.087	-37.121	-37.092	-37.085	-37.052	-37.087	-139.332	-139.334	-139.298	-139.298	-139.258	-139.291	-139.261	-139.261	-139.262	-139.228	-139.227	-139.298	-139.298	-139.263	-139.334	-139.298	-139.296	-139.298	-139.298	-139.259	-139.258	-139.228	-139.299	-139.298	-139.228	-139.291	-139.334	-139.287	-139.261	-139.258	-139.264	-139.334	254.796	254.819	254.805	254.805	254.816	254.791	254.787	254.787	254.801	254.785	254.799	254.805	254.805	254.802	254.808	254.805	254.802	254.805	254.805	254.786	254.800	254.787	254.805	254.804	254.812	254.791	254.823	254.805	254.814	254.816	254.829	254.823	2016_7_19_17_00_59
FLQS30ZQGRWV____	-36.981	-36.886	-36.916	-36.916	-36.879	-36.950	-36.954	-36.954	-36.919	-36.988	-36.910	-36.916	-36.917	-36.879	-36.954	-36.916	-36.924	-36.955	-36.916	-36.914	-36.920	-36.983	-36.994	-36.913	-36.918	-36.950	-36.914	-36.952	-36.885	-36.879	-36.878	-36.914	-139.400	-139.401	-139.366	-139.366	-139.332	-139.365	-139.334	-139.334	-139.335	-139.299	-139.297	-139.366	-139.370	-139.337	-139.401	-139.366	-139.366	-139.369	-139.366	-139.334	-139.330	-139.342	-139.367	-139.368	-139.300	-139.365	-139.402	-139.402	-139.334	-139.332	-139.333	-139.402	255.395	255.432	255.417	255.417	255.427	255.403	255.399	255.399	255.412	255.382	255.412	255.417	255.416	255.428	255.406	255.417	255.414	255.402	255.417	255.414	255.411	255.388	255.387	255.418	255.409	255.403	255.421	255.406	255.425	255.427	255.428	255.421	2016_7_19_17_00_59
