SN	Distance_X_LOGO_Battery_Rigth1	Distance_X_LOGO_Battery_Rigth2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Rigth1	Distance_Y_LOGO_Battery_Rigth2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Rigth1	Angle_Battery_Rigth2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
FLQS30KVGRWV____	-43.388	-43.815	-43.220	-43.395	-43.213	-43.180	-43.001	-43.321	-43.246	-43.472	-43.469	-43.325	-43.273	-43.313	-43.423	-43.550	-43.187	-43.458	-43.171	-43.424	-43.640	-43.214	-43.535	-43.538	-43.589	-43.400	-43.210	-43.362	-43.290	-43.498	-43.492	-43.267	-125.598	-125.849	-125.394	-125.464	-125.669	-125.791	-125.732	-125.784	-125.627	-125.900	-125.465	-125.464	-125.430	-125.425	-125.536	-125.377	-125.377	-125.744	-125.538	-125.979	-125.849	-125.734	-125.499	-126.159	-125.977	-125.632	-125.963	-125.549	-126.024	-125.964	-125.535	-125.645	250.837	250.698	250.877	250.815	250.918	250.948	251.013	250.890	250.899	250.845	250.785	250.844	250.860	250.843	250.814	250.739	250.888	250.829	250.917	250.876	250.770	250.927	250.763	250.854	250.808	250.836	250.960	250.841	250.936	250.844	250.785	250.893	2016_7_19_17_02_12
FLQS30KBGRWV____	-43.049	-43.063	-42.962	-43.082	-42.874	-42.836	-42.773	-42.924	-42.835	-43.166	-43.092	-43.004	-42.798	-42.960	-43.115	-43.225	-42.959	-43.115	-43.053	-43.016	-43.324	-43.054	-43.061	-43.131	-43.266	-42.948	-43.076	-43.016	-43.111	-43.235	-43.236	-43.035	-125.566	-125.810	-125.244	-125.711	-125.580	-125.699	-125.718	-125.361	-125.338	-125.502	-125.439	-125.375	-125.216	-125.333	-125.434	-125.534	-125.342	-125.527	-125.500	-125.522	-125.613	-125.596	-125.372	-125.677	-125.741	-125.480	-125.630	-125.458	-125.722	-125.540	-125.507	-125.505	250.879	250.907	250.870	250.886	250.953	250.985	251.013	250.902	250.935	250.822	250.844	250.871	250.933	250.883	250.834	250.803	250.884	250.847	250.868	250.886	250.773	250.882	250.847	250.861	250.815	250.908	250.877	250.878	250.876	250.799	250.795	250.877	2016_7_19_17_02_13
FLQS30CWGRWV____	-43.395	-43.758	-43.287	-43.506	-43.354	-43.253	-42.958	-43.373	-43.140	-43.543	-43.544	-43.293	-43.163	-43.267	-43.490	-43.550	-43.205	-43.336	-43.370	-43.442	-43.676	-43.513	-43.446	-43.480	-43.468	-43.421	-43.044	-43.495	-43.299	-43.564	-43.561	-43.514	-125.642	-125.713	-125.381	-125.401	-125.598	-125.667	-125.545	-125.398	-125.289	-125.690	-125.397	-125.391	-125.351	-125.353	-125.461	-125.413	-125.422	-125.665	-125.528	-125.709	-125.637	-125.818	-125.501	-125.875	-125.592	-125.503	-125.574	-125.481	-125.612	-125.625	-125.531	-125.759	250.881	250.743	250.888	250.802	250.891	250.942	251.045	250.855	250.935	250.827	250.785	250.887	250.934	250.892	250.816	250.785	250.927	250.908	250.875	250.871	250.765	250.858	250.840	250.879	250.844	250.851	251.014	250.817	250.916	250.810	250.797	250.849	2016_7_19_17_02_13
FLQS30C7GRWV____	-42.789	-43.167	-42.798	-43.068	-42.786	-42.747	-42.519	-42.711	-42.758	-43.113	-42.974	-42.740	-42.665	-42.698	-43.062	-43.250	-42.700	-42.971	-42.797	-42.798	-43.115	-43.113	-43.079	-43.052	-43.043	-42.679	-42.832	-42.931	-42.917	-42.949	-42.889	-42.824	-124.911	-125.278	-124.836	-125.310	-125.233	-125.057	-125.433	-124.765	-124.678	-125.209	-125.230	-124.726	-124.802	-124.741	-124.966	-125.000	-124.868	-125.234	-125.032	-125.396	-125.271	-125.244	-125.215	-125.333	-125.291	-124.939	-125.089	-125.100	-125.119	-125.007	-125.028	-125.144	251.003	250.900	250.989	250.945	251.050	251.041	251.187	251.015	250.983	250.913	250.972	250.997	251.039	251.017	250.899	250.827	251.034	250.974	251.017	251.068	250.920	250.918	250.927	250.955	250.953	251.052	251.011	250.972	250.980	250.951	250.979	251.022	2016_7_19_17_02_13
FLQS29JFGRX5____	-42.725	-43.102	-42.792	-43.123	-42.794	-42.772	-42.637	-42.574	-42.890	-43.197	-43.132	-42.827	-42.682	-42.768	-43.079	-43.281	-42.886	-43.039	-42.992	-43.008	-43.250	-43.088	-43.064	-43.157	-43.231	-42.932	-42.735	-43.054	-42.918	-43.133	-42.886	-42.786	-125.024	-125.130	-124.836	-125.026	-125.229	-125.220	-125.047	-125.006	-124.798	-125.269	-125.298	-124.976	-124.799	-124.798	-124.909	-124.922	-124.925	-125.063	-125.087	-125.278	-125.263	-125.526	-125.009	-125.448	-125.397	-125.060	-125.131	-125.167	-125.118	-125.013	-124.910	-125.130	251.048	250.908	250.994	250.885	251.049	251.056	251.087	251.107	250.948	250.889	250.920	250.999	251.034	250.998	250.887	250.805	250.968	250.925	250.947	250.967	250.867	250.970	250.907	250.931	250.893	250.968	251.059	250.933	250.982	250.879	250.966	251.038	2016_7_19_17_02_13
FLQS22XEGRX2____	-43.100	-43.548	-43.051	-43.106	-42.933	-43.020	-42.931	-43.071	-42.967	-43.247	-43.177	-43.176	-43.114	-43.085	-43.195	-43.211	-43.091	-43.228	-43.188	-43.259	-43.376	-43.103	-43.207	-43.120	-43.736	-43.004	-42.989	-43.076	-43.062	-43.267	-43.021	-42.910	-125.946	-126.174	-125.870	-125.880	-126.018	-126.086	-126.090	-125.740	-125.775	-126.050	-125.942	-125.810	-125.897	-125.777	-125.995	-125.775	-126.016	-126.028	-126.004	-126.134	-126.117	-126.212	-126.104	-126.236	-126.055	-125.920	-126.059	-125.952	-126.093	-126.042	-125.995	-125.995	250.967	250.817	250.976	250.955	251.045	251.019	251.056	250.950	250.997	250.922	250.935	250.917	250.954	250.949	250.935	250.898	250.980	250.926	250.939	250.928	250.879	251.003	250.946	250.999	250.724	251.003	251.028	250.978	251.003	250.912	251.006	251.051	2016_7_19_17_02_13
FLQS22TQGRX2____	-43.029	-43.211	-43.106	-43.134	-42.855	-42.762	-42.843	-42.962	-42.824	-43.291	-43.171	-42.922	-42.859	-42.895	-43.240	-43.117	-42.960	-43.158	-42.934	-43.070	-43.414	-43.099	-43.071	-43.323	-43.384	-42.926	-42.912	-43.118	-43.056	-43.196	-43.193	-43.150	-126.139	-126.320	-125.947	-126.018	-126.206	-126.143	-126.217	-125.810	-125.657	-126.059	-126.077	-125.762	-125.993	-125.842	-126.008	-125.846	-125.970	-126.095	-126.012	-126.090	-126.131	-126.161	-126.181	-126.488	-126.343	-126.110	-126.252	-126.035	-126.101	-126.057	-126.020	-126.020	251.097	251.048	251.039	251.037	251.177	251.206	251.184	251.078	251.113	250.979	251.031	251.088	251.146	251.110	250.993	251.020	251.101	251.038	251.118	251.073	250.939	251.072	251.086	251.026	250.981	251.135	251.160	251.046	251.081	251.018	251.014	251.031	2016_7_19_17_02_13
FLQS21YXGRX2____	-42.854	-43.235	-42.862	-43.116	-42.926	-42.768	-42.709	-42.843	-42.894	-43.221	-43.151	-42.976	-42.865	-42.900	-43.021	-43.265	-42.839	-42.980	-42.880	-42.893	-43.193	-42.436	-42.976	-43.121	-43.116	-42.994	-42.849	-42.951	-42.938	-43.128	-43.133	-42.851	-125.585	-125.828	-125.452	-125.674	-125.661	-125.605	-125.663	-125.577	-125.354	-125.779	-125.954	-125.464	-125.351	-125.357	-125.462	-125.303	-125.413	-125.609	-125.521	-125.599	-125.829	-125.583	-125.499	-126.139	-125.849	-125.497	-125.643	-125.485	-125.612	-125.517	-125.530	-125.577	251.055	250.934	251.034	250.961	251.036	251.093	251.125	251.059	251.007	250.933	250.986	250.989	251.018	251.005	250.970	250.848	251.038	251.007	251.036	251.041	250.951	251.226	250.994	251.024	250.985	250.986	251.065	251.002	251.025	250.934	250.934	251.055	2016_7_19_17_02_13
FLQS2AVTGRX5____	-43.192	-43.350	-43.208	-43.310	-43.203	-43.107	-42.860	-43.133	-43.059	-43.333	-43.305	-43.206	-43.227	-43.243	-43.110	-43.349	-43.332	-43.336	-43.216	-43.170	-43.423	-43.142	-43.313	-43.311	-43.373	-43.149	-43.193	-43.227	-43.162	-43.310	-43.360	-43.316	-125.491	-125.459	-125.025	-125.279	-125.304	-125.416	-125.237	-125.085	-124.985	-125.330	-125.094	-125.031	-125.210	-125.331	-125.153	-124.999	-125.420	-125.239	-125.164	-125.355	-125.224	-125.304	-125.384	-125.396	-125.612	-125.134	-125.281	-125.595	-125.304	-125.259	-125.154	-125.224	250.811	250.742	250.739	250.733	250.780	250.835	250.911	250.778	250.794	250.731	250.709	250.741	250.757	250.768	250.797	250.678	250.744	250.717	250.755	250.801	250.679	250.805	250.747	250.749	250.754	250.779	250.781	250.812	250.797	250.730	250.695	250.723	2016_7_19_17_02_13
FLQS3087GRWV____	-43.176	-43.463	-43.183	-42.966	-42.885	-42.850	-43.106	-42.868	-42.853	-43.070	-43.197	-43.259	-42.871	-42.919	-43.215	-43.498	-43.096	-43.184	-42.775	-43.008	-43.582	-43.127	-43.159	-43.260	-43.603	-43.007	-42.761	-43.259	-43.071	-43.276	-43.218	-43.049	-125.860	-125.857	-125.524	-125.343	-125.662	-125.714	-125.748	-125.332	-125.229	-125.637	-125.408	-125.792	-125.362	-125.298	-125.590	-125.577	-125.558	-125.676	-125.353	-125.752	-125.711	-125.682	-125.643	-126.029	-125.857	-125.511	-125.626	-125.496	-125.679	-125.581	-125.402	-125.635	251.038	250.921	250.988	251.052	251.129	251.151	251.052	251.091	251.082	251.051	250.967	250.995	251.093	251.065	250.985	250.868	251.029	251.009	251.131	251.092	250.852	251.034	251.015	251.028	250.865	251.058	251.175	250.954	251.056	250.959	250.957	251.059	2016_7_19_17_02_13
