SN	Distance_X_LOGO_Battery_Down1	Distance_X_LOGO_Battery_Down2	Distance_X_LOGO_Battery_Down3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Down1	Distance_Y_LOGO_Battery_Down2	Distance_Y_LOGO_Battery_Down3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Down1	Angle_Battery_Down2	Angle_Battery_Down3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS2BJ4GRX5____	-0.054	0.09	-0.054	-0.018	-0.139	-0.069	0.066	0	-0.054	-0.123	0.067	0.004	0.007	0.075	0.012	-0.018	-0.065	-0.054	-0.057	-0.057	0.08	-0.057	-0.057	-0.132	0.077	-0.054	-0.014	-0.131	-0.065	-0.054	0.005	-0.018	0.061	-0.063	-0.056	-0.056	-0.056	0.066	0.003	0.003	0.003	-0.056	0.06	-0.056	0.003	0.003	-0.063	-0.056	0.06	0.003	-0.056	0.003	-0.063	-0.063	0.003	0.003	-0.063	0.003	-0.056	0.003	-0.056	-0.056	0.053	-0.063	-0.133	0.072	-0.114	-0.063	-0.079	-0.037	0.025	-0.006	0.104	-0.05	0.03	0.015	0.013	0.055	0.009	-0.012	-0.012	-0.118	-0.025	0.121	0.09	-0.112	-0.025	-0.078	0.068	-0.027	-0.031	-0.053	-0.012	-0.012	0	-0.056	-0.027	-0.019	-0.014	2016_7_13_17_11_21
FLQS2C6NGRX5____	-0.131	-0.121	-0.121	-0.121	-0.208	-0.131	-0.147	-0.073	-0.202	-0.008	-0.192	-0.143	-0.143	-0.053	-0.243	-0.121	-0.147	-0.013	-0.147	-0.147	-0.146	-0.258	-0.147	0.002	-0.192	-0.131	-0.027	-0.023	-0.144	-0.215	-0.075	-0.03	-0.008	0.008	0	0.008	-0.008	-0.008	-0.008	-0.057	-0.053	-0.008	0	-0.06	0.072	-0.008	-0.053	0.067	-0.127	0.008	-0.058	-0.127	-0.008	0.008	0.072	-0.008	0.003	0.008	-0.008	0.008	0	-0.008	-0.008	0.008	-0.123	0.055	0.011	-0.025	-0.091	-0.039	-0.08	-0.033	-0.095	0.005	-0.08	-0.188	-0.072	0.02	-0.062	-0.163	-0.08	-0.034	-0.072	-0.072	-0.08	-0.125	-0.08	0.016	-0.093	-0.187	-0.065	-0.032	-0.069	-0.113	-0.036	-0.045	-0.125	-0.011	-0.067	2016_7_13_17_11_43
FLQS2C9EGRX5____	-0.007	-0.008	-0.008	0.065	0.009	0.139	0.017	-0.008	-0.008	-0.068	-0.059	-0.003	-0.067	0.127	-0.008	-0.008	0.124	-0.008	0.054	-0.066	-0.008	0.127	-0.059	-0.008	0.012	-0.007	-0.003	0.009	-0.008	-0.003	0.01	-0.008	-0.07	-0.07	-0.06	-0.07	0.001	-0.197	-0.125	-0.07	-0.125	-0.07	-0.07	-0.07	0.001	0.001	0.001	-0.131	-0.06	0.001	0.001	-0.06	-0.07	-0.07	-0.06	0.001	-0.19	-0.07	-0.06	-0.07	0.001	-0.141	0.001	0.001	-0.589	-0.82	-0.786	-0.629	-0.768	-0.597	-0.646	-0.756	-0.762	-0.72	-0.69	-0.751	-0.671	-0.612	-0.6	-0.69	-0.63	-0.701	-0.683	-0.712	-0.786	-0.61	-0.699	-0.788	-0.66	-0.69	-0.695	-0.654	-0.683	-0.57	-0.645	-0.609	0.008	-0.061	-0.684	2016_7_13_17_11_49
FLQS2CKUGRX5	-0.127	-0.012	0.004	0.026	-0.005	-0.058	0.002	-0.068	-0.064	0.06	-0.002	-0.065	-0.065	0.084	0.075	0.004	-0.004	0.002	0.072	0.122	0.072	0.004	0.001	0.063	0.145	0.065	0.119	-0.078	-0.049	0.002	-0.004	0.077	0.061	0.073	0.073	0.004	0.073	0.061	0.073	0.061	0.13	0.004	0.061	0.073	-0.066	0.061	0.061	-0.004	0.061	0.073	-0.067	0.061	-0.006	0.061	0.061	0.073	-0.056	0.061	0.127	0.061	-0.006	0.061	0.061	0.061	-0.055	-0.037	0.024	0.053	-0.028	-0.016	-0.12	-0.049	-0.037	0.029	-0.01	-0.035	-0.027	0.08	0.052	-0.067	-0.085	0.116	0.037	0.036	0.035	0.124	-0.009	0.005	0.072	0.021	0.052	-0.056	0.021	-0.012	0.005	0.069	0.012	0.047	0.006	2016_7_13_17_11_54
FLQS2F0LGRX5____	0.066	0.056	0.146	0.056	0.056	0	0.065	0.064	0.056	-0.003	-0.038	0.056	0.002	0.064	0.056	0.056	0.009	0.141	0.007	0.056	0.131	0.009	-0.061	0.008	0.056	0.002	0.056	0.013	0.004	-0.071	-0.062	0.056	0.197	0.197	0.057	0.055	0.197	0.197	0.197	0.197	0.197	0.197	0.055	0.197	0.055	0.197	0.262	0.197	0.197	0.057	0.197	0.057	0.055	0.057	0.199	0.057	0.197	0.199	0.057	0.197	0.197	0.197	0.197	0.197	0.032	-0.103	0.089	0.023	0.071	-0.023	0.034	0.032	0.032	-0.011	0.014	-0.055	0.033	0.009	0.112	0.084	0.007	0.089	-0.012	0.023	0.06	0.011	-0.039	0.023	0.011	-0.009	0.089	0.038	0.011	-0.05	-0.052	0.066	0.035	0.155	0.02	2016_7_13_17_11_59
FLQS30AEGRWV____	-0.072	-0.046	0.06	-0.046	-0.056	-0.069	-0.003	-0.164	-0.056	-0.056	-0.056	-0.127	-0.132	-0.069	-0.067	-0.072	0.056	-0.188	-0.056	-0.067	-0.198	-0.129	0.008	-0.001	-0.072	-0.072	-0.056	-0.149	-0.005	-0.026	-0.072	-0.003	-0.134	-0.134	-0.134	-0.134	-0.083	-0.2	-0.134	-0.2	-0.134	-0.134	-0.134	-0.134	-0.2	-0.134	-0.134	-0.2	-0.134	-0.2	-0.064	-0.268	-0.2	-0.2	-0.2	-0.2	-0.078	-0.134	-0.2	-0.134	-0.134	-0.2	-0.134	-0.125	-0.039	0.077	0.017	0.025	-0.019	-0.019	-0.001	-0.135	0.007	0.032	0.053	-0.043	-0.039	-0.051	-0.137	-0.17	0.027	-0.06	-0.124	-0.019	-0.077	-0.041	0.054	0.008	-0.155	-0.176	-0.097	-0.083	0.004	0.01	-0.053	0.005	-0.064	-0.155	-0.038	2016_7_13_17_12_04
FLQS30BJGRWV____	0.259	0.263	0.126	0.139	0.075	0.262	0.191	0.262	0.126	0.136	-0.01	0.066	0.136	0.075	-0.001	0.126	0.126	0.258	0.075	0.069	0.066	0.188	0.202	0.126	0.137	0.126	0.004	0.071	0.126	0.075	0.075	0.208	0.127	0.237	0.127	0.127	0.127	0.053	0.127	0.269	0.068	0.127	0.127	0.127	0.127	0.127	0.127	0.184	0.127	0.127	0.127	0.061	0.267	0.127	0.127	0.127	0.184	0.127	0.127	0.127	0.061	0.127	0.127	0.127	0.106	0.116	-0.036	0.074	0.03	0.124	0.096	0.114	-0.063	0.075	-0.033	0.03	0.069	0.054	0.01	0.032	0.043	0.09	0.032	0.03	0.019	0.072	0.091	-0.047	0.057	-0.047	0.008	0.047	0.162	-0.081	0.043	0.119	0.13	0.134	0.045	2016_7_13_17_12_09
FLQS30BWGRWY____	0.061	0.158	0.069	-0.004	-0.064	0.061	0.141	-0.03	-0.013	0.061	0.143	0.015	-0.077	0	0.13	-0.004	0.005	-0.06	-0.106	0.015	-0.009	0.005	0.133	-0.009	-0.009	0.068	0.02	0.075	-0.03	-0.007	-0.077	0	0.062	-0.003	-0.003	0.06	0.065	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	0.027	0.086	0.056	-0.005	-0.034	0.019	0.09	-0.005	-0.025	0.017	0.104	0.044	-0.065	-0.001	0.046	-0.001	-0.076	-0.003	-0.084	-0.081	-0.024	0.024	0.078	-0.132	-0.023	0.055	0.057	0.055	0.014	-0.026	-0.049	0.023	0.021	0.003	0.005	2016_7_13_17_12_15
FLQS30CMGRWQ____	-0.066	-0.015	0.003	-0.017	0.012	0.012	-0.009	0.012	0.06	0.052	0.012	-0.129	-0.13	-0.126	0.077	0.012	0.012	0.003	-0.003	-0.001	0.052	0.076	0.081	-0.066	0.077	0.052	0.012	0.131	-0.01	0.072	0.002	0.012	0.017	0.017	-0.054	0.017	-0.049	-0.136	0.017	0.017	0.011	0.011	0.017	0.011	-0.122	-0.049	0.011	0.017	0.011	0.011	-0.049	0.011	0.011	0.011	0.017	0.011	0.011	0.011	0.011	0.011	0.017	0.011	0.011	-0.049	0.477	0.522	0.513	0.46	0.431	0.642	0.485	0.559	0.515	0.659	0.399	0.457	0.453	0.458	0.574	0.591	0.574	0.424	0.51	0.509	0.65	0.568	0.596	0.467	0.567	0.492	0.637	0.572	0.459	0.556	0.519	0.542	0.008	-0.005	0.526	2016_7_13_17_12_21
FLQS30D5GRWQ____	-0.136	-0.069	-0.132	-0.076	0.022	-0.074	-0.069	-0.069	-0.069	-0.002	0.065	-0.151	-0.075	-0.074	0.058	-0.076	-0.009	-0.069	-0.149	0.002	-0.076	-0.006	-0.132	-0.076	0.053	-0.076	0.066	-0.01	-0.069	0.046	-0.012	-0.076	0.001	0.001	0.001	0.001	0.062	0.001	0.001	0.071	0.062	0.001	0.001	0.062	0.001	-0.065	0.001	-0.066	0.137	-0.065	0.071	0.062	0.001	0.001	0.064	0.062	0.001	0.127	0.001	0.001	0.001	0.064	0.001	0.128	-0.056	-0.084	-0.049	-0.056	0.002	-0.015	-0.112	-0.103	-0.099	0.008	0.048	-0.111	-0.049	-0.033	0.028	-0.128	-0.011	-0.126	-0.119	0.036	-0.12	-0.025	-0.056	0.083	0.016	-0.049	0.051	-0.02	-0.024	-0.022	-0.03	-0.169	-0.047	0.025	-0.044	2016_7_13_17_12_27
FLQS30DZGRWV	0.002	-0.071	0.001	0.046	0.002	0.002	0.002	0.002	-0.011	0.046	-0.076	-0.01	-0.008	-0.007	0	-0.012	0.002	-0.014	-0.128	0.131	-0.002	-0.065	0.002	0.072	0.002	-0.005	0.064	0.05	0.088	0.046	0.14	0	0.13	0.119	0.064	0.125	0.072	0.119	0.194	0.125	0.119	0.194	0.072	0.194	0.072	0.061	0.194	0.13	0.072	0.13	0.119	0.064	0.072	0.119	0.119	0.072	0.119	0.125	0.072	0.194	0.194	0.194	0.13	0.072	-0.585	-0.705	-0.658	-0.68	-0.688	-0.69	-0.688	-0.812	-0.708	-0.574	-0.739	-0.688	-0.703	-0.68	-0.799	-0.711	-0.663	-0.718	-0.73	-0.614	-0.697	-0.728	-0.541	-0.623	-0.739	-0.69	-0.634	-0.688	-0.676	-0.676	-0.582	-0.659	0.009	0.12	-0.68	2016_7_13_17_12_31
FLQS30E9GRWY____	-0.088	-0.019	0.067	-0.132	-0.06	-0.072	-0.146	-0.019	-0.019	-0.149	-0.133	-0.06	-0.067	-0.201	-0.06	-0.072	-0.088	-0.06	-0.07	-0.072	-0.008	-0.003	0.072	-0.07	-0.2	0.007	-0.072	-0.06	-0.067	-0.067	0.055	-0.06	0.067	0.049	0.049	0.066	-0.046	0.134	-0.046	0.049	-0.002	0.064	0.067	0.063	-0.002	-0.002	0.049	0.049	0.049	0.077	0.067	0.134	0.049	0.063	0.049	0.049	0.049	-0.046	0.049	-0.002	-0.002	-0.002	0.063	-0.046	0.577	0.661	0.727	0.606	0.672	0.661	0.57	0.661	0.624	0.599	0.607	0.791	0.536	0.599	0.776	0.567	0.529	0.76	0.759	0.633	0.661	0.67	0.719	0.62	0.587	0.714	0.75	0.772	0.668	0.668	0.679	0.516	-0.062	0.038	0.654	2016_7_13_17_12_36
FLQS30G5GRWY____	0.064	0.012	0.085	-0.054	-0.003	0.064	0.15	0.064	0.122	0.142	0.012	0.012	0.012	0.064	0.064	0.064	0.127	-0.056	0.012	0.137	0.064	0.064	0.064	0.064	-0.051	0.129	0.074	0.064	0.064	-0.058	0.077	0.064	0.041	0.041	0.041	0.06	0.041	0.041	-0.062	-0.062	0.06	0.041	0.041	0.041	0.041	-0.062	0.073	0.129	0.041	0.041	0.041	0.041	-0.062	0.041	0.06	0.041	-0.062	0.041	0.06	0.041	0.041	0.073	0.041	-0.069	0.685	0.6	0.747	0.616	0.66	0.685	0.765	0.567	0.685	0.759	0.569	0.631	0.68	0.777	0.685	0.767	0.726	0.615	0.661	0.746	0.591	0.685	0.567	0.707	0.668	0.712	0.707	0.68	0.634	0.643	0.717	0.62	0.053	0.029	0.674	2016_7_13_17_12_41
FLQS30GCGRWY____	-0.062	-0.062	-0.195	-0.09	0.001	-0.132	-0.062	-0.066	-0.2	-0.206	-0.153	-0.066	-0.075	-0.066	0.058	-0.144	0.056	-0.075	-0.066	-0.066	-0.002	-0.062	-0.075	-0.004	0.063	-0.006	-0.147	-0.133	-0.075	-0.062	-0.137	-0.149	0.268	0.327	0.268	0.268	0.268	0.268	0.268	0.193	0.327	0.268	0.268	0.268	0.327	0.268	0.327	0.268	0.268	0.193	0.268	0.327	0.268	0.193	0.193	0.327	0.268	0.327	0.268	0.33	0.391	0.327	0.268	0.268	-0.024	-0.158	-0.073	-0.079	0.004	-0.051	-0.024	0.061	-0.1	-0.162	-0.127	-0.026	-0.19	-0.051	0.003	-0.092	0.006	-0.051	-0.051	-0.17	-0.013	0.055	0.06	-0.005	0.025	-0.019	-0.106	-0.08	-0.055	0.035	-0.088	-0.097	-0.077	0.279	-0.051	2016_7_13_17_12_46
FLQS30GQGRWV____	-1.184	-1.101	-1.18	-1.038	-1.058	-1.194	-1.104	-1.042	-1.18	-1.181	-1.193	-1.259	-1.06	-1.056	-1.194	-1.256	-1.18	-1.18	-1.056	-1.054	-1.181	-1.256	-1.18	-1.18	-1.207	-1.125	-1.18	-1.125	-1.26	-1.059	-1.062	-1.18	-9.974	-9.974	-10.09	-9.963	-9.974	-9.854	-9.974	-9.974	-9.907	-10.042	-9.974	-9.974	-9.921	-9.974	-9.963	-9.963	-9.974	-9.974	-9.851	-9.963	-9.974	-10.042	-10.042	-9.974	-9.974	-10.042	-10.042	-9.92	-10.054	-9.974	-9.963	-9.974	0.377	0.375	0.364	0.451	0.419	0.343	0.406	0.473	0.239	0.369	0.328	0.304	0.407	0.422	0.325	0.308	0.364	0.279	0.406	0.378	0.375	0.317	0.274	0.364	0.293	0.364	0.468	0.367	0.32	0.414	0.376	0.501	-1.148	-9.976	0.368	2016_7_13_17_12_51
FLQS30H6GRWV____	0.008	-0.003	-0.134	0.063	-0.01	0.001	-0.064	0.002	-0.072	-0.01	-0.002	-0.002	-0.001	-0.007	0.061	0.002	-0.136	-0.001	0.067	-0.002	-0.002	-0.002	0.07	0.008	-0.074	-0.01	0.132	0.046	0.135	-0.075	-0.01	0.002	-0.06	-0.058	0.077	0.188	0.077	-0.066	0.077	0.064	0.077	0.077	0.188	0.076	0.001	0.01	0.193	0.077	-0.063	0.077	0.188	0.068	-0.07	0.077	-0.066	0.076	0.193	0.188	-0.002	0.188	0.077	0.077	0.077	0.077	0.642	0.636	0.567	0.694	0.615	0.639	0.613	0.633	0.578	0.623	0.505	0.505	0.634	0.631	0.623	0.708	0.573	0.539	0.659	0.631	0.638	0.614	0.672	0.747	0.59	0.623	0.699	0.623	0.713	0.57	0.615	0.689	-0.001	0.068	0.626	2016_7_13_17_13_10
FLQS30HZGRWY____	0.256	0.108	0.261	0.108	0.193	0.108	0.075	-0.004	0.108	0.128	0.189	0.127	0.059	-0.006	0.199	0.108	0.192	0.179	0.108	-0.009	0.19	0.108	0.108	0.199	0.108	0.075	0.133	0.108	0.057	-0.004	0.127	0.213	-0.134	-0.145	-0.278	-0.134	-0.145	-0.209	-0.2	-0.2	-0.2	-0.145	-0.207	-0.2	-0.139	-0.2	-0.2	-0.281	-0.209	-0.2	-0.207	-0.081	-0.2	-0.2	-0.2	-0.2	-0.2	-0.145	-0.272	-0.069	-0.145	-0.2	-0.27	-0.207	0.194	0.092	0.204	0.001	0.165	0.065	0.148	0.085	0.126	0.132	0.166	0.126	0.1	0.061	0.183	0.237	0.166	0.132	0.049	0.063	0.15	0.25	0.013	0.178	0.039	0.144	0.142	-0.001	0.093	0.072	0.138	0.156	0.122	-0.188	0.121	2016_7_13_17_13_17
FLQS30K1GRWY____	0.018	0.131	0.063	0.018	0.075	0.065	-0.051	-0.001	0.063	0.007	-0.014	0.006	0.126	0.081	0.065	0.063	0.07	0.063	0.063	0.011	0.063	-0.004	0.075	0.063	0.012	0.063	0.063	0.018	0.131	0.063	-0.07	0.063	-0.052	0.074	-0.052	0.003	-0.052	0.003	-0.052	-0.052	-0.052	-0.052	-0.052	-0.052	0.074	0.074	0.003	0.003	-0.052	-0.052	-0.052	-0.052	0.003	-0.052	-0.133	0.003	-0.052	-0.052	-0.118	0.074	0.003	-0.052	-0.052	-0.065	0.019	0.018	0.148	0.05	0.055	0.031	-0.008	0.003	0.105	0.019	-0.078	0.016	0.006	0.113	-0.004	0.158	0.049	0.014	0.03	0.03	0.119	-0.013	0.043	0.03	0.018	0.084	-0.053	-0.101	0.034	0.112	-0.025	-0.062	0.046	-0.029	0.03	2016_7_13_17_13_23
FLQS30K3GRWY____	0.186	0.078	0.14	0.053	0.073	0.078	0.061	0.073	0.061	0.133	-0.072	0.053	0.053	0.061	0.005	0.078	-0.011	0.078	0.053	0.149	0.061	-0.063	0.061	0.053	0.073	0.061	0.053	0.019	0.053	0.001	-0.059	-0.012	0.059	0.133	0.059	0.059	0.059	-0.006	0.059	0.133	0.198	0.133	-0.017	0.199	0.133	0.059	0.059	0.059	0.059	0.133	0.059	0.059	0.133	0.133	0.059	0.059	0.133	0.197	0.195	0.133	0.059	0.198	0.208	0.155	0.087	0.064	0.08	0.147	0.054	0.035	0.156	0.054	0.179	0.067	-0.034	-0.076	-0.081	0.169	0.064	0.071	-0.05	0.054	-0.068	0.035	0.121	-0.037	-0.044	0.054	0.054	0.02	0.179	-0.013	-0.022	-0.009	-0.038	-0.014	0.053	0.105	0.039	2016_7_13_17_13_28
FLQS30K5GRWY____	0.077	0.044	0.125	-0.014	0.134	0.012	0.044	0.135	0.204	0.016	0.147	0.065	0.069	0.168	-0.005	0.013	0.134	0	-0.026	0.065	0.077	-0.065	0.044	0.044	0.044	0.065	-0.015	0.133	0.195	0.069	0	0.074	-0.001	0.2	0.07	0.07	0.196	0.07	0.142	0.07	0.07	0.191	0.191	0.127	0.127	0.07	0.191	0.07	0.2	0.191	0.07	0.07	0.07	0.07	0.142	0.07	0.2	0.07	0.127	-0.001	0.07	0.127	0.127	0.07	0.059	0.104	0.038	-0.037	0.056	0.021	-0.025	0.072	0.106	0.056	0.108	-0.062	0.156	0.028	-0.052	0.019	0.055	-0.009	-0.006	0.028	0.055	-0.028	0.019	-0.081	0.021	-0.073	-0.051	0.064	0.054	0.027	0.003	0.048	0.065	0.11	0.024	2016_7_13_17_13_34
FLQS30MEGRWV____	-0.126	-0.006	0.064	0.056	-0.002	0.007	-0.125	-0.005	0.007	0.004	-0.017	0.003	0.007	0.007	0.067	0.128	-0.131	0.082	0.058	0.007	0.007	0.068	-0.069	0.007	-0.064	-0.073	0.005	0.067	0.003	-0.08	-0.059	-0.022	-0.125	-0.064	-0.131	-0.064	-0.059	-0.064	-0.144	-0.144	-0.144	-0.131	-0.059	-0.125	-0.125	-0.125	-0.189	-0.131	-0.207	-0.125	-0.004	-0.144	-0.125	-0.064	-0.257	-0.144	-0.189	-0.144	-0.144	-0.125	-0.064	-0.064	-0.125	-0.004	0.626	0.642	0.695	0.671	0.676	0.793	0.639	0.658	0.682	0.682	0.604	0.655	0.819	0.766	0.715	0.756	0.621	0.769	0.703	0.707	0.676	0.745	0.653	0.792	0.653	0.622	0.703	0.712	0.769	0.586	0.664	0.594	-0.004	-0.117	0.689	2016_7_13_17_13_40
FLQS30MJGRWV____	-0.082	-0.07	-0.009	-0.059	-0.069	0.004	-0.059	0.072	-0.082	-0.059	-0.121	-0.067	-0.158	0.013	-0.006	0.009	0.032	-0.076	-0.059	-0.14	-0.059	-0.003	-0.078	0.053	-0.059	-0.086	-0.068	-0.067	-0.123	-0.001	-0.059	-0.027	-0.268	-0.329	-0.421	-0.195	-0.207	-0.329	-0.329	-0.329	-0.25	-0.329	-0.329	-0.195	-0.329	-0.329	-0.268	-0.329	-0.195	-0.329	-0.268	-0.207	-0.329	-0.268	-0.329	-0.329	-0.329	-0.25	-0.25	-0.329	-0.329	-0.329	-0.329	-0.329	-0.041	-0.041	0.015	-0.127	-0.023	0.018	-0.099	0.067	-0.064	0.083	-0.021	-0.023	-0.14	0.046	0.009	0.033	-0.041	-0.054	0.03	-0.093	-0.007	-0.001	-0.051	0.017	-0.097	-0.066	-0.021	-0.116	-0.026	0.021	-0.08	0.009	-0.049	-0.297	-0.028	2016_7_13_17_14_36
FLQS30MKGRWV____	0.028	0.007	0.028	-0.067	0.028	0.003	0.13	0.028	-0.003	0.028	0.057	-0.006	-0.005	0.054	0.138	0.028	-0.075	0.079	0.007	0.15	-0.008	0.117	0.066	0.057	0.064	0.028	-0.07	0.061	0.028	0.073	0.05	0.028	-0.046	-0.062	-0.046	-0.062	-0.055	-0.046	-0.055	-0.046	-0.046	-0.046	-0.067	-0.046	-0.049	-0.046	-0.049	-0.049	-0.049	-0.046	-0.055	-0.067	-0.046	-0.046	-0.067	-0.046	-0.067	-0.067	-0.067	-0.046	-0.055	-0.046	-0.067	-0.046	-0.078	-0.086	-0.183	-0.126	-0.009	-0.071	-0.031	-0.214	-0.12	0.017	-0.099	-0.107	-0.097	-0.089	-0.011	-0.148	-0.152	-0.035	-0.061	0.009	-0.11	-0.046	-0.032	-0.078	-0.034	-0.005	-0.127	-0.086	-0.147	-0.03	-0.098	0.044	0.035	-0.053	-0.076	2016_7_13_17_14_43
FLQS30MRGRWY____	0.076	0.12	0.12	0.008	0.197	0.202	0.12	0.076	-0.01	0.12	0.12	0.264	0.12	0.17	0.141	0.076	0.258	0.254	0.196	0.213	0.076	0.013	0.12	0.076	0.009	0.12	0.196	0.12	0.067	0.058	0.249	0.076	-0.073	-0.073	-0.14	-0.073	-0.204	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.013	-0.14	-0.14	-0.204	-0.073	-0.008	-0.14	-0.14	-0.14	-0.14	-0.073	-0.14	-0.14	-0.14	-0.14	-0.073	-0.14	-0.073	-0.14	-0.14	-0.263	0.036	0.16	0.002	0.026	0.104	0.094	0.03	0.076	-0.023	0.065	-0.015	0.128	-0.011	0.02	0.097	0.065	0.125	0.104	0.092	0.141	0.065	0.032	-0.028	0.065	0.033	0.193	0.086	0.164	0.036	0.013	0.093	-0.048	0.126	-0.125	0.063	2016_7_13_17_14_49
FLQS30NWGRWV____	-0.03	0.039	0.053	-0.03	-0.138	-0.03	-0.154	-0.011	0.051	-0.092	0.068	-0.075	-0.002	-0.03	-0.011	0.055	-0.007	0.032	-0.03	-0.03	0.04	-0.011	0.059	-0.072	-0.088	-0.138	0.047	-0.079	-0.082	-0.135	0.053	-0.11	0.065	0.065	0.065	0.065	0.065	0.065	0.065	0.065	0.131	0.131	0.131	0.013	0.013	0.065	-0.062	0.065	-0.057	0.131	0.065	0.131	0.065	0.065	0.065	0.065	0.065	0.065	0.065	0.065	0.203	0.065	0.065	0.065	0.041	-0.029	-0.031	-0.113	-0.112	-0.2	-0.144	0.061	-0.036	-0.145	0.025	-0.09	-0.019	0.068	-0.057	-0.021	-0.055	-0.102	-0.113	-0.077	-0.063	-0.063	-0.038	-0.077	-0.115	-0.134	-0.047	-0.113	-0.103	-0.103	-0.022	-0.13	-0.028	0.068	-0.067	2016_7_13_17_14_54
FLQS30PHGRWY____	0.076	0.076	0.056	-0.013	0.121	0.056	0.002	-0.01	-0.067	0.062	0.196	0.2	0.126	0.056	0.007	0.007	0.064	0.194	0.072	0.125	0.056	-0.061	0.064	0.002	0.064	0.056	0.072	-0.004	0.064	0.185	0.134	0.056	0.066	0.066	0.066	0.066	0.066	0.066	0.003	0.066	0.003	0.066	-0.002	0.003	0.003	0.066	0.066	0.066	0.066	0.066	0.066	0.066	0.066	0.066	0.066	-0.003	0.066	0.066	0.066	0.066	0.066	0.066	0.066	0.066	0.057	0.161	-0.093	-0.031	-0.005	0.001	0.001	-0.033	-0.042	0.028	0.085	0.094	0.039	0.001	0.017	0.017	0.017	0.091	0.065	0.032	-0.112	-0.023	0.038	-0.008	-0.095	-0.021	0.123	-0.015	0.145	0.055	0.037	0.098	0.066	0.054	0.023	2016_7_13_17_15_00
FLQS30Q9GRWY____	-0.008	-0.147	-0.008	0.063	-0.008	-0.135	0.007	-0.008	0.062	0.069	0.062	-0.008	-0.008	-0.125	-0.007	0.11	-0.07	-0.07	-0.07	-0.008	0.005	-0.008	-0.008	-0.13	-0.008	-0.008	-0.007	-0.07	0.003	0.051	-0.132	-0.008	-0.257	-0.115	-0.127	-0.115	-0.262	-0.127	-0.115	-0.197	-0.115	-0.192	-0.257	-0.263	-0.127	-0.192	-0.269	-0.192	-0.115	-0.115	-0.115	-0.261	-0.127	-0.115	-0.127	-0.123	-0.115	-0.127	-0.115	-0.192	-0.127	-0.127	-0.127	-0.127	0.077	-0.026	-0.066	0.036	-0.139	-0.084	0.034	-0.071	0.005	0.042	0.043	-0.081	0.083	-0.033	0.078	0.078	-0.003	-0.003	-0.023	-0.079	0.024	0.075	-0.091	-0.057	0.1	-0.023	-0.025	-0.05	0.008	-0.003	-0.064	0.089	-0.02	-0.159	-0.005	2016_7_13_17_15_05
