SN	Distance_X_LOGO_Camera_RU1	Distance_X_LOGO_Camera_RU2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Camera_RU1	Distance_Y_LOGO_Camera_RU2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Camera_RU1	Angle_Camera_RU2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS30PHGRWY____	-0.01	-0.01	-0.011	-0.01	-0.008	-0.009	-0.01	-0.01	-0.002	-0.012	-0.011	-0.043	-0.043	-0.009	0	-0.009	-0.042	-0.01	-0.009	-0.01	-0.007	-0.01	-0.011	-0.043	-0.01	-0.01	-0.006	-0.003	-0.01	-0.011	-0.015	-0.011	0.002	0.002	0.002	0.003	0.004	0.003	0.003	0.003	-0.03	0.002	0.003	0.006	0.006	0.002	-0.03	0.003	0.006	0.002	0.002	0.002	-0.032	0.003	0.004	0.005	0.003	0.003	-0.032	-0.032	0.002	0.003	0.037	0.003	-0.056	-0.055	-0.055	-0.056	-0.057	-0.056	-0.056	-0.056	-0.054	-0.056	-0.056	-0.045	-0.045	-0.056	-0.055	-0.056	-0.046	-0.056	-0.057	-0.056	-0.052	-0.056	-0.055	-0.045	-0.056	-0.056	-0.052	-0.053	-0.056	-0.056	-0.06	-0.055	-0.013	-0.001	-0.054	2016_7_13_13_47_17
FLQS30Q9GRWY____	-0.059	-0.058	-0.026	-0.06	-0.049	-0.027	-0.02	-0.051	-0.018	-0.019	-0.049	-0.07	-0.058	-0.058	-0.059	-0.06	-0.058	-0.059	-0.056	-0.06	-0.051	-0.053	-0.021	-0.018	-0.051	-0.06	-0.05	-0.018	-0.049	-0.02	-0.059	-0.019	0.001	0.003	-0.002	0.001	-0.033	-0.001	-0.035	-0.033	-0.033	-0.034	-0.031	0.036	0.003	0.002	0.002	0.001	0.002	0.002	0.002	0.002	-0.032	-0.034	-0.036	-0.035	-0.032	0.001	-0.031	-0.034	-0.034	-0.036	0	-0.035	-0.055	-0.056	-0.065	-0.054	-0.053	-0.065	-0.063	-0.053	-0.064	-0.063	-0.054	-0.056	-0.055	-0.055	-0.055	-0.055	-0.055	-0.055	-0.056	-0.055	-0.053	-0.052	-0.062	-0.064	-0.053	-0.055	-0.053	-0.064	-0.053	-0.062	-0.055	-0.063	-0.045	-0.015	-0.057	2016_7_13_13_47_22
FLQS30QXGRWV____	0.05	0.057	0.058	0.026	0.058	0.057	0.058	0.026	0.06	0.059	0.057	0.058	0.016	0.017	0.058	0.052	0.015	0.018	0.05	0.057	0.056	0.057	0.057	0.028	0.028	0.058	0.057	0.058	0.059	0.058	0.058	0.058	0.045	0.009	0.011	0.013	0.01	0.01	0.011	0.014	0.011	0.012	0.012	0.011	0.051	0.049	0.012	0.046	0.05	0.048	0.044	0.011	0.011	0.011	0.01	0.013	0.013	0.012	0.011	0.01	0.01	0.01	0.011	0.011	-0.03	-0.028	-0.029	-0.018	-0.029	-0.029	-0.028	-0.019	-0.029	-0.029	-0.029	-0.029	-0.02	-0.021	-0.029	-0.032	-0.02	-0.021	-0.031	-0.029	-0.028	-0.028	-0.029	-0.019	-0.019	-0.029	-0.028	-0.028	-0.029	-0.029	-0.029	-0.029	0.048	0.019	-0.027	2016_7_13_13_47_29
FLQS30T7GRWV____	0.164	0.192	0.193	0.157	0.156	0.191	0.193	0.156	0.192	0.159	0.197	0.162	0.191	0.16	0.159	0.199	0.191	0.198	0.155	0.158	0.16	0.158	0.156	0.162	0.194	0.194	0.163	0.156	0.193	0.158	0.157	0.158	0.02	0.057	0.058	0.061	0.059	0.056	0.057	0.061	0.059	0.06	0.025	0.02	0.058	0.022	0.06	0.02	0.058	0.021	0.06	0.06	0.06	0.059	0.06	0.022	0.059	0.059	0.024	0.059	0.058	0.06	0.06	0.06	0.019	0.004	0.004	0.016	0.016	0.004	0.004	0.016	0.004	0.015	0.007	0.02	0.004	0.02	0.015	0.008	0.005	0.008	0.016	0.016	0.015	0.016	0.016	0.02	0.003	0.004	0.019	0.016	0.004	0.015	0.016	0.015	0.173	0.05	0.012	2016_7_13_13_47_35
FLQS30TYGRWV____	0.011	0.051	0.018	0.052	0.053	0.051	0.043	0.042	0.013	0.012	0.05	0.054	0.01	0.012	0.054	0.047	0.01	0.011	0.01	0.042	0.046	0.051	0.045	0.012	0.021	0.052	0.045	0.043	0.043	0.019	0.014	0.054	0.054	0.01	0.017	0.012	0.014	0.013	0.05	0.051	0.052	0.054	0.016	0.013	0.054	0.054	0.015	0.051	0.054	0.053	0.053	0.049	0.049	0.013	0.051	0.053	0.018	0.014	0.048	0.05	0.053	0.016	0.051	0.014	-0.016	-0.023	-0.014	-0.024	-0.024	-0.024	-0.026	-0.026	-0.017	-0.017	-0.023	-0.025	-0.016	-0.017	-0.025	-0.028	-0.016	-0.016	-0.016	-0.026	-0.027	-0.023	-0.027	-0.017	-0.014	-0.024	-0.027	-0.026	-0.027	-0.013	-0.017	-0.024	0.034	0.037	-0.021	2016_7_13_13_47_45
FLNS2037GRWV____	-0.01	-0.007	-0.009	-0.009	-0.01	-0.009	-0.01	-0.01	-0.011	-0.011	-0.009	-0.011	-0.011	-0.01	-0.009	0.003	-0.012	-0.01	-0.012	-0.009	-0.009	-0.009	-0.01	-0.011	-0.039	-0.01	-0.009	-0.009	-0.009	-0.01	-0.008	0.02	0.046	0.045	0.042	0.043	0.043	0.043	0.042	0.043	0.042	0.043	0.042	0.043	0.045	0.046	0.041	0.006	0.045	0.044	0.043	0.044	0.041	0.042	0.041	0.043	0.045	0.042	0.042	0.043	0.044	0.042	0.041	0.04	0.123	0.122	0.123	0.124	0.123	0.123	0.124	0.123	0.124	0.124	0.124	0.124	0.123	0.124	0.124	0.124	0.124	0.124	0.123	0.123	0.123	0.123	0.124	0.124	0.133	0.124	0.123	0.124	0.123	0.123	0.123	0.113	-0.009	0.042	0.123	2016_7_13_15_52_16
FLQS2DERGRX5____	-0.217	-0.21	-0.214	-0.21	-0.215	-0.214	-0.216	-0.216	-0.216	-0.214	-0.213	-0.208	-0.216	-0.215	-0.215	-0.216	-0.216	-0.216	-0.248	-0.215	-0.247	-0.217	-0.216	-0.216	-0.216	-0.216	-0.216	-0.215	-0.218	-0.216	-0.217	-0.216	-0.057	-0.098	-0.059	-0.096	-0.057	-0.057	-0.057	-0.058	-0.058	-0.057	-0.058	-0.097	-0.057	-0.058	-0.057	-0.058	-0.057	-0.058	-0.054	-0.057	-0.056	-0.058	-0.057	-0.058	-0.057	-0.057	-0.058	-0.057	-0.057	-0.058	-0.057	-0.056	-0.138	-0.135	-0.139	-0.135	-0.139	-0.139	-0.139	-0.139	-0.139	-0.14	-0.14	-0.136	-0.139	-0.139	-0.139	-0.139	-0.139	-0.139	-0.129	-0.139	-0.128	-0.139	-0.139	-0.139	-0.14	-0.139	-0.139	-0.14	-0.139	-0.139	-0.138	-0.139	-0.217	-0.061	-0.138	2016_7_13_15_52_22
FLQS2EQUGRX5____	-0.147	-0.152	-0.147	-0.154	-0.147	-0.179	-0.147	-0.14	-0.149	-0.148	-0.148	-0.154	-0.145	-0.146	-0.147	-0.181	-0.145	-0.147	-0.18	-0.169	-0.147	-0.147	-0.147	-0.146	-0.155	-0.145	-0.147	-0.148	-0.174	-0.148	-0.146	-0.146	-0.074	-0.035	-0.073	-0.038	-0.073	-0.07	-0.073	-0.107	-0.073	-0.073	-0.072	-0.037	-0.074	-0.073	-0.072	-0.069	-0.073	-0.072	-0.069	-0.106	-0.073	-0.072	-0.073	-0.072	-0.039	-0.073	-0.073	-0.073	-0.071	-0.073	-0.072	-0.072	0.159	0.156	0.159	0.157	0.16	0.17	0.159	0.162	0.16	0.159	0.159	0.157	0.159	0.16	0.159	0.17	0.158	0.159	0.17	0.172	0.159	0.16	0.16	0.159	0.157	0.159	0.159	0.16	0.168	0.159	0.159	0.159	-0.152	-0.07	0.161	2016_7_13_15_52_27
FLQS30J0GRWV____	0.112	0.111	0.12	0.113	0.11	0.118	0.123	0.121	0.11	0.11	0.112	0.112	0.077	0.081	0.112	0.112	0.093	0.079	0.111	0.12	0.113	0.115	0.115	0.109	0.122	0.122	0.113	0.114	0.113	0.114	0.115	0.113	0.105	0.105	0.069	0.105	0.104	0.069	0.071	0.069	0.104	0.105	0.102	0.106	0.11	0.108	0.103	0.106	0.071	0.109	0.105	0.069	0.104	0.104	0.107	0.105	0.069	0.07	0.104	0.105	0.106	0.104	0.105	0.104	0.172	0.172	0.174	0.172	0.173	0.175	0.173	0.175	0.173	0.173	0.173	0.172	0.183	0.182	0.172	0.171	0.183	0.182	0.172	0.174	0.172	0.171	0.171	0.173	0.174	0.174	0.172	0.171	0.172	0.172	0.171	0.172	0.11	0.096	0.174	2016_7_13_15_52_31
FLQS30JCGRWV____	0.002	0	0.002	0.001	0.001	0	0	0.002	-0.001	-0.001	-0.005	0.001	0.002	0.001	0.001	0.002	0.002	-0.006	-0.044	0	-0.001	0.001	-0.005	-0.011	0.001	0.002	-0.008	-0.007	0.002	0	0.001	-0.031	0.004	0.003	0.004	0.003	0.003	0.003	0.003	0.003	0.003	0.004	0.035	0.003	0.004	0.004	0.004	0.005	0.003	0.04	0.042	0.004	0.002	0.004	0.038	0.038	0.003	0.004	0.037	0.039	0.003	0.004	0.004	0.007	0	0.001	0	0	0	0.001	0	0	0.001	0.001	-0.002	0.001	0	0	0	0	0	-0.003	0.01	0.001	0.001	0.001	-0.003	-0.001	0	0	-0.002	-0.002	0	0	0	0.01	-0.003	0.011	0	2016_7_13_15_52_36
FLQS30KNGRWV____	-0.064	-0.073	-0.075	-0.072	-0.066	-0.074	-0.066	-0.065	-0.065	-0.064	-0.066	-0.074	-0.063	-0.1	-0.074	-0.062	-0.064	-0.063	-0.036	-0.073	-0.066	-0.073	-0.065	-0.061	-0.099	-0.073	-0.065	-0.074	-0.066	-0.065	-0.066	-0.074	0.008	0.044	0.042	0.044	0.009	0.044	0.01	0.009	0.01	0.009	0.01	0.043	0.007	0.012	0.043	0.007	0.007	0.009	0.001	0.044	0.01	0.044	0.009	0.009	0.012	0.044	0.01	0.043	0.009	0.01	0.008	0.043	0.167	0.164	0.165	0.164	0.167	0.164	0.166	0.166	0.166	0.166	0.167	0.165	0.167	0.178	0.164	0.166	0.166	0.166	0.158	0.164	0.166	0.164	0.166	0.166	0.178	0.165	0.167	0.164	0.167	0.166	0.167	0.164	-0.069	0.021	0.166	2016_7_13_15_52_46
FLQS30LFGRWY____	0.131	0.132	0.126	0.127	0.091	0.093	0.13	0.128	0.097	0.129	0.094	0.128	0.122	0.129	0.089	0.096	0.121	0.129	0.129	0.128	0.095	0.092	0.128	0.131	0.093	0.13	0.094	0.128	0.093	0.129	0.13	0.128	-0.002	-0.043	0.038	-0.002	-0.001	0.001	0.001	0	0	0	0.003	0	0.035	-0.003	0	0	0.035	-0.002	-0.001	-0.001	0	0	-0.002	0	-0.001	0.001	0	-0.002	0	-0.001	0	-0.001	0.142	0.147	0.137	0.143	0.155	0.154	0.141	0.142	0.152	0.142	0.153	0.142	0.139	0.143	0.155	0.153	0.14	0.143	0.142	0.142	0.153	0.155	0.142	0.141	0.154	0.141	0.154	0.142	0.155	0.141	0.142	0.142	0.116	0.002	0.146	2016_7_13_15_52_58
FLQS30Q2GRWV____	0.115	0.076	0.07	0.078	0.078	0.069	0.047	0.079	0.078	0.078	0.08	0.046	0.078	0.078	0.109	0.113	0.078	0.078	0.077	0.079	0.076	0.109	0.077	0.078	0.077	0.078	0.076	0.076	0.081	0.109	0.078	0.078	0.063	0.064	0.1	0.067	0.067	0.102	0.071	0.067	0.067	0.066	0.067	0.071	0.066	0.067	0.064	0.063	0.067	0.067	0.066	0.068	0.068	0.065	0.067	0.067	0.067	0.066	0.067	0.066	0.065	0.065	0.067	0.068	0.064	0.077	0.074	0.076	0.076	0.074	0.086	0.075	0.076	0.076	0.075	0.086	0.076	0.076	0.066	0.064	0.075	0.076	0.076	0.076	0.076	0.066	0.076	0.075	0.076	0.076	0.076	0.077	0.075	0.066	0.076	0.076	0.081	0.069	0.075	2016_7_13_15_53_57
FLQS30Q3GRWV____	0.172	0.173	0.141	0.169	0.17	0.168	0.14	0.173	0.17	0.17	0.138	0.17	0.138	0.171	0.169	0.171	0.138	0.14	0.172	0.14	0.171	0.17	0.172	0.138	0.169	0.14	0.17	0.139	0.168	0.138	0.169	0.171	-0.001	-0.042	0.002	-0.002	0	0	0.002	-0.035	0	0	0.002	-0.001	0.003	0	-0.001	-0.001	0.002	0.002	-0.002	0.002	-0.001	-0.001	0	0.002	0	0.001	-0.001	0.002	-0.001	0.001	0.002	0	-0.173	-0.167	-0.162	-0.172	-0.172	-0.172	-0.161	-0.168	-0.171	-0.172	-0.161	-0.172	-0.162	-0.173	-0.172	-0.172	-0.162	-0.163	-0.173	-0.163	-0.172	-0.172	-0.173	-0.162	-0.172	-0.161	-0.172	-0.162	-0.171	-0.162	-0.172	-0.172	0.16	-0.002	-0.168	2016_7_13_15_54_03
FLQS30Q9GRWV____	-0.001	0.001	0.031	0.001	0	0.001	0	-0.001	0	0	0	0.001	-0.002	0.038	0.03	0.034	0	-0.003	0.001	0.028	0.001	0.002	0.002	-0.002	0.001	0.002	0.001	-0.001	0.001	0	0.001	-0.002	0.014	0.014	0.011	0.013	0.013	0.016	0.013	0.014	0.014	0.013	0.013	0.014	0.013	0.01	0.01	0.009	0.013	0.013	0.014	0.011	0.013	0.014	0.015	0.014	0.014	0.014	0.014	0.013	0.013	0.013	0.015	0.013	-0.17	-0.17	-0.18	-0.17	-0.169	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.182	-0.18	-0.18	-0.169	-0.169	-0.17	-0.179	-0.171	-0.171	-0.171	-0.169	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.169	0.005	0.013	-0.172	2016_7_13_15_54_08
FLQS30QMGRWV____	-0.028	-0.063	-0.062	-0.064	-0.061	-0.061	-0.061	-0.055	-0.028	-0.029	-0.031	-0.061	-0.036	-0.03	-0.065	-0.063	-0.037	-0.028	-0.025	-0.061	-0.062	-0.064	-0.063	-0.058	-0.061	-0.062	-0.062	-0.063	-0.063	-0.063	-0.033	-0.063	-0.005	0	0.002	-0.001	0	0.003	0.002	-0.029	0	-0.001	-0.001	0.002	0.033	-0.005	0	0	0.035	-0.004	-0.002	0	0.002	0.001	0	-0.001	0.001	0	0.002	0.001	0	0	-0.001	0.001	0.201	0.212	0.211	0.213	0.212	0.211	0.211	0.214	0.201	0.2	0.201	0.211	0.198	0.202	0.212	0.212	0.198	0.201	0.2	0.211	0.211	0.212	0.212	0.211	0.211	0.212	0.211	0.212	0.212	0.212	0.202	0.211	-0.052	0.001	0.208	2016_7_13_15_54_12
FLQS30QPGRWV____	0.121	0.082	0.081	0.119	0.08	0.11	0.111	0.112	0.11	0.111	0.121	0.118	0.077	0.088	0.078	0.12	0.078	0.087	0.088	0.111	0.112	0.112	0.117	0.09	0.112	0.112	0.082	0.116	0.091	0.111	0.113	0.081	0.025	0.066	0.064	0.026	0.065	0.062	0.061	0.061	0.06	0.06	0.029	0.025	0.063	0.029	0.065	0.024	0.064	0.029	0.027	0.063	0.061	0.064	0.026	0.028	0.063	0.062	0.028	0.024	0.026	0.062	0.062	0.065	-0.088	-0.08	-0.079	-0.087	-0.08	-0.089	-0.089	-0.089	-0.088	-0.089	-0.088	-0.087	-0.078	-0.077	-0.079	-0.087	-0.079	-0.077	-0.077	-0.09	-0.089	-0.091	-0.086	-0.078	-0.09	-0.09	-0.075	-0.086	-0.078	-0.089	-0.09	-0.08	0.102	0.048	-0.084	2016_7_13_15_54_17
FLQS30R2GRWV____	-0.113	-0.089	-0.121	-0.121	-0.124	-0.091	-0.121	-0.122	-0.121	-0.108	-0.121	-0.123	-0.079	-0.08	-0.09	-0.079	-0.082	-0.081	-0.08	-0.091	-0.092	-0.12	-0.091	-0.123	-0.092	-0.122	-0.092	-0.122	-0.081	-0.091	-0.122	-0.091	-0.05	-0.018	-0.015	-0.014	-0.013	-0.018	-0.013	-0.013	-0.015	-0.051	-0.016	-0.014	-0.053	-0.053	-0.017	-0.053	-0.052	-0.052	-0.052	-0.017	-0.017	-0.013	-0.018	-0.013	-0.018	-0.014	-0.017	-0.014	-0.052	-0.018	-0.014	-0.018	0.079	0.067	0.076	0.077	0.077	0.067	0.077	0.076	0.076	0.078	0.077	0.077	0.068	0.068	0.067	0.069	0.069	0.069	0.069	0.067	0.068	0.076	0.067	0.077	0.067	0.077	0.067	0.077	0.069	0.066	0.077	0.067	-0.102	-0.026	0.072	2016_7_13_15_54_22
FLQS30RRGRWV____	0.076	0.073	0.071	0.075	0.075	0.075	0.075	0.074	0.074	0.074	0.073	0.075	0.077	0.04	0.076	0.078	0.076	0.079	0.01	0.073	0.077	0.073	0.075	0.073	0.073	0.075	0.076	0.074	0.076	0.074	0.075	0.074	0.061	0.061	0.061	0.061	0.062	0.062	0.061	0.061	0.062	0.063	0.062	0.063	0.062	0.065	0.061	0.062	0.062	0.063	0.061	0.061	0.062	0.061	0.063	0.062	0.061	0.061	0.062	0.062	0.061	0.063	0.062	0.061	0.085	0.086	0.086	0.086	0.084	0.086	0.085	0.086	0.085	0.085	0.086	0.085	0.084	0.097	0.085	0.083	0.085	0.083	0.106	0.086	0.085	0.085	0.085	0.085	0.085	0.085	0.085	0.085	0.084	0.086	0.085	0.086	0.072	0.062	0.086	2016_7_13_15_54_27
FLQS30S7GRWV____	0.055	0.057	0.061	0.031	0.062	0.03	0.03	0.031	0.033	0.063	0.024	0.032	0.054	0.022	0.03	0.056	0.053	0.056	0.075	0.031	0.034	0.03	0.061	0.052	0.062	0.03	0.033	0.062	0.062	0.029	0.062	0.062	0.098	0.098	0.063	0.066	0.062	0.067	0.066	0.066	0.067	0.064	0.098	0.067	0.1	0.104	0.066	0.101	0.1	0.098	0.128	0.065	0.067	0.065	0.063	0.098	0.063	0.065	0.067	0.063	0.062	0.065	0.063	0.064	0.13	0.129	0.134	0.144	0.133	0.143	0.144	0.143	0.142	0.133	0.141	0.143	0.13	0.141	0.143	0.13	0.131	0.13	0.12	0.143	0.142	0.144	0.133	0.131	0.134	0.143	0.142	0.134	0.134	0.144	0.133	0.133	0.046	0.077	0.137	2016_7_13_15_54_31
FLQS30UFGRWV____	0.108	0.082	0.084	0.081	0.081	0.114	0.116	0.083	0.084	0.116	0.077	0.081	0.077	0.11	0.114	0.07	0.07	0.072	0.083	0.114	0.108	0.114	0.075	0.073	0.114	0.116	0.107	0.082	0.104	0.082	0.076	0.081	0.042	0.009	0.009	0.008	0.009	0.004	0.005	0.01	0.01	0.006	0.039	0.009	0.008	0.041	0.006	0.046	0.047	0.045	0.01	0.006	0.04	0.007	0.045	0.045	0.007	0.006	0.04	0.009	0.042	0.01	0.044	0.01	-0.009	0.005	0.005	0.006	0.005	-0.005	-0.006	0.004	0.005	-0.006	0.003	0.006	0.006	-0.009	-0.005	0.004	0.004	0.003	0.004	-0.006	-0.008	-0.006	0.002	0.002	-0.005	-0.005	-0.008	0.004	-0.007	0.005	0.002	0.005	0.092	0.021	0	2016_7_13_15_54_35
FLQS30WFGRWV____	0.025	0.031	0	-0.003	-0.003	-0.004	-0.008	0.023	0	-0.001	0.001	-0.003	0.034	0.027	-0.002	-0.014	0.022	0.03	0.002	-0.002	-0.002	-0.001	-0.008	0.022	-0.001	-0.001	-0.002	-0.002	-0.002	-0.001	-0.008	-0.003	0.033	-0.004	0.002	0.001	0.001	0.001	0.035	0.032	0.001	0.001	0	0.002	-0.003	0.036	0.001	0.039	0.034	0.035	0.058	0.001	0.002	0.002	0.038	0.033	0.001	0.002	0.002	0.002	0.002	0.002	0.038	0.002	0.065	0.068	0.078	0.079	0.079	0.079	0.075	0.065	0.079	0.079	0.078	0.079	0.067	0.064	0.079	0.077	0.066	0.063	0.069	0.079	0.079	0.078	0.076	0.066	0.078	0.078	0.079	0.079	0.079	0.079	0.076	0.079	0.005	0.014	0.075	2016_7_13_15_54_39
FLQS30X6GRWV____	0.213	0.18	0.147	0.214	0.181	0.213	0.181	0.219	0.212	0.212	0.214	0.214	0.211	0.213	0.214	0.214	0.211	0.215	0.182	0.179	0.183	0.213	0.181	0.212	0.18	0.18	0.184	0.181	0.18	0.18	0.212	0.214	0.081	0.083	0.084	0.08	0.084	0.08	0.083	0.045	0.082	0.081	0.079	0.081	0.08	0.081	0.08	0.081	0.081	0.08	0.083	0.081	0.083	0.08	0.084	0.081	0.081	0.083	0.084	0.082	0.085	0.082	0.081	0.08	-0.346	-0.335	-0.323	-0.345	-0.335	-0.345	-0.335	-0.342	-0.345	-0.345	-0.345	-0.346	-0.345	-0.346	-0.345	-0.346	-0.344	-0.345	-0.335	-0.334	-0.336	-0.345	-0.335	-0.345	-0.334	-0.335	-0.336	-0.335	-0.334	-0.334	-0.346	-0.345	0.198	0.08	-0.34	2016_7_13_15_54_44
FLQS30YUGRWV____	0.046	0.044	0.046	0.047	0.046	0.048	0.047	0.056	0.047	0.048	0.046	0.046	0.044	0.047	0.049	0.046	0.044	0.046	0.01	0.046	0.045	0.047	0.048	0.046	0.047	0.048	0.046	0.045	0.047	0.047	0.046	0.047	0.049	0.09	0.05	0.05	0.05	0.05	0.05	0.014	0.05	0.049	0.048	0.05	0.049	0.049	0.051	0.05	0.049	0.049	0.053	0.049	0.049	0.05	0.05	0.049	0.049	0.05	0.05	0.048	0.05	0.05	0.05	0.051	0.217	0.213	0.217	0.217	0.217	0.217	0.217	0.22	0.217	0.217	0.218	0.218	0.218	0.218	0.217	0.218	0.218	0.217	0.229	0.217	0.218	0.217	0.217	0.217	0.217	0.217	0.218	0.218	0.217	0.217	0.218	0.217	0.046	0.05	0.218	2016_7_13_15_54_49
FLQS30ZQGRWV____	-0.073	-0.07	-0.07	-0.071	-0.072	-0.071	-0.071	-0.069	-0.073	-0.072	-0.071	-0.073	-0.074	-0.072	-0.071	-0.073	-0.044	-0.073	-0.063	-0.071	-0.072	-0.072	-0.072	-0.071	-0.071	-0.071	-0.073	-0.07	-0.072	-0.072	-0.072	-0.07	-0.006	-0.006	-0.006	-0.005	-0.004	-0.005	-0.006	-0.005	-0.006	-0.005	-0.005	-0.006	-0.006	-0.006	-0.006	-0.006	-0.007	-0.006	-0.042	-0.008	-0.008	-0.006	-0.006	-0.007	-0.007	-0.006	-0.008	-0.006	-0.005	-0.007	-0.006	-0.007	0.074	0.072	0.073	0.073	0.073	0.073	0.072	0.072	0.073	0.073	0.073	0.074	0.074	0.073	0.073	0.074	0.064	0.074	0.076	0.074	0.074	0.073	0.073	0.073	0.073	0.073	0.074	0.073	0.074	0.074	0.073	0.073	-0.07	-0.007	0.073	2016_7_13_15_54_58
FLQS31J6GRWY____	0.137	0.141	0.134	0.168	0.168	0.136	0.168	0.169	0.136	0.136	0.135	0.168	0.137	0.137	0.136	0.136	0.135	0.136	0.137	0.168	0.138	0.138	0.136	0.136	0.167	0.137	0.137	0.169	0.135	0.168	0.138	0.136	0.074	0.03	0.071	0.069	0.07	0.072	0.071	0.071	0.072	0.072	0.071	0.069	0.073	0.074	0.073	0.074	0.072	0.073	0.073	0.07	0.072	0.074	0.073	0.072	0.07	0.074	0.072	0.07	0.073	0.071	0.074	0.073	-0.151	-0.146	-0.15	-0.161	-0.161	-0.15	-0.161	-0.161	-0.15	-0.15	-0.15	-0.161	-0.151	-0.151	-0.15	-0.151	-0.15	-0.151	-0.151	-0.161	-0.151	-0.151	-0.15	-0.151	-0.161	-0.151	-0.151	-0.162	-0.151	-0.161	-0.152	-0.15	0.145	0.071	-0.153	2016_7_13_15_55_02
FLQS301EGRWQ____	-0.141	-0.141	-0.14	-0.141	-0.141	-0.141	-0.14	-0.139	-0.141	-0.14	-0.169	-0.14	-0.14	-0.14	-0.107	-0.151	-0.15	-0.142	-0.149	-0.141	-0.11	-0.141	-0.109	-0.139	-0.14	-0.139	-0.141	-0.11	-0.109	-0.14	-0.14	-0.141	-0.066	-0.065	-0.064	-0.065	-0.065	-0.064	-0.063	-0.063	-0.064	-0.064	-0.061	-0.066	-0.063	-0.065	-0.067	-0.027	-0.027	-0.065	-0.028	-0.064	-0.067	-0.064	-0.067	-0.064	-0.064	-0.064	-0.064	-0.067	-0.069	-0.064	-0.063	-0.064	0.058	0.057	0.057	0.057	0.057	0.057	0.056	0.056	0.057	0.057	0.067	0.057	0.057	0.057	0.046	0.055	0.055	0.057	0.054	0.057	0.048	0.057	0.047	0.057	0.057	0.056	0.056	0.047	0.047	0.057	0.057	0.057	-0.137	-0.061	0.055	2016_7_13_15_55_15
FLQS310RGRWV____	0.022	0.019	0.059	0.022	0.053	0.019	0.022	0.054	0.019	0.02	0.022	0.021	0.029	0.063	0.021	0.021	0.03	0.029	0.021	0.023	0.024	0.021	0.022	0.052	0.022	0.022	0.024	0.025	0.02	0.022	0.022	0.055	0.114	0.151	0.071	0.114	0.109	0.113	0.111	0.108	0.111	0.112	0.111	0.113	0.075	0.072	0.11	0.115	0.075	0.077	0.112	0.113	0.112	0.112	0.113	0.109	0.111	0.11	0.111	0.113	0.114	0.112	0.111	0.109	0.133	0.129	0.127	0.133	0.124	0.134	0.134	0.123	0.135	0.134	0.133	0.133	0.136	0.126	0.134	0.133	0.136	0.136	0.134	0.133	0.133	0.133	0.133	0.124	0.133	0.134	0.133	0.132	0.134	0.133	0.133	0.123	0.029	0.107	0.132	2016_7_13_15_55_19
