SN	Distance_X_LOGO_Camera_RU1	Distance_X_LOGO_Camera_RU2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Camera_RU1	Distance_Y_LOGO_Camera_RU2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Camera_RU1	Angle_Camera_RU2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS2BJ4GRX5____	0.005	-0.008	-0.034	-0.027	-0.003	-0.002	0.003	0.004	0.002	-0.03	0.002	-0.033	-0.028	0.004	0.004	0.009	0.007	0.008	-0.026	0.004	0.004	0.004	0.002	0.003	-0.002	0.003	0.004	0.003	-0.024	0.004	0.002	0.003	0.011	0.083	0.05	0.016	0.048	0.047	0.012	0.013	0.013	0.014	0.014	0.052	0.015	0.011	0.014	0.012	0.011	0.012	0.016	0.014	0.012	0.014	0.012	0.013	0.047	0.013	0.012	0.012	0.014	0.013	0.012	0.013	0.007	0	0.014	0.017	0.004	0.004	0.006	0.006	0.007	0.018	0.006	0.013	0.017	0.007	0.006	0.006	0.006	0.005	0.016	0.006	0.007	0.006	0.007	0.007	0.003	0.007	0.007	0.007	0.015	0.006	0.007	0.007	-0.004	0.021	0.008	2016_7_13_13_45_01
FLQS2C6NGRX5____	-0.001	-0.006	-0.008	-0.011	-0.01	-0.01	-0.011	-0.01	-0.012	-0.005	-0.012	-0.012	-0.003	-0.004	-0.01	0	-0.004	-0.004	-0.004	-0.006	-0.007	-0.011	-0.004	-0.003	-0.011	-0.003	-0.008	-0.003	-0.012	-0.005	-0.004	-0.004	0.007	0.005	0.044	0.045	0.046	0.046	0.042	0.044	0.044	0.007	0.041	0.044	0.006	0.008	0.044	0.008	0.006	0.008	0.007	0.009	0.008	0.045	0.009	0.008	0.044	0.009	0.008	0.008	0.046	0.009	0.008	0.008	0.018	0.02	0.016	0.015	0.015	0.016	0.016	0.016	0.016	0.019	0.017	0.016	0.018	0.019	0.016	0.018	0.019	0.019	0.019	0.019	0.02	0.016	0.019	0.018	0.016	0.018	0.02	0.018	0.016	0.019	0.019	0.019	-0.007	0.023	0.018	2016_7_13_13_45_06
FLQS2C9EGRX5____	0.029	-0.035	-0.006	-0.004	-0.003	-0.005	-0.003	-0.004	-0.003	-0.003	-0.005	-0.002	0.027	-0.004	-0.004	-0.004	-0.003	-0.004	0.02	-0.004	-0.004	0.029	-0.004	-0.003	-0.005	-0.004	-0.003	-0.003	-0.003	-0.004	-0.003	-0.004	-0.051	-0.081	-0.047	-0.046	-0.046	-0.047	-0.046	-0.046	-0.046	-0.047	-0.045	-0.046	-0.05	-0.047	-0.045	-0.047	-0.047	-0.047	-0.016	-0.046	-0.047	-0.048	-0.047	-0.046	-0.046	-0.046	-0.046	-0.047	-0.046	-0.047	-0.046	-0.046	-0.154	-0.129	-0.144	-0.145	-0.145	-0.144	-0.145	-0.145	-0.145	-0.145	-0.145	-0.145	-0.154	-0.145	-0.145	-0.145	-0.145	-0.144	-0.157	-0.145	-0.145	-0.156	-0.144	-0.145	-0.144	-0.145	-0.145	-0.145	-0.145	-0.144	-0.145	-0.145	-0.001	-0.047	-0.146	2016_7_13_13_45_11
FLQS2CKUGRX5	0.035	0.01	-0.028	0.002	0.003	0.009	0.003	-0.002	0.002	0.002	0.002	0.003	0.035	0.003	0.001	0.002	0.034	0.034	0.001	0.003	0.005	0.002	0.002	0.032	0.004	0.003	0.005	0.005	0.002	0.003	0.004	0.003	0.005	-0.026	0.012	0.008	0.008	-0.03	0.008	0.041	0.007	0.009	0.008	0.009	0.007	0.01	0.008	0.009	0.007	0.007	0.01	0.008	0.009	0.008	0.009	0.006	0.008	0.007	0.01	0.009	0.009	0.008	0.009	0.008	-0.201	-0.188	-0.181	-0.191	-0.192	-0.188	-0.191	-0.194	-0.191	-0.191	-0.191	-0.191	-0.202	-0.192	-0.191	-0.192	-0.202	-0.201	-0.192	-0.192	-0.192	-0.191	-0.192	-0.201	-0.192	-0.191	-0.192	-0.192	-0.191	-0.192	-0.192	-0.191	0.007	0.007	-0.192	2016_7_13_13_45_16
FLQS2F0LGRX5____	-0.189	-0.181	-0.18	-0.189	-0.187	-0.182	-0.187	-0.189	-0.188	-0.187	-0.184	-0.188	-0.189	-0.189	-0.187	-0.188	-0.145	-0.189	-0.187	-0.19	-0.187	-0.188	-0.188	-0.189	-0.19	-0.19	-0.186	-0.19	-0.189	-0.191	-0.189	-0.189	-0.021	-0.06	-0.056	-0.023	-0.021	-0.058	-0.024	-0.024	-0.023	-0.023	-0.024	-0.021	-0.02	-0.021	-0.023	-0.022	-0.061	-0.021	-0.019	-0.023	-0.024	-0.024	-0.023	-0.021	-0.024	-0.024	-0.023	-0.024	-0.021	-0.024	-0.024	-0.022	0.07	0.073	0.072	0.07	0.07	0.073	0.07	0.07	0.069	0.07	0.07	0.07	0.069	0.071	0.07	0.07	0.061	0.07	0.069	0.071	0.07	0.071	0.071	0.07	0.071	0.071	0.069	0.071	0.07	0.072	0.071	0.07	-0.186	-0.027	0.07	2016_7_13_13_45_20
FLQS30AEGRWV____	0.104	0.073	0.043	0.072	0.071	0.102	0.074	0.111	0.071	0.072	0.073	0.071	0.104	0.072	0.072	0.105	0.104	0.069	0.069	0.074	0.101	0.072	0.073	0.071	0.074	0.074	0.099	0.073	0.071	0.105	0.072	0.073	-0.012	-0.006	-0.005	-0.006	-0.006	-0.008	-0.007	-0.046	-0.008	-0.009	-0.009	-0.009	-0.01	-0.007	-0.009	-0.01	-0.01	-0.008	-0.008	-0.007	-0.01	-0.006	-0.008	-0.008	-0.007	-0.007	-0.01	-0.008	-0.008	-0.01	-0.007	-0.008	-0.079	-0.069	-0.06	-0.069	-0.069	-0.079	-0.07	-0.077	-0.069	-0.069	-0.07	-0.068	-0.08	-0.07	-0.069	-0.08	-0.08	-0.069	-0.068	-0.07	-0.078	-0.069	-0.069	-0.069	-0.07	-0.07	-0.078	-0.07	-0.069	-0.08	-0.069	-0.069	0.08	-0.009	-0.072	2016_7_13_13_45_25
FLQS30BJGRWV____	0.054	0.053	0.053	0.055	0.056	0.02	0.055	0.055	0.053	0.054	0.053	0.056	0.023	0.058	0.049	0.024	0.022	0.021	0.022	0.056	0.056	0.053	0.056	0.055	0.054	0.056	0.056	0.056	0.026	0.055	0.055	0.055	0.014	0.013	0.014	0.013	0.013	0.015	0.013	0.013	0.013	0.013	0.014	0.014	0.016	0.013	0.049	0.015	0.016	0.018	0.016	0.014	0.013	0.015	0.014	0.013	0.014	0.014	0.014	0.013	0.018	0.014	0.014	0.013	-0.189	-0.189	-0.19	-0.189	-0.19	-0.179	-0.19	-0.19	-0.189	-0.19	-0.189	-0.19	-0.179	-0.191	-0.193	-0.179	-0.18	-0.179	-0.179	-0.19	-0.19	-0.189	-0.19	-0.19	-0.189	-0.19	-0.19	-0.19	-0.181	-0.19	-0.189	-0.189	0.048	0.015	-0.188	2016_7_13_13_45_30
FLQS30BWGRWY____	-0.068	-0.06	-0.03	-0.064	-0.058	-0.06	-0.055	-0.051	-0.055	-0.057	-0.064	-0.057	-0.063	-0.097	-0.057	-0.065	-0.03	-0.063	-0.064	-0.056	-0.064	-0.056	-0.062	-0.066	-0.063	-0.055	-0.064	-0.062	-0.057	-0.055	-0.057	-0.057	-0.007	-0.046	-0.047	-0.009	-0.044	-0.046	-0.042	-0.078	-0.042	-0.044	-0.01	-0.045	-0.007	-0.004	-0.044	-0.007	-0.01	-0.008	-0.008	-0.045	-0.009	-0.044	-0.007	-0.008	-0.009	-0.044	-0.008	-0.007	-0.045	-0.044	-0.044	-0.045	-0.039	-0.036	-0.046	-0.04	-0.037	-0.036	-0.038	-0.034	-0.038	-0.038	-0.04	-0.037	-0.04	-0.029	-0.036	-0.04	-0.051	-0.04	-0.04	-0.037	-0.04	-0.038	-0.041	-0.039	-0.04	-0.038	-0.04	-0.041	-0.038	-0.038	-0.037	-0.037	-0.059	-0.028	-0.039	2016_7_13_13_45_35
FLQS30CMGRWQ____	0.015	-0.007	0.057	0.056	0.057	0.058	0.027	0.017	-0.015	0.016	0.056	0.058	0.015	0.017	0.025	0.016	0.015	0.015	0.018	0.016	-0.003	0.025	0.056	0.015	0.057	0.019	0.021	0.019	-0.016	0.015	0.019	0.058	-0.002	-0.035	-0.038	-0.041	-0.04	-0.039	-0.036	-0.003	0.002	-0.002	-0.037	-0.039	-0.001	-0.001	-0.037	-0.001	-0.001	-0.003	0	-0.004	-0.032	-0.038	-0.039	-0.002	-0.039	-0.003	-0.001	-0.002	0.002	-0.003	-0.003	-0.038	-0.21	-0.198	-0.219	-0.218	-0.218	-0.219	-0.209	-0.211	-0.201	-0.21	-0.218	-0.219	-0.211	-0.211	-0.209	-0.211	-0.21	-0.21	-0.211	-0.21	-0.2	-0.208	-0.218	-0.21	-0.219	-0.211	-0.212	-0.211	-0.2	-0.21	-0.212	-0.22	0.026	-0.017	-0.211	2016_7_13_13_45_40
FLQS30D5GRWQ____	0.082	0.071	0.072	0.071	0.069	0.07	0.072	0.08	0.069	0.078	0.071	0.07	0.072	0.082	0.072	0.083	0.082	0.082	0.08	0.073	0.078	0.073	0.079	0.081	0.073	0.071	0.078	0.079	0.079	0.071	0.079	0.072	-0.03	0.006	0.005	0.006	0.005	0.005	0.006	-0.027	0.006	-0.03	0.006	0.006	0.006	-0.031	0.005	-0.03	-0.031	-0.03	-0.03	0.007	-0.029	0.006	-0.029	-0.029	0.006	0.006	-0.029	-0.028	-0.029	0.007	-0.029	0.006	-0.213	-0.214	-0.214	-0.214	-0.214	-0.213	-0.214	-0.212	-0.213	-0.211	-0.214	-0.214	-0.215	-0.212	-0.214	-0.213	-0.213	-0.213	-0.212	-0.215	-0.211	-0.215	-0.212	-0.212	-0.214	-0.214	-0.211	-0.212	-0.212	-0.214	-0.211	-0.215	0.075	-0.011	-0.213	2016_7_13_13_45_45
