SN	Distance_X_LOGO_MainBoard_LD1	Distance_X_LOGO_MainBoard_LD2	Distance_X_LOGO_MainBoard_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_LD1	Distance_Y_LOGO_MainBoard_LD2	Distance_Y_LOGO_MainBoard_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_LD1	Angle_MainBoard_LD2	Angle_MainBoard_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
FLQS2EQUGRX5____	0.131	0.09	0.088	0.089	0.13	0.089	0.09	0.089	0.091	0.091	0.088	0.131	0.131	0.09	0.091	0.088	0.088	0.09	0.089	0.131	0.089	0.131	0.09	0.091	0.091	0.131	0.09	0.09	0.09	0.088	0.132	0.132	-0.07	-0.032	-0.07	-0.071	-0.071	-0.069	-0.07	-0.071	-0.028	-0.07	-0.071	-0.069	-0.028	-0.073	-0.072	-0.071	-0.071	-0.072	-0.07	-0.068	-0.072	-0.068	-0.071	-0.033	-0.03	-0.068	-0.069	-0.072	-0.071	-0.071	-0.071	-0.068	-0.483	-0.513	-0.503	-0.503	-0.484	-0.504	-0.504	-0.503	-0.513	-0.503	-0.503	-0.484	-0.495	-0.502	-0.502	-0.503	-0.503	-0.502	-0.503	-0.484	-0.503	-0.484	-0.503	-0.512	-0.513	-0.484	-0.503	-0.502	-0.503	-0.503	-0.484	-0.484	0.101	-0.064	-0.499	2016_7_13_17_44_08
FLQS30J0GRWV____	-0.065	-0.069	-0.07	-0.065	-0.063	-0.068	-0.065	-0.064	-0.064	-0.064	-0.024	-0.064	-0.063	-0.066	-0.065	-0.024	-0.024	-0.065	-0.064	-0.066	-0.026	-0.066	-0.065	-0.063	-0.025	-0.066	-0.064	-0.067	-0.065	-0.024	-0.066	-0.064	0.015	0.049	0.047	0.014	0.015	0.011	0.014	0.014	0.013	0.013	0.014	0.013	0.013	0.013	0.013	0.014	0.014	0.014	0.013	0.014	0.016	0.014	0.012	0.014	0.014	0.014	0.014	0.016	0.012	0.014	0.014	0.013	-0.031	-0.042	-0.042	-0.03	-0.031	-0.031	-0.031	-0.031	-0.029	-0.03	-0.013	-0.031	-0.03	-0.031	-0.031	-0.013	-0.013	-0.031	-0.03	-0.031	-0.013	-0.031	-0.031	-0.03	-0.012	-0.031	-0.03	-0.032	-0.031	-0.013	-0.032	-0.03	-0.058	0.016	-0.028	2016_7_13_17_44_13
FLQS30JCGRWV____	-0.012	-0.01	-0.009	-0.01	-0.006	-0.008	-0.008	-0.008	-0.006	-0.008	-0.004	-0.006	-0.003	-0.006	-0.008	-0.004	-0.004	-0.008	-0.006	-0.006	-0.007	-0.006	-0.007	-0.009	-0.005	-0.006	-0.005	-0.006	-0.007	-0.004	-0.007	-0.007	-0.005	-0.005	-0.005	-0.005	-0.005	-0.004	-0.005	-0.004	0.029	-0.005	0.03	-0.005	-0.004	-0.005	-0.005	0.03	0.03	-0.006	-0.004	-0.037	-0.006	-0.037	0.03	-0.004	-0.003	-0.037	-0.005	0.029	0.03	0.03	-0.041	-0.038	0.028	0.028	0.029	0.029	0.03	0.03	0.029	0.029	0.022	0.029	0.022	0.03	0.031	0.031	0.029	0.022	0.022	0.03	0.03	0.039	0.03	0.039	0.021	0.029	0.031	0.039	0.031	0.021	0.021	0.022	0.039	0.038	-0.007	-0.001	0.029	2016_7_13_17_44_18
FLQS30KNGRWV____	-0.127	-0.126	-0.127	-0.125	-0.125	-0.126	-0.126	-0.129	-0.124	-0.125	-0.128	-0.129	-0.127	-0.128	-0.128	-0.128	-0.128	-0.127	-0.126	-0.124	-0.125	-0.124	-0.129	-0.128	-0.126	-0.124	-0.128	-0.127	-0.129	-0.128	-0.124	-0.127	0.045	0.044	0.043	0.046	0.049	0.049	0.047	0.044	0.047	0.045	0.048	0.046	0.045	0.045	0.048	0.048	0.048	0.047	0.011	0.009	0.049	0.009	0.047	0.048	0.049	0.009	0.011	0.043	0.047	0.048	0.002	0.049	0.053	0.053	0.053	0.053	0.052	0.052	0.052	0.053	0.053	0.053	0.052	0.052	0.052	0.052	0.052	0.052	0.052	0.052	0.062	0.063	0.053	0.063	0.051	0.051	0.053	0.063	0.062	0.054	0.051	0.052	0.065	0.051	-0.127	0.039	0.054	2016_7_13_17_44_22
FLQS30LFGRWY____	0.223	0.224	0.224	0.265	0.224	0.226	0.224	0.223	0.263	0.264	0.222	0.264	0.265	0.263	0.224	0.222	0.222	0.223	0.224	0.223	0.223	0.223	0.225	0.225	0.225	0.223	0.264	0.264	0.225	0.222	0.266	0.263	-0.057	-0.06	-0.06	-0.051	-0.055	-0.058	-0.056	-0.057	-0.05	-0.056	-0.056	-0.008	-0.055	-0.056	-0.059	-0.056	-0.056	-0.058	-0.06	-0.016	-0.058	-0.016	-0.06	-0.059	-0.057	-0.016	-0.011	-0.019	-0.06	-0.056	-0.062	-0.007	0.722	0.723	0.723	0.739	0.721	0.723	0.721	0.722	0.738	0.74	0.721	0.727	0.74	0.74	0.723	0.721	0.721	0.721	0.722	0.711	0.722	0.711	0.723	0.723	0.723	0.711	0.728	0.73	0.723	0.721	0.743	0.726	0.236	-0.048	0.725	2016_7_13_17_44_27
FLQS30Q2GRWV____	-0.081	-0.082	-0.121	-0.12	-0.12	-0.118	-0.121	-0.122	-0.083	-0.121	-0.085	-0.122	-0.122	-0.121	-0.161	-0.085	-0.085	-0.083	-0.084	-0.083	-0.124	-0.083	-0.083	-0.082	-0.122	-0.083	-0.123	-0.122	-0.083	-0.085	-0.123	-0.122	0.012	0.055	0.011	0.012	0.012	0.013	0.015	0.013	0.056	0.013	0.053	0.011	0.013	0.05	0.011	0.053	0.053	0.053	0.052	0.012	0.012	0.012	0.018	-0.025	-0.024	0.012	0.012	-0.025	0.018	0.053	0.049	0.048	-0.158	-0.17	-0.177	-0.177	-0.176	-0.175	-0.177	-0.177	-0.17	-0.177	-0.17	-0.177	-0.177	-0.187	-0.194	-0.17	-0.17	-0.169	-0.171	-0.159	-0.178	-0.159	-0.161	-0.149	-0.167	-0.159	-0.178	-0.167	-0.161	-0.17	-0.187	-0.187	-0.105	0.023	-0.172	2016_7_13_17_44_32
FLQS30Q3GRWV____	0.01	0.011	0.013	0.011	0.011	0.013	0.014	0.012	0.01	0.013	0.011	0.01	0.012	0.013	0.048	0.011	0.011	0.049	0.012	0.05	0.012	0.05	0.048	0.05	0.012	0.05	0.012	0.011	0.048	0.011	0.012	0.012	0.042	0.043	0.043	0.045	0.043	0.044	0.046	0.043	0.045	0.045	0.045	0.044	0.045	0.045	0.048	0.045	0.045	0.047	0.044	0.045	0.043	0.045	0.046	0.045	0.044	0.045	0.045	0.044	0.046	0.045	0.042	0.042	-0.445	-0.445	-0.445	-0.446	-0.445	-0.445	-0.444	-0.444	-0.445	-0.445	-0.446	-0.446	-0.446	-0.444	-0.429	-0.446	-0.446	-0.428	-0.444	-0.428	-0.445	-0.428	-0.428	-0.428	-0.446	-0.428	-0.445	-0.445	-0.428	-0.446	-0.444	-0.445	0.021	0.045	-0.441	2016_7_13_17_44_40
FLQS30Q9GRWV____	-0.117	-0.116	-0.117	-0.118	-0.12	-0.116	-0.116	-0.117	-0.117	-0.116	-0.082	-0.119	-0.116	-0.116	-0.118	-0.082	-0.082	-0.082	-0.117	-0.117	-0.117	-0.117	-0.117	-0.117	-0.117	-0.117	-0.117	-0.118	-0.117	-0.082	-0.116	-0.118	-0.035	-0.001	-0.002	0.002	0.004	0.001	-0.039	0.003	0.001	-0.037	0.003	0.003	0.004	0.002	0.001	0.003	0.003	0.002	0.002	0.001	0.001	0.001	0.001	0.002	0.002	0.001	0.003	0.002	0.001	0.003	0.001	0.003	-0.105	-0.114	-0.114	-0.116	-0.117	-0.115	-0.104	-0.115	-0.115	-0.104	-0.099	-0.116	-0.115	-0.115	-0.114	-0.099	-0.099	-0.099	-0.115	-0.114	-0.115	-0.114	-0.115	-0.115	-0.115	-0.114	-0.115	-0.115	-0.115	-0.099	-0.115	-0.115	-0.112	-0.002	-0.111	2016_7_13_17_44_44
FLQS30QMGRWV____	0.052	0.055	0.054	0.055	0.055	0.054	0.054	0.054	0.054	0.053	0.054	0.055	0.053	0.059	0.059	0.054	0.054	0.057	0.056	0.055	0.057	0.055	0.057	0.056	0.056	0.055	0.059	0.015	0.057	0.054	0.099	0.058	-0.055	-0.054	-0.051	-0.017	-0.018	-0.02	-0.054	-0.053	-0.017	-0.054	-0.053	-0.054	-0.051	-0.018	-0.018	-0.053	-0.053	-0.018	-0.016	-0.019	-0.052	-0.019	-0.017	-0.018	-0.018	-0.019	-0.015	-0.018	-0.017	-0.053	-0.019	-0.016	0.001	0.002	0.001	-0.008	-0.007	-0.007	0.002	0.001	-0.008	0.002	0.002	0.003	0	-0.006	-0.006	0.002	0.002	-0.007	-0.008	-0.007	0.003	-0.007	-0.006	-0.008	-0.006	-0.007	-0.007	-0.026	-0.006	0.002	0.014	-0.007	0.055	-0.032	-0.003	2016_7_13_17_44_49
FLQS30QPGRWV____	-0.073	-0.071	-0.072	-0.071	-0.071	-0.072	-0.069	-0.074	-0.073	-0.072	-0.073	-0.072	-0.071	-0.072	-0.074	-0.073	-0.073	-0.074	-0.072	-0.073	-0.069	-0.073	-0.073	-0.074	-0.071	-0.073	-0.074	-0.069	-0.073	-0.073	-0.07	-0.074	0.048	0.005	0.046	0.05	0.048	0.047	0.047	0.049	0.013	0.047	0.011	0.011	0.048	0.047	0.047	0.011	0.011	0.049	0.048	0.012	0.048	0.012	0.01	0.049	0.049	0.012	0.047	0.045	0.01	0.011	0.048	0.014	0.017	0.029	0.017	0.017	0.018	0.018	0.019	0.017	0.026	0.018	0.027	0.027	0.018	0.018	0.017	0.027	0.027	0.017	0.017	0.027	0.019	0.027	0.027	0.017	0.018	0.027	0.017	0.02	0.027	0.027	0.019	0.026	-0.072	0.033	0.021	2016_7_13_17_44_54
FLQS30R2GRWV____	0.018	0.058	0.057	0.022	0.02	0.057	0.057	0.058	0.023	0.02	0.056	0.096	0.017	0.018	0.018	0.056	0.056	0.02	0.019	0.02	0.017	0.02	0.02	0.019	0.019	0.02	0.02	0.019	0.02	0.056	0.019	0.021	-0.018	-0.052	-0.053	-0.055	-0.018	-0.055	-0.015	-0.013	-0.017	-0.056	-0.016	-0.02	-0.056	-0.057	-0.054	-0.016	-0.016	-0.055	-0.053	-0.055	-0.056	-0.055	-0.054	-0.053	-0.057	-0.055	-0.018	-0.055	-0.054	-0.016	-0.053	-0.053	0.059	0.087	0.086	0.07	0.06	0.087	0.076	0.077	0.062	0.071	0.077	0.095	0.069	0.069	0.068	0.077	0.077	0.07	0.069	0.069	0.069	0.069	0.07	0.07	0.07	0.069	0.06	0.069	0.07	0.077	0.069	0.07	0.032	-0.042	0.072	2016_7_13_17_45_00
FLQS30RRGRWV____	-0.067	-0.067	-0.066	-0.029	-0.07	-0.068	-0.105	-0.068	-0.067	-0.069	-0.067	-0.068	-0.031	-0.066	-0.066	-0.067	-0.067	-0.066	-0.068	-0.066	-0.066	-0.066	-0.03	-0.068	-0.067	-0.066	-0.067	-0.067	-0.03	-0.067	-0.066	-0.067	0.055	0.051	0.05	0.049	0.052	0.017	0.01	0.051	0.054	0.05	0.054	0.056	0.052	0.056	0.054	0.054	0.054	0.054	0.053	0.052	0.054	0.052	0.053	0.053	0.054	0.052	0.053	0.053	0.053	0.054	0.052	0.053	0.096	0.097	0.098	0.115	0.096	0.106	0.09	0.097	0.096	0.097	0.097	0.096	0.113	0.097	0.097	0.097	0.097	0.097	0.096	0.097	0.097	0.097	0.114	0.096	0.097	0.097	0.096	0.096	0.114	0.097	0.098	0.097	-0.064	0.05	0.099	2016_7_13_17_45_04
FLQS30S7GRWV____	-0.026	-0.066	-0.065	-0.066	-0.025	-0.066	-0.066	-0.064	-0.065	-0.065	-0.063	-0.024	-0.028	-0.103	-0.064	-0.063	-0.063	-0.026	-0.026	-0.026	-0.061	-0.026	-0.022	-0.021	-0.066	-0.026	-0.105	-0.027	-0.022	-0.063	-0.065	-0.023	0.048	0.086	0.086	0.05	0.085	0.048	0.018	0.051	0.051	0.049	0.017	0.047	0.048	0.051	0.048	0.017	0.017	0.048	0.084	0.049	0.05	0.049	0.049	0.049	0.049	0.049	0.052	0.049	0.049	0.017	0.083	0.046	0.177	0.149	0.15	0.16	0.168	0.159	0.167	0.16	0.16	0.16	0.169	0.18	0.178	0.141	0.161	0.169	0.169	0.179	0.169	0.179	0.161	0.179	0.179	0.18	0.16	0.179	0.14	0.177	0.179	0.169	0.151	0.18	-0.05	0.049	0.167	2016_7_13_17_45_09
FLQS30UFGRWV____	0.062	0.103	0.065	0.104	0.063	0.063	0.104	0.104	0.103	0.104	0.064	0.106	0.064	0.103	0.064	0.064	0.064	0.106	0.064	0.107	0.105	0.107	0.064	0.061	0.103	0.107	0.062	0.103	0.064	0.064	0.104	0.061	-0.044	-0.045	-0.046	-0.047	-0.043	-0.044	-0.046	-0.044	-0.048	-0.047	-0.043	-0.011	-0.042	-0.045	-0.047	-0.043	-0.043	-0.044	-0.081	-0.045	-0.047	-0.045	-0.01	-0.045	-0.044	-0.045	-0.043	-0.047	-0.01	-0.043	-0.08	-0.044	-0.158	-0.139	-0.156	-0.138	-0.158	-0.158	-0.138	-0.138	-0.138	-0.138	-0.157	-0.147	-0.158	-0.139	-0.157	-0.157	-0.157	-0.138	-0.147	-0.137	-0.138	-0.137	-0.166	-0.158	-0.139	-0.137	-0.158	-0.139	-0.166	-0.157	-0.13	-0.158	0.084	-0.044	-0.148	2016_7_13_17_45_14
FLQS30WFGRWV____	-0.001	-0.003	-0.001	-0.001	-0.002	-0.003	0	0	-0.001	0.002	-0.003	-0.002	-0.001	0	-0.039	-0.003	-0.003	0.038	0.036	0.036	-0.002	0.036	0.037	0.035	0.035	0.036	-0.004	-0.002	0.037	-0.003	-0.001	-0.003	-0.049	-0.007	-0.045	-0.042	-0.044	-0.045	-0.009	-0.007	-0.044	-0.008	-0.006	-0.042	-0.045	-0.043	-0.045	-0.006	-0.006	-0.013	-0.046	-0.044	-0.007	-0.044	-0.044	-0.044	-0.044	-0.044	-0.044	-0.044	-0.044	-0.006	-0.044	-0.046	-0.168	-0.18	-0.169	-0.17	-0.17	-0.17	-0.178	-0.179	-0.169	-0.178	-0.18	-0.171	-0.169	-0.169	-0.187	-0.18	-0.18	-0.16	-0.151	-0.152	-0.179	-0.152	-0.152	-0.153	-0.153	-0.152	-0.171	-0.17	-0.152	-0.18	-0.17	-0.17	0.008	-0.033	-0.168	2016_7_13_17_45_20
FLQS30X6GRWV____	-0.151	-0.15	-0.148	-0.109	-0.152	-0.152	-0.153	-0.151	-0.152	-0.154	-0.154	-0.199	-0.151	-0.15	-0.151	-0.154	-0.154	-0.152	-0.152	-0.153	-0.15	-0.153	-0.153	-0.153	-0.153	-0.153	-0.152	-0.15	-0.153	-0.154	-0.15	-0.197	0.116	0.118	0.117	0.117	0.078	0.116	0.079	0.117	0.115	0.117	0.116	0.081	0.12	0.081	0.118	0.116	0.116	0.116	0.081	0.115	0.119	0.115	0.078	0.116	0.116	0.115	0.081	0.116	0.078	0.116	0.08	0.076	-0.038	-0.039	-0.037	-0.018	-0.029	-0.038	-0.029	-0.039	-0.038	-0.04	-0.04	-0.052	-0.039	-0.029	-0.039	-0.04	-0.04	-0.039	-0.03	-0.039	-0.038	-0.039	-0.029	-0.039	-0.039	-0.039	-0.029	-0.038	-0.029	-0.04	-0.029	-0.049	-0.154	0.105	-0.036	2016_7_13_17_45_25
FLQS30YUGRWV____	-0.053	-0.096	-0.057	-0.097	-0.056	-0.098	-0.099	-0.057	-0.056	-0.096	-0.056	-0.056	-0.053	-0.099	-0.099	-0.056	-0.056	-0.058	-0.056	-0.057	-0.056	-0.057	-0.013	-0.012	-0.056	-0.057	-0.098	-0.055	-0.013	-0.056	-0.055	-0.098	0.047	0.009	0.048	0.015	0.049	0.047	0.048	0.047	0.017	0.048	0.087	0.087	0.047	0.017	0.014	0.087	0.087	0.049	0.048	0.088	0.05	0.088	0.013	0.049	0.015	0.088	0.048	0.049	0.013	0.087	0.049	0.082	-0.538	-0.547	-0.54	-0.549	-0.539	-0.558	-0.559	-0.539	-0.531	-0.557	-0.549	-0.549	-0.537	-0.55	-0.549	-0.549	-0.549	-0.54	-0.538	-0.55	-0.539	-0.55	-0.51	-0.519	-0.53	-0.55	-0.558	-0.538	-0.51	-0.549	-0.539	-0.567	-0.064	0.051	-0.543	2016_7_13_17_45_30
FLQS30ZQGRWV____	0.069	0.066	0.064	0.066	0.061	0.066	0.063	0.062	0.065	0.066	0.064	0.064	0.061	0.023	0.063	0.064	0.064	0.065	0.063	0.064	0.109	0.064	0.064	0.063	0.061	0.064	0.063	0.065	0.064	0.064	0.065	0.064	-0.01	-0.054	-0.014	0.039	-0.013	-0.057	-0.011	-0.012	-0.012	-0.056	-0.012	-0.012	-0.012	-0.014	-0.01	-0.012	-0.012	-0.011	-0.012	-0.012	-0.009	-0.012	-0.01	-0.011	-0.011	-0.012	-0.011	-0.013	-0.01	-0.012	-0.012	-0.012	0.103	0.113	0.101	0.089	0.1	0.114	0.1	0.1	0.102	0.113	0.102	0.101	0.099	0.083	0.1	0.102	0.102	0.101	0.101	0.101	0.121	0.101	0.101	0.1	0.099	0.101	0.1	0.102	0.101	0.102	0.102	0.101	0.064	-0.014	0.102	2016_7_13_17_45_36
FLQS31J6GRWY____	-0.187	-0.146	-0.144	-0.145	-0.143	-0.143	-0.148	-0.144	-0.145	-0.144	-0.143	-0.143	-0.145	-0.148	-0.147	-0.143	-0.143	-0.147	-0.145	-0.146	-0.143	-0.146	-0.144	-0.145	-0.145	-0.146	-0.146	-0.142	-0.144	-0.143	-0.183	-0.184	0.028	0.068	0.067	0.068	0.07	0.071	0.031	0.07	0.067	0.068	0.066	0.066	0.068	0.064	0.068	0.066	0.066	0.068	0.068	0.068	0.066	0.068	0.069	0.07	0.066	0.068	0.067	0.066	0.069	0.066	0.066	0.069	-0.157	-0.149	-0.147	-0.148	-0.148	-0.149	-0.14	-0.149	-0.148	-0.149	-0.147	-0.147	-0.148	-0.149	-0.149	-0.147	-0.147	-0.148	-0.148	-0.149	-0.147	-0.149	-0.148	-0.149	-0.148	-0.149	-0.148	-0.146	-0.148	-0.147	-0.166	-0.167	-0.148	0.065	-0.149	2016_7_13_17_45_41
FLQS301EGRWQ____	0.119	0.077	0.079	0.116	0.073	0.076	0.079	0.077	0.073	0.074	0.074	0.113	0.077	0.074	0.076	0.074	0.074	0.078	0.076	0.076	0.074	0.076	0.076	0.078	0.115	0.076	0.075	0.115	0.076	0.074	0.074	0.076	-0.066	-0.065	-0.011	-0.064	-0.072	-0.064	-0.019	-0.064	-0.1	-0.075	-0.018	-0.018	-0.062	-0.061	-0.021	-0.018	-0.018	-0.063	-0.019	-0.061	-0.059	-0.061	-0.063	-0.064	-0.024	-0.061	-0.107	-0.019	-0.063	-0.018	-0.02	-0.064	0.055	0.035	0.022	0.053	0.036	0.035	0.024	0.035	0.042	0.036	0.022	0.04	0.034	0.033	0.024	0.022	0.022	0.035	0.023	0.034	0.032	0.034	0.034	0.036	0.042	0.034	0.046	0.04	0.034	0.022	0.022	0.034	0.082	-0.05	0.033	2016_7_13_17_45_46
FLQS310RGRWV____	-0.245	-0.248	-0.208	-0.248	-0.249	-0.212	-0.211	-0.211	-0.214	-0.211	-0.211	-0.249	-0.245	-0.209	-0.211	-0.211	-0.211	-0.209	-0.21	-0.211	-0.212	-0.211	-0.211	-0.249	-0.214	-0.211	-0.211	-0.247	-0.211	-0.211	-0.248	-0.247	-0.016	0.058	0.058	0.022	0.023	0.023	0.02	0.021	0.022	0.021	0.06	0.024	0.02	0.022	0.057	0.06	0.06	0.021	0.023	0.022	0.022	0.022	0.02	0.022	0.059	0.022	0.024	0.022	0.02	0.06	0.022	0.02	-0.187	-0.208	-0.19	-0.199	-0.199	-0.182	-0.181	-0.181	-0.183	-0.181	-0.192	-0.199	-0.197	-0.181	-0.19	-0.192	-0.192	-0.181	-0.181	-0.181	-0.182	-0.181	-0.18	-0.199	-0.192	-0.181	-0.182	-0.198	-0.18	-0.192	-0.198	-0.198	-0.222	0.03	-0.189	2016_7_13_17_45_51
FLQS317CGRWY____	0.13	0.131	0.132	0.132	0.132	0.131	0.133	0.131	0.13	0.133	0.129	0.091	0.129	0.128	0.131	0.129	0.129	0.13	0.132	0.13	0.13	0.13	0.13	0.133	0.094	0.13	0.132	0.133	0.13	0.129	0.093	0.134	-0.022	-0.068	-0.025	-0.067	-0.068	-0.066	-0.067	-0.07	-0.067	-0.069	-0.069	-0.07	-0.068	-0.069	-0.07	-0.069	-0.069	-0.069	-0.068	-0.068	-0.068	-0.068	-0.067	-0.07	-0.071	-0.068	-0.068	-0.066	-0.067	-0.069	-0.068	-0.07	0.074	0.087	0.077	0.088	0.088	0.087	0.088	0.088	0.087	0.089	0.087	0.07	0.087	0.086	0.089	0.087	0.087	0.087	0.088	0.088	0.087	0.088	0.086	0.089	0.071	0.088	0.088	0.088	0.086	0.087	0.07	0.09	0.127	-0.066	0.085	2016_7_13_17_45_56
FLQS319LGRWY____	-0.21	-0.209	-0.252	-0.251	-0.253	-0.253	-0.258	-0.212	-0.209	-0.252	-0.209	-0.211	-0.252	-0.208	-0.211	-0.209	-0.209	-0.253	-0.212	-0.212	-0.21	-0.212	-0.208	-0.254	-0.212	-0.212	-0.211	-0.253	-0.208	-0.209	-0.252	-0.212	0.135	0.08	0.124	0.127	0.126	0.123	0.025	0.165	0.129	0.128	0.128	0.126	0.126	0.127	0.082	0.128	0.128	0.126	0.126	0.128	0.124	0.128	0.082	0.08	0.123	0.128	0.128	0.126	0.082	0.128	0.127	0.126	-0.727	-0.712	-0.744	-0.744	-0.745	-0.744	-0.72	-0.736	-0.725	-0.745	-0.725	-0.726	-0.744	-0.724	-0.714	-0.725	-0.725	-0.745	-0.726	-0.727	-0.724	-0.727	-0.712	-0.733	-0.725	-0.727	-0.726	-0.745	-0.712	-0.725	-0.744	-0.726	-0.225	0.118	-0.73	2016_7_13_17_46_01
FLQS3106GRWV____	-0.065	-0.068	-0.067	-0.062	-0.063	-0.064	-0.062	-0.027	-0.062	-0.023	-0.065	-0.065	-0.025	-0.028	-0.026	-0.065	-0.065	-0.065	-0.065	-0.065	-0.067	-0.065	-0.065	-0.065	-0.065	-0.065	-0.065	-0.067	-0.065	-0.065	-0.067	-0.066	-0.009	-0.006	-0.006	-0.007	-0.007	-0.004	-0.003	-0.004	-0.007	-0.003	-0.007	-0.007	-0.001	-0.004	-0.002	-0.007	-0.007	-0.006	-0.006	-0.007	-0.003	-0.007	-0.005	-0.007	-0.007	-0.007	-0.004	-0.005	-0.005	-0.007	-0.006	-0.006	-0.059	-0.061	-0.061	-0.059	-0.058	-0.06	-0.059	-0.043	-0.059	-0.042	-0.059	-0.059	-0.043	-0.044	-0.043	-0.059	-0.059	-0.06	-0.06	-0.059	-0.062	-0.059	-0.06	-0.059	-0.06	-0.059	-0.06	-0.061	-0.06	-0.059	-0.062	-0.061	-0.059	-0.006	-0.057	2016_7_13_17_46_07
FLQS3126GRWV____	-0.211	-0.162	-0.166	-0.165	-0.211	-0.164	-0.165	-0.167	-0.168	-0.163	-0.171	-0.168	-0.169	-0.167	-0.167	-0.171	-0.171	-0.168	-0.167	-0.168	-0.21	-0.168	-0.168	-0.167	-0.167	-0.168	-0.168	-0.166	-0.168	-0.171	-0.166	-0.166	0.1	0.102	0.181	0.141	0.14	0.14	0.142	0.139	0.104	0.141	0.14	0.141	0.14	0.138	0.139	0.14	0.14	0.14	0.102	0.14	0.139	0.14	0.141	0.14	0.141	0.14	0.138	0.14	0.141	0.14	0.14	0.103	-0.145	-0.124	-0.146	-0.135	-0.156	-0.136	-0.135	-0.136	-0.128	-0.135	-0.138	-0.138	-0.137	-0.136	-0.135	-0.138	-0.138	-0.137	-0.126	-0.136	-0.156	-0.136	-0.137	-0.136	-0.137	-0.136	-0.136	-0.136	-0.137	-0.138	-0.136	-0.126	-0.171	0.135	-0.137	2016_7_13_17_46_13
FLQS3115GRWV____	-0.058	-0.057	-0.058	-0.055	-0.056	-0.058	-0.056	-0.055	-0.057	-0.056	-0.058	-0.055	-0.055	-0.059	-0.057	-0.058	-0.058	-0.056	-0.058	-0.059	-0.058	-0.059	-0.058	-0.059	-0.057	-0.059	-0.059	-0.055	-0.058	-0.058	-0.056	-0.058	0.009	0.008	0.009	0.006	0.008	0.007	0.007	0.008	0.007	0.007	0.008	0.008	0.007	0.007	0.008	0.008	0.008	0.008	0.008	0.009	0.006	0.009	0.008	0.009	0.008	0.009	0.008	0.007	0.008	0.008	0.006	0.01	-0.042	-0.041	-0.041	-0.04	-0.041	-0.041	-0.041	-0.04	-0.041	-0.041	-0.042	-0.041	-0.04	-0.042	-0.041	-0.042	-0.042	-0.041	-0.042	-0.043	-0.041	-0.043	-0.042	-0.043	-0.041	-0.043	-0.042	-0.041	-0.042	-0.042	-0.04	-0.043	-0.057	0.008	-0.041	2016_7_13_17_46_19
