SN	Distance_X_LOGO_Voice1	Distance_X_LOGO_voice2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Voice1	Distance_Y_LOGO_voice2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Voice1	Angle_voice2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS3HQHHFM5____	15.750	-44.840	-44.874	-44.803	-44.701	-44.736	-44.701	-44.805	-44.631	-44.977	-44.637	-44.741	-44.520	-44.462	-44.170	-44.146	-43.412	-43.855	-43.862	-44.111	-43.755	-44.560	-43.645	-43.713	-43.757	-43.750	-43.619	-43.656	-43.610	-43.758	-43.890	-43.960	15.505	-122.080	-122.040	-122.186	-122.216	-122.324	-122.395	-122.500	-122.076	-122.248	-122.500	-122.536	-122.675	-122.604	-122.815	-122.714	-123.033	-122.850	-122.437	-123.063	-123.098	-122.218	-123.165	-123.130	-123.095	-123.235	-123.275	-123.376	-123.375	-123.099	-123.025	-123.095	44.678	249.959	249.939	249.990	250.037	250.039	250.064	250.037	250.045	249.928	250.106	250.069	250.181	250.195	250.346	250.341	250.692	250.482	250.418	250.408	250.560	250.096	250.615	250.582	250.558	250.582	250.642	250.641	250.660	250.559	250.493	250.475	2016_7_15_16_21_18
F2LS38TUGRXL____	15.820	-45.100	-45.134	-45.063	-44.925	-44.995	-44.962	-45.066	-44.889	-45.238	-44.900	-45.000	-44.788	-44.724	-44.370	-44.406	-43.667	-44.054	-44.123	-44.369	-44.016	-44.786	-43.925	-43.938	-44.018	-43.960	-43.876	-43.877	-43.809	-43.979	-44.087	-44.157	15.505	-121.881	-121.839	-121.984	-122.014	-122.124	-122.196	-122.298	-121.876	-122.083	-122.297	-122.333	-122.473	-122.398	-122.537	-122.506	-122.856	-122.649	-122.224	-122.858	-122.893	-122.018	-122.955	-122.930	-122.885	-123.025	-123.064	-123.175	-123.178	-122.898	-122.789	-122.894	44.551	249.821	249.800	249.852	249.913	249.901	249.926	249.898	249.907	249.795	249.967	249.931	250.039	250.054	250.222	250.202	250.560	250.369	250.277	250.270	250.421	249.971	250.468	250.459	250.419	250.464	250.504	250.520	250.548	250.437	250.376	250.363	2016_7_15_16_21_24
F2LS35BZHFM1____	15.890	-45.052	-45.087	-45.016	-44.915	-44.947	-44.915	-45.020	-44.844	-45.191	-44.852	-44.954	-44.745	-44.711	-44.323	-44.359	-43.629	-44.065	-44.135	-44.380	-44.030	-44.774	-43.925	-43.932	-44.015	-43.960	-43.881	-43.881	-43.820	-44.030	-44.100	-44.170	15.505	-121.678	-121.637	-121.814	-121.813	-121.922	-121.992	-122.094	-121.676	-121.844	-122.097	-122.130	-122.271	-122.233	-122.341	-122.343	-122.665	-122.430	-122.080	-122.710	-122.675	-121.817	-122.815	-122.725	-122.683	-122.815	-122.856	-122.968	-123.025	-122.745	-122.605	-122.745	44.424	249.809	249.788	249.845	249.886	249.890	249.913	249.885	249.895	249.777	249.955	249.918	250.026	250.035	250.211	250.196	250.547	250.331	250.250	250.243	250.382	249.945	250.447	250.430	250.390	250.432	250.471	250.488	250.521	250.393	250.343	250.335	2016_7_15_16_21_30
F2LS3JESHFM5____	16.170	-44.139	-44.209	-44.103	-44.003	-44.037	-44.002	-44.140	-43.932	-44.279	-43.974	-44.076	-43.829	-43.795	-43.407	-43.478	-42.740	-43.092	-43.163	-43.406	-43.058	-43.864	-42.945	-43.012	-43.095	-43.021	-42.917	-42.917	-42.886	-43.091	-43.161	-43.195	15.505	-122.137	-122.093	-122.242	-122.237	-122.348	-122.418	-122.548	-122.096	-122.302	-122.553	-122.586	-122.697	-122.656	-122.759	-122.759	-123.070	-122.899	-122.446	-123.078	-123.114	-122.239	-123.235	-123.143	-123.103	-123.278	-123.319	-123.391	-123.391	-123.142	-123.004	-123.112	43.921	250.255	250.219	250.285	250.326	250.329	250.353	250.316	250.334	250.221	250.385	250.348	250.467	250.474	250.651	250.621	250.973	250.802	250.706	250.698	250.847	250.384	250.912	250.871	250.830	250.886	250.936	250.945	250.958	250.837	250.788	250.790	2016_7_15_16_21_41
F2LS39Q6GRXL____	16.030	-44.688	-44.725	-44.652	-44.549	-44.585	-44.547	-44.655	-44.478	-44.828	-44.487	-44.594	-44.372	-44.315	-43.991	-43.994	-43.260	-43.715	-43.715	-43.984	-43.602	-44.439	-43.505	-43.523	-43.605	-43.540	-43.540	-43.540	-43.396	-43.610	-43.750	-43.741	15.505	-121.993	-121.923	-122.099	-122.132	-122.207	-122.309	-122.379	-121.993	-122.132	-122.411	-122.416	-122.590	-122.485	-122.651	-122.589	-122.904	-122.780	-122.360	-122.966	-123.007	-122.128	-123.095	-123.040	-123.003	-123.165	-123.200	-123.305	-123.292	-123.025	-122.885	-123.009	44.171	250.006	249.981	250.038	250.085	250.081	250.112	250.078	250.093	249.970	250.153	250.109	250.227	250.235	250.394	250.383	250.734	250.527	250.465	250.443	250.607	250.130	250.660	250.645	250.605	250.656	250.661	250.677	250.734	250.607	250.528	250.550	2016_7_15_16_21_46
F2LS3EKPHFM2____	15.960	-44.780	-44.870	-44.870	-44.695	-44.711	-44.677	-44.813	-44.571	-45.045	-44.620	-44.720	-44.590	-44.443	-44.170	-44.122	-43.400	-43.785	-43.801	-44.100	-43.820	-44.555	-43.645	-43.654	-43.820	-43.668	-43.680	-43.605	-43.540	-43.750	-43.890	-43.876	15.505	-122.101	-122.115	-122.255	-122.290	-122.345	-122.420	-122.554	-122.095	-122.325	-122.518	-122.592	-122.745	-122.619	-122.815	-122.723	-123.165	-122.920	-122.449	-123.130	-123.165	-122.220	-123.235	-123.187	-123.165	-123.291	-123.340	-123.398	-123.445	-123.165	-123.025	-123.152	44.297	249.985	249.950	249.972	250.049	250.051	250.076	250.040	250.071	249.910	250.115	250.084	250.161	250.203	250.345	250.351	250.715	250.519	250.443	250.420	250.541	250.096	250.623	250.613	250.541	250.622	250.624	250.664	250.698	250.570	250.491	250.516	2016_7_15_16_21_52
F2LS3TKDHFM5____	15.960	-44.965	-45.000	-44.940	-44.835	-44.863	-44.827	-44.932	-44.758	-45.106	-44.766	-44.871	-44.660	-44.591	-44.237	-44.275	-43.538	-43.922	-43.951	-44.236	-43.885	-44.695	-43.785	-43.805	-43.888	-43.820	-43.749	-43.749	-43.678	-43.887	-44.030	-44.026	15.505	-122.081	-122.038	-122.255	-122.220	-122.325	-122.397	-122.502	-122.076	-122.248	-122.498	-122.537	-122.675	-122.600	-122.737	-122.710	-123.032	-122.852	-122.431	-123.064	-123.098	-122.220	-123.165	-123.134	-123.093	-123.305	-123.271	-123.380	-123.382	-123.099	-123.025	-123.100	44.297	249.906	249.885	249.943	249.981	249.985	250.011	249.983	249.991	249.873	250.051	250.014	250.122	250.139	250.305	250.286	250.638	250.453	250.378	250.354	250.504	250.039	250.555	250.543	250.502	250.562	250.586	250.602	250.631	250.503	250.434	250.446	2016_7_15_16_22_02
F2LS3HZVHFM5____	16.030	-44.699	-44.733	-44.662	-44.561	-44.596	-44.560	-44.665	-44.490	-44.838	-44.497	-44.631	-44.388	-44.320	-44.030	-44.002	-43.272	-43.715	-43.721	-43.969	-43.616	-44.419	-43.513	-43.573	-43.680	-43.540	-43.477	-43.470	-43.400	-43.618	-43.690	-43.757	15.505	-122.009	-121.966	-122.116	-122.142	-122.253	-122.324	-122.429	-122.003	-122.176	-122.426	-122.460	-122.603	-122.492	-122.675	-122.639	-122.961	-122.780	-122.360	-122.992	-123.025	-122.146	-123.099	-123.058	-123.025	-123.165	-123.194	-123.305	-123.305	-123.029	-122.890	-123.027	44.171	250.004	249.984	250.036	250.082	250.084	250.110	250.082	250.090	249.972	250.151	250.101	250.222	250.234	250.381	250.388	250.737	250.527	250.462	250.454	250.604	250.141	250.658	250.627	250.578	250.656	250.687	250.705	250.734	250.604	250.554	250.546	2016_7_15_16_22_07
F2LS3HFBHFM5____	16.100	-44.765	-44.800	-44.730	-44.573	-44.730	-44.625	-44.730	-44.555	-44.905	-44.555	-44.618	-44.450	-44.378	-44.030	-44.065	-43.330	-43.715	-43.785	-44.030	-43.678	-44.485	-43.645	-43.645	-43.750	-43.610	-43.610	-43.543	-43.540	-43.680	-43.820	-43.890	15.505	-122.010	-121.975	-122.115	-122.143	-122.255	-122.325	-122.500	-122.010	-122.185	-122.430	-122.462	-122.605	-122.494	-122.675	-122.640	-123.025	-122.780	-122.430	-122.990	-123.026	-122.150	-123.165	-123.130	-123.095	-123.165	-123.200	-123.308	-123.375	-123.095	-122.955	-123.025	44.046	249.977	249.957	250.007	250.076	250.028	250.082	250.065	250.064	249.945	250.127	250.106	250.197	250.210	250.381	250.361	250.722	250.527	250.446	250.427	250.578	250.114	250.612	250.607	250.559	250.627	250.632	250.675	250.686	250.587	250.509	250.490	2016_7_15_16_22_12
F2LS38VQGRXL____	15.610	-45.255	-45.290	-45.205	-45.066	-45.207	-45.115	-45.203	-45.045	-45.395	-45.045	-45.148	-44.940	-44.867	-44.520	-44.555	-43.816	-44.199	-44.225	-44.515	-44.160	-44.975	-44.059	-44.119	-44.170	-44.100	-44.026	-44.026	-43.955	-44.170	-44.236	-44.302	15.505	-122.010	-121.975	-122.106	-122.099	-122.251	-122.325	-122.460	-122.010	-122.185	-122.381	-122.462	-122.605	-122.486	-122.675	-122.640	-122.964	-122.777	-122.357	-122.992	-123.022	-122.150	-123.095	-123.059	-123.025	-123.165	-123.197	-123.307	-123.310	-123.025	-122.888	-123.027	44.935	249.778	249.758	249.813	249.870	249.835	249.884	249.868	249.865	249.747	249.921	249.891	249.998	250.010	250.182	250.162	250.516	250.330	250.256	250.231	250.382	249.915	250.435	250.405	250.379	250.428	250.464	250.480	250.509	250.379	250.331	250.324	2016_7_15_16_22_18
