SN	Distance_X_LOGO_Voice1	Distance_X_LOGO_voice2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Voice1	Distance_Y_LOGO_voice2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Voice1	Angle_voice2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS3KLTHFM5____	16.100	-44.624	-44.658	-44.588	-44.485	-44.519	-44.485	-44.590	-44.416	-44.765	-44.465	-44.566	-44.380	-44.251	-43.960	-43.925	-43.202	-43.645	-43.645	-43.960	-43.610	-44.347	-43.435	-43.501	-43.590	-43.520	-43.453	-43.449	-43.400	-43.610	-43.680	-43.750	15.505	-122.076	-122.033	-122.181	-122.211	-122.320	-122.390	-122.493	-122.071	-122.241	-122.494	-122.528	-122.675	-122.594	-122.745	-122.710	-123.027	-122.920	-122.430	-123.060	-123.095	-122.210	-123.165	-123.123	-123.080	-123.227	-123.258	-123.365	-123.375	-123.095	-122.955	-123.095	44.046	250.045	250.024	250.076	250.123	250.125	250.150	250.122	250.130	250.012	250.174	250.137	250.236	250.277	250.420	250.429	250.775	250.576	250.504	250.467	250.616	250.180	250.699	250.665	250.623	250.673	250.705	250.722	250.744	250.616	250.567	250.559	2016_7_15_16_22_27
F2LS3MG9HFM5____	15.960	-44.786	-44.940	-44.870	-44.649	-44.730	-44.647	-44.790	-44.625	-44.926	-44.620	-44.730	-44.590	-44.447	-44.100	-44.135	-43.470	-43.785	-43.855	-44.100	-43.820	-44.507	-43.645	-43.715	-43.750	-43.680	-43.611	-43.609	-43.610	-43.750	-43.820	-43.886	15.505	-121.957	-121.975	-122.115	-122.092	-122.255	-122.272	-122.376	-122.010	-122.126	-122.377	-122.465	-122.605	-122.479	-122.675	-122.640	-122.955	-122.780	-122.360	-122.990	-123.025	-122.095	-123.095	-123.060	-123.010	-123.165	-123.190	-123.295	-123.305	-123.025	-122.885	-123.011	44.297	249.961	249.900	249.950	250.038	250.029	250.066	250.023	250.036	249.929	250.093	250.061	250.140	250.180	250.353	250.333	250.655	250.499	250.408	250.400	250.520	250.097	250.603	250.569	250.547	250.599	250.631	250.647	250.648	250.549	250.500	250.491	2016_7_15_16_22_32
F2LS339XHFM1____	16.100	-44.475	-44.509	-44.437	-44.333	-44.370	-44.335	-44.439	-44.266	-44.611	-44.279	-44.382	-44.164	-44.102	-43.746	-43.780	-43.047	-43.432	-43.575	-43.742	-43.395	-44.197	-43.289	-43.313	-43.396	-43.326	-43.256	-43.259	-43.187	-43.400	-43.468	-43.535	15.505	-122.028	-121.989	-122.168	-122.196	-122.273	-122.377	-122.447	-122.022	-122.228	-122.446	-122.517	-122.620	-122.548	-122.684	-122.652	-122.971	-122.786	-122.430	-123.004	-123.035	-122.166	-123.106	-123.073	-123.027	-123.175	-123.204	-123.316	-123.318	-123.095	-122.896	-123.035	44.046	250.100	250.079	250.136	250.184	250.180	250.210	250.178	250.185	250.073	250.243	250.212	250.317	250.332	250.500	250.481	250.832	250.645	250.533	250.548	250.697	250.235	250.751	250.736	250.695	250.746	250.779	250.794	250.824	250.703	250.646	250.639	2016_7_15_16_22_37
F2LS3A7AHFM2____	16.100	-44.510	-44.543	-44.473	-44.370	-44.450	-44.404	-44.509	-44.345	-44.695	-44.345	-44.450	-44.240	-44.167	-43.820	-43.855	-43.120	-43.505	-43.575	-43.820	-43.462	-44.275	-43.365	-43.435	-43.467	-43.395	-43.326	-43.324	-43.255	-43.470	-43.540	-43.601	15.505	-122.147	-122.105	-122.253	-122.279	-122.395	-122.459	-122.563	-122.150	-122.325	-122.570	-122.605	-122.745	-122.626	-122.815	-122.850	-123.165	-122.920	-122.500	-123.130	-123.162	-122.290	-123.235	-123.200	-123.160	-123.304	-123.337	-123.446	-123.449	-123.165	-123.025	-123.165	44.046	250.103	250.083	250.134	250.181	250.165	250.194	250.166	250.172	250.053	250.235	250.197	250.304	250.317	250.488	250.479	250.829	250.634	250.543	250.535	250.687	250.222	250.738	250.704	250.685	250.736	250.769	250.786	250.815	250.685	250.635	250.630	2016_7_15_16_22_47
F2LS30UNGRX8____	15.890	-44.780	-44.848	-44.779	-44.642	-44.709	-44.673	-44.747	-44.605	-44.918	-44.610	-44.712	-44.469	-44.437	-44.083	-44.085	-43.386	-43.731	-43.801	-44.050	-43.734	-44.502	-43.629	-43.655	-43.735	-43.659	-43.559	-43.593	-43.524	-43.695	-43.769	-43.838	15.505	-121.946	-121.904	-122.051	-122.085	-122.188	-122.258	-122.366	-121.940	-122.116	-122.361	-122.397	-122.542	-122.462	-122.598	-122.571	-122.885	-122.721	-122.296	-122.928	-122.955	-122.083	-123.026	-122.996	-122.951	-123.128	-123.135	-123.237	-123.238	-122.962	-122.825	-122.965	44.424	249.962	249.928	249.979	250.041	250.029	250.054	250.040	250.034	249.931	250.095	250.059	250.181	250.182	250.349	250.344	250.680	250.513	250.421	250.411	250.546	250.098	250.600	250.585	250.545	250.602	250.645	250.646	250.675	250.563	250.513	250.505	2016_7_15_16_22_52
F2LS3SMLHFM5____	16.030	-44.498	-44.532	-44.461	-44.390	-44.393	-44.359	-44.466	-44.287	-44.671	-44.325	-44.397	-44.218	-44.114	-43.763	-43.800	-43.064	-43.453	-43.517	-43.767	-43.414	-44.222	-43.338	-43.368	-43.444	-43.344	-43.273	-43.273	-43.203	-43.416	-43.485	-43.552	15.505	-122.091	-122.049	-122.196	-122.257	-122.335	-122.404	-122.510	-122.084	-122.255	-122.505	-122.543	-122.680	-122.613	-122.750	-122.715	-123.036	-122.816	-122.472	-123.069	-123.104	-122.228	-123.205	-123.137	-123.132	-123.244	-123.277	-123.385	-123.388	-123.107	-122.967	-123.106	44.171	250.100	250.080	250.131	250.170	250.180	250.205	250.176	250.186	250.053	250.234	250.210	250.304	250.337	250.503	250.483	250.834	250.641	250.564	250.548	250.699	250.235	250.746	250.723	250.691	250.749	250.783	250.799	250.828	250.699	250.650	250.642	2016_7_15_16_23_42
F2LS3BDVGRXL____	16.100	-44.682	-44.718	-44.646	-44.541	-44.575	-44.541	-44.647	-44.437	-44.820	-44.482	-44.585	-44.366	-44.306	-43.960	-43.984	-43.216	-43.645	-43.667	-43.944	-43.597	-44.403	-43.505	-43.518	-43.598	-43.530	-43.461	-43.459	-43.392	-43.560	-43.680	-43.735	15.505	-122.087	-122.047	-122.229	-122.256	-122.330	-122.400	-122.504	-122.083	-122.254	-122.504	-122.541	-122.679	-122.609	-122.745	-122.714	-123.033	-122.850	-122.439	-123.062	-123.092	-122.222	-123.165	-123.134	-123.090	-123.232	-123.264	-123.375	-123.381	-123.104	-122.955	-123.097	44.046	250.023	250.002	250.059	250.106	250.104	250.128	250.100	250.123	249.991	250.168	250.131	250.242	250.257	250.420	250.405	250.771	250.566	250.496	250.474	250.621	250.159	250.670	250.660	250.621	250.670	250.703	250.720	250.748	250.639	250.567	250.565	2016_7_15_16_23_46
F2LS3HFRHFM5____	16.100	-44.734	-44.770	-44.701	-44.561	-44.594	-44.560	-44.703	-44.527	-44.876	-44.539	-44.644	-44.422	-44.362	-44.005	-44.041	-43.269	-43.653	-43.722	-43.969	-43.651	-44.424	-43.575	-43.571	-43.616	-43.544	-43.477	-43.479	-43.409	-43.618	-43.750	-43.820	15.505	-122.122	-122.082	-122.194	-122.226	-122.335	-122.406	-122.506	-122.084	-122.257	-122.507	-122.544	-122.682	-122.611	-122.741	-122.713	-123.034	-122.853	-122.430	-123.067	-123.095	-122.226	-123.235	-123.132	-123.093	-123.245	-123.277	-123.384	-123.389	-123.104	-123.025	-123.095	44.046	250.006	249.986	250.031	250.094	250.097	250.121	250.077	250.086	249.968	250.145	250.107	250.220	250.234	250.401	250.382	250.749	250.563	250.472	250.464	250.599	250.151	250.651	250.638	250.614	250.666	250.698	250.713	250.743	250.614	250.548	250.530	2016_7_15_16_23_56
F2LS3A8AGRXL____	16.030	-44.975	-44.961	-44.889	-44.786	-44.870	-44.788	-44.894	-44.765	-45.115	-44.725	-44.862	-44.655	-44.586	-44.237	-44.345	-43.533	-43.925	-43.995	-44.234	-43.890	-44.695	-43.780	-43.835	-43.890	-43.820	-43.744	-43.744	-43.673	-43.890	-43.960	-44.030	15.505	-122.010	-121.915	-122.097	-122.094	-122.255	-122.275	-122.380	-122.010	-122.185	-122.378	-122.412	-122.557	-122.482	-122.615	-122.640	-122.946	-122.780	-122.360	-122.975	-123.025	-122.150	-123.085	-123.042	-123.025	-123.165	-123.189	-123.296	-123.297	-123.025	-122.885	-123.025	44.171	249.890	249.882	249.939	249.981	249.971	250.008	249.980	249.977	249.859	250.049	249.998	250.105	250.123	250.287	250.246	250.627	250.440	250.349	250.342	250.491	250.027	250.545	250.516	250.491	250.540	250.575	250.591	250.620	250.491	250.441	250.433	2016_7_15_16_24_01
F2LS3957GRXL____	15.470	-44.901	-44.935	-44.865	-44.762	-44.796	-44.761	-44.864	-44.692	-45.041	-44.698	-44.801	-44.592	-44.524	-44.170	-44.206	-43.470	-43.857	-43.925	-44.200	-43.819	-44.623	-43.717	-43.771	-43.822	-43.750	-43.682	-43.681	-43.612	-43.817	-43.889	-43.963	15.505	-122.025	-121.982	-122.131	-122.161	-122.269	-122.340	-122.479	-122.020	-122.195	-122.441	-122.479	-122.619	-122.547	-122.681	-122.648	-123.012	-122.797	-122.369	-123.036	-123.043	-122.163	-123.112	-123.108	-123.038	-123.181	-123.214	-123.321	-123.325	-123.080	-122.944	-123.046	45.194	249.928	249.907	249.959	250.006	250.008	250.033	250.012	250.014	249.896	250.075	250.038	250.145	250.162	250.329	250.309	250.667	250.475	250.384	250.369	250.527	250.064	250.580	250.557	250.526	250.576	250.609	250.625	250.654	250.534	250.484	250.468	2016_7_15_16_24_10
