SN	Distance_X_LOGO_Camera_LD1	Distance_X_LOGO_Camera_LD2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Camera_LD1	Distance_Y_LOGO_Camera_LD2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Camera_LD1	Angle_Camera_LD2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS3A7AHFM2____	-55.744	-55.806	-55.672	-55.773	-55.812	-55.819	-55.736	-55.740	-55.744	-55.745	-55.711	-55.773	-55.746	-55.772	-55.744	-55.636	-55.744	-55.744	-55.670	-55.641	-55.705	-55.674	-55.711	-55.667	-55.740	-55.596	-55.572	-55.711	-55.606	-55.705	-55.669	-55.705	141.333	141.330	141.219	141.299	141.255	141.328	141.298	141.260	141.372	141.334	141.367	141.397	141.370	141.335	141.372	141.364	141.372	141.372	141.365	141.325	141.400	141.396	141.367	141.437	141.366	141.372	141.255	141.367	141.370	141.359	141.369	141.359	111.513	111.535	111.503	111.527	111.547	111.539	111.514	111.521	111.507	111.513	111.496	111.514	111.508	111.522	111.507	111.470	111.507	111.507	111.482	111.478	111.490	111.479	111.496	111.471	111.507	111.455	111.463	111.496	111.459	111.495	111.481	111.495	2016_7_15_14_08_44
F2LS3A8AGRXL____	-55.655	-55.807	-55.674	-55.731	-55.816	-55.815	-55.663	-55.731	-55.702	-55.704	-55.666	-55.726	-55.703	-55.727	-55.702	-55.636	-55.702	-55.702	-55.668	-55.632	-55.663	-55.670	-55.666	-55.669	-55.698	-55.601	-55.568	-55.666	-55.604	-55.703	-55.664	-55.703	141.254	141.289	141.182	141.255	141.216	141.251	141.281	141.187	141.292	141.255	141.288	141.321	141.291	141.257	141.292	141.323	141.292	141.292	141.295	141.223	141.349	141.323	141.288	141.362	141.322	141.330	141.195	141.288	141.293	141.287	141.294	141.287	111.719	111.768	111.736	111.746	111.781	111.776	111.718	111.756	111.731	111.736	111.719	111.735	111.731	111.744	111.731	111.703	111.731	111.731	111.718	111.715	111.709	111.715	111.719	111.709	111.725	111.690	111.697	111.719	111.696	111.732	111.717	111.732	2016_7_15_14_08_48
F2LS3BDVGRXL____	-55.829	-55.931	-55.794	-55.896	-55.933	-55.934	-55.824	-55.862	-55.829	-55.870	-55.788	-55.894	-55.829	-55.894	-55.829	-55.758	-55.829	-55.829	-55.793	-55.756	-55.826	-55.785	-55.788	-55.792	-55.822	-55.722	-55.690	-55.788	-55.723	-55.835	-55.790	-55.835	141.293	141.335	141.147	141.227	141.182	141.214	141.258	141.147	141.329	141.256	141.324	141.368	141.293	141.260	141.329	141.328	141.329	141.329	141.331	141.221	141.322	141.364	141.324	141.389	141.288	141.371	141.187	141.324	141.259	141.316	141.331	141.316	111.637	111.667	111.645	111.670	111.689	111.685	111.641	111.669	111.632	111.657	111.619	111.650	111.637	111.665	111.632	111.608	111.632	111.632	111.620	111.622	111.632	111.612	111.619	111.611	111.636	111.589	111.603	111.619	111.605	111.636	111.619	111.636	2016_7_15_14_08_52
F2LS3EKPHFM2____	-55.855	-56.000	-55.861	-55.925	-55.996	-55.964	-55.853	-55.893	-55.856	-55.861	-55.821	-55.925	-55.900	-55.925	-55.856	-55.829	-55.856	-55.856	-55.865	-55.830	-55.855	-55.824	-55.821	-55.863	-55.892	-55.800	-55.721	-55.821	-55.744	-55.846	-55.815	-55.846	141.191	141.193	141.056	141.163	141.041	141.153	141.188	141.121	141.227	141.187	141.221	141.261	141.231	141.196	141.227	141.230	141.227	141.227	141.232	141.202	141.253	141.255	141.221	141.330	141.227	141.272	141.122	141.221	141.206	141.218	141.235	141.218	111.419	111.469	111.440	111.448	111.489	111.463	111.419	111.442	111.414	111.422	111.403	111.434	111.429	111.443	111.414	111.404	111.414	111.414	111.417	111.409	111.410	111.399	111.403	111.403	111.427	111.388	111.381	111.403	111.378	111.412	111.399	111.412	2016_7_15_14_08_57
F2LS3HFBHFM5____	-55.895	-55.963	-55.912	-55.975	-56.017	-56.018	-55.909	-55.946	-55.908	-55.912	-55.867	-55.971	-55.905	-55.979	-55.908	-55.832	-55.908	-55.908	-55.869	-55.833	-55.910	-55.868	-55.867	-55.909	-55.942	-55.802	-55.769	-55.867	-55.805	-55.891	-55.864	-55.891	141.168	141.276	141.139	141.209	141.168	141.200	141.233	141.166	141.273	141.232	141.267	141.275	141.276	141.243	141.273	141.274	141.273	141.273	141.276	141.205	141.298	141.270	141.267	141.344	141.274	141.316	141.175	141.267	141.245	141.233	141.239	141.233	111.538	111.547	111.548	111.560	111.581	111.577	111.534	111.556	111.528	111.535	111.514	111.550	111.526	111.557	111.528	111.501	111.528	111.528	111.513	111.511	111.525	111.514	111.514	111.518	111.540	111.484	111.493	111.514	111.496	111.527	111.517	111.527	2016_7_15_14_09_02
F2LS3HFRHFM5____	-55.981	-56.090	-55.954	-56.057	-56.100	-56.098	-55.989	-56.030	-55.991	-55.994	-55.988	-56.057	-55.985	-56.059	-55.991	-55.913	-55.991	-55.991	-55.950	-55.915	-55.991	-55.991	-55.988	-55.949	-56.026	-55.881	-55.847	-55.988	-55.883	-55.990	-55.987	-55.990	141.265	141.298	141.199	141.266	141.229	141.262	141.287	141.226	141.331	141.290	141.294	141.370	141.297	141.300	141.331	141.300	141.331	141.331	141.336	141.268	141.354	141.329	141.294	141.365	141.330	141.338	141.243	141.294	141.305	141.290	141.304	141.290	111.685	111.718	111.685	111.711	111.731	111.726	111.685	111.708	111.679	111.686	111.684	111.697	111.682	111.707	111.679	111.656	111.679	111.679	111.664	111.661	111.676	111.679	111.684	111.660	111.692	111.640	111.641	111.684	111.645	111.685	111.682	111.685	2016_7_15_14_09_07
F2LS3HQHHFM5____	-55.963	-56.069	-55.932	-56.029	-56.032	-56.068	-55.957	-55.995	-55.963	-55.968	-55.928	-55.992	-55.965	-56.025	-55.963	-55.896	-55.963	-55.963	-55.930	-55.896	-55.965	-55.891	-55.928	-55.930	-55.998	-55.864	-55.828	-55.928	-55.823	-55.957	-55.924	-55.957	141.270	141.307	141.157	141.244	141.190	141.279	141.266	141.197	141.305	141.262	141.298	141.335	141.306	141.275	141.305	141.304	141.305	141.305	141.310	141.231	141.369	141.328	141.298	141.407	141.303	141.350	141.255	141.298	141.315	141.289	141.317	141.289	111.485	111.517	111.490	111.512	111.520	111.521	111.484	111.507	111.480	111.488	111.469	111.486	111.481	111.506	111.480	111.457	111.480	111.480	111.468	111.467	111.472	111.452	111.469	111.455	111.493	111.439	111.440	111.469	111.430	111.480	111.465	111.480	2016_7_15_14_09_11
F2LS3HZVHFM5____	-55.792	-55.946	-55.803	-55.910	-55.949	-55.908	-55.837	-55.880	-55.842	-55.844	-55.799	-55.905	-55.841	-55.910	-55.842	-55.769	-55.842	-55.842	-55.804	-55.772	-55.795	-55.805	-55.799	-55.806	-55.877	-55.734	-55.697	-55.799	-55.698	-55.836	-55.802	-55.836	141.281	141.221	141.181	141.255	141.248	141.277	141.281	141.246	141.320	141.280	141.316	141.311	141.321	141.288	141.320	141.329	141.320	141.320	141.327	141.287	141.340	141.346	141.316	141.455	141.321	141.364	141.219	141.316	141.318	141.308	141.320	141.308	111.608	111.670	111.625	111.653	111.668	111.649	111.624	111.643	111.620	111.626	111.605	111.643	111.619	111.648	111.620	111.593	111.620	111.620	111.606	111.600	111.601	111.604	111.605	111.589	111.632	111.576	111.583	111.605	111.570	111.619	111.606	111.619	2016_7_15_14_09_15
F2LS3JESHFM5____	-55.770	-55.872	-55.738	-55.845	-55.888	-55.884	-55.775	-55.839	-55.775	-55.777	-55.776	-55.844	-55.768	-55.847	-55.775	-55.699	-55.775	-55.775	-55.736	-55.696	-55.777	-55.778	-55.776	-55.735	-55.812	-55.661	-55.622	-55.776	-55.668	-55.777	-55.777	-55.777	141.317	141.323	141.215	141.280	141.286	141.282	141.315	141.182	141.350	141.313	141.351	141.385	141.324	141.318	141.350	141.354	141.350	141.350	141.351	141.255	141.381	141.388	141.351	141.455	141.348	141.363	141.224	141.351	141.323	141.348	141.352	141.348	111.491	111.525	111.493	111.522	111.537	111.536	111.493	111.534	111.488	111.494	111.488	111.507	111.489	111.517	111.488	111.461	111.488	111.488	111.474	111.473	111.484	111.484	111.488	111.459	111.501	111.446	111.452	111.488	111.454	111.489	111.488	111.489	2016_7_15_14_09_19
F2LS3KLTHFM5____	-55.973	-56.079	-55.934	-56.045	-56.083	-56.083	-55.972	-56.012	-55.976	-55.979	-55.938	-56.044	-55.975	-56.045	-55.976	-55.902	-55.976	-55.976	-55.939	-55.904	-55.973	-55.980	-55.938	-55.938	-56.012	-55.954	-55.836	-55.938	-55.868	-55.969	-55.937	-55.969	141.266	141.301	141.128	141.231	141.194	141.228	141.228	141.190	141.300	141.261	141.298	141.334	141.301	141.267	141.300	141.302	141.300	141.300	141.300	141.232	141.328	141.335	141.298	141.401	141.299	141.349	141.243	141.298	141.269	141.258	141.299	141.258	111.443	111.475	111.448	111.473	111.491	111.486	111.447	111.467	111.439	111.445	111.426	111.458	111.438	111.468	111.439	111.413	111.439	111.439	111.426	111.423	111.434	111.435	111.426	111.412	111.452	111.424	111.398	111.426	111.405	111.442	111.425	111.442	2016_7_15_14_09_22
