SN	Distance_X_LOGO_Camera_LD1	Distance_X_LOGO_Camera_LD2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Camera_LD1	Distance_Y_LOGO_Camera_LD2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Camera_LD1	Angle_Camera_LD2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS3MG9HFM5____	-55.855	-56.003	-55.822	-55.965	-55.965	-55.964	-55.856	-55.895	-55.855	-55.899	-55.819	-55.924	-55.899	-55.922	-55.855	-55.827	-55.855	-55.855	-55.863	-55.828	-55.856	-55.822	-55.819	-55.862	-55.890	-55.792	-55.748	-55.819	-55.746	-55.852	-55.813	-55.852	141.244	141.285	141.136	141.264	141.172	141.253	141.277	141.221	141.281	141.246	141.280	141.316	141.286	141.249	141.281	141.285	141.281	141.281	141.286	141.213	141.344	141.313	141.280	141.389	141.280	141.324	141.148	141.280	141.255	141.272	141.287	141.272	111.580	111.626	111.583	111.616	111.628	111.617	111.575	111.597	111.575	111.595	111.562	111.594	111.589	111.602	111.575	111.564	111.575	111.575	111.577	111.575	111.566	111.559	111.562	111.562	111.587	111.547	111.556	111.562	111.540	111.575	111.559	111.575	2016_7_15_14_09_26
F2LS3SMLHFM5____	-55.980	-56.084	-55.944	-56.043	-56.089	-56.085	-55.959	-56.017	-55.976	-55.979	-55.940	-56.045	-55.977	-56.029	-55.976	-55.906	-55.976	-55.976	-55.942	-55.907	-55.983	-55.941	-55.940	-55.943	-56.011	-55.873	-55.842	-55.940	-55.867	-55.982	-55.938	-55.982	141.257	141.291	141.148	141.234	141.228	141.261	141.267	141.230	141.299	141.259	141.298	141.374	141.296	141.268	141.299	141.296	141.299	141.299	141.297	141.221	141.329	141.292	141.298	141.396	141.297	141.337	141.184	141.298	141.306	141.322	141.338	141.322	111.627	111.658	111.629	111.652	111.669	111.663	111.618	111.643	111.619	111.626	111.607	111.633	111.620	111.643	111.619	111.595	111.619	111.619	111.608	111.606	111.618	111.608	111.607	111.594	111.632	111.578	111.588	111.607	111.580	111.618	111.601	111.618	2016_7_15_14_09_29
F2LS3TKDHFM5____	-56.269	-56.518	-56.237	-56.338	-56.383	-56.383	-56.305	-56.308	-56.365	-56.277	-56.272	-56.337	-56.273	-56.302	-56.365	-56.200	-56.365	-56.365	-56.230	-56.241	-56.272	-56.239	-56.328	-56.235	-56.399	-56.162	-56.125	-56.328	-56.170	-56.271	-56.273	-56.271	141.260	141.324	141.151	141.231	141.231	141.264	141.227	141.188	141.310	141.252	141.256	141.292	141.345	141.307	141.310	141.297	141.310	141.310	141.262	141.231	141.321	141.322	141.300	141.364	141.305	141.302	141.153	141.300	141.261	141.281	141.311	141.281	111.762	111.840	111.766	111.790	111.806	111.801	111.779	111.786	111.788	111.766	111.763	111.781	111.751	111.767	111.788	111.732	111.788	111.788	111.748	111.756	111.754	111.743	111.777	111.736	111.801	111.718	111.726	111.777	111.727	111.760	111.756	111.760	2016_7_15_14_09_34
F2LS30UNGRX8____	-55.909	-56.015	-55.875	-55.979	-56.015	-56.012	-55.867	-55.951	-55.911	-55.910	-55.872	-55.978	-55.909	-55.976	-55.911	-55.838	-55.911	-55.911	-55.873	-55.837	-55.906	-55.875	-55.872	-55.874	-55.944	-55.803	-55.767	-55.872	-55.799	-55.906	-55.868	-55.906	141.302	141.299	141.160	141.228	141.193	141.227	141.261	141.229	141.334	141.260	141.294	141.373	141.299	141.261	141.334	141.299	141.334	141.334	141.298	141.231	141.326	141.328	141.294	141.402	141.295	141.336	141.198	141.294	141.267	141.291	141.266	141.291	111.495	111.532	111.502	111.529	111.547	111.541	111.485	111.520	111.491	111.501	111.483	111.509	111.495	111.524	111.491	111.470	111.491	111.491	111.482	111.479	111.490	111.479	111.483	111.468	111.508	111.453	111.459	111.483	111.461	111.495	111.485	111.495	2016_7_15_14_09_39
F2LS35BZHFM1____	-55.913	-56.019	-55.879	-55.988	-56.028	-56.028	-55.921	-55.953	-55.917	-55.917	-55.920	-55.986	-55.918	-55.987	-55.917	-55.846	-55.917	-55.917	-55.882	-55.848	-55.923	-55.882	-55.920	-55.880	-55.956	-55.810	-55.774	-55.920	-55.812	-55.913	-55.920	-55.913	141.322	141.323	141.183	141.284	141.249	141.284	141.307	141.213	141.318	141.283	141.322	141.353	141.357	141.286	141.318	141.354	141.318	141.318	141.353	141.287	141.376	141.350	141.322	141.421	141.350	141.359	141.223	141.322	141.291	141.319	141.324	141.319	111.391	111.428	111.399	111.423	111.442	111.437	111.396	111.420	111.393	111.398	111.394	111.413	111.388	111.422	111.393	111.364	111.393	111.393	111.376	111.373	111.387	111.376	111.394	111.366	111.402	111.350	111.356	111.394	111.360	111.392	111.394	111.392	2016_7_15_14_09_43
F2LS38TUGRXL____	-55.149	-55.261	-55.165	-55.219	-55.246	-55.271	-55.162	-55.199	-55.160	-55.204	-55.122	-55.221	-55.158	-55.232	-55.160	-55.129	-55.160	-55.160	-55.156	-55.130	-55.161	-55.122	-55.122	-55.161	-55.194	-55.043	-55.022	-55.122	-55.060	-55.163	-55.121	-55.163	141.560	141.626	141.492	141.489	141.486	141.553	141.584	141.518	141.625	141.589	141.619	141.628	141.625	141.592	141.625	141.628	141.625	141.625	141.562	141.561	141.651	141.620	141.619	141.695	141.626	141.589	141.526	141.619	141.593	141.616	141.623	141.616	111.317	111.347	111.332	111.351	111.361	111.361	111.318	111.340	111.312	111.332	111.299	111.333	111.311	111.342	111.312	111.301	111.312	111.312	111.319	111.310	111.309	111.299	111.299	111.303	111.324	111.276	111.277	111.299	111.281	111.314	111.299	111.314	2016_7_15_14_09_47
F2LS38VQGRXL____	-55.788	-55.938	-55.802	-55.906	-55.943	-55.911	-55.803	-55.879	-55.840	-55.842	-55.801	-55.903	-55.836	-55.909	-55.840	-55.724	-55.840	-55.840	-55.758	-55.765	-55.842	-55.803	-55.801	-55.838	-55.828	-55.733	-55.692	-55.801	-55.737	-55.804	-55.799	-55.804	141.265	141.396	141.199	141.270	141.234	141.262	141.293	141.232	141.338	141.296	141.329	141.337	141.342	141.305	141.338	141.335	141.338	141.338	141.336	141.269	141.334	141.366	141.329	141.403	141.300	141.380	141.341	141.329	141.306	141.320	141.343	141.320	111.724	111.759	111.738	111.765	111.783	111.768	111.726	111.761	111.732	111.739	111.720	111.755	111.731	111.761	111.732	111.692	111.732	111.732	111.704	111.716	111.734	111.716	111.720	111.723	111.734	111.689	111.680	111.720	111.701	111.722	111.717	111.722	2016_7_15_14_09_51
F2LS39Q6GRXL____	-55.495	-55.642	-55.509	-55.565	-55.590	-55.565	-55.534	-55.536	-55.494	-55.536	-55.503	-55.562	-55.498	-55.566	-55.494	-55.425	-55.494	-55.494	-55.502	-55.469	-55.499	-55.462	-55.503	-55.461	-55.528	-55.393	-55.405	-55.503	-55.376	-55.498	-55.457	-55.498	141.416	141.459	141.347	141.425	141.346	141.412	141.429	141.382	141.458	141.427	141.488	141.489	141.489	141.458	141.458	141.456	141.458	141.458	141.428	141.389	141.491	141.490	141.488	141.556	141.421	141.491	141.351	141.488	141.428	141.452	141.453	141.452	111.262	111.307	111.276	111.285	111.305	111.287	111.274	111.281	111.256	111.275	111.255	111.275	111.253	111.281	111.256	111.232	111.256	111.256	111.263	111.256	111.253	111.240	111.255	111.231	111.273	111.216	111.239	111.255	111.218	111.258	111.243	111.258	2016_7_15_14_10_00
F2LS339XHFM1____	-56.170	-56.272	-56.134	-56.326	-56.274	-56.285	-56.177	-56.207	-56.211	-56.256	-56.173	-56.240	-56.173	-56.246	-56.211	-56.108	-56.211	-56.211	-56.138	-56.111	-56.180	-56.136	-56.173	-56.139	-56.208	-56.071	-56.040	-56.173	-56.090	-56.177	-56.167	-56.177	141.171	141.179	141.036	141.144	141.107	141.183	141.172	141.108	141.212	141.109	141.180	141.241	141.179	141.180	141.212	141.181	141.212	141.212	141.183	141.138	141.241	141.238	141.180	141.307	141.209	141.212	141.063	141.180	141.171	141.204	141.185	141.204	111.847	111.882	111.853	111.905	111.892	111.886	111.849	111.869	111.856	111.886	111.847	111.862	111.847	111.873	111.856	111.824	111.856	111.856	111.834	111.831	111.841	111.826	111.847	111.817	111.855	111.807	111.816	111.847	111.819	111.845	111.844	111.845	2016_7_15_14_10_05
F2LS3957GRXL____	-55.987	-56.086	-55.956	-56.062	-56.083	-56.103	-56.033	-56.031	-56.033	-56.035	-55.996	-56.101	-55.989	-56.064	-56.033	-55.918	-56.033	-56.033	-55.953	-55.914	-56.025	-55.991	-55.996	-55.952	-56.029	-55.886	-55.854	-55.996	-55.893	-55.996	-55.996	-55.996	141.254	141.257	141.147	141.220	141.147	141.215	141.254	141.184	141.291	141.253	141.288	141.294	141.287	141.255	141.291	141.288	141.291	141.291	141.288	141.192	141.288	141.294	141.288	141.358	141.288	141.327	141.185	141.288	141.256	141.281	141.294	141.281	111.616	111.650	111.620	111.647	111.665	111.662	111.632	111.641	111.627	111.633	111.615	111.650	111.612	111.643	111.627	111.587	111.627	111.627	111.600	111.599	111.625	111.612	111.615	111.589	111.626	111.571	111.579	111.615	111.583	111.616	111.614	111.616	2016_7_15_14_10_10
