SN	Distance_X_LOGO_Camera_RU1	Distance_X_LOGO_Camera_RU2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Camera_RU1	Distance_Y_LOGO_Camera_RU2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Camera_RU1	Angle_Camera_RU2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS3HQHHFM5____	-63.145	-63.284	-63.352	-63.179	-63.181	-63.215	-63.107	-63.135	-63.006	-63.005	-62.974	-63.038	-62.863	-62.900	-62.967	-62.901	-62.897	-62.935	-62.863	-62.932	-62.900	-62.933	-62.969	-62.865	-62.863	-63.002	-62.900	-62.861	-63.004	-62.864	-62.933	-62.898	143.284	143.500	143.569	143.602	143.531	143.567	143.637	143.640	143.637	143.533	143.602	143.427	143.455	143.424	143.533	143.353	143.420	143.562	143.558	143.603	143.639	143.566	143.460	143.603	143.567	143.567	143.673	143.637	143.357	143.601	143.460	143.603	113.874	113.888	113.901	113.839	113.850	113.856	113.809	113.818	113.776	113.790	113.770	113.817	113.754	113.771	113.778	113.782	113.771	113.763	113.739	113.756	113.740	113.761	113.789	113.733	113.738	113.784	113.735	113.727	113.816	113.733	113.777	113.744	2016_7_15_14_11_00
F2LS3EKPHFM2____	-63.192	-63.340	-63.409	-63.233	-63.199	-63.272	-63.163	-63.196	-63.049	-63.059	-63.015	-63.087	-62.872	-62.918	-63.023	-62.913	-62.907	-62.982	-62.906	-62.988	-62.946	-62.989	-63.017	-62.878	-62.920	-63.060	-62.946	-62.912	-63.061	-62.910	-62.982	-62.945	143.187	143.439	143.504	143.541	143.430	143.505	143.573	143.609	143.539	143.469	143.504	143.328	143.351	143.319	143.470	143.249	143.317	143.463	143.456	143.540	143.539	143.504	143.363	143.500	143.504	143.503	143.574	143.538	143.295	143.501	143.364	143.506	113.594	113.606	113.620	113.556	113.561	113.574	113.527	113.533	113.494	113.508	113.488	113.538	113.463	113.483	113.496	113.491	113.479	113.483	113.459	113.474	113.460	113.479	113.510	113.443	113.456	113.503	113.455	113.449	113.534	113.453	113.498	113.464	2016_7_15_14_11_04
F2LS3KLTHFM5____	-63.264	-63.407	-63.476	-63.302	-63.299	-63.336	-63.224	-63.258	-63.126	-63.127	-63.098	-63.155	-62.985	-63.018	-63.084	-63.018	-62.986	-63.019	-63.016	-63.049	-63.015	-63.051	-63.087	-62.986	-62.980	-63.120	-63.015	-62.979	-63.121	-62.981	-63.053	-63.014	143.235	143.492	143.557	143.593	143.483	143.518	143.589	143.624	143.591	143.486	143.555	143.378	143.406	143.374	143.486	143.304	143.368	143.510	143.511	143.555	143.591	143.519	143.412	143.555	143.520	143.519	143.626	143.589	143.309	143.552	143.412	143.556	113.746	113.756	113.769	113.706	113.721	113.728	113.680	113.686	113.647	113.663	113.643	113.688	113.627	113.643	113.649	113.653	113.633	113.623	113.622	113.627	113.610	113.633	113.661	113.606	113.609	113.656	113.605	113.598	113.687	113.604	113.649	113.615	2016_7_15_14_11_07
F2LS3SMLHFM5____	-62.863	-63.002	-63.069	-62.899	-62.900	-62.962	-62.827	-62.861	-62.720	-62.720	-62.686	-62.758	-62.570	-62.620	-62.687	-62.618	-62.603	-62.650	-62.613	-62.653	-62.618	-62.654	-62.689	-62.581	-62.586	-62.722	-62.617	-62.582	-62.723	-62.584	-62.653	-62.616	143.296	143.511	143.578	143.613	143.541	143.579	143.647	143.683	143.645	143.542	143.610	143.438	143.428	143.434	143.543	143.363	143.391	143.572	143.569	143.613	143.648	143.578	143.472	143.613	143.576	143.578	143.682	143.648	143.369	143.611	143.472	143.614	113.550	113.565	113.577	113.515	113.526	113.542	113.486	113.493	113.451	113.466	113.445	113.494	113.432	113.448	113.455	113.458	113.449	113.438	113.426	113.433	113.416	113.438	113.466	113.409	113.416	113.461	113.411	113.404	113.492	113.410	113.454	113.421	2016_7_15_14_11_11
F2LS38TUGRXL____	-62.708	-62.815	-62.883	-62.740	-62.737	-62.776	-62.670	-62.707	-62.566	-62.568	-62.505	-62.602	-62.390	-62.427	-62.528	-62.426	-62.413	-62.461	-62.422	-62.492	-62.432	-62.496	-62.534	-62.398	-62.395	-62.534	-62.460	-62.395	-62.537	-62.426	-62.496	-62.430	143.435	143.647	143.713	143.751	143.642	143.717	143.785	143.820	143.782	143.677	143.744	143.574	143.602	143.571	143.683	143.497	143.522	143.709	143.708	143.751	143.779	143.714	143.606	143.746	143.711	143.714	143.817	143.780	143.502	143.747	143.607	143.748	113.560	113.565	113.578	113.524	113.540	113.541	113.496	113.503	113.461	113.478	113.447	113.504	113.429	113.446	113.463	113.456	113.448	113.437	113.424	113.441	113.417	113.448	113.476	113.411	113.415	113.461	113.421	113.404	113.493	113.420	113.464	113.421	2016_7_15_14_11_15
F2LS3TKDHFM5____	-63.654	-63.790	-63.855	-63.685	-63.686	-63.720	-63.615	-63.652	-63.517	-63.517	-63.521	-63.544	-63.362	-63.406	-63.473	-63.407	-63.408	-63.439	-63.406	-63.439	-63.409	-63.441	-63.477	-63.379	-63.367	-63.509	-63.408	-63.370	-63.509	-63.368	-63.442	-63.405	143.223	143.484	143.510	143.542	143.471	143.505	143.576	143.611	143.578	143.473	143.542	143.365	143.356	143.363	143.474	143.291	143.360	143.502	143.500	143.543	143.577	143.506	143.399	143.543	143.507	143.507	143.612	143.578	143.297	143.540	143.398	143.544	113.979	113.986	114.003	113.942	113.953	113.959	113.914	113.921	113.881	113.896	113.887	113.921	113.862	113.875	113.882	113.886	113.876	113.866	113.855	113.860	113.845	113.866	113.894	113.840	113.841	113.888	113.839	113.831	113.920	113.837	113.882	113.849	2016_7_15_14_22_36
F2LS3MG9HFM5____	-62.651	-62.830	-62.862	-62.727	-62.688	-62.754	-62.616	-62.649	-62.516	-62.516	-62.515	-62.545	-62.370	-62.408	-62.507	-62.439	-62.403	-62.442	-62.401	-62.447	-62.408	-62.472	-62.476	-62.375	-62.372	-62.510	-62.408	-62.370	-62.540	-62.371	-62.440	-62.405	143.360	143.617	143.645	143.719	143.608	143.644	143.715	143.752	143.716	143.610	143.685	143.505	143.534	143.500	143.612	143.433	143.499	143.639	143.640	143.717	143.718	143.646	143.540	143.681	143.645	143.645	143.753	143.716	143.436	143.678	143.538	143.679	113.637	113.659	113.666	113.609	113.613	113.630	113.573	113.579	113.539	113.555	113.544	113.580	113.517	113.535	113.551	113.555	113.533	113.526	113.512	113.516	113.503	113.535	113.552	113.497	113.501	113.548	113.498	113.490	113.588	113.496	113.540	113.507	2016_7_15_14_22_40
F2LS3BDVGRXL____	-63.005	-63.144	-63.220	-63.038	-63.041	-63.080	-62.967	-62.995	-62.863	-62.864	-62.830	-62.898	-62.721	-62.760	-62.827	-62.761	-62.755	-62.793	-62.721	-62.792	-62.762	-62.793	-62.831	-62.723	-62.722	-62.860	-62.762	-62.722	-62.863	-62.724	-62.795	-62.756	143.228	143.444	143.550	143.545	143.474	143.550	143.581	143.582	143.579	143.474	143.544	143.370	143.397	143.366	143.477	143.295	143.363	143.504	143.499	143.546	143.580	143.511	143.403	143.544	143.511	143.511	143.615	143.580	143.301	143.543	143.404	143.547	113.729	113.744	113.754	113.693	113.705	113.707	113.664	113.674	113.630	113.646	113.624	113.672	113.609	113.626	113.633	113.637	113.625	113.617	113.594	113.611	113.596	113.616	113.645	113.588	113.593	113.639	113.591	113.583	113.671	113.589	113.633	113.599	2016_7_15_14_22_43
F2LS35BZHFM1____	-62.604	-62.738	-62.837	-62.635	-62.636	-62.702	-62.562	-62.630	-62.468	-62.456	-62.439	-62.496	-62.315	-62.352	-62.423	-62.357	-62.350	-62.383	-62.344	-62.387	-62.356	-62.388	-62.427	-62.313	-62.319	-62.457	-62.356	-62.311	-62.461	-62.319	-62.390	-62.353	143.423	143.642	143.676	143.742	143.671	143.670	143.776	143.816	143.776	143.636	143.740	143.565	143.556	143.525	143.673	143.492	143.520	143.666	143.661	143.744	143.777	143.706	143.599	143.707	143.707	143.707	143.812	143.742	143.497	143.740	143.599	143.743	113.548	113.561	113.589	113.512	113.523	113.545	113.482	113.499	113.451	113.467	113.446	113.491	113.432	113.448	113.451	113.455	113.449	113.438	113.426	113.428	113.413	113.434	113.463	113.409	113.411	113.457	113.408	113.403	113.489	113.406	113.450	113.417	2016_7_15_14_22_47
F2LS3HZVHFM5____	-62.940	-63.016	-63.090	-62.907	-62.910	-62.944	-62.836	-62.873	-62.726	-62.728	-62.697	-62.771	-62.586	-62.630	-62.727	-62.625	-62.620	-62.659	-62.584	-62.662	-62.627	-62.663	-62.700	-62.588	-62.593	-62.731	-62.627	-62.593	-62.736	-62.593	-62.665	-62.626	143.290	143.562	143.622	143.619	143.549	143.587	143.655	143.689	143.652	143.548	143.615	143.443	143.470	143.439	143.555	143.367	143.433	143.575	143.570	143.620	143.652	143.587	143.478	143.617	143.584	143.586	143.687	143.654	143.373	143.618	143.480	143.622	113.717	113.702	113.718	113.657	113.669	113.674	113.628	113.635	113.592	113.608	113.587	113.637	113.571	113.591	113.606	113.600	113.588	113.580	113.556	113.575	113.559	113.580	113.609	113.551	113.557	113.603	113.553	113.547	113.636	113.552	113.596	113.563	2016_7_15_14_22_51
